----------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
Spectrum  |      Observed      |        Ritz        |         Rel. |    Aki     | Acc. |          Ei           Ek          |              Lower level              |              Upper level              |  gi   gk  |Type|                     TP  |        Line  |
          |     Wavelength     |     Wavelength     |         Int. |   (s^-1)   |      |         (eV)         (eV)         |---------------------------------------|---------------------------------------|           |    |                    Ref. |        Ref.  |
          |      Air (nm)      |      Air (nm)      |              |            |      |                                   | Conf.                  | Term  | J    | Conf.                  | Term  | J    |           |    |                         |              |
Cr II     |         277.443189 |         277.443190 |           75 |            |      |     4.92015380  -      9.38764881 | 3d4.(a 1G).4s          | c 2G  | 7/2  | 3d4.(a 1G).4p          | w 2G* | 7/2  |   8 - 8   |    |                         |      L18847  |
Cr II     |         277.50688  |         277.506958 |            5 |            |      |     8.46880902  -     12.9352775  | 3d4.(a 3P).4p          | z 4S* | 3/2  | 3d4.(a 3P).4d          | 4D    | 5/2  |   4 - 6   |    |                         |      L18847  |
Cr II     |         277.54394  |         277.54397  |           22 |            |      |     8.09081833  -     12.5566913  | 3d4.(a 3F).4p          | z 4G* | 7/2  | 3d4.(a 3F).5s          | f 4F  | 5/2  |   8 - 6   |    |                         |      L18847  |
Cr II     |         277.56184  |         277.561816 |           15 |            |      |     9.21436204  -     13.6799478  | 3d4.(3D).4p            | w 4F* | 5/2  | 3d4.(5D).5d            | 4G    | 7/2  |   6 - 8   |    |                         |      L18847  |
          |                    |                    |              |            |      |                                   |                        |       |      |                        |       |      |           |    |                         |              |
Cr I      |         277.56610  |         277.566154 |           15 |            |      |     3.11278387  -      7.5782999  | 3d4.4s2                | a 3F  | 3    | 3d5.(2H).4p            | r 3G* | 4    |   7 - 9   |    |                         |      L14866  |
Cr I      |         277.589    |         277.5879   |            2 |            |      |     3.10437809  -      7.569544   | 3d5.(4G).4s            | a 3G  | 5    |                        | o 5F* | 4    |  11 - 9   |    |                         |        L808  |
Cr II     |         277.595354 |         277.595409 |           48 |            |      |     6.75707561  -     11.22212102 | 3d4.(5D).4p            | z 4D* | 3/2  | 3d4.(5D).4d            | e 4F  | 3/2  |   4 - 4   |    |                         |      L18847  |
Cr II     |         277.5986   |         277.59862  |            5 |            |      |     8.78454845  -     13.2495422  | 3d4.(3G).4p            | y 2F* | 7/2  | 3d4.(a 3F).4d          | i 2G  | 7/2  |   8 - 8   |    |                         |      L18847  |
Cr II     |         277.61762  |         277.61748  |           10 |            |      |     9.10491919  -     13.5696097  | 3d4.(3D).4p            | w 4D* | 5/2  | 3d4.(a 3F).5d          | 4P    | 3/2  |   6 - 4   |    |                         |      L18847  |
          |                    |                    |              |            |      |                                   |                        |       |      |                        |       |      |           |    |                         |              |
Cr II     |         277.65054  |         277.650543 |            5 |            |      |     6.44006951  -     10.90422831 | 3d4.(5D).4p            | z 4F* | 9/2  | 3d4.(5D).4d            | e 6F  | 9/2  |  10 - 10  |    |                         |      L18847  |
Cr I      |         277.6603   |         277.662    |            2 |            |      |     3.08689203  -      7.55086    | 3d5.(4G).4s            | a 3G  | 4    |                        | o 5F* | 3    |   9 - 7   |    |                         |        L808  |
Cr II     |         277.66490  |         277.664900 |           37 |            |      |     4.75043404  -      9.21436204 | 3d4.(3D).4s            | c 4D  | 5/2  | 3d4.(3D).4p            | w 4F* | 5/2  |   6 - 6   |    |                         |      L18847  |
Cr II     |         277.68775  |         277.687761 |           23 |            |      |     5.83225080  -     10.29581132 | 3d4.(5D).4p            | z 6F* | 5/2  | 3d4.(5D).5s            | e 6D  | 7/2  |   6 - 8   |    |                         |      L18847  |
Cr XXI    |                    |         277.70     |              | 5.2e+02    | C    |   112.960       -    117.423      | 1s2.2p2                | 3P    | 1    | 1s2.2p2                | 3P    | 2    |   3 - 5   | M1 |                   T3826 |              |
          |                    |                    |              |            |      |                                   |                        |       |      |                        |       |      |           |    |                         |              |
Cr II     |         277.7032   |         277.703253 |            6 |            |      |     8.10657080  -     12.5698823  | 3d4.(a 3F).4p          | z 4G* | 9/2  | 3d4.(a 3F).5s          | f 4F  | 9/2  |  10 - 10  |    |                         |      L18847  |
Cr I      |         277.7664   |         277.7651   |          10w |            |      |     2.98716592  -      7.449484   | 3d4.4s2                | a 3P  | 2    | 3d4.(3P1).4s.4p.(1P*)  | x 3S* | 1    |   5 - 3   |    |                         |        L808  |
Cr II     |         277.79193  |         277.791847 |           17 |            |      |     3.85378645  -      8.31567460 | 3d4.(a 3F).4s          | a 4F  | 3/2  | 3d4.(a 3F).4p          | y 4F* | 3/2  |   4 - 4   |    |                         |      L18847  |
Cr II     |         277.806821 |         277.806829 |          190 |            |      |     4.93759131  -      9.39923884 | 3d4.(a 1G).4s          | c 2G  | 9/2  | 3d4.(a 1G).4p          | w 2G* | 9/2  |  10 - 10  |    |                         |      L18847  |
Cr II     |         277.81184  |         277.811768 |           11 |            |      |     4.15608549  -      8.61765371 | 3d4.(3G).4s            | b 4G  | 7/2  | 3d4.(3G).4p            | 4F*   | 7/2  |   8 - 8   |    |                         |      L18847  |
          |                    |                    |              |            |      |                                   |                        |       |      |                        |       |      |           |    |                         |              |
Cr I      |         277.81952  |         277.81960  |           19 |            |      |     3.12159402  -      7.5830364  | 3d4.4s2                | a 3F  | 4    | 3d5.(2H).4p            | r 3G* | 5    |   9 - 11  |    |                         |      L14866  |
Cr II     |         277.824218 |         277.824212 |           78 |            |      |     6.77271050  -     11.23407890 | 3d4.(5D).4p            | z 4D* | 5/2  | 3d4.(5D).4d            | e 4F  | 5/2  |   6 - 6   |    |                         |      L18847  |
Cr II     |         277.82775  |         277.827758 |            8 |            |      |     3.88701290  -      8.34832435 | 3d5                    | a 2D  | 5/2  | 3d4.(3H).4p            | y 4G* | 7/2  |   6 - 8   |    |                         |      L18847  |
Cr II     |         277.85035  |         277.850446 |            8 |            |      |     4.04230007  -      8.50324724 | 3d5                    | a 2F  | 5/2  | 3d4.(a 3F).4p          | z 2F* | 5/2  |   6 - 6   |    |                         |      L18847  |
Cr II     |         277.86197  |         277.86191  |           16 |            |      |     7.9426370   -     12.4034002  | 3d4.(a 3P).4p          | y 4D* | 3/2  | 3d4.(a 3P).5s          | f 4P  | 3/2  |   4 - 4   |    |                         |      L18847  |
          |                    |                    |              |            |      |                                   |                        |       |      |                        |       |      |           |    |                         |              |
Cr II     |         277.86558  |         277.86564  |           13 |            |      |     9.55656013  -     14.0172634  | 3d4.(1I).4p            | w 2H* | 11/2 | 3d4.(3D).4d            | 2G    | 9/2  |  12 - 10  |    |                         |      L18847  |
Cr II     |         277.88139  |         277.881382 |           34 |            |      |     5.81549580  -     10.27594638 | 3d4.(5D).4p            | z 6F* | 3/2  | 3d4.(5D).5s            | e 6D  | 5/2  |   4 - 6   |    |                         |      L18847  |
Cr II     |         277.89295  |         277.893016 |           15 |            |      |     4.92738497  -      9.38764881 | 3d5                    | c 2F  | 5/2  | 3d4.(a 1G).4p          | w 2G* | 7/2  |   6 - 8   |    |                         |      L18847  |
Cr II     |         277.909688 |         277.909658 |           14 |            |      |     9.11105410  -     13.5710509  | 3d4.(3D).4p            | w 4D* | 7/2  | 3d4.(a 3F).5d          | 4P    | 5/2  |   8 - 6   |    |                         |      L18847  |
Cr I      |         277.91295  |         277.91291  |           11 |            |      |     3.11278387  -      7.5727285  | 3d4.4s2                | a 3F  | 3    | 3d5.(2H).4p            | r 3G* | 3    |   7 - 7   |    |                         |      L14866  |
          |                    |                    |              |            |      |                                   |                        |       |      |                        |       |      |           |    |                         |              |
Cr I      |         277.933    |         277.93268  |            1 |            |      |     3.10437809  -      7.5640055  | 3d5.(4G).4s            | a 3G  | 5    | 3d5.(2G1).4p           | s 3H* | 5    |  11 - 11  |    |                         |        L808  |
Cr II     |         278.00617  |         278.006290 |           19 |            |      |     8.50324724  -     12.9616938  | 3d4.(a 3F).4p          | z 2F* | 5/2  | 3d4.(3G).5s            | g 2G  | 7/2  |   6 - 8   |    |                         |      L18847  |
Cr II     |         278.029392 |         278.029389 |          340 |            |      |     4.15608549  -      8.61416169 | 3d4.(3G).4s            | b 4G  | 7/2  | 3d4.(3G).4p            | 4F*   | 5/2  |   8 - 6   |    |                         |      L18847  |
Cr II     |         278.032101 |         278.032104 |          210 |            |      |     4.75632937  -      9.21436204 | 3d4.(3D).4s            | c 4D  | 3/2  | 3d4.(3D).4p            | w 4F* | 5/2  |   4 - 6   |    |                         |      L18847  |
Cr I      |         278.0699   |         278.069629 |          5.2 | 1.4e+08    | C    |     1.03000806  -      5.4874392  | 3d4.4s2                | a 5D  | 4    | 3d5.(6S).5p            | w 5P* | 3    |   9 - 7   |    |                   T3196 |      L13897  |
          |                    |                    |              |            |      |                                   |                        |       |      |                        |       |      |           |    |                         |              |
Cr II     |         278.089207 |         278.089215 |          130 |            |      |     3.75763460  -      8.21475177 | 3d4.(a 3P).4s          | b 4P  | 3/2  | 3d4.(a 3P).4p          | y 4P* | 1/2  |   4 - 2   |    |                         |      L18847  |
Cr II     |         278.09856  |         278.098590 |           22 |            |      |     9.22735950  -     13.6843264  | 3d4.(3D).4p            | w 4F* | 7/2  | 3d4.(5D).5d            | 4G    | 9/2  |   8 - 10  |    |                         |      L18847  |
Cr II     |         278.10617  |         278.106189 |           47 |            |      |     4.77449780  -      9.23134295 | 3d4.(3G).4s            | b 2G  | 7/2  | 3d4.(a 1G).4p          | x 2H* | 9/2  |   8 - 10  |    |                         |      L18847  |
Cr I      |         278.11491  |         278.114883 |           20 |            |      |     3.12159402  -      7.5782999  | 3d4.4s2                | a 3F  | 4    | 3d5.(2H).4p            | r 3G* | 4    |   9 - 9   |    |                         |      L14866  |
Cr II     |         278.148881 |         278.148889 |           79 |            |      |     6.79240603  -     11.24856702 | 3d4.(5D).4p            | z 4D* | 7/2  | 3d4.(5D).4d            | e 4F  | 7/2  |   8 - 8   |    |                         |      L18847  |
          |                    |                    |              |            |      |                                   |                        |       |      |                        |       |      |           |    |                         |              |
Cr II     |         278.15666  |         278.156647 |           38 |            |      |     5.80535004  -     10.26138675 | 3d4.(5D).4p            | z 6F* | 1/2  | 3d4.(5D).5s            | e 6D  | 3/2  |   2 - 4   |    |                         |      L18847  |
Cr XI     |                    |         278.17     |              | 2.8e-01    | E    |    30.0607      -     34.5165     | 3s.3p3                 | 3D*   | 2    | 3s.3p3                 | 3P*   | 1    |   5 - 3   | E2 |                T4830c21 |              |
Cr II     |         278.17552  |         278.17562  |           20 |            |      |     8.10657080  -     12.5623035  | 3d4.(a 3F).4p          | z 4G* | 9/2  | 3d4.(a 3F).5s          | f 4F  | 7/2  |  10 - 8   |    |                         |      L18847  |
Cr II     |         278.21390  |         278.214092 |            6 |            |      |     4.94412214  -      9.39923884 | 3d5                    | c 2F  | 7/2  | 3d4.(a 1G).4p          | w 2G* | 9/2  |   8 - 10  |    |                         |      L18847  |
Cr II     |         278.235599 |         278.235603 |          110 |            |      |     4.14330153  -      8.59807381 | 3d4.(3G).4s            | b 4G  | 5/2  | 3d4.(a 3P).4p          | 2D*   | 3/2  |   6 - 4   |    |                         |      L18847  |
          |                    |                    |              |            |      |                                   |                        |       |      |                        |       |      |           |    |                         |              |
Cr II     |         278.24310  |         278.243120 |           17 |            |      |     3.85378645  -      8.30843838 | 3d4.(a 3F).4s          | a 4F  | 3/2  | 3d4.(a 3F).4p          | y 4F* | 5/2  |   4 - 6   |    |                         |      L18847  |
Cr II     |         278.24790  |         278.247849 |           10 |            |      |     8.52239742  -     12.9769736  | 3d4.(3H).4p            | z 2H* | 11/2 | 3d4.(3G).5s            | g 2G  | 9/2  |  12 - 10  |    |                         |      L18847  |
Cr II     |         278.258637 |         278.258637 |           44 |            |      |     4.77449780  -      9.22890133 | 3d4.(3G).4s            | b 2G  | 7/2  | 3d4.(a 1G).4p          | x 2F* | 5/2  |   8 - 6   |    |                         |      L18847  |
Cr I      |         278.273    |         278.274753 |            1 |            |      |     2.54463926  -      6.9987848  | 3d5.(4G).4s            | a 5G  | 5    | 3d5.(4F).4p            | v 5G* | 6    |  11 - 13  |    |                         |        L808  |
Cr I      |         278.2988   |         278.29996  |            3 |            |      |     3.10437809  -      7.5581202  | 3d5.(4G).4s            | a 3G  | 5    | 3d5.(2F2).4p           | p 3F* | 4    |  11 - 9   |    |                         |        L808  |
          |                    |                    |              |            |      |                                   |                        |       |      |                        |       |      |           |    |                         |              |
Cr II     |         278.3048   |         278.304510 |            4 |            |      |     6.00069531  -     10.45436466 | 3d4.(5D).4p            | z 6P* | 3/2  | 3d4.(5D).5s            | e 4D  | 3/2  |   4 - 4   |    |                         |      L18847  |
Cr II     |         278.384400 |         278.384408 |           42 |            |      |     4.75632937  -      9.2087206  | 3d4.(3D).4s            | c 4D  | 3/2  | 3d4.(3D).4p            | w 4F* | 3/2  |   4 - 4   |    |                         |      L18847  |
Cr II     |         278.4011   |         278.401014 |            5 |            |      |     9.11105410  -     13.5631797  | 3d4.(3D).4p            | w 4D* | 7/2  | 3d4.(5D).5d            | 6S    | 5/2  |   8 - 6   |    |                         |      L18847  |
Cr II     |         278.40437  |         278.404495 |            4 |            |      |     9.97082909  -     14.4228991  | 3d4.(a 1D).4p          | w 2D* | 5/2  | 3d4.(a 1G).4d          | 2F    | 7/2  |   6 - 8   |    |                         |      L18847  |
Cr II     |         278.41857  |         278.418555 |           20 |            |      |     8.52512850  -     12.9769736  | 3d4.(a 3F).4p          | z 2F* | 7/2  | 3d4.(3G).5s            | g 2G  | 9/2  |   8 - 10  |    |                         |      L18847  |
          |                    |                    |              |            |      |                                   |                        |       |      |                        |       |      |           |    |                         |              |
Cr II     |         278.43113  |         278.431092 |           15 |            |      |     8.49005050  -     12.9416952  | 3d4.(3H).4p            | z 2H* | 9/2  | 3d4.(3H).4d            | 2G    | 7/2  |  10 - 8   |    |                         |      L18847  |
Cr II     |         278.44172  |         278.441667 |            7 |            |      |     9.55656013  -     14.0080358  | 3d4.(1I).4p            | w 2H* | 11/2 | 3d4.(3D).4d            | 4F    | 9/2  |  12 - 10  |    |                         |      L18847  |
Cr I      |         278.463    |         278.46301  |            4 |            |      |     3.12159402  -      7.5727285  | 3d4.4s2                | a 3F  | 4    | 3d5.(2H).4p            | r 3G* | 3    |   9 - 7   |    |                         |        L808  |
Cr II     |         278.51013  |         278.510109 |           15 |            |      |     3.85805661  -      8.30843838 | 3d4.(a 3F).4s          | a 4F  | 5/2  | 3d4.(a 3F).4p          | y 4F* | 5/2  |   6 - 6   |    |                         |      L18847  |
Cr II     |         278.51101  |         278.510964 |           10 |            |      |     8.72833848  -     13.1787066  | 3d4.(3G).4p            | y 2H* | 11/2 | 3d4.(a 3F).4d          | 4G    | 11/2 |  12 - 12  |    |                         |      L18847  |
          |                    |                    |              |            |      |                                   |                        |       |      |                        |       |      |           |    |                         |              |
Cr II     |         278.569263 |         278.569258 |          480 |            |      |     4.16821683  -      8.61765371 | 3d4.(3G).4s            | b 4G  | 9/2  | 3d4.(3G).4p            | 4F*   | 7/2  |  10 - 8   |    |                         |      L18847  |
Cr II     |         278.646757 |         278.646736 |          160 |            |      |     4.76052080  -      9.2087206  | 3d4.(3D).4s            | c 4D  | 1/2  | 3d4.(3D).4p            | w 4F* | 3/2  |   2 - 4   |    |                         |      L18847  |
Cr II     |         278.65492  |         278.65490  |           12 |            |      |     7.91040877  -     12.3584782  | 3d4.(a 3P).4p          | y 4D* | 1/2  | 3d4.(a 3P).5s          | f 4P  | 1/2  |   2 - 2   |    |                         |      L18847  |
Cr I      |         278.6597   |         278.6624   |            4 |            |      |     3.12159402  -      7.569544   | 3d4.4s2                | a 3F  | 4    |                        | o 5F* | 4    |   9 - 9   |    |                         |        L808  |
Cr II     |         278.67956  |         278.679571 |           35 |            |      |     9.23733092  -     13.6850066  | 3d4.(3D).4p            | w 4F* | 9/2  | 3d4.(5D).5d            | 4G    | 11/2 |  10 - 12  |    |                         |      L18847  |
          |                    |                    |              |            |      |                                   |                        |       |      |                        |       |      |           |    |                         |              |
Cr I      |         278.6814   |         278.68378  |            1 |            |      |     2.96741994  -      7.4150284  | 3d4.4s2                | a 3H  | 4    | 3d4.(3H).4s.4p.(1P*)   | w 3I* | 5    |   9 - 11  |    |                         |        L808  |
Cr II     |         278.712347 |         278.712339 |          120 |            |      |     5.80535004  -     10.25250284 | 3d4.(5D).4p            | z 6F* | 1/2  | 3d4.(5D).5s            | e 6D  | 1/2  |   2 - 2   |    |                         |      L18847  |
Cr II     |         278.73212  |         278.732095 |            9 |            |      |     4.31625273  -      8.76309033 | 3d4.(3H).4s            | a 2H  | 11/2 | 3d4.(3G).4p            | x 4G* | 9/2  |  12 - 10  |    |                         |      L18847  |
Cr II     |         278.761739 |         278.761747 |          370 | 1.5e+08    | D    |     3.82670193  -      8.27306655 | 3d4.(a 3P).4s          | b 4P  | 5/2  | 3d4.(a 3P).4p          | y 4P* | 5/2  |   6 - 6   |    |                   T3683 |      L18847  |
Cr I      |         278.7843   |         278.7867   |           15 |            |      |     3.32122222  -      7.767190   | 3d5.(6S).4p            | z 5P* | 3    | 3d5.(4G).4d            | f 5G  | 2    |   7 - 5   |    |                         |        L808  |
          |                    |                    |              |            |      |                                   |                        |       |      |                        |       |      |           |    |                         |              |
Cr II     |         278.78978  |         278.789892 |           31 |            |      |     4.78120293  -      9.22711870 | 3d4.(3G).4s            | b 2G  | 9/2  | 3d4.(1I).4p            | 2I*   | 11/2 |  10 - 12  |    |                         |      L18847  |
Cr II     |         278.791434 |         278.791448 |          170 |            |      |     5.81549580  -     10.26138675 | 3d4.(5D).4p            | z 6F* | 3/2  | 3d4.(5D).5s            | e 6D  | 3/2  |   4 - 4   |    |                         |      L18847  |
Cr II     |         278.87257  |         278.872414 |            6 |            |      |     3.90936757  -      8.35396781 | 3d5                    | a 2D  | 3/2  | 3d4.(a 3F).4p          | z 2D* | 3/2  |   4 - 4   |    |                         |      L18847  |
Cr II     |         278.90836  |         278.908352 |           20 |            |      |     3.86441082  -      8.30843838 | 3d4.(a 3F).4s          | a 4F  | 7/2  | 3d4.(a 3F).4p          | y 4F* | 5/2  |   8 - 6   |    |                         |      L18847  |
Cr II     |         278.929198 |         278.929190 |          200 |            |      |     5.83225080  -     10.27594638 | 3d4.(5D).4p            | z 6F* | 5/2  | 3d4.(5D).5s            | e 6D  | 5/2  |   6 - 6   |    |                         |      L18847  |
          |                    |                    |              |            |      |                                   |                        |       |      |                        |       |      |           |    |                         |              |
Cr II     |         278.934849 |         278.934848 |          180 |            |      |     6.28193525  -     10.72554070 | 3d4.(1F).4s            | d 2F  | 7/2  | 3d4.(1F).4p            | v 2D* | 5/2  |   8 - 6   |    |                         |      L18847  |
Cr II     |         278.939789 |         278.939793 |           65 |            |      |     4.94412214  -      9.38764881 | 3d5                    | c 2F  | 7/2  | 3d4.(a 1G).4p          | w 2G* | 7/2  |   8 - 8   |    |                         |      L18847  |
Cr II     |         278.94791  |         278.94788  |           21 |            |      |     8.78454845  -     13.2279463  | 3d4.(3G).4p            | y 2F* | 7/2  | 3d4.(a 3F).4d          | 2F    | 7/2  |   8 - 8   |    |                         |      L18847  |
Cr II     |         278.94856  |         278.94861  |            8 |            |      |     6.8028266   -     11.2462128  | 3d4.(a 3F).4s          | d 4F  | 3/2  | 3d4.(b 3F).4p          | t 2F* | 5/2  |   4 - 6   |    |                         |      L18847  |
Cr I      |         278.952    |         278.95179  |            2 |            |      |     2.54463926  -      6.9879748  | 3d5.(4G).4s            | a 5G  | 5    | 3d5.(4F).4p            | v 5G* | 5    |  11 - 11  |    |                         |        L808  |
          |                    |                    |              |            |      |                                   |                        |       |      |                        |       |      |           |    |                         |              |
Cr I      |         279.0092   |         279.00982  |            8 |            |      |     3.12159402  -      7.5640055  | 3d4.4s2                | a 3F  | 4    | 3d5.(2G1).4p           | s 3H* | 5    |   9 - 11  |    |                         |        L808  |
Cr I      |         279.02841  |         279.02838  |            4 |            |      |     2.98256886  -      7.4246849  | 3d4.4s2                | a 3H  | 5    | 3d4.(3H).4s.4p.(1P*)   | w 3I* | 6    |  11 - 13  |    |                         |      L14866  |
Cr II     |         279.05622  |         279.056219 |            9 |            |      |     6.79240603  -     11.23407890 | 3d4.(5D).4p            | z 4D* | 7/2  | 3d4.(5D).4d            | e 4F  | 5/2  |   8 - 6   |    |                         |      L18847  |
Cr II     |         279.09370  |         279.093687 |           19 |            |      |     6.28446409  -     10.72554070 | 3d4.(1F).4s            | d 2F  | 5/2  | 3d4.(1F).4p            | v 2D* | 5/2  |   6 - 6   |    |                         |      L18847  |
Cr II     |         279.137318 |         279.137315 |          190 |            |      |     5.85542879  -     10.29581132 | 3d4.(5D).4p            | z 6F* | 7/2  | 3d4.(5D).5s            | e 6D  | 7/2  |   8 - 8   |    |                         |      L18847  |
          |                    |                    |              |            |      |                                   |                        |       |      |                        |       |      |           |    |                         |              |
Cr II     |         279.1470   |         279.147215 |            5 |            |      |     3.90936757  -      8.34959263 | 3d5                    | a 2D  | 3/2  | 3d4.(3H).4p            | y 4G* | 5/2  |   4 - 6   |    |                         |      L18847  |
Cr II     |         279.16234  |         279.162177 |          13* |            |      |     6.00069531  -     10.44068240 | 3d4.(5D).4p            | z 6P* | 3/2  | 3d4.(5D).5s            | e 4D  | 1/2  |   4 - 2   |    |                         |  L18847c153  |
Cr II     |         279.16234  |         279.162419 |          13* |            |      |     8.10657080  -     12.54655404 | 3d4.(a 3F).4p          | z 4G* | 9/2  | 3d4.(3H).5s            | e 2H  | 11/2 |  10 - 12  |    |                         |      L18847  |
Cr II     |         279.16995  |         279.169902 |           17 |            |      |     4.77449780  -      9.21436204 | 3d4.(3G).4s            | b 2G  | 7/2  | 3d4.(3D).4p            | w 4F* | 5/2  |   8 - 6   |    |                         |      L18847  |
Cr II     |         279.215502 |         279.215508 |          540 |            |      |     4.17754117  -      8.61668025 | 3d4.(3G).4s            | b 4G  | 11/2 | 3d4.(3G).4p            | 4F*   | 9/2  |  12 - 10  |    |                         |      L18847  |
          |                    |                    |              |            |      |                                   |                        |       |      |                        |       |      |           |    |                         |              |
Cr II     |         279.2510   |         279.250987 |            5 |            |      |     4.75043404  -      9.18900915 | 3d4.(3D).4s            | c 4D  | 5/2  | 3d4.(a 1G).4p          | x 2F* | 7/2  |   6 - 8   |    |                         |      L18847  |
Cr II     |         279.27800  |         279.277884 |            5 |            |      |     4.29368625  -      8.73183392 | 3d4.(3H).4s            | a 2H  | 9/2  | 3d4.(3G).4p            | x 4G* | 7/2  |  10 - 8   |    |                         |      L18847  |
Cr II     |         279.349677 |         279.349682 |           90 |            |      |     5.81549580  -     10.25250284 | 3d4.(5D).4p            | z 6F* | 3/2  | 3d4.(5D).5s            | e 6D  | 1/2  |   4 - 2   |    |                         |      L18847  |
Cr II     |         279.35681  |         279.356841 |           13 |            |      |     8.52239742  -     12.9592908  | 3d4.(3H).4p            | z 2H* | 11/2 | 3d4.(3H).4d            | 2G    | 9/2  |  12 - 10  |    |                         |      L18847  |
Cr II     |         279.36464  |         279.364646 |           16 |            |      |     3.82670193  -      8.26347131 | 3d4.(a 3P).4s          | b 4P  | 5/2  | 3d4.(a 3P).4p          | z 2P* | 3/2  |   6 - 4   |    |                         |      L18847  |
          |                    |                    |              |            |      |                                   |                        |       |      |                        |       |      |           |    |                         |              |
Cr I      |         279.378    |         279.37996  |            3 |            |      |     3.12159402  -      7.5581202  | 3d4.4s2                | a 3F  | 4    | 3d5.(2F2).4p           | p 3F* | 4    |   9 - 9   |    |                         |        L808  |
Cr I      |         279.38882  |         279.38876  |            3 |            |      |     3.07899823  -      7.5153847  | 3d5.(4G).4s            | a 3G  | 3    | 3d5.(4F).4p            | s 3D* | 3    |   7 - 7   |    |                         |      L14866  |
Cr II     |         279.435678 |         279.435676 |          120 |            |      |     5.88485500  -     10.32049665 | 3d4.(5D).4p            | z 6F* | 9/2  | 3d4.(5D).5s            | e 6D  | 9/2  |  10 - 10  |    |                         |      L18847  |
Cr II     |         279.52112  |         279.520981 |            6 |            |      |     8.09081833  -     12.52510637 | 3d4.(a 3F).4p          | z 4G* | 7/2  | 3d4.(3H).5s            | e 2H  | 9/2  |   8 - 10  |    |                         |      L18847  |
Cr I      |         279.52640  |         279.526293 |            5 |            |      |     3.11278387  -      7.5469877  | 3d4.4s2                | a 3F  | 3    | 3d5.(2G1).4p           | s 3H* | 4    |   7 - 9   |    |                         |      L14866  |
          |                    |                    |              |            |      |                                   |                        |       |      |                        |       |      |           |    |                         |              |
Cr I      |         279.58133  |         279.581329 |           41 |            |      |     3.00044213  -      7.4337731  | 3d4.4s2                | a 3H  | 6    | 3d4.(3H).4s.4p.(1P*)   | w 3I* | 7    |  13 - 15  |    |                         |      L14866  |
Cr II     |         279.60193  |         279.601941 |           10 |            |      |     8.72776163  -     13.1607658  | 3d4.(3G).4p            | y 2H* | 9/2  | 3d4.(a 3F).4d          | 4G    | 9/2  |  10 - 10  |    |                         |      L18847  |
Cr II     |         279.61053  |         279.61059  |            8 |            |      |     8.06260991  -     12.4954769  | 3d4.(a 3P).4p          | z 2S* | 1/2  | 3d4.(a 3P).5s          | e 2P  | 1/2  |   2 - 2   |    |                         |      L18847  |
Cr II     |         279.62929  |         279.629349 |            5 |            |      |     8.72776163  -     13.1603313  | 3d4.(3G).4p            | y 2H* | 9/2  | 3d4.(3H).4d            | f 2I  | 11/2 |  10 - 12  |    |                         |      L18847  |
Cr II     |         279.76581  |         279.76582  |            8 |            |      |     8.12628369  -     12.5566913  | 3d4.(3H).4p            | z 2G* | 7/2  | 3d4.(a 3F).5s          | f 4F  | 5/2  |   8 - 6   |    |                         |      L18847  |
          |                    |                    |              |            |      |                                   |                        |       |      |                        |       |      |           |    |                         |              |
Cr II     |         279.82575  |         279.825744 |           47 |            |      |     8.04960718  -     12.4790660  | 3d4.(a 3P).4p          | y 4D* | 7/2  | 3d4.(a 3P).5s          | f 4P  | 5/2  |   8 - 6   |    |                         |      L18847  |
Cr II     |         279.846148 |         279.846144 |          210 |            |      |     5.83225080  -     10.26138675 | 3d4.(5D).4p            | z 6F* | 5/2  | 3d4.(5D).5s            | e 6D  | 3/2  |   6 - 4   |    |                         |      L18847  |
Cr II     |         279.864522 |         279.864521 |           92 |            |      |     6.80270402  -     11.23154915 | 3d4.(a 3F).4s          | d 4F  | 9/2  | 3d4.(b 3F).4p          | v 4F* | 9/2  |  10 - 10  |    |                         |      L18847  |
Cr II     |         279.876147 |         279.876113 |           60 |            |      |     3.88701290  -      8.31567460 | 3d5                    | a 2D  | 5/2  | 3d4.(a 3F).4p          | y 4F* | 3/2  |   6 - 4   |    |                         |      L18847  |
Cr XI     |                    |         279.93     |              | 4.2e+01    | E    |    30.0471      -     34.4749     | 3s.3p3                 | 3D*   | 1    | 3s.3p3                 | 3P*   | 0    |   3 - 1   | M1 |                T4830c21 |              |
          |                    |                    |              |            |      |                                   |                        |       |      |                        |       |      |           |    |                         |              |
Cr I      |         279.9743   |         279.9742   |            3 |            |      |     2.87187330  -      7.298983   | 3d4.4s2                | a 3P  | 0    | 3d5.(4P).5p            | t 3D* | 1    |   1 - 3   |    |                         |        L808  |
Cr II     |         280.016765 |         280.016762 |          110 |            |      |     5.66987060  -     10.09630796 | 3d4.(a 1D).4s          | c 2D  | 5/2  | 3d4.(a 1D).4p          | v 2F* | 7/2  |   6 - 8   |    |                         |      L18847  |
Cr II     |         280.076516 |         280.076519 |          650 |            |      |     4.17754117  -      8.60303415 | 3d4.(3G).4s            | b 4G  | 11/2 | 3d4.(3G).4p            | y 4H* | 13/2 |  12 - 14  |    |                         |      L18847  |
Cr I      |         280.113    |         280.1139   |           15 |            |      |     3.0922395   -      7.517142   | 3d4.4s2                | a 3F  | 2    | 3d5.(2D1).4p           | s 3D* | 2    |   5 - 5   |    |                         |        L808  |
