----------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
Spectrum  |      Observed      |        Ritz        |         Rel. |    Aki     | Acc. |          Ei           Ek          |              Lower level              |              Upper level              |  gi   gk  |Type|                     TP  |        Line  |
          |     Wavelength     |     Wavelength     |         Int. |   (s^-1)   |      |         (eV)         (eV)         |---------------------------------------|---------------------------------------|           |    |                    Ref. |        Ref.  |
          |      Air (nm)      |      Air (nm)      |              |            |      |                                   | Conf.                  | Term  | J    | Conf.                  | Term  | J    |           |    |                         |              |
Cr I      |         503.8578   |         503.85801  |            2 |            |      |     3.84955420  -      6.3095654  | 3d5.(2D3).4s           | b 3D  | 1    | 3d4.(3G).4s.4p.(3P*)   | w 3F* | 2    |   3 - 5   |    |                         |      L14866  |
Cr I      |         503.909    |         503.91276  |           5w |            |      |     3.01114739  -      5.47089128 | 3d5.(4D).4s            | b 5D  | 1    | 3d5.(6S).5p            | w 5P* | 1    |   3 - 3   |    |                         |        L808  |
          |                    |                    |              |            |      |                                   |                        |       |      |                        |       |      |           |    |                         |              |
Cr I      |         504.253    |         504.25081  |           4w |            |      |     3.01279639  -      5.47089128 | 3d5.(4D).4s            | b 5D  | 2    | 3d5.(6S).5p            | w 5P* | 1    |   5 - 3   |    |                         |        L808  |
Cr I      |         504.285    |         504.28681  |            3 |            |      |     3.8872000   -      6.3451194  | 3d5.(4F).4s            | a 5F  | 1    | 3d5.(4D).4p            | w 3P* | 0    |   3 - 1   |    |                         |        L808  |
Cr I      |         504.35907  |         504.35913  |            6 |            |      |     3.55053092  -      6.0080979  | 3d5.(4D).4s            | a 3D  | 3    | 3d4.(3P1).4s.4p.(3P*)  | x 3P* | 2    |   7 - 5   |    |                         |      L14866  |
Cr I      |         504.504    |         504.50520  |            6 | 1.8e+06    | D    |     4.4473699   -      6.9042254  | 3d5.(2H).4s            | b 3H  | 4    | 3d5.(2I).4p            | x 3I* | 5    |   9 - 11  |    |                   T2268 |        L808  |
Cr I      |         504.87479  |         504.874788 |           23 |            |      |     0.98287741  -      3.43793438 | 3d4.4s2                | a 5D  | 2    | 3d4.(5D).4s.4p.(3P*)   | y 7P* | 2    |   5 - 5   |    |                         |      L14866  |
          |                    |                    |              |            |      |                                   |                        |       |      |                        |       |      |           |    |                         |              |
Cr I      |         504.942    |         504.94110  |            5 |            |      |     3.37521458  -      5.82994912 | 3d5.(4P).4s            | b 3P  | 2    | 3d5.(4P).4p            | u 5P* | 1    |   5 - 3   |    |                         |        L808  |
Cr I      |         505.18970  |         505.18974  |          115 | 5.41e+04   | B    |     0.94143041  -      3.39495685 | 3d5.(6S).4s            | a 5S  | 2    | 3d4.(5D).4s.4p.(3P*)   | z 7D* | 2    |   5 - 5   |    |                   T4624 |      L14866  |
Cr I      |         505.513    |         505.51295  |            3 |            |      |     3.55614017  -      6.0080979  | 3d5.(4D).4s            | a 3D  | 2    | 3d4.(3P1).4s.4p.(3P*)  | x 3P* | 2    |   5 - 5   |    |                         |        L808  |
Cr I      |         506.324    |         506.32282  |            6 |            |      |     3.37521458  -      5.82325044 | 3d5.(4P).4s            | b 3P  | 2    | 3d5.(4P).4p            | u 5P* | 2    |   5 - 5   |    |                         |        L808  |
Cr I      |         506.59086  |         506.59098  |           11 |            |      |     2.70791525  -      5.1546553  | 3d5.(4P).4s            | a 5P  | 3    | 3d4.(5D).4s.4p.(1P*)   | y 5D* | 3    |   7 - 7   |    |                         |      L14866  |
          |                    |                    |              |            |      |                                   |                        |       |      |                        |       |      |           |    |                         |              |
Cr I      |         506.77129  |         506.77139  |           22 |            |      |     2.70878627  -      5.1546553  | 3d5.(4P).4s            | a 5P  | 2    | 3d4.(5D).4s.4p.(1P*)   | y 5D* | 3    |   5 - 7   |    |                         |      L14866  |
Cr I      |         506.82922  |         506.829214 |           32 |            |      |     1.00367492  -      3.44926486 | 3d4.4s2                | a 5D  | 3    | 3d4.(5D).4s.4p.(3P*)   | y 7P* | 3    |   7 - 7   |    |                         |      L14866  |
Cr I      |         507.27290  |         507.27290  |           11 |            |      |     3.10437809  -      5.5478290  | 3d5.(4G).4s            | a 3G  | 5    | 3d4.(3F1).4s.4p.(3P*)  | y 5G* | 6    |  11 - 13  |    |                         |      L14866  |
Cr I      |         507.29259  |         507.292621 |          200 | 1.59e+05   | B    |     0.94143041  -      3.38478636 | 3d5.(6S).4s            | a 5S  | 2    | 3d4.(5D).4s.4p.(3P*)   | z 7D* | 1    |   5 - 3   |    |                   T4624 |      L14866  |
Cr I      |         508.621    |         508.61867  |            8 |            |      |     3.37521458  -      5.8122004  | 3d5.(4P).4s            | b 3P  | 2    | 3d5.(4P).4p            | u 5P* | 3    |   5 - 7   |    |                         |        L808  |
          |                    |                    |              |            |      |                                   |                        |       |      |                        |       |      |           |    |                         |              |
Cr I      |         509.18830  |         509.188327 |           34 |            |      |     1.00367492  -      3.43793438 | 3d4.4s2                | a 5D  | 3    | 3d4.(5D).4s.4p.(3P*)   | y 7P* | 2    |   7 - 5   |    |                         |      L14866  |
Cr I      |         509.3427   |         509.34297  |            3 |            |      |     1.03000806  -      3.46352846 | 3d4.4s2                | a 5D  | 4    | 3d4.(5D).4s.4p.(3P*)   | y 7P* | 4    |   9 - 9   |    |                         |      L14866  |
Cr II     |         509.73194  |         509.73196  |            5 | 1.5e+05    | D    |     3.71355189  -      6.14521522 | 3d4.(a 3P).4s          | b 4P  | 1/2  | 3d4.(5D).4p            | z 6D* | 3/2  |   2 - 4   |    |                   T4502 |      L18847  |
Cr I      |         510.770    |         510.76740  |            7 |            |      |     0.98287741  -      3.40961129 | 3d4.4s2                | a 5D  | 2    | 3d4.(5D).4s.4p.(3P*)   | z 7D* | 3    |   5 - 7   |    |                         |        L808  |
Cr I      |         510.8909   |         510.89150  |           12 |            |      |     2.70791525  -      5.13405965 | 3d5.(4P).4s            | a 5P  | 3    | 3d4.(5D).4s.4p.(1P*)   | y 5D* | 2    |   7 - 5   |    |                         |       L9190  |
          |                    |                    |              |            |      |                                   |                        |       |      |                        |       |      |           |    |                         |              |
Cr I      |         511.07489  |         511.07499  |           15 |            |      |     2.70878627  -      5.13405965 | 3d5.(4P).4s            | a 5P  | 2    | 3d4.(5D).4s.4p.(1P*)   | y 5D* | 2    |   5 - 5   |    |                         |      L14866  |
Cr I      |         511.24846  |         511.24846  |           25 | 5.7e+03    | D    |     1.00367492  -      3.42812537 | 3d4.4s2                | a 5D  | 3    | 3d4.(5D).4s.4p.(3P*)   | z 7D* | 4    |   7 - 9   |    |                   T4288 |      L14866  |
Cr I      |         511.31255  |         511.31270  |           10 |            |      |     2.70991376  -      5.13405965 | 3d5.(4P).4s            | a 5P  | 1    | 3d4.(5D).4s.4p.(1P*)   | y 5D* | 2    |   3 - 5   |    |                         |      L14866  |
Cr I      |         511.946    |         511.94746  |           10 |            |      |     3.55614017  -      5.9772804  | 3d5.(4D).4s            | a 3D  | 2    | 3d4.(3F1).4s.4p.(3P*)  | 3D*   | 1    |   5 - 3   |    |                         |        L808  |
Cr I      |         512.2116   |         512.21153  |           30 |            |      |     1.03000806  -      3.44990005 | 3d4.4s2                | a 5D  | 4    | 3d4.(5D).4s.4p.(3P*)   | z 7D* | 5    |   9 - 11  |    |                         |       L9190  |
          |                    |                    |              |            |      |                                   |                        |       |      |                        |       |      |           |    |                         |              |
Cr I      |         512.2770   |         512.27651  |           18 |            |      |     3.36779580  -      5.7873809  | 3d5.(4P).4s            | b 3P  | 0    | 3d4.(3G).4s.4p.(3P*)   | w 5F* | 1    |   1 - 3   |    |                         |        L808  |
Cr I      |         512.34603  |         512.346021 |           88 | 4.0e+04    | D    |     1.03000806  -      3.44926486 | 3d4.4s2                | a 5D  | 4    | 3d4.(5D).4s.4p.(3P*)   | y 7P* | 3    |   9 - 7   |    |                   T4288 |      L14866  |
Cr IV     |                    |         512.591    |              | 2.2e-02    | E    |     1.86641     -      4.28451    | 3d3                    | 2G    | 7/2  | 3d3                    | 2F    | 5/2  |   8 - 6   | M1 |                    T233 |              |
Cr IV     |                    |         512.591    |              | 9.8e-02    | E    |     1.86641     -      4.28451    | 3d3                    | 2G    | 7/2  | 3d3                    | 2F    | 5/2  |   8 - 6   | E2 |                   T233n |              |
Cr I      |         512.6168   |         512.61805  |           10 |            |      |     3.36940784  -      5.7873809  | 3d5.(4P).4s            | b 3P  | 1    | 3d4.(3G).4s.4p.(3P*)   | w 5F* | 1    |   3 - 3   |    |                         |        L808  |
          |                    |                    |              |            |      |                                   |                        |       |      |                        |       |      |           |    |                         |              |
Cr I      |         512.6500   |         512.64990  |           15 |            |      |     3.36940784  -      5.78723064 | 3d5.(4P).4s            | b 3P  | 1    | 3d4.(3G).4s.4p.(3P*)   | w 5F* | 2    |   3 - 5   |    |                         |       L9190  |
Cr I      |         512.9575   |         512.957457 |            4 |            |      |     0.96841323  -      3.38478636 | 3d4.4s2                | a 5D  | 1    | 3d4.(5D).4s.4p.(3P*)   | z 7D* | 1    |   3 - 3   |    |                         |      L14866  |
Cr I      |         513.566    |         513.56993  |           10 |            |      |     3.07899823  -      5.4924897  | 3d5.(4G).4s            | a 3G  | 3    | 3d4.(3F1).4s.4p.(3P*)  | y 5G* | 2    |   7 - 5   |    |                         |        L808  |
Cr I      |         513.5917   |         513.59201  |            2 |            |      |     3.37521458  -      5.78860229 | 3d5.(4P).4s            | b 3P  | 2    | 3d4.(3G).4s.4p.(3P*)   | w 5F* | 3    |   5 - 7   |    |                         |      L14866  |
Cr I      |         513.7931   |         513.79310  |            4 |            |      |     3.42162176  -      5.83406490 | 3d4.4s2                | b 3G  | 3    | 3d5.(4G).4p            | y 3G* | 4    |   7 - 9   |    |                         |      L14866  |
          |                    |                    |              |            |      |                                   |                        |       |      |                        |       |      |           |    |                         |              |
Cr I      |         513.87065  |         513.870572 |           13 |            |      |     0.98287741  -      3.39495685 | 3d4.4s2                | a 5D  | 2    | 3d4.(5D).4s.4p.(3P*)   | z 7D* | 2    |   5 - 5   |    |                         |      L14866  |
Cr I      |         513.886    |         513.88408  |          10w |            |      |     3.37521458  -      5.78723064 | 3d5.(4P).4s            | b 3P  | 2    | 3d4.(3G).4s.4p.(3P*)   | w 5F* | 2    |   5 - 5   |    |                         |        L808  |
Cr I      |         513.96457  |         513.96456  |           75 | 1.3e+07    | D    |     3.42162176  -      5.8332601  | 3d4.4s2                | b 3G  | 3    | 3d5.(4G).4p            | y 3G* | 3    |   7 - 7   |    |                  T1621n |      L14866  |
Cr I      |         514.2262   |         514.22620  |            4 |            |      |     2.70878627  -      5.11919757 | 3d5.(4P).4s            | a 5P  | 2    | 3d4.(5D).4s.4p.(1P*)   | y 5D* | 1    |   5 - 3   |    |                         |      L14866  |
Cr IV     |                    |         514.276    |              | 3.4e-02    | E    |     0.00000     -      2.41018    | 3d3                    | 4F    | 3/2  | 3d3                    | 2P    | 3/2  |   4 - 4   | M1 |                    T233 |              |
          |                    |                    |              |            |      |                                   |                        |       |      |                        |       |      |           |    |                         |              |
Cr I      |         514.46674  |         514.46685  |           13 |            |      |     2.70991376  -      5.11919757 | 3d5.(4P).4s            | a 5P  | 1    | 3d4.(5D).4s.4p.(1P*)   | y 5D* | 1    |   3 - 3   |    |                         |      L14866  |
Cr I      |         514.9481   |         514.94814  |            2 |            |      |     3.12159402  -      5.52862606 | 3d4.4s2                | a 3F  | 4    | 3d4.(3F1).4s.4p.(3P*)  | y 5G* | 5    |   9 - 11  |    |                         |      L14866  |
Cr I      |         515.18267  |         515.18265  |           13 |            |      |     1.00367492  -      3.40961129 | 3d4.4s2                | a 5D  | 3    | 3d4.(5D).4s.4p.(3P*)   | z 7D* | 3    |   7 - 7   |    |                         |      L14866  |
Cr II     |         515.1913   |         515.19173  |            2 |            |      |     6.8028266   -      9.2087206  | 3d4.(a 3F).4s          | d 4F  | 3/2  | 3d4.(3D).4p            | w 4F* | 3/2  |   4 - 4   |    |                         |      L18847  |
Cr II     |         515.34974  |         515.349758 |           11 |            |      |     3.75763460  -      6.16279084 | 3d4.(a 3P).4s          | b 4P  | 3/2  | 3d4.(5D).4p            | z 4P* | 5/2  |   4 - 6   |    |                         |      L18847  |
          |                    |                    |              |            |      |                                   |                        |       |      |                        |       |      |           |    |                         |              |
Cr I      |         516.0465   |         516.046501 |            3 |            |      |     0.98287741  -      3.38478636 | 3d4.4s2                | a 5D  | 2    | 3d4.(5D).4s.4p.(3P*)   | z 7D* | 1    |   5 - 3   |    |                         |      L14866  |
Cr I      |         516.077    |         516.0751   |            5 |            |      |     5.78227962  -      8.184056   | 3d4.4s.5s              | f 7D  | 3    | 3d5.4p                 | p 3G* | 3    |   7 - 7   |    |                         |        L808  |
Cr I      |         516.1763   |         516.17653  |            5 |            |      |     2.70991376  -      5.11121767 | 3d5.(4P).4s            | a 5P  | 1    | 3d4.(5D).4s.4p.(1P*)   | y 5D* | 0    |   3 - 1   |    |                         |      L14866  |
Cr II     |         516.37240  |         516.37208  |            7 |            |      |    10.68313174  -     13.0835263  | 3d4.(5D).4d            | e 4S  | 3/2  | 3d4.(5D<3>).4f         | 2[1]* | 1/2  |   4 - 2   |    |                         |      L18847  |
Cr I      |         516.62168  |         516.621711 |           90 |            |      |     3.43483022  -      5.83406490 | 3d4.4s2                | b 3G  | 4    | 3d5.(4G).4p            | y 3G* | 4    |   9 - 9   |    |                         |      L14866  |
          |                    |                    |              |            |      |                                   |                        |       |      |                        |       |      |           |    |                         |              |
Cr I      |         516.79506  |         516.79507  |            6 |            |      |     3.43483022  -      5.8332601  | 3d4.4s2                | b 3G  | 4    | 3d5.(4G).4p            | y 3G* | 3    |   9 - 7   |    |                         |      L14866  |
Cr I      |         516.8625   |         516.86243  |            4 |            |      |     1.03000806  -      3.42812537 | 3d4.4s2                | a 5D  | 4    | 3d4.(5D).4s.4p.(3P*)   | z 7D* | 4    |   9 - 9   |    |                         |      L14866  |
Cr IV     |                    |         517.703    |              | 4.1e-02    | E    |     1.86641     -      4.26063    | 3d3                    | 2G    | 7/2  | 3d3                    | 2F    | 7/2  |   8 - 8   | M1 |                    T233 |              |
Cr IV     |                    |         517.703    |              | 8.5e-03    | E    |     1.86641     -      4.26063    | 3d3                    | 2G    | 7/2  | 3d3                    | 2F    | 7/2  |   8 - 8   | E2 |                   T233n |              |
Cr I      |         517.74019  |         517.74018  |           20 | 6.1e+06    | D    |     3.42812537  -      5.82217709 | 3d4.(5D).4s.4p.(3P*)   | z 7D* | 4    | 3d4.4s.5s              | f 7D  | 5    |   9 - 11  |    |                  T1621n |      L14866  |
          |                    |                    |              |            |      |                                   |                        |       |      |                        |       |      |           |    |                         |              |
Cr I      |         517.7811   |         517.78126  |           10 |            |      |     3.42162176  -      5.81548351 | 3d4.4s2                | b 3G  | 3    | 3d4.(3H).4s.4p.(3P*)   | z 3G* | 4    |   7 - 9   |    |                         |       L9190  |
Cr I      |         518.33984  |         518.339873 |           10 |            |      |     1.00367492  -      3.39495685 | 3d4.4s2                | a 5D  | 3    | 3d4.(5D).4s.4p.(3P*)   | z 7D* | 2    |   7 - 5   |    |                         |      L14866  |
Cr I      |         518.45564  |         518.45565  |           33 |            |      |     3.40961129  -      5.80035925 | 3d4.(5D).4s.4p.(3P*)   | z 7D* | 3    | 3d4.4s.5s              | f 7D  | 4    |   7 - 9   |    |                         |      L14866  |
Cr I      |         519.19947  |         519.19951  |           34 | 1.4e+07    | D    |     3.39495685  -      5.78227962 | 3d4.(5D).4s.4p.(3P*)   | z 7D* | 2    | 3d4.4s.5s              | f 7D  | 3    |   5 - 7   |    |                  T1621n |      L14866  |
Cr I      |         519.34917  |         519.34920  |           27 | 6.7e+06    | D    |     3.42162176  -      5.80825645 | 3d4.4s2                | b 3G  | 3    | 3d4.(3H).4s.4p.(3P*)   | z 3G* | 3    |   7 - 7   |    |                  T1621n |      L14866  |
          |                    |                    |              |            |      |                                   |                        |       |      |                        |       |      |           |    |                         |              |
Cr I      |         519.460    |         519.45980  |           10 |            |      |     2.70791525  -      5.0940418  | 3d5.(4P).4s            | a 5P  | 3    | 3d4.(5D).4s.4p.(1P*)   | y 5F* | 3    |   7 - 7   |    |                         |        L808  |
Cr I      |         519.64461  |         519.644629 |          210 | 1.2e+07    | D    |     3.44884093  -      5.83411876 | 3d4.4s2                | b 3G  | 5    | 3d5.(4G).4p            | y 3G* | 5    |  11 - 11  |    |                   T2268 |      L14866  |
Cr I      |         519.6563   |         519.65636  |            5 |            |      |     3.44884093  -      5.83406490 | 3d4.4s2                | b 3G  | 5    | 3d5.(4G).4p            | y 3G* | 4    |  11 - 9   |    |                         |      L14866  |
Cr I      |         520.01728  |         520.01732  |           24 | 1.1e+07    | D    |     3.38478636  -      5.76835470 | 3d4.(5D).4s.4p.(3P*)   | z 7D* | 1    | 3d4.4s.5s              | f 7D  | 2    |   3 - 5   |    |                   T4288 |      L14866  |
Cr I      |         520.44981  |         520.45110  |        5900q | 5.09e+07   | B    |     0.94143041  -      3.32301217 | 3d5.(6S).4s            | a 5S  | 2    | 3d5.(6S).4p            | z 5P* | 1    |   5 - 3   |    |             T4624,T4913 |      L14866  |
          |                    |                    |              |            |      |                                   |                        |       |      |                        |       |      |           |    |                         |              |
Cr I      |         520.60229  |         520.603733 |        7100q | 5.14e+07   | B    |     0.94143041  -      3.32231392 | 3d5.(6S).4s            | a 5S  | 2    | 3d5.(6S).4p            | z 5P* | 2    |   5 - 5   |    |             T4624,T4913 |      L14866  |
Cr I      |         520.61956  |         520.619563 |           45 |            |      |     2.70791525  -      5.08872636 | 3d5.(4P).4s            | a 5P  | 3    | 3d4.(5D).4s.4p.(1P*)   | x 5P* | 3    |   7 - 7   |    |                         |      L14866  |
Cr IV     |                    |         520.634    |              | 5.5e-02    | E    |     0.02943     -      2.41018    | 3d3                    | 4F    | 5/2  | 3d3                    | 2P    | 3/2  |   6 - 4   | M1 |                    T233 |              |
Cr I      |         520.65405  |         520.65408  |           24 |            |      |     3.43483022  -      5.81548351 | 3d4.4s2                | b 3G  | 4    | 3d4.(3H).4s.4p.(3P*)   | z 3G* | 4    |   9 - 9   |    |                         |      L14866  |
Cr I      |         520.81001  |         520.810105 |           14 |            |      |     2.70878627  -      5.08872636 | 3d5.(4P).4s            | a 5P  | 2    | 3d4.(5D).4s.4p.(1P*)   | x 5P* | 3    |   5 - 7   |    |                         |      L14866  |
          |                    |                    |              |            |      |                                   |                        |       |      |                        |       |      |           |    |                         |              |
Cr I      |         520.84094  |         520.842555 |        7800q | 5.06e+07   | B    |     0.94143041  -      3.32122222 | 3d5.(6S).4s            | a 5S  | 2    | 3d5.(6S).4p            | z 5P* | 3    |   5 - 7   |    |             T4624,T4913 |      L14866  |
Cr I      |         520.88379  |         520.88383  |           12 |            |      |     1.03000806  -      3.40961129 | 3d4.4s2                | a 5D  | 4    | 3d4.(5D).4s.4p.(3P*)   | z 7D* | 3    |   9 - 7   |    |                         |      L14866  |
Cr I      |         521.22193  |         521.22202  |           16 |            |      |     3.32122222  -      5.69928150 | 3d5.(6S).4p            | z 5P* | 3    | 3d5.(6S).6s            | f 5S  | 2    |   7 - 5   |    |                         |      L14866  |
Cr I      |         521.366    |         521.36124  |            5 |            |      |     3.84462236  -      6.2220466  | 3d5.(2D3).4s           | b 3D  | 3    | 3d5.(4D).4p            | w 3D* | 2    |   7 - 5   |    |                         |        L808  |
Cr I      |         521.41312  |         521.413165 |           57 | 8.9e+06    | D    |     3.36940784  -      5.74659535 | 3d5.(4P).4s            | b 3P  | 1    | 3d4.(3F1).4s.4p.(3P*)  | w 5D* | 2    |   3 - 5   |    |                   T4288 |      L14866  |
          |                    |                    |              |            |      |                                   |                        |       |      |                        |       |      |           |    |                         |              |
Cr I      |         521.46132  |         521.46141  |           11 |            |      |     3.32231392  -      5.69928150 | 3d5.(6S).4p            | z 5P* | 2    | 3d5.(6S).6s            | f 5S  | 2    |   5 - 5   |    |                         |      L14866  |
Cr I      |         521.488    |         521.4859   |           4w |            |      |     4.46766546  -      6.844522   | 3d4.(5D).4s.4p.(3P*)   | z 3F* | 3    | 3d4.4s.5s              | e 3D  | 3    |   7 - 7   |    |                         |        L808  |
Cr I      |         521.52843  |         521.52856  |            9 |            |      |     3.44884093  -      5.82550247 | 3d4.4s2                | b 3G  | 5    | 3d4.(3H).4s.4p.(3P*)   | z 3G* | 5    |  11 - 11  |    |                         |      L14866  |
Cr I      |         521.61439  |         521.61464  |            7 |            |      |     3.32301217  -      5.69928150 | 3d5.(6S).4p            | z 5P* | 1    | 3d5.(6S).6s            | f 5S  | 2    |   3 - 5   |    |                         |      L14866  |
Cr I      |         521.659    |         521.66121  |        10wD? |            |      |     3.89227271  -      6.26832991 | 3d5.(4F).4s            | a 5F  | 5    | 3d5.(4D).4p            | u 5D* | 4    |  11 - 9   |    |                         |        L808  |
          |                    |                    |              |            |      |                                   |                        |       |      |                        |       |      |           |    |                         |              |
Cr IV     |                    |         521.925    |              | 1.2e-03    | E    |     1.90965     -      4.28451    | 3d3                    | 2G    | 9/2  | 3d3                    | 2F    | 5/2  |  10 - 6   | E2 |                   T233n |              |
Cr I      |         522.08912  |         522.08915  |           13 |            |      |     3.38478636  -      5.75889597 | 3d4.(5D).4s.4p.(3P*)   | z 7D* | 1    | 3d4.4s.5s              | f 7D  | 1    |   3 - 3   |    |                         |      L14866  |
Cr I      |         522.17524  |         522.17527  |           81 |            |      |     3.37521458  -      5.74893268 | 3d5.(4P).4s            | b 3P  | 2    | 3d4.(3F1).4s.4p.(3P*)  | w 5D* | 3    |   5 - 7   |    |                         |      L14866  |
Cr I      |         522.2392   |         522.23948  |            2 |            |      |     3.43483022  -      5.80825645 | 3d4.4s2                | b 3G  | 4    | 3d4.(3H).4s.4p.(3P*)   | z 3G* | 3    |   9 - 7   |    |                         |      L14866  |
Cr I      |         522.26662  |         522.266589 |            8 |            |      |     2.70791525  -      5.08121830 | 3d5.(4P).4s            | a 5P  | 3    | 3d4.(5D).4s.4p.(1P*)   | x 5P* | 2    |   7 - 5   |    |                         |      L14866  |
          |                    |                    |              |            |      |                                   |                        |       |      |                        |       |      |           |    |                         |              |
Cr I      |         522.3877   |         522.38780  |            3 |            |      |     3.64772227  -      6.0204746  | 3d4.(5D).4s.4p.(3P*)   | y 5P* | 1    | 3d4.4s.5s              | f 5D  | 2    |   3 - 5   |    |                         |      L14866  |
Cr I      |         522.40635  |         522.40630  |           10 |            |      |     3.40961129  -      5.78227962 | 3d4.(5D).4s.4p.(3P*)   | z 7D* | 3    | 3d4.4s.5s              | f 7D  | 3    |   7 - 7   |    |                         |      L14866  |
Cr I      |         522.45328  |         522.45331  |           29 |            |      |     3.36779580  -      5.74025065 | 3d5.(4P).4s            | b 3P  | 0    | 3d4.(3F1).4s.4p.(3P*)  | w 5D* | 1    |   1 - 3   |    |                         |      L14866  |
Cr I      |         522.49247  |         522.49247  |           91 |            |      |     3.44990005  -      5.82217709 | 3d4.(5D).4s.4p.(3P*)   | z 7D* | 5    | 3d4.4s.5s              | f 7D  | 5    |  11 - 11  |    |                         |      L14866  |
Cr I      |         522.50197  |         522.50198  |           44 |            |      |     3.42812537  -      5.80035925 | 3d4.(5D).4s.4p.(3P*)   | z 7D* | 4    | 3d4.4s.5s              | f 7D  | 4    |   9 - 9   |    |                         |      L14866  |
          |                    |                    |              |            |      |                                   |                        |       |      |                        |       |      |           |    |                         |              |
Cr II     |         522.5323   |         522.53218  |            3 |            |      |    10.74837826  -     13.1204750  | 3d4.(5D).4d            | e 6P  | 5/2  | 3d4.(5D<4>).4f         | 2[3]* | 7/2  |   6 - 8   |    |                         |      L18847  |
Cr I      |         522.58121  |         522.581362 |           16 |            |      |     2.70791525  -      5.07978877 | 3d5.(4P).4s            | a 5P  | 3    | 3d4.(5D).4s.4p.(1P*)   | y 5F* | 2    |   7 - 5   |    |                         |      L14866  |
Cr I      |         522.68992  |         522.689951 |           34 |            |      |     3.37521458  -      5.74659535 | 3d5.(4P).4s            | b 3P  | 2    | 3d4.(3F1).4s.4p.(3P*)  | w 5D* | 2    |   5 - 5   |    |                         |      L14866  |
Cr I      |         522.7066   |         522.706755 |            5 |            |      |     2.70991376  -      5.08121830 | 3d5.(4P).4s            | a 5P  | 1    | 3d4.(5D).4s.4p.(1P*)   | x 5P* | 2    |   3 - 5   |    |                         |      L14866  |
Cr I      |         522.7732   |         522.773343 |            4 |            |      |     2.70878627  -      5.07978877 | 3d5.(4P).4s            | a 5P  | 2    | 3d4.(5D).4s.4p.(1P*)   | y 5F* | 2    |   5 - 5   |    |                         |      L14866  |
          |                    |                    |              |            |      |                                   |                        |       |      |                        |       |      |           |    |                         |              |
Cr I      |         522.80856  |         522.80856  |           32 |            |      |     3.36940784  -      5.74025065 | 3d5.(4P).4s            | b 3P  | 1    | 3d4.(3F1).4s.4p.(3P*)  | w 5D* | 1    |   3 - 3   |    |                         |      L14866  |
Cr II     |         522.91710  |         522.91705  |            5 |            |      |    10.68313174  -     13.0534826  | 3d4.(5D).4d            | e 4S  | 3/2  | 3d4.(5D<1>).4f         | 2[2]* | 3/2  |   4 - 4   |    |                         |      L18847  |
Cr I      |         523.02190  |         523.022060 |           10 |            |      |     2.70991376  -      5.07978877 | 3d5.(4P).4s            | a 5P  | 1    | 3d4.(5D).4s.4p.(1P*)   | y 5F* | 2    |   3 - 5   |    |                         |      L14866  |
Cr II     |         523.24990  |         523.249817 |           15 |            |      |     4.07122603  -      6.44006951 | 3d5                    | b 4F  | 7/2  | 3d4.(5D).4p            | z 4F* | 9/2  |   8 - 10  |    |                         |      L18847  |
Cr I      |         523.6616   |         523.66165  |            3 |            |      |     3.42162176  -      5.78860229 | 3d4.4s2                | b 3G  | 3    | 3d4.(3G).4s.4p.(3P*)   | w 5F* | 3    |   7 - 7   |    |                         |      L14866  |
          |                    |                    |              |            |      |                                   |                        |       |      |                        |       |      |           |    |                         |              |
Cr I      |         523.706    |         523.7065   |            4 |            |      |     4.23907327  -      6.6058511  | 3d4.(5D).4s.4p.(3P*)   | z 3P* | 2    | 3d4.4s.4d              | e 7F  | 2    |   5 - 5   |    |                         |        L808  |
Cr II     |         523.732185 |         523.73219  |          140 | 1.7e+06    | D    |     4.07340778  -      6.44006951 | 3d5                    | b 4F  | 9/2  | 3d4.(5D).4p            | z 4F* | 9/2  |  10 - 10  |    |                   T4502 |      L18847  |
Cr I      |         523.736    |         523.73643  |            2 |            |      |     3.44884093  -      5.81548351 | 3d4.4s2                | b 3G  | 5    | 3d4.(3H).4s.4p.(3P*)   | z 3G* | 4    |  11 - 9   |    |                         |        L808  |
Cr I      |         523.89608  |         523.896175 |           22 | 4.01e+06   | B    |     2.70878627  -      5.07470722 | 3d5.(4P).4s            | a 5P  | 2    | 3d4.(5D).4s.4p.(1P*)   | x 5P* | 1    |   5 - 3   |    |                     u10 |      L14866  |
Cr I      |         524.04723  |         524.04727  |           10 |            |      |     3.66801927  -      6.03325805 | 3d4.(5D).4s.4p.(3P*)   | y 5P* | 2    | 3d4.4s.5s              | f 5D  | 3    |   5 - 7   |    |                         |      L14866  |
          |                    |                    |              |            |      |                                   |                        |       |      |                        |       |      |           |    |                         |              |
Cr I      |         524.0921   |         524.09219  |            4 |            |      |     3.37521458  -      5.74025065 | 3d5.(4P).4s            | b 3P  | 2    | 3d4.(3F1).4s.4p.(3P*)  | w 5D* | 1    |   5 - 3   |    |                         |      L14866  |
Cr I      |         524.1458   |         524.145962 |            5 | 6.7e+05    | D    |     2.70991376  -      5.07470722 | 3d5.(4P).4s            | a 5P  | 1    | 3d4.(5D).4s.4p.(1P*)   | x 5P* | 1    |   3 - 3   |    |                   T4288 |      L14866  |
