-----------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
Configuration           | Term      |        J |    g |        Level (eV) |   Uncertainty (eV) |    Landé | Leading percentages                                | Reference
                        |           |      5/2 |    6 |       9.075491    |         0.000006   |          |                                                    |        L10559c152
                        |           |          |      |                   |                    |          |                                                    |                   
3d9.4s.(3D).4d          | 4P        |      5/2 |    6 |       8.824970    |         0.000004   |          |                                                    |        L10559c152
                        |           |      1/2 |    2 |       8.912346    |         0.000012   |          |                                                    |        L10559c152
                        |           |      3/2 |    4 |       8.917846    |         0.000005   |          |                                                    |        L10559c152
                        |           |          |      |                   |                    |          |                                                    |                   
3d9.4s.(3D).4d          | 4D        |      7/2 |    8 |       8.836134    |         0.000005   |   1.48   |                                                    |        L10559c152
                        |           |      5/2 |    6 |       8.935167    |         0.000005   |   1.43   |                                                    |        L10559c152
                        |           |      3/2 |    4 |       9.063852    |         0.000007   |          |                                                    |        L10559c152
                        |           |          |      |                   |                    |          |                                                    |                   
3d9.4s.(3D).4d          | 4F        |      9/2 |   10 |       8.838904    |         0.000006   |          |                                                    |        L10559c152
                        |           |      7/2 |    8 |       8.938404    |         0.000005   |          |                                                    |        L10559c152
                        |           |      5/2 |    6 |       9.088619    |         0.000005   |          |                                                    |        L10559c152
                        |           |      3/2 |    4 |       9.090086    |         0.000005   |          |                                                    |        L10559c152
                        |           |          |      |                   |                    |          |                                                    |                   
3d9.4s.(3D).5p          | 2D*       |      5/2 |    6 |       8.895317    |         0.000009   |          |                                                    |        L10559c152
                        |           |      3/2 |    4 |       8.929880    |         0.000009   |          |                                                    |        L10559c152
                        |           |          |      |                   |                    |          |                                                    |                   
3d9.4s.(3D).5p          | 2P*       |      3/2 |    4 |       8.91670     |         0.00010    |          |                                                    |        L10559c152
                        |           |      1/2 |    2 |       9.01835     |         0.00014    |          |                                                    |        L10559c152
                        |           |          |      |                   |                    |          |                                                    |                   
3d9.4s.(3D).5p          | *         |      3/2 |    4 |       8.92050     |         0.00012    |          |                                                    |             L1923
                        |           |          |      |                   |                    |          |                                                    |                   
3d9.4s.(3D).6s          | 4D        |      7/2 |    8 |       9.174217    |         0.000012   |          |                                                    |        L10559c152
                        |           |      5/2 |    6 |       9.213650    |         0.000011   |          |                                                    |        L10559c152
                        |           |      3/2 |    4 |       9.304224    |         0.000019   |          |                                                    |        L10559c152
                        |           |      1/2 |    2 |       9.430786    |         0.000010   |          |                                                    |        L10559c152
                        |           |          |      |                   |                    |          |                                                    |                   
3d9.4s.(1D).5p          | 2P*       |      3/2 |    4 |       9.20698     |         0.00004    |          |                                                    |        L10559c152
                        |           |      1/2 |    2 |       9.310131    |         0.000010   |          |                                                    |        L10559c152
                        |           |          |      |                   |                    |          |                                                    |                   
3d9.4s.(1D).5p          | 2F*       |      7/2 |    8 |       9.217236    |         0.000010   |          |                                                    |        L10559c152
                        |           |      5/2 |    6 |       9.289453    |         0.000010   |          |                                                    |        L10559c152
                        |           |          |      |                   |                    |          |                                                    |                   
3d9.4s.(1D).5p          | 2D*       |  3/2,5/2 |   10 |       9.237791    |         0.000007   |          |                                                    |        L10559c152
                        |           |          |      |                   |                    |          |                                                    |                   
3d9.4s.(1D).4d          | 2P        |      1/2 |    2 |       9.312387    |         0.000009   |          |                                                    |        L10559c152
                        |           |      3/2 |    4 |       9.331485    |         0.000007   |          |                                                    |        L10559c152
                        |           |          |      |                   |                    |          |                                                    |                   
3d9.4s.(3D).6s          | 2D        |      5/2 |    6 |       9.319921    |         0.000006   |          |                                                    |        L10559c152
                        |           |      3/2 |    4 |       9.464001    |         0.000016   |          |                                                    |        L10559c152
                        |           |          |      |                   |                    |          |                                                    |                   
3d9.4s.(1D).4d          | 2G        |      7/2 |    8 |       9.32439     |         0.00004    |          |                                                    |        L10559c152
                        |           |      9/2 |   10 |       9.34171     |         0.00003    |          |                                                    |        L10559c152
                        |           |          |      |                   |                    |          |                                                    |                   
3d9.4s.(1D).4d          | 2S        |      1/2 |    2 |       9.34670     |         0.00004    |          |                                                    |        L10559c152
                        |           |          |      |                   |                    |          |                                                    |                   
3d9.4s.(1D).4d          | 2D        |      3/2 |    4 |       9.353390    |         0.000019   |          |                                                    |        L10559c152
                        |           |      5/2 |    6 |       9.354195    |         0.000012   |          |                                                    |        L10559c152
                        |           |          |      |                   |                    |          |                                                    |                   
3d9.4s.(1D).4d          | 2F        |      5/2 |    6 |       9.365294    |         0.000011   |          |                                                    |        L10559c152
                        |           |      7/2 |    8 |       9.369838    |         0.000006   |          |                                                    |        L10559c152
                        |           |          |      |                   |                    |          |                                                    |                   
3d9.4s.(3D).5d          | 2G        |      9/2 |   10 |       9.52503     |         0.00003    |          |                                                    |        L10559c152
                        |           |      7/2 |    8 |       9.65826     |         0.00003    |          |                                                    |        L10559c152
                        |           |          |      |                   |                    |          |                                                    |                   
3d9.4s.(3D).5d          | 2P        |      3/2 |    4 |       9.52587     |         0.00003    |          |                                                    |        L10559c152
                        |           |          |      |                   |                    |          |                                                    |                   
3d9.4s.(3D).6p          | 4P*       |      3/2 |    4 |       9.53600     |         0.00015    |          |                                                    |        L10559c155
                        |           |      1/2 |    2 |       9.63149     |         0.00015    |          |                                                    |            L10559
                        |           |          |      |                   |                    |          |                                                    |                   
3d9.4s.(3D).5d          | 2D        |      5/2 |    6 |       9.540515    |         0.000019   |          |                                                    |        L10559c152
                        |           |      3/2 |    4 |       9.66252     |         0.00005    |          |                                                    |        L10559c152
                        |           |          |      |                   |                    |          |                                                    |                   
3d9.4s.(3D).5d          | 4S        |      3/2 |    4 |       9.54170     |         0.00004    |          |                                                    |            L10559
                        |           |          |      |                   |                    |          |                                                    |                   
3d9.4s.(3D).5d          | 2F        |      7/2 |    8 |       9.541852    |         0.000016   |          |                                                    |        L10559c152
                        |           |      5/2 |    6 |       9.665726    |         0.000015   |          |                                                    |        L10559c152
                        |           |          |      |                   |                    |          |                                                    |                   
3d9.4s.(3D).5d          | 4G        |     11/2 |   12 |       9.54854     |         0.00004    |          |                                                    |        L10559c152
                        |           |      9/2 |   10 |       9.652658    |         0.000012   |          |                                                    |        L10559c152
                        |           |      7/2 |    8 |       9.79329     |         0.00004    |          |                                                    |        L10559c152
                        |           |      5/2 |    6 |       9.801370    |         0.000015   |          |                                                    |        L10559c152
                        |           |          |      |                   |                    |          |                                                    |                   
3d9.4s.(3D).5d          | 4P        |      5/2 |    6 |       9.550539    |         0.000015   |          |                                                    |        L10559c152
                        |           |      1/2 |    2 |       9.64779     |         0.00004    |          |                                                    |        L10559c152
                        |           |      3/2 |    4 |       9.651066    |         0.000020   |          |                                                    |        L10559c152
                        |           |          |      |                   |                    |          |                                                    |                   
3d9.4s.(3D).5d          | 4D        |      7/2 |    8 |       9.555230    |         0.000016   |          |                                                    |        L10559c152
                        |           |      5/2 |    6 |       9.659035    |         0.000012   |          |                                                    |        L10559c152
                        |           |      3/2 |    4 |       9.795181    |         0.000017   |          |                                                    |        L10559c152
                        |           |          |      |                   |                    |          |                                                    |                   
3d9.4s.(3D).5d          | 4F        |      9/2 |   10 |       9.556763    |         0.000019   |          |                                                    |        L10559c152
                        |           |      7/2 |    8 |       9.660768    |         0.000012   |          |                                                    |        L10559c152
                        |           |      5/2 |    6 |       9.809232    |         0.000017   |          |                                                    |        L10559c152
                        |           |      3/2 |    4 |       9.809527    |         0.000021   |          |                                                    |        L10559c152
                        |           |          |      |                   |                    |          |                                                    |                   
3d9.4s.(3D<3>).4f       | *         |  1/2,3/2 |    6 |       9.58235     |         0.00015    |          |                                                    |            L10559
                        |           |          |      |                   |                    |          |                                                    |                   
3d9.4s.(3D<3>).4f       | *         |  1/2,3/2 |    6 |       9.58362     |         0.00015    |          |                                                    |            L10559
                        |           |          |      |                   |                    |          |                                                    |                   
3d9.4s.(3D<2>).4f       | *         |  1/2,3/2 |    6 |       9.62401     |         0.00015    |          |                                                    |            L10559
                        |           |          |      |                   |                    |          |                                                    |                   
3d9.4s.(3D).7s          | 4D        |      7/2 |    8 |       9.703150    |         0.000014   |          |                                                    |        L10559c152
                        |           |      5/2 |    6 |       9.731084    |         0.000020   |          |                                                    |        L10559c152
                        |           |      3/2 |    4 |       9.826733    |         0.000021   |          |                                                    |        L10559c152
                        |           |      1/2 |    2 |       9.959758    |         0.000025   |          |                                                    |        L10559c152
                        |           |          |      |                   |                    |          |                                                    |                   
3d9.4s.(1D).6s          | 2D        |      5/2 |    6 |       9.714132    |         0.000024   |          |                                                    |        L10559c152
                        |           |      3/2 |    4 |       9.742417    |         0.000022   |          |                                                    |        L10559c152
                        |           |          |      |                   |                    |          |                                                    |                   
3d9.4s.(3D).6p          | 4D*       |      1/2 |    2 |       9.78141     |         0.00015    |          |                                                    |        L10559c152
                        |           |          |      |                   |                    |          |                                                    |                   
3d9.4s.(3D).6p          | 2P*       |      1/2 |    2 |       9.78488     |         0.00015    |          |                                                    |            L10559
                        |           |          |      |                   |                    |          |                                                    |                   
3d9.4s.(3D).7s          | 2D        |      5/2 |    6 |       9.827971    |         0.000017   |          |                                                    |        L10559c152
                        |           |      3/2 |    4 |       9.97532     |         0.00010    |          |                                                    |            L10559
                        |           |          |      |                   |                    |          |                                                    |                   
3d9.4s.(3D<1>).4f<5/2>  | (1,5/2)*  |      3/2 |    4 |       9.83908     |         0.00016    |          |                                                    |            L10559
                        |           |          |      |                   |                    |          |                                                    |                   
3d9.4s.(3D).6d          | 4S        |      3/2 |    4 |       9.87421     |         0.00006    |          |                                                    |        L10559c152
                        |           |          |      |                   |                    |          |                                                    |                   
3d9.4s.(3D).7p          | 4P*       |      3/2 |    4 |       9.87504     |         0.00016    |          |                                                    |            L10559
                        |           |      1/2 |    2 |       9.97805     |         0.00016    |          |                                                    |        L10559c152
                        |           |          |      |                   |                    |          |                                                    |                   
3d9.4s.(3D).6d          | 4G        |     11/2 |   12 |       9.87756     |         0.00011    |          |                                                    |            L10559
                        |           |      9/2 |   10 |       9.98142     |         0.00009    |          |                                                    |        L10559c152
                        |           |          |      |                   |                    |          |                                                    |                   
3d9.4s.(3D).6d          | 4P        |      5/2 |    6 |       9.87849     |         0.00009    |          |                                                    |        L10559c152
                        |           |          |      |                   |                    |          |                                                    |                   
3d9.4s.(3D).6d          | 4D        |      7/2 |    8 |       9.88085     |         0.00009    |          |                                                    |        L10559c152
                        |           |      5/2 |    6 |       9.98597     |         0.00007    |          |                                                    |        L10559c152
                        |           |          |      |                   |                    |          |                                                    |                   
3d9.4s.(3D).6d          | 4F        |      9/2 |   10 |       9.88149     |         0.00007    |          |                                                    |        L10559c152
                        |           |      7/2 |    8 |       9.98813     |         0.00004    |          |                                                    |        L10559c152
                        |           |          |      |                   |                    |          |                                                    |                   
3d9.4s.(3D<3>).5f       | *         |  1/2,3/2 |    6 |       9.89380     |         0.00016    |          |                                                    |        L10559c152
                        |           |          |      |                   |                    |          |                                                    |                   
3d9.4s.(3D).8s          | 4D        |      7/2 |    8 |       9.95819     |         0.00004    |          |                                                    |        L10559c152
                        |           |          |      |                   |                    |          |                                                    |                   
3d9.4s.(3D<2>).5f       | *         |  1/2,3/2 |    6 |       9.97138     |         0.00016    |          |                                                    |            L10559
                        |           |          |      |                   |                    |          |                                                    |                   
3d9.4s.(3D).6d          | 2G        |      7/2 |    8 |       9.98737     |         0.00004    |          |                                                    |        L10559c152
                        |           |          |      |                   |                    |          |                                                    |                   
3d9.4s.(3D).6d          | 2F        |      5/2 |    6 |       9.98992     |         0.00012    |          |                                                    |        L10559c152
                        |           |          |      |                   |                    |          |                                                    |                   
3d9.4s.(3D).6d          | 2D        |      3/2 |    4 |       9.99145     |         0.00006    |          |                                                    |        L10559c152
                        |           |          |      |                   |                    |          |                                                    |                   
3d9.4s.(1D).6p?         | 2P*       |      3/2 |    4 |      10.03579     |         0.00016    |          |                                                    |        L10559c152
                        |           |      1/2 |    2 |      10.11876     |         0.00024    |          |                                                    |            L10559
                        |           |          |      |                   |                    |          |                                                    |                   
3d9.4s.(3D).8p          | 4P*       |      3/2 |    4 |      10.05321     |         0.00016    |          |                                                    |            L10559
                        |           |      1/2 |    2 |      10.16497     |         0.00016    |          |                                                    |            L10559
                        |           |          |      |                   |                    |          |                                                    |                   
3d9.4s.(3D<3>).6f       | *         |  1/2,3/2 |    6 |      10.06292     |         0.00016    |          |                                                    |        L10559c152
                        |           |          |      |                   |                    |          |                                                    |                   
3d9.4s.(1D).5d          | 2D        |      5/2 |    6 |      10.07899     |         0.00003    |          |                                                    |        L10559c152
                        |           |      3/2 |    4 |      10.081629    |         0.000017   |          |                                                    |        L10559c152
                        |           |          |      |                   |                    |          |                                                    |                   
3d9.4s.(1D).5d          | 2F        |      5/2 |    6 |      10.08764     |         0.00005    |          |                                                    |        L10559c152
                        |           |      7/2 |    8 |      10.089364    |         0.000022   |          |                                                    |        L10559c152
                        |           |          |      |                   |                    |          |                                                    |                   
3d9.4s.(3D).7p?         | 4D*       |      1/2 |    2 |      10.11876     |         0.00024    |          |                                                    |            L10559
                        |           |          |      |                   |                    |          |                                                    |                   
3d9.4s.(3D<1>).7p       | 2P*       |      1/2 |    2 |      10.12240     |         0.00016    |          |                                                    |        L10559c152
                        |           |          |      |                   |                    |          |                                                    |                   
3d9.4s.(3D<1>).5f<5/2>  | (1,5/2)*  |      3/2 |    4 |      10.15107     |         0.00016    |          |                                                    |            L10559
                        |           |      3/2 |    4 |      10.15190     |         0.00016    |          |                                                    |            L10559
                        |           |          |      |                   |                    |          |                                                    |                   
3d9.4s.(3D).9p          | 4P*       |      3/2 |    4 |      10.16306     |         0.00016    |          |                                                    |            L10559
                        |           |      1/2 |    2 |      10.26759     |         0.00017    |          |                                                    |            L10559
                        |           |          |      |                   |                    |          |                                                    |                   
3d9.4s.(3D<3>).7f       | *         |  1/2,3/2 |    6 |      10.17716     |         0.00016    |          |                                                    |        L10559c152
                        |           |          |      |                   |                    |          |                                                    |                   
3d9.4s.(3D<2>).6f       | *         |  1/2,3/2 |    6 |      10.18217     |         0.00016    |          |                                                    |            L10559
                        |           |          |      |                   |                    |          |                                                    |                   
3d9.4s.(3D<3>).10p<3/2> | (3,3/2)*  |      3/2 |    4 |      10.22651     |         0.00017    |          |                                                    |            L10559
                        |           |          |      |                   |                    |          |                                                    |                   
3d9.4s.(3D<3>).8f       | *         |  1/2,3/2 |    6 |      10.23064     |         0.00017    |          |                                                    |            L10559
                        |           |          |      |                   |                    |          |                                                    |                   
3d9.4s.(3D<3>).11p<3/2> | (3,3/2)*  |      3/2 |    4 |      10.27405     |         0.00017    |          |                                                    |        L10559c152
                        |           |          |      |                   |                    |          |                                                    |                   
3d9.4s.(3D<3>).9f       | *         |  1/2,3/2 |    6 |      10.27567     |         0.00017    |          |                                                    |            L10559
                        |           |          |      |                   |                    |          |                                                    |                   
3d9.4s.(3D<2>).7f       | *         |  1/2,3/2 |    6 |      10.27865     |         0.00017    |          |                                                    |        L10559c152
                        |           |          |      |                   |                    |          |                                                    |                   
3d9.4s.(3D<3>).12p<3/2> | (3,3/2)*  |      3/2 |    4 |      10.30436     |         0.00017    |          |                                                    |            L10559
                        |           |          |      |                   |                    |          |                                                    |                   
3d9.4s.(3D<3>).10f      | *         |  1/2,3/2 |    6 |      10.30837     |         0.00005    |          |                                                    |             L9299
                        |           |          |      |                   |                    |          |                                                    |                   
3d9.4s.(3D<1>).6f<5/2>  | (1,5/2)*  |      3/2 |    4 |      10.31997     |         0.00017    |          |                                                    |            L10559
                        |           |          |      |                   |                    |          |                                                    |                   
3d9.4s.(3D<3>).13p<3/2> | (3,3/2)*  |      3/2 |    4 |      10.32995     |         0.00017    |          |                                                    |            L10559
                        |           |          |      |                   |                    |          |                                                    |                   
3d9.4s.(3D<3>).11f      | *         |  1/2,3/2 |    6 |      10.33201     |         0.00017    |          |                                                    |            L10559
                        |           |          |      |                   |                    |          |                                                    |                   
3d9.4s.(3D<2>).10p<3/2> | (2,3/2)*  |      1/2 |    2 |      10.33805     |         0.00017    |          |                                                    |            L10559
                        |           |          |      |                   |                    |          |                                                    |                   
3d9.4s.(3D<2>).8f       | *         |  1/2,3/2 |    6 |      10.34461     |         0.00017    |          |                                                    |        L10559c152
                        |           |          |      |                   |                    |          |                                                    |                   
3d9.4s.(3D<3>).14p<3/2> | (3,3/2)*  |      3/2 |    4 |      10.34901     |         0.00017    |          |                                                    |            L10559
                        |           |          |      |                   |                    |          |                                                    |                   
3d9.4s.(3D<3>).12f      | *         |  1/2,3/2 |    6 |      10.34995     |         0.00017    |          |                                                    |            L10559
                        |           |          |      |                   |                    |          |                                                    |                   
3d9.4s.(3D<3>).15p<3/2> | (3,3/2)*  |      3/2 |    4 |      10.36319     |         0.00017    |          |                                                    |            L10559
                        |           |          |      |                   |                    |          |                                                    |                   
3d9.4s.(3D<3>).13f      | *         |  1/2,3/2 |    6 |      10.36389     |         0.00017    |          |                                                    |            L10559
                        |           |          |      |                   |                    |          |                                                    |                   
3d9.4s.(3D<3>).16p<3/2> | (3,3/2)*  |      3/2 |    4 |      10.37429     |         0.00017    |          |                                                    |            L10559
                        |           |          |      |                   |                    |          |                                                    |                   
3d9.4s.(3D<3>).14f      | *         |  1/2,3/2 |    6 |      10.37507     |         0.00017    |          |                                                    |            L10559
                        |           |          |      |                   |                    |          |                                                    |                   
3d9.4s.(3D<3>).17p<3/2> | (3,3/2)*  |      3/2 |    4 |      10.37993     |         0.00017    |          |                                                    |            L10559
                        |           |          |      |                   |                    |          |                                                    |                   
3d9.4s.(3D<2>).11p<3/2> | (2,3/2)*  |      1/2 |    2 |      10.38446     |         0.00017    |          |                                                    |            L10559
                        |           |          |      |                   |                    |          |                                                    |                   
3d9.4s.(3D<3>).18p<3/2> | (3,3/2)*  |      3/2 |    4 |      10.38994     |         0.00017    |          |                                                    |            L10559
                        |           |          |      |                   |                    |          |                                                    |                   
3d9.4s.(1D).7p?         | 2P*       |      3/2 |    4 |      10.39203     |         0.00025    |          |                                                    |            L10559
                        |           |      1/2 |    2 |      10.43094     |         0.00017    |          |                                                    |            L10559
                        |           |          |      |                   |                    |          |                                                    |                   
3d9.4s.(3D<2>).9f       | *         |  1/2,3/2 |    6 |      10.39203     |         0.00025    |          |                                                    |            L10559
                        |           |          |      |                   |                    |          |                                                    |                   
3d9.4s.(3D<3>).19p<3/2> | (3,3/2)*  |      3/2 |    4 |      10.39744     |         0.00017    |          |                                                    |        L10559c152
                        |           |          |      |                   |                    |          |                                                    |                   
3d9.4s.(3D<3>).20p<3/2> | (3,3/2)*  |      3/2 |    4 |      10.40250     |         0.00017    |          |                                                    |            L10559
                        |           |          |      |                   |                    |          |                                                    |                   
3d9.4s.(3D<3>).21p<3/2> | (3,3/2)*  |      3/2 |    4 |      10.40695     |         0.00017    |          |                                                    |            L10559
                        |           |          |      |                   |                    |          |                                                    |                   
3d9.4s.(3D).9p          | 2P*       |      1/2 |    2 |      10.41167     |         0.00017    |          |                                                    |        L10559c152
                        |           |          |      |                   |                    |          |                                                    |                   
3d9.4s.(3D<2>).12p<3/2> | (2,3/2)*  |      1/2 |    2 |      10.41778     |         0.00017    |          |                                                    |            L10559
                        |           |          |      |                   |                    |          |                                                    |                   
3d9.4s.(3D<1>).7f<5/2>  | (1,5/2)*  |      3/2 |    4 |      10.41946     |         0.00017    |          |                                                    |        L10559c152
                        |           |          |      |                   |                    |          |                                                    |                   
3d9.4s.(3D<2>).10f      | *         |  1/2,3/2 |    6 |      10.42147     |         0.00017    |          |                                                    |        L10559c152
                        |           |          |      |                   |                    |          |                                                    |                   
3d9.4s.(3D<2>).13p<3/2> | (2,3/2)*  |      1/2 |    2 |      10.44298     |         0.00017    |          |                                                    |        L10559c152
------------------------|-----------|----------|------|-------------------|--------------------|----------|----------------------------------------------------|-------------------
------------------------|-----------|----------|------|-------------------|--------------------|----------|----------------------------------------------------|-------------------
Cu II (3d9.4s 3D<3>)    | Limit     |      --- |      |      10.445196    |                    |          |                                                    |            L10559
                        |           |          |      |                   |                    |          |                                                    |                   
3d9.4s.(3D<2>).11f      | *         |  1/2,3/2 |    6 |      10.44562     |         0.00017    |          |                                                    |        L10559c152
                        |           |          |      |                   |                    |          |                                                    |                   
3d9.4s.(3D<2>).14p<3/2> | (2,3/2)*  |      1/2 |    2 |      10.46139     |         0.00017    |          |                                                    |            L10559
                        |           |          |      |                   |                    |          |                                                    |                   
3d9.4s.(3D<2>).12f      | *         |  1/2,3/2 |    6 |      10.46360     |         0.00017    |          |                                                    |            L10559
                        |           |          |      |                   |                    |          |                                                    |                   
3d9.4s.(3D<2>).15p<3/2> | (2,3/2)*  |      1/2 |    2 |      10.47616     |         0.00017    |          |                                                    |        L10559c152
                        |           |          |      |                   |                    |          |                                                    |                   
3d9.4s.(3D<2>).13f      | *         |  1/2,3/2 |    6 |      10.47783     |         0.00017    |          |                                                    |            L10559
                        |           |          |      |                   |                    |          |                                                    |                   
3d9.4s.(3D<1>).10p      | *         |      1/2 |    2 |      10.48076     |         0.00017    |          |                                                    |            L10559
                        |           |          |      |                   |                    |          |                                                    |                   
3d9.4s.(3D<1>).8f<5/2>  | (1,5/2)*  |      3/2 |    4 |      10.48749     |         0.00017    |          |                                                    |            L10559
                        |           |          |      |                   |                    |          |                                                    |                   
3d9.4s.(3D<2>).16p<3/2> | (2,3/2)*  |      1/2 |    2 |      10.48962     |         0.00017    |          |                                                    |            L10559
                        |           |          |      |                   |                    |          |                                                    |                   
3d9.4s.(3D<2>).17p<3/2> | (2,3/2)*  |      1/2 |    2 |      10.49735     |         0.00017    |          |                                                    |            L10559
                        |           |          |      |                   |                    |          |                                                    |                   
3d9.4s.(3D<2>).18p<3/2> | (2,3/2)*  |      1/2 |    2 |      10.50491     |         0.00017    |          |                                                    |            L10559
                        |           |          |      |                   |                    |          |                                                    |                   
3d9.4s.(3D<2>).19p<3/2> | (2,3/2)*  |      1/2 |    2 |      10.51070     |         0.00017    |          |                                                    |            L10559
                        |           |          |      |                   |                    |          |                                                    |                   
3d9.4s.(3D<2>).20p<3/2> | (2,3/2)*  |      1/2 |    2 |      10.51604     |         0.00017    |          |                                                    |            L10559
                        |           |          |      |                   |                    |          |                                                    |                   
3d9.4s.(3D<2>).21p<3/2> | (2,3/2)*  |      1/2 |    2 |      10.52060     |         0.00017    |          |                                                    |        L10559c152
                        |           |          |      |                   |                    |          |                                                    |                   
3d9.4s.(3D<1>).11p      | *         |      1/2 |    2 |      10.52766     |         0.00017    |          |                                                    |            L10559
                        |           |          |      |                   |                    |          |                                                    |                   
3d9.4s.(3D<1>).9f<5/2>  | (1,5/2)*  |      3/2 |    4 |      10.53248     |         0.00017    |          |                                                    |            L10559
------------------------|-----------|----------|------|-------------------|--------------------|----------|----------------------------------------------------|-------------------
------------------------|-----------|----------|------|-------------------|--------------------|----------|----------------------------------------------------|-------------------
Cu II (3d9.4s 3D<2>)    | Limit     |      --- |      |      10.559061    |                    |          |                                                    |            L10559
                        |           |          |      |                   |                    |          |                                                    |                   
3d9.4s.(3D<1>).12p      | *         |      1/2 |    2 |      10.56092     |         0.00019    |          |                                                    |            L10559
                        |           |          |      |                   |                    |          |                                                    |                   
3d9.4s.(3D<1>).10f<5/2> | (1,5/2)*  |      3/2 |    4 |      10.56462     |         0.00019    |          |                                                    |            L10559
                        |           |          |      |                   |                    |          |                                                    |                   
3d9.4s.(1D).8p?         | 2P*       |      3/2 |    4 |      10.57822     |         0.00019    |          |                                                    |            L10559
                        |           |      1/2 |    2 |      10.60020     |         0.00019    |          |                                                    |            L10559
                        |           |          |      |                   |                    |          |                                                    |                   
3d9.4s.(3D<1>).13p      | *         |      1/2 |    2 |      10.58663     |         0.00019    |          |                                                    |            L10559
                        |           |          |      |                   |                    |          |                                                    |                   
3d9.4s.(3D<1>).11f<5/2> | (1,5/2)*  |      3/2 |    4 |      10.58834     |         0.00019    |          |                                                    |            L10559
                        |           |          |      |                   |                    |          |                                                    |                   
3d9.4s.(3D<1>).14p      | *         |      1/2 |    2 |      10.60501     |         0.00019    |          |                                                    |        L10559c152
                        |           |          |      |                   |                    |          |                                                    |                   
3d9.4s.(3D<1>).12f<5/2> | (1,5/2)*  |      3/2 |    4 |      10.60646     |         0.00019    |          |                                                    |        L10559c152
                        |           |          |      |                   |                    |          |                                                    |                   
3d9.4s.(3D<1>).15p      | *         |      1/2 |    2 |      10.61936     |         0.00019    |          |                                                    |            L10559
                        |           |          |      |                   |                    |          |                                                    |                   
3d9.4s.(3D<1>).13f<5/2> | (1,5/2)*  |      3/2 |    4 |      10.62064     |         0.00019    |          |                                                    |            L10559
                        |           |          |      |                   |                    |          |                                                    |                   
3d9.4s.(3D<1>).16p      | *         |      1/2 |    2 |      10.63065     |         0.00019    |          |                                                    |            L10559
                        |           |          |      |                   |                    |          |                                                    |                   
3d9.4s.(3D<1>).14f<5/2> | (1,5/2)*  |      3/2 |    4 |      10.63166     |         0.00019    |          |                                                    |            L10559
                        |           |          |      |                   |                    |          |                                                    |                   
3d9.4s.(3D<1>).17p      | *         |      1/2 |    2 |      10.64022     |         0.00019    |          |                                                    |            L10559
                        |           |          |      |                   |                    |          |                                                    |                   
3d9.4s.(3D<1>).18p      | *         |      1/2 |    2 |      10.64773     |         0.00019    |          |                                                    |            L10559
                        |           |          |      |                   |                    |          |                                                    |                   
3d9.4s.(3D<1>).19p      | *         |      1/2 |    2 |      10.65349     |         0.00019    |          |                                                    |            L10559
                        |           |          |      |                   |                    |          |                                                    |                   
3d9.4s.(3D<1>).20p      | *         |      1/2 |    2 |      10.65917     |         0.00019    |          |                                                    |        L10559c152
                        |           |          |      |                   |                    |          |                                                    |                   
3d9.4s.(3D<1>).21p      | *         |      1/2 |    2 |      10.66338     |         0.00019    |          |                                                    |        L10559c152
                        |           |          |      |                   |                    |          |                                                    |                   
3d9.4s.(1D).9p?         | 2P*       |      3/2 |    4 |      10.68894     |         0.00019    |          |                                                    |        L10559c152
                        |           |      1/2 |    2 |      10.70194     |         0.00019    |          |                                                    |            L10559
------------------------|-----------|----------|------|-------------------|--------------------|----------|----------------------------------------------------|-------------------
------------------------|-----------|----------|------|-------------------|--------------------|----------|----------------------------------------------------|-------------------
Cu II (3d9.4s 3D<1>)    | Limit     |      --- |      |      10.701798    |                    |          |                                                    |            L10559
                        |           |          |      |                   |                    |          |                                                    |                   
3d9.4s.(1D).10p?        | 2P*       |      3/2 |    4 |      10.75944     |         0.00019    |          |                                                    |            L10559
                        |           |      1/2 |    2 |      10.76784     |         0.00019    |          |                                                    |            L10559
                        |           |          |      |                   |                    |          |                                                    |                   
3d9.4s.(1D).11p?        | 2P*       |      3/2 |    4 |      10.80708     |         0.00019    |          |                                                    |        L10559c152
                        |           |      1/2 |    2 |      10.81311     |         0.00019    |          |                                                    |            L10559
------------------------|-----------|----------|------|-------------------|--------------------|----------|----------------------------------------------------|-------------------
------------------------|-----------|----------|------|-------------------|--------------------|----------|----------------------------------------------------|-------------------
Cu II (3d9.4s 1D<2>)    | Limit     |      --- |      |      10.982769    |                    |          |                                                    |            L10559
-----------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
