--------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
Configuration         | Term    |    J |    g |                     Level (eV)  |     Uncertainty (eV) |    Landé | Leading percentages                                                         | Reference
                      |         | 11/2 |   12 |          8.9593142              |          0.0000004   |    1.08  |  44  3d6.(1I).4p 2H*                 :    35  3d6.(1G2).4p            2H*   | L18349,L18361c138
                      |         |      |      |                                 |                      |          |                                                                             |                   
3d6.(3D).4p           | w 4F*   |  3/2 |    4 |          8.9478161              |          0.0000004   |          |  76                                  :    10  3d6.(3G).4p             4F*   | L18349,L18361c138
                      |         |  5/2 |    6 |          8.9564405              |          0.0000004   |          |  75                                  :    10  3d6.(3G).4p             4F*   | L18349,L18361c138
                      |         |  7/2 |    8 |          8.9705104              |          0.0000004   |          |  64                                  :    10  3d6.(3D).4p             4D*   | L18349,L18361c138
                      |         |  9/2 |   10 |          9.0075386              |          0.0000004   |          |  87                                  :     8  3d6.(3G).4p             4F*   | L18349,L18361c138
                      |         |      |      |                                 |                      |          |                                                                             |                   
3d6.(3D).4p           | w 4D*   |  1/2 |    2 |          8.9801352              |          0.0000006   |          |  51                                  :    35  3d6.(3D).4p             4P*   | L18349,L18361c138
                      |         |  3/2 |    4 |          8.9918996              |          0.0000004   |          |  69                                  :    16  3d6.(3D).4p             4P*   | L18349,L18361c138
                      |         |  5/2 |    6 |          9.0036704              |          0.0000004   |          |  77                                  :     7  3d6.(3D).4p             4F*   | L18349,L18361c138
                      |         |  7/2 |    8 |          9.0076893              |          0.0000004   |          |  55                                  :    19  3d6.(3D).4p             4F*   | L18349,L18361c138
                      |         |      |      |                                 |                      |          |                                                                             |                   
3d6.(1G2).4p          | x 2F*   |  7/2 |    8 |          9.0528530              |          0.0000004   |          |  25                                  :    23  3d6.(3D).4p             4D*   | L18349,L18361c138
                      |         |  5/2 |    6 |          9.0576548              |          0.0000004   |          |  36  3d6.(3D).4p 2F*                 :    29  3d6.(1G2).4p            2F*   | L18349,L18361c138
                      |         |      |      |                                 |                      |          |                                                                             |                   
3d6.(1G2).4p          | w 2G*   |  9/2 |   10 |          9.0622072              |          0.0000004   |          |  57                                  :    26  3d6.(1G1).4p            2G*   | L18349,L18361c138
                      |         |  7/2 |    8 |          9.0686191              |          0.0000004   |    0.91  |  58                                  :    27  3d6.(1G1).4p            2G*   | L18349,L18361c138
                      |         |      |      |                                 |                      |          |                                                                             |                   
3d6.(3D).4p           | y 2P*   |  1/2 |    2 |          9.0740710              |          0.0000005   |          |  73                                  :    11  3d6.(1S2).4p            2P*   | L18349,L18361c138
                      |         |  3/2 |    4 |          9.0742936              |          0.0000004   |          |  77                                  :     9  3d6.(1S2).4p            2P*   | L18349,L18361c138
                      |         |      |      |                                 |                      |          |                                                                             |                   
3d5.4s2               | 4F      |  9/2 |   10 |          9.0996679              |          0.0000004   |          |  96                                  :     2  3d5.(4F).4p2            4F    | L18349,L18361c138
                      |         |  5/2 |    6 |          9.0999233              |          0.0000004   |          |  79                                  :    17  3d5.4s2                 2F1   | L18349,L18361c138
                      |         |  7/2 |    8 |          9.1118775              |          0.0000004   |          |  87                                  :    10  3d5.4s2                 2F1   | L18349,L18361c138
                      |         |  3/2 |    4 |          9.1298598              |          0.0000004   |          |  89                                  :     7  3d5.4s2                 2D3   | L18349,L18361c138
                      |         |      |      |                                 |                      |          |                                                                             |                   
3d6.(1I).4p           | w 2H*   | 11/2 |   12 |          9.1256755              |          0.0000005   |          |  36                                  :    27  3d6.(1G2).4p            2H*   | L18349,L18361c138
                      |         |  9/2 |   10 |          9.1439928              |          0.0000005   |          |  64                                  :    12  3d6.(1G1).4p            2H*   | L18349,L18361c138
                      |         |      |      |                                 |                      |          |                                                                             |                   
3d6.(1I).4p           | y 2I*   | 13/2 |   14 |          9.1707197              |          0.0000004   |          |  97                                                                         | L18349,L18361c138
                      |         | 11/2 |   12 |          9.1710815              |          0.0000005   |          |  88                                  :     7  3d6.(1I).4p             2H*   | L18349,L18361c138
                      |         |      |      |                                 |                      |          |                                                                             |                   
3d6.(3D).4p           | x 2D*   |  3/2 |    4 |          9.2365863              |          0.0000005   |          |  90                                  :     3  3d6.(1F).4p             2D*   | L18349,L18361c138
                      |         |  5/2 |    6 |          9.2500722              |          0.0000005   |          |  91                                  :     2  3d6.(1F).4p             2D*   | L18349,L18361c138
                      |         |      |      |                                 |                      |          |                                                                             |                   
3d6.(3D).4p           | w 2F*   |  7/2 |    8 |          9.3733170              |          0.0000005   |    1.125 |  56                                  :    16  3d6.(1G2).4p            2F*   | L18349,L18361c138
                      |         |  5/2 |    6 |          9.4122703              |          0.0000004   |    0.844 |  49                                  :    22  3d6.(1G2).4p            2F*   | L18349,L18361c138
                      |         |      |      |                                 |                      |          |                                                                             |                   
3d6.(1S2).4p          | x 2P*   |  3/2 |    4 |          9.4388507              |          0.0000005   |    1.34  |  37  3d6.(1D2).4p 2P*                :    30  3d6.(1S2).4p            2P*   | L18349,L18361c138
                      |         |  1/2 |    2 |          9.4943920              |          0.0000004   |          |  31                                  :    30  3d6.(1D2).4p            2P*   | L18349,L18361c138
                      |         |      |      |                                 |                      |          |                                                                             |                   
3d6.(1D2).4p          | v 2F*   |  5/2 |    6 |          9.6388708              |          0.0000005   |          |  60                                  :    17  3d6.(1D1).4p            2F*   | L18349,L18361c138
                      |         |  7/2 |    8 |          9.6878034              |          0.0000005   |    1.13  |  64                                  :    18  3d6.(1D1).4p            2F*   | L18349,L18361c138
                      |         |      |      |                                 |                      |          |                                                                             |                   
3d6.(5D).5s           | e 6D    |  9/2 |   10 |          9.6536143              |          0.0000004   |          | 100                                                                         | L18349,L18361c138
                      |         |  7/2 |    8 |          9.7002396              |          0.0000004   |          |  99                                                                         | L18349,L18361c138
                      |         |  5/2 |    6 |          9.7359140              |          0.0000004   |          |  99                                                                         | L18349,L18361c138
                      |         |  3/2 |    4 |          9.7607579              |          0.0000004   |          |  99                                                                         | L18349,L18361c138
                      |         |  1/2 |    2 |          9.7754140              |          0.0000004   |          | 100                                                                         | L18349,L18361c138
                      |         |      |      |                                 |                      |          |                                                                             |                   
3d5.4s2               | 2G2     |  7/2 |    8 |          9.6937051              |          0.0000005   |          |  97                                  :     2  3d5.(2G2).4p2           2G    | L18349,L18361c138
                      |         |  9/2 |   10 |          9.7423390              |          0.0000004   |          |  73                                  :    24  3d5.4s2                 2H    | L18349,L18361c138
                      |         |      |      |                                 |                      |          |                                                                             |                   
3d6.(1D2).4p          | w 2D*   |  3/2 |    4 |          9.7311656              |          0.0000006   |          |  71                                  :    17  3d6.(1D1).4p            2D*   | L18349,L18361c138
                      |         |  5/2 |    6 |          9.7564232              |          0.0000005   |          |  68                                  :    16  3d6.(1D1).4p            2D*   | L18349,L18361c138
                      |         |      |      |                                 |                      |          |                                                                             |                   
3d6.(1D2).4p          | w 2P*   |  1/2 |    2 |          9.7751463              |          0.0000010   |          |  39                                  :    28  3d6.(1S2).4p            2P*   | L18349,L18361c138
                      |         |  3/2 |    4 |          9.8249371              |          0.0000004   |          |  32  3d6.(1S2).4p 2P*                :    30  3d6.(1D2).4p            2P*   | L18349,L18361c138
                      |         |      |      |                                 |                      |          |                                                                             |                   
3d5.(6S).4s.4p.(1P*)  | x 6P*   |  3/2 |    4 |          9.8252426              |          0.0000005   |          |  50  3d5.4s.(5S).4p 6P*              :    42  3d5.4s.(7S).4p          6P*   | L18349,L18361c138
                      |         |  5/2 |    6 |          9.8300771              |          0.0000005   |          |  51  3d5.4s.(5S).4p 6P*              :    42  3d5.4s.(7S).4p          6P*   | L18349,L18361c138
                      |         |  7/2 |    8 |          9.8358352              |          0.0000005   |          |  53  3d5.4s.(5S).4p 6P*              :    40  3d5.4s.(7S).4p          6P*   | L18349,L18361c138
                      |         |      |      |                                 |                      |          |                                                                             |                   
3d6.(5D).5s           | e 4D    |  7/2 |    8 |          9.8492422              |          0.0000004   |          |  99                                                                         | L18349,L18361c138
                      |         |  5/2 |    6 |          9.9045425              |          0.0000004   |          |  99                                                                         | L18349,L18361c138
                      |         |  3/2 |    4 |          9.9408057              |          0.0000004   |          |  99                                                                         | L18349,L18361c138
                      |         |  1/2 |    2 |          9.9616418              |          0.0000004   |          | 100                                                                         | L18349,L18361c138
                      |         |      |      |                                 |                      |          |                                                                             |                   
3d5.4s2               | 2F2     |  5/2 |    6 |         10.1219773              |          0.0000004   |          |  97                                  :     2  3d5.(2F2).4p2           2F    | L18349,L18361c138
                      |         |  7/2 |    8 |         10.1338154              |          0.0000004   |          |  96                                  :     2  3d5.(2F2).4p2           2F    | L18349,L18361c138
                      |         |      |      |                                 |                      |          |                                                                             |                   
3d6.(5D).4d           | e 6F    | 11/2 |   12 |         10.2725501              |          0.0000004   |          |  98                                  :     2  3d6.(5D).4d             6G    | L18349,L18361c138
                      |         |  9/2 |   10 |         10.2880497              |          0.0000004   |          |  85                                  :    13  3d6.(5D).4d             6D    | L18349,L18361c138
                      |         |  7/2 |    8 |         10.3076133              |          0.0000004   |          |  78                                  :    18  3d6.(5D).4d             6D    | L18349,L18361c138
                      |         |  5/2 |    6 |         10.3289055              |          0.0000004   |          |  81                                  :    15  3d6.(5D).4d             6D    | L18349,L18361c138
                      |         |  3/2 |    4 |         10.3476866              |          0.0000004   |          |  90                                  :     9  3d6.(5D).4d             6D    | L18349,L18361c138
                      |         |  1/2 |    2 |         10.3599422              |          0.0000004   |          |  97                                  :     2  3d6.(5D).4d             6D    | L18349,L18361c138
                      |         |      |      |                                 |                      |          |                                                                             |                   
3d6.(1F).4p           | v 2G*   |  7/2 |    8 |         10.3285320              |          0.0000005   |          |  92                                  :     2  3d6.(3F1).4p            2G*   | L18349,L18361c138
                      |         |  9/2 |   10 |         10.3987045              |          0.0000005   |          |  94                                                                         | L18349,L18361c138
                      |         |      |      |                                 |                      |          |                                                                             |                   
3d6.(5D).4d           | 6D      |  7/2 |    8 |         10.3791615              |          0.0000004   |          |  45                                  :    37  3d6.(5D).4d             6P    | L18349,L18361c138
                      |         |  9/2 |   10 |         10.3807526              |          0.0000004   |          |  87                                  :    12  3d6.(5D).4d             6F    | L18349,L18361c138
                      |         |  5/2 |    6 |         10.3914073              |          0.0000004   |          |  41  3d6.(5D).4d 6P                  :    41  3d6.(5D).4d             6D    | L18349,L18361c138
                      |         |  3/2 |    4 |         10.4134460              |          0.0000004   |          |  63                                  :    28  3d6.(5D).4d             6P    | L18349,L18361c138
                      |         |  1/2 |    2 |         10.4309920              |          0.0000004   |          |  97                                  :     2  3d6.(5D).4d             6F    | L18349,L18361c138
                      |         |      |      |                                 |                      |          |                                                                             |                   
3d6.(1F).4p           | v 2D*   |  5/2 |    6 |         10.3983625              |          0.0000006   |          |  84                                  :     4  3d6.(1D2).4p            2D*   | L18349,L18361c138
                      |         |  3/2 |    4 |         10.4592796              |          0.0000006   |          |  87                                  :     2  3d6.(1D2).4p            2D*   | L18349,L18361c138
                      |         |      |      |                                 |                      |          |                                                                             |                   
3d6.(5D).4d           | e 6G    | 13/2 |   14 |         10.4190334              |          0.0000004   |          | 100                                                                         | L18349,L18361c138
                      |         | 11/2 |   12 |         10.4514812              |          0.0000004   |    1.33  |  91                                  :     7  3d6.(5D).4d             4G    | L18349,L18361c138
                      |         |  9/2 |   10 |         10.4801123              |          0.0000004   |          |  92                                  :     5  3d6.(5D).4d             4G    | L18349,L18361c138
                      |         |  7/2 |    8 |         10.5027943              |          0.0000004   |          |  92                                  :     3  3d6.(5D).4d             4D    | L18349,L18361c138
                      |         |  5/2 |    6 |         10.5194227              |          0.0000004   |          |  95                                  :     3  3d6.(5D).4d             4D    | L18349,L18361c138
                      |         |  3/2 |    4 |         10.5310027              |          0.0000004   |          |  99                                                                         | L18349,L18361c138
                      |         |      |      |                                 |                      |          |                                                                             |                   
3d6.(5D).4d           | 6P      |  7/2 |    8 |         10.4477261              |          0.0000004   |          |  57                                  :    34  3d6.(5D).4d             6D    | L18349,L18361c138
                      |         |  5/2 |    6 |         10.4552114              |          0.0000004   |          |  47                                  :    42  3d6.(5D).4d             6D    | L18349,L18361c138
                      |         |  3/2 |    4 |         10.4672943              |          0.0000004   |          |  70                                  :    28  3d6.(5D).4d             6D    | L18349,L18361c138
                      |         |      |      |                                 |                      |          |                                                                             |                   
3d6.(5D).4d           | f 4D    |  7/2 |    8 |         10.4996322              |          0.0000004   |          |  88                                  :     4  3d6.(5D).4d             6P    | L18349,L18361c138
                      |         |  5/2 |    6 |         10.5226519              |          0.0000004   |          |  92                                  :     3  3d6.(5D).4d             6G    | L18349,L18361c138
                      |         |  3/2 |    4 |         10.5446893              |          0.0000004   |          |  97                                                                         | L18349,L18361c138
                      |         |  1/2 |    2 |         10.5600846              |          0.0000005   |          |  99                                                                         | L18349,L18361c138
                      |         |      |      |                                 |                      |          |                                                                             |                   
3d6.(5D).4d           | e 4G    | 11/2 |   12 |         10.5217184              |          0.0000004   |    1.27  |  92                                  :     7  3d6.(5D).4d             6G    | L18349,L18361c138
                      |         |  9/2 |   10 |         10.5615658              |          0.0000004   |          |  90                                  :     5  3d6.(5D).4d             6G    | L18349,L18361c138
                      |         |  7/2 |    8 |         10.5960500              |          0.0000005   |          |  93                                  :     3  3d6.(5D).4d             4F    | L18349,L18361c138
                      |         |  5/2 |    6 |         10.6229357              |          0.0000005   |          |  96                                  :     2  3d6.(5D).4d             4F    | L18349,L18361c138
                      |         |      |      |                                 |                      |          |                                                                             |                   
3d6.(5D).4d           | 6S      |  5/2 |    6 |         10.6000744              |          0.0000005   |          |  91                                  :     8  3d6.(5D).4d             6P    | L18349,L18361c138
                      |         |      |      |                                 |                      |          |                                                                             |                   
3d6.(5D).4d           | 4S      |  3/2 |    4 |         10.6290223              |          0.0000005   |          |  97                                  :     2  3d6.(5D).4d             4P    | L18349,L18361c138
                      |         |      |      |                                 |                      |          |                                                                             |                   
3d6.(5D).4d           | e 4F    |  9/2 |   10 |         10.6780583              |          0.0000005   |    1.29  |  92                                  :     4  3d6.(5D).4d             4G    | L18349,L18361c138
                      |         |  7/2 |    8 |         10.7142644              |          0.0000005   |          |  90                                  :     4  3d6.(5D).4d             4G    | L18349,L18361c138
                      |         |  5/2 |    6 |         10.7370057              |          0.0000005   |          |  92                                  :     2  3d6.(5D).4d             4G    | L18349,L18361c138
                      |         |  3/2 |    4 |         10.7507828              |          0.0000005   |          |  95                                                                         | L18349,L18361c138
                      |         |      |      |                                 |                      |          |                                                                             |                   
3d6.(3P1).4p          | v 4D*   |  1/2 |    2 |         10.7108444              |          0.0000017   |          |  36  3d6.(3F1).4p 4D*                :    34  3d6.(3P1).4p            4D*   | L18349,L18361c138
                      |         |  3/2 |    4 |         10.7300763              |          0.0000010   |          |  38  3d6.(3F1).4p 4D*                :    32  3d6.(3P1).4p            4D*   | L18349,L18361c138
                      |         |  5/2 |    6 |         10.7578131              |          0.0000005   |          |  37  3d6.(3F1).4p 4D*                :    27  3d6.(3P1).4p            4D*   | L18349,L18361c138
                      |         |  7/2 |    8 |         10.7779047              |          0.0000006   |          |  43  3d6.(3F1).4p 4D*                :    23  3d6.(3P1).4p            4D*   | L18349,L18361c138
                      |         |      |      |                                 |                      |          |                                                                             |                   
3d6.(1F).4p           | u 2F*   |  7/2 |    8 |         10.7224709              |          0.0000005   |          |  84                                  :     4  3d6.(3F1).4p            4D*   | L18349,L18361c138
                      |         |  5/2 |    6 |         10.7305134              |          0.0000006   |          |  84                                  :     4  3d6.(3F1).4p            4D*   | L18349,L18361c138
                      |         |      |      |                                 |                      |          |                                                                             |                   
3d5.(4G).4s.4p.(3P*)  | y 6F*   | 11/2 |   12 |         10.8288892              |          0.0000005   |          |  86  3d5.4s.(5G).4p 6F*              :     6  3d5.4s.(5F).4p          6F*   | L18349,L18361c138
                      |         |  9/2 |   10 |         10.8451196              |          0.0000005   |          |  81  3d5.4s.(5G).4p 6F*              :     6  3d5.4s.(5F).4p          6F*   | L18349,L18361c138
                      |         |  7/2 |    8 |         10.8532849              |          0.0000005   |          |  70  3d5.4s.(5G).4p 6F*              :    10  3d5.4s.(5P).4p          6D*   | L18349,L18361c138
                      |         |  5/2 |    6 |         10.8576631              |          0.0000005   |          |  51  3d5.4s.(5G).4p 6F*              :    27  3d5.4s.(5P).4p          6D*   | L18349,L18361c138
                      |         |  1/2 |    2 |         10.8979851              |          0.0000006   |          |  74  3d5.4s.(5G).4p 6F*              :    10  3d5.4s.(5P).4p          6D*   | L18349,L18361c138
                      |         |  3/2 |    4 |         10.9062870              |          0.0000005   |          |  55  3d5.4s.(5G).4p 6F*              :    30  3d5.4s.(5P).4p          6D*   | L18349,L18361c138
                      |         |      |      |                                 |                      |          |                                                                             |                   
3d5.(4P).4s.4p.(3P*)  | 6D*     |  3/2 |    4 |         10.8613053              |          0.0000006   |          |  50  3d5.4s.(5P).4p 6D*              :    29  3d5.4s.(5G).4p          6F*   | L18349,L18361c138
                      |         |  1/2 |    2 |         10.865516               |          0.000005    |          |  72  3d5.4s.(5P).4p 6D*              :    14  3d5.4s.(5D).4p          6D*   | L18349,L18361c138
                      |         |  5/2 |    6 |         10.9179622              |          0.0000005   |          |  41  3d5.4s.(5P).4p 6D*              :    25  3d5.4s.(5G).4p          6F*   | L18349,L18361c138
                      |         |  7/2 |    8 |         10.9365793              |          0.0000005   |          |  61  3d5.4s.(5P).4p 6D*              :    14  3d5.4s.(5G).4p          6F*   | L18349,L18361c138
                      |         |  9/2 |   10 |         10.9868006              |          0.0000005   |          |  78  3d5.4s.(5P).4p 6D*              :    13  3d5.4s.(5D).4p          6D*   | L18349,L18361c138
                      |         |      |      |                                 |                      |          |                                                                             |                   
3d6.(5D).4d           | 4P      |  5/2 |    6 |         10.9088324              |          0.0000005   |          |  96                                                                         | L18349,L18361c138
                      |         |  3/2 |    4 |         10.9300968              |          0.0000005   |          |  93                                  :     2  3d6.(5D).4d             4S    | L18349,L18361c138
                      |         |  1/2 |    2 |         10.9340507              |          0.0000005   |          |  96                                                                         | L18349,L18361c138
                      |         |      |      |                                 |                      |          |                                                                             |                   
3d6.(5D).5p           | 6D*     |  9/2 |   10 |         11.0002994              |          0.0000005   |          |  97                                                                         | L18349,L18361c138
                      |         |  7/2 |    8 |         11.0164343              |          0.0000005   |          |  60                                  :    13  3d6.(5D).5p             6P*   | L18349,L18361c138
                      |         |  5/2 |    6 |         11.0494038              |          0.0000005   |          |  78                                  :     7  3d5.4s.(5P).4p          6P*   | L18349,L18361c138
                      |         |  3/2 |    4 |         11.0756571              |          0.0000005   |          |  89                                  :     4  3d5.4s.(5P).4p          6P*   | L18349,L18361c138
                      |         |  1/2 |    2 |         11.0930363              |          0.0000005   |          |  99                                                                         | L18349,L18361c138
                      |         |      |      |                                 |                      |          |                                                                             |                   
3d5.(4P).4s.4p.(3P*)  | 6P*     |  7/2 |    8 |         11.0505342              |          0.0000005   |          |  35  3d6.(5D).5p 6D*                 :    28  3d5.4s.(5P).4p          6P*   | L18349,L18361c138
                      |         |  5/2 |    6 |         11.0896991              |          0.0000005   |          |  42  3d5.4s.(5P).4p 6P*              :    20  3d5.4s.(5D).4p          6P*   | L18349,L18361c138
                      |         |  3/2 |    4 |         11.1122017              |          0.0000005   |          |  51  3d5.4s.(5P).4p 6P*              :    20  3d5.4s.(5D).4p          6P*   | L18349,L18361c138
                      |         |      |      |                                 |                      |          |                                                                             |                   
3d6.(3F1).4p          | 4G*     |  5/2 |    6 |         11.1247777              |          0.0000005   |          |  77                                  :    17  3d6.(3F2).4p            4G*   | L18349,L18361c138
                      |         |  7/2 |    8 |         11.1449887              |          0.0000006   |          |  76                                  :    17  3d6.(3F2).4p            4G*   | L18349,L18361c138
                      |         |  9/2 |   10 |         11.1669291              |          0.0000005   |          |  62  3d6.(3F1).4p 4G*                :    14  3d6.(3F2).4p            4G*   | L18349,L18361c138
                      |         | 11/2 |   12 |         11.1848145              |          0.0000005   |          |  75                                  :    18  3d6.(3F2).4p            4G*   | L18349,L18361c138
                      |         |      |      |                                 |                      |          |                                                                             |                   
3d6.(5D).5p           | 6F*     | 11/2 |   12 |         11.1491737              |          0.0000005   |          |  95                                                                         | L18349,L18361c138
                      |         |  7/2 |    8 |         11.1958510              |          0.0000005   |          |  40                                  :    30  3d6.(5D).5p             4F*   | L18349,L18361c138
                      |         |  9/2 |   10 |         11.2065018              |          0.0000005   |          |  48  3d6.(5D).5p 6F*                 :    47  3d6.(5D).5p             4F*   | L18349,L18361c138
                      |         |  5/2 |    6 |         11.2190607              |          0.0000005   |          |  81                                  :    11  3d6.(5D).5p             4F*   | L18349,L18361c138
                      |         |  3/2 |    4 |         11.2321638              |          0.0000005   |          |  87                                  :     5  3d5.4s.(5D).4p          6F*   | L18349,L18361c138
                      |         |  1/2 |    2 |         11.2389481              |          0.0000005   |          |  90                                  :     6  3d5.4s.(5D).4p          6F*   | L18349,L18361c138
                      |         |      |      |                                 |                      |          |                                                                             |                   
3d6.(5D).5p           | 4F*     |  9/2 |   10 |         11.1638849              |          0.0000005   |          |  41  3d6.(5D).5p 4F*                 :    36  3d6.(5D).5p             6F*   | L18349,L18361c138
                      |         |  7/2 |    8 |         11.2553628              |          0.0000005   |          |  65                                  :    20  3d6.(5D).5p             6F*   | L18349,L18361c138
                      |         |  5/2 |    6 |         11.2913111              |          0.0000005   |          |  53                                  :    22  3d6.(5D).5p             4D*   | L18349,L18361c138
                      |         |  3/2 |    4 |         11.3084614              |          0.0000005   |          |  67                                  :    18  3d6.(5D).5p             4D*   | L18349,L18361c138
                      |         |      |      |                                 |                      |          |                                                                             |                   
3d6.(5D).5p           | 4D*     |  7/2 |    8 |         11.2079078              |          0.0000005   |          |  64                                  :    32  3d6.(5D).5p             6F*   | L18349,L18361c138
                      |         |  5/2 |    6 |         11.2377818              |          0.0000005   |          |  68                                  :    16  3d6.(5D).5p             4P*   | L18349,L18361c138
                      |         |  3/2 |    4 |         11.2700245              |          0.0000005   |          |  56  3d6.(5D).5p 4D*                 :    15  3d6.(5D).5p             4P*   | L18349,L18361c138
                      |         |  1/2 |    2 |         11.3073311              |          0.0000005   |          |  92                                  :     2  3d6.(3F1).4p            4D*   | L18349,L18361c138
                      |         |      |      |                                 |                      |          |                                                                             |                   
3d6.(3P1).4p          | 4S*     |  3/2 |    4 |         11.2366645              |          0.0000006   |          |  49                                  :    23  3d6.(3P2).4p            4S*   | L18349,L18361c138
                      |         |      |      |                                 |                      |          |                                                                             |                   
3d6.(3P1).4p          | 4P*     |  1/2 |    2 |         11.2626611              |          0.0000005   |          |  34                                  :    27  3d6.(5D).5p             4P*   | L18349,L18361c138
                      |         |  5/2 |    6 |         11.4405332              |          0.0000005   |          |  17                                  :    15  3d6.(3F1).4p            4F*   | L18349,L18361c138
                      |         |      |      |                                 |                      |          |                                                                             |                   
3d6.(5D).5p           | 4P*     |  5/2 |    6 |         11.2703037              |          0.0000005   |          |  48                                  :    22  3d6.(5D).5p             4F*   | L18349,L18361c138
                      |         |  3/2 |    4 |         11.4345108              |          0.0000005   |          |  50                                  :    19  3d6.(3P1).4p            4P*   | L18349,L18361c138
                      |         |  1/2 |    2 |         11.4455720              |          0.0000005   |          |  69                                  :    14  3d6.(3P1).4p            4P*   | L18349,L18361c138
                      |         |      |      |                                 |                      |          |                                                                             |                   
3d6.(3P1).5p          | 4P*     |  3/2 |    4 |         11.2885412              |          0.0000005   |          |  22  3d6.(5D).5p 4P*                 :    19  3d6.(5D).5p             4D*   | L18349,L18361c138
                      |         |      |      |                                 |                      |          |                                                                             |                   
3d6.(5D).5p           | w 6P*   |  7/2 |    8 |         11.3033835              |          0.0000005   |          |  71                                  :    16  3d5.4s.(5P).4p          6P*   | L18349,L18361c138
                      |         |  5/2 |    6 |         11.3538714              |          0.0000005   |          |  74                                  :    16  3d5.4s.(5P).4p          6P*   | L18349,L18361c138
                      |         |  3/2 |    4 |         11.3871409              |          0.0000005   |          |  74                                  :    17  3d5.4s.(5P).4p          6P*   | L18349,L18361c138
                      |         |      |      |                                 |                      |          |                                                                             |                   
3d5.(4D).4s.4p.(3P*)  | 6F*     |  1/2 |    2 |         11.3880210              |          0.0000005   |          |  84  3d5.4s.(5D).4p 6F*              :    10  3d5.4s.(5G).4p          6F*   | L18349,L18361c138
                      |         |  3/2 |    4 |         11.3960783              |          0.0000005   |          |  84  3d5.4s.(5D).4p 6F*              :     9  3d5.4s.(5G).4p          6F*   | L18349,L18361c138
                      |         |  5/2 |    6 |         11.4088681              |          0.0000005   |          |  86  3d5.4s.(5D).4p 6F*              :     8  3d5.4s.(5G).4p          6F*   | L18349,L18361c138
                      |         |  7/2 |    8 |         11.4256589              |          0.0000005   |          |  85  3d5.4s.(5D).4p 6F*              :     7  3d5.4s.(5G).4p          6F*   | L18349,L18361c138
                      |         |  9/2 |   10 |         11.4437749              |          0.0000005   |          |  89  3d5.4s.(5D).4p 6F*              :     6  3d5.4s.(5G).4p          6F*   | L18349,L18361c138
                      |         | 11/2 |   12 |         11.4601196              |          0.0000005   |          |  93  3d5.4s.(5D).4p 6F*              :     5  3d5.4s.(5G).4p          6F*   | L18349,L18361c138
                      |         |      |      |                                 |                      |          |                                                                             |                   
3d5.(4G).4s.4p.(3P*)  | x 4H*   |  7/2 |    8 |         11.417586               |          0.000003    |          |  51  3d5.(4G).4s.(3G).4p 4H*         :    44  3d5.4s.(5G).4p          4H*   | L18349,L18361c138
                      |         |  9/2 |   10 |         11.4209940              |          0.0000009   |          |  42  3d5.(4G).4s.(3G).4p 4H*         :    37  3d5.4s.(5G).4p          4H*   | L18349,L18361c138
                      |         | 11/2 |   12 |         11.4271793              |          0.0000006   |          |  50  3d5.(4G).4s.(3G).4p 4H*         :    45  3d5.4s.(5G).4p          4H*   | L18349,L18361c138
                      |         | 13/2 |   14 |         11.4375285              |          0.0000006   |          |  50  3d5.(4G).4s.(3G).4p 4H*         :    47  3d5.4s.(5G).4p          4H*   | L18349,L18361c138
                      |         |      |      |                                 |                      |          |                                                                             |                   
3d6.(3F1).4p          | u 2G*   |  9/2 |   10 |         11.4278331              |          0.0000005   |          |  30                                  :    14  3d6.(3F1).4p            4F*   | L18349,L18361c138
                      |         |  7/2 |    8 |         11.4812729              |          0.0000005   |          |  64                                  :    16  3d6.(3F2).4p            2G*   | L18349,L18361c138
                      |         |      |      |                                 |                      |          |                                                                             |                   
3d6.(3P1).4p          | u 2D*   |  3/2 |    4 |         11.4333753              |          0.0000005   |          |  31  3d6.(3F1).4p 2D*                :    20  3d6.(3P1).4p            2D*   | L18349,L18361c138
                      |         |  5/2 |    6 |         11.4927646              |          0.0000009   |          |  30  3d6.(3F1).4p 2D*                :    12  3d6.(3P1).4p            2D*   | L18349,L18361c138
                      |         |      |      |                                 |                      |          |                                                                             |                   
3d5.(4G).4s.4p.(3P*)  | v 4F*   |  7/2 |    8 |         11.4415681              |          0.0000005   |          |  28  3d5.4s.(5G).4p 4F*              :    26  3d6.(3F1).4p            4F*   | L18349,L18361c138
                      |         |  5/2 |    6 |         11.4474493              |          0.0000005   |          |  17  3d6.(3P1).4p 4P*                :    17  3d5.4s.(5G).4p          4F*   | L18349,L18361c138
                      |         |  3/2 |    4 |         11.4510101              |          0.0000005   |          |  26  3d6.(3F1).4p 4F*                :    18  3d5.4s.(5G).4p          4F*   | L18349,L18361c138
