----------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
Configuration          | Term      |   J |    g |               Level (eV) |     Uncertainty (eV) |           Landé | Leading percentages                                | Reference
                       |           |   1 |    3 |          10.890494       |          0.000006    |                 | 100                                                |       L20057
                       |           |     |      |                          |                      |                 |                                                    |              
2s2.2p.(2P*<3/2>).6g   | 2[5/2]*   |   3 |    7 |          10.8905001      |          0.0000024   |                 | 100                                                |       L20057
                       |           |   2 |    5 |          10.8905001      |          0.0000024   |                 | 100                                                |       L20057
                       |           |     |      |                          |                      |                 |                                                    |              
2s2.2p.7p              | 1P        |   1 |    3 |          10.918215       |          0.000005    |                 |  49         :    46  2s2.2p.7p             3D      |       L20057
                       |           |     |      |                          |                      |                 |                                                    |              
2s2.2p.7p              | 3D        |   1 |    3 |          10.922016       |          0.000005    |                 |  44         :    30  2s2.2p.7p             1P      |       L20057
                       |           |   2 |    5 |          10.922519       |          0.000006    |                 |  91         :     6  2s2.2p.7p             3P      |       L20057
                       |           |   3 |    7 |          10.927451       |          0.000005    |                 |  98                                                |       L20057
                       |           |     |      |                          |                      |                 |                                                    |              
2s2.2p.7p              | 3P        |   0 |    1 |          10.930438       |          0.000004    |                 |  98                                                |       L20057
                       |           |   1 |    3 |          10.934456       |          0.000004    |                 |  50         :    48  2s2.2p.7p             3P      |       L20057
                       |           |   2 |    5 |          10.935183       |          0.000005    |                 |  91         :     7  2s2.2p.7p             3D      |       L20057
                       |           |     |      |                          |                      |                 |                                                    |              
2s2.2p.7p              | 1D        |   2 |    5 |          10.942892       |          0.000004    |                 |  84         :     7  2s2.2p.8p             1D      |       L20057
                       |           |     |      |                          |                      |                 |                                                    |              
2s2.2p.7p              | 1S        |   0 |    1 |          10.952019       |          0.000004    |                 |  58         :    28  2s2.2p.8p             1S      |       L20057
                       |           |     |      |                          |                      |                 |                                                    |              
2s2.2p.(2P*<1/2>).7d   | 2[5/2]*   |   2 |    5 |          10.972432       |          0.000004    |                 |  53         :    29  2s2.2p.(2P*<1/2>).7d  2[3/2]* |       L20057
                       |           |   3 |    7 |          10.978183       |          0.000022    |                 |  96                                                |       L20057
                       |           |     |      |                          |                      |                 |                                                    |              
2s2.2p.(2P*<1/2>).7d   | 2[3/2]*   |   2 |    5 |          10.97799        |          0.00021     |                 |  45         :    45  2s2.2p.(2P*<1/2>).7d  2[5/2]* |       L20057
                       |           |   1 |    3 |          10.979869       |          0.000016    |                 |  88         :     6  2s2.2p.(2P*<1/2>).8s  2[1/2]* |       L20057
                       |           |     |      |                          |                      |                 |                                                    |              
2s2.2p.(2P*<1/2>).8s   | 2[1/2]*   |   0 |    1 |          10.978029       |          0.000004    |                 |  97                                                |       L20057
                       |           |   1 |    3 |          10.9786885      |          0.0000025   |                 |  89         :     6  2s2.2p.(2P*<1/2>).7d  2[3/2]* |       L20057
                       |           |     |      |                          |                      |                 |                                                    |              
2s2.2p.(2P*<1/2>).7f   | 2[5/2]    |   3 |    7 |          10.981887       |          0.000007    |                 |  99                                                |       L20057
                       |           |   2 |    5 |          10.981888       |          0.000004    |                 |  99                                                |       L20057
                       |           |     |      |                          |                      |                 |                                                    |              
2s2.2p.(2P*<1/2>).7f   | 2[7/2]    |   3 |    7 |          10.981945       |          0.000010    |                 |  99                                                |       L20057
                       |           |   4 |    9 |          10.981945       |          0.000010    |                 |  99                                                |       L20057
                       |           |     |      |                          |                      |                 |                                                    |              
2s2.2p.(2P*<3/2>).8s   | 2[3/2]*   |   2 |    5 |          10.983051       |          0.000004    |                 |  66         :    27  2s2.2p.(2P*<3/2>).7d  2[3/2]* |       L20057
                       |           |   1 |    3 |          10.986862       |          0.000005    |                 |  57         :    19  2s2.2p.(2P*<3/2>).7d  2[3/2]* |       L20057
                       |           |     |      |                          |                      |                 |                                                    |              
2s2.2p.(2P*<3/2>).7d   | 2[7/2]*   |   4 |    9 |         [10.984525]      |          0.000010    |                 | 100                                                |       L20057
                       |           |   3 |    7 |          10.988102       |          0.000005    |                 |  79         :    18  2s2.2p.(2P*<3/2>).7d  2[5/2]* |       L20057
                       |           |     |      |                          |                      |                 |                                                    |              
2s2.2p.(2P*<3/2>).7d   | 2[5/2]*   |   2 |    5 |          10.985590       |          0.000005    |                 |  79         :    15  2s2.2p.(2P*<1/2>).7d  2[3/2]* |       L20057
                       |           |   3 |    7 |          10.985783       |          0.000022    |                 |  82         :    18  2s2.2p.(2P*<3/2>).7d  2[7/2]* |       L20057
                       |           |     |      |                          |                      |                 |                                                    |              
2s2.2p.(2P*<3/2>).7f   | 2[7/2]    |   3 |    7 |          10.989219       |          0.000004    |                 |  99                                                |       L20057
                       |           |   4 |    9 |          10.989230       |          0.000011    |                 |  99                                                |       L20057
                       |           |     |      |                          |                      |                 |                                                    |              
2s2.2p.(2P*<3/2>).7f   | 2[5/2]    |   3 |    7 |          10.989751       |          0.000009    |                 |  99                                                |       L20057
                       |           |   2 |    5 |          10.989751       |          0.000009    |                 |  99                                                |       L20057
                       |           |     |      |                          |                      |                 |                                                    |              
2s2.2p.(2P*<3/2>).7d   | 2[3/2]*   |   1 |    3 |          10.989834       |          0.000005    |                 |  64         :    32  2s2.2p.(2P*<3/2>).8s  2[3/2]* |       L20057
                       |           |   2 |    5 |          10.98985        |          0.00005     |                 |  58         :    30  2s2.2p.(2P*<3/2>).8s  2[3/2]* |       L20057
                       |           |     |      |                          |                      |                 |                                                    |              
2s2.2p.(2P*<3/2>).7f   | 2[9/2]    |   5 |   11 |         [10.99013]       |          0.00005     |                 | 100                                                |       L20057
                       |           |   4 |    9 |         [10.99015]       |          0.00005     |                 | 100                                                |       L20057
                       |           |     |      |                          |                      |                 |                                                    |              
2s2.2p.(2P*<3/2>).7f   | 2[3/2]    |   2 |    5 |          10.990624       |          0.000009    |                 | 100                                                |       L20057
                       |           |   1 |    3 |          10.990625       |          0.000009    |                 | 100                                                |       L20057
                       |           |     |      |                          |                      |                 |                                                    |              
2s2.2p.(2P*<3/2>).7d   | 2[1/2]*   |   1 |    3 |          10.99081        |          0.00004     |                 |  76         :    11  2s2.2p.(2P*<3/2>).7d  2[3/2]* |       L20057
                       |           |   0 |    1 |          10.99100        |          0.00021     |                 |  96                                                |       L20057
                       |           |     |      |                          |                      |                 |                                                    |              
2s2.2p.(2P*<1/2>).8p   | 2[3/2]    |   1 |    3 |          11.005709       |          0.000007    |                 |  79         :    17  2s2.2p.(2P*<1/2>).8p  2[1/2]  |       L20057
                       |           |     |      |                          |                      |                 |                                                    |              
2s2.2p.(2P*<1/2>).8p   | 2[1/2]    |   2 |    5 |         [11.0084]        |          0.0006      |                 |  77         :    21  2s2.2p.(2P*<3/2>).8p  2[5/2]  |       L20057
                       |           |   1 |    3 |          11.008664       |          0.000005    |                 |  69         :    19  2s2.2p.(2P*<1/2>).8p  2[3/2]  |       L20057
                       |           |     |      |                          |                      |                 |                                                    |              
2s2.2p.(2P*<3/2>).8p   | 2[5/2]    |   3 |    7 |          11.014279       |          0.000005    |                 |  98                                                |       L20057
                       |           |   2 |    5 |          11.023878       |          0.000005    |                 |  61         :    13  2s2.2p.(2P*<1/2>).8p  2[3/2]  |       L20057
                       |           |     |      |                          |                      |                 |                                                    |              
2s2.2p.(2P*<3/2>).8p   | 2[3/2]    |   2 |    5 |          11.018972       |          0.000004    |                 |  87         :     7  2s2.2p.(2P*<3/2>).8p  2[5/2]  |       L20057
                       |           |     |      |                          |                      |                 |                                                    |              
2s2.2p.(2P*<3/2>).8p   | 2[1/2]    |   0 |    1 |          11.029715       |          0.000005    |                 |  42         :    20  2s2.2p.(2P*<3/2>).9p  2[1/2]  |       L20057
                       |           |     |      |                          |                      |                 |                                                    |              
2s2.2p.(2P*<1/2>).8d   | 2[5/2]*   |   2 |    5 |          11.041310       |          0.000005    |                 |  67         :    24  2s2.2p.(2P*<1/2>).8d  2[3/2]* |       L20057
                       |           |   3 |    7 |          11.044755       |          0.000024    |                 |  98                                                |       L20057
                       |           |     |      |                          |                      |                 |                                                    |              
2s2.2p.(2P*<1/2>).8d   | 2[3/2]*   |   2 |    5 |          11.0447         |          0.0003      |                 |  62         :    32  2s2.2p.(2P*<1/2>).8d  2[5/2]* |       L20057
                       |           |   1 |    3 |          11.045907       |          0.000015    |                 |  89         :     8  2s2.2p.(2P*<1/2>).9s  2[1/2]* |       L20057
                       |           |     |      |                          |                      |                 |                                                    |              
2s2.2p.(2P*<1/2>).9s   | 2[1/2]*   |   0 |    1 |          11.044716       |          0.000006    |                 |  98                                                |       L20057
                       |           |   1 |    3 |          11.045181       |          0.000006    |                 |  89         :     8  2s2.2p.(2P*<1/2>).8d  2[3/2]* |       L20057
                       |           |     |      |                          |                      |                 |                                                    |              
2s2.2p.(2P*<1/2>).8f   | 2[5/2]    |   2 |    5 |          11.047216       |          0.000004    |                 | 100                                                |       L20057
                       |           |   3 |    7 |          11.047219       |          0.000011    |                 |  99                                                |       L20057
                       |           |     |      |                          |                      |                 |                                                    |              
2s2.2p.(2P*<1/2>).8f   | 2[7/2]    |   3 |    7 |          11.047224       |          0.000011    |                 |  99                                                |       L20057
                       |           |   4 |    9 |          11.047224       |          0.000011    |                 | 100                                                |       L20057
                       |           |     |      |                          |                      |                 |                                                    |              
2s2.2p.(2P*<3/2>).9s   | 2[3/2]*   |   2 |    5 |          11.04971        |          0.00021     |                 |  65         :    28  2s2.2p.(2P*<3/2>).8d  2[3/2]* |       L20057
                       |           |   1 |    3 |          11.053111       |          0.000005    |                 |  59         :    21  2s2.2p.(2P*<3/2>).8d  2[3/2]* |       L20057
                       |           |     |      |                          |                      |                 |                                                    |              
2s2.2p.(2P*<3/2>).8d   | 2[7/2]*   |   4 |    9 |         [11.051527]      |          0.000010    |                 | 100                                                |       L20057
                       |           |   3 |    7 |          11.053899       |          0.000005    |                 |  79         :    19  2s2.2p.(2P*<3/2>).8d  2[5/2]* |       L20057
                       |           |     |      |                          |                      |                 |                                                    |              
2s2.2p.(2P*<3/2>).8d   | 2[5/2]*   |   2 |    5 |          11.052284       |          0.000004    |                 |  84         :     8  2s2.2p.(2P*<1/2>).8d  2[3/2]* |       L20057
                       |           |   3 |    7 |          11.052451       |          0.000024    |                 |  81         :    19  2s2.2p.(2P*<3/2>).8d  2[7/2]* |       L20057
                       |           |     |      |                          |                      |                 |                                                    |              
2s2.2p.(2P*<3/2>).8f   | 2[7/2]    |   4 |    9 |          11.054698       |          0.000011    |                 | 100                                                |       L20057
                       |           |   3 |    7 |          11.054698       |          0.000011    |                 | 100                                                |       L20057
                       |           |     |      |                          |                      |                 |                                                    |              
2s2.2p.(2P*<3/2>).8d   | 2[3/2]*   |   2 |    5 |          11.05475        |          0.00005     |                 |  59         :    32  2s2.2p.(2P*<3/2>).9s  2[3/2]* |       L20057
                       |           |   1 |    3 |          11.055019       |          0.000005    |                 |  66         :    31  2s2.2p.(2P*<3/2>).9s  2[3/2]* |       L20057
                       |           |     |      |                          |                      |                 |                                                    |              
2s2.2p.(2P*<3/2>).8f   | 2[5/2]    |   3 |    7 |         [11.055041]      |          0.000024    |                 |  99                                                |       L20057
                       |           |   2 |    5 |         [11.055041]      |          0.000024    |                 | 100                                                |       L20057
                       |           |     |      |                          |                      |                 |                                                    |              
2s2.2p.(2P*<3/2>).8f   | 2[9/2]    |   4 |    9 |         [11.05532]       |          0.00006     |                 | 100                                                |       L20057
                       |           |   5 |   11 |         [11.05532]       |          0.00006     |                 | 100                                                |       L20057
                       |           |     |      |                          |                      |                 |                                                    |              
2s2.2p.(2P*<3/2>).8d   | 2[1/2]*   |   0 |    1 |          11.05557        |          0.00021     |                 |  97                                                |       L20057
                       |           |   1 |    3 |          11.055672       |          0.000024    |                 |  79         :    10  2s2.2p.(2P*<3/2>).8d  2[3/2]* |       L20057
                       |           |     |      |                          |                      |                 |                                                    |              
2s2.2p.(2P*<3/2>).8f   | 2[3/2]    |   2 |    5 |         [11.05566]       |          0.00003     |                 | 100                                                |       L20057
                       |           |   1 |    3 |         [11.05566]       |          0.00003     |                 | 100                                                |       L20057
                       |           |     |      |                          |                      |                 |                                                    |              
2s2.2p.(2P*<1/2>).9p   | 2[3/2]    |   1 |    3 |          11.063411       |          0.000005    |                 |  83         :    14  2s2.2p.(2P*<1/2>).9p  2[1/2]  |       L20057
                       |           |     |      |                          |                      |                 |                                                    |              
2s2.2p.(2P*<3/2>).9p   | 2[5/2]    |   3 |    7 |          11.071681       |          0.000005    |                 |  98                                                |       L20057
                       |           |   2 |    5 |          11.078002       |          0.000005    |                 |  60         :    11  2s2.2p.(2P*<3/2>).9p  2[3/2]  |       L20057
                       |           |     |      |                          |                      |                 |                                                    |              
2s2.2p.(2P*<3/2>).9p   | 2[1/2]    |   0 |    1 |          11.081910       |          0.000005    |                 |  37         :    22  2s2.2p.(2P*<3/2>).10p 2[1/2]  |       L20057
                       |           |     |      |                          |                      |                 |                                                    |              
2s2.2p.(2P*<1/2>).9d   | 2[5/2]*   |   2 |    5 |          11.088092       |          0.000005    |                 |  76         :    19  2s2.2p.(2P*<1/2>).9d  2[3/2]* |       L20057
                       |           |   3 |    7 |          11.090329       |          0.000024    |                 |  99                                                |       L20057
                       |           |     |      |                          |                      |                 |                                                    |              
2s2.2p.(2P*<1/2>).10s  | 2[1/2]*   |   0 |    1 |          11.09021        |          0.00021     |                 |  99                                                |       L20057
                       |           |   1 |    3 |          11.090616       |          0.000006    |                 |  50         :    48  2s2.2p.(2P*<1/2>).9d  2[3/2]* |       L20057
                       |           |     |      |                          |                      |                 |                                                    |              
2s2.2p.(2P*<1/2>).9d   | 2[3/2]*   |   2 |    5 |          11.09021        |          0.00021     |                 |  73         :    23  2s2.2p.(2P*<1/2>).9d  2[5/2]* |       L20057
                       |           |   1 |    3 |          11.091149       |          0.000020    |                 |  50         :    48  2s2.2p.(2P*<1/2>).10s 2[1/2]* |       L20057
                       |           |     |      |                          |                      |                 |                                                    |              
2s2.2p.(2P*<3/2>).9d   | 2[7/2]*   |   4 |    9 |         [11.097328]      |          0.000011    |                 | 100                                                |       L20057
                       |           |   3 |    7 |          11.098960       |          0.000005    |                 |  79         :    20  2s2.2p.(2P*<3/2>).9d  2[5/2]* |       L20057
                       |           |     |      |                          |                      |                 |                                                    |              
2s2.2p.(2P*<3/2>).9d   | 2[5/2]*   |   2 |    5 |          11.097883       |          0.000005    |                 |  85         :     7  2s2.2p.(2P*<3/2>).9d  2[3/2]* |       L20057
                       |           |   3 |    7 |          11.09825        |          0.00010     |                 |  80         :    20  2s2.2p.(2P*<3/2>).9d  2[7/2]* |       L20057
                       |           |     |      |                          |                      |                 |                                                    |              
2s2.2p.(2P*<3/2>).10s  | 2[3/2]*   |   1 |    3 |          11.098407       |          0.000021    |                 |  59         :    27  2s2.2p.(2P*<3/2>).9d  2[3/2]* |       L20057
                       |           |     |      |                          |                      |                 |                                                    |              
2s2.2p.(2P*<3/2>).9d   | 2[3/2]*   |   2 |    5 |          11.09949        |          0.00010     |                 |  62         :    31  2s2.2p.(2P*<3/2>).10s 2[3/2]* |       L20057
                       |           |   1 |    3 |          11.099755       |          0.000006    |                 |  63         :    35  2s2.2p.(2P*<3/2>).10s 2[3/2]* |       L20057
                       |           |     |      |                          |                      |                 |                                                    |              
2s2.2p.(2P*<3/2>).9d   | 2[1/2]*   |   1 |    3 |          11.09995        |          0.00006     |                 |  84         :     8  2s2.2p.(2P*<3/2>).9d  2[3/2]* |       L20057
                       |           |   0 |    1 |          11.10022        |          0.00021     |                 |  98                                                |       L20057
                       |           |     |      |                          |                      |                 |                                                    |              
2s2.2p.(2P*<1/2>).10p  | 2[3/2]    |   1 |    3 |          11.103472       |          0.000005    |                 |  85         :    13  2s2.2p.(2P*<1/2>).10p 2[1/2]  |       L20057
                       |           |     |      |                          |                      |                 |                                                    |              
2s2.2p.(2P*<3/2>).10p  | 2[5/2]    |   3 |    7 |          11.111599       |          0.000005    |                 |  99                                                |       L20057
                       |           |     |      |                          |                      |                 |                                                    |              
2s2.2p.(2P*<3/2>).10p  | 2[1/2]    |   0 |    1 |          11.118671       |          0.000005    |                 |  32         :    31  2s2.2p.(2P*<1/2>).11p 2[1/2]  |       L20057
                       |           |     |      |                          |                      |                 |                                                    |              
2s2.2p.(2P*<1/2>).10d  | 2[5/2]*   |   2 |    5 |          11.12113        |          0.00004     |                 |  82         :    15  2s2.2p.(2P*<1/2>).10d 2[3/2]* |       L20057
                       |           |   3 |    7 |          11.122796       |          0.000024    |                 |  99                                                |       L20057
                       |           |     |      |                          |                      |                 |                                                    |              
2s2.2p.(2P*<1/2>).11s  | 2[1/2]*   |   1 |    3 |          11.12273        |          0.00021     |                 |  98                                                |       L20057
                       |           |   0 |    1 |          11.12287        |          0.00021     |                 |  99                                                |       L20057
                       |           |     |      |                          |                      |                 |                                                    |              
2s2.2p.(2P*<1/2>).10d  | 2[3/2]*   |   2 |    5 |          11.12302        |          0.00007     |                 |  80         :    17  2s2.2p.(2P*<1/2>).10d 2[5/2]* |       L20057
                       |           |   1 |    3 |          11.123407       |          0.000019    |                 |  98                                                |       L20057
                       |           |     |      |                          |                      |                 |                                                    |              
2s2.2p.(2P*<3/2>).10d  | 2[7/2]*   |   4 |    9 |         [11.130008]      |          0.000011    |                 | 100                                                |       L20057
                       |           |   3 |    7 |          11.13119        |          0.00005     |                 |  79         :    20  2s2.2p.(2P*<3/2>).10d 2[5/2]* |       L20057
                       |           |     |      |                          |                      |                 |                                                    |              
2s2.2p.(2P*<3/2>).10d  | 2[5/2]*   |   2 |    5 |          11.130420       |          0.000007    |                 |  86         :     9  2s2.2p.(2P*<3/2>).10d 2[3/2]* |       L20057
                       |           |   3 |    7 |          11.13046        |          0.00006     |                 |  80         :    20  2s2.2p.(2P*<3/2>).10d 2[7/2]* |       L20057
                       |           |     |      |                          |                      |                 |                                                    |              
2s2.2p.(2P*<3/2>).10d  | 2[3/2]*   |   1 |    3 |          11.131683       |          0.000017    |                 |  75         :    23  2s2.2p.(2P*<3/2>).11s 2[3/2]* |       L20057
                       |           |   2 |    5 |          11.13177        |          0.00005     |                 |  51         :    43  2s2.2p.(2P*<3/2>).11s 2[3/2]* |       L20057
                       |           |     |      |                          |                      |                 |                                                    |              
2s2.2p.(2P*<3/2>).10d  | 2[1/2]*   |   1 |    3 |          11.13172        |          0.00009     |                 |  61         :    23  2s2.2p.(2P*<3/2>).11s 2[3/2]* |       L20057
                       |           |   0 |    1 |          11.1320         |          0.0003      |                 |  98                                                |       L20057
                       |           |     |      |                          |                      |                 |                                                    |              
2s2.2p.(2P*<1/2>).11p  | 2[3/2]    |   1 |    3 |          11.132446       |          0.000014    |                 |  86         :    12  2s2.2p.(2P*<1/2>).11p 2[1/2]  |       L20057
                       |           |     |      |                          |                      |                 |                                                    |              
2s2.2p.(2P*<1/2>).11d  | 2[5/2]*   |   2 |    5 |          11.14563        |          0.00015     |                 |  86         :    12  2s2.2p.(2P*<1/2>).11d 2[3/2]* |       L20057
                       |           |   3 |    7 |          11.146805       |          0.000024    |                 |  99                                                |       L20057
                       |           |     |      |                          |                      |                 |                                                    |              
2s2.2p.(2P*<1/2>).12s  | 2[1/2]*   |   1 |    3 |          11.14660        |          0.00014     |                 |  88         :    11  2s2.2p.(2P*<1/2>).11d 2[3/2]* |       L20057
                       |           |   0 |    1 |          11.14685        |          0.00021     |                 |  99                                                |       L20057
                       |           |     |      |                          |                      |                 |                                                    |              
2s2.2p.(2P*<1/2>).11d  | 2[3/2]*   |   2 |    5 |          11.14685        |          0.00021     |                 |  85         :    13  2s2.2p.(2P*<1/2>).11d 2[5/2]* |       L20057
                       |           |   1 |    3 |          11.14699        |          0.00004     |                 |  88         :    11  2s2.2p.(2P*<1/2>).12s 2[1/2]* |       L20057
                       |           |     |      |                          |                      |                 |                                                    |              
2s2.2p.(2P*<3/2>).11d  | 2[5/2]*   |   2 |    5 |          11.154448       |          0.000007    |                 |  85         :    11  2s2.2p.(2P*<3/2>).11d 2[3/2]* |       L20057
                       |           |   3 |    7 |          11.1549         |          0.0004      |                 |  79         :    21  2s2.2p.(2P*<3/2>).11d 2[7/2]* |       L20057
                       |           |     |      |                          |                      |                 |                                                    |              
2s2.2p.(2P*<3/2>).12s  | 2[3/2]*   |   1 |    3 |          11.154766       |          0.000017    |                 |  61         :    22  2s2.2p.(2P*<3/2>).11d 2[3/2]* |       L20057
                       |           |     |      |                          |                      |                 |                                                    |              
2s2.2p.(2P*<3/2>).11d  | 2[7/2]*   |   3 |    7 |          11.155031       |          0.000024    |                 |  79         :    21  2s2.2p.(2P*<3/2>).11d 2[5/2]* |       L20057
                       |           |     |      |                          |                      |                 |                                                    |              
2s2.2p.(2P*<3/2>).11d  | 2[3/2]*   |   1 |    3 |          11.155419       |          0.000021    |                 |  68         :    31  2s2.2p.(2P*<3/2>).12s 2[3/2]* |       L20057
                       |           |   2 |    5 |          11.1556         |          0.0003      |                 |  59         :    34  2s2.2p.(2P*<3/2>).12s 2[3/2]* |       L20057
                       |           |     |      |                          |                      |                 |                                                    |              
2s2.2p.(2P*<3/2>).11d  | 2[1/2]*   |   0 |    1 |          11.1556         |          0.0003      |                 |  98                                                |       L20057
                       |           |   1 |    3 |          11.15559        |          0.00005     |                 |  82         :     9  2s2.2p.(2P*<3/2>).11d 2[3/2]* |       L20057
                       |           |     |      |                          |                      |                 |                                                    |              
2s2.2p.(2P*<1/2>).13s  | 2[1/2]*   |   1 |    3 |          11.16495        |          0.00021     |                 |  99                                                |       L20057
                       |           |   0 |    1 |          11.16498        |          0.00021     |                 |  99                                                |       L20057
                       |           |     |      |                          |                      |                 |                                                    |              
2s2.2p.(2P*<1/2>).12d  | 2[5/2]*   |   3 |    7 |          11.164967       |          0.000024    |                 |  99                                                |       L20057
                       |           |     |      |                          |                      |                 |                                                    |              
2s2.2p.(2P*<1/2>).12d  | 2[3/2]*   |   2 |    5 |          11.16498        |          0.00021     |                 |  88         :    10  2s2.2p.(2P*<1/2>).12d 2[5/2]* |       L20057
                       |           |   1 |    3 |          11.165320       |          0.000017    |                 |  99                                                |       L20057
                       |           |     |      |                          |                      |                 |                                                    |              
2s2.2p.(2P*<3/2>).12d  | 2[5/2]*   |   2 |    5 |          11.17232        |          0.00019     |                 |  85         :    12  2s2.2p.(2P*<3/2>).12d 2[3/2]* |       L20057
                       |           |   3 |    7 |          11.17271        |          0.00007     |                 |  79         :    21  2s2.2p.(2P*<3/2>).12d 2[7/2]* |       L20057
                       |           |     |      |                          |                      |                 |                                                    |              
2s2.2p.(2P*<3/2>).13s  | 2[3/2]*   |   1 |    3 |          11.17290        |          0.00006     |                 |  53         :    36  2s2.2p.(2P*<3/2>).12d 2[1/2]* |       L20057
                       |           |     |      |                          |                      |                 |                                                    |              
2s2.2p.(2P*<3/2>).12d  | 2[7/2]*   |   3 |    7 |          11.17315        |          0.00004     |                 |  78         :    21  2s2.2p.(2P*<3/2>).12d 2[5/2]* |       L20057
                       |           |     |      |                          |                      |                 |                                                    |              
2s2.2p.(2P*<3/2>).12d  | 2[1/2]*   |   0 |    1 |          11.1732         |          0.0003      |                 |  98                                                |       L20057
                       |           |   1 |    3 |          11.17327        |          0.00017     |                 |  61         :    25  2s2.2p.(2P*<3/2>).13s 2[3/2]* |       L20057
                       |           |     |      |                          |                      |                 |                                                    |              
2s2.2p.(2P*<3/2>).12d  | 2[3/2]*   |   2 |    5 |          11.17327        |          0.00017     |                 |  47         :    47  2s2.2p.(2P*<3/2>).13s 2[3/2]* |       L20057
                       |           |   1 |    3 |          11.173440       |          0.000019    |                 |  76         :    22  2s2.2p.(2P*<3/2>).13s 2[3/2]* |       L20057
                       |           |     |      |                          |                      |                 |                                                    |              
2s2.2p.(2P*<1/2>).14s  | 2[1/2]*   |   1 |    3 |          11.1788         |          0.0003      |                 |  99                                                |       L20057
                       |           |   0 |    1 |          11.17921        |          0.00021     |                 |  99                                                |       L20057
                       |           |     |      |                          |                      |                 |                                                    |              
2s2.2p.(2P*<1/2>).13d  | 2[5/2]*   |   3 |    7 |          11.17911        |          0.00004     |                 |  99                                                |       L20057
                       |           |     |      |                          |                      |                 |                                                    |              
2s2.2p.(2P*<1/2>).13d  | 2[3/2]*   |   2 |    5 |          11.17921        |          0.00021     |                 |  90         :     8  2s2.2p.(2P*<1/2>).13d 2[5/2]* |       L20057
                       |           |   1 |    3 |          11.179408       |          0.000016    |                 |  99                                                |       L20057
                       |           |     |      |                          |                      |                 |                                                    |              
2s2.2p.(2P*<3/2>).13d  | 2[5/2]*   |   3 |    7 |          11.18693        |          0.00021     |                 |  77         :    22  2s2.2p.(2P*<3/2>).13d 2[7/2]* |       L20057
                       |           |   2 |    5 |          11.18697        |          0.00012     |                 |  83         :    13  2s2.2p.(2P*<3/2>).13d 2[3/2]* |       L20057
                       |           |     |      |                          |                      |                 |                                                    |              
2s2.2p.(2P*<3/2>).14s  | 2[3/2]*   |   1 |    3 |          11.187064       |          0.000024    |                 |  44         :    39  2s2.2p.(2P*<3/2>).13d 2[1/2]* |       L20057
                       |           |     |      |                          |                      |                 |                                                    |              
2s2.2p.(2P*<3/2>).13d  | 2[1/2]*   |   0 |    1 |          11.1871         |          0.0004      |                 |  97                                                |       L20057
                       |           |   1 |    3 |          11.1871         |          0.0004      |                 |  57         :    37  2s2.2p.(2P*<3/2>).14s 2[3/2]* |       L20057
                       |           |     |      |                          |                      |                 |                                                    |              
2s2.2p.(2P*<3/2>).13d  | 2[3/2]*   |   2 |    5 |          11.18711        |          0.00005     |                 |  46         :    42  2s2.2p.(2P*<3/2>).14s 2[3/2]* |       L20057
                       |           |   1 |    3 |          11.187362       |          0.000019    |                 |  81         :    18  2s2.2p.(2P*<3/2>).14s 2[3/2]* |       L20057
                       |           |     |      |                          |                      |                 |                                                    |              
2s2.2p.(2P*<3/2>).13d  | 2[7/2]*   |   3 |    7 |          11.187197       |          0.000024    |                 |  76         :    22  2s2.2p.(2P*<3/2>).13d 2[5/2]* |       L20057
                       |           |     |      |                          |                      |                 |                                                    |              
2s2.2p.(2P*<1/2>).14d  | 2[3/2]*   |   2 |    5 |          11.19021        |          0.00010     |                 |  91         :     5  2s2.2p.(2P*<1/2>).14d 2[5/2]* |       L20057
                       |           |   1 |    3 |          11.19070        |          0.00003     |                 |  98                                                |       L20057
                       |           |     |      |                          |                      |                 |                                                    |              
2s2.2p.(2P*<1/2>).15s  | 2[1/2]*   |   0 |    1 |          11.19023        |          0.00021     |                 |  98                                                |       L20057
                       |           |   1 |    3 |          11.19047        |          0.00006     |                 |  98                                                |       L20057
                       |           |     |      |                          |                      |                 |                                                    |              
2s2.2p.(2P*<1/2>).14d  | 2[5/2]*   |   3 |    7 |          11.190390       |          0.000024    |                 |  99                                                |       L20057
                       |           |     |      |                          |                      |                 |                                                    |              
2s2.2p.(2P*<3/2>).14d  | 2[5/2]*   |   2 |    5 |          11.19800        |          0.00021     |                 |  65         :    17  2s2.2p.(2P*<3/2>).14d 2[3/2]* |       L20057
                       |           |   3 |    7 |          11.19800        |          0.00021     |                 |  58         :    34  2s2.2p.(2P*<3/2>).14d 2[7/2]* |       L20057
                       |           |     |      |                          |                      |                 |                                                    |              
2s2.2p.(2P*<3/2>).15s  | 2[3/2]*   |   1 |    3 |          11.19830        |          0.00006     |                 |  57         :    38  2s2.2p.(2P*<3/2>).14d 2[3/2]* |       L20057
                       |           |     |      |                          |                      |                 |                                                    |              
2s2.2p.(2P*<3/2>).14d  | 2[7/2]*   |   3 |    7 |          11.198335       |          0.000024    |                 |  38         :    34  2s2.2p.(2P*<1/2>).15d 2[5/2]* |       L20057
                       |           |     |      |                          |                      |                 |                                                    |              
