-------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
Spectrum  |     Observed     |       Ritz       |         Rel. |    Aki     | Acc. |     Ei           Ek     |           Lower level           |           Upper level           |  gi   gk  |Type|    TP  |            Line  |
          |    Wavelength    |    Wavelength    |         Int. |   (s^-1)   |      |    (eV)         (eV)    |---------------------------------|---------------------------------|           |    |   Ref. |            Ref.  |
          |     Air (nm)     |     Air (nm)     |              |            |      |                         | Conf.           | Term   | J    | Conf.           | Term   | J    |           |    |        |                  |
Ta I      |        614.4561  |        614.453+  |           65 | 2.43e+05   | B+   |  1.325431  -   3.342671 | 5d3.6s2         | a 2G   | 9/2  |                 | 269*   | 7/2  |  10 - 8   |    |  T4976 |     L7593,L3475  |
Ta I      |        615.2544  |        615.252+  |           30 |            |      |  3.438507  -   5.453126 | 5d3.6s.(5F).6p  | z 6F*  | 9/2  | 5d3.6s.(5F).7s  | e 6F   | 7/2  |  10 - 8   |    |        |     L7593,L3475  |
Ta I      |        615.4504  |        615.449+  |          130 |            |      |  1.236843  -   3.250819 | 5d4.(5D).6s     | a 6D   | 3/2  | 5d2.6s2.(3P).6p | z 4P*? | 5/2  |   4 - 6   |    |        |     L7593,L3475  |
Ta I      |        615.8841  |        615.883+  |           40 |            |      |  2.155232  -   4.167790 | 5d3.6s2         | a 2F   | 7/2  |                 | 336*   | 9/2  |   8 - 10  |    |        |     L7593,L3475  |
          |                  |                  |              |            |      |                         |                 |        |      |                 |        |      |           |    |        |                  |
Ta I      |        617.0538  |        617.044+  |           15 |            |      |  3.444358  -   5.453126 | 5d3.6s.(5F).6p  | z 6D*  | 7/2  | 5d3.6s.(5F).7s  | e 6F   | 7/2  |   8 - 8   |    |        |     L7593,L3475  |
Ta I      |        618.9663  |        618.967+  |           15 |            |      |  2.832151  -   4.834681 |                 | 228    | 3/2  |                 | 389*   | 3/2  |   4 - 4   |    |        |     L7593,L3475  |
Ta I      |        619.3108  |        619.310+  |           15 |            |      |  2.650907  -   4.652326 | 5d4.(5D).6s     | a 4D   | 3/2  |                 | 375*   | 3/2  |   4 - 4   |    |        |     L7593,L3475  |
Ta I      |        620.8372  |        620.843+  |           25 |            |      |  3.158907  -   5.155384 |                 | 254    | 3/2  | 5d4.(5D).6p     | y 6F*  | 5/2  |   4 - 6   |    |        |     L7593,L3475  |
Ta I      |        624.9791  |        624.982+  |           40 | 3.5e+05    | C+   |  1.595177  -   3.578433 | 5d3.6s2         | a 2D   | 5/2  |                 | 288*   | 5/2  |   6 - 6   |    |  T4976 |     L7593,L3475  |
          |                  |                  |              |            |      |                         |                 |        |      |                 |        |      |           |    |        |                  |
Ta I      |        625.6682  |        625.666+  |          150 |            |      |  0.752449  -   2.733535 | 5d3.6s2         | a 4P   | 3/2  | 5d2.6s2.(3P).6p | z 2D*  | 5/2  |   4 - 6   |    |        |     L7593,L3475  |
Ta I      |        625.8734  |        625.872+  |            5 | 3.3e+05    | C    |  2.135562  -   4.115996 | 5d3.6s2         | a 2F   | 5/2  | 5d3.6s.(5P).6p  | z 6P*  | 7/2  |   6 - 8   |    |  T4976 |           L7593  |
Ta I      |        626.8700  |        626.871+  |          150 |            |      |  1.516917  -   3.494197 | 5d4.(5D).6s     | a 6D   | 7/2  |                 | 281*   | 7/2  |   8 - 8   |    |        |     L7593,L3475  |
Ta I      |        627.8336  |        627.834+  |           50 |            |      |  2.622679  -   4.596926 | 5d4.(3H).6s     | a 4H   | 9/2  | 5d3.6s.(3H).6p  | z 4H*? | 9/2  |  10 - 10  |    |        |     L7593,L3475  |
Ta I      |        628.1334  |        628.132+  |           65 |            |      |  1.357654  -   3.330966 | 5d3.6s2         | a 2P   | 3/2  | 5d2.6s2.(3P).6p | z 4P*? | 1/2  |   4 - 2   |    |        |     L7593,L3475  |
          |                  |                  |              |            |      |                         |                 |        |      |                 |        |      |           |    |        |                  |
Ta I      |        628.7361  |        628.732+  |           15 |            |      |  2.680900  -   4.652326 | 5d4.(3G).6s     | a 4G   | 5/2  |                 | 375*   | 3/2  |   6 - 4   |    |        |     L7593,L3475  |
Ta I      |        628.791   |        628.792+  |           40 | 3.0e+05    | C+   |  1.516917  -   3.488157 | 5d4.(5D).6s     | a 6D   | 7/2  | 5d3.6s.(5F).6p  | y 4D*  | 5/2  |   8 - 6   |    |  T4976 |      L182,L3475  |
Ta I      |        628.9336  |        628.931+  |           40 | 1.84e+05   | B    |  1.325431  -   3.296235 | 5d3.6s2         | a 2G   | 9/2  | 5d3.6s.(5F).6p  | z 6F*  | 7/2  |  10 - 8   |    |  T4976 |     L7593,L3475  |
Ta I      |        630.9065  |        630.907+  |           50 |            |      |  2.915471  -   4.880102 | 5d4.(3H).6s     | a 4H   | 13/2 | 5d3.6s.(3H).6p  | z 4H*? | 13/2 |  14 - 14  |    |        |     L7593,L3475  |
Ta I      |        630.9579  |        630.958+  |          150 | 1.83e+06   | B+   |  1.357654  -   3.322127 | 5d3.6s2         | a 2P   | 3/2  | 5d3.6s.(5F).6p  | z 6D*  | 5/2  |   4 - 6   |    |  T4976 |     L7593,L3475  |
          |                  |                  |              |            |      |                         |                 |        |      |                 |        |      |           |    |        |                  |
Ta I      |        631.2237  |        631.218+  |          25c |            |      |  3.089426  -   5.053088 |                 | 249    | 7/2  |                 | 407*   | 7/2  |   8 - 8   |    |        |     L7593,L3475  |
Ta I      |        632.5083  |        632.510+  |           75 | 3.4e+05    | C+   |  0.750032  -   2.709683 | 5d3.6s2         | a 4P   | 1/2  | 5d3.6s.(5F).6p  | z 4F*  | 3/2  |   2 - 4   |    |  T4976 |     L7593,L3475  |
Ta I      |        633.2907  |        633.291+  |           50 | 1.38e+05   | C+   |  0.752449  -   2.709683 | 5d3.6s2         | a 4P   | 3/2  | 5d3.6s.(5F).6p  | z 4F*  | 3/2  |   4 - 4   |    |  T4976 |     L7593,L3475  |
Ta I      |        634.1173  |        634.115+  |           65 |            |      |  2.780787  -   4.735480 | 5d4.(3H).6s     | a 4H   | 11/2 | 5d3.6s.(3H).6p  | z 4H*? | 11/2 |  12 - 12  |    |        |     L7593,L3475  |
Ta I      |        634.602   |        634.598+  |           30 | 3.8e+05    | C+   |  1.209958  -   3.163163 | 5d4.(5D).6s     | a 6D   | 1/2  | 5d3.6s.(5F).6p  | y 4D*  | 1/2  |   2 - 2   |    |  T4976 |     L7593,L3475  |
          |                  |                  |              |            |      |                         |                 |        |      |                 |        |      |           |    |        |                  |
Ta I      |        635.6139  |        635.616+  |           75 |            |      |  1.147279  -   3.097355 | 5d3.6s2         | a 4P   | 5/2  | 5d3.6s.(5F).6p  | z 4F*  | 7/2  |   6 - 8   |    |        |     L7593,L3475  |
Ta I      |        636.0839  |        636.085+  |           65 | 4.63e+05   | B+   |  1.394032  -   3.342671 | 5d4.(5D).6s     | a 6D   | 5/2  |                 | 269*   | 7/2  |   6 - 8   |    |  T4976 |     L7593,L3475  |
Ta I      |        637.3055  |        637.303+  |           40 |            |      |  2.822030  -   4.766943 | 5d4.(3G).6s     | a 4G   | 7/2  | 5d3.6s.(3G).6p  | y 4F*? | 5/2  |   8 - 6   |    |        |     L7593,L3475  |
Ta I      |        637.9069  |        637.91+   |           15 |            |      |  2.86917?  -   4.812238 |                 | 231    | 11/2 | 5d3.6s.(3H).6p  | z 4G*? | 9/2  |  12 - 10  |    |        |     L7593,L3475  |
Ta I      |        638.9447  |        638.942+  |           90 | 1.17e+07   | C    |  2.622679  -   4.562604 | 5d4.(3H).6s     | a 4H   | 9/2  | 5d3.6s.(3H).6p  | z 4G*? | 7/2  |  10 - 8   |    |  T7871 |     L7593,L3475  |
          |                  |                  |              |            |      |                         |                 |        |      |                 |        |      |           |    |        |                  |
Ta I      |        639.2209  |        639.217+  |          23h | 2.10e+05   | B    |  1.357654  -   3.296744 | 5d3.6s2         | a 2P   | 3/2  | 5d2.6s2.(3P).6p | z 4P*? | 3/2  |   4 - 4   |    |  T4976 |     L7593,L3475  |
Ta I      |        642.860   |        642.862+  |           65 | 6.0e+05    | B+   |  1.394032  -   3.322127 | 5d4.(5D).6s     | a 6D   | 5/2  | 5d3.6s.(5F).6p  | z 6D*  | 5/2  |   6 - 6   |    |  T4976 |           L3475  |
Ta I      |        643.079   |        643.080+  |          250 | 2.88e+06   | B+   |  1.516917  -   3.444358 | 5d4.(5D).6s     | a 6D   | 7/2  | 5d3.6s.(5F).6p  | z 6D*  | 7/2  |   8 - 8   |    |  T4976 |           L3475  |
Ta I      |        643.736   |                  |           13 |            |      |                         |                 |        |      |                 |        |      |           |    |        |           L3475  |
Ta I      |        644.461   |        644.460+  |           40 |            |      |  2.559845  -   4.483161 | 5d4.(3H).6s     | a 4H   | 7/2  | 5d3.6s.(3H).6p  | z 4H*? | 7/2  |   8 - 8   |    |        |           L3475  |
          |                  |                  |              |            |      |                         |                 |        |      |                 |        |      |           |    |        |                  |
Ta I      |        644.587   |        644.588+  |           30 |            |      |  2.964820  -   4.887755 | 5d4.(3G).6s     | a 4G   | 9/2  |                 | 394*   | 9/2  |  10 - 10  |    |        |           L3475  |
Ta I      |        645.036   |        645.038+  |          200 | 2.20e+06   | B+   |  1.516917  -   3.438507 | 5d4.(5D).6s     | a 6D   | 7/2  | 5d3.6s.(5F).6p  | z 6F*  | 9/2  |   8 - 10  |    |  T4976 |           L3475  |
Ta I      |        645.583   |        645.583+  |           20 | 1.45e+05   | B+   |  1.147279  -   3.067249 | 5d3.6s2         | a 4P   | 5/2  | 5d3.6s.(5F).6p  | z 6D*  | 3/2  |   6 - 4   |    |  T4976 |           L3475  |
Ta I      |        645.992   |        645.994+  |           30 |            |      |  1.203314  -   3.122061 | 5d3.6s2         | a 2G   | 7/2  | 5d3.6s.(5F).6p  | z 6F*  | 5/2  |   8 - 6   |    |        |           L3475  |
Ta I      |        648.537   |        648.531+  |         380* | 5.8e+06    | B+   |  1.655369  -   3.566610 | 5d4.(5D).6s     | a 6D   | 9/2  | 5d3.6s.(5F).6p  | z 6D*  | 9/2  |  10 - 10  |    |  T4976 |           L3475  |
          |                  |                  |              |            |      |                         |                 |        |      |                 |        |      |           |    |        |                  |
Ta I      |        648.537   |        648.534+  |         380* |            |      |  3.089426  -   5.000658 |                 | 249    | 7/2  |                 | 403*   | 7/2  |   8 - 8   |    |        |           L3475  |
Ta I      |        650.243   |        650.246+  |          18h |            |      |  0.249221  -   2.155422 | 5d3.6s2         | a 4F   | 5/2  | 5d3.6s.(5F).6p  | z 6G*  | 3/2  |   6 - 4   |    |        |           L3475  |
Ta I      |        650.552   |        650.547+  |           65 | 6.e+06     | E    |  2.559845  -   4.465163 | 5d4.(3H).6s     | a 4H   | 7/2  | 5d3.6s.(3H).6p  | z 4G*? | 5/2  |   8 - 6   |    |  T7871 |           L3475  |
Ta I      |        651.439   |        651.439+  |          100 | 2.15e+06   | B+   |  1.394032  -   3.296744 | 5d4.(5D).6s     | a 6D   | 5/2  | 5d2.6s2.(3P).6p | z 4P*? | 3/2  |   6 - 4   |    |  T4976 |           L3475  |
Ta I      |        651.610   |        651.613+  |          100 | 1.25e+06   | B+   |  1.394032  -   3.296235 | 5d4.(5D).6s     | a 6D   | 5/2  | 5d3.6s.(5F).6p  | z 6F*  | 7/2  |   6 - 8   |    |  T4976 |           L3475  |
          |                  |                  |              |            |      |                         |                 |        |      |                 |        |      |           |    |        |                  |
Ta I      |        656.160   |        656.158+  |          25h |            |      |  1.325431  -   3.214456 | 5d3.6s2         | a 2G   | 9/2  | 5d3.6s.(5F).6p  | z 4F*  | 9/2  |  10 - 10  |    |        |           L3475  |
Ta I      |        656.426   |        656.421+  |         25cw |            |      |  2.559845  -   4.448115 | 5d4.(3H).6s     | a 4H   | 7/2  |                 | 358*   | 5/2  |   8 - 6   |    |        |           L3475  |
Ta I      |        657.484   |        657.483+  |          100 |            |      |  1.236843  -   3.122061 | 5d4.(5D).6s     | a 6D   | 3/2  | 5d3.6s.(5F).6p  | z 6F*  | 5/2  |   4 - 6   |    |        |           L3475  |
Ta I      |        658.513   |        658.509+  |           10 |            |      |  2.822030  -   4.704313 | 5d4.(3G).6s     | a 4G   | 7/2  | 5d3.6s.(3H).6p  | z 4I*? | 9/2  |   8 - 10  |    |        |           L3475  |
Ta I      |        658.716   |        658.712+  |          15c |            |      |  2.680900  -   4.562604 | 5d4.(3G).6s     | a 4G   | 5/2  | 5d3.6s.(3H).6p  | z 4G*? | 7/2  |   6 - 8   |    |        |           L3475  |
          |                  |                  |              |            |      |                         |                 |        |      |                 |        |      |           |    |        |                  |
Ta I      |        661.195   |        661.190+  |          110 | 1.88e+06   | C+   |  1.394032  -   3.268681 | 5d4.(5D).6s     | a 6D   | 5/2  | 5d3.6s.(5F).6p  | y 4D*  | 3/2  |   6 - 4   |    |  T4976 |           L3475  |
Ta I      |        662.130   |        662.126+  |           75 | 3.03e+05   | B    |  0.752449  -   2.624449 | 5d3.6s2         | a 4P   | 3/2  | 5d2.6s2.(3F).6p | z 4D*  | 5/2  |   4 - 6   |    |  T4976 |           L3475  |
Ta I      |        666.224   |        666.225+  |         15cw |            |      |  2.622679  -   4.483161 | 5d4.(3H).6s     | a 4H   | 9/2  | 5d3.6s.(3H).6p  | z 4H*? | 7/2  |  10 - 8   |    |        |           L3475  |
Ta I      |        667.373   |        667.370+  |          100 | 9.0e+05    | B+   |  1.209958  -   3.067249 | 5d4.(5D).6s     | a 6D   | 1/2  | 5d3.6s.(5F).6p  | z 6D*  | 3/2  |   2 - 4   |    |  T4976 |           L3475  |
Ta I      |        667.553   |        667.551+  |          180 |            |      |  1.394032  -   3.250819 | 5d4.(5D).6s     | a 6D   | 5/2  | 5d2.6s2.(3P).6p | z 4P*? | 5/2  |   6 - 6   |    |        |           L3475  |
          |                  |                  |              |            |      |                         |                 |        |      |                 |        |      |           |    |        |                  |
Ta I      |        668.400   |        668.392+  |           30 |            |      |  2.680900  -   4.535349 | 5d4.(3G).6s     | a 4G   | 5/2  | 5d3.6s.(3G).6p  | y 4F*? | 3/2  |   6 - 4   |    |        |           L3475  |
Ta I      |        669.361   |        669.354+  |           15 |            |      |  2.915159  -   4.766943 | 5d4.(a 3F).6s   | b 4F   | 5/2  | 5d3.6s.(3G).6p  | y 4F*? | 5/2  |   6 - 6   |    |        |           L3475  |
Ta I      |        670.646   |        670.638+  |           15 | 1.30e+05   | C+   |  1.873915  -   3.722154 | 5d3.6s2         | a 2H   | 11/2 |                 | 300*   | 9/2  |  12 - 10  |    |  T4976 |           L3475  |
Ta I      |        670.939   |        670.936+  |           25 |            |      |  2.964820  -   4.812238 | 5d4.(3G).6s     | a 4G   | 9/2  | 5d3.6s.(3H).6p  | z 4G*? | 9/2  |  10 - 10  |    |        |           L3475  |
Ta I      |        671.444   |        671.447+  |          10* |            |      |  3.226409  -   5.072420 | 5d4.(3G).6s     | a 4G   | 11/2 | 5d3.6s.(3H).6p  | z 4I*? | 13/2 |  12 - 14  |    |        |           L3475  |
          |                  |                  |              |            |      |                         |                 |        |      |                 |        |      |           |    |        |                  |
Ta I      |        671.444   |        671.446+  |          10* |            |      |  3.062248  -   4.908263 |                 | 246    | 1/2  | 5d4.(5D).6p     | y 6F*  | 3/2  |   2 - 4   |    |        |           L3475  |
Ta I      |        672.361   |        672.360+  |          15h |            |      |  2.822030  -   4.665537 | 5d4.(3G).6s     | a 4G   | 7/2  |                 | 376*   | 5/2  |   8 - 6   |    |        |           L3475  |
Ta I      |        674.073   |        674.070+  |          75c |            |      |  1.655369  -   3.494197 | 5d4.(5D).6s     | a 6D   | 9/2  |                 | 281*   | 7/2  |  10 - 8   |    |        |           L3475  |
Ta I      |        675.491   |        675.486+  |          40* |            |      |  3.322127  -   5.157102 | 5d3.6s.(5F).6p  | z 6D*  | 5/2  | 5d3.6s.(5F).7s  | e 6F   | 3/2  |   6 - 4   |    |        |           L3475  |
Ta I      |        675.491   |        675.487+  |          40* |            |      |  2.822030  -   4.657001 | 5d4.(3G).6s     | a 4G   | 7/2  |                 | 375*   | 7/2  |   8 - 8   |    |        |           L3475  |
          |                  |                  |              |            |      |                         |                 |        |      |                 |        |      |           |    |        |                  |
Ta I      |        675.585   |        675.585+  |          13c | 1.38e+05   | C+   |  1.462038  -   3.296744 | 5d3.6s2         | a 2P   | 1/2  | 5d2.6s2.(3P).6p | z 4P*? | 3/2  |   2 - 4   |    |  T4976 |           L3475  |
Ta I      |        677.037   |        677.037+  |           13 |            |      |  2.964820  -   4.795591 | 5d4.(3G).6s     | a 4G   | 9/2  | 5d3.6s.(3G).6p  | y 4G*? | 7/2  |  10 - 8   |    |        |           L3475  |
Ta I      |        677.174   |        677.172+  |           75 | 5.75e+05   | B+   |  1.236843  -   3.067249 | 5d4.(5D).6s     | a 6D   | 3/2  | 5d3.6s.(5F).6p  | z 6D*  | 3/2  |   4 - 4   |    |  T4976 |           L3475  |
Ta I      |        677.425   |        677.424+  |         40cw |            |      |  1.209958  -   3.039682 | 5d4.(5D).6s     | a 6D   | 1/2  | 5d3.6s.(5F).6p  | z 6D*  | 1/2  |   2 - 2   |    |        |           L3475  |
Ta I      |        678.899   |        678.897+  |         40cw | 2.14e+05   | B    |  1.516917  -   3.342671 | 5d4.(5D).6s     | a 6D   | 7/2  |                 | 269*   | 7/2  |   8 - 8   |    |  T4976 |           L3475  |
          |                  |                  |              |            |      |                         |                 |        |      |                 |        |      |           |    |        |                  |
Ta I      |        679.006   |        679.006+  |          13c |            |      |  3.089426  -   4.914887 |                 | 249    | 7/2  |                 | 396*   | 7/2  |   8 - 8   |    |        |           L3475  |
Ta I      |        679.927   |        679.927+  |           13 | 3.0e+04    | D+   |  0.752449  -   2.575439 | 5d3.6s2         | a 4P   | 3/2  | 5d2.6s2.(3P).6p | z 2D*  | 3/2  |   4 - 4   |    |  T4976 |           L3475  |
Ta I      |        681.046   |        681.041+  |          40c |            |      |  2.915471  -   4.735480 | 5d4.(3H).6s     | a 4H   | 13/2 | 5d3.6s.(3H).6p  | z 4H*? | 11/2 |  14 - 12  |    |        |           L3475  |
Ta I      |        681.325   |        681.324+  |         160c |            |      |  1.147279  -   2.966530 | 5d3.6s2         | a 4P   | 5/2  | 5d2.6s2.(3F).6p | z 4D*  | 7/2  |   6 - 8   |    |        |           L3475  |
Ta I      |        681.936   |        681.934+  |           20 |            |      |  2.622679  -   4.440304 | 5d4.(3H).6s     | a 4H   | 9/2  |                 | 358*   | 11/2 |  10 - 12  |    |        |           L3475  |
          |                  |                  |              |            |      |                         |                 |        |      |                 |        |      |           |    |        |                  |
Ta I      |        682.496   |        682.492+  |          18c |            |      |  2.780787  -   4.596926 | 5d4.(3H).6s     | a 4H   | 11/2 | 5d3.6s.(3H).6p  | z 4H*? | 9/2  |  12 - 10  |    |        |           L3475  |
Ta I      |        683.200   |        683.200+  |           13 |            |      |  2.650907  -   4.465163 | 5d4.(5D).6s     | a 4D   | 3/2  | 5d3.6s.(3H).6p  | z 4G*? | 5/2  |   4 - 6   |    |        |           L3475  |
Ta I      |        685.083   |        685.078+  |           15 |            |      |  2.622679  -   4.431961 | 5d4.(3H).6s     | a 4H   | 9/2  |                 | 357*   | 7/2  |  10 - 8   |    |        |           L3475  |
Ta I      |        686.513   |        686.510+  |           15 | 1.5e+05    | C    |  1.357654  -   3.163163 | 5d3.6s2         | a 2P   | 3/2  | 5d3.6s.(5F).6p  | y 4D*  | 1/2  |   4 - 2   |    |  T4976 |           L3475  |
Ta I      |        686.623   |        686.624+  |          210 | 2.58e+06   | B+   |  1.516917  -   3.322127 | 5d4.(5D).6s     | a 6D   | 7/2  | 5d3.6s.(5F).6p  | z 6D*  | 5/2  |   8 - 6   |    |  T4976 |           L3475  |
          |                  |                  |              |            |      |                         |                 |        |      |                 |        |      |           |    |        |                  |
Ta I      |        687.527   |        687.527+  |          180 |            |      |  1.236843  -   3.039682 | 5d4.(5D).6s     | a 6D   | 3/2  | 5d3.6s.(5F).6p  | z 6D*  | 1/2  |   4 - 2   |    |        |           L3475  |
Ta I      |        687.749   |        687.747+  |           40 |            |      |  2.680900  -   4.483161 | 5d4.(3G).6s     | a 4G   | 5/2  | 5d3.6s.(3H).6p  | z 4H*? | 7/2  |   6 - 8   |    |        |           L3475  |
Ta I      |        689.677   |        689.676+  |           15 |            |      |  1.325431  -   3.122652 | 5d3.6s2         | a 2G   | 9/2  |                 | 251*   | 9/2  |  10 - 10  |    |        |           L3475  |
Ta I      |        690.055   |        690.053+  |           40 |            |      |  3.226409  -   5.022647 | 5d4.(3G).6s     | a 4G   | 11/2 | 5d3.6s.(3H).6p  | z 4G*? | 11/2 |  12 - 12  |    |        |           L3475  |
Ta I      |        690.210   |        690.205+  |          150 |            |      |  1.209958  -   3.005801 | 5d4.(5D).6s     | a 6D   | 1/2  | 5d3.6s.(5F).6p  | z 6F*  | 3/2  |   2 - 4   |    |        |           L3475  |
          |                  |                  |              |            |      |                         |                 |        |      |                 |        |      |           |    |        |                  |
Ta I      |        692.738   |        692.74+   |          140 | 1.01e+06   | C+   |  1.655369  -   3.44465? | 5d4.(5D).6s     | a 6D   | 9/2  |                 | 277*   | 11/2 |  10 - 12  |    |  T4976 |           L3475  |
Ta I      |        692.854   |        692.849+  |          140 | 1.69e+06   | B+   |  1.655369  -   3.444358 | 5d4.(5D).6s     | a 6D   | 9/2  | 5d3.6s.(5F).6p  | z 6D*  | 7/2  |  10 - 8   |    |  T4976 |           L3475  |
Ta I      |        693.933   |        693.927+  |           8h |            |      |  3.294883  -   5.081094 | 5d4.(5D).6s     | a 4D   | 7/2  |                 | 409*   | 7/2  |   8 - 8   |    |        |           L3475  |
Ta I      |        694.687   |        694.685+  |          20c |            |      |  2.680900  -   4.465163 | 5d4.(3G).6s     | a 4G   | 5/2  | 5d3.6s.(3H).6p  | z 4G*? | 5/2  |   6 - 6   |    |        |           L3475  |
Ta I      |        695.126   |        695.123+  |           65 | 3.7e+05    | B    |  1.655369  -   3.438507 | 5d4.(5D).6s     | a 6D   | 9/2  | 5d3.6s.(5F).6p  | z 6F*  | 9/2  |  10 - 10  |    |  T4976 |           L3475  |
          |                  |                  |              |            |      |                         |                 |        |      |                 |        |      |           |    |        |                  |
Ta I      |        695.388   |        695.389+  |           45 | 8.3e+05    | C+   |  2.135562  -   3.918018 | 5d3.6s2         | a 2F   | 5/2  |                 | 316*   | 7/2  |   6 - 8   |    |  T4976 |           L3475  |
Ta I      |        696.613   |        696.615+  |          180 | 1.21e+06   | B+   |  1.516917  -   3.296235 | 5d4.(5D).6s     | a 6D   | 7/2  | 5d3.6s.(5F).6p  | z 6F*  | 7/2  |   8 - 8   |    |  T4976 |           L3475  |
Ta I      |        696.949   |        696.948+  |            8 | 2.9e+05    | C    |  2.622679  -   4.401148 | 5d4.(3H).6s     | a 4H   | 9/2  |                 | 354*   | 9/2  |  10 - 10  |    |  T4976 |           L3475  |
Ta I      |        697.131   |        697.133+  |           8c |            |      |  2.964820  -   4.742816 | 5d4.(3G).6s     | a 4G   | 9/2  |                 | 382*   | 7/2  |  10 - 8   |    |        |           L3475  |
Ta I      |        697.153   |        697.16+   |            9 |            |      |  2.650907  -   4.42884  | 5d4.(5D).6s     | a 4D   | 3/2  |                 | 357*   | 3/2  |   4 - 4   |    |        |           L3475  |
          |                  |                  |              |            |      |                         |                 |        |      |                 |        |      |           |    |        |                  |
Ta I      |        698.352   |        698.351+  |           23 |            |      |  2.822030  -   4.596926 | 5d4.(3G).6s     | a 4G   | 7/2  | 5d3.6s.(3H).6p  | z 4H*? | 9/2  |   8 - 10  |    |        |           L3475  |
Ta I      |        699.522   |        699.522+  |         110D |            |      |  1.325431  -   3.097355 | 5d3.6s2         | a 2G   | 9/2  | 5d3.6s.(5F).6p  | z 4F*  | 7/2  |  10 - 8   |    |        |           L3475  |
Ta I      |        699.549   |        699.550+  |         110D |            |      |  0.750032  -   2.521887 | 5d3.6s2         | a 4P   | 1/2  | 5d2.6s2.(3P).6p | z 2S*  | 1/2  |   2 - 2   |    |        |           L3475  |
Ta I      |        700.021   |        700.022+  |           20 |            |      |  2.964820  -   4.735480 | 5d4.(3G).6s     | a 4G   | 9/2  | 5d3.6s.(3H).6p  | z 4H*? | 11/2 |  10 - 12  |    |        |           L3475  |
Ta I      |        700.507   |        700.505+  |           40 |            |      |  0.752449  -   2.521887 | 5d3.6s2         | a 4P   | 3/2  | 5d2.6s2.(3P).6p | z 2S*  | 1/2  |   4 - 2   |    |        |           L3475  |
          |                  |                  |              |            |      |                         |                 |        |      |                 |        |      |           |    |        |                  |
Ta I      |        700.696   |        700.695+  |           75 |            |      |  1.236843  -   3.005801 | 5d4.(5D).6s     | a 6D   | 3/2  | 5d3.6s.(5F).6p  | z 6F*  | 3/2  |   4 - 4   |    |        |           L3475  |
Ta I      |        702.503   |        702.503+  |           50 |            |      |  1.357654  -   3.122061 | 5d3.6s2         | a 2P   | 3/2  | 5d3.6s.(5F).6p  | z 6F*  | 5/2  |   4 - 6   |    |        |           L3475  |
Ta I      |        703.151   |        703.148+  |           13 | 2.2e+05    | C+   |  2.155232  -   3.918018 | 5d3.6s2         | a 2F   | 7/2  |                 | 316*   | 7/2  |   8 - 8   |    |  T4976 |           L3475  |
Ta I      |        703.907   |        703.903+  |           40 |            |      |  2.780787  -   4.541684 | 5d4.(3H).6s     | a 4H   | 11/2 |                 | 366*   | 9/2  |  12 - 10  |    |        |           L3475  |
Ta I      |        708.130   |        708.133+  |          15h |            |      |  2.915159  -   4.665537 | 5d4.(a 3F).6s   | b 4F   | 5/2  |                 | 376*   | 5/2  |   6 - 6   |    |        |           L3475  |
          |                  |                  |              |            |      |                         |                 |        |      |                 |        |      |           |    |        |                  |
Ta I      |        708.540   |        708.539+  |           20 | 4.7e+04    | C+   |  1.147279  -   2.896654 | 5d3.6s2         | a 4P   | 5/2  | 5d3.6s.(5F).6p  | z 4F*  | 5/2  |   6 - 6   |    |  T4976 |           L3475  |
Ta I      |        709.302   |        709.302+  |           23 | 1.26e+05   | C+   |  1.595177  -   3.342671 | 5d3.6s2         | a 2D   | 5/2  |                 | 269*   | 7/2  |   6 - 8   |    |  T4976 |           L3475  |
Ta I      |        710.805   |        710.801+  |           8* |            |      |  2.822030  -   4.565838 | 5d4.(3G).6s     | a 4G   | 7/2  | 5d3.6s.(3G).6p  | y 4G*? | 5/2  |   8 - 6   |    |        |           L3475  |
Ta I      |        710.805   |        710.808+  |           8* |            |      |  2.622679  -   4.366468 | 5d4.(3H).6s     | a 4H   | 9/2  |                 | 352*   | 9/2  |  10 - 10  |    |        |           L3475  |
Ta I      |        711.752   |        711.751+  |          15c |            |      |  3.146274  -   4.887755 |                 | 253    | 9/2  |                 | 394*   | 9/2  |  10 - 10  |    |        |           L3475  |
          |                  |                  |              |            |      |                         |                 |        |      |                 |        |      |           |    |        |                  |
Ta I      |        712.127   |        712.122+  |           20 |            |      |  2.822030  -   4.562604 | 5d4.(3G).6s     | a 4G   | 7/2  | 5d3.6s.(3H).6p  | z 4G*? | 7/2  |   8 - 8   |    |        |           L3475  |
Ta I      |        712.572   |        712.571+  |           40 |            |      |  0.491463  -   2.230939 | 5d3.6s2         | a 4F   | 7/2  |                 | 179*   | 5/2  |   8 - 6   |    |        |           L3475  |
Ta I      |        714.863   |        714.862+  |          150 |            |      |  1.516917  -   3.250819 | 5d4.(5D).6s     | a 6D   | 7/2  | 5d2.6s2.(3P).6p | z 4P*? | 5/2  |   8 - 6   |    |        |           L3475  |
Ta I      |        717.290   |        717.292+  |          110 |            |      |  1.394032  -   3.122061 | 5d4.(5D).6s     | a 6D   | 5/2  | 5d3.6s.(5F).6p  | z 6F*  | 5/2  |   6 - 6   |    |        |           L3475  |
Ta I      |        717.491   |                  |          13c |            |      |                         |                 |        |      |                 |        |      |           |    |        |           L3475  |
