------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
Configuration        | Term      |   J |    g |            Level (eV) |     Uncertainty (eV) |  Landé | Leading percentages                                                           | Reference
3d9.(2D<3/2>).5d     | 2[1/2]    |   1 |    3 |         17.1833476    |          0.0000004   |        |  98                                    :     1  3d9.(2D<5/2>).5d     2[1/2]   |        L19804
                     |           |   0 |    1 |         17.4308570    |          0.0000008   |        |  47                                    :    20  3d9.(2D<5/2>).6d     2[1/2]   |        L19804
                     |           |     |      |                       |                      |        |                                                                               |               
3d9.(2D<5/2>).6p     | 2[3/2]*   |   2 |    5 |         17.2022888    |          0.0000006   |        |  91                                    :     4  3d8.4s.4p                     |        L19804
                     |           |   1 |    3 |         17.2636997    |          0.0000006   |        |  73                                    :     7  3d9.(2D<3/2>).6p     2[3/2]*  |        L19804
                     |           |     |      |                       |                      |        |                                                                               |               
3d9.(2D<3/2>).5d     | 2[7/2]    |   3 |    7 |         17.2113702    |          0.0000003   |        |  99                                    :     1  3d9.(2D<5/2>).5d     2[7/2]   |        L19804
                     |           |   4 |    9 |         17.2192839    |          0.0000003   |        |  99                                    :                                      |        L19804
                     |           |     |      |                       |                      |        |                                                                               |               
3d9.(2D<3/2>).5d     | 2[3/2]    |   1 |    3 |         17.2211985    |          0.0000004   |        |  99                                    :                                      |        L19804
                     |           |   2 |    5 |         17.2314782    |          0.0000004   |        |  97                                    :     2  3d9.(2D<3/2>).5d     2[5/2]   |        L19804
                     |           |     |      |                       |                      |        |                                                                               |               
3d9.(2D<5/2>).6p     | 2[5/2]*   |   2 |    5 |         17.2373624    |          0.0000006   |        |  41                                    :    40  3d8.4s.4p                     |        L19804
                     |           |   3 |    7 |         17.3256878    |          0.0000004   |        |  59                                    :    31  3d8.4s.4p                     |        L19804
                     |           |     |      |                       |                      |        |                                                                               |               
3d9.(2D<3/2>).5d     | 2[5/2]    |   3 |    7 |         17.2486108    |          0.0000003   |        | 100                                    :                                      |        L19804
                     |           |   2 |    5 |         17.2514153    |          0.0000004   |        |  97                                    :     2  3d9.(2D<3/2>).5d     2[3/2]   |        L19804
                     |           |     |      |                       |                      |        |                                                                               |               
3d9.(2D<3/2>).6p     | 2[1/2]*   |   1 |    3 |         17.4794794    |          0.0000006   |        |  94                                    :     3  3d9.(2D<5/2>).6p     2[3/2]*  |        L19804
                     |           |     |      |                       |                      |        |                                                                               |               
3d9.(2D<3/2>).6p     | 2[5/2]*   |   3 |    7 |         17.5068945    |          0.0000008   |        |  89                                    :     8  3d8.4s.4p                     |        L19804
                     |           |   2 |    5 |         17.5120929    |          0.0000008   |        |  62                                    :    22  3d8.4s.4p                     |        L19804
                     |           |     |      |                       |                      |        |                                                                               |               
3d9.(2D<3/2>).6p     | 2[3/2]*   |   2 |    5 |         17.5489714    |          0.0000006   |        |  73                                    :    13  3d9.(2D<3/2>).6p     2[5/2]*  |        L19804
                     |           |   1 |    3 |         17.5727979    |          0.0000006   |        |  79                                    :    16  3d8.4s.4p                     |        L19804
                     |           |     |      |                       |                      |        |                                                                               |               
3d8.(1G).4s.4p.(3P*) | 3G*       |   3 |    7 |         17.7822251    |          0.0000025   |        |  99                                                                           |        L19804
                     |           |     |      |                       |                      |        |                                                                               |               
3d9.(2D<5/2>).7s     | 2[5/2]    |   3 |    7 |         17.95476061   |          0.00000021  |        | 100                                    :                                      |        L19804
                     |           |   2 |    5 |         17.96320072   |          0.00000023  |        | 100                                    :                                      |        L19804
                     |           |     |      |                       |                      |        |                                                                               |               
3d9.(2D<5/2>).5f     | 2[1/2]*   |   0 |    1 |         18.0879720    |          0.0000005   |        | 100                                    :                                      |        L19804
                     |           |   1 |    3 |         18.0894065    |          0.0000004   |        |  84                                    :    16  3d9.(2D<5/2>).5f     2[3/2]*  |        L19804
                     |           |     |      |                       |                      |        |                                                                               |               
3d9.(2D<5/2>).5f     | 2[3/2]*   |   2 |    5 |         18.0926706    |          0.0000004   |        | 100                                    :                                      |        L19804
                     |           |   1 |    3 |         18.0961690    |          0.0000005   |        |  84                                    :    16  3d9.(2D<5/2>).5f     2[1/2]*  |        L19804
                     |           |     |      |                       |                      |        |                                                                               |               
3d9.(2D<5/2>).5f     | 2[11/2]*  |   5 |   11 |         18.0949477    |          0.0000003   |        | 100                                    :                                      |        L19804
                     |           |   6 |   13 |         18.09568329   |          0.00000021  |        | 100                                    :                                      |        L19804
                     |           |     |      |                       |                      |        |                                                                               |               
3d9.(2D<5/2>).5f     | 2[5/2]*   |   3 |    7 |         18.0989828    |          0.0000004   |        |  98                                    :     2  3d9.(2D<5/2>).5f     2[7/2]*  |        L19804
                     |           |   2 |    5 |         18.0998577    |          0.0000004   |        | 100                                    :                                      |        L19804
                     |           |     |      |                       |                      |        |                                                                               |               
3d9.(2D<5/2>).5f     | 2[7/2]*   |   3 |    7 |         18.1043311    |          0.0000004   |        |  98                                    :     2  3d9.(2D<5/2>).5f     2[5/2]*  |        L19804
                     |           |   4 |    9 |         18.1046513    |          0.0000004   |        |  86                                    :    14  3d9.(2D<5/2>).5f     2[9/2]*  |        L19804
                     |           |     |      |                       |                      |        |                                                                               |               
3d9.(2D<5/2>).5f     | 2[9/2]*   |   4 |    9 |         18.1053318    |          0.0000004   |        |  86                                    :    14  3d9.(2D<5/2>).5f     2[7/2]*  |        L19804
                     |           |   5 |   11 |         18.1056930    |          0.0000003   |        | 100                                    :                                      |        L19804
                     |           |     |      |                       |                      |        |                                                                               |               
3d9.(2D<5/2>).5g     | 2[3/2]    |   1 |    3 |         18.1080306    |          0.0000005   |        | 100                                    :                                      |        L19804
                     |           |   2 |    5 |         18.1080462    |          0.0000004   |        | 100                                    :                                      |        L19804
                     |           |     |      |                       |                      |        |                                                                               |               
3d9.(2D<5/2>).5g     | 2[13/2]   |   6 |   13 |         18.11022925   |          0.0000003   |        | 100                                    :                                      |        L19804
                     |           |   7 |   15 |         18.11023601   |          0.00000019  |        | 100                                    :                                      |        L19804
                     |           |     |      |                       |                      |        |                                                                               |               
3d9.(2D<5/2>).5g     | 2[5/2]    |   3 |    7 |         18.1107156    |          0.0000003   |        | 100                                    :                                      |        L19804
                     |           |   2 |    5 |         18.11072053   |          0.00000025  |        | 100                                    :                                      |        L19804
                     |           |     |      |                       |                      |        |                                                                               |               
3d9.(2D<5/2>).5g     | 2[7/2]    |   3 |    7 |         18.11333880   |          0.00000021  |        | 100                                    :                                      |        L19804
                     |           |   4 |    9 |         18.11334157   |          0.00000019  |        | 100                                    :                                      |        L19804
                     |           |     |      |                       |                      |        |                                                                               |               
3d9.(2D<5/2>).5g     | 2[11/2]   |   5 |   11 |         18.11449075   |          0.00000025  |        | 100                                    :                                      |        L19804
                     |           |   6 |   13 |         18.11449506   |          0.00000018  |        | 100                                    :                                      |        L19804
                     |           |     |      |                       |                      |        |                                                                               |               
3d9.(2D<5/2>).5g     | 2[9/2]    |   4 |    9 |         18.11497173   |          0.00000023  |        | 100                                    :                                      |        L19804
                     |           |   5 |   11 |         18.11497510   |          0.00000017  |        | 100                                    :                                      |        L19804
                     |           |     |      |                       |                      |        |                                                                               |               
3d9.(2D<5/2>).6d     | 2[1/2]    |   1 |    3 |         18.1284280    |          0.0000005   |        |  98                                    :     1  3d9.(2D<5/2>).6d     2[3/2]   |        L19804
                     |           |   0 |    1 |         18.2378070    |          0.0000006   |        |  60                                    :    29  3d9.(2D<3/2>).6d     2[1/2]   |        L19804
                     |           |     |      |                       |                      |        |                                                                               |               
3d9.(2D<5/2>).6d     | 2[9/2]    |   5 |   11 |         18.1516231    |          0.0000005   |        | 100                                    :                                      |        L19804
                     |           |   4 |    9 |         18.1541631    |          0.0000004   |        | 100                                    :                                      |        L19804
                     |           |     |      |                       |                      |        |                                                                               |               
3d9.(2D<5/2>).6d     | 2[3/2]    |   2 |    5 |         18.1532205    |          0.0000005   |        |  97                                    :     2  3d9.(2D<5/2>).6d     2[5/2]   |        L19804
                     |           |   1 |    3 |         18.1547516    |          0.0000004   |        |  99                                    :     1  3d9.(2D<5/2>).6d     2[1/2]   |        L19804
                     |           |     |      |                       |                      |        |                                                                               |               
3d9.(2D<5/2>).6d     | 2[5/2]    |   3 |    7 |         18.1632014    |          0.0000004   |        |  99                                    :     1  3d9.(2D<5/2>).6d     2[7/2]   |        L19804
                     |           |   2 |    5 |         18.1729963    |          0.0000004   |        |  97                                    :     2  3d9.(2D<5/2>).6d     2[3/2]   |        L19804
                     |           |     |      |                       |                      |        |                                                                               |               
3d9.(2D<5/2>).6d     | 2[7/2]    |   3 |    7 |         18.1706753    |          0.0000004   |        |  99                                    :     1  3d9.(2D<5/2>).6d     2[5/2]   |        L19804
                     |           |   4 |    9 |         18.1710871    |          0.0000004   |        | 100                                    :                                      |        L19804
                     |           |     |      |                       |                      |        |                                                                               |               
3d9.(2D<3/2>).7s     | 2[3/2]    |   1 |    3 |         18.2115635    |          0.0000003   |        | 100                                    :                                      |        L19804
                     |           |   2 |    5 |         18.2177815    |          0.0000003   |        |  99                                    :                                      |        L19804
                     |           |     |      |                       |                      |        |                                                                               |               
3d9.(2D<5/2>).7p     | 2[3/2]*   |   2 |    5 |         18.2663016    |          0.0000009   |        |  94                                    :     4  3d8.4s.4p                     |        L19804
                     |           |   1 |    3 |         18.2954395    |          0.0000008   |        |  94                                    :     3  3d8.4s.4p                     |        L19804
                     |           |     |      |                       |                      |        |                                                                               |               
3d9.(2D<5/2>).7p     | 2[7/2]*   |   3 |    7 |         18.290884     |          0.000007    |        |  98                                    :     1  3d8.4s.4p                     |        L19804
                     |           |   4 |    9 |         18.2996528    |          0.0000008   |        | 100                                    :                                      |        L19804
                     |           |     |      |                       |                      |        |                                                                               |               
3d9.(2D<5/2>).7p     | 2[5/2]*   |   2 |    5 |         18.3059815    |          0.0000011   |        |  94                                    :     3  3d8.4s.4p                     |        L19804
                     |           |   3 |    7 |         18.3202757    |          0.0000006   |        |  98                                    :                                      |        L19804
                     |           |     |      |                       |                      |        |                                                                               |               
3d9.(2D<3/2>).5f     | 2[3/2]*   |   2 |    5 |         18.3480939    |          0.0000005   |        |  99                                    :                                      |        L19804
                     |           |   1 |    3 |         18.3516644    |          0.0000005   |        |  99                                    :     1  3d9.(2D<5/2>).7p     2[3/2]*  |        L19804
                     |           |     |      |                       |                      |        |                                                                               |               
3d9.(2D<3/2>).5f     | 2[9/2]*   |   5 |   11 |         18.3532240    |          0.0000003   |        | 100                                    :                                      |        L19804
                     |           |   4 |    9 |         18.3538239    |          0.0000004   |        | 100                                    :                                      |        L19804
                     |           |     |      |                       |                      |        |                                                                               |               
3d9.(2D<3/2>).5f     | 2[5/2]*   |   3 |    7 |         18.3572822    |          0.0000004   |        |  97                                    :     2  3d9.(2D<3/2>).5f     2[7/2]*  |        L19804
                     |           |   2 |    5 |         18.3578455    |          0.0000004   |        |  99                                    :                                      |        L19804
                     |           |     |      |                       |                      |        |                                                                               |               
3d9.(2D<3/2>).5f     | 2[7/2]*   |   3 |    7 |         18.3624299    |          0.0000004   |        |  97                                    :     3  3d9.(2D<3/2>).5f     2[5/2]*  |        L19804
                     |           |   4 |    9 |         18.3627249    |          0.0000004   |        | 100                                    :                                      |        L19804
                     |           |     |      |                       |                      |        |                                                                               |               
3d9.(2D<3/2>).5g     | 2[5/2]    |   3 |    7 |         18.3662474    |          0.0000004   |        | 100                                    :                                      |        L19804
                     |           |   2 |    5 |         18.3662543    |          0.0000006   |        | 100                                    :                                      |        L19804
                     |           |     |      |                       |                      |        |                                                                               |               
3d9.(2D<3/2>).5g     | 2[11/2]   |   5 |   11 |         18.3677369    |          0.0000003   |        | 100                                    :                                      |        L19804
                     |           |   6 |   13 |         18.3677406    |          0.0000003   |        | 100                                    :                                      |        L19804
                     |           |     |      |                       |                      |        |                                                                               |               
3d9.(2D<3/2>).5g     | 2[7/2]    |   3 |    7 |         18.3704356    |          0.0000004   |        | 100                                    :                                      |        L19804
                     |           |   4 |    9 |         18.37043997   |          0.00000024  |        | 100                                    :                                      |        L19804
                     |           |     |      |                       |                      |        |                                                                               |               
3d9.(2D<3/2>).5g     | 2[9/2]    |   4 |    9 |         18.3718735    |          0.0000003   |        | 100                                    :                                      |        L19804
                     |           |   5 |   11 |         18.37187706   |          0.00000023  |        | 100                                    :                                      |        L19804
                     |           |     |      |                       |                      |        |                                                                               |               
3d9.(2D<3/2>).6d     | 2[1/2]    |   1 |    3 |         18.3944867    |          0.0000005   |        |  99                                    :                                      |        L19804
                     |           |   0 |    1 |         18.4987655    |          0.0000009   |        |  51                                    :    28  3d9.(2D<5/2>).7d     2[1/2]   |        L19804
                     |           |     |      |                       |                      |        |                                                                               |               
3d9.(2D<3/2>).6d     | 2[7/2]    |   3 |    7 |         18.4093922    |          0.0000004   |        | 100                                    :                                      |        L19804
                     |           |   4 |    9 |         18.4135790    |          0.0000005   |        | 100                                    :                                      |        L19804
                     |           |     |      |                       |                      |        |                                                                               |               
3d9.(2D<3/2>).6d     | 2[3/2]    |   1 |    3 |         18.4143283    |          0.0000004   |        | 100                                    :                                      |        L19804
                     |           |   2 |    5 |         18.4190872    |          0.0000004   |        |  99                                    :     1  3d9.(2D<3/2>).6d     2[5/2]   |        L19804
                     |           |     |      |                       |                      |        |                                                                               |               
3d9.(2D<3/2>).6d     | 2[5/2]    |   3 |    7 |         18.4279071    |          0.0000004   |        | 100                                    :                                      |        L19804
                     |           |   2 |    5 |         18.4293197    |          0.0000004   |        |  99                                    :     1  3d9.(2D<3/2>).6d     2[3/2]   |        L19804
                     |           |     |      |                       |                      |        |                                                                               |               
3d9.(2D<3/2>).7p     | 2[1/2]*   |   0 |    1 |         18.519653     |          0.000010    |        |  94                                    :     5  3d8.4s.4p                     |        L19804
                     |           |   1 |    3 |         18.5336675    |          0.0000010   |        |  95                                    :     4  3d8.4s.4p                     |        L19804
                     |           |     |      |                       |                      |        |                                                                               |               
3d9.(2D<3/2>).7p     | 2[5/2]*   |   2 |    5 |         18.538857     |          0.000006    |        |  64                                    :    26  3d9.(2D<3/2>).7p     2[3/2]*  |        L19804
                     |           |   3 |    7 |         18.551070     |          0.000006    |        |  92                                    :     6  3d8.4s.4p                     |        L19804
                     |           |     |      |                       |                      |        |                                                                               |               
3d9.(2D<3/2>).7p     | 2[3/2]*   |   2 |    5 |         18.563743     |          0.000006    |        |  63                                    :    33  3d9.(2D<3/2>).7p     2[5/2]*  |        L19804
                     |           |   1 |    3 |         18.568602     |          0.000006    |        |  95                                    :     4  3d8.4s.4p                     |        L19804
                     |           |     |      |                       |                      |        |                                                                               |               
3d8.(1D).4s.4p.(1P*) | 1D*       |   2 |    5 |         18.6286116    |          0.0000010   |        |  38                                    :    28  3d8.(3P).4s.4p.(1P*) 3P*      |        L19804
                     |           |     |      |                       |                      |        |                                                                               |               
3d9.(2D<5/2>).8s     | 2[5/2]    |   3 |    7 |         18.6897370    |          0.0000004   |        | 100                                    :                                      |        L19804
                     |           |   2 |    5 |         18.6946415    |          0.0000004   |        | 100                                    :                                      |        L19804
                     |           |     |      |                       |                      |        |                                                                               |               
3d9.(2D<5/2>).6f     | 2[1/2]*   |   1 |    3 |         18.7416223    |          0.0000009   |        |  63                                    :    21  3d8.4s.4p                     |        L19804
                     |           |   0 |    1 |         18.7621891    |          0.0000010   |        |  98                                    :     1  3d8.4s.4p                     |        L19804
                     |           |     |      |                       |                      |        |                                                                               |               
3d9.(2D<5/2>).6f     | 2[11/2]*  |   5 |   11 |         18.7677768    |          0.0000005   |        | 100                                    :                                      |        L19804
                     |           |   6 |   13 |         18.7684411    |          0.0000006   |        | 100                                    :                                      |        L19804
                     |           |     |      |                       |                      |        |                                                                               |               
3d9.(2D<5/2>).6f     | 2[3/2]*   |   1 |    3 |         18.7679641    |          0.0000008   |        |  96                                    :     3  3d9.(2D<5/2>).6f     2[1/2]*  |        L19804
                     |           |   2 |    5 |         18.7681473    |          0.0000005   |        |  52                                    :    46  3d9.(2D<5/2>).6f     2[5/2]*  |        L19804
                     |           |     |      |                       |                      |        |                                                                               |               
3d9.(2D<5/2>).6f     | 2[5/2]*   |   3 |    7 |         18.7715324    |          0.0000005   |        |  71                                    :    28  3d9.(2D<5/2>).6f     2[7/2]*  |        L19804
                     |           |   2 |    5 |         18.7716962    |          0.0000005   |        |  53                                    :    44  3d9.(2D<5/2>).6f     2[3/2]*  |        L19804
                     |           |     |      |                       |                      |        |                                                                               |               
3d9.(2D<5/2>).6f     | 2[7/2]*   |   4 |    9 |         18.7735659    |          0.0000005   |        |  90                                    :    10  3d9.(2D<5/2>).6f     2[9/2]*  |        L19804
                     |           |   3 |    7 |         18.7764023    |          0.0000008   |        |  70                                    :    27  3d9.(2D<5/2>).6f     2[5/2]*  |        L19804
                     |           |     |      |                       |                      |        |                                                                               |               
3d9.(2D<5/2>).6f     | 2[9/2]*   |   4 |    9 |         18.7739092    |          0.0000005   |        |  90                                    :    10  3d9.(2D<5/2>).6f     2[7/2]*  |        L19804
                     |           |   5 |   11 |         18.7740661    |          0.0000005   |        | 100                                    :                                      |        L19804
                     |           |     |      |                       |                      |        |                                                                               |               
3d9.(2D<5/2>).8p     | 2[3/2]*   |   1 |    3 |         18.7742130    |          0.0000005   |        |  33  3d9.(2D<5/2>).6f 2[1/2]*          :    36  3d8.4s.4p                     |        L19804
                     |           |   2 |    5 |         18.852390     |          0.000004    |        |  53                                    :    21  3d9.(2D<5/2>).8p     2[5/2]*  |        L19804
                     |           |     |      |                       |                      |        |                                                                               |               
3d9.(2D<5/2>).6g     | 2[3/2]    |   1 |    3 |         18.7761781    |          0.0000010   |        | 100                                    :                                      |        L19804
                     |           |   2 |    5 |         18.7761889    |          0.0000008   |        | 100                                    :                                      |        L19804
                     |           |     |      |                       |                      |        |                                                                               |               
3d9.(2D<5/2>).6g     | 2[13/2]   |   6 |   13 |         18.7774580    |          0.0000009   |        | 100                                    :                                      |        L19804
                     |           |   7 |   15 |         18.7774672    |          0.0000004   |        | 100                                    :                                      |        L19804
                     |           |     |      |                       |                      |        |                                                                               |               
3d9.(2D<5/2>).6g     | 2[5/2]    |   3 |    7 |         18.7777402    |          0.0000009   |        | 100                                    :                                      |        L19804
                     |           |   2 |    5 |         18.7777416    |          0.0000008   |        | 100                                    :                                      |        L19804
                     |           |     |      |                       |                      |        |                                                                               |               
3d9.(2D<5/2>).6h     | 2[5/2]*   |   2 |    5 |        [18.7784]      |          0.0007      |        | 100                                    :                                      |    L19804c166
                     |           |   3 |    7 |        [18.7784]      |          0.0007      |        | 100                                    :                                      |    L19804c166
                     |           |     |      |                       |                      |        |                                                                               |               
3d9.(2D<5/2>).6h     | 2[15/2]*  |   7 |   15 |        [18.7789]      |          0.0007      |        | 100                                    :                                      |    L19804c166
                     |           |   8 |   17 |        [18.7789]      |          0.0007      |        | 100                                    :                                      |    L19804c166
                     |           |     |      |                       |                      |        |                                                                               |               
3d9.(2D<5/2>).6h     | 2[7/2]*   |   4 |    9 |        [18.7791]      |          0.0007      |        | 100                                    :                                      |    L19804c166
                     |           |   3 |    7 |        [18.7791]      |          0.0007      |        | 100                                    :                                      |    L19804c166
                     |           |     |      |                       |                      |        |                                                                               |               
3d9.(2D<5/2>).6g     | 2[7/2]    |   3 |    7 |         18.7792403    |          0.0000008   |        | 100                                    :                                      |        L19804
                     |           |   4 |    9 |         18.7792412    |          0.0000006   |        | 100                                    :                                      |        L19804
                     |           |     |      |                       |                      |        |                                                                               |               
3d9.(2D<5/2>).6h     | 2[9/2]*   |   5 |   11 |        [18.7798]      |          0.0007      |        | 100                                    :                                      |    L19804c166
                     |           |   4 |    9 |        [18.7798]      |          0.0007      |        | 100                                    :                                      |    L19804c166
                     |           |     |      |                       |                      |        |                                                                               |               
3d9.(2D<5/2>).6h     | 2[13/2]*  |   7 |   15 |        [18.7799]      |          0.0007      |        | 100                                    :                                      |    L19804c166
                     |           |   6 |   13 |        [18.7799]      |          0.0007      |        | 100                                    :                                      |    L19804c166
                     |           |     |      |                       |                      |        |                                                                               |               
3d9.(2D<5/2>).6g     | 2[11/2]   |   5 |   11 |         18.7799004    |          0.0000004   |        | 100                                    :                                      |        L19804
                     |           |   6 |   13 |         18.7799025    |          0.0000006   |        | 100                                    :                                      |        L19804
                     |           |     |      |                       |                      |        |                                                                               |               
3d9.(2D<5/2>).6h     | 2[11/2]*  |   5 |   11 |        [18.7800]      |          0.0007      |        | 100                                    :                                      |    L19804c166
                     |           |   6 |   13 |        [18.7801]      |          0.0007      |        | 100                                    :                                      |    L19804c166
                     |           |     |      |                       |                      |        |                                                                               |               
3d9.(2D<5/2>).6g     | 2[9/2]    |   4 |    9 |         18.7801671    |          0.0000006   |        | 100                                    :                                      |        L19804
                     |           |   5 |   11 |         18.7801688    |          0.0000006   |        | 100                                    :                                      |        L19804
                     |           |     |      |                       |                      |        |                                                                               |               
3d9.(2D<5/2>).7d     | 2[1/2]    |   1 |    3 |         18.7900768    |          0.0000009   |        |  98                                    :     1  3d9.(2D<5/2>).7d     2[3/2]   |        L19804
                     |           |   0 |    1 |         18.8677975    |          0.0000009   |        |  52                                    :    28  3d9.(2D<3/2>).7d     2[1/2]   |        L19804
                     |           |     |      |                       |                      |        |                                                                               |               
3d9.(2D<5/2>).7d     | 2[9/2]    |   5 |   11 |         18.8029867    |          0.0000006   |        | 100                                    :                                      |        L19804
                     |           |   4 |    9 |         18.8044759    |          0.0000006   |        |  99                                    :                                      |        L19804
                     |           |     |      |                       |                      |        |                                                                               |               
3d9.(2D<5/2>).7d     | 2[3/2]    |   2 |    5 |         18.8038135    |          0.0000006   |        |  96                                    :     4  3d9.(2D<5/2>).7d     2[5/2]   |        L19804
                     |           |   1 |    3 |         18.8048898    |          0.0000008   |        |  99                                    :     1  3d9.(2D<5/2>).7d     2[1/2]   |        L19804
                     |           |     |      |                       |                      |        |                                                                               |               
3d9.(2D<5/2>).7d     | 2[5/2]    |   3 |    7 |         18.8094376    |          0.0000005   |        |  99                                    :     1  3d9.(2D<5/2>).7d     2[7/2]   |        L19804
                     |           |   2 |    5 |         18.8155444    |          0.0000005   |        |  96                                    :     4  3d9.(2D<5/2>).7d     2[3/2]   |        L19804
                     |           |     |      |                       |                      |        |                                                                               |               
3d9.(2D<5/2>).7d     | 2[7/2]    |   3 |    7 |         18.8138032    |          0.0000004   |        |  99                                    :     1  3d9.(2D<5/2>).7d     2[5/2]   |        L19804
                     |           |   4 |    9 |         18.8139716    |          0.0000006   |        |  99                                    :                                      |        L19804
                     |           |     |      |                       |                      |        |                                                                               |               
3d9.(2D<5/2>).8p     | 2[5/2]*   |   2 |    5 |         18.917532     |          0.000006    |        |  65                                    :    27  3d9.(2D<5/2>).8p     2[3/2]*  |        L19804
                     |           |     |      |                       |                      |        |                                                                               |               
3d8.(3P).4s.4p.(1P*) | 3P*       |   0 |    1 |         18.942728     |          0.000006    |        |  77                                    :     9  3d9.8p               3P*      |        L19804
                     |           |   2 |    5 |         18.962653     |          0.000006    |        |  39                                    :    19  3d8.(1D).4s.4p.(1P*) 1D*      |        L19804
                     |           |     |      |                       |                      |        |                                                                               |               
3d9.(2D<3/2>).8s     | 2[3/2]    |   1 |    3 |         18.9465251    |          0.0000009   |        | 100                                    :                                      |        L19804
                     |           |   2 |    5 |         18.9498036    |          0.0000006   |        | 100                                    :                                      |        L19804
                     |           |     |      |                       |                      |        |                                                                               |               
3d8.(1D).4s.4p.(1P*) | 1P*       |   1 |    3 |         18.990069     |          0.000005    |        |  22                                    :    18  3d9.6f               3D*      |        L19804
                     |           |     |      |                       |                      |        |                                                                               |               
3d9.(2D<3/2>).6f     | 2[5/2]*   |   3 |    7 |         19.0204420    |          0.0000008   |        |  89                                    :     8  3d8.4s.4p                     |        L19804
                     |           |   2 |    5 |         19.0300453    |          0.0000006   |        |  56                                    :    37  3d9.(2D<3/2>).6f     2[3/2]*  |        L19804
                     |           |     |      |                       |                      |        |                                                                               |               
3d9.(2D<3/2>).6f     | 2[3/2]*   |   2 |    5 |         19.0224778    |          0.0000008   |        |  52                                    :    42  3d9.(2D<3/2>).6f     2[5/2]*  |        L19804
                     |           |   1 |    3 |         19.0263356    |          0.0000011   |        |  55                                    :    23  3d8.4s.4p                     |        L19804
                     |           |     |      |                       |                      |        |                                                                               |               
3d9.(2D<3/2>).6f     | 2[9/2]*   |   5 |   11 |         19.0253296    |          0.0000006   |        | 100                                    :                                      |        L19804
                     |           |   4 |    9 |         19.0260171    |          0.0000006   |        | 100                                    :                                      |        L19804
                     |           |     |      |                       |                      |        |                                                                               |               
3d9.(2D<3/2>).6f     | 2[7/2]*   |   4 |    9 |         19.0310603    |          0.0000008   |        | 100                                    :                                      |        L19804
                     |           |   3 |    7 |         19.0314297    |          0.0000008   |        |  98                                    :     2  3d9.(2D<3/2>).6f     2[5/2]*  |        L19804
                     |           |     |      |                       |                      |        |                                                                               |               
3d9.(2D<3/2>).6g     | 2[5/2]    |   3 |    7 |         19.0337942    |          0.0000009   |        | 100                                    :                                      |        L19804
                     |           |   2 |    5 |         19.0338042    |          0.0000010   |        | 100                                    :                                      |        L19804
                     |           |     |      |                       |                      |        |                                                                               |               
3d9.(2D<3/2>).6g     | 2[11/2]   |   5 |   11 |         19.0346656    |          0.0000006   |        | 100                                    :                                      |        L19804
                     |           |   6 |   13 |         19.0346677    |          0.0000009   |        | 100                                    :                                      |        L19804
                     |           |     |      |                       |                      |        |                                                                               |               
3d9.(2D<3/2>).6g     | 2[7/2]    |   3 |    7 |         19.0362107    |          0.0000009   |        | 100                                    :                                      |        L19804
                     |           |   4 |    9 |         19.0362130    |          0.0000008   |        | 100                                    :                                      |        L19804
                     |           |     |      |                       |                      |        |                                                                               |               
3d9.(2D<3/2>).6h     | 2[7/2]*   |   3 |    7 |        [19.0370]      |          0.0007      |        | 100                                    :                                      |    L19804c166
                     |           |   4 |    9 |        [19.0370]      |          0.0007      |        | 100                                    :                                      |    L19804c166
                     |           |     |      |                       |                      |        |                                                                               |               
3d9.(2D<3/2>).6g     | 2[9/2]    |   4 |    9 |         19.0370363    |          0.0000006   |        | 100                                    :                                      |        L19804
                     |           |   5 |   11 |         19.0370382    |          0.0000009   |        | 100                                    :                                      |        L19804
                     |           |     |      |                       |                      |        |                                                                               |               
3d9.(2D<3/2>).6h     | 2[13/2]*  |   7 |   15 |        [19.0373]      |          0.0007      |        | 100                                    :                                      |    L19804c166
                     |           |   6 |   13 |        [19.0373]      |          0.0007      |        | 100                                    :                                      |    L19804c166
                     |           |     |      |                       |                      |        |                                                                               |               
3d9.(2D<3/2>).6h     | 2[9/2]*   |   5 |   11 |        [19.0380]      |          0.0007      |        | 100                                    :                                      |    L19804c166
                     |           |   4 |    9 |        [19.0380]      |          0.0007      |        | 100                                    :                                      |    L19804c166
                     |           |     |      |                       |                      |        |                                                                               |               
3d9.(2D<3/2>).6h     | 2[11/2]*  |   6 |   13 |        [19.0383]      |          0.0007      |        | 100                                    :                                      |    L19804c166
                     |           |   5 |   11 |        [19.0383]      |          0.0007      |        | 100                                    :                                      |    L19804c166
                     |           |     |      |                       |                      |        |                                                                               |               
3d9.(2D<3/2>).7d     | 2[1/2]    |   1 |    3 |         19.0512341    |          0.0000008   |        |  99                                    :                                      |        L19804
                     |           |   0 |    1 |         19.0754353    |          0.0000014   |        |  49                                    :    44  3d9.(2D<5/2>).8d     2[1/2]   |        L19804
                     |           |     |      |                       |                      |        |                                                                               |               
3d9.(2D<3/2>).7d     | 2[7/2]    |   3 |    7 |         19.0602066    |          0.0000006   |        | 100                                    :                                      |        L19804
                     |           |   4 |    9 |         19.0626759    |          0.0000006   |        | 100                                    :                                      |        L19804
                     |           |     |      |                       |                      |        |                                                                               |               
3d9.(2D<3/2>).7d     | 2[3/2]    |   1 |    3 |         19.0630338    |          0.0000009   |        | 100                                    :                                      |        L19804
