-----------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
Spectrum  |      Observed      |   Unc.    |        Ritz        |   Unc.    |            Rel. |    Aki     | Acc. |           Ei           Ek           |             Lower level              |               Upper level               |  gi   gk  |   Type|         TP  |            Line  |
          |     Wavelength     |    (nm)   |     Wavelength     |    (nm)   |            Int. |   (s^-1)   |      |          (eV)         (eV)          |--------------------------------------|-----------------------------------------|           |       |        Ref. |            Ref.  |
          |      Air (nm)      |           |      Air (nm)      |           |                 |            |      |                                     | Conf.                 | Term  | J    | Conf.                 | Term     | J    |           |       |             |                  |
          |                    |           |                    |           |                 |            |      |                                     |                       |       |      |                       |          |      |           |       |             |                  |
V I       |         921.0951   |  0.0004   |         921.09533  |  0.00011  |            2100 |            |      |     3.24490425   -      4.59058670  | 3d4.(5D).4p           | y 4F* | 9/2  | 3d5                   | e 4F     | 7/2  |  10 - 8   |       |             |          L15916  |
V II      |         921.394    |  0.003    |         921.3972   |  0.0025   |            310h | 1.6e+07    | D+   |     9.992586     -     11.337827    | 3d3.(4F).5p           | 3G*   | 4    | 3d3.(4F).6s           | 3F       | 3    |   9 - 7   |       |       T9770 |      L10089c179  |
V I       |         921.7289   |  0.0004   |         921.73013  |  0.00011  |            9600 |            |      |     2.91609245   -      4.26084812  | 3d3.(4F).4s.4p.(3P*)  | z 4F* | 9/2  | 3d5                   | c 4D     | 7/2  |  10 - 8   |       |             |          L15916  |
V II      |                    |           |         922.4517   |  0.0003   |                 | 6.2e-02    | C    |     2.90013312   -      4.24383692  | 3d3.(2H).4s           | a 1H  | 5    | 3d3.(2F).4s           | b 1F     | 3    |  11 - 7   | E2    |       T9770 |                  |
V I       |         922.5987   |  0.0004   |         922.5991   |  0.0004   |           10000 |            |      |     3.2985756†   -      4.64206469  | 3d4.(5D).4p           | y 6D* | 7/2  | 3d4.(5D).5s           | e 6D     | 9/2  |   8 - 10  |       |             |          L15916  |
          |                    |           |                    |           |                 |            |      |                                     |                       |       |      |                       |          |      |           |       |             |                  |
V II      |                    |           |         923.56905  |  0.00019  |                 | 1.4e-02    | D    |     0.33317145   -      1.67524959  | 3d3.(4F).4s           | a 5F  | 2    | 3d3.(4P).4s           | a 5P     | 1    |   5 - 3   | E2    |       T9770 |                  |
V I       |         924.2840   |  0.0004   |         924.2840   |  0.0003   |           18000 |            |      |     3.2863193    -      4.62735929  | 3d4.(5D).4p           | y 6D* | 5/2  | 3d4.(5D).5s           | e 6D     | 7/2  |   6 - 8   |       |             |          L15916  |
V I       |         925.5893   |  0.0004   |         925.5891   |  0.0003   |           21000 |            |      |     3.24623323   -      4.5853823   | 3d4.(5D).4p           | y 4D* | 1/2  | 3d5                   | e 4F     | 3/2  |   2 - 4   |       |             |          L15916  |
V I       |         926.5524   |  0.0004   |         926.55257  |  0.00020  |           13000 |            |      |     3.27786371   -      4.61562034  | 3d4.(5D).4p           | y 6D* | 3/2  | 3d4.(5D).5s           | e 6D     | 5/2  |   4 - 6   |       |             |          L15916  |
V II      |                    |           |         926.8934   |  0.0003   |                 | 1.3e-02    | D    |     0.34826653   -      1.6855312   | 3d3.(4F).4s           | a 5F  | 3    | 3d3.(4P).4s           | a 5P     | 2    |   7 - 5   | E2    |       T9770 |                  |
          |                    |           |                    |           |                 |            |      |                                     |                       |       |      |                       |          |      |           |       |             |                  |
V I       |         927.331    |  0.008    |         927.33571  |  0.00013  |          20000* |            |      |     3.88782691   -      5.2244538   | 3d4.(3F1).4s          | 4F    | 5/2  | 3d3.(4P).4s.4p.(1P*)  | r 4D*    | 5/2  |   6 - 6   |       |             |          L14162  |
V I       |         927.331    |  0.008    |         927.33778  |  0.00013  |          20000* |            |      |     1.93068626   -      3.26731018  | 3d4.(3P2).4s          | b 4P  | 5/2  | 3d4.(5D).4p           | y 4D*    | 5/2  |   6 - 6   |       |             |          L14162  |
V I       |                    |           |         927.63335  |  0.00020  |                 | 4.7e-03    | D+   |     0.04010046   -      1.37629849  | 3d3.4s2               | a 4F  | 7/2  | 3d3.4s2               | a 2G     | 9/2  |   8 - 10  | M1    |         u38 |                  |
V II      |                    |           |         927.97027  |  0.00026  |                 | 9.e-03     | E    |     0.36803324   -      1.7037461   | 3d3.(4F).4s           | a 5F  | 4    | 3d3.(4P).4s           | a 5P     | 3    |   9 - 7   | E2    |       T9770 |                  |
V II      |         928.645    |  0.003    |         928.645    |  0.003    |            310h | 1.5e+07    | D+   |     9.976157     -     11.3108990   | 3d3.(4F).5p           | 3G*   | 3    | 3d3.(4F).6s           | 3F       | 2    |   7 - 5   |       |       T9770 |      L10089c179  |
          |                    |           |                    |           |                 |            |      |                                     |                       |       |      |                       |          |      |           |       |             |                  |
V I       |         929.0313   |  0.0004   |         929.0311   |  0.0003   |            8400 |            |      |     3.2728893    -      4.6070770   | 3d4.(5D).4p           | y 6D* | 1/2  | 3d4.(5D).5s           | e 6D     | 3/2  |   2 - 4   |       |             |          L15916  |
V I       |                    |           |         929.53319  |  0.00020  |                 | 4.3e-03    | D+   |     0.01703332   -      1.3505003   | 3d3.4s2               | a 4F  | 5/2  | 3d3.4s2               | a 2G     | 7/2  |   6 - 8   | M1    |         u38 |                  |
V I       |         930.8670   |  0.0008   |         930.86850  |  0.00015  |            2200 |            |      |     3.25452021   -      4.58607441  | 3d4.(5D).4p           | y 4D* | 3/2  | 3d5                   | e 4F     | 5/2  |   4 - 6   |       |             |           L4236  |
V I       |         931.3535   |  0.0006   |         931.3526   |  0.0003   |           9300* |            |      |     3.25452021   -      4.5853823   | 3d4.(5D).4p           | y 4D* | 3/2  | 3d5                   | e 4F     | 3/2  |   4 - 4   |       |             |          L15916  |
V I       |         931.3535   |  0.0006   |         931.35301  |  0.00013  |           9300* |            |      |     2.92711378   -      4.25797528  | 3d3.(4F).4s.4p.(3P*)  | z 2D* | 3/2  | 3d5                   | c 4D     | 3/2  |   4 - 4   |       |             |          L15916  |
          |                    |           |                    |           |                 |            |      |                                     |                       |       |      |                       |          |      |           |       |             |                  |
V I       |         931.650    |  0.006    |         931.65341  |  0.00015  |            2800 |            |      |     3.26635153   -      4.59678392  | 3d3.(4F).4s.4p.(3P*)  | z 2G* | 9/2  | 3d5                   | e 4F     | 9/2  |  10 - 10  |       |             |          L14162  |
V I       |         931.9161   |  0.0004   |         931.91603  |  0.00019  |            5400 |            |      |     2.55487627   -      3.8849337   | 3d3.(4F).4s.4p.(3P*)  | z 4D* | 1/2  | 3d4.(3F1).4s          | 4F       | 3/2  |   2 - 4   |       |             |          L15916  |
V I       |         932.4462   |  0.0004   |         932.4463   |  0.0003   |            7200 |            |      |     3.2863193    -      4.61562034  | 3d4.(5D).4p           | y 6D* | 5/2  | 3d4.(5D).5s           | e 6D     | 5/2  |   6 - 6   |       |             |          L15916  |
V I       |         932.8094   |  0.0004   |         932.8094   |  0.0004   |           17000 |            |      |     3.2985756†   -      4.62735929  | 3d4.(5D).4p           | y 6D* | 7/2  | 3d4.(5D).5s           | e 6D     | 7/2  |   8 - 8   |       |             |          L15916  |
V I       |         933.4927   |  0.0008   |         933.49454  |  0.00010  |            2800 |            |      |     1.95532862   -      3.28313701† | 3d4.(3F2).4s          | b 4F  | 9/2  | 3d4.(5D).4p           | y 4D*    | 7/2  |  10 - 8   |       |             |          L15916  |
          |                    |           |                    |           |                 |            |      |                                     |                       |       |      |                       |          |      |           |       |             |                  |
V II      |                    |           |         934.07513  |  0.00020  |                 | 8.e-03     | D    |     0.34826653   -      1.67524959  | 3d3.(4F).4s           | a 5F  | 3    | 3d3.(4P).4s           | a 5P     | 1    |   7 - 3   | E2    |       T9770 |                  |
V I       |         934.1087   |  0.0004   |         934.10885  |  0.00020  |           37000 | 6.8e+06    | C    |     3.31512952   -      4.64206469  | 3d4.(5D).4p           | y 6D* | 9/2  | 3d4.(5D).5s           | e 6D     | 9/2  |  10 - 10  |       |         u38 |          L15916  |
V I       |         936.1590   |  0.0003   |         936.1591   |  0.0003   |            7100 |            |      |     3.27786371   -      4.6018928   | 3d4.(5D).4p           | y 6D* | 3/2  | 3d4.(5D).5s           | e 6D     | 1/2  |   4 - 2   |       |             |          L15916  |
V I       |         936.2966   |  0.0004   |         936.29710  |  0.00014  |    3600bl(V II) |            |      |     1.93068626   -      3.25452021  | 3d4.(3P2).4s          | b 4P  | 5/2  | 3d4.(5D).4p           | y 4D*    | 3/2  |   6 - 4   |       |             |          L15916  |
V I       |         936.6915   |  0.0004   |         936.69152  |  0.00016  |           50000 |            |      |     3.26731018   -      4.59058670  | 3d4.(5D).4p           | y 4D* | 5/2  | 3d5                   | e 4F     | 7/2  |   6 - 8   |       |             |          L15916  |
          |                    |           |                    |           |                 |            |      |                                     |                       |       |      |                       |          |      |           |       |             |                  |
V I       |         936.9786   |  0.0004   |         936.97903  |  0.00011  |            9000 |            |      |     2.56495644   -      3.88782691  | 3d3.(4F).4s.4p.(3P*)  | z 4D* | 3/2  | 3d4.(3F1).4s          | 4F       | 5/2  |   4 - 6   |       |             |          L15916  |
V I       |         938.4782   |  0.0004   |         938.47792  |  0.00015  |           13000 |            |      |     3.2863193    -      4.6070770   | 3d4.(5D).4p           | y 6D* | 5/2  | 3d4.(5D).5s           | e 6D     | 3/2  |   6 - 4   |       |             |          L15916  |
V I       |         939.8967   |  0.0004   |         939.89651  |  0.00015  |           14000 |            |      |     3.26731018   -      4.58607441  | 3d4.(5D).4p           | y 4D* | 5/2  | 3d5                   | e 4F     | 5/2  |   6 - 6   |       |             |          L15916  |
V IV      |                    |           |         940.13     |  0.10     |                 | 3.5e-02    | E    |     0.04034      -      1.35878     | 3p6.3d2               | 3F    | 3    | 3p6.3d2               | 1D       | 2    |   7 - 5   | M1    |       T1610 |                  |
V IV      |                    |           |         940.13     |  0.10     |                 | 3.6e-05    | E    |     0.04034      -      1.35878     | 3p6.3d2               | 3F    | 3    | 3p6.3d2               | 1D       | 2    |   7 - 5   | E2    |       T1610 |                  |
          |                    |           |                    |           |                 |            |      |                                     |                       |       |      |                       |          |      |           |       |             |                  |
V I       |         940.602    |  0.012    |         940.61689  |  0.00010  |           5000h |            |      |     1.94955591   -      3.26731018  | 3d4.(3F2).4s          | b 4F  | 7/2  | 3d4.(5D).4p           | y 4D*    | 5/2  |   8 - 6   |       |             |          L14162  |
V II      |                    |           |         940.7999   |  0.0003   |                 | 1.4e-02    | D+   |     0.36803324   -      1.6855312   | 3d3.(4F).4s           | a 5F  | 4    | 3d3.(4P).4s           | a 5P     | 2    |   9 - 5   | E2    |       T9770 |                  |
V I       |         941.1233   |  0.0004   |         941.1236   |  0.0004   |           11000 |            |      |     3.2985756†   -      4.61562034  | 3d4.(5D).4p           | y 6D* | 7/2  | 3d4.(5D).5s           | e 6D     | 5/2  |   8 - 6   |       |             |          L15916  |
V I       |         943.5581   |  0.0004   |         943.55790  |  0.00020  |           65000 | 5.9e+06    | C    |     3.28313701†  -      4.59678392  | 3d4.(5D).4p           | y 4D* | 7/2  | 3d5                   | e 4F     | 9/2  |   8 - 10  |       |         u38 |          L15916  |
V I       |         943.980    |  0.012    |         943.9995   |  0.0005   |           4600h |            |      |     4.87775951   -      6.1907920   | 3d4.(3F2).4p          | u 4F* | 7/2  | 3d3.4s.(5F).4d?       | g 6G?    | 9/2  |   8 - 10  |       |             |          L14162  |
          |                    |           |                    |           |                 |            |      |                                     |                       |       |      |                       |          |      |           |       |             |                  |
V I       |         944.5769   |  0.0003   |         944.57690  |  0.00020  |            7000 |            |      |     3.31512952   -      4.62735929  | 3d4.(5D).4p           | y 6D* | 9/2  | 3d4.(5D).5s           | e 6D     | 7/2  |  10 - 8   |       |             |          L15916  |
V II      |                    |           |         944.6133   |  0.0005   |                 | 1.8e-02    | D+   |     2.49079907   -      3.8029783   | 3d3.(4P).4s           | c 3P  | 1    | 3d4                   | d 3F1    | 2    |   3 - 5   | E2    |       T9770 |                  |
V II      |                    |           |         945.0390   |  0.0003   |                 | 2.2e-02    | D+   |     0.3921580    -      1.7037461   | 3d3.(4F).4s           | a 5F  | 5    | 3d3.(4P).4s           | a 5P     | 3    |  11 - 7   | E2    |       T9770 |                  |
V I       |         945.4448   |  0.0004   |         945.44643  |  0.00011  |            5600 |            |      |     1.95532862   -      3.26635153  | 3d4.(3F2).4s          | b 4F  | 9/2  | 3d3.(4F).4s.4p.(3P*)  | z 2G*    | 9/2  |  10 - 10  |       |             |          L15916  |
V I       |                    |           |         945.8959   |  0.0003   |                 | 4.8e-03    | D+   |     0.04010046   -      1.3505003   | 3d3.4s2               | a 4F  | 7/2  | 3d3.4s2               | a 2G     | 7/2  |   8 - 8   | M1    |         u38 |                  |
          |                    |           |                    |           |                 |            |      |                                     |                       |       |      |                       |          |      |           |       |             |                  |
V I       |         946.632    |  0.012    |         946.65494  |  0.00008  |           9800h |            |      |     1.94517096   -      3.25452021  | 3d4.(3F2).4s          | b 4F  | 5/2  | 3d4.(5D).4p           | y 4D*    | 3/2  |   6 - 4   |       |             |          L14162  |
V I       |         946.792    |  0.012    |         946.7783   |  0.0003   |           2600h |            |      |     3.2492294    -      4.5584081   | 3d4.(1D2).4s          | 2D    | 3/2  | 3d4.(3F2).4p          | x 2F*    | 5/2  |   4 - 6   |       |             |          L14162  |
V II      |                    |           |         947.4171   |  0.0003   |                 | 1.9e-02    | D+   |     2.49079907   -      3.7990949   | 3d3.(4P).4s           | c 3P  | 1    | 3d4                   | d 3F1    | 3    |   3 - 7   | E2    |       T9770 |                  |
V I       |         947.6222   |  0.0004   |         947.6225   |  0.0005   |           14000 |            |      |     2.57485533   -      3.8828677   | 3d4.(3D).4s           | b 4D  | 7/2  | 3d3.(2G).4s.4p.(3P*)  | x 4F*    | 9/2  |   8 - 10  |       |             |          L15916  |
V I       |                    |           |         947.81928  |  0.00020  |                 | 1.2e-02    | D+   |     0.06855768   -      1.37629849  | 3d3.4s2               | a 4F  | 9/2  | 3d3.4s2               | a 2G     | 9/2  |  10 - 10  | M1    |         u38 |                  |
          |                    |           |                    |           |                 |            |      |                                     |                       |       |      |                       |          |      |           |       |             |                  |
V I       |         948.0304   |  0.0004   |         948.03032  |  0.00020  |           12000 |            |      |     3.28313701†  -      4.59058670  | 3d4.(5D).4p           | y 4D* | 7/2  | 3d5                   | e 4F     | 7/2  |   8 - 8   |       |             |          L15916  |
V I       |         948.2717   |  0.0004   |         948.27194  |  0.00020  |            8900 |            |      |     2.58240250   -      3.8895190   | 3d3.(4F).4s.4p.(3P*)  | z 4D* | 5/2  | 3d4.(3F1).4s          | 4F       | 7/2  |   6 - 8   |       |             |          L15916  |
V II      |                    |           |         949.7724   |  0.0003   |                 | 1.1e-02    | D    |     1.07126861   -      2.3763202   | 3d3.(4F).4s           | a 3F  | 2    | 3d3.(2P).4s           | b 3P     | 1    |   5 - 3   | E2    |       T9770 |                  |
V II      |                    |           |         950.2141   |  0.0003   |                 | 1.2e-02    | D    |     1.07126861   -      2.3757135   | 3d3.(4F).4s           | a 3F  | 2    | 3d3.(2P).4s           | b 3P     | 0    |   5 - 1   | E2    |       T9770 |                  |
V I       |         950.911    |  0.012    |         950.91917  |  0.00018  |           3600h |            |      |     3.92097607   -      5.2244538   | 3d4.(3P1).4s          | 4P    | 5/2  | 3d3.(4P).4s.4p.(1P*)  | r 4D*    | 5/2  |   6 - 6   |       |             |          L14162  |
          |                    |           |                    |           |                 |            |      |                                     |                       |       |      |                       |          |      |           |       |             |                  |
V I       |         951.137    |  0.012    |         951.13096  |  0.00016  |           4900h |            |      |     2.70799105   -      4.01117854  | 3d3.(4F).4s.4p.(3P*)  | z 4G* | 5/2  | 3d5                   | 4G       | 5/2  |   6 - 6   |       |             |          L14162  |
V II      |                    |           |         952.8069   |  0.0003   |                 | 3.5e-03    | E    |     1.07126861   -      2.3721639   | 3d3.(4F).4s           | a 3F  | 2    | 3d3.(2P).4s           | b 3P     | 2    |   5 - 5   | E2    |       T9770 |                  |
V I       |         953.653    |  0.006    |         953.6427   |  0.0004   |         2500bl? |            |      |     3.2863193    -      4.58607441  | 3d4.(5D).4p           | y 6D* | 5/2  | 3d5                   | e 4F     | 5/2  |   6 - 6   |       |             |          L14162  |
V I       |         954.0300   |  0.0004   |         954.0297   |  0.0003   |            7400 |            |      |     2.57752137   -      3.8767492   | 3d4.(3D).4s           | b 4D  | 5/2  | 3d3.(2G).4s.4p.(3P*)  | x 4F*    | 7/2  |   6 - 8   |       |             |          L15916  |
V I       |         958.2134   |  0.0003   |         958.21293  |  0.00011  |            1600 |            |      |     1.94517096   -      3.23872686† | 3d4.(3F2).4s          | b 4F  | 5/2  | 3d4.(5D).4p           | y 4F*    | 7/2  |   6 - 8   |       |             |          L15916  |
          |                    |           |                    |           |                 |            |      |                                     |                       |       |      |                       |          |      |           |       |             |                  |
V I       |         961.0300   |  0.0004   |         961.03020  |  0.00019  |            5600 |            |      |     3.8876125    -      5.1773764   | 3d4.(3F1).4s          | 4F    | 9/2  | 3d4.(3G).4p           | t 4G*    | 7/2  |  10 - 8   |       |             |          L15916  |
V I       |         961.1701   |  0.0005   |         961.17046  |  0.00011  |            6900 |            |      |     1.95532862   -      3.24490425  | 3d4.(3F2).4s          | b 4F  | 9/2  | 3d4.(5D).4p           | y 4F*    | 9/2  |  10 - 10  |       |             |          L15916  |
V I       |         961.4727   |  0.0004   |         961.47218  |  0.00009  |            5900 |            |      |     1.94955591   -      3.23872686† | 3d4.(3F2).4s          | b 4F  | 7/2  | 3d4.(5D).4p           | y 4F*    | 7/2  |   8 - 8   |       |             |          L15916  |
V I       |         964.0744   |  0.0004   |         964.0736   |  0.0004   |            2600 |            |      |     2.5826335    -      3.86832580  | 3d4.(3D).4s           | b 4D  | 1/2  | 3d3.(2G).4s.4p.(3P*)  | x 4F*    | 3/2  |   2 - 4   |       |             |          L15916  |
V I       |         966.890    |  0.014    |         966.8881   |  0.0003   |        3400bl?* |            |      |     4.2811521    -      5.5631020   | 3d3.(2D2).4s.4p.(3P*) | 4F*   | 9/2  | 3d3.(4F).4s.(3F).5s   | 4F       | 9/2  |  10 - 10  |       |             |          L14162  |
          |                    |           |                    |           |                 |            |      |                                     |                       |       |      |                       |          |      |           |       |             |                  |
V I       |         966.890    |  0.014    |         966.90584  |  0.00011  |        3400bl?* |            |      |     1.94218778   -      3.22411408  | 3d4.(3F2).4s          | b 4F  | 3/2  | 3d4.(5D).4p           | y 4F*    | 5/2  |   4 - 6   |       |             |          L14162  |
V I       |                    |           |         966.8935   |  0.0003   |                 | 3.1e-04    | D+   |     0.06855768   -      1.3505003   | 3d3.4s2               | a 4F  | 9/2  | 3d3.4s2               | a 2G     | 7/2  |  10 - 8   | M1    |         u38 |                  |
V I       |         967.09     |  0.02     |         967.11097  |  0.00013  |       4000D,bl? |            |      |     3.31512952   -      4.59678392  | 3d4.(5D).4p           | y 6D* | 9/2  | 3d5                   | e 4F     | 9/2  |  10 - 10  |       |             |          L14162  |
V II      |                    |           |         967.7849   |  0.0005   |                 | 3.1e-03    | E    |     2.52221644   -      3.8029783   | 3d3.(4P).4s           | c 3P  | 2    | 3d4                   | d 3F1    | 2    |   5 - 5   | E2    |       T9770 |                  |
V I       |         968.4255   |  0.0003   |         968.42563  |  0.00020  |            8200 |            |      |     2.60769800   -      3.8876125   | 3d3.(4F).4s.4p.(3P*)  | z 4D* | 7/2  | 3d4.(3F1).4s          | 4F       | 9/2  |   8 - 10  |       |             |          L15916  |
          |                    |           |                    |           |                 |            |      |                                     |                       |       |      |                       |          |      |           |       |             |                  |
V I       |         969.16150  |  0.00015  |         969.16119  |  0.00014  |           45000 |            |      |     1.94517096   -      3.22411408  | 3d4.(3F2).4s          | b 4F  | 5/2  | 3d4.(5D).4p           | y 4F*    | 5/2  |   6 - 6   |       |             |           L9905  |
V II      |                    |           |         970.7283   |  0.0003   |                 | 1.1e-02    | D+   |     2.52221644   -      3.7990949   | 3d3.(4P).4s           | c 3P  | 2    | 3d4                   | d 3F1    | 3    |   5 - 7   | E2    |       T9770 |                  |
V I       |         970.8274   |  0.0005   |         970.82646  |  0.00016  |            2000 |            |      |     1.94955591   -      3.22630525  | 3d4.(3F2).4s          | b 4F  | 7/2  | 3d3.(4F).4s.4p.(3P*)  | z 2G*    | 7/2  |   8 - 8   |       |             |          L15916  |
V II      |                    |           |         971.4809   |  0.0003   |                 | 8.e-03     | E    |     1.09627456   -      2.3721639   | 3d3.(4F).4s           | a 3F  | 3    | 3d3.(2P).4s           | b 3P     | 2    |   7 - 5   | E2    |       T9770 |                  |
V II      |                    |           |         973.35956  |  0.00015  |                 | 7.e-03     | E    |     1.09627456   -      2.36970126  | 3d3.(4F).4s           | a 3F  | 3    | 3d3.(2G).4s           | b 1G     | 4    |   7 - 9   | M1    |       T9770 |                  |
          |                    |           |                    |           |                 |            |      |                                     |                       |       |      |                       |          |      |           |       |             |                  |
V II      |                    |           |         973.3612   |  0.0004   |                 | 2.5e-02    | D+   |     2.52221644   -      3.7956411   | 3d3.(4P).4s           | c 3P  | 2    | 3d4                   | d 3F1    | 4    |   5 - 9   | E2    |       T9770 |                  |
V I       |         973.8453   |  0.0005   |         973.84655  |  0.00016  |            1900 |            |      |     1.94218778   -      3.21497769  | 3d4.(3F2).4s          | b 4F  | 3/2  | 3d4.(5D).4p           | y 4F*    | 3/2  |   4 - 4   |       |             |          L15916  |
V I       |         977.298    |  0.006    |         977.3047   |  0.0012   |          3300bl |            |      |     4.2811521    -      5.5494383   | 3d3.(2D2).4s.4p.(3P*) | 4F*   | 9/2  | 3d3.(4F).4s.(3F).5s   | 4F       | 7/2  |  10 - 8   |       |             |          L14162  |
V IV      |                    |           |         977.77     |  0.10     |                 | 1.6e-04    | E    |     0.09109      -      1.35878     | 3p6.3d2               | 3F    | 4    | 3p6.3d2               | 1D       | 2    |   9 - 5   | E2    |       T1610 |                  |
V I       |         986.54980  |  0.00015  |         986.5494   |  0.0004   |           12000 |            |      |     1.7111742    -      2.96757565  | 3d3.4s2               | a 2P  | 3/2  | 3d3.(4F).4s.4p.(3P*)  | z 2D*    | 5/2  |   4 - 6   |       |             |           L9905  |
          |                    |           |                    |           |                 |            |      |                                     |                       |       |      |                       |          |      |           |       |             |                  |
V II      |                    |           |         987.9086   |  0.0004   |                 | 2.8e-03    | D    |     2.5444220    -      3.7990949   | 3d3.(2D2).4s          | b 3D  | 1    | 3d4                   | d 3F1    | 3    |   3 - 7   | E2    |       T9770 |                  |
V I       |         989.50110  |  0.00015  |         989.5007   |  0.0003   |            2600 |            |      |     2.76656255   -      4.01921668  | 3d3.(4F).4s.4p.(3P*)  | z 4G* | 11/2 | 3d5                   | 4G       | 11/2 |  12 - 12  |       |             |           L9905  |
V II      |                    |           |         993.3680   |  0.0005   |                 | 2.6e-03    | E    |     2.5097359    -      3.7575133   | 3d3.(2H).4s           | b 3H  | 4    | 3d3.(2F).4s           | c 3F     | 3    |   9 - 7   | E2    |       T9770 |                  |
V II      |                    |           |         995.9133   |  0.0004   |                 | 1.9e-03    | E    |     2.51443043   -      3.7590188   | 3d3.(2H).4s           | b 3H  | 5    | 3d3.(2F).4s           | c 3F     | 4    |  11 - 9   | E2    |       T9770 |                  |
V II      |                    |           |         997.1195   |  0.0004   |                 | 2.9e-02    | D+   |     2.51443043   -      3.7575133   | 3d3.(2H).4s           | b 3H  | 5    | 3d3.(2F).4s           | c 3F     | 3    |  11 - 7   | E2    |       T9770 |                  |
          |                    |           |                    |           |                 |            |      |                                     |                       |       |      |                       |          |      |           |       |             |                  |
V II      |                    |           |         997.2203   |  0.0007   |                 | 3.2e-02    | D+   |     2.5097359    -      3.7526931   | 3d3.(2H).4s           | b 3H  | 4    | 3d3.(2F).4s           | c 3F     | 2    |   9 - 5   | E2    |       T9770 |                  |
V II      |                    |           |         998.22452  |  0.00017  |                 | 1.2e-02    | E    |     1.12799448   -      2.36970126  | 3d3.(4F).4s           | a 3F  | 4    | 3d3.(2G).4s           | b 1G     | 4    |   9 - 9   | M1    |       T9770 |                  |
V II      |                    |           |        1000.0423   |  0.0004   |                 | 3.8e-03    | E    |     2.5561913    -      3.7956411   | 3d3.(2D2).4s          | b 3D  | 2    | 3d4                   | d 3F1    | 4    |   5 - 9   | E2    |       T9770 |                  |
V II      |                    |           |        1004.2254   |  0.0005   |                 | 2.8e-02    | D+   |     2.5247320    -      3.7590188   | 3d3.(2H).4s           | b 3H  | 6    | 3d3.(2F).4s           | c 3F     | 4    |  13 - 9   | E2    |       T9770 |                  |
V I       |        1006.6805   |  0.0005   |        1006.6806   |  0.0005   |             280 |            |      |     4.95951544   -      6.1907920   | 3d4.(3H).4p           | u 4G* | 7/2  | 3d3.4s.(5F).4d?       | g 6G?    | 9/2  |   8 - 10  |       |             |           L4236  |
          |                    |           |                    |           |                 |            |      |                                     |                       |       |      |                       |          |      |           |       |             |                  |
V I       |        1013.882    |  0.012    |        1013.8777   |  0.0004   |           5700h |            |      |     1.89331085   -      3.11584711  | 3d4.(3P2).4s          | b 4P  | 3/2  | 3d4.(5D).4p           | z 4P*    | 5/2  |   4 - 6   |       |             |          L14162  |
V I       |        1015.707    |  0.018    |        1015.70638  |  0.00010  |             540 |            |      |     4.01633839   -      5.2366736†  | 3d5                   | 4G    | 9/2  | 3d4.(5D).5p           | 6F*      | 7/2  |  10 - 8   |       |             |           L4236  |
V I       |        1016.300    |  0.008    |        1016.2974   |  0.0003   |           2300* |            |      |     4.14263241   -      5.3622579   | 3d5                   | 4P    | 3/2  | 3d4.(5D).5p           | q 4D*    | 1/2  |   4 - 2   |       |             |          L14162  |
V I       |        1016.300    |  0.008    |        1016.31591  |  0.00018  |           2300* |            |      |     1.86948171   -      3.08908500  | 3d4.(3P2).4s          | b 4P  | 1/2  | 3d4.(5D).4p           | z 4P*    | 3/2  |   2 - 4   |       |             |          L14162  |
V I       |        1019.37860  |  0.00015  |        1019.3782   |  0.0004   |            6100 |            |      |     1.7111742    -      2.92711378  | 3d3.4s2               | a 2P  | 3/2  | 3d3.(4F).4s.4p.(3P*)  | z 2D*    | 3/2  |   4 - 4   |       |             |           L9905  |
          |                    |           |                    |           |                 |            |      |                                     |                       |       |      |                       |          |      |           |       |             |                  |
V I       |        1020.35210  |  0.00015  |        1020.35189  |  0.00017  |           12000 |            |      |     1.7123346    -      2.92711378  | 3d3.4s2               | a 2P  | 1/2  | 3d3.(4F).4s.4p.(3P*)  | z 2D*    | 3/2  |   2 - 4   |       |             |           L9905  |
V II      |                    |           |        1023.5748   |  0.0006   |                 | 1.7e-03    | E    |     2.76157896   -      3.9725332   | 3d3.(2P).4s           | a 1P  | 1    | 3d4                   | d 3P1    | 2    |   3 - 5   | E2    |       T9770 |                  |
V I       |        1025.150    |  0.010    |        1025.1281   |  0.0003   |            620? |            |      |     4.30809478   -      5.5172142   | 3d3.(4F).4s.4p.(1P*)  | v 4D* | 7/2  | 3d3.4s.(5F).4d        | 4F       | 9/2  |   8 - 10  |       |             |          L14162  |
V II      |                    |           |        1025.8479   |  0.0007   |                 | 1.1e-02    | D+   |     2.5444220    -      3.7526931   | 3d3.(2D2).4s          | b 3D  | 1    | 3d3.(2F).4s           | c 3F     | 2    |   3 - 5   | E2    |       T9770 |                  |
V I       |        1026.578    |  0.010    |        1026.57041  |  0.00015  |             370 |            |      |     4.26084812   -      5.4682687   | 3d5                   | c 4D  | 7/2  | 3d4.(3D).4p           | 4F*      | 7/2  |   8 - 8   |       |             |           L4236  |
          |                    |           |                    |           |                 |            |      |                                     |                       |       |      |                       |          |      |           |       |             |                  |
