-----------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
Spectrum  |      Observed      |   Unc.    |        Ritz        |   Unc.    |            Rel. |    Aki     | Acc. |           Ei           Ek           |             Lower level              |               Upper level               |  gi   gk  |   Type|         TP  |            Line  |
          |     Wavelength     |    (nm)   |     Wavelength     |    (nm)   |            Int. |   (s^-1)   |      |          (eV)         (eV)          |--------------------------------------|-----------------------------------------|           |       |        Ref. |            Ref.  |
          |      Air (nm)      |           |      Air (nm)      |           |                 |            |      |                                     | Conf.                 | Term  | J    | Conf.                 | Term     | J    |           |       |             |                  |
V II      |         257.2078   |  0.0008   |         257.208708 |  0.000015 |             770 |            |      |     1.47643597   -      6.29536565  | 3d4                   | a 3P2 | 2    | 3d3.(2P).4p           | y 3D*    | 2    |   5 - 5   |       |             |      L10089c179  |
          |                    |           |                    |           |                 |            |      |                                     |                       |       |      |                       |          |      |           |       |             |                  |
V II      |         257.26486  |  0.00007  |         257.26487  |  0.00003  |            5300 | 4.8e+07    | D+   |     4.58179723   -      9.3996750   | 3d3.(4F).4p           | z 5F* | 1    | 3d3.(4F).4d           | 3F       | 2    |   3 - 5   |       |       T9770 |          L18516  |
V I       |         257.40187  |  0.00009  |         257.40187  |  0.00003  |          900000 | 1.8e+07    | C    |     0.06855768   -      4.88387131  | 3d3.4s2               | a 4F  | 9/2  | 3d4.(3F2).4p          | u 4F*    | 9/2  |  10 - 10  |       |       T9399 |          L15916  |
V II      |         257.451769 |  0.000024 |         257.451738 |  0.000016 |            8000 | 2.2e+07    | C    |     1.47643597   -      6.2908170   | 3d4                   | a 3P2 | 2    | 3d3.(2P).4p           | y 3P*    | 1    |   5 - 3   |       |       T9770 |          L18516  |
V II      |         257.64757  |  0.00020  |         257.647559 |  0.000020 |            1600 |            |      |     2.02602375   -      6.8367459   | 3d3.(2G).4s           | b 3G  | 3    | 3d3.(2D2).4p          | y 1F*    | 3    |   7 - 7   |       |             |          L18516  |
V II      |         257.69059  |  0.00014  |         257.69057  |  0.00004  |            4100 |            |      |     5.86409484   -     10.6740140   | 3d3.(2G).4p           | z 3H* | 5    | 3d3.(2H).5s           | 3H       | 5    |  11 - 11  |       |             |          L18516  |
          |                    |           |                    |           |                 |            |      |                                     |                       |       |      |                       |          |      |           |       |             |                  |
V V       |         257.7127   |  0.0010   |         257.7127+  |  0.0009   |              20 |            |      |    43.301779     -     48.111285    | 3p6.4f                | 2F*   | 7/2  | 3p6.5d                | 2D       | 5/2  |   8 - 6   |       |             |    L3917,L11926  |
V I       |         257.72902  |  0.00009  |         257.729012 |  0.000020 |          180000 | 2.8e+06    | C    |     0.06855768   -      4.87775951  | 3d3.4s2               | a 4F  | 9/2  | 3d4.(3F2).4p          | u 4F*    | 7/2  |  10 - 8   |       |       T9399 |          L15916  |
V II      |         257.7536   |  0.0008   |         257.752249 |  0.000016 |           1200* |            |      |     2.03601012   -      6.8447784   | 3d3.(2G).4s           | b 3G  | 4    | 3d3.(2H).4p           | x 3G*    | 5    |   9 - 11  |       |             |      L10089c179  |
V II      |         257.7536   |  0.0008   |         257.75392  |  0.00003  |           1200* |            |      |     2.90013312   -      7.7088702   | 3d3.(2H).4s           | a 1H  | 5    | 3d3.(2F).4p           | w 3F*    | 4    |  11 - 9   |       |             |      L10089c179  |
V II      |         257.76758  |  0.00004  |         257.767595 |  0.000013 |            5600 |            |      |     1.68729342   -      6.4957754   | 3d4                   | b 3F2 | 4    | 3d3.(2D2).4p          | x 3F*    | 3    |   9 - 7   |       |             |          L18516  |
          |                    |           |                    |           |                 |            |      |                                     |                       |       |      |                       |          |      |           |       |             |                  |
V II      |         257.8455   |  0.0006   |         257.844859 |  0.000020 |            2100 |            |      |     2.04982876   -      6.8568700   | 3d3.(2G).4s           | b 3G  | 5    | 3d3.(2H).4p           | x 3G*    | 4    |  11 - 9   |       |             |      L10089c179  |
V II      |         257.9127   |  0.0008   |         257.913407 |  0.000020 |            1400 |            |      |     4.61283470   -      9.4185984   | 3d3.(4F).4p           | z 3D* | 3    | 3d3.(4F).4d           | 3F       | 3    |   7 - 7   |       |             |      L10089c179  |
V II      |         257.9917   |  0.0008   |         257.991749 |  0.000020 |            1100 |            |      |     4.54694485   -      9.3512493   | 3d3.(4F).4p           | z 5F* | 2    | 3d3.(4F).4d           | 3G       | 3    |   5 - 7   |       |             |      L10089c179  |
V II      |         258.1830   |  0.0008   |         258.183545 |  0.000020 |            1000 |            |      |     2.03601012   -      6.8367459   | 3d3.(2G).4s           | b 3G  | 4    | 3d3.(2D2).4p          | y 1F*    | 3    |   9 - 7   |       |             |      L10089c179  |
V II      |         258.30008  |  0.00014  |         258.300016 |  0.000020 |            1800 | 9.e+06     | D+   |     1.67907411   -      6.4776453   | 3d4                   | b 3F2 | 3    | 3d3.(2D2).4p          | x 3F*    | 2    |   7 - 5   |       |       T9770 |          L18516  |
          |                    |           |                    |           |                 |            |      |                                     |                       |       |      |                       |          |      |           |       |             |                  |
V IV      |         258.4636   |  0.0010   |         258.463+   |  0.009    |              40 | 2.6e+08    | D    |    27.99614      -     32.79169     | 3p6.3d.4d             | 1D    | 2    | 3p6.3d.4f             | 1D*      | 2    |   5 - 5   |       |       T2757 |            L147  |
V II      |         258.49511  |  0.00007  |         258.495117 |  0.000020 |            6800 | 1.5e+07    | C    |     2.04982876   -      6.8447784   | 3d3.(2G).4s           | b 3G  | 5    | 3d3.(2H).4p           | x 3G*    | 5    |  11 - 11  |       |       T9770 |          L18516  |
V II      |         258.5606   |  0.0008   |         258.5605   |  0.0005   |            1500 |            |      |     6.8367459    -     11.630483    | 3d3.(2D2).4p          | y 1F* | 3    | 3d3.(4F).5d           | 3D       | 3    |   7 - 7   |       |             |      L10089c179  |
V II      |         258.57253  |  0.00016  |         258.572573 |  0.000020 |            2800 |            |      |     4.54694485   -      9.3404582   | 3d3.(4F).4p           | z 5F* | 2    | 3d3.(4F).4d           | 3P       | 2    |   5 - 5   |       |             |          L18516  |
V IV      |         258.7258   |  0.0010   |         258.724+   |  0.009    |              10 |            |      |    26.91796      -     31.70866     | 3p6.3d.4d             | 3D    | 2    | 3p6.3d.5p             | 3F*      | 3    |   5 - 7   |       |             |            L147  |
          |                    |           |                    |           |                 |            |      |                                     |                       |       |      |                       |          |      |           |       |             |                  |
V II      |         258.73201  |  0.00008  |         258.73199  |  0.00004  |            3200 | 1.5e+08    | D+   |     6.86914836   -     11.6597085   | 3d3.(2H).4p           | z 1I* | 6    | 3d3.(2H).4d           | 1I       | 6    |  13 - 13  |       |       T9770 |          L18516  |
V II      |         258.81185  |  0.00022  |         258.81209  |  0.00003  |            6000 | 1.1e+07    | D+   |     3.7590188    -      8.5480963   | 3d3.(2F).4s           | c 3F  | 4    | 3d2.(3F).4s.4p.(3P*)  | u 3D*    | 3    |   9 - 7   |       |       T9770 |          L18516  |
V II      |         258.83978  |  0.00005  |         258.839746 |  0.000016 |            8000 | 4.7e+07    | D+   |     4.65196940   -      9.4405353   | 3d3.(4F).4p           | z 5D* | 3    | 3d3.(4F).4d           | 3F       | 4    |   7 - 9   |       |       T9770 |          L18516  |
V II      |         258.8783   |  0.0008   |         258.87824  |  0.00009  |            1600 | 3.8e+07    | D+   |     5.4675133    -     10.2553671   | 3d3.(2D1).4s          | c 3D  | 3    | 3d2.(3P).4s.4p.(3P*)  | r 3D*    | 3    |   7 - 7   |       |       T9770 |      L10089c179  |
V II      |         259.01011  |  0.00012  |         259.010248 |  0.000020 |            2700 |            |      |     4.63318459   -      9.4185984   | 3d3.(4F).4p           | z 5D* | 2    | 3d3.(4F).4d           | 3F       | 3    |   5 - 7   |       |             |          L18516  |
          |                    |           |                    |           |                 |            |      |                                     |                       |       |      |                       |          |      |           |       |             |                  |
V II      |         259.04836  |  0.00016  |         259.04827  |  0.00003  |            2600 |            |      |     4.52411371   -      9.3088252   | 3d3.(4F).4p           | z 3D* | 1    | 3d3.(4F).4d           | 3P       | 1    |   3 - 3   |       |             |          L18516  |
V II      |         259.09782  |  0.00013  |         259.09777  |  0.00003  |            6900 |            |      |     5.90261754   -     10.6864149   | 3d3.(2G).4p           | z 3H* | 6    | 3d3.(2H).5s           | 3H       | 6    |  13 - 13  |       |             |          L18516  |
V II      |         259.2207   |  0.0008   |         259.22082  |  0.00003  |            1100 | 2.4e+07    | C    |     1.47643597   -      6.2579628   | 3d4                   | a 3P2 | 2    | 3d3.(2P).4p           | y 3D*    | 1    |   5 - 3   |       |       T9770 |      L10089c179  |
V IV      |         259.2747   |  0.0010   |         259.270+   |  0.010    |                 |            |      |    26.89279      -     31.67341     | 3p6.3d.4d             | 3D    | 1    | 3p6.3d.5p             | 3F*      | 2    |   3 - 5   |       |             |            L147  |
V II      |         259.30218  |  0.00012  |         259.302271 |  0.000012 |            7400 |            |      |     4.28896599   -      9.06899089  | 3d3.(4F).4p           | z 5G* | 2    | 3d3.(4F).4d           | 5F       | 3    |   5 - 7   |       |             |          L18516  |
          |                    |           |                    |           |                 |            |      |                                     |                       |       |      |                       |          |      |           |       |             |                  |
V III     |         259.305    |  0.010    |         259.3049   |  0.0010   |             250 | 2.8e+08    | D    |     6.115860     -     10.895837    | 3d2.(3F).4s           | b 2F  | 5/2  | 3d2.(3F).4p           | z 2F*    | 5/2  |   6 - 6   |       |      T3396n |           L4746  |
V II      |         259.3639   |  0.0023   |         259.362365 |  0.000014 |            280? |            |      |     1.68729342   -      6.46621086  | 3d4                   | b 3F2 | 4    | 3d3.(2H).4p           | y 3H*    | 5    |   9 - 11  |       |             |       L8201c179  |
V II      |         259.37613  |  0.00004  |         259.37613  |  0.00004  |            4500 | 1.8e+08    | D+   |     6.88104472   -     11.6597085   | 3d3.(2H).4p           | y 1H* | 5    | 3d3.(2H).4d           | 1I       | 6    |  11 - 13  |       |       T9770 |          L18516  |
V II      |         259.391    |  0.005    |         259.391503 |  0.000020 |            560H |            |      |     1.67907411   -      6.4574547   | 3d4                   | b 3F2 | 3    | 3d3.(2H).4p           | y 3H*    | 4    |   7 - 9   |       |             |       L8201c179  |
V II      |         259.43679  |  0.00009  |         259.436775 |  0.000011 |            6500 |            |      |     4.30793361   -      9.08548048  | 3d3.(4F).4p           | z 5G* | 3    | 3d3.(4F).4d           | 5F       | 4    |   7 - 9   |       |             |          L18516  |
          |                    |           |                    |           |                 |            |      |                                     |                       |       |      |                       |          |      |           |       |             |                  |
V III     |         259.510    |  0.010    |         259.5098   |  0.0010   |             250 | 2.8e+08    | D    |     6.175069     -     10.951271    | 3d2.(3F).4s           | b 2F  | 7/2  | 3d2.(3F).4p           | z 2F*    | 7/2  |   8 - 8   |       |      T3396n |           L4746  |
V IV      |         259.5858   |  0.0010   |         259.588+   |  0.010    |              20 | 2.0e+08    | D    |    26.77534      -     31.55011     | 3p6.3d.4d             | 1F    | 3    | 3p6.3d.5p             | 1D*      | 2    |   7 - 5   |       |       T2757 |            L147  |
V II      |         259.6341   |  0.0008   |         259.63502  |  0.00003  |             760 |            |      |     1.7037461    -      6.4776453   | 3d3.(4P).4s           | a 5P  | 3    | 3d3.(2D2).4p          | x 3F*    | 2    |   7 - 5   |       |             |      L10089c179  |
V IV      |         259.6761   |  0.0010   |         259.675+   |  0.010    |              15 | 2.7e+08    | D    |    28.08510      -     32.85825     | 3p6.3d.4d             | 3P    | 0    | 3p6.3d.4f             | 3D*      | 1    |   1 - 3   |       |       T2757 |            L147  |
V II      |         259.7161   |  0.0016   |         259.71717  |  0.00006  |           2500h | 1.5e+07    | D+   |     3.7526931    -      8.5250822   | 3d3.(2F).4s           | c 3F  | 2    | 3d2.(3F).4s.4p.(3P*)  | u 3D*    | 1    |   5 - 3   |       |       T9770 |      L10089c179  |
          |                    |           |                    |           |                 |            |      |                                     |                       |       |      |                       |          |      |           |       |             |                  |
V II      |         259.7222   |  0.0003   |         259.72194  |  0.00004  |            4300 | 1.2e+07    | D+   |     3.7575133    -      8.5298148   | 3d3.(2F).4s           | c 3F  | 3    | 3d2.(3F).4s.4p.(3P*)  | u 3D*    | 2    |   7 - 5   |       |       T9770 |          L18516  |
V I       |         259.773    |  0.004    |         259.77568  |  0.00008  |          18000? |            |      |     1.37629849   -      6.1476130   | 3d3.4s2               | a 2G  | 9/2  | 3d2.(3F).4s2.4p       | n 4D*    | 7/2  |  10 - 8   |       |             |           L3353  |
V IV      |         259.8287   |  0.0010   |         259.829+   |  0.010    |              30 |            |      |    28.11916      -     32.88949     | 3p6.3d.4d             | 3P    | 2    | 3p6.3d.4f             | 3D*      | 3    |   5 - 7   |       |             |            L147  |
V II      |         259.86059  |  0.00014  |         259.860456 |  0.000010 |            2900 |            |      |     4.33283069   -      9.10258865  | 3d3.(4F).4p           | z 5G* | 4    | 3d3.(4F).4d           | 5F       | 5    |   9 - 11  |       |             |          L18516  |
V II      |         259.93175  |  0.00010  |         259.93169  |  0.00008  |            5600 |            |      |     4.52411371   -      9.2925645   | 3d3.(4F).4p           | z 3D* | 1    | 3d3.(4F).4d           | 3P       | 0    |   3 - 1   |       |             |          L18516  |
          |                    |           |                    |           |                 |            |      |                                     |                       |       |      |                       |          |      |           |       |             |                  |
V IV      |         259.9983   |  0.0010   |         259.998+   |  0.010    |              30 | 3.4e+08    | D    |    28.09694      -     32.86417     | 3p6.3d.4d             | 3P    | 1    | 3p6.3d.4f             | 3D*      | 2    |   3 - 5   |       |       T2757 |            L147  |
V I       |         260.001    |  0.002    |         260.00182  |  0.00007  |            9300 |            |      |     1.04308017   -      5.8102449   | 3d4.(5D).4s           | a 4D  | 1/2  | 3d4.(3D).4p           | t 4P*    | 3/2  |   2 - 4   |       |             |          L14162  |
V II      |         260.0311   |  0.0008   |         260.031045 |  0.000020 |            1100 |            |      |     4.65196940   -      9.4185984   | 3d3.(4F).4p           | z 5D* | 3    | 3d3.(4F).4d           | 3F       | 3    |   7 - 7   |       |             |      L10089c179  |
V I       |         260.080    |  0.002    |         260.08040  |  0.00010  |           23000 |            |      |     1.04308017   -      5.8088047   | 3d4.(5D).4s           | a 4D  | 1/2  | 3d4.(3D).4p           | t 4P*    | 1/2  |   2 - 2   |       |             |          L14162  |
V II      |         260.105384 |  0.000019 |         260.105389 |  0.000011 |           67000 | 7.e+07     | D    |     4.28896599   -      9.05423269  | 3d3.(4F).4p           | z 5G* | 2    | 3d3.(4F).4d           | 5F       | 2    |   5 - 5   |       |       T9770 |          L18516  |
          |                    |           |                    |           |                 |            |      |                                     |                       |       |      |                       |          |      |           |       |             |                  |
V II      |         260.22628  |  0.00004  |         260.226293 |  0.000020 |            5200 |            |      |     4.57740540   -      9.3404582   | 3d3.(4F).4p           | z 5F* | 3    | 3d3.(4F).4d           | 3P       | 2    |   7 - 5   |       |             |          L18516  |
V II      |         260.29035  |  0.00004  |         260.29037  |  0.00003  |            9200 | 1.2e+08    | D+   |     4.54694485   -      9.3088252   | 3d3.(4F).4p           | z 5F* | 2    | 3d3.(4F).4d           | 3P       | 1    |   5 - 3   |       |       T9770 |          L18516  |
V IV      |         260.3213   |  0.0010   |         260.321+   |  0.010    |              10 | 1.2e+08    | D    |    28.09694      -     32.85825     | 3p6.3d.4d             | 3P    | 1    | 3p6.3d.4f             | 3D*      | 1    |   3 - 3   |       |       T2757 |            L147  |
V II      |         260.335365 |  0.000017 |         260.335371 |  0.000010 |           71000 |            |      |     4.30793361   -      9.06899089  | 3d3.(4F).4p           | z 5G* | 3    | 3d3.(4F).4d           | 5F       | 3    |   7 - 7   |       |             |          L18516  |
V I       |         260.393    |  0.002    |         260.39418  |  0.00006  |            4700 |            |      |     1.05091907   -      5.8109012   | 3d4.(5D).4s           | a 4D  | 3/2  | 3d4.(3D).4p           | t 4P*    | 5/2  |   4 - 6   |       |             |          L14162  |
          |                    |           |                    |           |                 |            |      |                                     |                       |       |      |                       |          |      |           |       |             |                  |
V I       |         260.4302   |  0.0003   |         260.43009  |  0.00007  |           12000 |            |      |     1.05091907   -      5.8102449   | 3d4.(5D).4s           | a 4D  | 3/2  | 3d4.(3D).4p           | t 4P*    | 3/2  |   4 - 4   |       |             |          L15916  |
V II      |         260.4500   |  0.0008   |         260.450950 |  0.000027 |             540 |            |      |     1.42765131   -      6.18659594  | 3d4                   | a 3P2 | 1    | 3d3.(2P).4p           | z 1D*    | 2    |   3 - 5   |       |             |      L10089c179  |
V I       |         260.5089   |  0.0003   |         260.50892  |  0.00010  |            9700 |            |      |     1.05091907   -      5.8088047   | 3d4.(5D).4s           | a 4D  | 3/2  | 3d4.(3D).4p           | t 4P*    | 1/2  |   4 - 2   |       |             |          L15916  |
V V       |         260.5523   |  0.0010   |         260.5552+  |  0.0010   |               4 |            |      |    43.354245     -     48.111285    | 3p6.4f                | 2F*   | 5/2  | 3p6.5d                | 2D       | 5/2  |   6 - 6   |       |             |           L3917  |
V II      |         260.6192   |  0.0005   |         260.619102 |  0.000011 |            4900 |            |      |     4.28896599   -      9.04484033  | 3d3.(4F).4p           | z 5G* | 2    | 3d3.(4F).4d           | 5G       | 3    |   5 - 7   |       |             |          L18516  |
          |                    |           |                    |           |                 |            |      |                                     |                       |       |      |                       |          |      |           |       |             |                  |
V II      |         260.6445   |  0.0008   |         260.64385  |  0.00007  |            1600 |            |      |     5.7888836    -     10.5443065   | 3d3.(4P).4p           | y 5D* | 1    | 3d3.(4P).4d           | 5P       | 2    |   3 - 5   |       |             |      L10089c179  |
V II      |         260.73330  |  0.00010  |         260.73329  |  0.00009  |            2000 |            |      |     5.7968232    -     10.5506149   | 3d3.(4P).4p           | z 5P* | 1    | 3d3.(4P).4d           | 5P       | 1    |   3 - 3   |       |             |          L18516  |
V IV      |         260.7633   |  0.0010   |         260.763+   |  0.010    |               5 |            |      |    26.91796      -     31.67121     | 3p6.3d.4d             | 3D    | 2    | 3p6.3d.5p             | 3D*      | 3    |   5 - 7   |       |             |            L147  |
V II      |         260.795936 |  0.000016 |         260.795936 |  0.000009 |           67000 |            |      |     4.33283069   -      9.08548048  | 3d3.(4F).4p           | z 5G* | 4    | 3d3.(4F).4d           | 5F       | 4    |   9 - 9   |       |             |          L18516  |
V II      |         260.8658   |  0.0020   |         260.866465 |  0.000017 |             260 |            |      |     1.12799448   -      5.87935939  | 3d3.(4F).4s           | a 3F  | 4    | 3d3.(4P).4p           | y 5D*    | 4    |   9 - 9   |       |             |       L8201c179  |
          |                    |           |                    |           |                 |            |      |                                     |                       |       |      |                       |          |      |           |       |             |                  |
V II      |         260.8970   |  0.0003   |         260.896784 |  0.000010 |            3300 |            |      |     4.30793361   -      9.05874640  | 3d3.(4F).4p           | z 5G* | 3    | 3d3.(4F).4d           | 5G       | 4    |   7 - 9   |       |             |          L18516  |
V II      |         260.95946  |  0.00016  |         260.95935  |  0.00008  |            1800 | 5.2e+07    | D+   |     5.8674644    -     10.6171382   | 3d3.(2D1).4s          | d 1D  | 2    | 3d2.(3P).4s.4p.(3P*)  | u 1D*    | 2    |   5 - 5   |       |       T9770 |          L18516  |
V II      |         260.98022  |  0.00020  |         260.980323 |  0.000021 |             640 |            |      |     1.79302840   -      6.5423206   | 3d4                   | a 3G  | 3    | 3d3.(4P).4p           | x 3D*    | 3    |   7 - 7   |       |             |          L18516  |
V V       |         261.0098   |  0.0010   |         261.0084+  |  0.0010   |              10 |            |      |    43.354245     -     48.103026    | 3p6.4f                | 2F*   | 5/2  | 3p6.5d                | 2D       | 3/2  |   6 - 4   |       |             |           L3917  |
V IV      |         261.0323   |  0.0010   |         261.033+   |  0.010    |              10 | 8.9e+07    | D    |    31.55011      -     36.29844     | 3p6.3d.5p             | 1D*   | 2    | 3p6.3d.6s             | 1D       | 2    |   5 - 5   |       |       T2757 |            L147  |
          |                    |           |                    |           |                 |            |      |                                     |                       |       |      |                       |          |      |           |       |             |                  |
V II      |         261.0570   |  0.0007   |         261.054801 |  0.000021 |           22000 |            |      |     4.59252095   -      9.3404582   | 3d3.(4F).4p           | z 3D* | 2    | 3d3.(4F).4d           | 3P       | 2    |   5 - 5   |       |             |      L10089c179  |
V II      |         261.07971  |  0.00009  |         261.07977  |  0.00007  |            2100 |            |      |     5.7968232    -     10.5443065   | 3d3.(4P).4p           | z 5P* | 1    | 3d3.(4P).4d           | 5P       | 2    |   3 - 5   |       |             |          L18516  |
V I       |         261.0899   |  0.0003   |         261.08998  |  0.00006  |           15000 |            |      |     1.06360364   -      5.8109012   | 3d4.(5D).4s           | a 4D  | 5/2  | 3d4.(3D).4p           | t 4P*    | 5/2  |   6 - 6   |       |             |          L15916  |
V I       |         261.103    |  0.002    |         261.10410  |  0.00004  |           6200? |            |      |     0.04010046   -      4.7871413   | 3d3.4s2               | a 4F  | 7/2  | 3d3.(2H).4s.4p.(3P*)  | u 2G*    | 7/2  |   8 - 8   |       |             |          L14162  |
V II      |         261.11949  |  0.00003  |         261.119482 |  0.000011 |           47000 |            |      |     4.28896599   -      9.03572726  | 3d3.(4F).4p           | z 5G* | 2    | 3d3.(4F).4d           | 5G       | 2    |   5 - 5   |       |             |          L18516  |
          |                    |           |                    |           |                 |            |      |                                     |                       |       |      |                       |          |      |           |       |             |                  |
V I       |         261.1262   |  0.0002   |         261.12608  |  0.00007  |           28000 |            |      |     1.06360364   -      5.8102449   | 3d4.(5D).4s           | a 4D  | 5/2  | 3d4.(3D).4p           | t 4P*    | 3/2  |   6 - 4   |       |             |          L15916  |
V II      |         261.144905 |  0.000018 |         261.144911 |  0.000011 |           63000 |            |      |     4.30793361   -      9.05423269  | 3d3.(4F).4p           | z 5G* | 3    | 3d3.(4F).4d           | 5F       | 2    |   7 - 5   |       |             |          L18516  |
V I       |         261.175    |  0.002    |         261.17783  |  0.00004  |            5900 |            |      |     0.26188959   -      5.0075904   | 3d4.(5D).4s           | a 6D  | 1/2  | 3d3.(2D2).4s.4p.(3P*) | 2D*      | 3/2  |   2 - 4   |       |             |          L14162  |
V II      |         261.38377  |  0.00004  |         261.383777 |  0.000016 |           16000 |            |      |     4.28896599   -      9.0309279   | 3d3.(4F).4p           | z 5G* | 2    | 3d3.(4F).4d           | 5F       | 1    |   5 - 3   |       |             |          L18516  |
V IV      |         261.4154   |  0.0010   |         261.416+   |  0.010    |               1 |            |      |    26.89279      -     31.63417     | 3p6.3d.4d             | 3D    | 1    | 3p6.3d.5p             | 3D*      | 2    |   3 - 5   |       |             |            L147  |
          |                    |           |                    |           |                 |            |      |                                     |                       |       |      |                       |          |      |           |       |             |                  |
V II      |         261.43970  |  0.00008  |         261.439731 |  0.000021 |            1600 | 1.4e+07    | C    |     1.79302840   -      6.5339755   | 3d4                   | a 3G  | 3    | 3d3.(4P).4p           | x 3D*    | 2    |   7 - 5   |       |       T9770 |          L18516  |
V I       |         261.4883   |  0.0005   |         261.48782  |  0.00005  |           46000 |            |      |     1.05091907   -      5.7909943   | 3d4.(5D).4s           | a 4D  | 3/2  | 3d3.(2F).4s.4p.(3P*)  | 4D*      | 3/2  |   4 - 4   |       |             |           L4235  |
V II      |         261.536645 |  0.000016 |         261.536656 |  0.000009 |           83000 |            |      |     4.36339842   -      9.10258865  | 3d3.(4F).4p           | z 5G* | 5    | 3d3.(4F).4d           | 5F       | 5    |  11 - 11  |       |             |          L18516  |
V II      |         261.5895   |  0.0008   |         261.58829  |  0.00003  |           1600* |            |      |     1.42765131   -      6.1659062   | 3d4                   | a 3P2 | 1    | 3d3.(4P).4p           | z 5S*    | 2    |   3 - 5   |       |             |      L10089c179  |
V II      |         261.5895   |  0.0008   |         261.58874  |  0.00009  |           1600* |            |      |     5.81236819   -     10.5506149   | 3d3.(4P).4p           | z 5P* | 2    | 3d3.(4P).4d           | 5P       | 1    |   5 - 3   |       |             |      L10089c179  |
          |                    |           |                    |           |                 |            |      |                                     |                       |       |      |                       |          |      |           |       |             |                  |
V II      |         261.62456  |  0.00007  |         261.624556 |  0.000015 |            6300 | 4.8e+07    | D    |     1.80472252   -      6.5423206   | 3d4                   | a 3G  | 4    | 3d3.(4P).4p           | x 3D*    | 3    |   9 - 7   |       |       T9770 |          L18516  |
V II      |         261.662746 |  0.000019 |         261.662742 |  0.000009 |           75000 |            |      |     4.30793361   -      9.04484033  | 3d3.(4F).4p           | z 5G* | 3    | 3d3.(4F).4d           | 5G       | 3    |   7 - 7   |       |             |          L18516  |
V II      |         261.703998 |  0.000016 |         261.703988 |  0.000011 |           48000 |            |      |     4.33283069   -      9.06899089  | 3d3.(4F).4p           | z 5G* | 4    | 3d3.(4F).4d           | 5F       | 3    |   9 - 7   |       |             |          L18516  |
V II      |         261.7744   |  0.0008   |         261.7744   |  0.0005   |            1600 |            |      |     6.10852999   -     10.843416    | 3d3.(2G).4p           | y 3F* | 4    | 3d3.(2G).4d           | 1G       | 4    |   9 - 9   |       |             |      L10089c179  |
V II      |         261.8628   |  0.0023   |         261.86432  |  0.00003  |           350h? |            |      |     2.3763202    -      7.1095808   | 3d3.(2P).4s           | b 3P  | 1    | 3d3.(2D2).4p          | y 1D*    | 2    |   3 - 5   |       |             |       L8201c179  |
          |                    |           |                    |           |                 |            |      |                                     |                       |       |      |                       |          |      |           |       |             |                  |
V I       |         261.8909   |  0.0010   |         261.89006  |  0.00007  |         50000bl |            |      |     0.26696538   -      4.9997607   | 3d4.(5D).4s           | a 6D  | 3/2  | 3d4.(3G).4p           | 2F*      | 5/2  |   4 - 6   |       |             |           L4235  |
V I       |         261.9418   |  0.0003   |         261.94160  |  0.00011  |           33000 |            |      |     1.19484055   -      5.9267048   | 3d3.4s2               | a 4P  | 3/2  | 3d2.(3F).4s2.4p       | o 4F*    | 3/2  |   4 - 4   |       |             |          L15916  |
V II      |         261.9425   |  0.0008   |         261.9428   |  0.0005   |            1500 | 1.0e+07    | D    |     5.4803096    -     10.212152†   | 3d3.(2D1).4s          | c 3D  | 1    | 3d3.(2D1).4p          | x 1P*    | 1    |   3 - 3   |       |       T9770 |      L10089c179  |
V II      |         262.0058   |  0.0020   |         262.00496  |  0.00004  |            1500 |            |      |     3.7990949    -      8.5298148   | 3d4                   | d 3F1 | 3    | 3d2.(3F).4s.4p.(3P*)  | u 3D*    | 2    |   7 - 5   |       |             |       L8201c179  |
V I       |         262.02899  |  0.00015  |         262.02898  |  0.00006  |          280000 |            |      |     1.08061490   -      5.8109012   | 3d4.(5D).4s           | a 4D  | 7/2  | 3d4.(3D).4p           | t 4P*    | 5/2  |   8 - 6   |       |             |          L15916  |
          |                    |           |                    |           |                 |            |      |                                     |                       |       |      |                       |          |      |           |       |             |                  |
V IV      |         262.0320   |  0.0010   |         262.033+   |  0.010    |              25 | 1.3e+07    | D    |    27.04095      -     31.77116     | 3p6.3d.4d             | 3G    | 4    | 3p6.3d.5p             | 3F*      | 4    |   9 - 9   |       |       T2757 |            L147  |
V V       |         262.05     |  0.10     |         262.039+   |  0.007    |                 |            |      |    36.457211     -     41.18731     | 3p6.4d                | 2D    | 5/2  | 3p5.(2P*).3d2.(1D)    | 2F*      | 7/2  |   6 - 8   |       |             |           L3632  |
V II      |         262.16713  |  0.00010  |         262.167141 |  0.000011 |            4900 |            |      |     4.30793361   -      9.03572726  | 3d3.(4F).4p           | z 5G* | 3    | 3d3.(4F).4d           | 5G       | 2    |   7 - 5   |       |             |          L18516  |
V II      |         262.176573 |  0.000025 |         262.176575 |  0.000021 |           12000 | 1.7e+08    | D    |     4.61283470   -      9.3404582   | 3d3.(4F).4p           | z 3D* | 3    | 3d3.(4F).4d           | 3P       | 2    |   7 - 5   |       |       T9770 |          L18516  |
V II      |         262.2107   |  0.0016   |         262.20961  |  0.00003  |           1300h |            |      |     4.58179723   -      9.3088252   | 3d3.(4F).4p           | z 5F* | 1    | 3d3.(4F).4d           | 3P       | 1    |   3 - 3   |       |             |      L10089c179  |
