------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
Spectrum  |    Observed    |  Unc.   |      Ritz      |  Unc.   |           Rel. |    Aki     | Acc. |       Ei           Ek       |          Lower level           |           Upper level           |  gi   gk  |Type|    TP  |        Line  |
          |   Wavelength   |   (nm)  |   Wavelength   |   (nm)  |           Int. |   (s^-1)   |      |      (eV)         (eV)      |--------------------------------|---------------------------------|           |    |   Ref. |        Ref.  |
          |    Air (nm)    |         |    Air (nm)    |         |                |            |      |                             | Conf.           | Term   | J   | Conf.           | Term    | J   |           |    |        |              |
Nb II     |       294.612  |  0.010  |                |         |            110 |            |      |                             |                 |        |     |                 |         |     |           |    |        |       L3475  |
Nb II     |       294.690  |  0.010  |                |         |            110 |            |      |                             |                 |        |     |                 |         |     |           |    |        |       L3475  |
Nb II     |       295.088  |  0.010  |                |         |           1100 |            |      |                             |                 |        |     |                 |         |     |           |    |        |       L3475  |
Nb II     |       297.257  |  0.010  |                |         |            400 |            |      |                             |                 |        |     |                 |         |     |           |    |        |       L3475  |
          |                |         |                |         |                |            |      |                             |                 |        |     |                 |         |     |           |    |        |              |
Nb II     |       297.410  |  0.010  |                |         |            320 |            |      |                             |                 |        |     |                 |         |     |           |    |        |       L3475  |
Nb II     |       297.768  |  0.010  |                |         |            210 |            |      |                             |                 |        |     |                 |         |     |           |    |        |       L3475  |
Nb II     |       298.211  |  0.010  |                |         |            200 |            |      |                             |                 |        |     |                 |         |     |           |    |        |       L3475  |
Nb II     |       299.026  |  0.010  |                |         |            330 |            |      |                             |                 |        |     |                 |         |     |           |    |        |       L3475  |
Nb II     |       299.473  |  0.010  |                |         |            470 |            |      |                             |                 |        |     |                 |         |     |           |    |        |       L3475  |
          |                |         |                |         |                |            |      |                             |                 |        |     |                 |         |     |           |    |        |              |
Nb III    |       300.184  |  0.010  |                |         |             80 |            |      |                             |                 |        |     |                 |         |     |           |    |        |       L3603  |
Nb II     |       302.474  |  0.010  |                |         |            140 |            |      |                             |                 |        |     |                 |         |     |           |    |        |       L3475  |
Nb II     |       302.844  |  0.010  |                |         |            350 |            |      |                             |                 |        |     |                 |         |     |           |    |        |       L3475  |
Nb II     |       303.277  |  0.010  |                |         |            300 |            |      |                             |                 |        |     |                 |         |     |           |    |        |       L3475  |
Nb II     |       304.476  |  0.010  |                |         |            100 |            |      |                             |                 |        |     |                 |         |     |           |    |        |       L3475  |
          |                |         |                |         |                |            |      |                             |                 |        |     |                 |         |     |           |    |        |              |
Nb I      |       304.810  |  0.010  |                |         |            150 |            |      |                             |                 |        |     |                 |         |     |           |    |        |       L3475  |
Nb I      |       305.309  |  0.010  |                |         |            110 |            |      |                             |                 |        |     |                 |         |     |           |    |        |       L3475  |
Nb II     |       305.552  |  0.010  |                |         |            100 |            |      |                             |                 |        |     |                 |         |     |           |    |        |       L3475  |
Nb II     |       306.453  |  0.010  |                |         |            220 |            |      |                             |                 |        |     |                 |         |     |           |    |        |       L3475  |
Nb IV     |       306.9546 |  0.0005 |       306.9538 |  0.0009 |         100000 | 5.8e+07    | C+   |  23.851097   -   27.889105  | 4d.4f           | 1H*    | 5   | 4d.6d           | 1G      | 4   |  11 - 9   |    |  T2192 |      L12094  |
          |                |         |                |         |                |            |      |                             |                 |        |     |                 |         |     |           |    |        |              |
Nb II     |       306.968  |  0.010  |                |         |            110 |            |      |                             |                 |        |     |                 |         |     |           |    |        |       L3475  |
Nb II     |       307.090  |  0.010  |                |         |            100 |            |      |                             |                 |        |     |                 |         |     |           |    |        |       L3475  |
Nb II     |       307.156  |  0.010  |                |         |            110 |            |      |                             |                 |        |     |                 |         |     |           |    |        |       L3475  |
Nb II     |       307.324  |  0.010  |                |         |            100 |            |      |                             |                 |        |     |                 |         |     |           |    |        |       L3475  |
Nb II     |       307.687  |  0.010  |                |         |            400 |            |      |                             |                 |        |     |                 |         |     |           |    |        |       L3475  |
          |                |         |                |         |                |            |      |                             |                 |        |     |                 |         |     |           |    |        |              |
Nb II     |       308.035  |  0.010  |                |         |            110 |            |      |                             |                 |        |     |                 |         |     |           |    |        |       L3475  |
Nb IV     |       308.0892 |  0.0005 |       308.0891 |  0.0003 |         800000 | 2.3e+08    | C+   |  20.7571318  -   24.7802603 | 4d.5d           | 1P     | 1   | 4d.6p           | 1P*     | 1   |   3 - 3   |    |  T2192 |      L12094  |
Nb IV     |       308.9380 |  0.0005 |       308.9379 |  0.0003 |          40000 | 2.5e+07    | C    |  24.0384901  -   28.050565  | 4d.6p           | 3F*    | 3   | 4d.(2D<5/2>).7s | 2[5/2]  | 2   |   7 - 5   |    |  T2192 |      L12094  |
Nb II     |       309.418  |  0.010  |                |         |           1800 |            |      |                             |                 |        |     |                 |         |     |           |    |        |       L3475  |
Nb II     |       309.919  |  0.010  |                |         |            140 |            |      |                             |                 |        |     |                 |         |     |           |    |        |       L3475  |
          |                |         |                |         |                |            |      |                             |                 |        |     |                 |         |     |           |    |        |              |
Nb IV     |       309.9795 |  0.0005 |       309.9786 |  0.0003 |         175000 | 1.57e+08   | C+   |  24.0519598  -   28.050565  | 4d.6p           | 3D*    | 2   | 4d.(2D<5/2>).7s | 2[5/2]  | 2   |   5 - 5   |    |  T2192 |      L12094  |
Nb IV     |       310.6897 |  0.0021 |       310.6869 |  0.0003 |  50000p(Nb II) | 1.4e+07    | C    |  23.8156298  -   27.805120  | 4d.6p           | 1D*    | 2   | 4d.(2D<3/2>).7s | 2[3/2]  | 2   |   5 - 5   |    |  T2192 |      L12094  |
Nb I      |       311.145  |  0.010  |                |         |            150 |            |      |                             |                 |        |     |                 |         |     |           |    |        |       L3475  |
Nb IV     |       311.5483 |  0.0021 |       311.5457 |  0.0004 | 40000bl(Nb II) | 7.7e+07    | C+   |  23.8156298  -   27.794123  | 4d.6p           | 1D*    | 2   | 4d.(2D<3/2>).7s | 2[3/2]  | 1   |   5 - 3   |    |  T2192 |      L12094  |
Nb IV     |       312.1777 |  0.0005 |       312.1786 |  0.0004 |          50000 | 3.1e+07    | C+   |  24.0519598  -   28.022388  | 4d.6p           | 3D*    | 2   | 4d.(2D<5/2>).7s | 2[5/2]  | 3   |   5 - 7   |    |  T2192 |      L12094  |
          |                |         |                |         |                |            |      |                             |                 |        |     |                 |         |     |           |    |        |              |
Nb II     |       312.753  |  0.010  |                |         |            270 |            |      |                             |                 |        |     |                 |         |     |           |    |        |       L3475  |
Nb II     |       313.079  |  0.010  |                |         |           1500 |            |      |                             |                 |        |     |                 |         |     |           |    |        |       L3475  |
Nb IV     |       313.8356 |  0.0005 |       313.8452 |  0.0003 |          75000 | 2.1e+07    | C    |  24.1012212  -   28.050565  | 4d.6p           | 3D*    | 3   | 4d.(2D<5/2>).7s | 2[5/2]  | 2   |   7 - 5   |    |  T2192 |  L12094c153  |
Nb III    |       314.226  |  0.010  |                |         |             80 |            |      |                             |                 |        |     |                 |         |     |           |    |        |       L3603  |
Nb II     |       314.540  |  0.010  |                |         |            390 |            |      |                             |                 |        |     |                 |         |     |           |    |        |       L3475  |
          |                |         |                |         |                |            |      |                             |                 |        |     |                 |         |     |           |    |        |              |
Nb I      |       315.187  |  0.010  |                |         |            140 |            |      |                             |                 |        |     |                 |         |     |           |    |        |       L3475  |
Nb IV     |       316.1007 |  0.0005 |       316.1006 |  0.0004 |         200000 | 1.47e+08   | C+   |  24.1012212  -   28.022388  | 4d.6p           | 3D*    | 3   | 4d.(2D<5/2>).7s | 2[5/2]  | 3   |   7 - 7   |    |  T2192 |      L12094  |
Nb IV     |       316.1667 |  0.0005 |       316.1667 |  0.0003 |         300000 | 5.7e+07    | C+   |  20.4285402  -   24.3488871 | 4d.5d           | 1F     | 3   | 4d.6p           | 1F*     | 3   |   7 - 7   |    |  T2192 |      L12094  |
Nb II     |       316.340  |  0.010  |                |         |           1200 |            |      |                             |                 |        |     |                 |         |     |           |    |        |       L3475  |
Nb II     |       317.578  |  0.010  |                |         |            150 |            |      |                             |                 |        |     |                 |         |     |           |    |        |       L3475  |
          |                |         |                |         |                |            |      |                             |                 |        |     |                 |         |     |           |    |        |              |
Nb II     |       318.029  |  0.010  |                |         |            390 |            |      |                             |                 |        |     |                 |         |     |           |    |        |       L3475  |
Nb IV     |       318.3017 |  0.0005 |       318.3020 |  0.0005 |          40000 | 5.4e+07    | C+   |  24.1012212  -   27.995270  | 4d.6p           | 3D*    | 3   | 4d.6d           | 3P      | 2   |   7 - 5   |    |  T2192 |      L12094  |
Nb I      |       318.749  |  0.010  |                |         |            200 |            |      |                             |                 |        |     |                 |         |     |           |    |        |       L3475  |
Nb II     |       319.110  |  0.010  |                |         |            300 |            |      |                             |                 |        |     |                 |         |     |           |    |        |       L3475  |
Nb II     |       319.143  |  0.010  |                |         |            150 |            |      |                             |                 |        |     |                 |         |     |           |    |        |       L3475  |
          |                |         |                |         |                |            |      |                             |                 |        |     |                 |         |     |           |    |        |              |
Nb II     |       319.498  |  0.010  |                |         |           1000 |            |      |                             |                 |        |     |                 |         |     |           |    |        |       L3475  |
Nb IV     |       320.1378 |  0.0005 |       320.1377 |  0.0003 |          60000 | 1.15e+08   | C+   |  24.0519598  -   27.923680  | 4d.6p           | 3D*    | 2   | 4d.6d           | 3P      | 1   |   5 - 3   |    |  T2192 |      L12094  |
Nb II     |       320.335  |  0.010  |                |         |            120 |            |      |                             |                 |        |     |                 |         |     |           |    |        |       L3475  |
Nb II     |       320.634  |  0.010  |                |         |            300 |            |      |                             |                 |        |     |                 |         |     |           |    |        |       L3475  |
Nb II     |       321.560  |  0.010  |                |         |            390 |            |      |                             |                 |        |     |                 |         |     |           |    |        |       L3475  |
          |                |         |                |         |                |            |      |                             |                 |        |     |                 |         |     |           |    |        |              |
Nb IV     |       322.0720 |  0.0005 |       322.0723 |  0.0004 |           4000 | 2.2e+06    | D+   |  23.9566544  -   27.805120  | 4d.6p           | 3F*    | 2   | 4d.(2D<3/2>).7s | 2[3/2]  | 2   |   5 - 5   |    |  T2192 |      L12094  |
Nb II     |       322.548  |  0.010  |                |         |            800 |            |      |                             |                 |        |     |                 |         |     |           |    |        |       L3475  |
Nb II     |       322.956  |  0.010  |                |         |            140 |            |      |                             |                 |        |     |                 |         |     |           |    |        |       L3475  |
Nb IV     |       322.9951 |  0.0005 |       322.9953 |  0.0004 |         150000 | 2.3e+08    | C+   |  23.9566544  -   27.794123  | 4d.6p           | 3F*    | 2   | 4d.(2D<3/2>).7s | 2[3/2]  | 1   |   5 - 3   |    |  T2192 |      L12094  |
Nb II     |       323.640  |  0.010  |                |         |            400 |            |      |                             |                 |        |     |                 |         |     |           |    |        |       L3475  |
          |                |         |                |         |                |            |      |                             |                 |        |     |                 |         |     |           |    |        |              |
Nb II     |       324.747  |  0.010  |                |         |            200 |            |      |                             |                 |        |     |                 |         |     |           |    |        |       L3475  |
Nb II     |       324.894  |  0.010  |                |         |            120 |            |      |                             |                 |        |     |                 |         |     |           |    |        |       L3475  |
Nb I      |       324.952  |  0.010  |                |         |            160 |            |      |                             |                 |        |     |                 |         |     |           |    |        |       L3475  |
Nb II     |       325.407  |  0.010  |                |         |            320 |            |      |                             |                 |        |     |                 |         |     |           |    |        |       L3475  |
Nb II     |       326.056  |  0.010  |                |         |            230 |            |      |                             |                 |        |     |                 |         |     |           |    |        |       L3475  |
          |                |         |                |         |                |            |      |                             |                 |        |     |                 |         |     |           |    |        |              |
Nb II     |       326.337  |  0.010  |                |         |            160 |            |      |                             |                 |        |     |                 |         |     |           |    |        |       L3475  |
Nb I      |       326.459  |  0.010  |                |         |            160 |            |      |                             |                 |        |     |                 |         |     |           |    |        |       L3475  |
Nb III    |       326.611  |  0.010  |                |         |             60 |            |      |                             |                 |        |     |                 |         |     |           |    |        |       L3603  |
Nb IV     |       326.9396 |  0.0005 |       326.9390 |  0.0004 |          50000 | 1.11e+08   | C+   |  24.0384901  -   27.829670  | 4d.6p           | 3F*    | 3   | 4d.6d           | 1D      | 2   |   7 - 5   |    |  T2192 |      L12094  |
Nb I      |       327.047  |  0.010  |                |         |            120 |            |      |                             |                 |        |     |                 |         |     |           |    |        |       L3475  |
          |                |         |                |         |                |            |      |                             |                 |        |     |                 |         |     |           |    |        |              |
Nb I      |       327.076  |  0.010  |                |         |            100 |            |      |                             |                 |        |     |                 |         |     |           |    |        |       L3475  |
Nb I      |       327.207  |  0.010  |                |         |            200 |            |      |                             |                 |        |     |                 |         |     |           |    |        |       L3475  |
Nb IV     |       327.2508 |  0.0005 |       327.2498 |  0.0005 |         300000 | 2.3e+08    | C+   |  24.2348080  -   28.022388  | 4d.6p           | 3F*    | 4   | 4d.(2D<5/2>).7s | 2[5/2]  | 3   |   9 - 7   |    |  T2192 |      L12094  |
Nb I      |       327.767  |  0.010  |                |         |            160 |            |      |                             |                 |        |     |                 |         |     |           |    |        |       L3475  |
Nb IV     |       328.1053 |  0.0005 |       328.1048 |  0.0004 |         100000 | 7.9e+07    | C+   |  24.0519598  -   27.829670  | 4d.6p           | 3D*    | 2   | 4d.6d           | 1D      | 2   |   5 - 5   |    |  T2192 |      L12094  |
          |                |         |                |         |                |            |      |                             |                 |        |     |                 |         |     |           |    |        |              |
Nb II     |       328.346  |  0.010  |                |         |            200 |            |      |                             |                 |        |     |                 |         |     |           |    |        |       L3475  |
Nb I      |       328.566  |  0.010  |                |         |            230 |            |      |                             |                 |        |     |                 |         |     |           |    |        |       L3475  |
Nb I      |       328.759  |  0.010  |                |         |            200 |            |      |                             |                 |        |     |                 |         |     |           |    |        |       L3475  |
Nb I      |       328.792  |  0.010  |                |         |            160 |            |      |                             |                 |        |     |                 |         |     |           |    |        |       L3475  |
Nb IV     |       328.8832 |  0.0005 |       328.8822 |  0.0003 |          30000 | 7.4e+06    | D+   |  20.5802584  -   24.3490396 | 4d.5d           | 3D     | 2   | 4d.6p           | 3P*     | 2   |   5 - 5   |    |  T2192 |      L12094  |
          |                |         |                |         |                |            |      |                             |                 |        |     |                 |         |     |           |    |        |              |
Nb IV     |       328.9634 |  0.0005 |       328.9627 |  0.0006 |         125000 | 9.1e+07    | C+   |  23.783041   -   27.5508992 | 4d.6p           | 1P*    | 1   | 4d.6d           | 3F      | 2   |   3 - 5   |    |  T2192 |      L12094  |
Nb IV     |       329.0704 |  0.0005 |       329.0700 |  0.0004 |         200000 | 1.07e+08   | C+   |  24.0384901  -   27.805120  | 4d.6p           | 3F*    | 3   | 4d.(2D<3/2>).7s | 2[3/2]  | 2   |   7 - 5   |    |  T2192 |      L12094  |
Nb IV     |       329.1269 |  0.0005 |       329.1269 |  0.0005 |          50000 | 6.4e+07    | C+   |  24.2292907  -   27.995270  | 4d.6p           | 3P*    | 1   | 4d.6d           | 3P      | 2   |   3 - 5   |    |  T2192 |      L12094  |
Nb II     |       329.202  |  0.010  |                |         |            160 |            |      |                             |                 |        |     |                 |         |     |           |    |        |       L3475  |
Nb I      |       329.601  |  0.010  |                |         |            320 |            |      |                             |                 |        |     |                 |         |     |           |    |        |       L3475  |
          |                |         |                |         |                |            |      |                             |                 |        |     |                 |         |     |           |    |        |              |
Nb I      |       329.961  |  0.010  |                |         |            160 |            |      |                             |                 |        |     |                 |         |     |           |    |        |       L3475  |
Nb I      |       330.483  |  0.010  |                |         |            120 |            |      |                             |                 |        |     |                 |         |     |           |    |        |       L3475  |
Nb I      |       330.805  |  0.010  |                |         |            120 |            |      |                             |                 |        |     |                 |         |     |           |    |        |       L3475  |
Nb I      |       331.047  |  0.010  |                |         |            120 |            |      |                             |                 |        |     |                 |         |     |           |    |        |       L3475  |
Nb I      |       331.260  |  0.010  |                |         |            400 |            |      |                             |                 |        |     |                 |         |     |           |    |        |       L3475  |
          |                |         |                |         |                |            |      |                             |                 |        |     |                 |         |     |           |    |        |              |
Nb I      |       331.522  |  0.010  |                |         |            200 |            |      |                             |                 |        |     |                 |         |     |           |    |        |       L3475  |
Nb IV     |       331.5954 |  0.0005 |       331.5947 |  0.0003 |          75000 | 3.1e+07    | C    |  20.4913382  -   24.2292907 | 4d.5d           | 3D     | 1   | 4d.6p           | 3P*     | 1   |   3 - 3   |    |  T2192 |      L12094  |
Nb IV     |       331.8327 |  0.0005 |       331.8329 |  0.0003 |         250000 | 2.0e+08    | C+   |  23.8156298  -   27.5508992 | 4d.6p           | 1D*    | 2   | 4d.6d           | 3F      | 2   |   5 - 5   |    |  T2192 |      L12094  |
Nb I      |       331.898  |  0.010  |                |         |            200 |            |      |                             |                 |        |     |                 |         |     |           |    |        |       L3475  |
Nb I      |       331.926  |  0.010  |                |         |            120 |            |      |                             |                 |        |     |                 |         |     |           |    |        |       L3475  |
          |                |         |                |         |                |            |      |                             |                 |        |     |                 |         |     |           |    |        |              |
Nb II     |       331.958  |  0.010  |                |         |            120 |            |      |                             |                 |        |     |                 |         |     |           |    |        |       L3475  |
Nb IV     |       332.1491 |  0.0005 |       332.1486 |  0.0003 |          10000 | 4.3e+06    | D+   |  20.6173198  -   24.3490396 | 4d.5d           | 3G     | 3   | 4d.6p           | 3P*     | 2   |   7 - 5   |    |  T2192 |      L12094  |
Nb IV     |       332.2335 |  0.0005 |       332.2341 |  0.0004 |         125000 | 4.2e+07    | C    |  21.049501   -   24.7802603 | 4d.5d           | 3S     | 1   | 4d.6p           | 1P*     | 1   |   3 - 3   |    |  T2192 |      L12094  |
Nb IV     |       332.3508 |  0.0005 |       332.3500 |  0.0004 |          90000 | 4.4e+07    | C+   |  23.9566544  -   27.686113  | 4d.6p           | 3F*    | 2   | 4d.6d           | 3F      | 3   |   5 - 7   |    |  T2192 |      L12094  |
Nb IV     |       332.4393 |  0.0005 |       332.4399 |  0.0004 |          25000 | 1.5e+07    | C    |  24.1012212  -   27.829670  | 4d.6p           | 3D*    | 3   | 4d.6d           | 1D      | 2   |   7 - 5   |    |  T2192 |      L12094  |
          |                |         |                |         |                |            |      |                             |                 |        |     |                 |         |     |           |    |        |              |
Nb IV     |       332.5676 |  0.0005 |       332.5678 |  0.0005 |          10000 | 3.6e+07    | C    |  24.196664   -   27.923680  | 4d.6p           | 3P*    | 0   | 4d.6d           | 3P      | 1   |   1 - 3   |    |  T2192 |      L12094  |
Nb I      |       332.662  |  0.010  |                |         |            240 |            |      |                             |                 |        |     |                 |         |     |           |    |        |       L3475  |
Nb I      |       332.936  |  0.010  |                |         |            170 |            |      |                             |                 |        |     |                 |         |     |           |    |        |       L3475  |
Nb I      |       333.216  |  0.010  |                |         |            110 |            |      |                             |                 |        |     |                 |         |     |           |    |        |       L3475  |
Nb II     |       334.160  |  0.010  |                |         |            130 |            |      |                             |                 |        |     |                 |         |     |           |    |        |       L3475  |
          |                |         |                |         |                |            |      |                             |                 |        |     |                 |         |     |           |    |        |              |
Nb I      |       334.197  |  0.010  |                |         |           1300 |            |      |                             |                 |        |     |                 |         |     |           |    |        |       L3475  |
Nb I      |       334.371  |  0.010  |                |         |           1300 |            |      |                             |                 |        |     |                 |         |     |           |    |        |       L3475  |
Nb IV     |       334.5144 |  0.0005 |       334.5146 |  0.0004 |         100000 | 8.9e+07    | C    |  20.4913382  -   24.196664  | 4d.5d           | 3D     | 1   | 4d.6p           | 3P*     | 0   |   3 - 1   |    |  T2192 |      L12094  |
Nb I      |       334.693  |  0.010  |                |         |            130 |            |      |                             |                 |        |     |                 |         |     |           |    |        |       L3475  |
Nb IV     |       334.8438 |  0.0005 |       334.8442 |  0.0004 |         200000 | 1.72e+08   | C+   |  24.3488871  -   28.050565  | 4d.6p           | 1F*    | 3   | 4d.(2D<5/2>).7s | 2[5/2]  | 2   |   7 - 5   |    |  T2192 |      L12094  |
          |                |         |                |         |                |            |      |                             |                 |        |     |                 |         |     |           |    |        |              |
Nb IV     |       334.8572 |  0.0021 |       334.8580 |  0.0004 |         90000p | 6.8e+07    | C+   |  24.3490396  -   28.050565  | 4d.6p           | 3P*    | 2   | 4d.(2D<5/2>).7s | 2[5/2]  | 2   |   5 - 5   |    |  T2192 |      L12094  |
Nb I      |       334.906  |  0.010  |                |         |           1700 |            |      |                             |                 |        |     |                 |         |     |           |    |        |       L3475  |
Nb I      |       334.952  |  0.010  |                |         |            420 |            |      |                             |                 |        |     |                 |         |     |           |    |        |       L3475  |
Nb I      |       335.474  |  0.010  |                |         |            340 |            |      |                             |                 |        |     |                 |         |     |           |    |        |       L3475  |
Nb IV     |       335.5044 |  0.0005 |       335.5049 |  0.0004 |          10000 | 2.6e+07    | C    |  24.2292907  -   27.923680  | 4d.6p           | 3P*    | 1   | 4d.6d           | 3P      | 1   |   3 - 3   |    |  T2192 |      L12094  |
          |                |         |                |         |                |            |      |                             |                 |        |     |                 |         |     |           |    |        |              |
Nb I      |       335.704  |  0.010  |                |         |            130 |            |      |                             |                 |        |     |                 |         |     |           |    |        |       L3475  |
Nb I      |       335.842  |  0.010  |                |         |           1700 |            |      |                             |                 |        |     |                 |         |     |           |    |        |       L3475  |
Nb II     |       336.558  |  0.010  |                |         |            130 |            |      |                             |                 |        |     |                 |         |     |           |    |        |       L3475  |
Nb I      |       336.696  |  0.010  |                |         |            340 |            |      |                             |                 |        |     |                 |         |     |           |    |        |       L3475  |
Nb II     |       336.916  |  0.010  |                |         |            130 |            |      |                             |                 |        |     |                 |         |     |           |    |        |       L3475  |
          |                |         |                |         |                |            |      |                             |                 |        |     |                 |         |     |           |    |        |              |
Nb I      |       337.133  |  0.010  |                |         |            170 |            |      |                             |                 |        |     |                 |         |     |           |    |        |       L3475  |
Nb IV     |       337.4268 |  0.0005 |       337.4268 |  0.0005 |         225000 | 1.08e+08   | C+   |  24.3490396  -   28.022388  | 4d.6p           | 3P*    | 2   | 4d.(2D<5/2>).7s | 2[5/2]  | 3   |   5 - 7   |    |  T2192 |      L12094  |
Nb IV     |       337.4885 |  0.0005 |       337.4881 |  0.0003 |         200000 | 2.2e+07    | C+   |  20.4285402  -   24.1012212 | 4d.5d           | 1F     | 3   | 4d.6p           | 3D*     | 3   |   7 - 7   |    |  T2192 |      L12094  |
Nb I      |       337.492  |  0.010  |                |         |            350 |            |      |                             |                 |        |     |                 |         |     |           |    |        |       L3475  |
Nb I      |       338.041  |  0.010  |                |         |            270 |            |      |                             |                 |        |     |                 |         |     |           |    |        |       L3475  |
          |                |         |                |         |                |            |      |                             |                 |        |     |                 |         |     |           |    |        |              |
Nb I      |       338.086  |  0.010  |                |         |            130 |            |      |                             |                 |        |     |                 |         |     |           |    |        |       L3475  |
Nb II     |       338.624  |  0.010  |                |         |            170 |            |      |                             |                 |        |     |                 |         |     |           |    |        |       L3475  |
Nb IV     |       338.7174 |  0.0005 |       338.7107 |  0.0011 |          10000 | 2.0e+07    | C    |  24.0519598  -   27.711384  | 4d.6p           | 3D*    | 2   | 4d.6d           | 3S      | 1   |   5 - 3   |    |  T2192 |  L12094c153  |
Nb I      |       339.234  |  0.010  |                |         |            350 |            |      |                             |                 |        |     |                 |         |     |           |    |        |       L3475  |
Nb I      |       339.593  |  0.010  |                |         |            170 |            |      |                             |                 |        |     |                 |         |     |           |    |        |       L3475  |
          |                |         |                |         |                |            |      |                             |                 |        |     |                 |         |     |           |    |        |              |
Nb IV     |       339.6754 |  0.0005 |       339.6753 |  0.0003 |         350000 | 8.5e+07    | C+   |  20.5802584  -   24.2292907 | 4d.5d           | 3D     | 2   | 4d.6p           | 3P*     | 1   |   5 - 3   |    |  T2192 |      L12094  |
Nb IV     |       339.7740 |  0.0005 |       339.7735 |  0.0004 |         450000 | 9.3e+07    | C+   |  20.7010612  -   24.3490396 | 4d.5d           | 3D     | 3   | 4d.6p           | 3P*     | 2   |   7 - 5   |    |  T2192 |      L12094  |
Nb IV     |       339.7876 |  0.0005 |       339.7877 |  0.0004 |         400000 | 5.1e+07    | C+   |  20.7010612  -   24.3488871 | 4d.5d           | 3D     | 3   | 4d.6p           | 1F*     | 3   |   7 - 7   |    |  T2192 |      L12094  |
Nb IV     |       339.8064 |  0.0005 |       339.8066 |  0.0004 |          90000 | 6.7e+07    | C+   |  24.0384901  -   27.686113  | 4d.6p           | 3F*    | 3   | 4d.6d           | 3F      | 3   |   7 - 7   |    |  T2192 |      L12094  |
Nb IV     |       339.9218 |  0.0021 |       339.9222 |  0.0006 |         30000u | 4.5e+07    | C+   |  24.3488871  -   27.995270  | 4d.6p           | 1F*    | 3   | 4d.6d           | 3P      | 2   |   7 - 5   |    |  T2192 |      L12094  |
          |                |         |                |         |                |            |      |                             |                 |        |     |                 |         |     |           |    |        |              |
Nb IV     |       339.9358 |  0.0021 |       339.9364 |  0.0006 |        325000u | 2.1e+08    | C+   |  24.3490396  -   27.995270  | 4d.6p           | 3P*    | 2   | 4d.6d           | 3P      | 2   |   5 - 5   |    |  T2192 |      L12094  |
Nb I      |       339.940  |  0.010  |                |         |            120 |            |      |                             |                 |        |     |                 |         |     |           |    |        |       L3475  |
Nb IV     |       340.3663 |  0.0005 |       340.3666 |  0.0004 |         900000 | 3.1e+08    | C+   |  24.1012212  -   27.742843  | 4d.6p           | 3D*    | 3   | 4d.6d           | 3F      | 4   |   7 - 9   |    |  T2192 |      L12094  |
Nb IV     |       340.5031 |  0.0005 |       340.5026 |  0.0004 |           8000 | 1.8e+06    | D+   |  20.708720   -   24.3488871 | 4d.5d           | 3G     | 4   | 4d.6p           | 1F*     | 3   |   9 - 7   |    |  T2192 |      L12094  |
Nb I      |       340.541  |  0.010  |                |         |            230 |            |      |                             |                 |        |     |                 |         |     |           |    |        |       L3475  |
          |                |         |                |         |                |            |      |                             |                 |        |     |                 |         |     |           |    |        |              |
Nb I      |       340.613  |  0.010  |                |         |            130 |            |      |                             |                 |        |     |                 |         |     |           |    |        |       L3475  |
Nb I      |       340.838  |  0.010  |                |         |            270 |            |      |                             |                 |        |     |                 |         |     |           |    |        |       L3475  |
Nb II     |       340.868  |  0.010  |                |         |            230 |            |      |                             |                 |        |     |                 |         |     |           |    |        |       L3475  |
Nb II     |       340.919  |  0.010  |                |         |            180 |            |      |                             |                 |        |     |                 |         |     |           |    |        |       L3475  |
Nb IV     |       341.0191 |  0.0005 |       341.0196 |  0.0005 |          50000 | 8.4e+07    | C+   |  23.9175845  -   27.552233  | 4d.6p           | 3D*    | 1   | 4d.6d           | 1P      | 1   |   3 - 3   |    |  T2192 |      L12094  |
          |                |         |                |         |                |            |      |                             |                 |        |     |                 |         |     |           |    |        |              |
Nb IV     |       341.0663 |  0.0005 |       341.0661 |  0.0004 |         400000 | 1.63e+08   | C+   |  24.0519598  -   27.686113  | 4d.6p           | 3D*    | 2   | 4d.6d           | 3F      | 3   |   5 - 7   |    |  T2192 |      L12094  |
Nb IV     |       341.1441 |  0.0005 |       341.1448 |  0.0004 |         100000 | 7.9e+07    | C+   |  23.9175845  -   27.5508992 | 4d.6p           | 3D*    | 1   | 4d.6d           | 3F      | 2   |   3 - 5   |    |  T2192 |      L12094  |
Nb II     |       341.294  |  0.010  |                |         |            230 |            |      |                             |                 |        |     |                 |         |     |           |    |        |       L3475  |
Nb I      |       341.597  |  0.010  |                |         |            180 |            |      |                             |                 |        |     |                 |         |     |           |    |        |       L3475  |
Nb IV     |       342.0752 |  0.0021 |       342.0765 |  0.0003 |         60000p | 2.1e+07    | C    |  20.4285402  -   24.0519598 | 4d.5d           | 1F     | 3   | 4d.6p           | 3D*     | 2   |   7 - 5   |    |  T2192 |      L12094  |
          |                |         |                |         |                |            |      |                             |                 |        |     |                 |         |     |           |    |        |              |
Nb IV     |       342.2956 |  0.0005 |       342.2961 |  0.0003 |          30000 | 3.1e+07    | C+   |  23.8156298  -   27.4367246 | 4d.6p           | 1D*    | 2   | 4d.6d           | 3G      | 3   |   5 - 7   |    |  T2192 |      L12094  |
Nb I      |       342.376  |  0.010  |                |         |            180 |            |      |                             |                 |        |     |                 |         |     |           |    |        |       L3475  |
