------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
Spectrum  |    Observed    |  Unc.   |      Ritz      |  Unc.   |           Rel. |    Aki     | Acc. |       Ei           Ek       |          Lower level           |           Upper level           |  gi   gk  |Type|    TP  |        Line  |
          |   Wavelength   |   (nm)  |   Wavelength   |   (nm)  |           Int. |   (s^-1)   |      |      (eV)         (eV)      |--------------------------------|---------------------------------|           |    |   Ref. |        Ref.  |
          |    Air (nm)    |         |    Air (nm)    |         |                |            |      |                             | Conf.           | Term   | J   | Conf.           | Term    | J   |           |    |        |              |
Nb IV     |       371.4006 |  0.0021 |       371.4019 |  0.0005 |        100000u | 5.0e+07    | C+   |  20.5802584  -   23.9175845 | 4d.5d           | 3D     | 2   | 4d.6p           | 3D*     | 1   |   5 - 3   |    |  T2192 |      L12094  |
Nb IV     |       371.6050 |  0.0005 |       371.6049 |  0.0004 |          25000 | 1.8e+07    | C+   |  24.1012212  -   27.4367246 | 4d.6p           | 3D*    | 3   | 4d.6d           | 3G      | 3   |   7 - 7   |    |  T2192 |      L12094  |
Nb I      |       371.699  |  0.010  |                |         |            480 |            |      |                             |                 |        |     |                 |         |     |           |    |        |       L3475  |
Nb IV     |       372.0700 |  0.0005 |       372.0700 |  0.0008 |          10000 | 1.13e+08   | C+   |  27.923680   -   31.255014? | 4d.6d           | 3P     | 1   | 4d.6f           | 3P*     | 0   |   3 - 1   |    |  T2192 |      L12094  |
          |                |         |                |         |                |            |      |                             |                 |        |     |                 |         |     |           |    |        |              |
Nb IV     |       372.2452 |  0.0005 |       372.2447 |  0.0005 |        2300000 | 1.9e+08    | C+   |  20.708720   -   24.0384901 | 4d.5d           | 3G     | 4   | 4d.6p           | 3F*     | 3   |   9 - 7   |    |  T2192 |      L12094  |
Nb I      |       372.624  |  0.010  |                |         |           2700 |            |      |                             |                 |        |     |                 |         |     |           |    |        |       L3475  |
Nb IV     |       372.8582 |  0.0005 |       372.8582 |  0.0004 |          75000 | 1.3e+07    | C    |  20.4913382  -   23.8156298 | 4d.5d           | 3D     | 1   | 4d.6p           | 1D*     | 2   |   3 - 5   |    |  T2192 |      L12094  |
Nb IV     |       373.0090 |  0.0005 |       373.0096 |  0.0005 |          25000 | 5.0e+07    | C+   |  24.2292907  -   27.552233  | 4d.6p           | 3P*    | 1   | 4d.6d           | 1P      | 1   |   3 - 3   |    |  T2192 |      L12094  |
Nb IV     |       373.1599 |  0.0005 |       373.1594 |  0.0004 |           8000 | 1.7e+07    | C    |  24.2292907  -   27.5508992 | 4d.6p           | 3P*    | 1   | 4d.6d           | 3F      | 2   |   3 - 5   |    |  T2192 |      L12094  |
          |                |         |                |         |                |            |      |                             |                 |        |     |                 |         |     |           |    |        |              |
Nb I      |       373.842  |  0.010  |                |         |            270 |            |      |                             |                 |        |     |                 |         |     |           |    |        |       L3475  |
Nb I      |       373.980  |  0.010  |                |         |           2700 |            |      |                             |                 |        |     |                 |         |     |           |    |        |       L3475  |
Nb II     |       374.073  |  0.010  |                |         |            670 |            |      |                             |                 |        |     |                 |         |     |           |    |        |       L3475  |
Nb I      |       374.178  |  0.010  |                |         |            270 |            |      |                             |                 |        |     |                 |         |     |           |    |        |       L3475  |
Nb I      |       374.239  |  0.010  |                |         |           1700 |            |      |                             |                 |        |     |                 |         |     |           |    |        |       L3475  |
          |                |         |                |         |                |            |      |                             |                 |        |     |                 |         |     |           |    |        |              |
Nb I      |       375.318  |  0.010  |                |         |            250 |            |      |                             |                 |        |     |                 |         |     |           |    |        |       L3475  |
Nb I      |       375.577  |  0.010  |                |         |            210 |            |      |                             |                 |        |     |                 |         |     |           |    |        |       L3475  |
Nb IV     |       375.6561 |  0.0005 |       375.6555 |  0.0005 |         200000 | 5.2e+07    | C+   |  21.049501   -   24.3490396 | 4d.5d           | 3S     | 1   | 4d.6p           | 3P*     | 2   |   3 - 5   |    |  T2192 |      L12094  |
Nb IV     |       376.1922 |  0.0005 |       376.1926 |  0.0004 |          75000 | 1.9e+07    | C+   |  20.7571318  -   24.0519598 | 4d.5d           | 1P     | 1   | 4d.6p           | 3D*     | 2   |   3 - 5   |    |  T2192 |      L12094  |
Nb I      |       376.349  |  0.010  |                |         |            530 |            |      |                             |                 |        |     |                 |         |     |           |    |        |       L3475  |
          |                |         |                |         |                |            |      |                             |                 |        |     |                 |         |     |           |    |        |              |
Nb I      |       376.508  |  0.010  |                |         |            350 |            |      |                             |                 |        |     |                 |         |     |           |    |        |       L3475  |
Nb IV     |       376.5487 |  0.0005 |       376.5486 |  0.0011 |          50000 | 5.7e+07    | C+   |  27.995270   -   31.286982? | 4d.6d           | 3P     | 2   | 4d.6f           | 3D*     | 3   |   5 - 7   |    |  T2192 |      L12094  |
Nb I      |       376.613  |  0.010  |                |         |            250 |            |      |                             |                 |        |     |                 |         |     |           |    |        |       L3475  |
Nb IV     |       376.9985 |  0.0005 |       376.9985 |  0.0014 |           8000 | 5.4e+07    | C+   |  27.800593   -   31.088378? | 4d.6d           | 3P     | 0   | 4d.6f           | 3D*     | 1   |   1 - 3   |    |  T2192 |      L12094  |
Nb I      |       377.185  |  0.010  |                |         |            530 |            |      |                             |                 |        |     |                 |         |     |           |    |        |       L3475  |
          |                |         |                |         |                |            |      |                             |                 |        |     |                 |         |     |           |    |        |              |
Nb I      |       378.101  |  0.010  |                |         |            870 |            |      |                             |                 |        |     |                 |         |     |           |    |        |       L3475  |
Nb I      |       378.706  |  0.010  |                |         |           1700 |            |      |                             |                 |        |     |                 |         |     |           |    |        |       L3475  |
Nb IV     |       379.0133 |  0.0005 |       379.0136 |  0.0005 |          25000 | 3.5e+07    | C+   |  24.7802603  -   28.050565  | 4d.6p           | 1P*    | 1   | 4d.(2D<5/2>).7s | 2[5/2]  | 2   |   3 - 5   |    |  T2192 |      L12094  |
Nb I      |       379.015  |  0.010  |                |         |           1300 |            |      |                             |                 |        |     |                 |         |     |           |    |        |       L3475  |
Nb I      |       379.121  |  0.010  |                |         |           3500 |            |      |                             |                 |        |     |                 |         |     |           |    |        |       L3475  |
          |                |         |                |         |                |            |      |                             |                 |        |     |                 |         |     |           |    |        |              |
Nb I      |       379.812  |  0.010  |                |         |           2700 |            |      |                             |                 |        |     |                 |         |     |           |    |        |       L3475  |
Nb IV     |       379.9053 |  0.0005 |       379.9058 |  0.0006 |          20000 | 2.3e+07    | C+   |  24.1012212  -   27.363845  | 4d.6p           | 3D*    | 3   | 4d.6d           | 1F      | 3   |   7 - 7   |    |  T2192 |      L12094  |
Nb I      |       380.130  |  0.010  |                |         |            270 |            |      |                             |                 |        |     |                 |         |     |           |    |        |       L3475  |
Nb I      |       380.292  |  0.010  |                |         |           2700 |            |      |                             |                 |        |     |                 |         |     |           |    |        |       L3475  |
Nb I      |       380.388  |  0.010  |                |         |            670 |            |      |                             |                 |        |     |                 |         |     |           |    |        |       L3475  |
          |                |         |                |         |                |            |      |                             |                 |        |     |                 |         |     |           |    |        |              |
Nb I      |       380.474  |  0.010  |                |         |            530 |            |      |                             |                 |        |     |                 |         |     |           |    |        |       L3475  |
Nb I      |       381.049  |  0.010  |                |         |            670 |            |      |                             |                 |        |     |                 |         |     |           |    |        |       L3475  |
Nb I      |       381.103  |  0.010  |                |         |            530 |            |      |                             |                 |        |     |                 |         |     |           |    |        |       L3475  |
Nb I      |       381.551  |  0.010  |                |         |            530 |            |      |                             |                 |        |     |                 |         |     |           |    |        |       L3475  |
Nb II     |       381.886  |  0.010  |                |         |            210 |            |      |                             |                 |        |     |                 |         |     |           |    |        |       L3475  |
          |                |         |                |         |                |            |      |                             |                 |        |     |                 |         |     |           |    |        |              |
Nb I      |       381.915  |  0.010  |                |         |            210 |            |      |                             |                 |        |     |                 |         |     |           |    |        |       L3475  |
Nb I      |       382.488  |  0.010  |                |         |            670 |            |      |                             |                 |        |     |                 |         |     |           |    |        |       L3475  |
Nb IV     |       382.5421 |  0.0005 |       382.5416 |  0.0007 |           5000 | 6.3e+06    | D+   |  21.540116   -   24.7802603 | 4d.5d           | 3P     | 2   | 4d.6p           | 1P*     | 1   |   5 - 3   |    |  T2192 |      L12094  |
Nb IV     |       382.5697 |  0.0005 |       382.5694 |  0.0004 |         200000 | 1.10e+08   | C+   |  24.3488871  -   27.5887962 | 4d.6p           | 1F*    | 3   | 4d.6d           | 3D      | 3   |   7 - 7   |    |  T2192 |      L12094  |
Nb IV     |       382.5877 |  0.0005 |       382.5875 |  0.0004 |         250000 | 1.35e+08   | C+   |  24.3490396  -   27.5887962 | 4d.6p           | 3P*    | 2   | 4d.6d           | 3D      | 3   |   5 - 7   |    |  T2192 |      L12094  |
          |                |         |                |         |                |            |      |                             |                 |        |     |                 |         |     |           |    |        |              |
Nb IV     |       383.1065 |  0.0005 |       383.1060 |  0.0004 |          15000 | 4.3e+06    | D+   |  20.5802584  -   23.8156298 | 4d.5d           | 3D     | 2   | 4d.6p           | 1D*     | 2   |   5 - 5   |    |  T2192 |      L12094  |
Nb I      |       383.518  |  0.010  |                |         |            350 |            |      |                             |                 |        |     |                 |         |     |           |    |        |       L3475  |
Nb I      |       383.645  |  0.010  |                |         |            250 |            |      |                             |                 |        |     |                 |         |     |           |    |        |       L3475  |
Nb I      |       384.590  |  0.010  |                |         |            210 |            |      |                             |                 |        |     |                 |         |     |           |    |        |       L3475  |
Nb IV     |       385.2873 |  0.0005 |       385.2874 |  0.0005 |          60000 | 1.00e+08   | C+   |  24.2292907  -   27.446345  | 4d.6p           | 3P*    | 1   | 4d.6d           | 3D      | 2   |   3 - 5   |    |  T2192 |      L12094  |
          |                |         |                |         |                |            |      |                             |                 |        |     |                 |         |     |           |    |        |              |
Nb IV     |       385.5330 |  0.0005 |       385.5325 |  0.0008 |          10000 | 3.3e+07    | C+   |  24.7802603  -   27.995270  | 4d.6p           | 1P*    | 1   | 4d.6d           | 3P      | 2   |   3 - 5   |    |  T2192 |      L12094  |
Nb I      |       385.895  |  0.010  |                |         |            290 |            |      |                             |                 |        |     |                 |         |     |           |    |        |       L3475  |
Nb I      |       386.338  |  0.010  |                |         |            350 |            |      |                             |                 |        |     |                 |         |     |           |    |        |       L3475  |
Nb I      |       386.792  |  0.010  |                |         |            270 |            |      |                             |                 |        |     |                 |         |     |           |    |        |       L3475  |
Nb IV     |       386.9551 |  0.0005 |       386.9546 |  0.0006 |           8000 | 1.9e+07    | C    |  24.3490396  -   27.552233  | 4d.6p           | 3P*    | 2   | 4d.6d           | 1P      | 1   |   5 - 3   |    |  T2192 |      L12094  |
          |                |         |                |         |                |            |      |                             |                 |        |     |                 |         |     |           |    |        |              |
Nb IV     |       387.5450 |  0.0005 |       387.5455 |  0.0004 |         100000 | 3.1e+07    | C+   |  20.6173198  -   23.8156298 | 4d.5d           | 3G     | 3   | 4d.6p           | 1D*     | 2   |   7 - 5   |    |  T2192 |      L12094  |
Nb I      |       387.756  |  0.010  |                |         |            530 |            |      |                             |                 |        |     |                 |         |     |           |    |        |       L3475  |
Nb I      |       387.882  |  0.010  |                |         |            870 |            |      |                             |                 |        |     |                 |         |     |           |    |        |       L3475  |
Nb IV     |       388.2203 |  0.0005 |       388.2203 |  0.0007 |          60000 | 7.8e+07    | C    |  24.7802603  -   27.973011  | 4d.6p           | 1P*    | 1   | 4d.6d           | 1S      | 0   |   3 - 1   |    |  T2192 |      L12094  |
Nb I      |       388.314  |  0.010  |                |         |            670 |            |      |                             |                 |        |     |                 |         |     |           |    |        |       L3475  |
          |                |         |                |         |                |            |      |                             |                 |        |     |                 |         |     |           |    |        |              |
Nb I      |       388.544  |  0.010  |                |         |           1100 |            |      |                             |                 |        |     |                 |         |     |           |    |        |       L3475  |
Nb I      |       388.568  |  0.010  |                |         |            670 |            |      |                             |                 |        |     |                 |         |     |           |    |        |       L3475  |
Nb I      |       388.607  |  0.010  |                |         |            210 |            |      |                             |                 |        |     |                 |         |     |           |    |        |       L3475  |
Nb I      |       389.130  |  0.010  |                |         |            580 |            |      |                             |                 |        |     |                 |         |     |           |    |        |       L3475  |
Nb IV     |       389.8028 |  0.0005 |       389.8028 |  0.0005 |         100000 | 5.8e+07    | C+   |  21.049501   -   24.2292907 | 4d.5d           | 3S     | 1   | 4d.6p           | 3P*     | 1   |   3 - 3   |    |  T2192 |      L12094  |
          |                |         |                |         |                |            |      |                             |                 |        |     |                 |         |     |           |    |        |              |
Nb IV     |       390.0115 |  0.0005 |       390.0115 |  0.0006 |          25000 | 5.0e+07    | C+   |  24.196664   -   27.3747524 | 4d.6p           | 3P*    | 0   | 4d.6d           | 3D      | 1   |   1 - 3   |    |  T2192 |      L12094  |
Nb I      |       390.897  |  0.010  |                |         |            210 |            |      |                             |                 |        |     |                 |         |     |           |    |        |       L3475  |
Nb I      |       391.470  |  0.010  |                |         |            670 |            |      |                             |                 |        |     |                 |         |     |           |    |        |       L3475  |
Nb IV     |       391.6920 |  0.0005 |       391.6922 |  0.0005 |           8000 | 4.3e+06    | D+   |  21.184436   -   24.3488871 | 4d.5d           | 3F     | 4   | 4d.6p           | 1F*     | 3   |   9 - 7   |    |  T2192 |      L12094  |
Nb I      |       392.020  |  0.010  |                |         |            530 |            |      |                             |                 |        |     |                 |         |     |           |    |        |       L3475  |
          |                |         |                |         |                |            |      |                             |                 |        |     |                 |         |     |           |    |        |              |
Nb IV     |       392.1877 |  0.0005 |       392.1878 |  0.0005 |           5000 | 6.5e+06    | D+   |  20.7571318  -   23.9175845 | 4d.5d           | 1P     | 1   | 4d.6p           | 3D*     | 1   |   3 - 3   |    |  T2192 |      L12094  |
Nb I      |       393.744  |  0.010  |                |         |            670 |            |      |                             |                 |        |     |                 |         |     |           |    |        |       L3475  |
Nb IV     |       394.0565 |  0.0005 |       394.0570 |  0.0004 |          25000 | 5.7e+07    | C+   |  24.2292907  -   27.3747524 | 4d.6p           | 3P*    | 1   | 4d.6d           | 3D      | 1   |   3 - 3   |    |  T2192 |      L12094  |
Nb IV     |       394.3313 |  0.0005 |       394.3315 |  0.0006 |          20000 | 3.8e+06    | C    |  21.091536   -   24.2348080 | 4d.5d           | 3F     | 3   | 4d.6p           | 3F*     | 4   |   7 - 9   |    |  T2192 |      L12094  |
Nb I      |       394.367  |  0.010  |                |         |            520 |            |      |                             |                 |        |     |                 |         |     |           |    |        |       L3475  |
          |                |         |                |         |                |            |      |                             |                 |        |     |                 |         |     |           |    |        |              |
Nb I      |       396.569  |  0.010  |                |         |            250 |            |      |                             |                 |        |     |                 |         |     |           |    |        |       L3475  |
Nb I      |       396.609  |  0.010  |                |         |          910bl |            |      |                             |                 |        |     |                 |         |     |           |    |        |       L3475  |
Nb I      |       397.185  |  0.010  |                |         |            210 |            |      |                             |                 |        |     |                 |         |     |           |    |        |       L3475  |
Nb IV     |       398.5762 |  0.0005 |       398.5759 |  0.0007 |           5000 | 7.4e+06    | D+   |  21.670460   -   24.7802603 | 4d.(2D<3/2>).6s | 2[3/2] | 2   | 4d.6p           | 1P*     | 1   |   5 - 3   |    |  T2192 |      L12094  |
Nb IV     |       400.1853 |  0.0005 |       400.1839 |  0.0006 |           4000 | 1.07e+07   | C    |  24.3490396  -   27.446345  | 4d.6p           | 3P*    | 2   | 4d.6d           | 3D      | 2   |   5 - 5   |    |  T2192 |      L12094  |
          |                |         |                |         |                |            |      |                             |                 |        |     |                 |         |     |           |    |        |              |
Nb IV     |       403.2235 |  0.0005 |       403.2233 |  0.0005 |          40000 | 1.5e+07    | C+   |  20.9780010  -   24.0519598 | 4d.5d           | 3F     | 2   | 4d.6p           | 3D*     | 2   |   5 - 5   |    |  T2192 |      L12094  |
Nb I      |       403.252  |  0.010  |                |         |           1100 |            |      |                             |                 |        |     |                 |         |     |           |    |        |       L3475  |
Nb I      |       403.953  |  0.010  |                |         |            250 |            |      |                             |                 |        |     |                 |         |     |           |    |        |       L3475  |
Nb IV     |       404.9979 |  0.0005 |       404.9980 |  0.0005 |          10000 | 2.8e+06    | D+   |  20.9780010  -   24.0384901 | 4d.5d           | 3F     | 2   | 4d.6p           | 3F*     | 3   |   5 - 7   |    |  T2192 |      L12094  |
Nb IV     |       405.2624 |  0.0005 |       405.2616 |  0.0005 |          15000 | 6.0e+06    | C    |  20.7571318  -   23.8156298 | 4d.5d           | 1P     | 1   | 4d.6p           | 1D*     | 2   |   3 - 5   |    |  T2192 |      L12094  |
          |                |         |                |         |                |            |      |                             |                 |        |     |                 |         |     |           |    |        |              |
Nb I      |       405.894  |  0.010  |                |         |         16000c |            |      |                             |                 |        |     |                 |         |     |           |    |        |       L3475  |
Nb I      |       405.951  |  0.010  |                |         |            210 |            |      |                             |                 |        |     |                 |         |     |           |    |        |       L3475  |
Nb I      |       406.079  |  0.010  |                |         |            350 |            |      |                             |                 |        |     |                 |         |     |           |    |        |       L3475  |
Nb IV     |       406.3413 |  0.0005 |       406.3412 |  0.0006 |         200000 | 4.8e+07    | C+   |  21.184436   -   24.2348080 | 4d.5d           | 3F     | 4   | 4d.6p           | 3F*     | 4   |   9 - 9   |    |  T2192 |      L12094  |
Nb IV     |       406.4682 |  0.0021 |       406.4694 |  0.0006 |         10000w | 1.6e+07    | C+   |  24.7802603  -   27.829670  | 4d.6p           | 1P*    | 1   | 4d.6d           | 1D      | 2   |   3 - 5   |    |  T2192 |      L12094  |
          |                |         |                |         |                |            |      |                             |                 |        |     |                 |         |     |           |    |        |              |
Nb I      |       406.826  |  0.010  |                |         |            210 |            |      |                             |                 |        |     |                 |         |     |           |    |        |       L3475  |
Nb I      |       407.973  |  0.010  |                |         |          12000 |            |      |                             |                 |        |     |                 |         |     |           |    |        |       L3475  |
Nb I      |       408.486  |  0.010  |                |         |            270 |            |      |                             |                 |        |     |                 |         |     |           |    |        |       L3475  |
Nb IV     |       409.6533 |  0.0005 |       409.6529 |  0.0005 |           7000 | 5.e+04     | E    |  24.3490396  -   27.3747524 | 4d.6p           | 3P*    | 2   | 4d.6d           | 3D      | 1   |   5 - 3   |    |  T2192 |      L12094  |
Nb I      |       410.040  |  0.010  |                |         |            440 |            |      |                             |                 |        |     |                 |         |     |           |    |        |       L3475  |
          |                |         |                |         |                |            |      |                             |                 |        |     |                 |         |     |           |    |        |              |
Nb I      |       410.092  |  0.010  |                |         |           6700 |            |      |                             |                 |        |     |                 |         |     |           |    |        |       L3475  |
Nb I      |       411.690  |  0.010  |                |         |            310 |            |      |                             |                 |        |     |                 |         |     |           |    |        |       L3475  |
Nb I      |       412.381  |  0.010  |                |         |           5300 |            |      |                             |                 |        |     |                 |         |     |           |    |        |       L3475  |
Nb I      |       412.943  |  0.010  |                |         |            670 |            |      |                             |                 |        |     |                 |         |     |           |    |        |       L3475  |
Nb I      |       412.993  |  0.010  |                |         |            770 |            |      |                             |                 |        |     |                 |         |     |           |    |        |       L3475  |
          |                |         |                |         |                |            |      |                             |                 |        |     |                 |         |     |           |    |        |              |
Nb I      |       413.710  |  0.010  |                |         |           2300 |            |      |                             |                 |        |     |                 |         |     |           |    |        |       L3475  |
Nb I      |       413.944  |  0.010  |                |         |            440 |            |      |                             |                 |        |     |                 |         |     |           |    |        |       L3475  |
Nb I      |       413.971  |  0.010  |                |         |           2700 |            |      |                             |                 |        |     |                 |         |     |           |    |        |       L3475  |
Nb I      |       414.321  |  0.010  |                |         |            350 |            |      |                             |                 |        |     |                 |         |     |           |    |        |       L3475  |
Nb I      |       415.012  |  0.010  |                |         |            870 |            |      |                             |                 |        |     |                 |         |     |           |    |        |       L3475  |
          |                |         |                |         |                |            |      |                             |                 |        |     |                 |         |     |           |    |        |              |
Nb I      |       415.258  |  0.010  |                |         |           4400 |            |      |                             |                 |        |     |                 |         |     |           |    |        |       L3475  |
Nb I      |       416.347  |  0.010  |                |         |            870 |            |      |                             |                 |        |     |                 |         |     |           |    |        |       L3475  |
Nb I      |       416.366  |  0.010  |                |         |           4400 |            |      |                             |                 |        |     |                 |         |     |           |    |        |       L3475  |
Nb I      |       416.466  |  0.010  |                |         |           4000 |            |      |                             |                 |        |     |                 |         |     |           |    |        |       L3475  |
Nb I      |       416.813  |  0.010  |                |         |           3500 |            |      |                             |                 |        |     |                 |         |     |           |    |        |       L3475  |
          |                |         |                |         |                |            |      |                             |                 |        |     |                 |         |     |           |    |        |              |
Nb I      |       418.444  |  0.010  |                |         |            310 |            |      |                             |                 |        |     |                 |         |     |           |    |        |       L3475  |
Nb I      |       419.088  |  0.010  |                |         |           1200 |            |      |                             |                 |        |     |                 |         |     |           |    |        |       L3475  |
Nb I      |       419.207  |  0.010  |                |         |            870 |            |      |                             |                 |        |     |                 |         |     |           |    |        |       L3475  |
Nb I      |       419.509  |  0.010  |                |         |            870 |            |      |                             |                 |        |     |                 |         |     |           |    |        |       L3475  |
Nb I      |       419.566  |  0.010  |                |         |           1300 |            |      |                             |                 |        |     |                 |         |     |           |    |        |       L3475  |
          |                |         |                |         |                |            |      |                             |                 |        |     |                 |         |     |           |    |        |              |
Nb I      |       419.851  |  0.010  |                |         |            310 |            |      |                             |                 |        |     |                 |         |     |           |    |        |       L3475  |
Nb I      |       420.152  |  0.010  |                |         |            350 |            |      |                             |                 |        |     |                 |         |     |           |    |        |       L3475  |
Nb I      |       420.531  |  0.010  |                |         |            870 |            |      |                             |                 |        |     |                 |         |     |           |    |        |       L3475  |
Nb I      |       421.473  |  0.010  |                |         |            350 |            |      |                             |                 |        |     |                 |         |     |           |    |        |       L3475  |
Nb I      |       421.794  |  0.010  |                |         |            420 |            |      |                             |                 |        |     |                 |         |     |           |    |        |       L3475  |
          |                |         |                |         |                |            |      |                             |                 |        |     |                 |         |     |           |    |        |              |
Nb I      |       422.915  |  0.010  |                |         |            420 |            |      |                             |                 |        |     |                 |         |     |           |    |        |       L3475  |
Nb I      |       425.544  |  0.010  |                |         |            250 |            |      |                             |                 |        |     |                 |         |     |           |    |        |       L3475  |
Nb I      |       426.205  |  0.010  |                |         |            770 |            |      |                             |                 |        |     |                 |         |     |           |    |        |       L3475  |
Nb I      |       426.602  |  0.010  |                |         |            420 |            |      |                             |                 |        |     |                 |         |     |           |    |        |       L3475  |
Nb I      |       427.069  |  0.010  |                |         |            290 |            |      |                             |                 |        |     |                 |         |     |           |    |        |       L3475  |
          |                |         |                |         |                |            |      |                             |                 |        |     |                 |         |     |           |    |        |              |
Nb I      |       428.699  |  0.010  |                |         |            400 |            |      |                             |                 |        |     |                 |         |     |           |    |        |       L3475  |
Nb I      |       429.960  |  0.010  |                |         |            580 |            |      |                             |                 |        |     |                 |         |     |           |    |        |       L3475  |
Nb I      |       430.099  |  0.010  |                |         |            580 |            |      |                             |                 |        |     |                 |         |     |           |    |        |       L3475  |
Nb I      |       430.956  |  0.010  |                |         |            120 |            |      |                             |                 |        |     |                 |         |     |           |    |        |       L3475  |
Nb I      |       431.127  |  0.010  |                |         |            390 |            |      |                             |                 |        |     |                 |         |     |           |    |        |       L3475  |
          |                |         |                |         |                |            |      |                             |                 |        |     |                 |         |     |           |    |        |              |
Nb I      |       431.245  |  0.010  |                |         |            120 |            |      |                             |                 |        |     |                 |         |     |           |    |        |       L3475  |
Nb I      |       432.633  |  0.010  |                |         |            350 |            |      |                             |                 |        |     |                 |         |     |           |    |        |       L3475  |
Nb I      |       432.738  |  0.010  |                |         |            120 |            |      |                             |                 |        |     |                 |         |     |           |    |        |       L3475  |
Nb I      |       433.137  |  0.010  |                |         |            390 |            |      |                             |                 |        |     |                 |         |     |           |    |        |       L3475  |
Nb I      |       434.282  |  0.010  |                |         |            140 |            |      |                             |                 |        |     |                 |         |     |           |    |        |       L3475  |
          |                |         |                |         |                |            |      |                             |                 |        |     |                 |         |     |           |    |        |              |
Nb I      |       434.865  |  0.010  |                |         |            140 |            |      |                             |                 |        |     |                 |         |     |           |    |        |       L3475  |
Nb I      |       434.903  |  0.010  |                |         |            110 |            |      |                             |                 |        |     |                 |         |     |           |    |        |       L3475  |
Nb I      |       435.157  |  0.010  |                |         |            290 |            |      |                             |                 |        |     |                 |         |     |           |    |        |       L3475  |
Nb I      |       436.843  |  0.010  |                |         |            210 |            |      |                             |                 |        |     |                 |         |     |           |    |        |       L3475  |
Nb I      |       437.796  |  0.010  |                |         |            140 |            |      |                             |                 |        |     |                 |         |     |           |    |        |       L3475  |
          |                |         |                |         |                |            |      |                             |                 |        |     |                 |         |     |           |    |        |              |
Nb I      |       438.836  |  0.010  |                |         |            130 |            |      |                             |                 |        |     |                 |         |     |           |    |        |       L3475  |
Nb I      |       439.269  |  0.010  |                |         |            160 |            |      |                             |                 |        |     |                 |         |     |           |    |        |       L3475  |
Nb I      |       441.021  |  0.010  |                |         |            330 |            |      |                             |                 |        |     |                 |         |     |           |    |        |       L3475  |
Nb I      |       441.944  |  0.010  |                |         |            190 |            |      |                             |                 |        |     |                 |         |     |           |    |        |       L3475  |
Nb I      |       443.722  |  0.010  |                |         |           230c |            |      |                             |                 |        |     |                 |         |     |           |    |        |       L3475  |
          |                |         |                |         |                |            |      |                             |                 |        |     |                 |         |     |           |    |        |              |
Nb I      |       444.718  |  0.010  |                |         |            290 |            |      |                             |                 |        |     |                 |         |     |           |    |        |       L3475  |
Nb I      |       445.680  |  0.010  |                |         |            140 |            |      |                             |                 |        |     |                 |         |     |           |    |        |       L3475  |
Nb I      |       445.742  |  0.010  |                |         |            140 |            |      |                             |                 |        |     |                 |         |     |           |    |        |       L3475  |
Nb I      |       446.971  |  0.010  |                |         |            140 |            |      |                             |                 |        |     |                 |         |     |           |    |        |       L3475  |
Nb I      |       447.129  |  0.010  |                |         |            140 |            |      |                             |                 |        |     |                 |         |     |           |    |        |       L3475  |
          |                |         |                |         |                |            |      |                             |                 |        |     |                 |         |     |           |    |        |              |
Nb I      |       447.253  |  0.010  |                |         |            140 |            |      |                             |                 |        |     |                 |         |     |           |    |        |       L3475  |
Nb I      |       450.304  |  0.010  |                |         |            150 |            |      |                             |                 |        |     |                 |         |     |           |    |        |       L3475  |
Nb I      |       452.341  |  0.010  |                |         |            530 |            |      |                             |                 |        |     |                 |         |     |           |    |        |       L3475  |
Nb I      |       454.682  |  0.010  |                |         |            480 |            |      |                             |                 |        |     |                 |         |     |           |    |        |       L3475  |
Nb I      |       456.453  |  0.010  |                |         |            370 |            |      |                             |                 |        |     |                 |         |     |           |    |        |       L3475  |
          |                |         |                |         |                |            |      |                             |                 |        |     |                 |         |     |           |    |        |              |
Nb I      |       457.308  |  0.010  |                |         |            720 |            |      |                             |                 |        |     |                 |         |     |           |    |        |       L3475  |
Nb I      |       458.162  |  0.010  |                |         |            480 |            |      |                             |                 |        |     |                 |         |     |           |    |        |       L3475  |
