---------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
Spectrum  |     Observed     |       Ritz       |  Rel. |     Aki     | Acc. |         Ei           Ek         |             Lower level             |             Upper level              |  gi   gk  |Type|               TP  |          Line  |
          |    Wavelength    |    Wavelength    |  Int. |   (s^-1)    |      |        (eV)         (eV)        |-------------------------------------|--------------------------------------|           |    |              Ref. |          Ref.  |
          |     Air (nm)     |     Air (nm)     |       |             |      |                                 | Conf.                | Term  | J    | Conf.                 | Term  | J    |           |    |                   |                |
O II      |        715.6090  |        715.6085  |    11 |             |      |   31.319581    -    33.051674   | 2s2.2p2.(1D).3d      | 2G    | 7/2  | 2s2.2p2.(1D).4p       | 2F*   | 5/2  |   8 - 6   |    |                   |        L10621  |
O IV      |                  |        715.622   |       | 3.58e+04    | B    |   70.7691      -    72.5011     | 2s.2p.(1P*).3d       | 2F*   | 5/2  | 2s.2p.(3P*).4p        | 2D    | 5/2  |   6 - 6   |    |           T5109LS |                |
          |                  |                  |       |             |      |                                 |                      |       |      |                       |       |      |           |    |                   |                |
O I       |        715.670   |        715.6701  |   210 | 5.05e+07    | B    |   12.7284689   -    14.4604126  | 2s2.2p3.(2D*).3s     | 1D*   | 2    | 2s2.2p3.(2D*).3p      | 1D    | 2    |   5 - 5   |    |             T5713 |         L3760  |
O IV      |                  |        715.9     |       | 7.16e+05    | B    |   70.7698      -    72.5011     | 2s.2p.(1P*).3d       | 2F*   | 7/2  | 2s.2p.(3P*).4p        | 2D    | 5/2  |   8 - 6   |    |           T5109LS |                |
O II      |        716.7833  |        716.7836  |     7 |             |      |   28.8307830   -    30.5600362  | 2s2.2p2.(3P).3d      | 4P    | 3/2  | 2s2.2p2.(3P).4p       | 4P*   | 3/2  |   4 - 4   |    |                   |        L10621  |
O II      |        718.2091  |        718.2094  |     6 |             |      |   28.8307830   -    30.5566034  | 2s2.2p2.(3P).3d      | 4P    | 3/2  | 2s2.2p2.(3P).4p       | 4P*   | 5/2  |   4 - 6   |    |                   |        L10621  |
O III     |                  |        719.025   |       | 5.11e+06    | C+   |   45.477728    -    47.201591   | 2s2.2p.(2P*).4p      | 3D    | 3    | 2s2.2p.(2P*).4d       | 3P*   | 2    |   7 - 5   |    |           T5376LS |                |
          |                  |                  |       |             |      |                                 |                      |       |      |                       |       |      |           |    |                   |                |
O II      |        720.2206  |        720.2198  |     9 |             |      |   28.8390333   -    30.5600362  | 2s2.2p2.(3P).3d      | 4P    | 1/2  | 2s2.2p2.(3P).4p       | 4P*   | 3/2  |   2 - 4   |    |                   |        L10621  |
O II      |        722.9142  |        722.9137  |    16 |             |      |   28.8217043   -    30.5362939  | 2s2.2p2.(3P).3d      | 4P    | 5/2  | 2s2.2p2.(3P).4p       | 4S*   | 3/2  |   6 - 4   |    |                   |        L10621  |
O II      |        725.2717  |        725.2717  |    12 |             |      |   28.8307830   -    30.5397982  | 2s2.2p2.(3P).3d      | 4P    | 3/2  | 2s2.2p2.(3P).4p       | 4P*   | 1/2  |   4 - 2   |    |                   |        L10621  |
O II      |                  |        725.287   |       | 3.31e+05    | D    |   29.0622427   -    30.771221   | 2s2.2p2.(3P).3d      | 2D    | 3/2  | 2s2.2p2.(3P).4p       | 2D*   | 5/2  |   4 - 6   |    |           T5723LS |         L7243  |
O I       |        725.415   |        725.4154  |   400 | 2.24e+06    | C+   |   10.9887922   -    12.6974690  | 2s2.2p3.(4S*).3p     | 3P    | 1    | 2s2.2p3.(4S*).5s      | 3S*   | 1    |   3 - 3   |    |           T5713LS |         L3760  |
          |                  |                  |       |             |      |                                 |                      |       |      |                       |       |      |           |    |                   |                |
O I       |        725.445   |        725.4448  |   450 | 3.73e+06    | C+   |   10.9888615   -    12.6974690  | 2s2.2p3.(4S*).3p     | 3P    | 2    | 2s2.2p3.(4S*).5s      | 3S*   | 1    |   5 - 3   |    |           T5713LS |         L3760  |
O I       |        725.453   |        725.4531  |   320 | 7.45e+05    | C+   |   10.9888810   -    12.6974690  | 2s2.2p3.(4S*).3p     | 3P    | 0    | 2s2.2p3.(4S*).5s      | 3S*   | 1    |   1 - 3   |    |           T5713LS |         L3760  |
O II      |        725.9282  |        725.9280  |    10 |             |      |   28.8525662   -    30.5600362  | 2s2.2p2.(3P).3d      | 4D    | 1/2  | 2s2.2p2.(3P).4p       | 4P*   | 3/2  |   2 - 4   |    |                   |        L10621  |
O II      |        726.7630  |        726.7620  |     9 |             |      |   28.8307830   -    30.5362939  | 2s2.2p2.(3P).3d      | 4P    | 3/2  | 2s2.2p2.(3P).4p       | 4S*   | 3/2  |   4 - 4   |    |                   |        L10621  |
O IV      |                  |        727.072   |       | 7.17e+05    | B    |   70.7691      -    72.4738     | 2s.2p.(1P*).3d       | 2F*   | 5/2  | 2s.2p.(3P*).4p        | 2D    | 3/2  |   6 - 4   |    |           T5109LS |                |
          |                  |                  |       |             |      |                                 |                      |       |      |                       |       |      |           |    |                   |                |
O II      |        727.7438  |        727.7426  |    12 |             |      |   28.8568237   -    30.5600362  | 2s2.2p2.(3P).3d      | 4D    | 3/2  | 2s2.2p2.(3P).4p       | 4P*   | 3/2  |   4 - 4   |    |                   |        L10621  |
O II      |        727.8258  |        727.8264  |    10 |             |      |   28.8570197   -    30.5600362  | 2s2.2p2.(3P).3d      | 4D    | 5/2  | 2s2.2p2.(3P).4p       | 4P*   | 3/2  |   6 - 4   |    |                   |        L10621  |
O II      |        728.0257  |        728.0251  |    11 | 4.59e+06    | D    |   29.0686696   -    30.771221   | 2s2.2p2.(3P).3d      | 2D    | 5/2  | 2s2.2p2.(3P).4p       | 2D*   | 5/2  |   6 - 6   |    |           T5723LS |        L10621  |
O II      |        728.7894  |        728.7900  |    10 |             |      |   28.8390333   -    30.5397982  | 2s2.2p2.(3P).3d      | 4P    | 1/2  | 2s2.2p2.(3P).4p       | 4P*   | 1/2  |   2 - 2   |    |                   |        L10621  |
O II      |        729.2129  |        729.2124  |     9 |             |      |   28.8568237   -    30.5566034  | 2s2.2p2.(3P).3d      | 4D    | 3/2  | 2s2.2p2.(3P).4p       | 4P*   | 5/2  |   4 - 6   |    |                   |        L10621  |
          |                  |                  |       |             |      |                                 |                      |       |      |                       |       |      |           |    |                   |                |
O II      |        729.2962  |        729.2965  |    11 |             |      |   28.8570197   -    30.5566034  | 2s2.2p2.(3P).3d      | 4D    | 5/2  | 2s2.2p2.(3P).4p       | 4P*   | 5/2  |   6 - 6   |    |                   |        L10621  |
O II      |        729.6310  |        729.6294  |    14 |             |      |   28.8577951   -    30.5566034  | 2s2.2p2.(3P).3d      | 4D    | 7/2  | 2s2.2p2.(3P).4p       | 4P*   | 5/2  |   8 - 6   |    |                   |        L10621  |
O II      |        729.8112  |        729.8117  |     5 |             |      |   31.466247    -    33.164631   | 2s2.2p2.(1D).3d      | 2P    | 3/2  | 2s2.2p2.(1D).4p       | 2P*   | 3/2  |   4 - 4   |    |                   |        L10621  |
O II      |                  |        730.2947  |       |             |      |   28.8390333   -    30.5362939  | 2s2.2p2.(3P).3d      | 4P    | 1/2  | 2s2.2p2.(3P).4p       | 4S*   | 3/2  |   2 - 4   |    |                   |         L7243  |
O II      |        730.4170  |        730.4180  |     7 |             |      |   28.8630622   -    30.5600362  | 2s2.2p2.(3P).3d      | 2F    | 5/2  | 2s2.2p2.(3P).4p       | 4P*   | 3/2  |   6 - 4   |    |                   |        L10621  |
          |                  |                  |       |             |      |                                 |                      |       |      |                       |       |      |           |    |                   |                |
O III     |                  |        730.685   |       | 1.87e+07    | C+   |   44.229664    -    45.926018   | 2s2.2p.(2P*).4s      | 3P*   | 0    | 2s2.2p.(2P*).4p       | 3P    | 1    |   1 - 3   |    |           T5376LS |                |
O III     |                  |        730.712   |       | 1.41e+07    | C+   |   44.243138    -    45.939429   | 2s2.2p.(2P*).4s      | 3P*   | 1    | 2s2.2p.(2P*).4p       | 3P    | 2    |   3 - 5   |    |           T5376LS |                |
O II      |        731.3114  |        731.3119  |     1 |             |      |   31.465948    -    33.160848   | 2s2.2p2.(1D).3d      | 2P    | 1/2  | 2s2.2p2.(1D).4p       | 2P*   | 1/2  |   2 - 2   |    |                   |        L10621  |
O II      |                  |        731.892   |       | 5.19e-02    | B    |    3.324085    -     5.017640   | 2s2.2p3              | 2D*   | 5/2  | 2s2.2p3               | 2P*   | 1/2  |   6 - 2   | E2 |       T5047,T4644 |         L7243  |
O II      |        731.8987  |        731.8986  |    10 |             |      |   28.8630622   -    30.5566034  | 2s2.2p2.(3P).3d      | 2F    | 5/2  | 2s2.2p2.(3P).4p       | 4P*   | 5/2  |   6 - 6   |    |                   |        L10621  |
          |                  |                  |       |             |      |                                 |                      |       |      |                       |       |      |           |    |                   |                |
O II      |        731.992   |        731.999   |       | 9.07e-02    | B    |    3.324085    -     5.017394   | 2s2.2p3              | 2D*   | 5/2  | 2s2.2p3               | 2P*   | 3/2  |   6 - 4   | E2 |       T5047,T4644 |         L3452  |
O II      |                  |        731.999   |       | 8.37e-03    | B    |    3.324085    -     5.017394   | 2s2.2p3              | 2D*   | 5/2  | 2s2.2p3               | 2P*   | 3/2  |   6 - 4   | M1 |       T5047,T4644 |         L7243  |
O II      |                  |        732.967   |       | 9.32e-03    | B    |    3.326567    -     5.017640   | 2s2.2p3              | 2D*   | 3/2  | 2s2.2p3               | 2P*   | 1/2  |   4 - 2   | M1 |       T5047,T4644 |         L7243  |
O II      |        733.019   |        732.967   |     * | 7.74e-02    | B    |    3.326567    -     5.017640   | 2s2.2p3              | 2D*   | 3/2  | 2s2.2p3               | 2P*   | 1/2  |   4 - 2   | E2 |       T5047,T4644 |         L3452  |
O II      |        733.019   |        733.073   |     * | 3.85e-02    | B    |    3.326567    -     5.017394   | 2s2.2p3              | 2D*   | 3/2  | 2s2.2p3               | 2P*   | 3/2  |   4 - 4   | E2 |       T5047,T4644 |         L3452  |
          |                  |                  |       |             |      |                                 |                      |       |      |                       |       |      |           |    |                   |                |
O II      |                  |        733.073   |       | 1.49e-02    | B    |    3.326567    -     5.017394   | 2s2.2p3              | 2D*   | 3/2  | 2s2.2p3               | 2P*   | 3/2  |   4 - 4   | M1 |       T5047,T4644 |         L7243  |
O II      |        734.6367  |        734.6355  |     7 |             |      |   28.8525662   -    30.5397982  | 2s2.2p2.(3P).3d      | 4D    | 1/2  | 2s2.2p2.(3P).4p       | 4P*   | 1/2  |   2 - 2   |    |                   |        L10621  |
O II      |        734.6895  |        734.6901  |     9 | 4.30e+06    | D    |   29.0622427   -    30.749349   | 2s2.2p2.(3P).3d      | 2D    | 3/2  | 2s2.2p2.(3P).4p       | 2D*   | 3/2  |   4 - 4   |    |           T5723LS |        L10621  |
O II      |        735.5362  |        735.5373  |     4 |             |      |   31.374055    -    33.059218   | 2s2.2p2.(1D).3d      | 2D    | 5/2  | 2s2.2p2.(1D).4p       | 2D*   | 5/2  |   6 - 6   |    |                   |        L10621  |
O II      |        736.1647  |        736.1645  |     3 |             |      |   28.8525662   -    30.5362939  | 2s2.2p2.(3P).3d      | 4D    | 1/2  | 2s2.2p2.(3P).4p       | 4S*   | 3/2  |   2 - 4   |    |                   |        L10621  |
          |                  |                  |       |             |      |                                 |                      |       |      |                       |       |      |           |    |                   |                |
O II      |        736.3046  |        736.3054  |     2 |             |      |   31.373797    -    33.057202   | 2s2.2p2.(1D).3d      | 2D    | 3/2  | 2s2.2p2.(1D).4p       | 2D*   | 3/2  |   4 - 4   |    |                   |        L10621  |
O II      |        736.4935  |        736.4939  |     3 |             |      |   28.8568237   -    30.5397982  | 2s2.2p2.(3P).3d      | 4D    | 3/2  | 2s2.2p2.(3P).4p       | 4P*   | 1/2  |   4 - 2   |    |                   |        L10621  |
O III     |                  |        736.535   |       | 1.37e+07    | C+   |   44.243138    -    45.926018   | 2s2.2p.(2P*).4s      | 3P*   | 1    | 2s2.2p.(2P*).4p       | 3P    | 1    |   3 - 3   |    |           T5376LS |                |
O II      |        736.7694  |        736.7678  |     5 |             |      |   30.380752    -    32.063101   | 2s2.2p2.(3P).4p      | 2S*   | 1/2  | 2s2.2p2.(3P).5s       | 2P    | 3/2  |   2 - 4   |    |                   |        L10621  |
O II      |        736.9017  |        736.9029  |     1 |             |      |   28.8217043   -    30.5037447  | 2s2.2p2.(3P).3d      | 4P    | 5/2  | 2s2.2p2.(3P).4p       | 4D*   | 7/2  |   6 - 8   |    |                   |        L10621  |
          |                  |                  |       |             |      |                                 |                      |       |      |                       |       |      |           |    |                   |                |
O II      |        737.4986  |        737.4996  |     3 | 4.73e+05    | D    |   29.0686696   -    30.749349   | 2s2.2p2.(3P).3d      | 2D    | 5/2  | 2s2.2p2.(3P).4p       | 2D*   | 3/2  |   6 - 4   |    |           T5723LS |        L10621  |
O II      |                  |        738.0307  |       |             |      |   28.8568237   -    30.5362939  | 2s2.2p2.(3P).3d      | 4D    | 3/2  | 2s2.2p2.(3P).4p       | 4S*   | 3/2  |   4 - 4   |    |                   |         L7243  |
O II      |        738.1118  |        738.1168  |     1 |             |      |   28.8570197   -    30.5362939  | 2s2.2p2.(3P).3d      | 4D    | 5/2  | 2s2.2p2.(3P).4p       | 4S*   | 3/2  |   6 - 4   |    |                   |        L10621  |
O II      |        738.3744  |        738.3758  |     2 |             |      |   31.374055    -    33.052740   | 2s2.2p2.(1D).3d      | 2D    | 5/2  | 2s2.2p2.(1D).4p       | 2F*   | 7/2  |   6 - 8   |    |                   |        L10621  |
O II      |        738.7324  |        738.7315  |     3 |             |      |   31.373797    -    33.051674   | 2s2.2p2.(1D).3d      | 2D    | 3/2  | 2s2.2p2.(1D).4p       | 2F*   | 5/2  |   4 - 6   |    |                   |        L10621  |
          |                  |                  |       |             |      |                                 |                      |       |      |                       |       |      |           |    |                   |                |
O II      |        740.7341  |        740.7333  |     3 |             |      |   28.8832607   -    30.5566034  | 2s2.2p2.(3P).3d      | 2F    | 7/2  | 2s2.2p2.(3P).4p       | 4P*   | 5/2  |   8 - 6   |    |                   |        L10621  |
O II      |        740.7821  |        740.7824  |     2 |             |      |   28.8630622   -    30.5362939  | 2s2.2p2.(3P).3d      | 2F    | 5/2  | 2s2.2p2.(3P).4p       | 4S*   | 3/2  |   6 - 4   |    |                   |        L10621  |
O III     |                  |        741.009   |       | 6.69e+05    | C+   |   47.201591    -    48.87431    | 2s2.2p.(2P*).4d      | 3P*   | 2    | 2s.2p2.(2D).3s        | 3D    | 3    |   5 - 7   |    |           T5376LS |                |
O III     |                  |        741.404   |       | 5.38e+07    | C+   |   44.243138    -    45.914966   | 2s2.2p.(2P*).4s      | 3P*   | 1    | 2s2.2p.(2P*).4p       | 3P    | 0    |   3 - 1   |    |           T5376LS |                |
O V       |                  |        742.236   |       | 2.79e+07    | B    |   89.57610     -    91.24606    | 1s2.2s.4s            | 3S    | 1    | 1s2.2s.4p             | 3P*   | 2    |   3 - 5   |    |           T5633LS |                |
          |                  |                  |       |             |      |                                 |                      |       |      |                       |       |      |           |    |                   |                |
O V       |                  |        743.732   |       | 2.78e+07    | B    |   89.57610     -    91.24270    | 1s2.2s.4s            | 3S    | 1    | 1s2.2s.4p             | 3P*   | 1    |   3 - 3   |    |           T5633LS |                |
O II      |        743.8139  |        743.8151  |     2 |             |      |   28.8217043   -    30.4881139  | 2s2.2p2.(3P).3d      | 4P    | 5/2  | 2s2.2p2.(3P).4p       | 4D*   | 5/2  |   6 - 6   |    |                   |        L10621  |
O V       |                  |        744.308   |       | 2.77e+07    | B    |   89.57610     -    91.24141    | 1s2.2s.4s            | 3S    | 1    | 1s2.2s.4p             | 3P*   | 0    |   3 - 1   |    |           T5633LS |                |
O III     |                  |        744.907   |       | 1.65e+05    | C+   |   47.201591    -    48.86556    | 2s2.2p.(2P*).4d      | 3P*   | 2    | 2s.2p2.(2D).3s        | 3D    | 2    |   5 - 5   |    |           T5376LS |                |
O III     |                  |        745.536   |       | 3.97e+07    | C+   |   44.276866    -    45.939429   | 2s2.2p.(2P*).4s      | 3P*   | 2    | 2s2.2p.(2P*).4p       | 3P    | 2    |   5 - 5   |    |           T5376LS |                |
          |                  |                  |       |             |      |                                 |                      |       |      |                       |       |      |           |    |                   |                |
O III     |                  |        745.541   |       | 4.92e+05    | C+   |   47.203006    -    48.86556    | 2s2.2p.(2P*).4d      | 3P*   | 1    | 2s.2p2.(2D).3s        | 3D    | 2    |   3 - 5   |    |           T5376LS |                |
O III     |                  |        747.576   |       | 1.81e+04    | C    |   47.201591    -    48.85962    | 2s2.2p.(2P*).4d      | 3P*   | 2    | 2s.2p2.(2D).3s        | 3D    | 1    |   5 - 3   |    |           T5376LS |                |
O I       |        747.644   |                  |   210 |             |      |                                 |                      |       |      |                       |       |      |           |    |                   |         L3760  |
O I       |        747.724   |                  |   100 |             |      |                                 |                      |       |      |                       |       |      |           |    |                   |         L3760  |
O II      |                  |        747.8897  |       |             |      |   28.8307830   -    30.4881139  | 2s2.2p2.(3P).3d      | 4P    | 3/2  | 2s2.2p2.(3P).4p       | 4D*   | 5/2  |   4 - 6   |    |                   |         L7243  |
          |                  |                  |       |             |      |                                 |                      |       |      |                       |       |      |           |    |                   |                |
O I       |        747.908   |                  |   120 |             |      |                                 |                      |       |      |                       |       |      |           |    |                   |         L3760  |
O I       |        748.067   |                  |   120 |             |      |                                 |                      |       |      |                       |       |      |           |    |                   |         L3760  |
O III     |                  |        748.214   |       | 2.71e+05    | C+   |   47.203006    -    48.85962    | 2s2.2p.(2P*).4d      | 3P*   | 1    | 2s.2p2.(2D).3s        | 3D    | 1    |   3 - 3   |    |           T5376LS |                |
O II      |                  |        748.6345  |       |             |      |   28.8217043   -    30.477386   | 2s2.2p2.(3P).3d      | 4P    | 5/2  | 2s2.2p2.(3P).4p       | 4D*   | 3/2  |   6 - 4   |    |                   |         L7243  |
O III     |                  |        749.284   |       | 3.59e+05    | C+   |   47.205371    -    48.85962    | 2s2.2p.(2P*).4d      | 3P*   | 0    | 2s.2p2.(2D).3s        | 3D    | 1    |   1 - 3   |    |           T5376LS |                |
          |                  |                  |       |             |      |                                 |                      |       |      |                       |       |      |           |    |                   |                |
O IV      |                  |        750.094   |       | 3.73e+06    | B    |   72.4738      -    74.1263     | 2s.2p.(3P*).4p       | 2D    | 3/2  | 2s.2p.(3P*).4d        | 2P*   | 1/2  |   4 - 2   |    |           T5109LS |                |
O III     |                  |        751.599   |       | 2.15e+07    | C+   |   44.276866    -    45.926018   | 2s2.2p.(2P*).4s      | 3P*   | 2    | 2s2.2p.(2P*).4p       | 3P    | 1    |   5 - 3   |    |           T5376LS |                |
O II      |        752.7011  |        752.7065  |     4 | 6.91e+05    | D    |   28.8570197   -    30.5037447  | 2s2.2p2.(3P).3d      | 4D    | 5/2  | 2s2.2p2.(3P).4p       | 4D*   | 7/2  |   6 - 8   |    |           T5723LS |        L10621  |
O II      |                  |        752.7622  |       |             |      |   28.8307830   -    30.477386   | 2s2.2p2.(3P).3d      | 4P    | 3/2  | 2s2.2p2.(3P).4p       | 4D*   | 3/2  |   4 - 4   |    |                   |         L7243  |
O II      |        753.0620  |        753.0611  |    10 | 4.15e+06    | D    |   28.8577951   -    30.5037447  | 2s2.2p2.(3P).3d      | 4D    | 7/2  | 2s2.2p2.(3P).4p       | 4D*   | 7/2  |   8 - 8   |    |           T5723LS |        L10621  |
          |                  |                  |       |             |      |                                 |                      |       |      |                       |       |      |           |    |                   |                |
O III     |                  |        755.142   |       | 1.48e+06    | C+   |   43.397505    -    45.038919   | 2s.2p2.(4P).3s       | 3P    | 0    | 2s.2p2.(4P).3p        | 3S*   | 1    |   1 - 3   |    |           T5376LS |                |
O II      |        755.4772  |        755.4787  |     3 |             |      |   28.8630622   -    30.5037447  | 2s2.2p2.(3P).3d      | 2F    | 5/2  | 2s2.2p2.(3P).4p       | 4D*   | 7/2  |   6 - 8   |    |                   |        L10621  |
O II      |                  |        755.5116  |       |             |      |   28.8307830   -    30.471394   | 2s2.2p2.(3P).3d      | 4P    | 3/2  | 2s2.2p2.(3P).4p       | 4D*   | 1/2  |   4 - 2   |    |                   |         L7243  |
O II      |        756.5482  |        756.5529  |     3 |             |      |   28.8390333   -    30.477386   | 2s2.2p2.(3P).3d      | 4P    | 1/2  | 2s2.2p2.(3P).4p       | 4D*   | 3/2  |   2 - 4   |    |                   |        L10621  |
O IV      |                  |        758.574   |       | 3.61e+05    | B    |   72.4738      -    74.108      | 2s.2p.(3P*).4p       | 2D    | 3/2  | 2s.2p.(3P*).4d        | 2P*   | 3/2  |   4 - 4   |    |           T5109LS |                |
          |                  |                  |       |             |      |                                 |                      |       |      |                       |       |      |           |    |                   |                |
O II      |                  |        759.3301  |       |             |      |   28.8390333   -    30.471394   | 2s2.2p2.(3P).3d      | 4P    | 1/2  | 2s2.2p2.(3P).4p       | 4D*   | 1/2  |   2 - 2   |    |                   |         L7243  |
O II      |        759.8254  |        759.8285  |     4 | 1.10e+06    | D    |   28.8568237   -    30.4881139  | 2s2.2p2.(3P).3d      | 4D    | 3/2  | 2s2.2p2.(3P).4p       | 4D*   | 5/2  |   4 - 6   |    |           T5723LS |        L10621  |
O II      |        759.9215  |        759.9198  |     4 | 2.70e+06    | D    |   28.8570197   -    30.4881139  | 2s2.2p2.(3P).3d      | 4D    | 5/2  | 2s2.2p2.(3P).4p       | 4D*   | 5/2  |   6 - 6   |    |           T5723LS |        L10621  |
O II      |        760.2810  |        760.2812  |     5 | 8.94e+05    | D    |   28.8577951   -    30.4881139  | 2s2.2p2.(3P).3d      | 4D    | 7/2  | 2s2.2p2.(3P).4p       | 4D*   | 5/2  |   8 - 6   |    |           T5723LS |        L10621  |
O III     |                  |        760.888   |       | 4.35e+06    | C+   |   43.409899    -    45.038919   | 2s.2p2.(4P).3s       | 3P    | 1    | 2s.2p2.(4P).3p        | 3S*   | 1    |   3 - 3   |    |           T5376LS |                |
          |                  |                  |       |             |      |                                 |                      |       |      |                       |       |      |           |    |                   |                |
O II      |        762.7460  |        762.7454  |     4 |             |      |   28.8630622   -    30.4881139  | 2s2.2p2.(3P).3d      | 2F    | 5/2  | 2s2.2p2.(3P).4p       | 4D*   | 5/2  |   6 - 6   |    |                   |        L10621  |
O II      |        762.8468  |        762.8542  |     4 | 1.16e+06    | D    |   28.8525662   -    30.477386   | 2s2.2p2.(3P).3d      | 4D    | 1/2  | 2s2.2p2.(3P).4p       | 4D*   | 3/2  |   2 - 4   |    |           T5723LS |        L10621  |
O II      |        764.8605  |        764.8583  |     4 | 1.85e+06    | D    |   28.8568237   -    30.477386   | 2s2.2p2.(3P).3d      | 4D    | 3/2  | 2s2.2p2.(3P).4p       | 4D*   | 3/2  |   4 - 4   |    |           T5723LS |        L10621  |
O II      |        764.9557  |        764.9508  |     4 | 1.62e+06    | D    |   28.8570197   -    30.477386   | 2s2.2p2.(3P).3d      | 4D    | 5/2  | 2s2.2p2.(3P).4p       | 4D*   | 3/2  |   6 - 4   |    |           T5723LS |        L10621  |
O II      |                  |        765.6779  |       | 2.30e+06    | D    |   28.8525662   -    30.471394   | 2s2.2p2.(3P).3d      | 4D    | 1/2  | 2s2.2p2.(3P).4p       | 4D*   | 1/2  |   2 - 2   |    |           T5723LS |         L7243  |
          |                  |                  |       |             |      |                                 |                      |       |      |                       |       |      |           |    |                   |                |
O II      |        767.6944  |        767.6970  |     4 | 2.29e+06    | D    |   28.8568237   -    30.471394   | 2s2.2p2.(3P).3d      | 4D    | 3/2  | 2s2.2p2.(3P).4p       | 4D*   | 1/2  |   4 - 2   |    |           T5723LS |        L10621  |
O I       |        770.675   |                  |   100 |             |      |                                 |                      |       |      |                       |       |      |           |    |                   |         L3760  |
O III     |                  |        771.095   |       | 6.96e+06    | C+   |   43.431463    -    45.038919   | 2s.2p2.(4P).3s       | 3P    | 2    | 2s.2p2.(4P).3p        | 3S*   | 1    |   5 - 3   |    |           T5376LS |                |
O IV      |                  |        771.452   |       | 3.08e+06    | B    |   72.5011      -    74.108      | 2s.2p.(3P*).4p       | 2D    | 5/2  | 2s.2p.(3P*).4d        | 2P*   | 3/2  |   6 - 4   |    |           T5109LS |                |
O I       |        777.194   |        777.1944  |   870 | 3.69e+07    | A    |    9.1460911   -    10.7409313  | 2s2.2p3.(4S*).3s     | 5S*   | 2    | 2s2.2p3.(4S*).3p      | 5P    | 3    |   5 - 7   |    |          T5803,LS |         L3760  |
          |                  |                  |       |             |      |                                 |                      |       |      |                       |       |      |           |    |                   |                |
O I       |        777.417   |        777.4166  |   810 | 3.69e+07    | A    |    9.1460911   -    10.7404755  | 2s2.2p3.(4S*).3s     | 5S*   | 2    | 2s2.2p3.(4S*).3p      | 5P    | 2    |   5 - 5   |    |          T5803,LS |         L3760  |
O I       |        777.539   |        777.5388  |   750 | 3.69e+07    | A    |    9.1460911   -    10.7402250  | 2s2.2p3.(4S*).3s     | 5S*   | 2    | 2s2.2p3.(4S*).3p      | 5P    | 1    |   5 - 3   |    |          T5803,LS |         L3760  |
O IV      |                  |        779.999   |       | 1.50e+04    | B    |   72.1242      -    73.7133     | 2s.2p.(1P*).3d       | 2P*   | 1/2  | 2p2.(3P).3s           | 2P    | 3/2  |   2 - 4   |    |           T5109LS |                |
O III     |                  |        780.756   |       | 2.30e+06    | C+   |   45.438776    -    47.026342   | 2s2.2p.(2P*).4p      | 3D    | 1    | 2s2.2p.(2P*).4d       | 3D*   | 2    |   3 - 5   |    |           T5376LS |                |
O IV      |                  |        781.340   |       | 7.45e+04    | B    |   72.1269      -    73.7133     | 2s.2p.(1P*).3d       | 2P*   | 3/2  | 2p2.(3P).3s           | 2P    | 3/2  |   4 - 4   |    |           T5109LS |                |
          |                  |                  |       |             |      |                                 |                      |       |      |                       |       |      |           |    |                   |                |
O III     |                  |        782.068   |       | 3.10e+07    | C+   |   45.620469    -    47.205371   | 2s2.2p.(2P*).4p      | 3S    | 1    | 2s2.2p.(2P*).4d       | 3P*   | 0    |   3 - 1   |    |           T5376LS |                |
O III     |                  |        783.237   |       | 3.09e+07    | C+   |   45.620469    -    47.203006   | 2s2.2p.(2P*).4p      | 3S    | 1    | 2s2.2p.(2P*).4d       | 3P*   | 1    |   3 - 3   |    |           T5376LS |                |
O III     |                  |        783.423   |       | 1.69e+06    | C+   |   45.452081    -    47.034242   | 2s2.2p.(2P*).4p      | 3D    | 2    | 2s2.2p.(2P*).4d       | 3D*   | 3    |   5 - 7   |    |           T5376LS |                |
O III     |                  |        783.938   |       | 3.08e+07    | C+   |   45.620469    -    47.201591   | 2s2.2p.(2P*).4p      | 3S    | 1    | 2s2.2p.(2P*).4d       | 3P*   | 2    |   3 - 5   |    |           T5376LS |                |
O III     |                  |        784.794   |       | 1.13e+07    | C+   |   45.438776    -    47.018174   | 2s2.2p.(2P*).4p      | 3D    | 1    | 2s2.2p.(2P*).4d       | 3D*   | 1    |   3 - 3   |    |           T5376LS |                |
          |                  |                  |       |             |      |                                 |                      |       |      |                       |       |      |           |    |                   |                |
O III     |                  |        787.354   |       | 1.04e+07    | C+   |   45.452081    -    47.026342   | 2s2.2p.(2P*).4p      | 3D    | 2    | 2s2.2p.(2P*).4d       | 3D*   | 2    |   5 - 5   |    |           T5376LS |                |
O I       |        788.627   |                  |    80 |             |      |                                 |                      |       |      |                       |       |      |           |    |                   |         L3760  |
O II      |        789.4609  |        789.4614  |     5 | 5.88e+05    | C    |   29.797123    -    31.367182   | 2s2.2p2.(3P).4s      | 2P    | 1/2  | 2s2.2p2.(1S).3p       | 2P*   | 3/2  |   2 - 4   |    |           T5723LS |        L10621  |
O II      |        789.8452  |        789.8456  |     6 | 2.35e+06    | C    |   29.797123    -    31.366419   | 2s2.2p2.(3P).4s      | 2P    | 1/2  | 2s2.2p2.(1S).3p       | 2P*   | 1/2  |   2 - 2   |    |           T5723LS |        L10621  |
