---------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
Spectrum  |     Observed     |       Ritz       |  Rel. |     Aki     | Acc. |         Ei           Ek         |             Lower level             |             Upper level              |  gi   gk  |Type|               TP  |          Line  |
          |    Wavelength    |    Wavelength    |  Int. |   (s^-1)    |      |        (eV)         (eV)        |-------------------------------------|--------------------------------------|           |    |              Ref. |          Ref.  |
          |     Air (nm)     |     Air (nm)     |       |             |      |                                 | Conf.                | Term  | J    | Conf.                 | Term  | J    |           |    |                   |                |
O III     |                  |        305.1951  |       | 2.39e+05    | D    |   45.344825    -    49.406101   | 2s.2p2.(4P).3p       | 5D*   | 3    | 2s.2p2.(4P).3d        | 5P    | 3    |   7 - 7   |    |           T5376LS |                |
O IV      |                  |        305.253   |       | 5.15e+07    | B    |   56.17371     -    60.23421    | 2s.2p.(3P*).3s       | 2P*   | 3/2  | 2s2.4s                | 2S    | 1/2  |   4 - 2   |    |           T5109LS |                |
          |                  |                  |       |             |      |                                 |                      |       |      |                       |       |      |           |    |                   |                |
O IV      |                  |        305.788   |       | 1.98e+06    | B    |   57.94338     -    61.99679    | 2s.2p.(3P*).3p       | 2P    | 3/2  | 2s2.4p                | 2P*   | 3/2  |   4 - 4   |    |           T5109LS |                |
O V       |                  |        305.868   |       | 1.39e+08    | B    |   82.38575     -    86.43809    | 1s2.2p.(2P*<3/2>).3s | 1P*   | 1    | 1s2.2p.(2P*<3/2>).3p  | 1D    | 2    |   3 - 5   |    |       T5633,T3843 |                |
O II      |        305.9293  |        305.9284  |  10bl |             |      |   28.8832607   -    32.934803   | 2s2.2p2.(3P).3d      | 2F    | 7/2  | 2s2.2p2.(3P).5f D     | 2[3]* | 5/2  |   8 - 6   |    |                   |        L10621  |
O III     |        305.930   |        305.9277  |   110 | 8.72e+07    | C+   |   33.182387    -    37.233937   | 2s2.2p.(2P*).3s      | 3P*   | 2    | 2s2.2p.(2P*).3p       | 3P    | 1    |   5 - 3   |    |               u24 |         L3467  |
O IV      |                  |        306.190   |       | 7.90e+05    | B    |   57.94338     -    61.99147    | 2s.2p.(3P*).3p       | 2P    | 3/2  | 2s2.4p                | 2P*   | 1/2  |   4 - 2   |    |           T5109LS |                |
          |                  |                  |       |             |      |                                 |                      |       |      |                       |       |      |           |    |                   |                |
O IV      |        306.342   |        306.343   |   460 | 1.30e+08    | B    |   44.33852     -    48.38459    | 2s2.3s               | 2S    | 1/2  | 2s2.3p                | 2P*   | 3/2  |   2 - 4   |    |           T5109LS |          L648  |
O III     |                  |        306.3850  |       | 9.10e+05    | C    |   45.360597    -    49.406101   | 2s.2p2.(4P).3p       | 5D*   | 4    | 2s.2p2.(4P).3d        | 5P    | 3    |   9 - 7   |    |           T5376LS |                |
O III     |                  |        306.4975  |       | 2.17e+07    | C+   |   45.319582    -    49.363600   | 2s.2p2.(4P).3p       | 5D*   | 0    | 2s.2p2.(4P).3d        | 5D    | 1    |   1 - 3   |    |           T5376LS |                |
O III     |                  |        306.8129  |       | 6.49e+07    | C+   |   45.323905    -    49.363766   | 2s.2p2.(4P).3p       | 5D*   | 1    | 2s.2p2.(4P).3d        | 5D    | 0    |   3 - 1   |    |           T5376LS |                |
O III     |                  |        306.8256  |       | 5.41e+06    | C+   |   45.323905    -    49.363600   | 2s.2p2.(4P).3p       | 5D*   | 1    | 2s.2p2.(4P).3d        | 5D    | 1    |   3 - 3   |    |           T5376LS |                |
          |                  |                  |       |             |      |                                 |                      |       |      |                       |       |      |           |    |                   |                |
O III     |                  |        306.8667  |       | 2.27e+07    | C+   |   45.323905    -    49.363058   | 2s.2p2.(4P).3p       | 5D*   | 1    | 2s.2p2.(4P).3d        | 5D    | 2    |   3 - 5   |    |           T5376LS |                |
O IV      |        307.161   |        307.160   |   410 | 1.29e+08    | B    |   44.33852     -    48.37382    | 2s2.3s               | 2S    | 1/2  | 2s2.3p                | 2P*   | 1/2  |   2 - 2   |    |           T5109LS |          L648  |
O III     |                  |        307.4138  |       | 1.84e+07    | C+   |   45.332392    -    49.364358   | 2s.2p2.(4P).3p       | 5D*   | 2    | 2s.2p2.(4P).3d        | 5D    | 3    |   5 - 7   |    |           T5376LS |                |
O III     |                  |        307.4715  |       | 3.76e+07    | C+   |   45.332392    -    49.363600   | 2s.2p2.(4P).3p       | 5D*   | 2    | 2s.2p2.(4P).3d        | 5D    | 1    |   5 - 3   |    |           T5376LS |                |
O III     |                  |        307.5129  |       | 1.61e+07    | C+   |   45.332392    -    49.363058   | 2s.2p2.(4P).3p       | 5D*   | 2    | 2s.2p2.(4P).3d        | 5D    | 2    |   5 - 5   |    |           T5376LS |                |
          |                  |                  |       |             |      |                                 |                      |       |      |                       |       |      |           |    |                   |                |
O III     |                  |        307.5954  |       | 1.07e+07    | C+   |   45.344825    -    49.374410   | 2s.2p2.(4P).3p       | 5D*   | 3    | 2s.2p2.(4P).3d        | 5D    | 4    |   7 - 9   |    |           T5376LS |                |
O III     |                  |        307.813   |       | 2.89e+07    | B    |   45.986014    -    50.01275    | 2s2.2p.(2P*).4p      | 1D    | 2    | 2s2.2p.(2P*).5d       | 1F*   | 3    |   5 - 7   |    |             T5376 |                |
O V       |                  |        307.895   |       | 3.81e+08    | B    |  100.22291     -   104.24858    | 1s2.2s.5d            | 1D    | 2    | 1s2.2s.6f             | 1F*   | 3    |   5 - 7   |    |             T5633 |                |
O II      |        308.1391  |        308.1389  |     9 |             |      |   26.358274    -    30.380752   | 2s.2p4               | 2P    | 3/2  | 2s2.2p2.(3P).4p       | 2S*   | 1/2  |   4 - 2   |    |                   |        L10621  |
O III     |                  |        308.3647  |       | 3.20e+07    | C+   |   45.344825    -    49.364358   | 2s.2p2.(4P).3p       | 5D*   | 3    | 2s.2p2.(4P).3d        | 5D    | 3    |   7 - 7   |    |           T5376LS |                |
          |                  |                  |       |             |      |                                 |                      |       |      |                       |       |      |           |    |                   |                |
O III     |                  |        308.4644  |       | 2.55e+07    | C+   |   45.344825    -    49.363058   | 2s.2p2.(4P).3p       | 5D*   | 3    | 2s.2p2.(4P).3d        | 5D    | 2    |   7 - 5   |    |           T5376LS |                |
O III     |                  |        308.8041  |       | 5.30e+07    | C+   |   45.360597    -    49.374410   | 2s.2p2.(4P).3p       | 5D*   | 4    | 2s.2p2.(4P).3d        | 5D    | 4    |   9 - 9   |    |           T5376LS |                |
O II      |        309.0376  |        309.0386  |    10 |             |      |   28.955839    -    32.966607   | 2s2.2p2.(3P).3d      | 2P    | 1/2  | 2s2.2p2.(3P).5f D     | 2[1]* | 3/2  |   2 - 4   |    |                   |        L10621  |
O II      |        309.1536  |        309.1533  |     8 |             |      |   28.941697    -    32.950976   | 2s2.2p2.(3P).3d      | 2P    | 3/2  | 2s2.2p2.(3P).5f D     | 2[2]* | 5/2  |   4 - 6   |    |                   |        L10621  |
O III     |                  |        309.5795  |       | 1.35e+07    | C+   |   45.360597    -    49.364358   | 2s.2p2.(4P).3p       | 5D*   | 4    | 2s.2p2.(4P).3d        | 5D    | 3    |   9 - 7   |    |           T5376LS |                |
          |                  |                  |       |             |      |                                 |                      |       |      |                       |       |      |           |    |                   |                |
O II      |        309.7477  |        309.7471  |     9 |             |      |   26.379157    -    30.380752   | 2s.2p4               | 2P    | 1/2  | 2s2.2p2.(3P).4p       | 2S*   | 1/2  |   2 - 2   |    |                   |        L10621  |
O II      |        310.2588  |        310.2599  |     3 |             |      |   28.955839    -    32.950819   | 2s2.2p2.(3P).3d      | 2P    | 1/2  | 2s2.2p2.(3P).5f D     | 2[2]* | 3/2  |   2 - 4   |    |                   |        L10621  |
O II      |        310.4049  |        310.4056  |     8 |             |      |   28.941697    -    32.934803   | 2s2.2p2.(3P).3d      | 2P    | 3/2  | 2s2.2p2.(3P).5f D     | 2[3]* | 5/2  |   4 - 6   |    |                   |        L10621  |
O II      |        310.7846  |        310.7846  |    3w |             |      |   31.466247    -    35.454483?  | 2s2.2p2.(1D).3d      | 2P    | 3/2  | 2s2.2p2.(1D).5f D     | 2[2]* | 5/2  |   4 - 6   |    |                   |        L10621  |
O II      |        311.3611  |        311.3617  |    11 | 3.14e+06    | C    |   25.6382317   -    29.619076   | 2s2.2p2.(3P).3p      | 4D*   | 3/2  | 2s2.2p2.(3P).4s       | 4P    | 5/2  |   4 - 6   |    |           T5723LS |        L10621  |
          |                  |                  |       |             |      |                                 |                      |       |      |                       |       |      |           |    |                   |                |
O III     |                  |        311.5674  |       | 1.39e+08    | C    |   36.892572    -    40.870788   | 2s2.2p.(2P*).3p      | 3S    | 1    | 2s2.2p.(2P*).3d       | 3P*   | 0    |   3 - 1   |    |    T5376,T5791,LS |                |
O III     |        312.171   |        312.1633  |    80 | 1.38e+08    | C    |   36.892572    -    40.863194   | 2s2.2p.(2P*).3p      | 3S    | 1    | 2s2.2p.(2P*).3d       | 3P*   | 1    |   3 - 3   |    |    T5376,T5791,LS |         L3467  |
O II      |        312.2521  |        312.2524  |    17 | 2.80e+07    | C    |   25.6495861   -    29.619076   | 2s2.2p2.(3P).3p      | 4D*   | 5/2  | 2s2.2p2.(3P).4s       | 4P    | 5/2  |   6 - 6   |    |           T5723LS |        L10621  |
O II      |        312.3921  |        312.3910  |    13 | 7.76e+06    | C    |   25.6313476   -    29.599076   | 2s2.2p2.(3P).3p      | 4D*   | 1/2  | 2s2.2p2.(3P).4s       | 4P    | 3/2  |   2 - 4   |    |           T5723LS |        L10621  |
O IV      |                  |        312.889   |       | 5.35e+06    | B    |   68.1655      -    72.1269     | 2s.2p.(1P*).3p       | 2P    | 1/2  | 2s.2p.(1P*).3d        | 2P*   | 3/2  |   2 - 4   |    |           T5109LS |                |
          |                  |                  |       |             |      |                                 |                      |       |      |                       |       |      |           |    |                   |                |
O II      |        312.9334  |        312.9340  |    17 | 4.94e+07    | C    |   25.6382317   -    29.599076   | 2s2.2p2.(3P).3p      | 4D*   | 3/2  | 2s2.2p2.(3P).4s       | 4P    | 3/2  |   4 - 4   |    |           T5723LS |        L10621  |
O IV      |                  |        313.104   |       | 2.13e+07    | B    |   68.1655      -    72.1242     | 2s.2p.(1P*).3p       | 2P    | 1/2  | 2s.2p.(1P*).3d        | 2P*   | 1/2  |   2 - 2   |    |           T5109LS |                |
O III     |        313.286   |        313.2794  |   110 | 1.37e+08    | C    |   36.892572    -    40.849049   | 2s2.2p.(2P*).3p      | 3S    | 1    | 2s2.2p.(2P*).3d       | 3P*   | 2    |   3 - 5   |    |    T5376,T5791,LS |         L3467  |
O II      |        313.4218  |        313.4213  |    17 | 7.68e+07    | C    |   25.6313476   -    29.586034   | 2s2.2p2.(3P).3p      | 4D*   | 1/2  | 2s2.2p2.(3P).4s       | 4P    | 1/2  |   2 - 2   |    |           T5723LS |        L10621  |
O II      |        313.4720  |        313.4726  |    22 | 1.23e+08    | C    |   25.6650366   -    29.619076   | 2s2.2p2.(3P).3p      | 4D*   | 7/2  | 2s2.2p2.(3P).4s       | 4P    | 5/2  |   8 - 6   |    |           T5723LS |        L10621  |
          |                  |                  |       |             |      |                                 |                      |       |      |                       |       |      |           |    |                   |                |
O IV      |                  |        313.507   |       | 2.66e+07    | B    |   68.1733      -    72.1269     | 2s.2p.(1P*).3p       | 2P    | 3/2  | 2s.2p.(1P*).3d        | 2P*   | 3/2  |   4 - 4   |    |           T5109LS |                |
O IV      |                  |        313.723   |       | 1.06e+07    | B    |   68.1733      -    72.1242     | 2s.2p.(1P*).3p       | 2P    | 3/2  | 2s.2p.(1P*).3d        | 2P*   | 1/2  |   4 - 2   |    |           T5109LS |                |
O II      |        313.8335  |        313.8337  |    19 | 9.64e+07    | C    |   25.6495861   -    29.599076   | 2s2.2p2.(3P).3p      | 4D*   | 5/2  | 2s2.2p2.(3P).4s       | 4P    | 3/2  |   6 - 4   |    |           T5723LS |        L10621  |
O II      |        313.9680  |        313.9678  |    17 | 7.64e+07    | C    |   25.6382317   -    29.586034   | 2s2.2p2.(3P).3p      | 4D*   | 3/2  | 2s2.2p2.(3P).4s       | 4P    | 1/2  |   4 - 2   |    |           T5723LS |        L10621  |
O IV      |                  |        314.167   |       | 1.94e+07    | B    |   74.4019      -    78.3472     | 2p2.(1D).3s          | 2D    | 3/2  | 2p2.(1D).3p           | 2D*   | 3/2  |   4 - 4   |    |           T5109LS |                |
          |                  |                  |       |             |      |                                 |                      |       |      |                       |       |      |           |    |                   |                |
O IV      |                  |        314.305   |       | 2.15e+06    | B    |   74.4037      -    78.3472     | 2p2.(1D).3s          | 2D    | 5/2  | 2p2.(1D).3p           | 2D*   | 3/2  |   6 - 4   |    |           T5109LS |                |
O V       |        314.466   |        314.466   |   160 | 8.86e+07    | B    |   72.01311     -    75.95465    | 1s2.2s.3p            | 1P*   | 1    | 1s2.2s.3d             | 1D    | 2    |   3 - 5   |    |       T5633,T3843 |          L552  |
O II      |        314.7827  |        314.7842  |     3 |             |      |   28.591928    -    32.529492   | 2s2.2p2.(1S).3s      | 2S    | 1/2  | 2s2.2p2.(3P).5p       | 2P*   | 3/2  |   2 - 4   |    |                   |        L10621  |
O IV      |                  |        315.314   |       | 9.87e+06    | B    |   59.84297     -    63.77391    | 2s.2p.(3P*).3p       | 2D    | 3/2  | 2s.2p.(3P*).3d        | 2P*   | 1/2  |   4 - 2   |    |           T5109LS |                |
O II      |        315.5906  |        315.5914  |    1w |             |      |   28.591928    -    32.519421   | 2s2.2p2.(1S).3s      | 2S    | 1/2  | 2s2.2p2.(3P).5p       | 2P*   | 1/2  |   2 - 2   |    |                   |        L10621  |
          |                  |                  |       |             |      |                                 |                      |       |      |                       |       |      |           |    |                   |                |
O V       |                  |        315.611   |       | 4.16e+08    | C+   |  100.25562     -   104.18287    | 1s2.2s.5f            | 3F*   | 4    | 1s2.2s.6g             | 3G    | 5    |   9 - 11  |    |             T5600 |                |
O II      |        316.7571  |        316.7577  |     9 |             |      |   29.0622427   -    32.975276   | 2s2.2p2.(3P).3d      | 2D    | 3/2  | 2s2.2p2.(3P).5f F     | 2[2]* | 5/2  |   4 - 6   |    |                   |        L10621  |
O V       |                  |        316.810   |       | 3.87e+08    | C+   |  100.25535     -   104.16773    | 1s2.2s.5f            | 3F*   | 3    | 1s2.2s.6g             | 3G    | 4    |   7 - 9   |    |             T5600 |                |
O IV      |                  |        316.822   |       | 9.73e+05    | B    |   59.84297     -    63.75520    | 2s.2p.(3P*).3p       | 2D    | 3/2  | 2s.2p.(3P*).3d        | 2P*   | 3/2  |   4 - 4   |    |           T5109LS |                |
O V       |                  |        316.832   |       | 2.58e+07    | C+   |  100.25562     -   104.16773    | 1s2.2s.5f            | 3F*   | 4    | 1s2.2s.6g             | 3G    | 4    |   9 - 9   |    |           T5600LS |                |
          |                  |                  |       |             |      |                                 |                      |       |      |                       |       |      |           |    |                   |                |
O II      |        316.8634  |        316.8628  |    13 |             |      |   29.0686696   -    32.980404   | 2s2.2p2.(3P).3d      | 2D    | 5/2  | 2s2.2p2.(3P).5f F     | 2[4]* | 7/2  |   6 - 8   |    |                   |        L10621  |
O II      |        316.9865  |        316.9887  |    7* |             |      |   29.0686696   -    32.978851   | 2s2.2p2.(3P).3d      | 2D    | 5/2  | 2s2.2p2.(3P).5f F     | 2[3]* | 5/2  |   6 - 6   |    |                   |        L10621  |
O II      |        316.9865  |        316.9893  |    7* |             |      |   29.0686696   -    32.978843   | 2s2.2p2.(3P).3d      | 2D    | 5/2  | 2s2.2p2.(3P).5f F     | 2[3]* | 7/2  |   6 - 8   |    |                   |        L10621  |
O V       |                  |        317.231   |       | 3.79e+08    | C+   |  100.25523     -   104.16243    | 1s2.2s.5f            | 3F*   | 2    | 1s2.2s.6g             | 3G    | 3    |   5 - 7   |    |             T5600 |                |
O V       |                  |        317.240   |       | 3.31e+07    | C+   |  100.25535     -   104.16243    | 1s2.2s.5f            | 3F*   | 3    | 1s2.2s.6g             | 3G    | 3    |   7 - 7   |    |           T5600LS |                |
          |                  |                  |       |             |      |                                 |                      |       |      |                       |       |      |           |    |                   |                |
O V       |                  |        317.262   |       | 5.04e+05    | C+   |  100.25562     -   104.16243    | 1s2.2s.5f            | 3F*   | 4    | 1s2.2s.6g             | 3G    | 3    |   9 - 7   |    |           T5600LS |                |
O V       |                  |        317.687   |       | 4.12e+08    | B    |  100.29290     -   104.19448    | 1s2.2s.5f            | 1F*   | 3    | 1s2.2s.6g             | 1G    | 4    |   7 - 9   |    |             T5600 |                |
O IV      |                  |        317.789   |       | 7.59e+06    | B    |   58.06644     -    61.96677    | 2s.2p.(3P*).3p       | 4D    | 1/2  | 2s.2p.(3P*).3d        | 4D*   | 3/2  |   2 - 4   |    |           T5109LS |                |
O IV      |                  |        318.077   |       | 1.51e+07    | B    |   58.06644     -    61.96324    | 2s.2p.(3P*).3p       | 4D    | 1/2  | 2s.2p.(3P*).3d        | 4D*   | 1/2  |   2 - 2   |    |           T5109LS |                |
O IV      |                  |        318.099   |       | 7.06e+06    | B    |   58.07605     -    61.97258    | 2s.2p.(3P*).3p       | 4D    | 3/2  | 2s.2p.(3P*).3d        | 4D*   | 5/2  |   4 - 6   |    |           T5109LS |                |
          |                  |                  |       |             |      |                                 |                      |       |      |                       |       |      |           |    |                   |                |
O IV      |                  |        318.574   |       | 1.21e+07    | B    |   58.07605     -    61.96677    | 2s.2p.(3P*).3p       | 4D    | 3/2  | 2s.2p.(3P*).3d        | 4D*   | 3/2  |   4 - 4   |    |           T5109LS |                |
O II      |        318.7369  |        318.7371  |    4w |             |      |   29.0622427   -    32.950976   | 2s2.2p2.(3P).3d      | 2D    | 3/2  | 2s2.2p2.(3P).5f D     | 2[2]* | 5/2  |   4 - 6   |    |                   |        L10621  |
O IV      |                  |        318.822   |       | 4.28e+06    | B    |   58.09287     -    61.98057    | 2s.2p.(3P*).3p       | 4D    | 5/2  | 2s.2p.(3P*).3d        | 4D*   | 7/2  |   6 - 8   |    |           T5109LS |                |
O IV      |                  |        318.864   |       | 1.50e+07    | B    |   58.07605     -    61.96324    | 2s.2p.(3P*).3p       | 4D    | 3/2  | 2s.2p.(3P*).3d        | 4D*   | 1/2  |   4 - 2   |    |           T5109LS |                |
O II      |        319.2358  |        319.2365  |     3 |             |      |   29.0622427   -    32.944892   | 2s2.2p2.(3P).3d      | 2D    | 3/2  | 2s2.2p2.(3P).5f G     | 2[3]* | 5/2  |   4 - 6   |    |                   |        L10621  |
          |                  |                  |       |             |      |                                 |                      |       |      |                       |       |      |           |    |                   |                |
O II      |        319.3061  |        319.3075  |     3 |             |      |   29.0686696   -    32.950457   | 2s2.2p2.(3P).3d      | 2D    | 5/2  | 2s2.2p2.(3P).5f G     | 2[4]* | 7/2  |   6 - 8   |    |                   |        L10621  |
O IV      |                  |        319.409   |       | 8.54e+06    | B    |   59.87465     -    63.75520    | 2s.2p.(3P*).3p       | 2D    | 5/2  | 2s.2p.(3P*).3d        | 2P*   | 3/2  |   6 - 4   |    |           T5109LS |                |
O IV      |                  |        319.478   |       | 1.71e+07    | B    |   58.09287     -    61.97258    | 2s.2p.(3P*).3p       | 4D    | 5/2  | 2s.2p.(3P*).3d        | 4D*   | 5/2  |   6 - 6   |    |           T5109LS |                |
O II      |        319.7646  |        319.7659  |    1w |             |      |   29.0686696   -    32.944892   | 2s2.2p2.(3P).3d      | 2D    | 5/2  | 2s2.2p2.(3P).5f G     | 2[3]* | 5/2  |   6 - 6   |    |                   |        L10621  |
O III     |                  |        319.8181  |       | 9.57e+06    | C+   |   46.440964    -    50.316554   | 2s.2p2.(4P).3p       | 3D*   | 1    | 2s.2p2.(4P).3d        | 3D    | 2    |   3 - 5   |    |           T5376LS |                |
          |                  |                  |       |             |      |                                 |                      |       |      |                       |       |      |           |    |                   |                |
O IV      |                  |        319.958   |       | 1.04e+07    | B    |   58.09287     -    61.96677    | 2s.2p.(3P*).3p       | 4D    | 5/2  | 2s.2p.(3P*).3d        | 4D*   | 3/2  |   6 - 4   |    |           T5109LS |                |
O II      |        320.0688  |        320.0683  |     3 |             |      |   29.0622427   -    32.934803   | 2s2.2p2.(3P).3d      | 2D    | 3/2  | 2s2.2p2.(3P).5f D     | 2[3]* | 5/2  |   4 - 6   |    |                   |        L10621  |
O III     |                  |        320.1139  |       | 4.77e+07    | C+   |   46.440964    -    50.312973   | 2s.2p2.(4P).3p       | 3D*   | 1    | 2s.2p2.(4P).3d        | 3D    | 1    |   3 - 3   |    |           T5376LS |                |
O III     |                  |        320.2514  |       | 7.08e+06    | C+   |   46.452356    -    50.322702   | 2s.2p2.(4P).3p       | 3D*   | 2    | 2s.2p2.(4P).3d        | 3D    | 3    |   5 - 7   |    |           T5376LS |                |
O III     |                  |        320.7609  |       | 4.40e+07    | C+   |   46.452356    -    50.316554   | 2s.2p2.(4P).3p       | 3D*   | 2    | 2s.2p2.(4P).3d        | 3D    | 2    |   5 - 5   |    |           T5376LS |                |
          |                  |                  |       |             |      |                                 |                      |       |      |                       |       |      |           |    |                   |                |
O IV      |                  |        320.873   |       | 1.75e+07    | B    |   64.3105      -    68.1733     | 2s.2p.(1P*).3s       | 2P*   | 1/2  | 2s.2p.(1P*).3p        | 2P    | 3/2  |   2 - 4   |    |           T5109LS |                |
O IV      |        320.966   |        320.965   |   160 | 2.53e+07    | B    |   58.11883     -    61.98057    | 2s.2p.(3P*).3p       | 4D    | 7/2  | 2s.2p.(3P*).3d        | 4D*   | 7/2  |   8 - 8   |    |           T5109LS |          L648  |
O IV      |                  |        320.976   |       | 8.75e+07    | B    |   64.3117      -    68.1733     | 2s.2p.(1P*).3s       | 2P*   | 3/2  | 2s.2p.(1P*).3p        | 2P    | 3/2  |   4 - 4   |    |           T5109LS |                |
O III     |                  |        321.0585  |       | 1.58e+07    | C+   |   46.452356    -    50.312973   | 2s.2p2.(4P).3p       | 3D*   | 2    | 2s.2p2.(4P).3d        | 3D    | 1    |   5 - 3   |    |           T5376LS |                |
O IV      |                  |        321.523   |       | 6.96e+07    | B    |   64.3105      -    68.1655     | 2s.2p.(1P*).3s       | 2P*   | 1/2  | 2s.2p.(1P*).3p        | 2P    | 1/2  |   2 - 2   |    |           T5109LS |                |
          |                  |                  |       |             |      |                                 |                      |       |      |                       |       |      |           |    |                   |                |
O II      |        321.5877  |        321.5866  |    10 |             |      |   33.199025+x  -    37.053302+x | 2s.2p3.(5S*).3p      | 6P    | 3/2  | 2s.2p3.(5S*).4s       | 6S*   | 5/2  |   4 - 6   |    |                   |        L10621  |
O III     |                  |        321.6074  |       | 5.58e+07    | C+   |   46.468675    -    50.322702   | 2s.2p2.(4P).3p       | 3D*   | 3    | 2s.2p2.(4P).3d        | 3D    | 3    |   7 - 7   |    |           T5376LS |                |
O IV      |                  |        321.626   |       | 3.48e+07    | B    |   64.3117      -    68.1655     | 2s.2p.(1P*).3s       | 2P*   | 3/2  | 2s.2p.(1P*).3p        | 2P    | 1/2  |   4 - 2   |    |           T5109LS |                |
O IV      |                  |        321.631   |       | 5.56e+06    | B    |   58.11883     -    61.97258    | 2s.2p.(3P*).3p       | 4D    | 7/2  | 2s.2p.(3P*).3d        | 4D*   | 5/2  |   8 - 6   |    |           T5109LS |                |
O II      |        321.6618  |        321.6620  |    11 |             |      |   33.199928+x  -    37.053302+x | 2s.2p3.(5S*).3p      | 6P    | 5/2  | 2s.2p3.(5S*).4s       | 6S*   | 5/2  |   6 - 6   |    |                   |        L10621  |
          |                  |                  |       |             |      |                                 |                      |       |      |                       |       |      |           |    |                   |                |
O II      |        321.7915  |        321.7925  |    12 |             |      |   33.201491+x  -    37.053302+x | 2s.2p3.(5S*).3p      | 6P    | 7/2  | 2s.2p3.(5S*).4s       | 6S*   | 5/2  |   8 - 6   |    |                   |        L10621  |
O V       |                  |        321.924   |       | 1.54e+07    | B    |   83.95599     -    87.80623    | 1s2.2p.(2P*<1/2>).3p | 3D    | 1    | 1s2.2p.(2P*<3/2>).3d  | 3P*   | 0    |   3 - 1   |    |            T3843n |                |
O III     |                  |        322.1213  |       | 9.75e+06    | C+   |   46.468675    -    50.316554   | 2s.2p2.(4P).3p       | 3D*   | 3    | 2s.2p2.(4P).3d        | 3D    | 2    |   7 - 5   |    |           T5376LS |                |
O V       |                  |        322.229   |       | 1.16e+07    | B    |   80.95151     -    84.79811    | 1s2.2p.(2P*<1/2>).3s | 3P*   | 0    | 1s2.2p.(2P*<3/2>).3p  | 3S    | 1    |   1 - 3   |    |            T3843n |                |
O V       |                  |        322.754   |       | 3.38e+06    | B    |   83.95599     -    87.79632    | 1s2.2p.(2P*<1/2>).3p | 3D    | 1    | 1s2.2p.(2P*<3/2>).3d  | 3P*   | 1    |   3 - 3   |    |            T3843n |                |
          |                  |                  |       |             |      |                                 |                      |       |      |                       |       |      |           |    |                   |                |
O IV      |                  |        323.332   |       | 8.67e+05    | B    |   72.4738      -    76.307      | 2s.2p.(3P*).4p       | 2D    | 3/2  | 2p2.(3P).3p           | 2D*   | 3/2  |   4 - 4   |    |           T5109LS |                |
O IV      |                  |        323.636   |       | 6.41e+04    | C+   |   72.4738      -    76.3037     | 2s.2p.(3P*).4p       | 2D    | 3/2  | 2p2.(3P).3p           | 2D*   | 5/2  |   4 - 6   |    |           T5109LS |                |
O III     |                  |        323.641   |       | 1.99e+07    | B    |   45.986014    -    49.81582    | 2s2.2p.(2P*).4p      | 1D    | 2    | 2s2.2p.(2P*).5d       | 1D*   | 2    |   5 - 5   |    |             T5376 |                |
O III     |        323.857   |                  |    80 |             |      |                                 |                      |       |      |                       |       |      |           |    |                   |         L3492  |
O V       |                  |        323.921   |       | 3.28e+07    | B    |   80.97161     -    84.79811    | 1s2.2p.(2P*<1/2>).3s | 3P*   | 1    | 1s2.2p.(2P*<3/2>).3p  | 3S    | 1    |   3 - 3   |    |            T3843n |                |
          |                  |                  |       |             |      |                                 |                      |       |      |                       |       |      |           |    |                   |                |
O V       |                  |        324.261   |       | 1.08e+05    | C+   |   83.95599     -    87.77848    | 1s2.2p.(2P*<1/2>).3p | 3D    | 1    | 1s2.2p.(2P*<3/2>).3d  | 3P*   | 2    |   3 - 5   |    |            T3843n |                |
O V       |                  |        324.828   |       | 1.18e+07    | B    |   83.98051     -    87.79632    | 1s2.2p.(2P*<1/2>).3p | 3D    | 2    | 1s2.2p.(2P*<3/2>).3d  | 3P*   | 1    |   5 - 3   |    |            T3843n |                |
O IV      |                  |        325.173   |       | 1.01e+07    | B    |   75.200       -    79.0119     | 2p2.(3P).3p          | 4P*   | 1/2  | 2p2.(3P).3d           | 4P    | 1/2  |   2 - 2   |    |           T5109LS |                |
O IV      |                  |        325.650   |       | 9.43e+04    | C+   |   72.5011      -    76.307      | 2s.2p.(3P*).4p       | 2D    | 5/2  | 2p2.(3P).3p           | 2D*   | 3/2  |   6 - 4   |    |           T5109LS |                |
O IV      |                  |        325.681   |       | 5.03e+07    | B    |   75.2061      -    79.0119     | 2p2.(3P).3p          | 4P*   | 3/2  | 2p2.(3P).3d           | 4P    | 1/2  |   4 - 2   |    |           T5109LS |                |
          |                  |                  |       |             |      |                                 |                      |       |      |                       |       |      |           |    |                   |                |
O III     |                  |        325.7087  |       | 3.25e+07    | C+   |   43.397505    -    47.203006   | 2s.2p2.(4P).3s       | 3P    | 0    | 2s2.2p.(2P*).4d       | 3P*   | 1    |   1 - 3   |    |           T5376LS |                |
O IV      |                  |        325.830   |       | 2.51e+07    | B    |   75.200       -    79.0042     | 2p2.(3P).3p          | 4P*   | 1/2  | 2p2.(3P).3d           | 4P    | 3/2  |   2 - 4   |    |           T5109LS |                |
O IV      |                  |        325.958   |       | 8.78e+05    | B    |   72.5011      -    76.3037     | 2s.2p.(3P*).4p       | 2D    | 5/2  | 2p2.(3P).3p           | 2D*   | 5/2  |   6 - 6   |    |           T5109LS |                |
