--------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
Spectrum  |    Observed     |      Ritz       |  Rel. |     Aki     | Acc. |        Ei           Ek        |            Lower level            |            Upper level            |  gi   gk  |Type|            TP  |   Line  |
          |   Wavelength    |   Wavelength    |  Int. |   (s^-1)    |      |       (eV)         (eV)       |-----------------------------------|-----------------------------------|           |    |           Ref. |   Ref.  |
          |    Air (nm)     |    Air (nm)     |       |             |      |                               | Conf.                | Term | J   | Conf.                | Term | J   |           |    |                |         |
N I       |                 |       1345.585  |       | 2.91e+03    | D+   |   12.861560   -    13.7827229 | 2s2.2p2.(3P).4s      | 4P   | 5/2 | 2s2.2p2.(3P).5p      | 4D*  | 3/2 |   6 - 4   |    |         u18,LS |         |
N I       |                 |       1346.4531 |       | 5.5e+05     | C    |   10.9239079  -    11.8444769 | 2s.2p4               | 4P   | 5/2 | 2s2.2p2.(3P).3p      | 4P*  | 5/2 |   6 - 6   |    |          T7370 |         |
N II      |                 |       1350.128  |       | 9.79e+05    | C+   |   25.151603   -    26.069666  | 2s2.2p.4p            | 3D   | 3   | 2s2.2p.4d            | 3D*  | 2   |   7 - 5   |    |        T5520LS |         |
N I       |                 |       1352.0819 |       | 1.11e+04    | C    |   11.9955752  -    12.9123119 | 2s2.2p2.(3P).3p      | 4S*  | 3/2 | 2s2.2p2.(3P).4s      | 2P   | 1/2 |   4 - 2   |    |          T7370 |         |
N I       |                 |       1353.4639 |       | 2.94e+05    | C    |   10.9239079  -    11.8397085 | 2s.2p4               | 4P   | 5/2 | 2s2.2p2.(3P).3p      | 4P*  | 3/2 |   6 - 4   |    |          T7370 |         |
          |                 |                 |       |             |      |                               |                      |      |     |                      |      |     |           |    |                |         |
N I       |                 |       1354.4633 |       | 1.69e+05    | C    |   10.9293521  -    11.8444769 | 2s.2p4               | 4P   | 3/2 | 2s2.2p2.(3P).3p      | 4P*  | 5/2 |   4 - 6   |    |          T7370 |         |
N I       |       1358.133  |       1358.1323 |   840 | 5.73e+06    | C+   |   10.6899807  -    11.6026334 | 2s2.2p2.(3P).3s      | 2P   | 3/2 | 2s2.2p2.(3P).3p      | 2S*  | 1/2 |   4 - 2   |    |          T7370 |  L3513  |
N I       |       1358.773  |       1358.7710 |   180 | 6.31e+06    | C+   |   12.0096115  -    12.9218351 | 2s2.2p2.(3P).3p      | 2D*  | 5/2 | 2s2.2p2.(3P).4s      | 2P   | 3/2 |   6 - 4   |    |          T7370 |  L3513  |
N I       |                 |       1358.8523 |       | 8.26e+06    | C+   |   12.0001428  -    12.9123119 | 2s2.2p2.(3P).3p      | 2D*  | 3/2 | 2s2.2p2.(3P).4s      | 2P   | 1/2 |   4 - 2   |    |          T7370 |         |
N I       |       1360.227  |       1360.2278 |   180 | 1.07e+07    | B    |   12.1219573  -    13.0332040 | 2s2.2p2.(3P).3p      | 2P*  | 1/2 | 2s2.2p2.(3P).3d      | 2D   | 3/2 |   2 - 4   |    |          T7370 |  L3513  |
          |                 |                 |       |             |      |                               |                      |      |     |                      |      |     |           |    |                |         |
N I       |                 |       1361.5579 |       | 1.31e+05    | C    |   10.9293521  -    11.8397085 | 2s.2p4               | 4P   | 3/2 | 2s2.2p2.(3P).3p      | 4P*  | 3/2 |   4 - 4   |    |          T7370 |         |
N I       |       1362.418  |       1362.4208 |   290 | 1.33e+07    | B    |   12.1263786  -    13.0361585 | 2s2.2p2.(3P).3p      | 2P*  | 3/2 | 2s2.2p2.(3P).3d      | 2D   | 5/2 |   4 - 6   |    |          T7370 |  L3513  |
N I       |                 |       1364.9748 |       | 5.70e+05    | C    |   10.9293521  -    11.8374297 | 2s.2p4               | 4P   | 3/2 | 2s2.2p2.(3P).3p      | 4P*  | 1/2 |   4 - 2   |    |          T7370 |         |
N I       |                 |       1365.1649 |       | 2.59e+05    | C    |   10.9317574  -    11.8397085 | 2s.2p4               | 4P   | 1/2 | 2s2.2p2.(3P).3p      | 4P*  | 3/2 |   2 - 4   |    |          T7370 |         |
N I       |                 |       1366.8597 |       | 2.91e+06    | B    |   12.1263786  -    13.0332040 | 2s2.2p2.(3P).3p      | 2P*  | 3/2 | 2s2.2p2.(3P).3d      | 2D   | 3/2 |   4 - 4   |    |          T7370 |         |
          |                 |                 |       |             |      |                               |                      |      |     |                      |      |     |           |    |                |         |
N I       |                 |       1368.5999 |       | 9.1e+04     | C    |   10.9317574  -    11.8374297 | 2s.2p4               | 4P   | 1/2 | 2s2.2p2.(3P).3p      | 4P*  | 1/2 |   2 - 2   |    |          T7370 |         |
N I       |                 |       1371.3410 |       | 9.84e+04    | D+   |   12.9706651  -    13.8745271 | 2s2.2p2.(3P).3d      | 2P   | 3/2 | 2s2.2p2.(3P).5p      | 2D*  | 5/2 |   4 - 6   |    |         u18,LS |         |
N V       |                 |       1380.59   |       | 4.47e+06    | B    |  [93.56802]   -   [94.46583]  | 1s2.9s               | 2S   | 1/2 | 1s2.10p              | 2P*  | 3/2 |   2 - 4   |    |        T3225LS |         |
N V       |                 |       1380.97   |       | 4.47e+06    | B    |  [93.56802]   -   [94.46558]  | 1s2.9s               | 2S   | 1/2 | 1s2.10p              | 2P*  | 1/2 |   2 - 2   |    |        T3225LS |         |
N II      |                 |       1381.069  |       | 1.49e+07    | C+   |   25.235453   -    26.132949  | 2s2.2p.4p            | 3S   | 1   | 2s2.2p.4d            | 3P*  | 0   |   3 - 1   |    |        T5520LS |         |
          |                 |                 |       |             |      |                               |                      |      |     |                      |      |     |           |    |                |         |
N I       |                 |       1381.2975 |       | 1.60e+04    | D+   |   12.9706651  -    13.8680120 | 2s2.2p2.(3P).3d      | 2P   | 3/2 | 2s2.2p2.(3P).5p      | 2D*  | 3/2 |   4 - 4   |    |         u18,LS |         |
N I       |                 |       1383.496  |       | 3.93e+04    | C    |   12.1219573  -    13.017878  | 2s2.2p2.(3P).3p      | 2P*  | 1/2 | 2s2.2p2.(3P).3d      | 4D   | 3/2 |   2 - 4   |    |          T7370 |         |
N I       |                 |       1385.778  |       | 2.74e+04    | C    |   12.1219573  -    13.016403  | 2s2.2p2.(3P).3p      | 2P*  | 1/2 | 2s2.2p2.(3P).3d      | 4D   | 1/2 |   2 - 2   |    |          T7370 |         |
N II      |                 |       1385.859  |       | 1.48e+07    | C+   |   25.235453   -    26.129847  | 2s2.2p.4p            | 3S   | 1   | 2s2.2p.4d            | 3P*  | 1   |   3 - 3   |    |        T5520LS |         |
N I       |                 |       1387.987  |       | 9.5e+03     | C    |   12.1263786  -    13.019401  | 2s2.2p2.(3P).3p      | 2P*  | 3/2 | 2s2.2p2.(3P).3d      | 4D   | 5/2 |   4 - 6   |    |          T7370 |         |
          |                 |                 |       |             |      |                               |                      |      |     |                      |      |     |           |    |                |         |
N I       |                 |       1388.6962 |       | 7.90e+04    | D+   |   12.9754459  -    13.8680120 | 2s2.2p2.(3P).3d      | 2P   | 1/2 | 2s2.2p2.(3P).5p      | 2D*  | 3/2 |   2 - 4   |    |         u18,LS |         |
N I       |                 |       1390.357  |       | 5.1e+01     | C    |   12.1263786  -    13.017878  | 2s2.2p2.(3P).3p      | 2P*  | 3/2 | 2s2.2p2.(3P).3d      | 4D   | 3/2 |   4 - 4   |    |          T7370 |         |
N I       |                 |       1392.662  |       | 1.26e+04    | C    |   12.1263786  -    13.016403  | 2s2.2p2.(3P).3p      | 2P*  | 3/2 | 2s2.2p2.(3P).3d      | 4D   | 1/2 |   4 - 2   |    |          T7370 |         |
N II      |                 |       1394.786  |       | 1.45e+07    | C+   |   25.235453   -    26.124123  | 2s2.2p.4p            | 3S   | 1   | 2s2.2p.4d            | 3P*  | 2   |   3 - 5   |    |        T5520LS |         |
N III     |                 |       1401.49   |       | 1.04e+04    | B    |   42.48833    -    43.37275   | 2s.2p.(3P*).3d       | 2P*  | 3/2 | 2s2.6s               | 2S   | 1/2 |   4 - 2   |    |        T7192LS |         |
          |                 |                 |       |             |      |                               |                      |      |     |                      |      |     |           |    |                |         |
N I       |                 |       1404.916  |       | 1.62e+04    | C    |   12.1219573  -    13.004219  | 2s2.2p2.(3P).3p      | 2P*  | 1/2 | 2s2.2p2.(3P).3d      | 4P   | 1/2 |   2 - 2   |    |          T7370 |         |
N I       |                 |       1409.0086 |       | 2.02e+04    | C    |   12.9948284  -    13.8745271 | 2s2.2p2.(3P).3d      | 2F   | 5/2 | 2s2.2p2.(3P).5p      | 2D*  | 5/2 |   6 - 6   |    |         u18,LS |         |
N I       |                 |       1410.141  |       | 4.75e+04    | C    |   12.1219573  -    13.000949  | 2s2.2p2.(3P).3p      | 2P*  | 1/2 | 2s2.2p2.(3P).3d      | 4P   | 3/2 |   2 - 4   |    |          T7370 |         |
N I       |                 |       1411.992  |       | 1.12e+04    | C    |   12.1263786  -    13.004219  | 2s2.2p2.(3P).3p      | 2P*  | 3/2 | 2s2.2p2.(3P).3d      | 4P   | 1/2 |   4 - 2   |    |          T7370 |         |
N II      |                 |       1412.572  |       | 7.95e+06    | C+   |   25.188937   -    26.066417  | 2s2.2p.4p            | 3P   | 0   | 2s2.2p.4d            | 3D*  | 1   |   1 - 3   |    |        T5520LS |         |
          |                 |                 |       |             |      |                               |                      |      |     |                      |      |     |           |    |                |         |
N I       |                 |       1414.3505 |       | 1.53e+04    | D+   |   12.9123119  -    13.7886881 | 2s2.2p2.(3P).4s      | 2P   | 1/2 | 2s2.2p2.(3P).5p      | 2P*  | 3/2 |   2 - 4   |    |         u18,LS |         |
N III     |                 |       1415.58   |       | 5.04e+03    | B    |   42.49713    -    43.37275   | 2s.2p.(3P*).3d       | 2P*  | 1/2 | 2s2.6s               | 2S   | 1/2 |   2 - 2   |    |        T7192LS |         |
N I       |                 |       1417.2423 |       | 6.10e+04    | D+   |   12.9123119  -    13.7868999 | 2s2.2p2.(3P).4s      | 2P   | 1/2 | 2s2.2p2.(3P).5p      | 2P*  | 1/2 |   2 - 2   |    |         u18,LS |         |
N I       |                 |       1417.270  |       | 1.28e+04    | C    |   12.1263786  -    13.000949  | 2s2.2p2.(3P).3p      | 2P*  | 3/2 | 2s2.2p2.(3P).3d      | 4P   | 3/2 |   4 - 4   |    |          T7370 |         |
N II      |                 |       1417.891  |       | 5.90e+06    | C+   |   25.192229   -    26.066417  | 2s2.2p.4p            | 3P   | 1   | 2s2.2p.4d            | 3D*  | 1   |   3 - 3   |    |        T5520LS |         |
          |                 |                 |       |             |      |                               |                      |      |     |                      |      |     |           |    |                |         |
N I       |                 |       1419.5217 |       | 4.16e+05    | C    |   12.9948284  -    13.8680120 | 2s2.2p2.(3P).3d      | 2F   | 5/2 | 2s2.2p2.(3P).5p      | 2D*  | 3/2 |   6 - 4   |    |         u18,LS |         |
N II      |                 |       1419.522  |       | 1.41e+07    | C+   |   25.200901   -    26.074085  | 2s2.2p.4p            | 3P   | 2   | 2s2.2p.4d            | 3D*  | 3   |   5 - 7   |    |        T5520LS |         |
N I       |                 |       1423.2486 |       | 3.93e+05    | C    |   13.0036300  -    13.8745271 | 2s2.2p2.(3P).3d      | 2F   | 7/2 | 2s2.2p2.(3P).5p      | 2D*  | 5/2 |   8 - 6   |    |         u18,LS |         |
N III     |                 |       1423.26   |       | 6.03e+05    | B    |   47.02722    -    47.89811   | 2s.2p.(3P*).4p       | 4P   | 1/2 | 2s.2p.(3P*).4d       | 4P*  | 1/2 |   2 - 2   |    |        T7192LS |         |
N I       |                 |       1424.2602 |       | 9.9e+03     | C    |   12.1263786  -    12.9966571 | 2s2.2p2.(3P).3p      | 2P*  | 3/2 | 2s2.2p2.(3P).3d      | 4P   | 5/2 |   4 - 6   |    |          T7370 |         |
          |                 |                 |       |             |      |                               |                      |      |     |                      |      |     |           |    |                |         |
N I       |                 |       1427.2594 |       | 1.17e+05    | C    |   12.1263786  -    12.9948284 | 2s2.2p2.(3P).3p      | 2P*  | 3/2 | 2s2.2p2.(3P).3d      | 2F   | 5/2 |   4 - 6   |    |          T7370 |         |
N II      |                 |       1428.706  |       | 6.42e+05    | B    |   24.367883   -    25.235453  | 2s2.2p.4s            | 3P*  | 0   | 2s2.2p.4p            | 3S   | 1   |   1 - 3   |    |         T6385n |         |
N III     |                 |       1429.88   |       | 1.49e+06    | B    |   47.02722    -    47.89408   | 2s.2p.(3P*).4p       | 4P   | 1/2 | 2s.2p.(3P*).4d       | 4P*  | 3/2 |   2 - 4   |    |        T7192LS |         |
N I       |                 |       1429.8885 |       | 7.42e+04    | D+   |   12.9218351  -    13.7886881 | 2s2.2p2.(3P).4s      | 2P   | 3/2 | 2s2.2p2.(3P).5p      | 2P*  | 3/2 |   4 - 4   |    |         u18,LS |         |
N I       |                 |       1431.322  |       | 1.20e+06    | C+   |   11.9955752  -    12.861560  | 2s2.2p2.(3P).3p      | 4S*  | 3/2 | 2s2.2p2.(3P).4s      | 4P   | 5/2 |   4 - 6   |    |          T7370 |         |
          |                 |                 |       |             |      |                               |                      |      |     |                      |      |     |           |    |                |         |
N II      |                 |       1432.099  |       | 3.82e+05    | C+   |   25.200901   -    26.066417  | 2s2.2p.4p            | 3P   | 2   | 2s2.2p.4d            | 3D*  | 1   |   5 - 3   |    |        T5520LS |         |
N III     |                 |       1432.38   |       | 2.96e+06    | B    |   47.03276    -    47.89811   | 2s.2p.(3P*).4p       | 4P   | 3/2 | 2s.2p.(3P*).4d       | 4P*  | 1/2 |   4 - 2   |    |        T7192LS |         |
N I       |                 |       1432.8443 |       | 2.95e+04    | D+   |   12.9218351  -    13.7868999 | 2s2.2p2.(3P).4s      | 2P   | 3/2 | 2s2.2p2.(3P).5p      | 2P*  | 1/2 |   4 - 2   |    |         u18,LS |         |
N II      |                 |       1433.771  |       | 1.91e+07    | C+   |   25.139688   -    26.004194  | 2s2.2p.4p            | 3D   | 2   | 2s2.2p.4d            | 3F*  | 3   |   5 - 7   |    |        T5520LS |         |
N II      |                 |       1435.863  |       | 2.13e+07    | C+   |   25.151603   -    26.014849  | 2s2.2p.4p            | 3D   | 3   | 2s2.2p.4d            | 3F*  | 4   |   7 - 9   |    |        T5520LS |         |
          |                 |                 |       |             |      |                               |                      |      |     |                      |      |     |           |    |                |         |
N II      |                 |       1436.486  |       | 1.79e+07    | C+   |   25.133347   -    25.996219  | 2s2.2p.4p            | 3D   | 1   | 2s2.2p.4d            | 3F*  | 2   |   3 - 5   |    |        T5520LS |         |
N I       |                 |       1438.911  |       | 8.4e+02     | D    |   12.0001428  -    12.861560  | 2s2.2p2.(3P).3p      | 2D*  | 3/2 | 2s2.2p2.(3P).4s      | 4P   | 5/2 |   4 - 6   |    |          T7370 |         |
N III     |                 |       1439.08   |       | 4.67e+05    | B    |   47.03276    -    47.89408   | 2s.2p.(3P*).4p       | 4P   | 3/2 | 2s.2p.(3P*).4d       | 4P*  | 3/2 |   4 - 4   |    |        T7192LS |         |
N II      |                 |       1439.369  |       | 2.69e+06    | B    |   24.374310   -    25.235453  | 2s2.2p.4s            | 3P*  | 1   | 2s2.2p.4p            | 3S   | 1   |   3 - 3   |    |         T6385n |         |
N I       |                 |       1445.460  |       | 1.08e+06    | C+   |   11.9955752  -    12.853090  | 2s2.2p2.(3P).3p      | 4S*  | 3/2 | 2s2.2p2.(3P).4s      | 4P   | 3/2 |   4 - 4   |    |          T7370 |         |
          |                 |                 |       |             |      |                               |                      |      |     |                      |      |     |           |    |                |         |
N I       |                 |       1445.5096 |       | 6.50e+04    | D+   |   12.9123119  -    13.7697972 | 2s2.2p2.(3P).4s      | 2P   | 1/2 | 2s2.2p2.(3P).5p      | 2S*  | 1/2 |   2 - 2   |    |         u18,LS |         |
N I       |                 |       1445.53   |       | 5.23e+06    | C+   |   13.9226823  -    14.78016   | 2s2.2p2.(1D).3p      | 2P*  | 1/2 | 2s2.2p2.(1D).4s      | 2D   | 3/2 |   2 - 4   |    |          T5714 |         |
N II      |                 |       1447.120  |       | 3.25e+06    | C+   |   25.139688   -    25.996219  | 2s2.2p.4p            | 3D   | 2   | 2s2.2p.4d            | 3F*  | 2   |   5 - 5   |    |        T5520LS |         |
N III     |                 |       1450.10   |       | 1.54e+06    | B    |   47.03931    -    47.89408   | 2s.2p.(3P*).4p       | 4P   | 5/2 | 2s.2p.(3P*).4d       | 4P*  | 3/2 |   6 - 4   |    |        T7192LS |         |
N I       |                 |       1450.1508 |       | 1.2e+03     | D    |   12.1219573  -    12.9766982 | 2s2.2p2.(3P).3p      | 2P*  | 1/2 | 2s2.2p2.(3P).3d      | 4F   | 3/2 |   2 - 4   |    |          T7370 |         |
          |                 |                 |       |             |      |                               |                      |      |     |                      |      |     |           |    |                |         |
N III     |                 |       1450.37   |       | 1.03e+06    | B    |   47.03276    -    47.88737   | 2s.2p.(3P*).4p       | 4P   | 3/2 | 2s.2p.(3P*).4d       | 4P*  | 5/2 |   4 - 6   |    |        T7192LS |         |
N I       |                 |       1450.94   |       | 1.04e+06    | C+   |   13.9258809  -    14.78016   | 2s2.2p2.(1D).3p      | 2P*  | 3/2 | 2s2.2p2.(1D).4s      | 2D   | 3/2 |   4 - 4   |    |          T5714 |         |
N I       |                 |       1450.94   |       | 6.20e+06    | C+   |   13.9258809  -    14.78016   | 2s2.2p2.(1D).3p      | 2P*  | 3/2 | 2s2.2p2.(1D).4s      | 2D   | 5/2 |   4 - 6   |    |          T5714 |         |
N I       |                 |       1452.2785 |       | 2.20e+06    | B    |   12.1219573  -    12.9754459 | 2s2.2p2.(3P).3p      | 2P*  | 1/2 | 2s2.2p2.(3P).3d      | 2P   | 1/2 |   2 - 2   |    |          T7370 |         |
N I       |                 |       1453.201  |       | 5.3e+03     | D    |   12.0001428  -    12.853090  | 2s2.2p2.(3P).3p      | 2D*  | 3/2 | 2s2.2p2.(3P).4s      | 4P   | 3/2 |   4 - 4   |    |          T7370 |         |
          |                 |                 |       |             |      |                               |                      |      |     |                      |      |     |           |    |                |         |
N I       |                 |       1453.6786 |       | 1.6e+03     | D    |   12.1263786  -    12.9790452 | 2s2.2p2.(3P).3p      | 2P*  | 3/2 | 2s2.2p2.(3P).3d      | 4F   | 5/2 |   4 - 6   |    |          T7370 |         |
N II      |                 |       1453.808  |       | 2.29e+06    | C+   |   25.151603   -    26.004194  | 2s2.2p.4p            | 3D   | 3   | 2s2.2p.4d            | 3F*  | 3   |   7 - 7   |    |        T5520LS |         |
N I       |                 |       1454.853  |       | 1.01e+06    | C+   |   11.9955752  -    12.847554  | 2s2.2p2.(3P).3p      | 4S*  | 3/2 | 2s2.2p2.(3P).4s      | 4P   | 1/2 |   4 - 2   |    |          T7370 |         |
N I       |                 |       1454.903  |       | 6.4e+02     | D    |   12.0096115  -    12.861560  | 2s2.2p2.(3P).3p      | 2D*  | 5/2 | 2s2.2p2.(3P).4s      | 4P   | 5/2 |   6 - 6   |    |          T7370 |         |
N I       |                 |       1457.6910 |       | 4.4e+04     | D    |   12.1263786  -    12.9766982 | 2s2.2p2.(3P).3p      | 2P*  | 3/2 | 2s2.2p2.(3P).3d      | 4F   | 3/2 |   4 - 4   |    |          T7370 |         |
          |                 |                 |       |             |      |                               |                      |      |     |                      |      |     |           |    |                |         |
N I       |                 |       1459.8408 |       | 1.09e+06    | B    |   12.1263786  -    12.9754459 | 2s2.2p2.(3P).3p      | 2P*  | 3/2 | 2s2.2p2.(3P).3d      | 2P   | 1/2 |   4 - 2   |    |          T7370 |         |
N I       |                 |       1460.4593 |       | 5.87e+05    | B    |   12.1219573  -    12.9706651 | 2s2.2p2.(3P).3p      | 2P*  | 1/2 | 2s2.2p2.(3P).3d      | 2P   | 3/2 |   2 - 4   |    |          T7370 |         |
N III     |                 |       1461.57   |       | 2.34e+06    | B    |   47.03931    -    47.88737   | 2s.2p.(3P*).4p       | 4P   | 5/2 | 2s.2p.(3P*).4d       | 4P*  | 5/2 |   6 - 6   |    |        T7192LS |         |
N I       |                 |       1461.7437 |       | 1.26e+05    | D+   |   12.9218351  -    13.7697972 | 2s2.2p2.(3P).4s      | 2P   | 3/2 | 2s2.2p2.(3P).5p      | 2S*  | 1/2 |   4 - 2   |    |         u18,LS |         |
N I       |                 |       1462.694  |       | 2.0e+03     | D    |   12.0001428  -    12.847554  | 2s2.2p2.(3P).3p      | 2D*  | 3/2 | 2s2.2p2.(3P).4s      | 4P   | 1/2 |   4 - 2   |    |          T7370 |         |
          |                 |                 |       |             |      |                               |                      |      |     |                      |      |     |           |    |                |         |
N II      |                 |       1464.561  |       | 8.24e+06    | B    |   24.389122   -    25.235453  | 2s2.2p.4s            | 3P*  | 2   | 2s2.2p.4p            | 3S   | 1   |   5 - 3   |    |         T6385n |         |
N II      |                 |       1467.534  |       | 8.80e+04    | C+   |   25.151603   -    25.996219  | 2s2.2p.4p            | 3D   | 3   | 2s2.2p.4d            | 3F*  | 2   |   7 - 5   |    |        T5520LS |         |
N I       |                 |       1468.1073 |       | 1.28e+06    | B    |   12.1263786  -    12.9706651 | 2s2.2p2.(3P).3p      | 2P*  | 3/2 | 2s2.2p2.(3P).3d      | 2P   | 3/2 |   4 - 4   |    |          T7370 |         |
N I       |                 |       1469.35   |       | 1.80e+05    | D+   |   13.3215592  -    14.16513   | 2s2.2p2.(3P).4p      | 4S*  | 3/2 | 2s2.2p2.(3P).6d      | 4P   | 1/2 |   4 - 2   |    |        T5723LS |         |
N I       |                 |       1469.514  |       | 7.3e+03     | D    |   12.0096115  -    12.853090  | 2s2.2p2.(3P).3p      | 2D*  | 5/2 | 2s2.2p2.(3P).4s      | 4P   | 3/2 |   6 - 4   |    |          T7370 |         |
          |                 |                 |       |             |      |                               |                      |      |     |                      |      |     |           |    |                |         |
N I       |       1475.707  |       1475.7073 |   250 | 1.06e+06    | B    |   10.9239079  -    11.7638463 | 2s.2p4               | 4P   | 5/2 | 2s2.2p2.(3P).3p      | 4D*  | 7/2 |   6 - 8   |    |          T7370 |  L3513  |
N I       |                 |       1480.12   |       | 1.76e+05    | D+   |   13.3215592  -    14.15900   | 2s2.2p2.(3P).4p      | 4S*  | 3/2 | 2s2.2p2.(3P).6d      | 4P   | 3/2 |   4 - 4   |    |        T5723LS |         |
N I       |                 |       1481.96   |       | 1.76e+05    | D+   |   13.3215592  -    14.15795   | 2s2.2p2.(3P).4p      | 4S*  | 3/2 | 2s2.2p2.(3P).6d      | 4P   | 5/2 |   4 - 6   |    |        T5723LS |         |
N I       |       1486.887  |       1486.8855 |   100 | 2.82e+05    | B    |   10.9239079  -    11.7575318 | 2s.2p4               | 4P   | 5/2 | 2s2.2p2.(3P).3p      | 4D*  | 5/2 |   6 - 6   |    |          T7370 |  L3513  |
N I       |                 |       1491.9284 |       | 7.83e+04    | D+   |   13.3215592  -    14.1523653 | 2s2.2p2.(3P).4p      | 4S*  | 3/2 | 2s2.2p2.(3P).7s      | 4P   | 5/2 |   4 - 6   |    |        T5723LS |         |
          |                 |                 |       |             |      |                               |                      |      |     |                      |      |     |           |    |                |         |
N I       |                 |       1495.2025 |       | 4.31e+04    | B    |   10.9239079  -    11.7528948 | 2s.2p4               | 4P   | 5/2 | 2s2.2p2.(3P).3p      | 4D*  | 3/2 |   6 - 4   |    |          T7370 |         |
N I       |       1496.660  |       1496.6597 |   160 | 7.05e+05    | B    |   10.9293521  -    11.7575318 | 2s.2p4               | 4P   | 3/2 | 2s2.2p2.(3P).3p      | 4D*  | 5/2 |   4 - 6   |    |          T7370 |  L3513  |
N I       |                 |       1497.4358 |       | 1.82e+05    | D+   |   12.9966571  -    13.8244076 | 2s2.2p2.(3P).3d      | 4P   | 5/2 | 2s2.2p2.(3P).5p      | 4S*  | 3/2 |   6 - 4   |    |         u18,LS |         |
N II      |                 |       1499.535  |       | 2.21e+06    | B    |   24.374310   -    25.200901  | 2s2.2p.4s            | 3P*  | 1   | 2s2.2p.4p            | 3P   | 2   |   3 - 5   |    |         T6385n |         |
N V       |                 |       1501.84   |       | 1.12e+07    | B    |  [93.65944]   -    94.4848    | 1s2.9p               | 2P*  | 3/2 | 1s2.10d              | 2D   | 5/2 |   4 - 6   |    |        T3225LS |         |
          |                 |                 |       |             |      |                               |                      |      |     |                      |      |     |           |    |                |         |
N II      |                 |       1503.620  |       | 3.94e+06    | B    |   24.367883   -    25.192229  | 2s2.2p.4s            | 3P*  | 0   | 2s2.2p.4p            | 3P   | 1   |   1 - 3   |    |         T6385n |         |
N I       |                 |       1505.0868 |       | 4.92e+05    | B    |   10.9293521  -    11.7528948 | 2s.2p4               | 4P   | 3/2 | 2s2.2p2.(3P).3p      | 4D*  | 3/2 |   4 - 4   |    |          T7370 |         |
N I       |                 |       1505.241  |       | 1.19e+05    | D+   |   13.000949   -    13.8244076 | 2s2.2p2.(3P).3d      | 4P   | 3/2 | 2s2.2p2.(3P).5p      | 4S*  | 3/2 |   4 - 4   |    |         u18,LS |         |
N V       |                 |       1505.93   |       | 8.11e+05    | A    |   59.23540    -    60.05848   | 1s2.3p               | 2P*  | 1/2 | 1s2.3d               | 2D   | 3/2 |   2 - 4   |    |        T5118LS |         |
N V       |                 |       1506.41   |       | 9.27e+06    | B    |  [93.65909]   -    94.4819    | 1s2.9p               | 2P*  | 1/2 | 1s2.10d              | 2D   | 3/2 |   2 - 4   |    |        T3225LS |         |
          |                 |                 |       |             |      |                               |                      |      |     |                      |      |     |           |    |                |         |
N V       |                 |       1507.04   |       | 1.85e+06    | B    |  [93.65944]   -    94.4819    | 1s2.9p               | 2P*  | 3/2 | 1s2.10d              | 2D   | 3/2 |   4 - 4   |    |        T3225LS |         |
N I       |                 |       1508.9006 |       | 7.57e+04    | D+   |   13.3215592  -    14.1430204 | 2s2.2p2.(3P).4p      | 4S*  | 3/2 | 2s2.2p2.(3P).7s      | 4P   | 3/2 |   4 - 4   |    |        T5723LS |         |
N I       |                 |       1509.4955 |       | 4.07e+05    | B    |   10.9317574  -    11.7528948 | 2s.2p4               | 4P   | 1/2 | 2s2.2p2.(3P).3p      | 4D*  | 3/2 |   2 - 4   |    |          T7370 |         |
N I       |                 |       1510.2275 |       | 1.46e+05    | B    |   10.9293521  -    11.7500915 | 2s.2p4               | 4P   | 3/2 | 2s2.2p2.(3P).3p      | 4D*  | 1/2 |   4 - 2   |    |          T7370 |         |
N I       |                 |       1511.242  |       | 5.90e+04    | D+   |   13.004219   -    13.8244076 | 2s2.2p2.(3P).3d      | 4P   | 1/2 | 2s2.2p2.(3P).5p      | 4S*  | 3/2 |   2 - 4   |    |         u18,LS |         |
          |                 |                 |       |             |      |                               |                      |      |     |                      |      |     |           |    |                |         |
N I       |                 |       1514.6664 |       | 7.71e+05    | B    |   10.9317574  -    11.7500915 | 2s.2p4               | 4P   | 1/2 | 2s2.2p2.(3P).3p      | 4D*  | 1/2 |   2 - 2   |    |          T7370 |         |
N I       |                 |       1515.2424 |       | 4.18e+04    | D+   |   12.9706651  -    13.7886881 | 2s2.2p2.(3P).3d      | 2P   | 3/2 | 2s2.2p2.(3P).5p      | 2P*  | 3/2 |   4 - 4   |    |         u18,LS |         |
N II      |                 |       1515.436  |       | 4.54e+06    | B    |   24.374310   -    25.192229  | 2s2.2p.4s            | 3P*  | 1   | 2s2.2p.4p            | 3P   | 1   |   3 - 3   |    |         T6385n |         |
N V       |                 |       1518.35   |       | 9.49e+05    | A    |   59.24486    -    60.06121   | 1s2.3p               | 2P*  | 3/2 | 1s2.3d               | 2D   | 5/2 |   4 - 6   |    |        T5118LS |         |
N I       |                 |       1518.5621 |       | 1.66e+04    | D+   |   12.9706651  -    13.7868999 | 2s2.2p2.(3P).3d      | 2P   | 3/2 | 2s2.2p2.(3P).5p      | 2P*  | 1/2 |   4 - 2   |    |         u18,LS |         |
          |                 |                 |       |             |      |                               |                      |      |     |                      |      |     |           |    |                |         |
