---------------------------------------------------------------------------------------------------------------------------------------------------------------------
Configuration         | Term       |   J |    g |      Level (eV) |   Uncertainty (eV) |  Landé | Leading percentages                                    | Reference
                      | *          |   3 |    7 |      5.281874   |          0.000012  |   1.12 |                                                        |    L12177
                      |            |     |      |                 |                    |        |                                                        |           
                      | *          |   5 |   11 |      5.314707   |          0.000012  |   1.11 |                                                        |    L12177
                      |            |     |      |                 |                    |        |                                                        |           
                      | *          |   4 |    9 |      5.320254   |          0.000012  |   1.18 |                                                        |    L12177
                      |            |     |      |                 |                    |        |                                                        |           
                      | *          |   5 |   11 |      5.335548   |          0.000012  |        |                                                        |    L12177
                      |            |     |      |                 |                    |        |                                                        |           
                      | *          |   0 |    1 |      5.338001   |          0.000012  |        |                                                        |    L12177
                      |            |     |      |                 |                    |        |                                                        |           
                      | *          |   1 |    3 |      5.358266   |          0.000012  |   1.3  |                                                        |    L12177
                      |            |     |      |                 |                    |        |                                                        |           
                      | *          |   2 |    5 |      5.359547   |          0.000012  |   1.3  |                                                        |    L12177
                      |            |     |      |                 |                    |        |                                                        |           
                      | *          |   4 |    9 |      5.362441   |          0.000012  |   1.14 |                                                        |    L12177
                      |            |     |      |                 |                    |        |                                                        |           
                      | *          |   7 |   15 |      5.382340   |          0.000012  |   1.20 |                                                        |    L12177
                      |            |     |      |                 |                    |        |                                                        |           
5d4.6s.(6D).7s        | 7D         |   1 |    3 |      5.387359   |          0.000012  |   2.83 |  87                                                    |    L12177
                      |            |   2 |    5 |      5.569350   |          0.000012  |   1.9  |  90                                                    |    L12177
                      |            |   3 |    7 |      5.764846   |          0.000012  |   1.74 |  89                                                    |    L12177
                      |            |   4 |    9 |      5.948209   |          0.000012  |   1.68 |  90                                                    |    L12177
                      |            |   5 |   11 |      6.119200   |          0.000012  |   1.7  |  88                                                    |    L12177
                      |            |     |      |                 |                    |        |                                                        |           
                      | *          |   3 |    7 |      5.390657   |          0.000012  |   1.3  |                                                        |    L12177
                      |            |     |      |                 |                    |        |                                                        |           
                      | *          |   2 |    5 |      5.395133   |          0.000012  |   0.9  |                                                        |    L12177
                      |            |     |      |                 |                    |        |                                                        |           
                      | *          |   4 |    9 |      5.420697   |          0.000012  |        |                                                        |    L12177
                      |            |     |      |                 |                    |        |                                                        |           
                      | *          |   5 |   11 |      5.423239   |          0.000012  |   1.09 |                                                        |    L12177
                      |            |     |      |                 |                    |        |                                                        |           
                      | *          |   3 |    7 |      5.436811   |          0.000012  |   1.17 |                                                        |    L12177
                      |            |     |      |                 |                    |        |                                                        |           
                      | *          |   1 |    3 |      5.441991   |          0.000012  |   1.05 |                                                        |    L12177
                      |            |     |      |                 |                    |        |                                                        |           
                      | *          |   5 |   11 |      5.445913   |          0.000012  |   1.2  |                                                        |    L12177
                      |            |     |      |                 |                    |        |                                                        |           
                      | *          |   2 |    5 |      5.452232   |          0.000012  |   1.15 |                                                        |    L12177
                      |            |     |      |                 |                    |        |                                                        |           
                      | *          |   4 |    9 |      5.453496   |          0.000012  |   1.24 |                                                        |    L12177
                      |            |     |      |                 |                    |        |                                                        |           
                      | *          |   3 |    7 |      5.457908   |          0.000012  |   1.2  |                                                        |    L12177
                      |            |     |      |                 |                    |        |                                                        |           
                      | *          |   1 |    3 |      5.499128   |          0.000012  |   1.02 |                                                        |    L12177
