---------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
Configuration         | Term    |    J |    g |           Level (eV) |     Uncertainty (eV) |     Landé | Leading percentages                             | Reference
                      |         |  7/2 |    8 |         4.07796585   |          0.00000025  |   1.35    |  35         :    18  3d3.(4P).4s.4p.(3P*)  4D*  | L15916,L20010,L14162
                      |         |      |      |                      |                      |           |                                                 |                      
3d5                   | 4G      |  5/2 |    6 |         4.01117854   |          0.00000013  |           |  86         :     7  3d4.(5D).4d           4G   |        L15916,L20010
                      |         |  7/2 |    8 |         4.01357453   |          0.00000013  |           |  86         :     6  3d4.(5D).4d           4G   |        L15916,L20010
                      |         |  9/2 |   10 |         4.01633839   |          0.00000016  |           |  86         :     6  3d4.(5D).4d           4G   |        L15916,L20010
                      |         | 11/2 |   12 |         4.01921668   |          0.00000025  |           |  86         :     6  3d4.(5D).4d           4G   |        L15916,L20010
                      |         |      |      |                      |                      |           |                                                 |                      
3d3.(2H).4s.4p.(3P*)  | z 4H*   |  7/2 |    8 |         4.05329659   |          0.00000025  |   0.68    |  62         :    19  3d4.(3H).4p           4H*  | L15916,L20010,L14162
                      |         |  9/2 |   10 |         4.0652163    |          0.0000005   |   0.98    |  64         :    20  3d4.(3H).4p           4H*  | L15916,L20010,L14162
                      |         | 11/2 |   12 |         4.0788195    |          0.0000005   |   1.11    |  67         :    22  3d4.(3H).4p           4H*  | L15916,L20010,L14162
                      |         | 13/2 |   14 |         4.08700566   |          0.00000025  |   1.21    |  67         :    23  3d4.(3H).4p           4H*  | L15916,L20010,L14162
                      |         |      |      |                      |                      |           |                                                 |                      
3d3.(4P).4s.4p.(3P*)  | z 2P*   |  1/2 |    2 |         4.0573582    |          0.0000007   |   0.73?   |  23         :    34  3d4.(3P1).4p          2S*  | L15916,L20010,L14162
                      |         |  3/2 |    4 |         4.06270315   |          0.00000025  |   1.22    |  52         :    24  3d4.(3P2).4p          2P*  | L15916,L20010,L14162
                      |         |      |      |                      |                      |           |                                                 |                      
3d3.(4F).4s.4p.(1P*)  | w 4F*   |  3/2 |    4 |         4.0590108    |          0.0000004   |   0.52    |  58         :    21  3d4.(5D).4p           4F*  | L15916,L20010,L14162
                      |         |  5/2 |    6 |         4.07248686   |          0.00000013  |   1.01    |  58         :    22  3d4.(5D).4p           4F*  | L15916,L20010,L14162
                      |         |  7/2 |    8 |         4.09009547   |          0.00000025  |   1.18    |  57         :    20  3d4.(5D).4p           4F*  | L15916,L20010,L14162
                      |         |  9/2 |   10 |         4.11073710   |          0.00000025  |   1.30    |  57         :    21  3d4.(5D).4p           4F*  | L15916,L20010,L14162
                      |         |      |      |                      |                      |           |                                                 |                      
3d3.(2G).4s.4p.(3P*)  | y 2G*   |  9/2 |   10 |         4.12953460   |          0.00000025  |   1.03    |  82         :     4  3d4.(1G2).4s          2G*  | L15916,L20010,L14162
                      |         |  7/2 |    8 |         4.1361475    |          0.0000005   |   0.91    |  81         :     6  3d3.(2H).4s.4p.(3P*)  4H*  | L15916,L20010,L14162
                      |         |      |      |                      |                      |           |                                                 |                      
3d5                   | 4P      |  5/2 |    6 |         4.12999160   |          0.00000013  |           |  50         :    32  3d4.(3P2).4s          4P   |        L15916,L20010
                      |         |  3/2 |    4 |         4.14263241   |          0.00000013  |           |  46         :    36  3d4.(3P1).4s          4P   |        L15916,L20010
                      |         |  1/2 |    2 |         4.15153249   |          0.00000015  |           |  46         :    37  3d4.(3P1).4s          4P   |        L15916,L20010
                      |         |      |      |                      |                      |           |                                                 |                      
3d3.(2G).4s.4p.(3P*)  | y 2F*   |  7/2 |    8 |         4.1511677    |          0.0000007   |   1.11    |  69         :     5  3d3.(2D2).4s.4p.(3P*) 2F*  | L15916,L20010,L14162
                      |         |  5/2 |    6 |         4.1568912    |          0.0000011   |   0.85    |  71         :     5  3d3.(2D2).4s.4p.(3P*) 2F*  | L15916,L20010,L14162
                      |         |      |      |                      |                      |           |                                                 |                      
3d3.(2G).4s.4p.(3P*)  | z 2H*   |  9/2 |   10 |         4.17086312   |          0.00000025  |   0.92    |  79         :     6  3d3.(2H).4s.4p.(3P*)  4I*  | L15916,L20010,L14162
                      |         | 11/2 |   12 |         4.17768807   |          0.00000025  |   1.09    |  82         :     6  3d3.(2H).4s.4p.(3P*)  2H*  | L15916,L20010,L14162
                      |         |      |      |                      |                      |           |                                                 |                      
3d3.(4P).4s.4p.(3P*)  | w 4D*   |  1/2 |    2 |         4.21135065   |          0.00000025  |   0.09    |  49         :    12  3d3.(2P).4s.4p.(3P*)  4D*  | L15916,L20010,L14162
                      |         |  3/2 |    4 |         4.21249565†  |          0.00000025  |   0.80    |  48         :    14  3d3.(2P).4s.4p.(3P*)  4D*  | L15916,L20010,L14162
                      |         |  5/2 |    6 |         4.22361232   |          0.00000025  |   1.30    |  45         :    15  3d3.(2P).4s.4p.(3P*)  4D*  | L15916,L20010,L14162
                      |         |  7/2 |    8 |         4.2313241    |          0.0000009   |   1.35    |  44         :    17  3d3.(2P).4s.4p.(3P*)  4D*  | L15916,L20010,L14162
                      |         |      |      |                      |                      |           |                                                 |                      
3d3.(2P).4s.4p.(3P*)  | 2D*     |  3/2 |    4 |         4.2191900†   |          0.0000007   |   0.86    |  23         :    14  3d3.(2D2).4s.4p.(3P*) 4F*  | L15916,L20010,L14162
                      |         |  5/2 |    6 |         4.23627743   |          0.00000025  |   1.32?   |  28         :    14  3d3.(2D2).4s.4p.(3P*) 2D*  | L15916,L20010,L14162
                      |         |      |      |                      |                      |           |                                                 |                      
3d5                   | c 4D    |  1/2 |    2 |         4.25621421   |          0.00000015  |           |  77         :    10  3d4.(5D).4d           4D   |        L15916,L20010
                      |         |  3/2 |    4 |         4.25797528   |          0.00000018  |           |  76         :    10  3d4.(5D).4d           4D   |        L15916,L20010
                      |         |  5/2 |    6 |         4.25989964   |          0.00000013  |           |  76         :    10  3d4.(5D).4d           4D   |        L15916,L20010
                      |         |  7/2 |    8 |         4.26084812   |          0.00000013  |           |  79         :    10  3d4.(5D).4d           4D   |        L15916,L20010
                      |         |      |      |                      |                      |           |                                                 |                      
3d3.(2D2).4s.4p.(3P*) | 4F*     |  7/2 |    8 |         4.2619409    |          0.0000005   |   1.21    |  72         :     6  3d3.(2G).4s.4p.(3P*)  4F*  | L15916,L20010,L14162
                      |         |  3/2 |    4 |         4.2686238    |          0.0000004   |   0.73    |  55         :     7  3d3.(2G).4s.4p.(3P*)  4F*  | L15916,L20010,L14162
                      |         |  5/2 |    6 |         4.2758166    |          0.0000006   |   1.18    |  56         :     6  3d3.(2G).4s.4p.(3P*)  4F*  | L15916,L20010,L14162
                      |         |  9/2 |   10 |         4.2811521    |          0.0000004   |   1.41    |  80         :     7  3d3.(2G).4s.4p.(3P*)  4F*  | L15916,L20010,L14162
                      |         |      |      |                      |                      |           |                                                 |                      
3d3.(4F).4s.4p.(1P*)  | v 4D*   |  1/2 |    2 |         4.2746561†   |          0.0000006   |   0.00    |  18         :    20  3d3.(2D2).4s.4p.(3P*) 4D*  | L15916,L20010,L14162
                      |         |  3/2 |    4 |         4.28207930   |          0.00000016  |   1.05    |  19         :    21  3d3.(2D2).4s.4p.(3P*) 4D*  | L15916,L20010,L14162
                      |         |  5/2 |    6 |         4.29228307   |          0.00000025  |   1.28    |  19         :    21  3d3.(2D2).4s.4p.(3P*) 4D*  | L15916,L20010,L14162
                      |         |  7/2 |    8 |         4.30809478   |          0.00000013  |   1.35    |  21         :    17  3d3.(2D2).4s.4p.(3P*) 4D*  | L15916,L20010,L14162
                      |         |      |      |                      |                      |           |                                                 |                      
3d4.(3F1).4s          | 2F      |  5/2 |    6 |         4.32729993   |          0.00000025  |           |  80         :     7  3d5                   2F1  |        L15916,L20010
                      |         |  7/2 |    8 |         4.32771924   |          0.00000025  |           |  81         :     9  3d5                   2F1  |        L15916,L20010
                      |         |      |      |                      |                      |           |                                                 |                      
3d3.(2D2).4s.4p.(3P*) | u 4D*   |  1/2 |    2 |         4.34109082†  |          0.00000025  |           |  50         :    23  3d3.(2P).4s.4p.(3P*)  4D*  |        L15916,L20010
                      |         |  3/2 |    4 |         4.3509177    |          0.0000007   |   1.12    |  50         :    22  3d3.(2P).4s.4p.(3P*)  4D*  | L15916,L20010,L14162
                      |         |  5/2 |    6 |         4.3673421    |          0.0000006   |   1.32    |  51         :    21  3d3.(2P).4s.4p.(3P*)  4D*  | L15916,L20010,L14162
                      |         |  7/2 |    8 |         4.38647498   |          0.00000025  |   1.33    |  57         :    18  3d3.(2P).4s.4p.(3P*)  4D*  | L15916,L20010,L14162
                      |         |      |      |                      |                      |           |                                                 |                      
3d3.(4P).4s.4p.(3P*)  | y 4S*   |  3/2 |    4 |         4.5140665    |          0.0000004   |   1.85    |  22         :    24  3d3.(2D2).4s.4p.(3P*) 4P*  | L15916,L20010,L14162
                      |         |      |      |                      |                      |           |                                                 |                      
3d4.(3F2).4p          | 2G*     |  7/2 |    8 |         4.5206228    |          0.0000005   |   0.85    |  18         :    16  3d3.(2G).4s.4p.(1P*)  2G*  | L15916,L20010,L14162
                      |         |  9/2 |   10 |         4.5302052    |          0.0000005   |   1.05    |  14         :    21  3d4.(3H).4p           2G*  | L15916,L20010,L14162
                      |         |      |      |                      |                      |           |                                                 |                      
3d4.(3P2).4p          | 2P*     |  1/2 |    2 |         4.5226618†   |          0.0000006   |   0.74    |  24         :    24  3d3.(4P).4s.4p.(3P*)  2P*  | L15916,L20010,L14162
                      |         |  3/2 |    4 |         4.53539488†  |          0.00000025  |   1.17    |  26         :    18  3d3.(4P).4s.4p.(3P*)  2P*  | L15916,L20010,L14162
                      |         |      |      |                      |                      |           |                                                 |                      
3d3.(2D2).4s.4p.(3P*) | x 4P*   |  5/2 |    6 |         4.5392902    |          0.0000004   |   1.54    |  66         :    14  3d3.(2P).4s.4p.(3P*)  4P*  | L15916,L20010,L14162
                      |         |  1/2 |    2 |         4.5496760    |          0.0000007   |   2.51    |  59         :    13  3d3.(2P).4s.4p.(3P*)  4P*  | L15916,L20010,L14162
                      |         |  3/2 |    4 |         4.5644568    |          0.0000006   |   1.77    |  24         :    15  3d3.(2P).4s.4p.(3P*)  4S*  | L15916,L20010,L14162
                      |         |      |      |                      |                      |           |                                                 |                      
3d3.(4P).4s.4p.(3P*)  | x 2D*   |  5/2 |    6 |         4.5503153    |          0.0000015   |   1.13    |  44         :    12  3d4.(3P2).4p          2D*  | L15916,L20010,L14162
                      |         |  3/2 |    4 |         4.5601501    |          0.0000005   |           |  41         :    12  3d4.(3P2).4p          2D*  |        L15916,L20010
                      |         |      |      |                      |                      |           |                                                 |                      
3d4.(3F2).4p          | x 2F*   |  5/2 |    6 |         4.5584081    |          0.0000007   |   0.89    |  23         :    14  3d3.(2G).4s.4p.(1P*)  2F*  | L15916,L20010,L14162
                      |         |  7/2 |    8 |         4.5782272†   |          0.0000005   |   1.05    |  14         :     8  3d3.(2G).4s.4p.(1P*)  2F*  | L15916,L20010,L14162
                      |         |      |      |                      |                      |           |                                                 |                      
3d3.(2H).4s.4p.(3P*)  | w 4G*   |  7/2 |    8 |         4.56545497   |          0.00000016  |   1.06    |  59         :    12  3d4.(3F2).4p          4G*  | L15916,L20010,L14162
                      |         |  5/2 |    6 |         4.57052531   |          0.00000025  |           |  56         :    12  3d4.(3F2).4p          4G*  |        L15916,L20010
                      |         |  9/2 |   10 |         4.57476408   |          0.00000025  |   1.17    |  61         :    12  3d4.(3F2).4p          4G*  | L15916,L20010,L14162
                      |         | 11/2 |   12 |         4.5797832    |          0.0000007   |   1.26    |  64         :    12  3d4.(3F2).4p          4G*  | L15916,L20010,L14162
                      |         |      |      |                      |                      |           |                                                 |                      
3d5                   | e 4F    |  3/2 |    4 |         4.5853823    |          0.0000006   |           |  61         :    21  3d4.(5D).4d           4F   |        L15916,L20010
                      |         |  5/2 |    6 |         4.58607441   |          0.00000014  |           |  62         :    21  3d4.(5D).4d           4F   |        L15916,L20010
                      |         |  7/2 |    8 |         4.59058670   |          0.00000015  |           |  62         :    21  3d4.(5D).4d           4F   |        L15916,L20010
                      |         |  9/2 |   10 |         4.59678392   |          0.00000016  |           |  58         :    19  3d4.(5D).4d           4F   |        L15916,L20010
                      |         |      |      |                      |                      |           |                                                 |                      
3d4.(5D).5s           | e 6D    |  1/2 |    2 |         4.6018928    |          0.0000006   |   3.08    |  98         :     2  3d3.4s.(5F).4d        6D   | L15916,L20010,L14162
                      |         |  3/2 |    4 |         4.6070770    |          0.0000005   |   1.87    |  98         :     2  3d3.4s.(5F).4d        6D   | L15916,L20010,L14162
                      |         |  5/2 |    6 |         4.61562034   |          0.00000013  |   1.61    |  98         :     2  3d3.4s.(5F).4d        6D   | L15916,L20010,L14162
                      |         |  7/2 |    8 |         4.62735929   |          0.00000016  |   1.64    |  98         :     2  3d3.4s.(5F).4d        6D   | L15916,L20010,L14162
                      |         |  9/2 |   10 |         4.64206469   |          0.00000019  |   1.48    |  96         :     1  3d3.4s.(5F).4d        6D   | L15916,L20010,L14162
                      |         |      |      |                      |                      |           |                                                 |                      
3d4.(3H).4p           | v 2G*   |  7/2 |    8 |         4.60907423   |          0.00000025  |   0.99    |  41         :    13  3d3.(2H).4s.4p.(1P*)  2G*  | L15916,L20010,L14162
                      |         |  9/2 |   10 |         4.63229151   |          0.00000025  |   1.05    |  26         :    16  3d4.(3G).4p           2G*  | L15916,L20010,L14162
                      |         |      |      |                      |                      |           |                                                 |                      
3d3.(2H).4s.4p.(3P*)  | y 2H*   |  9/2 |   10 |         4.6098497    |          0.0000004   |   0.73    |  55         :    14  3d4.(3H).4p           2G*  | L15916,L20010,L14162
                      |         | 11/2 |   12 |         4.6135534    |          0.0000004   |   1.08    |  75         :     9  3d4.(3H).4p           2H*  | L15916,L20010,L14162
                      |         |      |      |                      |                      |           |                                                 |                      
3d4.(3H).4p           | z 4I*   |  9/2 |   10 |         4.62275787   |          0.00000025  |   0.87    |  92         :     1  3d3.(2H).4s.4p.(3P*)  4I*  | L15916,L20010,L14162
                      |         | 11/2 |   12 |         4.6265859    |          0.0000005   |   0.96    |  92         :     1  3d3.(2H).4s.4p.(3P*)  4I*  | L15916,L20010,L14162
                      |         | 13/2 |   14 |         4.63754571   |          0.00000025  |   1.08    |  92         :     1  3d3.(2H).4s.4p.(3P*)  2I*  | L15916,L20010,L14162
                      |         | 15/2 |   16 |         4.6516943    |          0.0000005   |   1.15    |  96         :     1  3d3.(2H).4s.4p.(3P*)  4I*  | L15916,L20010,L14162
                      |         |      |      |                      |                      |           |                                                 |                      
3d3.(2D2).4s.4p.(3P*) | w 2F*   |  5/2 |    6 |         4.6298867    |          0.0000004   |   0.84    |  24         :    21  3d3.(2G).4s.4p.(1P*)  2F*  | L15916,L20010,L14162
                      |         |  7/2 |    8 |         4.6463204†   |          0.0000005   |   1.12    |  19         :    17  3d4.(3H).4p           2G*  | L15916,L20010,L14162
                      |         |      |      |                      |                      |           |                                                 |                      
3d3.4s.(5F).5s        | e 6F    |  1/2 |    2 |         4.63393070   |          0.00000025  |  -0.72    | 100                                             | L15916,L20010,L14162
                      |         |  3/2 |    4 |         4.63988690   |          0.00000025  |   1.05    |  96                                             | L15916,L20010,L14162
                      |         |  5/2 |    6 |         4.64980911   |          0.00000025  |   1.30    |  96                                             | L15916,L20010,L14162
                      |         |  7/2 |    8 |         4.66367265   |          0.00000015  |   1.33    |  98                                             | L15916,L20010,L14162
                      |         |  9/2 |   10 |         4.68141343   |          0.00000013  |   1.43    |  96                                             | L15916,L20010,L14162
                      |         | 11/2 |   12 |         4.70290162   |          0.00000025  |   1.52    |  10                                             | L15916,L20010,L14162
                      |         |      |      |                      |                      |           |                                                 |                      
3d4.(3F2).4p          | w 2D*   |  3/2 |    4 |         4.6441475    |          0.0000005   |   0.80    |  55         :    23  3d3.(2P).4s.4p.(3P*)  2D*  | L15916,L20010,L14162
                      |         |  5/2 |    6 |         4.6807252    |          0.0000004   |   1.18    |  55         :    20  3d3.(2P).4s.4p.(3P*)  2D*  | L15916,L20010,L14162
                      |         |      |      |                      |                      |           |                                                 |                      
3d4.(3F2).4p          | v 4G*   |  5/2 |    6 |         4.6492596    |          0.0000004   |   0.60    |  64         :    26  3d3.(2H).4s.4p.(3P*)  4G*  | L15916,L20010,L14162
                      |         |  7/2 |    8 |         4.6563547    |          0.0000005   |   1.02    |  55         :    21  3d3.(2H).4s.4p.(3P*)  4G*  | L15916,L20010,L14162
                      |         |  9/2 |   10 |         4.6673215    |          0.0000005   |   1.15    |  53         :    19  3d3.(2H).4s.4p.(3P*)  4G*  | L15916,L20010,L14162
                      |         | 11/2 |   12 |         4.68225367   |          0.00000025  |   1.22    |  49         :    18  3d3.(2H).4s.4p.(3P*)  4G*  | L15916,L20010,L14162
                      |         |      |      |                      |                      |           |                                                 |                      
3d4.(3H).4p           | z 2I*   | 11/2 |   12 |         4.65316586   |          0.00000025  |   0.94    |  32         :    52  3d3.(2H).4s.4p.(1P*)  2I*  | L15916,L20010,L14162
                      |         | 13/2 |   14 |         4.6625950    |          0.0000009   |   1.06    |  30         :    53  3d3.(2H).4s.4p.(1P*)  2I*  | L15916,L20010,L14162
                      |         |      |      |                      |                      |           |                                                 |                      
3d4.(3P2).4p          | t 4D*   |  1/2 |    2 |         4.6813097    |          0.0000012   |   0.01    |  34         :    11  3d3.(4F).4s.4p.(1P*)  4D*  | L15916,L20010,L14162
                      |         |  3/2 |    4 |         4.69095017   |          0.00000025  |   1.18    |  33         :    12  3d3.(4F).4s.4p.(1P*)  4D*  | L15916,L20010,L14162
                      |         |  5/2 |    6 |         4.70640232   |          0.00000025  |   1.33    |  28         :    10  3d3.(4F).4s.4p.(1P*)  4D*  | L15916,L20010,L14162
                      |         |  7/2 |    8 |         4.72574249†  |          0.00000025  |   1.35    |  17         :    15  3d4.(3F2).4p          2F*  | L15916,L20010,L14162
                      |         |      |      |                      |                      |           |                                                 |                      
3d4.(5D).5s           | e 4D    |  1/2 |    2 |         4.7039866    |          0.0000006   |           |  92         :     2  3d3.4s.(5F).4d        4D   |        L15916,L20010
                      |         |  3/2 |    4 |         4.71190052   |          0.00000014  |           |  92         :     2  3d3.4s.(5F).4d        4D   |        L15916,L20010
                      |         |  5/2 |    6 |         4.72458956   |          0.00000014  |           |  90         :     3  3d3.4s.(5F).4d        4D   |        L15916,L20010
                      |         |  7/2 |    8 |         4.74147001   |          0.00000013  |           |  92         :     2  3d3.4s.(5F).4d        4D   |        L15916,L20010
                      |         |      |      |                      |                      |           |                                                 |                      
3d4.(3H).4p           | x 2H*   |  9/2 |   10 |         4.7267481    |          0.0000004   |   0.88    |  46         :    16  3d3.(2H).4s.4p.(1P*)  2H*  | L15916,L20010,L14162
                      |         | 11/2 |   12 |         4.73875823   |          0.00000025  |   1.10    |  40         :    14  3d3.(2H).4s.4p.(1P*)  2H*  | L15916,L20010,L14162
                      |         |      |      |                      |                      |           |                                                 |                      
3d4.(3H).4p           | x 4H*   |  7/2 |    8 |         4.74187841   |          0.00000025  |   0.67    |  45         :    20  3d4.(3G).4p           4H*  | L15916,L20010,L14162
                      |         |  9/2 |   10 |         4.75156096   |          0.00000025  |   0.93    |  41         :    16  3d4.(3G).4p           4H*  | L15916,L20010,L14162
                      |         | 11/2 |   12 |         4.7616214    |          0.0000004   |   1.11    |  40         :    15  3d4.(3G).4p           4H*  | L15916,L20010,L14162
                      |         | 13/2 |   14 |         4.77128945   |          0.00000025  |   1.22    |  55         :    22  3d4.(3G).4p           4H*  | L15916,L20010,L14162
                      |         |      |      |                      |                      |           |                                                 |                      
3d3.(2H).4s.4p.(3P*)  | u 2G*   |  9/2 |   10 |         4.7770900    |          0.0000005   |   0.99    |  75         :     8  3d4.(3H).4p           2G*  | L15916,L20010,L14162
                      |         |  7/2 |    8 |         4.7871413    |          0.0000007   |   0.88?   |  76         :     7  3d3.(2F).4s.4p.(3P*)  2G*  | L15916,L20010,L14162
                      |         |      |      |                      |                      |           |                                                 |                      
3d3.(2H).4s.4p.(3P*)  | y 2I*   | 11/2 |   12 |         4.8364585    |          0.0000005   |   0.92    |  48         :    52  3d4.(3H).4p           2I*  | L15916,L20010,L14162
                      |         | 13/2 |   14 |         4.8454599    |          0.0000006   |   1.06    |  43         :    53  3d4.(3H).4p           2I*  | L15916,L20010,L14162
                      |         |      |      |                      |                      |           |                                                 |                      
3d3.4s.(5F).5s        | f 4F    |  3/2 |    4 |         4.85115796   |          0.00000025  |   0.46?   |  93         :     3  3d4.(5D).4d           4F   | L15916,L20010,L14162
                      |         |  5/2 |    6 |         4.86531150   |          0.00000015  |   1.03    |  91         :     3  3d4.(5D).4d           4F   | L15916,L20010,L14162
                      |         |  7/2 |    8 |         4.88484013   |          0.00000025  |   1.22?   |  91         :     3  3d4.(5D).4d           4F   | L15916,L20010,L14162
                      |         |  9/2 |   10 |         4.90940078   |          0.00000013  |   1.33?   |  94         :     3  3d4.(5D).4d           4F   | L15916,L20010,L14162
                      |         |      |      |                      |                      |           |                                                 |                      
3d4.(3P2).4p          | w 4P*   |  1/2 |    2 |         4.86479300   |          0.00000015  |   2.57    |  47         :    20  3d3.(2P).4s.4p.(3P*)  4P*  | L15916,L20010,L14162
                      |         |  3/2 |    4 |         4.86624684   |          0.00000015  |   1.60    |  25         :    10  3d3.(2P).4s.4p.(3P*)  4P*  | L15916,L20010,L14162
                      |         |  5/2 |    6 |         4.88779740   |          0.00000015  |   1.52    |  41         :    16  3d3.(2P).4s.4p.(3P*)  4P*  | L15916,L20010,L14162
                      |         |      |      |                      |                      |           |                                                 |                      
3d4.(3F2).4p          | u 4F*   |  3/2 |    4 |         4.8684478    |          0.0000004   |   0.54    |  64         :    11  3d3.(2F).4s.4p.(3P*)  4F*  | L15916,L20010,L14162
                      |         |  5/2 |    6 |         4.87264554   |          0.00000013  |   1.00    |  62         :    10  3d3.(2F).4s.4p.(3P*)  4F*  | L15916,L20010,L14162
                      |         |  7/2 |    8 |         4.87775951   |          0.00000025  |   1.21    |  62         :    10  3d3.(2F).4s.4p.(3P*)  4F*  | L15916,L20010,L14162
                      |         |  9/2 |   10 |         4.88387131   |          0.00000025  |   1.30    |  63         :    12  3d3.(2F).4s.4p.(3P*)  4F*  | L15916,L20010,L14162
                      |         |      |      |                      |                      |           |                                                 |                      
3d4.(3P2).4p          | x 4S*   |  3/2 |    4 |         4.94044096   |          0.00000019  |   2.00    |  43         :    28  3d3.(4P).4s.4p.(1P*)  4S*  | L15916,L20010,L14162
                      |         |      |      |                      |                      |           |                                                 |                      
3d4.(3F2).4p          | s 4D*   |  1/2 |    2 |         4.9442153    |          0.0000005   |   0.01    |  56         :    10  3d3.(4P).4s.4p.(3P*)  4D*  | L15916,L20010,L14162
                      |         |  3/2 |    4 |         4.9513307    |          0.0000006   |   1.10    |  51         :    10  3d4.(3P2).4p          4D*  | L15916,L20010,L14162
                      |         |  5/2 |    6 |         4.9593637    |          0.0000005   |   1.33    |  29         :     6  3d3.(2P).4s.4p.(3P*)  2D*  | L15916,L20010,L14162
                      |         |  7/2 |    8 |         4.97497490   |          0.00000025  |   1.38    |  54         :    23  3d4.(3P2).4p          4D*  | L15916,L20010,L14162
                      |         |      |      |                      |                      |           |                                                 |                      
3d4.(3P2).4p          | v 2D*   |  3/2 |    4 |         4.94505268   |          0.00000025  |   0.92    |  29         :     8  3d4.(3F2).4p          2D*  | L15916,L20010,L14162
                      |         |  5/2 |    6 |         4.9741490†   |          0.0000005   |   1.14    |   7         :    12  3d4.(3F2).4p          4D*  | L15916,L20010,L14162
                      |         |      |      |                      |                      |           |                                                 |                      
3d4.(3H).4p           | u 4G*   |  5/2 |    6 |         4.9546751    |          0.0000005   |   0.53    |  44         :    15  3d4.(3G).4p           4G*  | L15916,L20010,L14162
                      |         |  7/2 |    8 |         4.95951544   |          0.00000013  |   0.99    |  52         :    18  3d4.(3G).4p           4G*  | L15916,L20010,L14162
                      |         |  9/2 |   10 |         4.9641996    |          0.0000004   |   1.19    |  56         :    20  3d4.(3G).4p           4G*  | L15916,L20010,L14162
                      |         | 11/2 |   12 |         4.96728726   |          0.00000025  |   1.23    |  53         :    23  3d4.(3G).4p           4G*  | L15916,L20010,L14162
                      |         |      |      |                      |                      |           |                                                 |                      
3d4.(3G).4p           | w 4H*   |  7/2 |    8 |         4.99840829   |          0.00000025  |   0.65    |  69         :    23  3d4.(3H).4p           4H*  | L15916,L20010,L14162
                      |         |  9/2 |   10 |         5.00633460   |          0.00000025  |   0.92    |  71         :    21  3d4.(3H).4p           4H*  | L15916,L20010,L14162
                      |         | 11/2 |   12 |         5.01546653   |          0.00000025  |   1.08    |  71         :    20  3d4.(3H).4p           4H*  | L15916,L20010,L14162
                      |         | 13/2 |   14 |         5.0257898    |          0.0000004   |   1.22    |  72         :    20  3d4.(3H).4p           4H*  | L15916,L20010,L14162
                      |         |      |      |                      |                      |           |                                                 |                      
3d4.(3G).4p           | 2F*     |  5/2 |    6 |         4.9997607    |          0.0000012   |   1.12    |  42         :     8  3d3.(2D2).4s.4p.(1P*) 2F*  | L15916,L20010,L14162
                      |         |  7/2 |    8 |         5.0321908    |          0.0000005   |   1.01    |  67         :    11  3d3.(2D2).4s.4p.(1P*) 2F*  | L15916,L20010,L14162
                      |         |      |      |                      |                      |           |                                                 |                      
3d3.(2D2).4s.4p.(3P*) | 2D*     |  3/2 |    4 |         5.0075904    |          0.0000007   |           |  21         :    29  3d3.(2P).4s.4p.(3P*)  2D*  |        L15916,L20010
                      |         |  5/2 |    6 |         5.0279587†   |          0.0000004   |           |  12         :    18  3d4.(3G).4p           2F*  |        L15916,L20010
                      |         |      |      |                      |                      |           |                                                 |                      
3d3.(2P).4s.4p.(3P*)  | w 2P*   |  1/2 |    2 |         5.0218682    |          0.0000007   |           |  56         :    11  3d3.(2D2).4s.4p.(3P*) 2P*  |        L15916,L20010
                      |         |  3/2 |    4 |         5.0453865    |          0.0000007   |           |  53         :    10  3d3.(2D2).4s.4p.(3P*) 2P*  |        L15916,L20010
                      |         |      |      |                      |                      |           |                                                 |                      
3d4.(3G).4p           | t 4F*   |  3/2 |    4 |         5.1316618    |          0.0000004   |   0.42    |  48         :    15  3d3.4s.(5F).5p        4F*  | L15916,L20010,L14162
                      |         |  5/2 |    6 |         5.1365465    |          0.0000004   |   0.89    |  41         :    14  3d3.4s.(5F).5p        4F*  | L15916,L20010,L14162
                      |         |  7/2 |    8 |         5.1444001†   |          0.0000003   |   1.15    |  32         :    10  3d3.4s.(5F).5p        4F*  | L15916,L20010,L14162
                      |         |  9/2 |   10 |         5.1576727    |          0.0000003   |   1.23    |  37         :    12  3d3.4s.(5F).5p        4F*  | L15916,L20010,L14162
                      |         |      |      |                      |                      |           |                                                 |                      
3d4.(3G).4p           | t 2G*   |  7/2 |    8 |         5.1374848†   |          0.0000005   |   0.90    |  30         :    31  3d4.(3F2).4p          2G*  | L15916,L20010,L14162
                      |         |  9/2 |   10 |         5.1502025    |          0.0000005   |   1.04    |  24         :    26  3d4.(3F2).4p          2G*  | L15916,L20010,L14162
                      |         |      |      |                      |                      |           |                                                 |                      
3d4.(3G).4p           | v 2H*   |  9/2 |   10 |         5.1455238    |          0.0000005   |   0.87    |  62         :     8  3d4.(1I).4p           2H*  | L15916,L20010,L14162
                      |         | 11/2 |   12 |         5.1651410    |          0.0000005   |   1.05    |  69         :     7  3d4.(1I).4p           2H*  | L15916,L20010,L14162
                      |         |      |      |                      |                      |           |                                                 |                      
3d4.(3G).4p           | t 4G*   |  5/2 |    6 |         5.16452777   |          0.00000015  |   0.58    |  53         :    18  3d3.4s.(5F).5p        4G*  | L15916,L20010,L14162
                      |         |  7/2 |    8 |         5.1773764    |          0.0000003   |   1.03    |  52         :    17  3d3.4s.(5F).5p        4G*  | L15916,L20010,L14162
