----------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
Configuration      | Term   |    J |    g |                      Level (eV)   |   Uncertainty (eV) |      Landé | Leading percentages                                       | Reference
                   |        |  5/2 |    6 |          12.544267                |                    |            | 100                  or  :    43  3s2.3p4.(3P).5f    4G*  |          
                   |        |      |      |                                   |                    |            |                                                           |           
3s2.3p4.(3P<0>).5g | 2[4]   |  7/2 |    8 |          12.546373                |                    |            |                                                           |          
                   |        |  9/2 |   10 |          12.546373                |                    |            |                                                           |          
                   |        |      |      |                                   |                    |            |                                                           |           
3s2.3p4.(3P<2>).6d | 2[0]   |  1/2 |    2 |          12.550627                |                    |            |                                                           |          
                   |        |      |      |                                   |                    |            |                                                           |           
3s2.3p4.(3P<2>).8s | 2[2]   |  5/2 |    6 |          12.5752466               |                    |   1.60     | 100                  or  :   100  3s2.3p4.(3P).8s    4P   |          
                   |        |  3/2 |    4 |          12.579457                |                    |            | 100                  or  :    81  3s2.3p4.(3P).8s    2P   |          
                   |        |      |      |                                   |                    |            |                                                           |           
3s2.3p4.(3P<2>).6f | 2[4]*  |  9/2 |   10 |          12.5870415               |                    |            | 100                  or  :    64  3s2.3p4.(3P).6f    4F*  |          
                   |        |  7/2 |    8 |          12.587094                |                    |            |  99                  or  :    42  3s2.3p4.(3P).6f    2F*  |          
                   |        |      |      |                                   |                    |            |                                                           |           
3s2.3p4.(3P<2>).6f | 2[3]*  |  7/2 |    8 |          12.587394                |                    |            |  99                  or  :    42  3s2.3p4.(3P).6f    4F*  |          
                   |        |  5/2 |    6 |          12.587409                |                    |            | 100                  or  :    37  3s2.3p4.(3P).6f    4F*  |          
                   |        |      |      |                                   |                    |            |                                                           |           
3s2.3p4.(3P<2>).6f | 2[2]*  |  3/2 |    4 |          12.588484                |                    |            | 100                  or  :    35  3s2.3p4.(3P).6f    4F*  |          
                   |        |  5/2 |    6 |          12.588489                |                    |            | 100                  or  :    49  3s2.3p4.(3P).6f    4D*  |          
                   |        |      |      |                                   |                    |            |                                                           |           
3s2.3p4.(3P<2>).6f | 2[5]*  |  9/2 |   10 |          12.588665                |                    |            | 100                  or  :    73  3s2.3p4.(3P).6f    2G*  |          
                   |        | 11/2 |   12 |          12.588665                |                    |            | 100                  or  :   100  3s2.3p4.(3P).6f    4G*  |          
                   |        |      |      |                                   |                    |            |                                                           |           
3s2.3p4.(3P<2>).6f | 2[1]*  |  3/2 |    4 |          12.589658                |                    |            | 100                  or  :    51  3s2.3p4.(3P).6f    2D*  |          
                   |        |      |      |                                   |                    |            |                                                           |           
3s2.3p4.(3P<1>).6d | 2[1]   |  1/2 |    2 |          12.595886                |                    |   0.69     |                                                           |          
                   |        |  3/2 |    4 |          12.612338                |                    |            |                                                           |          
                   |        |      |      |                                   |                    |            |                                                           |           
3s2.3p4.nd?        |        | 1/2? |    2 |          12.596353                |                    |            |                                                           |          
                   |        |      |      |                                   |                    |            |                                                           |           
3s2.3p4.(3P<1>).6d | 2[3]   |  7/2 |    8 |          12.6159262               |                    |            |                                                           |          
                   |        |  5/2 |    6 |          12.6220182               |                    |            |                                                           |          
                   |        |      |      |                                   |                    |            |                                                           |           
3s2.3p4.(3P<1>).6d | 2[2]   |  3/2 |    4 |          12.627250                |                    |            |                                                           |          
                   |        |  5/2 |    6 |          12.628902                |                    |   1.45     |                                                           |          
                   |        |      |      |                                   |                    |            |                                                           |           
3s2.3p4.(3P<2>).7d | 2[1]   |  1/2 |    2 |          12.63150                 |                    |            |                                                           |          
                   |        |      |      |                                   |                    |            |                                                           |           
3s2.3p4.nd         |        |  1/2 |    2 |          12.639594                |                    |            |                                                           |          
                   |        |      |      |                                   |                    |            |                                                           |           
3s2.3p4.nd         |        |  3/2 |    4 |          12.639594                |                    |            |                                                           |          
                   |        |      |      |                                   |                    |            |                                                           |           
3s2.3p4.(3P<0>).6d | 2[2]   |  5/2 |    6 |          12.644918                |                    |            |                                                           |          
                   |        |  3/2 |    4 |          12.646433                |                    |   0.63     |                                                           |          
                   |        |      |      |                                   |                    |            |                                                           |           
3s2.3p4.nd         |        | 3/2? |    4 |          12.64965                 |                    |            |                                                           |          
                   |        |      |      |                                   |                    |            |                                                           |           
3s2.3p4.(3P<2>).7d | 2[3]   |  7/2 |    8 |          12.649890                |                    |   1.34     |                                                           |          
                   |        |  5/2 |    6 |          12.666062                |                    |            |                                                           |          
                   |        |      |      |                                   |                    |            |                                                           |           
3s2.3p4.(3P<2>).7d | 2[2]   |  5/2 |    6 |          12.651976                |                    |            |                                                           |          
                   |        |      |      |                                   |                    |            |                                                           |           
3s2.3p4.(3P<2>).7d | 2[4]   |  9/2 |   10 |          12.657958                |                    |            |                                                           |          
                   |        |  7/2 |    8 |          12.6646794               |                    |            |                                                           |          
                   |        |      |      |                                   |                    |            |                                                           |           
3s2.3p4.(3P<1>).8s | 2[1]   |  3/2 |    4 |          12.659883                |                    |            | 100                  or  :    81  3s2.3p4.(3P).8s    4P   |          
                   |        |  1/2 |    2 |          12.663512                |                    |            |  99                  or  :    59  3s2.3p4.(3P).8s    2P   |          
                   |        |      |      |                                   |                    |            |                                                           |           
3s2.3p4.nd         |        | 5/2? |    6 |          12.669637                |                    |            |                                                           |          
                   |        |      |      |                                   |                    |            |                                                           |           
3s2.3p4.(3P<1>).6f | 2[2]*  |  3/2 |    4 |          12.673464                |                    |            | 100                  or  :    65  3s2.3p4.(3P).6f    4F*  |          
                   |        |  5/2 |    6 |          12.673501                |                    |            | 100                  or  :    36  3s2.3p4.(3P).6f    2F*  |          
                   |        |      |      |                                   |                    |            |                                                           |           
3s2.3p4.(3P<1>).6f | 2[4]*  |  9/2 |   10 |          12.673923                |                    |            | 100                  or  :    47  3s2.3p4.(3P).6f    4G*  |          
                   |        |  7/2 |    8 |          12.673960                |                    |            | 100                  or  :    37  3s2.3p4.(3P).6f    4G*  |          
                   |        |      |      |                                   |                    |            |                                                           |           
3s2.3p4.(3P<1>).6f | 2[3]*  |  5/2 |    6 |          12.675315                |                    |            | 100                  or  :    48  3s2.3p4.(3P).6f    4G*  |          
                   |        |      |      |                                   |                    |            |                                                           |           
3s2.3p4.(3P<2>).9s | 2[2]   |  3/2 |    4 |          12.68294                 |                    |            |                      or  :        3s2.3p4.(3P).9s    2P   |          
                   |        |      |      |                                   |                    |            |                                                           |           
3s2.3p4.(3P<2>).7f | 2[4]*  |  9/2 |   10 |          12.688304                |                    |            |                                                           |          
                   |        |  7/2 |    8 |          12.688332                |                    |            |                                                           |          
                   |        |      |      |                                   |                    |            |                                                           |           
3s2.3p4.(3P<2>).7f | 2[3]*  |  7/2 |    8 |          12.688413                |                    |            |                                                           |          
                   |        |      |      |                                   |                    |            |                                                           |           
3s2.3p4.(3P<2>).7f | 2[5]*  | 11/2 |   12 |          12.689274                |                    |            |                                                           |          
                   |        |  9/2 |   10 |          12.689283                |                    |            |                                                           |          
                   |        |      |      |                                   |                    |            |                                                           |           
3s2.3p4.(3P<0>).8s | 2[0]   |  1/2 |    2 |          12.697416                |                    |            |  99                  or  :    59  3s2.3p4.(3P).8s    4P   |          
                   |        |      |      |                                   |                    |            |                                                           |           
3s2.3p4.(3P<2>).8d | 2[1]   |  1/2 |    2 |          12.71162                 |                    |            |                                                           |          
                   |        |      |      |                                   |                    |            |                                                           |           
3s2.3p4.(3P<0>).6f | 2[3]*  |  7/2 |    8 |          12.711636                |                    |            | 100                  or  :    25  3s2.3p4.(3P).6f    2G*  |          
                   |        |  5/2 |    6 |          12.711646                |                    |            | 100                  or  :    43  3s2.3p4.(3P).6f    4G*  |          
                   |        |      |      |                                   |                    |            |                                                           |           
3s2.3p4.(3P<1>).7d | 2[1]   |  1/2 |    2 |          12.72197                 |                    |            |                                                           |          
                   |        |      |      |                                   |                    |            |                                                           |           
3s2.3p4.(3P<2>).8d | 2[3]   |  7/2 |    8 |          12.723320                |                    |            |                                                           |          
                   |        |  5/2 |    6 |          12.74301                 |                    |            |                                                           |          
                   |        |      |      |                                   |                    |            |                                                           |           
3s2.3p4.(3P<2>).8d | 2[2]   |  5/2 |    6 |          12.726523                |                    |            |                                                           |          
                   |        |      |      |                                   |                    |            |                                                           |           
3s2.3p4.(3P<2>).8d | 2[4]   |  7/2 |    8 |          12.732084                |                    |            |                                                           |          
                   |        |  9/2 |   10 |          12.733523                |                    |            |                                                           |          
                   |        |      |      |                                   |                    |            |                                                           |           
3s2.3p4.(3P<1>).7d | 2[2]   |  3/2 |    4 |          12.73657                 |                    |            |                                                           |          
                   |        |  5/2 |    6 |          12.749105                |                    |            |                                                           |          
                   |        |      |      |                                   |                    |            |                                                           |           
3s2.3p4.(3P<1>).7d | 2[3]   |  7/2 |    8 |          12.7394050               |                    |            |                                                           |          
                   |        |      |      |                                   |                    |            |                                                           |           
                   |        |  3/2 |    4 |          12.752472                |                    |            |                                                           |          
                   |        |      |      |                                   |                    |            |                                                           |           
                   |        |  1/2 |    2 |          12.752472                |                    |            |                                                           |          
                   |        |      |      |                                   |                    |            |                                                           |           
3s2.3p4.(3P<2>).8f | 2[4]*  |  9/2 |   10 |          12.753845                |                    |            |                                                           |          
                   |        |      |      |                                   |                    |            |                                                           |           
3s2.3p4.(3P<2>).8f | 2[5]*  |  9/2 |   10 |          12.754538                |                    |            |                                                           |          
                   |        | 11/2 |   12 |          12.754553                |                    |            |                                                           |          
                   |        |      |      |                                   |                    |            |                                                           |           
3s2.3p4.(3P<1>).7f | 2[2]*  |  3/2 |    4 |          12.774699                |                    |            |                                                           |          
                   |        |  5/2 |    6 |          12.774714                |                    |            |                                                           |          
                   |        |      |      |                                   |                    |            |                                                           |           
3s2.3p4.(3P<1>).7f | 2[4]*  |  9/2 |   10 |          12.774951                |                    |            |                                                           |          
                   |        |  7/2 |    8 |          12.774980                |                    |            |                                                           |          
                   |        |      |      |                                   |                    |            |                                                           |           
3s2.3p4.(1D).5s    | 2D     |  5/2 |    6 |          12.782937                |                    |            | 100                  or  :   100  3s2.3p4.(1D<2>).5s 2[2] |          
                   |        |  3/2 |    4 |          12.783034                |                    |            | 100                  or  :   100  3s2.3p4.(1D<2>).5s 2[2] |          
                   |        |      |      |                                   |                    |            |                                                           |           
                   | x 2S   |  1/2 |    2 |          12.94104                 |                    |            |  42  3s2.3p4(1D)3d       :    24  3s2.3p4.(3P).nd    2P   |          
-------------------|--------|------|------|-----------------------------------|--------------------|------------|-----------------------------------------------------------|-----------
-------------------|--------|------|------|-----------------------------------|--------------------|------------|-----------------------------------------------------------|-----------
Cl II (3p4 3P<2>)  | Limit  |  --- |      |          12.967633                |          0.000016  |            |                                                           |    L19191
-------------------|--------|------|------|-----------------------------------|--------------------|------------|-----------------------------------------------------------|-----------
-------------------|--------|------|------|-----------------------------------|--------------------|------------|-----------------------------------------------------------|-----------
Cl II (3p4 3P<1>)  | Limit  |  --- |      |          13.05392                 |                    |            |                                                           |          
-------------------|--------|------|------|-----------------------------------|--------------------|------------|-----------------------------------------------------------|-----------
-------------------|--------|------|------|-----------------------------------|--------------------|------------|-----------------------------------------------------------|-----------
Cl II (3p4 3P<0>)  | Limit  |  --- |      |          13.09118                 |                    |            |                                                           |          
                   |        |      |      |                                   |                    |            |                                                           |           
3s2.3p4.(1D).4d    | 2F     |  5/2 |    6 |          13.4505                  |                    |            |                                                           |          
                   |        |      |      |                                   |                    |            |                                                           |           
3s2.3p4.(1D).4d    | 2D     |  3/2 |    4 |          13.462a                  |          0.012     |            |                                                           |          
                   |        |  5/2 |    6 |          13.462a                  |          0.012     |            |                                                           |          
                   |        |      |      |                                   |                    |            |                                                           |           
3s2.3p4.(1D).4d    | 2P     |  3/2 |    4 |          13.462a                  |          0.012     |            |                                                           |          
                   |        |  1/2 |    2 |          13.462a                  |          0.012     |            |                                                           |          
                   |        |      |      |                                   |                    |            |                                                           |           
3s2.3p4.(1D).6s    | 2D     |  5/2 |    6 |          13.51727                 |                    |            |                                                           |          
                   |        |  3/2 |    4 |          13.51727                 |                    |            |                                                           |          
                   |        |      |      |                                   |                    |            |                                                           |           
3s2.3p4.(1D).4d    | 2S     |  1/2 |    2 |          13.57762                 |                    |            |  81                                                       |          
                   |        |      |      |                                   |                    |            |                                                           |           
3s2.3p4.(1D).5d    | 2F     |  5/2 |    6 |          13.7973                  |                    |            |                                                           |          
                   |        |      |      |                                   |                    |            |                                                           |           
3s2.3p4.(1D).5d    | 2P     |  3/2 |    4 |          13.8112a                 |                    |            |                                                           |          
                   |        |  1/2 |    2 |          13.8112a                 |                    |            |                                                           |          
                   |        |      |      |                                   |                    |            |                                                           |           
3s2.3p4.(1D).5d    | 2D     |  5/2 |    6 |          13.8112a                 |                    |            |                                                           |          
                   |        |  3/2 |    4 |          13.8112a                 |                    |            |                                                           |          
                   |        |      |      |                                   |                    |            |                                                           |           
3s2.3p4.(1D).7s    | 2D     |  5/2 |    6 |          13.84664                 |                    |            |                                                           |          
                   |        |  3/2 |    4 |          13.84664                 |                    |            |                                                           |          
                   |        |      |      |                                   |                    |            |                                                           |           
3s2.3p4.(1D).5d    | 2S     |  1/2 |    2 |          13.87448                 |                    |            |  82                                                       |          
                   |        |      |      |                                   |                    |            |                                                           |           
3s2.3p4.(1D).6d    | 2F     |  5/2 |    6 |          13.9893                  |                    |            |                                                           |          
                   |        |      |      |                                   |                    |            |                                                           |           
3s2.3p4.(1D).6d    | 2P     |  3/2 |    4 |          14.002a                  |          0.012     |            |                                                           |          
                   |        |  1/2 |    2 |          14.002a                  |          0.012     |            |                                                           |          
                   |        |      |      |                                   |                    |            |                                                           |           
3s2.3p4.(1D).6d    | 2D     |  5/2 |    6 |          14.002a                  |          0.012     |            |                                                           |          
                   |        |  3/2 |    4 |          14.002a                  |          0.012     |            |                                                           |          
                   |        |      |      |                                   |                    |            |                                                           |           
3s2.3p4.(1D).8s    | 2D     |  5/2 |    6 |          14.02236                 |                    |            |                                                           |          
                   |        |  3/2 |    4 |          14.02236                 |                    |            |                                                           |          
                   |        |      |      |                                   |                    |            |                                                           |           
3s2.3p4.(1D).6d    | 2S     |  1/2 |    2 |          14.03758                 |                    |            |  83                                                       |          
                   |        |      |      |                                   |                    |            |                                                           |           
3s2.3p4.(1D).7d    | 2F     |  5/2 |    6 |          14.1083                  |                    |            |                                                           |          
                   |        |      |      |                                   |                    |            |                                                           |           
3s2.3p4.(1D).7d    | 2P     |  3/2 |    4 |          14.1125a                 |                    |            |                                                           |          
                   |        |  1/2 |    2 |          14.1125a                 |                    |            |                                                           |          
                   |        |      |      |                                   |                    |            |                                                           |           
3s2.3p4.(1D).7d    | 2D     |  5/2 |    6 |          14.1125a                 |                    |            |                                                           |          
                   |        |  3/2 |    4 |          14.1125a                 |                    |            |                                                           |          
                   |        |      |      |                                   |                    |            |                                                           |           
3s2.3p4.(1D).9s    | 2D     |  5/2 |    6 |          14.12748                 |                    |            |                                                           |          
                   |        |  3/2 |    4 |          14.12748                 |                    |            |                                                           |          
                   |        |      |      |                                   |                    |            |                                                           |           
3s2.3p4.(1D).7d    | 2S     |  1/2 |    2 |          14.13606                 |                    |            |                                                           |          
                   |        |      |      |                                   |                    |            |                                                           |           
3s2.3p4.(1D).8d    | 2F     |  5/2 |    6 |          14.183                   |                    |            |                                                           |          
                   |        |      |      |                                   |                    |            |                                                           |           
3s2.3p4.(1D).8d    | 2P     |  3/2 |    4 |          14.1844a                 |                    |            |                                                           |          
                   |        |  1/2 |    2 |          14.1844a                 |                    |            |                                                           |          
                   |        |      |      |                                   |                    |            |                                                           |           
3s2.3p4.(1D).8d    | 2D     |  5/2 |    6 |          14.1844a                 |                    |            |                                                           |          
                   |        |  3/2 |    4 |          14.1844a                 |                    |            |                                                           |          
                   |        |      |      |                                   |                    |            |                                                           |           
3s2.3p4.(1D).10s   | 2D     |  3/2 |    4 |          14.19380                 |                    |            |                                                           |          
                   |        |  5/2 |    6 |          14.19380                 |                    |            |                                                           |          
                   |        |      |      |                                   |                    |            |                                                           |           
3s2.3p4.(1D).8d    | 2S     |  1/2 |    2 |          14.20069                 |                    |            |                                                           |          
                   |        |      |      |                                   |                    |            |                                                           |           
3s2.3p4.(1D).9d    | 2P     |  1/2 |    2 |          14.2340a                 |                    |            |                                                           |          
                   |        |  3/2 |    4 |          14.2340a                 |                    |            |                                                           |          
                   |        |      |      |                                   |                    |            |                                                           |           
3s2.3p4.(1D).9d    | 2D     |  5/2 |    6 |          14.2340a                 |                    |            |                                                           |          
                   |        |  3/2 |    4 |          14.2340a                 |                    |            |                                                           |          
                   |        |      |      |                                   |                    |            |                                                           |           
3s2.3p4.(1D).11s   | 2D     |  5/2 |    6 |          14.24009                 |                    |            |                                                           |          
                   |        |  3/2 |    4 |          14.24009                 |                    |            |                                                           |          
                   |        |      |      |                                   |                    |            |                                                           |           
3s2.3p4.(1D).9d    | 2S     |  1/2 |    2 |          14.24513                 |                    |            |                                                           |          
                   |        |      |      |                                   |                    |            |                                                           |           
3s2.3p4.(1D).10d   | 2D     |  3/2 |    4 |          14.2685a                 |                    |            |                                                           |          
                   |        |  5/2 |    6 |          14.2685a                 |                    |            |                                                           |          
                   |        |      |      |                                   |                    |            |                                                           |           
3s2.3p4.(1D).10d   | 2P     |  1/2 |    2 |          14.2685a                 |                    |            |                                                           |          
                   |        |  3/2 |    4 |          14.2685a                 |                    |            |                                                           |          
                   |        |      |      |                                   |                    |            |                                                           |           
3s2.3p4.(1D).12s   | 2D     |  5/2 |    6 |          14.27418                 |                    |            |                                                           |          
                   |        |  3/2 |    4 |          14.27418                 |                    |            |                                                           |          
                   |        |      |      |                                   |                    |            |                                                           |           
3s2.3p4.(1D).10d   | 2S     |  1/2 |    2 |          14.27671                 |                    |            |                                                           |          
                   |        |      |      |                                   |                    |            |                                                           |           
3s2.3p4.(1D).11d   | 2D     |  5/2 |    6 |          14.2945a                 |                    |            |                                                           |          
                   |        |  3/2 |    4 |          14.2945a                 |                    |            |                                                           |          
                   |        |      |      |                                   |                    |            |                                                           |           
3s2.3p4.(1D).11d   | 2P     |  3/2 |    4 |          14.2945a                 |                    |            |                                                           |          
                   |        |  1/2 |    2 |          14.2945a                 |                    |            |                                                           |          
                   |        |      |      |                                   |                    |            |                                                           |           
3s2.3p4.(1D).11d   | 2S     |  1/2 |    2 |          14.29984                 |                    |            |                                                           |          
                   |        |      |      |                                   |                    |            |                                                           |           
3s2.3p4.(1D).12d   | 2P     |  1/2 |    2 |          14.3136a                 |                    |            |                                                           |          
                   |        |  3/2 |    4 |          14.3136a                 |                    |            |                                                           |          
                   |        |      |      |                                   |                    |            |                                                           |           
3s2.3p4.(1D).12d   | 2D     |  5/2 |    6 |          14.3136a                 |                    |            |                                                           |          
                   |        |  3/2 |    4 |          14.3136a                 |                    |            |                                                           |          
                   |        |      |      |                                   |                    |            |                                                           |           
3s2.3p4.(1D).12d   | 2S     |  1/2 |    2 |          14.3173                  |                    |            |                                                           |          
                   |        |      |      |                                   |                    |            |                                                           |           
3s2.3p4.(1D).13d   | 2P     |  3/2 |    4 |          14.3285a                 |                    |            |                                                           |          
                   |        |  1/2 |    2 |          14.3285a                 |                    |            |                                                           |          
                   |        |      |      |                                   |                    |            |                                                           |           
3s2.3p4.(1D).13d   | 2D     |  3/2 |    4 |          14.3285a                 |                    |            |                                                           |          
                   |        |  5/2 |    6 |          14.3285a                 |                    |            |                                                           |          
                   |        |      |      |                                   |                    |            |                                                           |           
3s2.3p4.(1D).13d   | 2S     |  1/2 |    2 |          14.3316                  |                    |            |                                                           |          
                   |        |      |      |                                   |                    |            |                                                           |           
3s2.3p4.(1D).14d   | 2P     |  3/2 |    4 |          14.3403a                 |                    |            |                                                           |          
                   |        |  1/2 |    2 |          14.3403a                 |                    |            |                                                           |          
                   |        |      |      |                                   |                    |            |                                                           |           
3s2.3p4.(1D).14d   | 2D     |  3/2 |    4 |          14.3403a                 |                    |            |                                                           |          
                   |        |  5/2 |    6 |          14.3403a                 |                    |            |                                                           |          
                   |        |      |      |                                   |                    |            |                                                           |           
3s2.3p4.(1D).15d   | 2P     |  1/2 |    2 |          14.3497a                 |                    |            |                                                           |          
                   |        |  3/2 |    4 |          14.3497a                 |                    |            |                                                           |          
                   |        |      |      |                                   |                    |            |                                                           |           
3s2.3p4.(1D).15d   | 2D     |  5/2 |    6 |          14.3497a                 |                    |            |                                                           |          
                   |        |  3/2 |    4 |          14.3497a                 |                    |            |                                                           |          
                   |        |      |      |                                   |                    |            |                                                           |           
3s2.3p4.(1D).16d   | 2P     |  3/2 |    4 |          14.3575a                 |                    |            |                                                           |          
                   |        |  1/2 |    2 |          14.3575a                 |                    |            |                                                           |          
                   |        |      |      |                                   |                    |            |                                                           |           
3s2.3p4.(1D).16d   | 2D     |  3/2 |    4 |          14.3575a                 |                    |            |                                                           |          
                   |        |  5/2 |    6 |          14.3575a                 |                    |            |                                                           |          
-------------------|--------|------|------|-----------------------------------|--------------------|------------|-----------------------------------------------------------|-----------
-------------------|--------|------|------|-----------------------------------|--------------------|------------|-----------------------------------------------------------|-----------
Cl II (3p4 1D<2>)  | Limit  |  --- |      |          14.41249                 |                    |            |                                                           |          
                   |        |      |      |                                   |                    |            |                                                           |           
3s2.3p4.(1S).3d    | 2D     |  5/2 |    6 |          14.687a                  |          0.012     |            |                                                           |          
                   |        |  3/2 |    4 |          14.687a                  |          0.012     |            |                                                           |          
                   |        |      |      |                                   |                    |            |                                                           |           
3s2.3p4.(1S).5s    | 2S     |  1/2 |    2 |          14.78a                   |                    |            |                                                           |          
                   |        |      |      |                                   |                    |            |                                                           |           
3s2.3p4.(1S).4d    | 2D     |  5/2 |    6 |          15.45a                   |          0.12      |            |                                                           |          
                   |        |  3/2 |    4 |          15.45a                   |          0.12      |            |                                                           |          
                   |        |      |      |                                   |                    |            |                                                           |           
3s2.3p4.(1S).6s    | 2S     |  1/2 |    2 |          15.5185a                 |                    |            |                                                           |          
                   |        |      |      |                                   |                    |            |                                                           |           
3s2.3p4.(1S).5d    | 2D     |  5/2 |    6 |          15.814a                  |          0.012     |            |                                                           |          
                   |        |  3/2 |    4 |          15.814a                  |          0.012     |            |                                                           |          
                   |        |      |      |                                   |                    |            |                                                           |           
3s2.3p4.(1S).7s    | 2S     |  1/2 |    2 |          15.8520a                 |                    |            |                                                           |          
                   |        |      |      |                                   |                    |            |                                                           |           
3s2.3p4.(1S).6d    | 2D     |  5/2 |    6 |          16.01a                   |          0.12      |            |                                                           |          
                   |        |  3/2 |    4 |          16.01a                   |          0.12      |            |                                                           |          
                   |        |      |      |                                   |                    |            |                                                           |           
3s2.3p4.(1S).8s    | 2S     |  1/2 |    2 |          16.0304a                 |                    |            |                                                           |          
                   |        |      |      |                                   |                    |            |                                                           |           
3s2.3p4.(1S).7d    | 2D     |  3/2 |    4 |          16.1205a                 |                    |            |                                                           |          
                   |        |  5/2 |    6 |          16.1205a                 |                    |            |                                                           |          
                   |        |      |      |                                   |                    |            |                                                           |           
3s2.3p4.(1S).9s    | 2S     |  1/2 |    2 |          16.135a                  |                    |            |                                                           |          
                   |        |      |      |                                   |                    |            |                                                           |           
3s2.3p4.(1S).8d    | 2D     |  3/2 |    4 |          16.1951a                 |                    |            |                                                           |          
                   |        |  5/2 |    6 |          16.1951a                 |                    |            |                                                           |          
                   |        |      |      |                                   |                    |            |                                                           |           
3s2.3p4.(1S).10s   | 2S     |  1/2 |    2 |          16.2037a                 |                    |            |                                                           |          
                   |        |      |      |                                   |                    |            |                                                           |           
3s2.3p4.(1S).9d    | 2D     |  3/2 |    4 |          16.2438a                 |                    |            |                                                           |          
                   |        |  5/2 |    6 |          16.2438a                 |                    |            |                                                           |          
                   |        |      |      |                                   |                    |            |                                                           |           
3s2.3p4.(1S).11s   | 2S     |  1/2 |    2 |          16.251a                  |                    |            |                                                           |          
                   |        |      |      |                                   |                    |            |                                                           |           
3s2.3p4.(1S).10d   | 2D     |  3/2 |    4 |          16.2795a                 |                    |            |                                                           |          
                   |        |  5/2 |    6 |          16.2795a                 |                    |            |                                                           |          
                   |        |      |      |                                   |                    |            |                                                           |           
3s2.3p4.(1S).12s   | 2S     |  1/2 |    2 |          16.284a                  |                    |            |                                                           |          
                   |        |      |      |                                   |                    |            |                                                           |           
3s2.3p4.(1S).11d   | 2D     |  3/2 |    4 |          16.3049a                 |                    |            |                                                           |          
                   |        |  5/2 |    6 |          16.3049a                 |                    |            |                                                           |          
                   |        |      |      |                                   |                    |            |                                                           |           
3s2.3p4.(1S).13s   | 2S     |  1/2 |    2 |          16.3083a                 |                    |            |                                                           |          
                   |        |      |      |                                   |                    |            |                                                           |           
3s2.3p4.(1S).12d   | 2D     |  5/2 |    6 |          16.3249a                 |                    |            |                                                           |          
                   |        |  3/2 |    4 |          16.3249a                 |                    |            |                                                           |          
                   |        |      |      |                                   |                    |            |                                                           |           
3s2.3p4.(1S).13d   | 2D     |  5/2 |    6 |          16.3400a                 |                    |            |                                                           |          
                   |        |  3/2 |    4 |          16.3400a                 |                    |            |                                                           |          
                   |        |      |      |                                   |                    |            |                                                           |           
3s2.3p4.(1S).14d   | 2D     |  5/2 |    6 |          16.3515a                 |                    |            |                                                           |          
                   |        |  3/2 |    4 |          16.3515a                 |                    |            |                                                           |          
                   |        |      |      |                                   |                    |            |                                                           |           
3s2.3p4.(1S).15d   | 2D     |  5/2 |    6 |          16.3611a                 |                    |            |                                                           |          
                   |        |  3/2 |    4 |          16.3611a                 |                    |            |                                                           |          
                   |        |      |      |                                   |                    |            |                                                           |           
3s2.3p4.(1S).16d   | 2D     |  3/2 |    4 |          16.3690a                 |                    |            |                                                           |          
                   |        |  5/2 |    6 |          16.3690a                 |                    |            |                                                           |          
-------------------|--------|------|------|-----------------------------------|--------------------|------------|-----------------------------------------------------------|-----------
-------------------|--------|------|------|-----------------------------------|--------------------|------------|-----------------------------------------------------------|-----------
Cl II (3p4 1S<0>)  | Limit  |  --- |      |          16.42406                 |                    |            |                                                           |          
----------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
