--------------------------------------------------------------------------------------------------------------------------------------------------------------------------
Configuration        | Term      |   J |    g |           Level (eV) |     Uncertainty (eV) |   Landé | Leading percentages                                | Reference
                     |           |   1 |    3 |         8.0503863    |          0.0000009   |   0.46? |  88                                                | L20009,L8201
                     |           |     |      |                      |                      |         |                                                    |              
3d2.(3F).4s.4p.(3P*) | x 5D*     |   0 |    1 |         8.1559854    |          0.0000024   |         |  93         :     5  3d2.(3P).4s.4p.(3P*) 5D*      |       L20009
                     |           |   1 |    3 |         8.1601066    |          0.0000014   |         |  93         :     5  3d2.(3P).4s.4p.(3P*) 5D*      |       L20009
                     |           |   2 |    5 |         8.1686873    |          0.0000007   |         |  92                                                |       L20009
                     |           |   3 |    7 |         8.1824471    |          0.0000006   |         |  92                                                |       L20009
                     |           |   4 |    9 |         8.2025189    |          0.0000006   |         |  93                                                |       L20009
                     |           |     |      |                      |                      |         |                                                    |              
3d3.(2F).4p          | x 1G*     |   4 |    9 |         8.1569579    |          0.0000004   |   0.94  |  86         :    11  3d3.(2H).4p          1G*      | L20009,L8201
                     |           |     |      |                      |                      |         |                                                    |              
3d3.(2F).4p          | x 1F*     |   3 |    7 |         8.2206402    |          0.0000004   |   0.95  |  75         :    20  3d2.(3F).4s.(2F).4p  1F*      | L20009,L8201
                     |           |     |      |                      |                      |         |                                                    |              
3d2.(3F).4s.4p.(3P*) | v 3F*     |   2 |    5 |         8.3984117    |          0.0000005   |         |  81         :     7  3d2.(1D).4s.4p.(3P*) 3F*      |       L20009
                     |           |   3 |    7 |         8.4191463    |          0.0000005   |         |  81         :     7  3d2.(1D).4s.4p.(3P*) 3F*      |       L20009
                     |           |   4 |    9 |         8.4491733    |          0.0000004   |         |  82         :     7  3d2.(1D).4s.4p.(3P*) 3F*      |       L20009
                     |           |     |      |                      |                      |         |                                                    |              
3d2.(3F).4s.4p.(3P*) | u 3D*     |   1 |    3 |         8.5250822    |          0.0000007   |         |  78         :     8  3d2.(3P).4s.4p.(3P*) 3D*      |       L20009
                     |           |   2 |    5 |         8.5298148    |          0.0000006   |         |  77         :     8  3d2.(3P).4s.4p.(3P*) 3D*      |       L20009
                     |           |   3 |    7 |         8.5480963    |          0.0000004   |         |  78         :     8  3d2.(3P).4s.4p.(3P*) 3D*      |       L20009
                     |           |     |      |                      |                      |         |                                                    |              
3d3.(4F).5s          | 5F        |   1 |    3 |         8.5730590    |          0.0000007   |         | 100                                                |       L20009
                     |           |   2 |    5 |         8.5832173    |          0.0000006   |         |  99                                                |       L20009
                     |           |   3 |    7 |         8.5986178    |          0.0000003   |         |  99                                                |       L20009
                     |           |   4 |    9 |         8.6191987    |          0.0000003   |         |  99                                                |       L20009
                     |           |   5 |   11 |         8.6447033    |          0.0000005   |   1.39  | 100                                                | L20009,L8201
                     |           |     |      |                      |                      |         |                                                    |              
3d2.(3F).4s.4p.(3P*) | v 3G*     |   3 |    7 |         8.6347796    |          0.0000004   |         |  92                                                |       L20009
                     |           |   4 |    9 |         8.6679863    |          0.0000004   |         |  94                                                |       L20009
                     |           |   5 |   11 |         8.7071373    |          0.0000004   |         |  94                                                |       L20009
                     |           |     |      |                      |                      |         |                                                    |              
3d3.(4F).5s          | 3F        |   2 |    5 |         8.7304144    |          0.0000003   |         |  99                                                |       L20009
                     |           |   3 |    7 |         8.75698307   |          0.00000019  |   1.06  |  99                                                | L20009,L8201
                     |           |   4 |    9 |         8.79030191   |          0.00000022  |   1.23  |  99                                                | L20009,L8201
                     |           |     |      |                      |                      |         |                                                    |              
3d2.(3F).4s.4p.(3P*) | 1D*       |   2 |    5 |         8.7933863    |          0.0000004   |         |  80         :    10  3d2.(3P).4s.4p.(3P*) 1D*      |       L20009
                     |           |     |      |                      |                      |         |                                                    |              
3d2.(3F).4s.4p.(3P*) | 1F*       |   3 |    7 |         8.7949591    |          0.0000004   |         |  75         :    17  3d3.(2F).4p          1F*      |       L20009
                     |           |     |      |                      |                      |         |                                                    |              
3d3.(4F).4d          | e 5H      |   3 |    7 |         8.98248154   |          0.00000024  |         |  98                                                |       L20009
                     |           |   4 |    9 |         8.99521425   |          0.00000023  |         |  98                                                |       L20009
                     |           |   5 |   11 |         9.0112775    |          0.0000004   |         |  98                                                |       L20009
                     |           |   6 |   13 |         9.0307088    |          0.0000003   |         |  98                                                |       L20009
                     |           |   7 |   15 |         9.0534678    |          0.0000003   |         |  99                                                |       L20009
                     |           |     |      |                      |                      |         |                                                    |              
3d3.(4F).4d          | e 5P      |   1 |    3 |         8.9911634    |          0.0000004   |         |  99                                                |       L20009
                     |           |   2 |    5 |         9.01054180   |          0.00000019  |         |  98                                                |       L20009
                     |           |   3 |    7 |         9.03956353   |          0.00000019  |         |  98                                                |       L20009
                     |           |     |      |                      |                      |         |                                                    |              
3d3.(4F).4d          | 5F        |   1 |    3 |         9.0309279    |          0.0000003   |         |  91         :     7  3d3.(4F).4d          3D       |       L20009
                     |           |   2 |    5 |         9.05423269   |          0.00000019  |         |  69         :    28  3d3.(4F).4d          5G       |       L20009
                     |           |   3 |    7 |         9.06899089   |          0.00000018  |         |  61         :    37  3d3.(4F).4d          5G       |       L20009
                     |           |   4 |    9 |         9.08548048   |          0.00000023  |         |  57         :    41  3d3.(4F).4d          5G       |       L20009
                     |           |   5 |   11 |         9.10258865   |          0.00000016  |         |  53         :    45  3d3.(4F).4d          5G       |       L20009
                     |           |     |      |                      |                      |         |                                                    |              
3d3.(4F).4d          | 5G        |   2 |    5 |         9.03572726   |          0.00000016  |         |  71         :    27  3d3.(4F).4d          5F       |       L20009
                     |           |   3 |    7 |         9.04484033   |          0.00000019  |         |  62         :    37  3d3.(4F).4d          5F       |       L20009
                     |           |   4 |    9 |         9.05874640   |          0.00000015  |         |  57         :    41  3d3.(4F).4d          5F       |       L20009
                     |           |   5 |   11 |         9.07853864   |          0.00000018  |         |  53         :    46  3d3.(4F).4d          5F       |       L20009
                     |           |   6 |   13 |         9.11281028   |          0.00000021  |         |  98                                                |       L20009
                     |           |     |      |                      |                      |         |                                                    |              
3d3.(4F).4d          | 3D        |   1 |    3 |         9.0733669    |          0.0000004   |         |  89         :     7  3d3.(4F).4d          5F       |       L20009
                     |           |   2 |    5 |         9.0892901    |          0.0000003   |         |  92                                                |       L20009
                     |           |   3 |    7 |         9.11664624   |          0.00000018  |         |  94                                                |       L20009
                     |           |     |      |                      |                      |         |                                                    |              
3d2.(3P).4s.4p.(3P*) | x 3S*     |   1 |    3 |         9.2644914    |          0.0000019   |         |  91                                                |       L20009
                     |           |     |      |                      |                      |         |                                                    |              
3d3.(4F).4d          | 3P        |   0 |    1 |         9.2925645    |          0.0000019   |         |  95                                                |       L20009
                     |           |   1 |    3 |         9.3088252    |          0.0000006   |         |  94                                                |       L20009
                     |           |   2 |    5 |         9.3404582    |          0.0000004   |         |  94                                                |       L20009
                     |           |     |      |                      |                      |         |                                                    |              
3d3.(4F).4d          | 3H        |   4 |    9 |         9.3162519    |          0.0000004   |         |  94                                                |       L20009
                     |           |   5 |   11 |         9.3417512    |          0.0000004   |         |  94                                                |       L20009
                     |           |   6 |   13 |         9.3722732    |          0.0000003   |         |  95                                                |       L20009
                     |           |     |      |                      |                      |         |                                                    |              
3d2.(3P).4s.4p.(3P*) | w 5D*     |   1 |    3 |         9.33354†     |          0.00003     |         |  93         :     5  3d2.(3F).4s.4p.(3P*) 5D*      |       L20009
                     |           |   2 |    5 |         9.348549     |          0.000016    |         |  91         :     5  3d2.(3F).4s.4p.(3P*) 5D*      |       L20009
                     |           |   3 |    7 |         9.369990     |          0.000019    |         |  86         :     5  3d2.(3F).4s.4p.(3P*) 5D*      |       L20009
                     |           |   4 |    9 |         9.401081     |          0.000012    |         |  82         :    11  3d2.(1D).4s.4p.(3P*) 3F*      |       L20009
                     |           |     |      |                      |                      |         |                                                    |              
3d3.(4F).4d          | 3G        |   3 |    7 |         9.3512493    |          0.0000004   |         |  93                                                |       L20009
                     |           |   4 |    9 |         9.3751146    |          0.0000003   |         |  91                                                |       L20009
                     |           |   5 |   11 |         9.40472473   |          0.00000024  |         |  94                                                |       L20009
                     |           |     |      |                      |                      |         |                                                    |              
3d3.(2D1).4p         | t 3D*     |   1 |    3 |         9.3875920    |          0.0000017   |   0.50? |  64         :    19  3d3.(2D2).4p         3D*      | L20009,L8201
                     |           |   2 |    5 |         9.3928159    |          0.0000009   |   1.14? |  58         :    16  3d3.(2D2).4p         3D*      | L20009,L8201
                     |           |   3 |    7 |         9.4039493    |          0.0000009   |   1.27? |  62         :    17  3d3.(2D2).4p         3D*      | L20009,L8201
                     |           |     |      |                      |                      |         |                                                    |              
3d3.(4F).4d          | 3F        |   2 |    5 |         9.3996750    |          0.0000005   |         |  92                                                |       L20009
                     |           |   3 |    7 |         9.4185984    |          0.0000004   |         |  90                                                |       L20009
                     |           |   4 |    9 |         9.4405353    |          0.0000003   |         |  89                                                |       L20009
                     |           |     |      |                      |                      |         |                                                    |              
3d2.(3P).4s.4p.(3P*) | y 1S*     |   0 |    1 |         9.400633     |          0.000019    |         |  83         :    14  3d2.(1D).4s.4p.(3P*) 3P*      |       L20009
                     |           |     |      |                      |                      |         |                                                    |              
3d2.(1D).4s.4p.(3P*) | u 3F*     |   2 |    5 |         9.4501028    |          0.0000025   |         |  74         :     7  3d3.(2D1).4p         3D*      |       L20009
                     |           |   3 |    7 |         9.4705549    |          0.0000021   |         |  75         :     6  3d2.(3F).4s.4p.(3P*) 3F*      |       L20009
                     |           |   4 |    9 |         9.502587     |          0.000003    |         |  70         :    12  3d2.(3P).4s.4p.(3P*) 5D*      |       L20009
                     |           |     |      |                      |                      |         |                                                    |              
3d2.(1D).4s.4p.(3P*) | w 3P*     |   2 |    5 |         9.454073     |          0.000007    |         |  91                                                |       L20009
                     |           |   1 |    3 |         9.479173     |          0.000020    |         |  91                                                |       L20009
                     |           |   0 |    1 |         9.48751†     |          0.00009     |         |  80         :    15  3d2.(3P).4s.4p.(3P*) 1S*      |       L20009
                     |           |     |      |                      |                      |         |                                                    |              
3d3.(4F).4d          | 5D        |   0 |    1 |         9.4576841    |          0.0000005   |         |  92         :     5  3d3.(4P).4d          5D       |       L20009
                     |           |   1 |    3 |         9.4628080    |          0.0000005   |         |  92         :     5  3d3.(4P).4d          5D       |       L20009
                     |           |   2 |    5 |         9.4728480    |          0.0000003   |         |  92         :     5  3d3.(4P).4d          5D       |       L20009
                     |           |   3 |    7 |         9.4874390    |          0.0000004   |         |  92         :     5  3d3.(4P).4d          5D       |       L20009
                     |           |   4 |    9 |         9.5062529    |          0.0000003   |         |  91         :     5  3d3.(4P).4d          5D       |       L20009
                     |           |     |      |                      |                      |         |                                                    |              
3d2.(1D).4s.4p.(3P*) | s 3D*     |   1 |    3 |         9.615616     |          0.000009    |         |  65         :    14  3d2.(3P).4s.4p.(3P*) 5P*      |       L20009
                     |           |   2 |    5 |         9.626153     |          0.000009    |         |  36         :    34  3d2.(3P).4s.4p.(3P*) 5P*      |       L20009
                     |           |     |      |                      |                      |         |                                                    |              
3d3.(2D1).4p         | v 1D*     |   2 |    5 |         9.6215950    |          0.0000017   |         |  51         :    21  3d3.(2D2).4p         1D*      |       L20009
                     |           |     |      |                      |                      |         |                                                    |              
3d3.(2D1).4p         | 3F*       |   3 |    7 |         9.631857     |          0.000010    |         |  54         :    21  3d3.(2D2).4p         3F*      |       L20009
                     |           |     |      |                      |                      |         |                                                    |              
3d2.(1D).4s.4p.(3P*) | 3D*       |   3 |    7 |         9.6511662    |          0.0000009   |         |  41         :    37  3d2.(3P).4s.4p.(3P*) 5P*      |       L20009
                     |           |     |      |                      |                      |         |                                                    |              
3d2.(3P).4s.4p.(3P*) | y 5P*     |   1 |    3 |         9.652646     |          0.000025    |         |  84         :    12  3d2.(1D).4s.4p.(3P*) 3D*      |       L20009
                     |           |   2 |    5 |         9.671620     |          0.000005    |         |  60         :    31  3d2.(1D).4s.4p.(3P*) 3D*      |       L20009
                     |           |   3 |    7 |         9.708094     |          0.000005    |         |  58         :    35  3d2.(1D).4s.4p.(3P*) 3D*      |       L20009
                     |           |     |      |                      |                      |         |                                                    |              
3d3.(2D1).4p         | t 3F*     |   2 |    5 |         9.653045     |          0.000005    |         |  46         :    18  3d3.(2D2).4p         3F*      |       L20009
                     |           |   4 |    9 |         9.6669141    |          0.0000014   |         |  61         :    24  3d3.(2D2).4p         3F*      |       L20009
                     |           |     |      |                      |                      |         |                                                    |              
3d3.(2D1).4p         | v 3P*     |   2 |    5 |         9.722447     |          0.000003    |         |  63         :    19  3d3.(2D2).4p         3P*      |       L20009
                     |           |   1 |    3 |         9.741339     |          0.000004    |         |  63         :    19  3d3.(2D2).4p         3P*      |       L20009
                     |           |   0 |    1 |         9.750641     |          0.000003    |         |  63         :    19  3d3.(2D2).4p         3P*      |       L20009
                     |           |     |      |                      |                      |         |                                                    |              
3d3.(4F).5p          | 3D*       |   1 |    3 |         9.826890†    |          0.000005    |         |  79         :     6  3d3.(4F).5p          5F*      |       L20009
                     |           |   2 |    5 |         9.848701     |          0.000004    |         |  76         :     5  3d3.(4F).5p          5F*      |       L20009
                     |           |   3 |    7 |         9.881174     |          0.000004    |         |  69         :    13  3d3.(4F).5p          5D*      |       L20009
                     |           |     |      |                      |                      |         |                                                    |              
3d3.(2D1).4p         | u 1F*     |   3 |    7 |         9.8353722    |          0.0000005   |         |  73         :    19  3d3.(2D2).4p         1F*      |       L20009
                     |           |     |      |                      |                      |         |                                                    |              
3d3.(4F).5p          | 3F*       |   2 |    5 |         9.900593     |          0.000004    |         |  61         :    13  3d3.(4F).5p          5F*      |       L20009
                     |           |   3 |    7 |         9.925883     |          0.000004    |         |  62         :     9  3d3.(4F).5p          5F*      |       L20009
                     |           |   4 |    9 |         9.955694     |          0.000004    |         |  53         :    30  3d3.(4F).5p          5D*      |       L20009
                     |           |     |      |                      |                      |         |                                                    |              
3d2.(1G).4s.4p.(3P*) | u 3G*     |   3 |    7 |         9.9040123    |          0.0000012   |         |  55         :    26  3d3.(4F).5p.(2P*)    3G*      |       L20009
                     |           |   4 |    9 |         9.9203636    |          0.0000010   |         |  67         :    14  3d3.(4F).5p.(2P*)    3G*      |       L20009
                     |           |     |      |                      |                      |         |                                                    |              
3d3.(4F).5p          | 5F*       |   5 |   11 |         9.9380262    |          0.0000021   |         |  50         :    42  3d2.(1G).4s.(2G).4p  3G*      |       L20009
                     |           |     |      |                      |                      |         |                                                    |              
3d3.(4F).5p          | 3G*       |   3 |    7 |         9.976157     |          0.000004    |         |  70         :    27  3d2.(1G).4s.(2G).4p  3G*      |       L20009
                     |           |   4 |    9 |         9.992586     |          0.000006    |         |  78         :    17  3d2.(1G).4s.(2G).4p  3G*      |       L20009
                     |           |   5 |   11 |        10.013916     |          0.000004    |         |  87         :    10  3d2.(1G).4s.(2G).4p  3G*      |       L20009
                     |           |     |      |                      |                      |         |                                                    |              
3d3.(4P).5s          | 5P        |   1 |    3 |         9.9859769    |          0.0000005   |         |  99                                                |       L20009
                     |           |   2 |    5 |         9.9960083    |          0.0000004   |         |  99                                                |       L20009
                     |           |   3 |    7 |        10.0157445    |          0.0000004   |         |  99                                                |       L20009
                     |           |     |      |                      |                      |         |                                                    |              
3d3.(2G).5s          | 3G        |   3 |    7 |        10.0754054    |          0.0000011   |         |  99                                                |       L20009
                     |           |   4 |    9 |        10.0852482    |          0.0000005   |         |  97                                                |       L20009
                     |           |   5 |   11 |        10.1026389    |          0.0000009   |         |  99                                                |       L20009
                     |           |     |      |                      |                      |         |                                                    |              
3d3.(4P).5s          | 3P        |   0 |    1 |        10.1257314    |          0.0000020   |         |  99                                                |       L20009
                     |           |   1 |    3 |        10.1339900    |          0.0000009   |         |  98                                                |       L20009
                     |           |   2 |    5 |        10.1560823    |          0.0000006   |         |  99                                                |       L20009
                     |           |     |      |                      |                      |         |                                                    |              
3d3.(2G).5s          | 1G        |   4 |    9 |        10.1698933    |          0.0000003   |         |  97                                                |       L20009
                     |           |     |      |                      |                      |         |                                                    |              
3d3.(2D1).4p         | x 1P*     |   1 |    3 |        10.212152†    |          0.000009    |         |  36         :    19  3d2.(3P).4s.(2P).4p  3D*      |       L20009
                     |           |     |      |                      |                      |         |                                                    |              
3d2.(3P).4s.4p.(3P*) | r 3D*     |   1 |    3 |        10.2284229    |          0.0000019   |         |  46         :    22  3d3.(2D1).4p         1P*      |       L20009
                     |           |   2 |    5 |        10.2402568    |          0.0000012   |         |  74         :     9  3d2.(1D).4s.4p.(3P*) 3D*      |       L20009
                     |           |   3 |    7 |        10.2553671    |          0.0000010   |         |  75         :     8  3d2.(3F).4s.4p.(3P*) 3D*      |       L20009
                     |           |     |      |                      |                      |         |                                                    |              
3d2.(1G).4s.4p.(3P*) | x 3H*     |   4 |    9 |        10.410079     |          0.000019    |         |  99                                                |       L20009
                     |           |   5 |   11 |        10.431701     |          0.000022    |         |  99                                                |       L20009
                     |           |   6 |   13 |        10.457207     |          0.000022    |         |  99                                                |       L20009
                     |           |     |      |                      |                      |         |                                                    |              
3d3.(4P).4d          | 5F        |   1 |    3 |        10.459257     |          0.000006    |         |  47         :    34  3d3.(4P).4d          3D       |       L20009
                     |           |     |      |                      |                      |         |                                                    |              
3d2.(3F).4s.4p.(1P*) | t 3G*     |   3 |    7 |        10.4637593    |          0.0000024   |         |  79         :     8  3d2.(1G).4s.4p.(3P*) 3G*      |       L20009
                     |           |   4 |    9 |        10.4975039    |          0.0000007   |         |  80         :     7  3d2.(1G).4s.4p.(3P*) 3G*      |       L20009
                     |           |   5 |   11 |        10.5382047    |          0.0000006   |         |  82         :     6  3d2.(1G).4s.4p.(3P*) 3G*      |       L20009
                     |           |     |      |                      |                      |         |                                                    |              
3d3.(4P).4d          | 3D        |   2 |    5 |        10.465057     |          0.000006    |         |  40         :    30  3d3.(4P).4d          5F       |       L20009
                     |           |   3 |    7 |        10.4716944    |          0.0000015   |         |  46         :    31  3d3.(4P).4d          5F       |       L20009
                     |           |     |      |                      |                      |         |                                                    |              
3d3.(2G).4d          | 1F        |   3 |    7 |        10.4944417    |          0.0000016   |         |  85         :     9  3d3.(2G).4d          3G       |       L20009
                     |           |     |      |                      |                      |         |                                                    |              
3d3.(2G).4d          | 3I        |   5 |   11 |        10.506706     |          0.000006    |         |  97                                                |       L20009
                     |           |   6 |   13 |        10.521272     |          0.000007    |         |  97                                                |       L20009
                     |           |   7 |   15 |        10.539279     |          0.000007    |         |  98                                                |       L20009
                     |           |     |      |                      |                      |         |                                                    |              
3d2.(3P).4s.4p.(3P*) | u 3P*     |   0 |    1 |        10.52321      |          0.00003     |         |  86         :     8  3d3.(2D1).4p         3P*      |       L20009
                     |           |   1 |    3 |        10.533645     |          0.000014    |         |  86         :     8  3d3.(2D1).4p         3P*      |       L20009
                     |           |   2 |    5 |        10.551389     |          0.000010    |         |  76         :     6  3d3.(2D1).4p         3P*      |       L20009
                     |           |     |      |                      |                      |         |                                                    |              
3d3.(2G).4d          | 1H        |   5 |   11 |        10.5258743    |          0.0000010   |         |  90         :     6  3d3.(2G).4d          3H       |       L20009
                     |           |     |      |                      |                      |         |                                                    |              
3d3.(4P).4d          | 5P        |   3 |    7 |        10.5385763    |          0.0000011   |         |  88         :     8  3d3.(4P).4d          5D       |       L20009
                     |           |   2 |    5 |        10.5443065    |          0.0000015   |         |  78         :    18  3d3.(4P).4d          5D       |       L20009
                     |           |   1 |    3 |        10.5506149    |          0.0000016   |         |  64         :    31  3d3.(4P).4d          5D       |       L20009
                     |           |     |      |                      |                      |         |                                                    |              
3d3.(2G).4d          | 3G        |   4 |    9 |        10.5461847    |          0.0000010   |         |  86                                                |       L20009
                     |           |   3 |    7 |        10.548190     |          0.000009    |         |  79         :    10  3d3.(2G).4d          1F       |       L20009
                     |           |   5 |   11 |        10.5560592    |          0.0000009   |         |  84                                                |       L20009
                     |           |     |      |                      |                      |         |                                                    |              
3d2.(3F).4s.4p.(1P*) | s 3F*     |   2 |    5 |        10.5545053    |          0.0000016   |         |  63         :    16  3d3.(4F).5p.(2P*)    3F*      |       L20009
                     |           |   3 |    7 |        10.5850932    |          0.0000009   |         |  69         :    16  3d3.(4F).5p.(2P*)    3F*      |       L20009
                     |           |   4 |    9 |        10.6244437    |          0.0000006   |         |  69         :    16  3d3.(4F).5p.(2P*)    3F*      |       L20009
                     |           |     |      |                      |                      |         |                                                    |              
3d3.(2G).4d          | 3H        |   4 |    9 |        10.5584501    |          0.0000007   |         |  89         :     6  3d3.(2H).4d          3H       |       L20009
                     |           |   5 |   11 |        10.5760893    |          0.0000007   |         |  81         :     7  3d3.(2G).4d          1H       |       L20009
                     |           |   6 |   13 |        10.5902224    |          0.0000005   |         |  90         :     5  3d3.(2H).4d          3H       |       L20009
                     |           |     |      |                      |                      |         |                                                    |              
3d2.(3P).4s.4p.(3P*) | u 1D*     |   2 |    5 |        10.6171382    |          0.0000012   |         |  71         :    11  3d2.(3F).4s.4p.(3P*) 1D*      |       L20009
                     |           |     |      |                      |                      |         |                                                    |              
3d3.(4P).4d          | 3F        |   2 |    5 |        10.6628329    |          0.0000025   |         |  44         :    30  3d3.(2G).4d          3F       |       L20009
                     |           |   3 |    7 |        10.6767491    |          0.0000019   |         |  43         :    36  3d3.(2G).4d          3F       |       L20009
                     |           |   4 |    9 |        10.6888080    |          0.0000010   |         |  42         :    42  3d3.(2G).4d          3F       |       L20009
                     |           |     |      |                      |                      |         |                                                    |              
3d3.(2H).5s          | 3H        |   4 |    9 |        10.6661251    |          0.0000007   |         |  98                                                |       L20009
                     |           |   5 |   11 |        10.6740140    |          0.0000006   |         |  97                                                |       L20009
                     |           |   6 |   13 |        10.6864149    |          0.0000005   |         |  98                                                |       L20009
                     |           |     |      |                      |                      |         |                                                    |              
3d2.(3F).4s.4p.(1P*) | q 3D*     |   1 |    3 |        10.6696018    |          0.0000021   |         |  69         :     7  3d3.(4P).5p.(2P*)    3D*      |       L20009
                     |           |   2 |    5 |        10.7006249    |          0.0000012   |         |  68         :     7  3d3.(4P).5p.(2P*)    3D*      |       L20009
                     |           |   3 |    7 |        10.743434     |          0.000011    |         |  69         :     7  3d3.(4P).5p.(2P*)    3D*      |       L20009
                     |           |     |      |                      |                      |         |                                                    |              
3d3.(2G).4d          | 1I        |   6 |   13 |        10.7189008    |          0.0000005   |         |  87         :    11  3d3.(2H).4d          1I       |       L20009
                     |           |     |      |                      |                      |         |                                                    |              
3d3.(2H).5s          | 1H        |   5 |   11 |        10.7577222    |          0.0000005   |         |  97                                                |       L20009
                     |           |     |      |                      |                      |         |                                                    |              
3d3.(4P).4d          | 3P        |   1 |    3 |        10.809582     |          0.000010    |         |  50         :    29  3d3.(2P).4d          1P       |       L20009
                     |           |   2 |    5 |        10.813388     |          0.000006    |         |  73         :    13  3d3.(2P).4d          3P       |       L20009
                     |           |   0 |    1 |        10.815202     |          0.000007    |         |  76         :    14  3d3.(2P).4d          3P       |       L20009
                     |           |     |      |                      |                      |         |                                                    |              
3d3.(2G).4d          | 1G        |   4 |    9 |        10.843416     |          0.000010    |         |  72         :    19  3d3.(2D2).4d         1G       |       L20009
                     |           |     |      |                      |                      |         |                                                    |              
3d2.(1G).4s.4p.(3P*) | r 3F*     |   4 |    9 |        10.8845362    |          0.0000017   |         |  91                                                |       L20009
                     |           |   3 |    7 |        10.902361     |          0.000003    |         |  91                                                |       L20009
                     |           |   2 |    5 |        10.9158533    |          0.0000019   |         |  91                                                |       L20009
                     |           |     |      |                      |                      |         |                                                    |              
3d3.(2H).4d          | 3I        |   5 |   11 |        11.0271549    |          0.0000014   |         |  96                                                |       L20009
                     |           |   6 |   13 |        11.0352854    |          0.0000007   |         |  97                                                |       L20009
                     |           |   7 |   15 |        11.0448557    |          0.0000006   |         |  98                                                |       L20009
                     |           |     |      |                      |                      |         |                                                    |              
3d3.(2H).4d          | 1H        |   5 |   11 |        11.0412075    |          0.0000017   |         |  96                                                |       L20009
                     |           |     |      |                      |                      |         |                                                    |              
3d3.(4F<3/2>).4f     | 2[9/2]*   |   4 |    9 |        11.181208     |          0.000004    |         |  93         :     6  3d3.(4F<5/2>).4f     2[9/2]*  |       L20009
                     |           |   5 |   11 |        11.186870     |          0.000003    |         |  80         :    16  3d3.(4F<5/2>).4f     2[11/2]* |       L20009
                     |           |     |      |                      |                      |         |                                                    |              
3d3.(4F<3/2>).4f     | 2[5/2]*   |   3 |    7 |        11.1882023    |          0.0000021   |         |  44         :    48  3d3.(4F<3/2>).4f     2[7/2]*  |       L20009
                     |           |   2 |    5 |        11.1897781    |          0.0000020   |         |  89         :     7  3d3.(4F<5/2>).4f     2[5/2]*  |       L20009
                     |           |     |      |                      |                      |         |                                                    |              
3d3.(4F<3/2>).4f     | 2[7/2]*   |   3 |    7 |        11.193343     |          0.000004    |         |  44         :    26  3d3.(4F<3/2>).4f     2[5/2]*  |       L20009
                     |           |   4 |    9 |        11.197067     |          0.000004    |         |  84         :    15  3d3.(4F<5/2>).4f     2[9/2]*  |       L20009
                     |           |     |      |                      |                      |         |                                                    |              
3d3.(4F<5/2>).4f     | 2[11/2]*  |   6 |   13 |        11.2026560    |          0.0000024   |         |  91         :     7  3d3.(4F<7/2>).4f     2[13/2]* |       L20009
                     |           |   5 |   11 |        11.205176     |          0.000003    |         |  78         :    17  3d3.(4F<3/2>).4f     2[9/2]*  |       L20009
                     |           |     |      |                      |                      |         |                                                    |              
3d3.(4F<5/2>).4f     | 2[1/2]*   |   1 |    3 |        11.204384     |          0.000003    |         |  57         :    17  3d3.(4F<3/2>).4f     2[3/2]*  |       L20009
                     |           |   0 |    1 |        11.211258†    |          0.000006    |         |  91         :     7  3d3.(4F<7/2>).4f     2[1/2]*  |       L20009
                     |           |     |      |                      |                      |         |                                                    |              
3d3.(4F<5/2>).4f     | 2[3/2]*   |   1 |    3 |        11.205618     |          0.000003    |         |  66         :    13  3d3.(4F<5/2>).4f     2[1/2]*  |       L20009
                     |           |   2 |    5 |        11.206550     |          0.000003    |         |  60         :    18  3d3.(4F<5/2>).4f     2[5/2]*  |       L20009
                     |           |     |      |                      |                      |         |                                                    |              
3d3.(2H).4d          | 1F        |   3 |    7 |        11.205878     |          0.000010    |         |  56         :    28  3d3.(2D2).4d         1F       |       L20009
                     |           |     |      |                      |                      |         |                                                    |              
3d3.(4F<5/2>).4f     | 2[7/2]*   |   3 |    7 |        11.2097880    |          0.0000017   |         |  50         :    27  3d3.(4F<5/2>).4f     2[5/2]*  |       L20009
                     |           |   4 |    9 |        11.2122986    |          0.0000016   |         |  81         :     8  3d3.(4F<5/2>).4f     2[9/2]*  |       L20009
                     |           |     |      |                      |                      |         |                                                    |              
3d3.(4F<5/2>).4f     | 2[9/2]*   |   5 |   11 |        11.2118258    |          0.0000021   |         |  91                                                |       L20009
                     |           |   4 |    9 |        11.2159089    |          0.0000022   |         |  63         :    15  3d3.(4F<5/2>).4f     2[7/2]*  |       L20009
                     |           |     |      |                      |                      |         |                                                    |              
3d3.(4F<7/2>).4f     | 2[3/2]*   |   2 |    5 |        11.220338     |          0.000004    |         |  40         :    20  3d3.(4F<7/2>).4f     2[5/2]*  |       L20009
                     |           |   1 |    3 |        11.241479     |          0.000003    |         |  54         :    22  3d3.(4P<1/2>).5p     2[3/2]*  |       L20009
                     |           |     |      |                      |                      |         |                                                    |              
3d3.(4F<7/2>).4f     | 2[13/2]*  |   7 |   15 |        11.224263     |          0.000004    |         |  96                                                |       L20009
                     |           |   6 |   13 |        11.2305391    |          0.0000020   |         |  66         :    22  3d3.(4F<7/2>).4f     2[11/2]* |       L20009
                     |           |     |      |                      |                      |         |                                                    |              
