------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
Configuration         | Term   |   J |    g |          Level (eV) |     Uncertainty (eV) |     Landé | Leading percentages                                 | Reference
3d5.(6S).6s           | f 5S   |   2 |    5 |        5.69928150   |          0.00000021  |           |                                                     |           L18327
                      |        |     |      |                     |                      |           |                                                     |                  
3d5.(4P).4p           | y 3D*  |   1 |    3 |        5.71282476   |          0.00000021  |           |  22             :    19  3d5.(4D).4p           5F*  |     L18327,L7185
                      |        |   2 |    5 |        5.71681487   |          0.00000018  |   1.24    |  23             :    14  3d5.(4D).4p           5F*  |     L18327,L7185
                      |        |   3 |    7 |        5.72489449   |          0.00000018  |   1.33    |  37             :    15  3d4.(3F1).4s.4p.(3P*) 5D*  |     L18327,L7185
                      |        |     |      |                     |                      |           |                                                     |                  
3d4.(3F1).4s.4p.(3P*) | w 5D*  |   0 |    1 |        5.7133474    |          0.0000003   |           |  40             :    25  3d4.(3P1).4s.4p.(3P*) 5D*  |     L18327,L7185
                      |        |   1 |    3 |        5.74025065   |          0.00000020  |           |  42             :    20  3d4.(3P1).4s.4p.(3P*) 5D*  |     L18327,L7185
                      |        |   2 |    5 |        5.74659535   |          0.00000019  |           |  40             :    22  3d4.(3P1).4s.4p.(3P*) 5D*  |     L18327,L7185
                      |        |   3 |    7 |        5.74893268   |          0.00000018  |           |  36             :    27  3d4.(3P1).4s.4p.(3P*) 5D*  |     L18327,L7185
                      |        |   4 |    9 |        5.75564677   |          0.00000023  |           |  39             :    34  3d4.(3P1).4s.4p.(3P*) 5D*  |     L18327,L7185
                      |        |     |      |                     |                      |           |                                                     |                  
3d4.4s.5s             | f 7D   |   1 |    3 |        5.75889597   |          0.00000023  |   2.99    |                                                     |     L18327,L7185
                      |        |   2 |    5 |        5.76835470   |          0.00000019  |   1.99    |                                                     |     L18327,L7185
                      |        |   3 |    7 |        5.78227962   |          0.00000018  |   1.77    |                                                     |     L18327,L7185
                      |        |   4 |    9 |        5.80035925   |          0.00000018  |   1.63    |                                                     |     L18327,L7185
                      |        |   5 |   11 |        5.82217709   |          0.00000021  |   1.61    |                                                     |     L18327,L7185
                      |        |     |      |                     |                      |           |                                                     |                  
3d4.(3G).4s.4p.(3P*)  | w 5F*  |   2 |    5 |        5.78723064   |          0.00000023  |           |  20             :    18  3d5.(4D).4p           5F*  |     L18327,L7185
                      |        |   1 |    3 |        5.7873809    |          0.0000005   |           |  21             :    18  3d5.(4D).4p           5F*  |     L18327,L7185
                      |        |   3 |    7 |        5.78860229   |          0.00000018  |   1.25    |  23             :    22  3d5.(4D).4p           5F*  |     L18327,L7185
                      |        |   5 |   11 |        5.79067037   |          0.00000019  |   1.37    |  33             :    30  3d5.(4D).4p           5F*  |     L18327,L7185
                      |        |   4 |    9 |        5.79260011   |          0.00000019  |           |  23             :    24  3d5.(4D).4p           5F*  |     L18327,L7185
                      |        |     |      |                     |                      |           |                                                     |                  
3d4.(3H).4s.4p.(3P*)  | z 3G*  |   3 |    7 |        5.80825645   |          0.00000020  |           |  42             :    20  3d4.(3F1).4s.4p.(3P*) 3G*  |     L18327,L7185
                      |        |   4 |    9 |        5.81548351   |          0.00000019  |           |  40             :    21  3d4.(3F1).4s.4p.(3P*) 3G*  |     L18327,L7185
                      |        |   5 |   11 |        5.82550247   |          0.00000020  |           |  34             :    20  3d5.(4G).4p           3G*  |     L18327,L7185
                      |        |     |      |                     |                      |           |                                                     |                  
3d5.(4P).4p           | u 5P*  |   3 |    7 |        5.8122004    |          0.0000003   |   1.68    |  47             :    20  3d5.(4D).4p           5P*  |     L18327,L7185
                      |        |   2 |    5 |        5.82325044   |          0.00000017  |   1.84    |  51             :    20  3d5.(4D).4p           5P*  |     L18327,L7185
                      |        |   1 |    3 |        5.82994912   |          0.00000020  |   2.42    |  55             :    20  3d5.(4D).4p           5P*  |     L18327,L7185
                      |        |     |      |                     |                      |           |                                                     |                  
3d4.(3H).4s.4p.(3P*)  | x 5G*  |   2 |    5 |        5.8331446    |          0.0000003   |   0.45    |  67             :    15  3d5.(4G).4p           5G*  |     L18327,L7185
                      |        |   3 |    7 |        5.84283480   |          0.00000023  |   0.96    |  62             :    14  3d5.(4G).4p           5G*  |     L18327,L7185
                      |        |   4 |    9 |        5.8508032    |          0.0000003   |           |  60             :    15  3d5.(4G).4p           5G*  |     L18327,L7185
                      |        |   6 |   13 |        5.8548076    |          0.0000003   |   1.44    |  70             :    19  3d5.(4G).4p           5G*  |     L18327,L7185
                      |        |   5 |   11 |        5.85561989   |          0.00000023  |   1.27    |  63             :    16  3d5.(4G).4p           5G*  |     L18327,L7185
                      |        |     |      |                     |                      |           |                                                     |                  
3d5.(4G).4p           | y 3G*  |   3 |    7 |        5.8332601    |          0.0000003   |           |  73             :    12  3d4.(3H).4s.4p.(3P*)  3G*  |     L18327,L7185
                      |        |   4 |    9 |        5.83406490   |          0.00000018  |           |  69             :    16  3d4.(3H).4s.4p.(3P*)  3G*  |     L18327,L7185
                      |        |   5 |   11 |        5.83411876   |          0.00000019  |           |  62             :    24  3d4.(3H).4s.4p.(3P*)  3G*  |     L18327,L7185
                      |        |     |      |                     |                      |           |                                                     |                  
3d4.(3P1).4s.4p.(3P*) | z 3S*  |   1 |    3 |        5.8382161    |          0.0000005   |           |  72             :     8  3d5.(4P).4p           3S*  |     L18327,L7185
                      |        |     |      |                     |                      |           |                                                     |                  
3d4.(3H).4s.4p.(3P*)  | z 3I*  |   5 |   11 |        5.8999160    |          0.0000003   |           |  61             :    28  3d4.(3G).4s.4p.(3P*)  5H*  |     L18327,L7185
                      |        |   6 |   13 |        5.9054138    |          0.0000003   |           |  57             :    34  3d4.(3G).4s.4p.(3P*)  5H*  |     L18327,L7185
                      |        |   7 |   15 |        5.9131274    |          0.0000003   |           |  52             :    40  3d4.(3G).4s.4p.(3P*)  5H*  |     L18327,L7185
                      |        |     |      |                     |                      |           |                                                     |                  
3d4.(3G).4s.4p.(3P*)  | x 5H*  |   3 |    7 |        5.9042965    |          0.0000005   |           |  79             :    12  3d4.(3H).4s.4p.(3P*)  5H*  |     L18327,L7185
                      |        |   4 |    9 |        5.9126190    |          0.0000004   |           |  82             :    11  3d4.(3H).4s.4p.(3P*)  5H*  |     L18327,L7185
                      |        |   5 |   11 |        5.9256654    |          0.0000004   |           |  56             :    30  3d4.(3H).4s.4p.(3P*)  3I*  |     L18327,L7185
                      |        |   6 |   13 |        5.9440751    |          0.0000003   |           |  53             :    35  3d4.(3H).4s.4p.(3P*)  3I*  |     L18327,L7185
                      |        |   7 |   15 |        5.9686118    |          0.0000003   |           |  49             :    42  3d4.(3H).4s.4p.(3P*)  3I*  |     L18327,L7185
                      |        |     |      |                     |                      |           |                                                     |                  
3d4.(5D).4s.5p.(3P*)  | v 5F*  |   1 |    3 |        5.9053267    |          0.0000003   |           |                                                     |           L18327
                      |        |   2 |    5 |        5.90557526   |          0.00000020  |           |                                                     |           L18327
                      |        |   3 |    7 |        5.90617120   |          0.00000019  |           |                                                     |           L18327
                      |        |   4 |    9 |        5.90661494   |          0.00000018  |   1.34    |                                                     |     L18327,L7185
                      |        |   5 |   11 |        5.90722001   |          0.00000021  |           |                                                     |           L18327
                      |        |     |      |                     |                      |           |                                                     |                  
3d5.(6S).6p           | w 7P*  |   2 |    5 |        5.91387      |          0.00025     |           |                                                     |           L18327
                      |        |   3 |    7 |        5.915081     |          0.000017    |           |                                                     |           L18327
                      |        |   4 |    9 |        5.916424     |          0.000021    |           |                                                     |           L18327
                      |        |     |      |                     |                      |           |                                                     |                  
3d5.(6S).5d           | g 7D   |   1 |    3 |        5.91406      |          0.00005     |           |                                                     |           L18327
                      |        |   2 |    5 |        5.9141584    |          0.0000017   |           |                                                     |           L18327
                      |        |   3 |    7 |        5.9143425    |          0.0000006   |           |                                                     |           L18327
                      |        |   4 |    9 |        5.91462      |          0.00004     |           |                                                     |           L18327
                      |        |   5 |   11 |        5.9152672    |          0.0000004   |           |                                                     |           L18327
                      |        |     |      |                     |                      |           |                                                     |                  
3d5.(4P).4p           | v 5D*  |   1 |    3 |        5.92300658   |          0.00000023  |   1.37    |  49             :    26  3d4.(3F1).4s.4p.(3P*) 5D*  |     L18327,L7185
                      |        |   2 |    5 |        5.92472075   |          0.00000020  |   1.39    |  49             :    26  3d4.(3F1).4s.4p.(3P*) 5D*  |     L18327,L7185
                      |        |   0 |    1 |        5.9249560    |          0.0000004   |           |  46             :    27  3d4.(3F1).4s.4p.(3P*) 5D*  |     L18327,L7185
                      |        |   3 |    7 |        5.92822781   |          0.00000019  |   1.53    |  49             :    25  3d4.(3F1).4s.4p.(3P*) 5D*  |     L18327,L7185
                      |        |   4 |    9 |        5.93468467   |          0.00000020  |   1.50    |  52             :    23  3d4.(3F1).4s.4p.(3P*) 5D*  |     L18327,L7185
                      |        |     |      |                     |                      |           |                                                     |                  
3d5.(4G).4p           | u 5F*  |   1 |    3 |        5.9360653    |          0.0000003   |   0.00    |  15             :    15  3d4.(3P1).4s.4p.(3P*) 3P*  |     L18327,L7185
                      |        |   2 |    5 |        5.94106481   |          0.00000021  |   1.04    |  35             :    19  3d4.(3F1).4s.4p.(3P*) 5F*  |     L18327,L7185
                      |        |   3 |    7 |        5.94808623   |          0.00000020  |   1.36    |  35             :    20  3d4.(3F1).4s.4p.(3P*) 5F*  |     L18327,L7185
                      |        |   5 |   11 |        5.9494793    |          0.0000007   |   1.38    |  39             :    25  3d4.(3F1).4s.4p.(3P*) 5F*  |     L18327,L7185
                      |        |   4 |    9 |        5.95302351   |          0.00000020  |           |  39             :    23  3d4.(3F1).4s.4p.(3P*) 5F*  |     L18327,L7185
                      |        |     |      |                     |                      |           |                                                     |                  
                      | *      |   4 |    9 |        5.9565379    |          0.0000003   |           |                                                     |           L18327
                      |        |     |      |                     |                      |           |                                                     |                  
3d4.(3F1).4s.4p.(3P*) | 3D*    |   1 |    3 |        5.9772804    |          0.0000005   |           |  59             :     7  3d5.(4G).4p           5F*  |     L18327,L7185
                      |        |   2 |    5 |        5.9782504    |          0.0000004   |           |  61             :     6  3d5.(4G).4p           5F*  |     L18327,L7185
                      |        |   3 |    7 |        5.9824772    |          0.0000005   |           |  64             :     5  3d5.(4G).4p           5F*  |     L18327,L7185
                      |        |     |      |                     |                      |           |                                                     |                  
3d4.(3P1).4s.4p.(3P*) | x 3P*  |   0 |    1 |        5.9792831    |          0.0000020   |           |  29             :    24  3d5.(4P).4p           3P*  |     L18327,L7185
                      |        |   1 |    3 |        5.9923102    |          0.0000005   |           |  28             :    15  3d5.(4P).4p           3P*  |     L18327,L7185
                      |        |   2 |    5 |        6.0080979    |          0.0000003   |           |  42             :    19  3d5.(4P).4p           3P*  |     L18327,L7185
                      |        |     |      |                     |                      |           |                                                     |                  
3d4.(3H).4s.4p.(3P*)  | y 3H*  |   4 |    9 |        5.9869930    |          0.0000003   |           |  76                                                 |     L18327,L7185
                      |        |   5 |   11 |        5.98971997   |          0.00000021  |           |  89                                                 |     L18327,L7185
                      |        |   6 |   13 |        6.00645093   |          0.00000023  |           |  83                                                 |     L18327,L7185
                      |        |     |      |                     |                      |           |                                                     |                  
3d4.4s.5s             | f 5D   |   0 |    1 |        6.0117579    |          0.0000011   |           |                                                     |           L18327
                      |        |   1 |    3 |        6.0141520    |          0.0000004   |           |                                                     |           L18327
                      |        |   2 |    5 |        6.0204746    |          0.0000003   |           |                                                     |           L18327
                      |        |   3 |    7 |        6.03325805   |          0.00000021  |   1.46    |                                                     |     L18327,L7185
                      |        |   4 |    9 |        6.05346439   |          0.00000020  |   1.46    |                                                     |     L18327,L7185
                      |        |     |      |                     |                      |           |                                                     |                  
                      | x 3G*  |   3 |    7 |        6.015092     |          0.000004    |           |                                                     |           L18327
                      |        |   4 |    9 |        6.0209428    |          0.0000003   |           |                                                     |           L18327
                      |        |   5 |   11 |        6.0487130    |          0.0000003   |           |                                                     |           L18327
                      |        |     |      |                     |                      |           |                                                     |                  
3d4.(3F1).4s.4p.(3P*) | 3F*    |   3 |    7 |        6.03010045   |          0.00000024  |           |  60             :    15  3d4.(3G).4s.4p.(3P*)  3F*  |     L18327,L7185
                      |        |     |      |                     |                      |           |                                                     |                  
3d4.(3P1).4s.4p.(3P*) | x 3D*  |   1 |    3 |        6.0553607    |          0.0000004   |           |  38             :    20  3d5.(4P).4p           3D*  |     L18327,L7185
                      |        |   2 |    5 |        6.0786223    |          0.0000003   |           |  46             :    14  3d5.(4P).4p           3D*  |     L18327,L7185
                      |        |   3 |    7 |        6.1137637    |          0.0000003   |           |  61             :     7  3d5.(4P).4p           3D*  |     L18327,L7185
                      |        |     |      |                     |                      |           |                                                     |                  
3d5.(6S).7s           | g 7S   |   3 |    7 |        6.097279     |          0.000019    |           |                                                     |           L18327
                      |        |     |      |                     |                      |           |                                                     |                  
3d5.(6S).7s           | g 5S   |   2 |    5 |        6.1150956    |          0.0000012   |           |                                                     |           L18327
                      |        |     |      |                     |                      |           |                                                     |                  
3d4.(3F1).4s.4p.(3P*) | w 3G*  |   3 |    7 |        6.1211766    |          0.0000014   |           |  40             :     9  3d4.(3H).4s.4p.(3P*)  3G*  |     L18327,L7185
                      |        |   4 |    9 |        6.1314980    |          0.0000003   |           |  40             :    13  3d4.(3H).4s.4p.(3P*)  3G*  |     L18327,L7185
                      |        |   5 |   11 |        6.1419267    |          0.0000003   |           |  51             :    17  3d4.(3H).4s.4p.(3P*)  3G*  |     L18327,L7185
                      |        |     |      |                     |                      |           |                                                     |                  
3d4.(3G).4s.4p.(3P*)  | w 5G*  |   2 |    5 |        6.1330897    |          0.0000004   |           |  65             :    18  3d5.(4G).4p           5G*  |     L18327,L7185
                      |        |   3 |    7 |        6.1396621    |          0.0000003   |   1.04    |  53             :    14  3d5.(4G).4p           5G*  |     L18327,L7185
                      |        |   4 |    9 |        6.14626200   |          0.00000024  |           |  63             :    19  3d5.(4G).4p           5G*  |     L18327,L7185
                      |        |   5 |   11 |        6.15179196   |          0.00000024  |           |  70             :    17  3d5.(4G).4p           5G*  |     L18327,L7185
                      |        |   6 |   13 |        6.1539785    |          0.0000003   |   1.35    |  73             :    17  3d5.(4G).4p           5G*  |     L18327,L7185
                      |        |     |      |                     |                      |           |                                                     |                  
3d5.(4P).4p           | y 3S*  |   1 |    3 |        6.13436424   |          0.00000024  |           |  73             :    17  3d4.(3P1).4s.4p.(3P*) 3S*  |     L18327,L7185
                      |        |     |      |                     |                      |           |                                                     |                  
                      | e 3F   |   2 |    5 |        6.147939     |          0.000011    |           |                                                     |           L18327
                      |        |   3 |    7 |        6.1642225    |          0.0000015   |           |                                                     |           L18327
                      |        |   4 |    9 |        6.1822808    |          0.0000005   |           |                                                     |           L18327
                      |        |     |      |                     |                      |           |                                                     |                  
3d5.(4D).4p           | t 5P*  |   1 |    3 |        6.1482314    |          0.0000004   |   2.48    |  46             :    30  3d5.(4P).4p           3P*  |     L18327,L7185
                      |        |   3 |    7 |        6.1759542    |          0.0000005   |   1.77    |  31             :    26  3d5.(4P).4p           3P*  |     L18327,L7185
                      |        |     |      |                     |                      |           |                                                     |                  
3d4.(3F1).4s.4p.(3P*) | 1D*    |   2 |    5 |        6.1493502    |          0.0000004   |   1.88    |  20             :    14  3d5.(4D).4p           5P*  |     L18327,L7185
                      |        |     |      |                     |                      |           |                                                     |                  
3d5.(4D).4p           | x 3F*  |   4 |    9 |        6.15216580   |          0.00000023  |           |  56             :    15  3d4.(3G).4s.4p.(3P*)  3F*  |     L18327,L7185
                      |        |   3 |    7 |        6.15583177   |          0.00000021  |           |  43             :    18  3d4.(3G).4s.4p.(3P*)  3F*  |     L18327,L7185
                      |        |   2 |    5 |        6.15615294   |          0.00000024  |           |  37             :    18  3d4.(3G).4s.4p.(3P*)  3F*  |     L18327,L7185
                      |        |     |      |                     |                      |           |                                                     |                  
3d4.(3P1).4s.4p.(3P*) | y 5S*  |   2 |    5 |        6.1772077    |          0.0000003   |   2.00    |  31             :    30  3d5.(4P).4p           5S*  |     L18327,L7185
                      |        |     |      |                     |                      |           |                                                     |                  
3d5.(4D).4p           | s 5F*  |   1 |    3 |        6.2015446    |          0.0000005   |           |  44             :    29  3d4.(3G).4s.4p.(3P*)  5F*  |     L18327,L7185
                      |        |   2 |    5 |        6.206343     |          0.000007    |           |  43             :    29  3d4.(3G).4s.4p.(3P*)  5F*  |     L18327,L7185
                      |        |   3 |    7 |        6.211865     |          0.000015    |   1.27    |  44             :    29  3d4.(3G).4s.4p.(3P*)  5F*  |     L18327,L7185
                      |        |   4 |    9 |        6.225333     |          0.000017    |   1.25    |  30             :    21  3d4.(3G).4s.4p.(3P*)  5F*  |     L18327,L7185
                      |        |   5 |   11 |        6.2306144    |          0.0000004   |   1.39    |  46             :    33  3d4.(3G).4s.4p.(3P*)  5F*  |     L18327,L7185
                      |        |     |      |                     |                      |           |                                                     |                  
3d5.(4D).4p           | w 3D*  |   1 |    3 |        6.21228901   |          0.00000024  |           |  66             :    11  3d5.(4P).4p           3D*  |     L18327,L7185
                      |        |   2 |    5 |        6.2220466    |          0.0000005   |           |  57             :    14  3d5.(4P).4p           3D*  |     L18327,L7185
                      |        |   3 |    7 |        6.2319986    |          0.0000003   |           |  51             :    18  3d5.(4P).4p           3D*  |     L18327,L7185
                      |        |     |      |                     |                      |           |                                                     |                  
3d5.(6S).7p           | 7P*    |   3 |    7 |        6.22207      |          0.00022     |           |                                                     |           L18327
                      |        |   4 |    9 |        6.223615     |          0.000025    |           |                                                     |       L18327c152
                      |        |     |      |                     |                      |           |                                                     |                  
3d5.(4D).4p           | u 5D*  |   4 |    9 |        6.26832991   |          0.00000021  |   1.54    |  44             :    15  3d5.(4D).4p           5F*  |     L18327,L7185
                      |        |   3 |    7 |        6.27707782   |          0.00000021  |   1.54    |  60             :     7  3d5.(4P).4p           5D*  |     L18327,L7185
                      |        |   2 |    5 |        6.28038382   |          0.00000024  |   1.51    |  68             :     8  3d5.(4P).4p           5D*  |     L18327,L7185
                      |        |   0 |    1 |        6.2811820    |          0.0000012   |           |  69             :    10  3d5.(4P).4p           5D*  |     L18327,L7185
                      |        |   1 |    3 |        6.2813778    |          0.0000003   |   1.46    |  71             :     9  3d5.(4P).4p           5D*  |     L18327,L7185
                      |        |     |      |                     |                      |           |                                                     |                  
3d4.(3G).4s.4p.(3P*)  | w 3F*  |   2 |    5 |        6.3095654    |          0.0000004   |           |  41             :    27  3d5.(4D).4p           3F*  |     L18327,L7185
                      |        |   3 |    7 |        6.3170361    |          0.0000003   |           |  42             :    26  3d5.(4D).4p           3F*  |     L18327,L7185
                      |        |   4 |    9 |        6.33059648   |          0.00000023  |           |  46             :    23  3d5.(4D).4p           3F*  |     L18327,L7185
                      |        |     |      |                     |                      |           |                                                     |                  
3d5.(6S).8s           | h 5S   |   2 |    5 |        6.3276116    |          0.0000010   |           |                                                     |           L18327
                      |        |     |      |                     |                      |           |                                                     |                  
3d5.(4D).4p           | w 3P*  |   0 |    1 |        6.3451194    |          0.0000005   |           |  71             :    11  3d4.(3P1).4s.4p.(3P*) 3P*  |     L18327,L7185
                      |        |   1 |    3 |        6.3537986    |          0.0000003   |           |  68             :     8  3d4.(3P1).4s.4p.(3P*) 3P*  |     L18327,L7185
                      |        |   2 |    5 |        6.3587200    |          0.0000003   |           |  45             :    32  3d4.(3P1).4s.4p.(3P*) 1D*  |     L18327,L7185
                      |        |     |      |                     |                      |           |                                                     |                  
3d4.(3H).4s.4p.(3P*)  | z 1H*  |   5 |   11 |        6.372943     |          0.000006    |           |  68             :    11  3d5.(2I).4p           1H*  |     L18327,L7185
                      |        |     |      |                     |                      |           |                                                     |                  
3d5.(6S).8p           | 7P*    |   2 |    5 |        6.388838     |          0.000014    |           |                                                     |           L18327
                      |        |   3 |    7 |        6.389098     |          0.000004    |           |                                                     |           L18327
                      |        |   4 |    9 |        6.389445     |          0.000012    |           |                                                     |       L18327c152
                      |        |     |      |                     |                      |           |                                                     |                  
3d4.(3D).4s.4p.(3P*)  | t 5D*  |   0 |    1 |        6.447130     |          0.000012    |           |  94                                                 |     L18327,L7185
                      |        |   1 |    3 |        6.447558     |          0.000010    |           |  94                                                 |     L18327,L7185
                      |        |   2 |    5 |        6.448712     |          0.000010    |           |  93                                                 |     L18327,L7185
                      |        |   3 |    7 |        6.451111     |          0.000009    |           |  92                                                 |     L18327,L7185
                      |        |   4 |    9 |        6.455145     |          0.000009    |           |  92                                                 |     L18327,L7185
                      |        |     |      |                     |                      |           |                                                     |                  
3d5.(6S).9p           | 7P*    |   2 |    5 |        6.4895       |          0.0006      |           |                                                     |      L7185,L5413
                      |        |   3 |    7 |        6.4895       |          0.0006      |           |                                                     |      L7185,L5413
                      |        |   4 |    9 |        6.4895       |          0.0006      |           |                                                     |      L7185,L5413
                      |        |     |      |                     |                      |           |                                                     |                  
3d4.(1I).4s.4p.(3P*)  | y 3I*  |   5 |   11 |        6.5205409    |          0.0000003   |           |  48             :    33  3d5.(2I).4p           3I*  |     L18327,L7185
                      |        |   6 |   13 |        6.5290667    |          0.0000003   |           |  58             :    39  3d5.(2I).4p           3I*  |     L18327,L7185
                      |        |   7 |   15 |        6.5312088    |          0.0000004   |           |  59             :    39  3d5.(2I).4p           3I*  |     L18327,L7185
                      |        |     |      |                     |                      |           |                                                     |                  
3d4.(3G).4s.4p.(3P*)  | 3G*    |   4 |    9 |        6.5364442    |          0.0000003   |           |  72             :    14  3d4.(3H).4s.4p.(3P*)  3G*  |     L18327,L7185
                      |        |     |      |                     |                      |           |                                                     |                  
3d5.(6S).10p          | 7P*    |   2 |    5 |        6.55347      |          0.00004     |           |                                                     |           L18327
                      |        |   4 |    9 |        6.55347      |          0.00004     |           |                                                     |           L18327
                      |        |   3 |    7 |        6.55347      |          0.00004     |           |                                                     |           L18327
                      |        |     |      |                     |                      |           |                                                     |                  
3d4.(1G1).4s.4p.(3P*) | x 3H*  |   5 |   11 |        6.5569272    |          0.0000003   |           |  57             :    27  3d5.(2I).4p           3H*  |     L18327,L7185
                      |        |   6 |   13 |        6.5606158    |          0.0000003   |           |  68             :    26  3d5.(2I).4p           3H*  |     L18327,L7185
                      |        |   4 |    9 |        6.5666210    |          0.0000003   |           |  47             :    26  3d5.(2I).4p           3H*  |     L18327,L7185
                      |        |     |      |                     |                      |           |                                                     |                  
3d4.(3D).4s.4p.(3P*)  | r 5F*  |   1 |    3 |        6.5726134    |          0.0000011   |           |  85             :     6  3d5.(4D).4p           5F*  |     L18327,L7185
                      |        |   2 |    5 |        6.5758067    |          0.0000014   |           |  84             :     6  3d5.(4D).4p           5F*  |     L18327,L7185
                      |        |   3 |    7 |        6.5803074    |          0.0000011   |           |  83             :     6  3d5.(4D).4p           5F*  |     L18327,L7185
                      |        |   4 |    9 |        6.5857330    |          0.0000010   |           |  81             :     6  3d5.(4D).4p           5F*  |     L18327,L7185
                      |        |   5 |   11 |        6.5925140    |          0.0000009   |   1.42    |  85             :     7  3d5.(4D).4p           5F*  |     L18327,L7185
                      |        |     |      |                     |                      |           |                                                     |                  
3d4.4s.4d             | e 7G   |   1 |    3 |        6.589552     |          0.000009    |           |                                                     |           L18327
                      |        |   2 |    5 |        6.593194     |          0.000017    |           |                                                     |           L18327
                      |        |   3 |    7 |        6.5994881    |          0.0000015   |           |                                                     |           L18327
                      |        |   4 |    9 |        6.6082029    |          0.0000007   |           |                                                     |           L18327
                      |        |   5 |   11 |        6.6199388    |          0.0000004   |           |                                                     |           L18327
                      |        |   6 |   13 |        6.6353642    |          0.0000012   |           |                                                     |           L18327
                      |        |   7 |   15 |        6.653317     |          0.000020    |           |                                                     |           L18327
                      |        |     |      |                     |                      |           |                                                     |                  
3d4.4s.4d             | h 7D   |   2 |    5 |        6.5953469    |          0.0000009   |           |                                                     |           L18327
                      |        |   3 |    7 |        6.6064150    |          0.0000011   |           |                                                     |           L18327
                      |        |   4 |    9 |        6.6177028    |          0.0000016   |           |                                                     |           L18327
                      |        |   5 |   11 |        6.649000     |          0.000011    |           |                                                     |           L18327
                      |        |     |      |                     |                      |           |                                                     |                  
3d4.4s.4d             | e 7F   |   1 |    3 |        6.5978632    |          0.0000007   |           |                                                     |           L18327
                      |        |   2 |    5 |        6.6058511    |          0.0000015   |           |                                                     |           L18327
                      |        |   3 |    7 |        6.6188592    |          0.0000003   |           |                                                     |           L18327
                      |        |   4 |    9 |        6.6364022    |          0.0000014   |           |                                                     |           L18327
                      |        |   5 |   11 |        6.6586967    |          0.0000010   |           |                                                     |           L18327
                      |        |   6 |   13 |        6.6861469    |          0.0000015   |           |                                                     |           L18327
                      |        |     |      |                     |                      |           |                                                     |                  
3d5.(6S).11p          | 7P*    |   2 |    5 |        6.59807      |          0.00007     |           |                                                     |           L18327
                      |        |   4 |    9 |        6.59807      |          0.00007     |           |                                                     |           L18327
                      |        |   3 |    7 |        6.59807      |          0.00007     |           |                                                     |           L18327
                      |        |     |      |                     |                      |           |                                                     |                  
3d5.(6S).12p          | 7P*    |   2 |    5 |        6.631232     |          0.000025    |           |                                                     |           L18327
                      |        |   4 |    9 |        6.631232     |          0.000025    |           |                                                     |           L18327
                      |        |   3 |    7 |        6.631232     |          0.000025    |           |                                                     |           L18327
                      |        |     |      |                     |                      |           |                                                     |                  
3d4.4s.5p             | s 5D*  |   2 |    5 |        6.638258     |          0.000016    |           |                                                     |           L18327
                      |        |   3 |    7 |        6.650619     |          0.000025    |           |                                                     |           L18327
                      |        |   4 |    9 |        6.6682148    |          0.0000025   |           |                                                     |           L18327
                      |        |     |      |                     |                      |           |                                                     |                  
3d5.(6S).13p          | 7P*    |   4 |    9 |        6.654412     |          0.000025    |           |                                                     |           L18327
                      |        |   3 |    7 |        6.654412     |          0.000025    |           |                                                     |           L18327
                      |        |   2 |    5 |        6.654412     |          0.000025    |           |                                                     |           L18327
                      |        |     |      |                     |                      |           |                                                     |                  
3d3.(4F).4s2.4p       | v 3G*  |   3 |    7 |        6.6709339    |          0.0000014   |           |  28             :    22  3d5.(4F).4p           3G*  |     L18327,L7185
                      |        |   4 |    9 |        6.686159     |          0.000004    |           |  26             :    22  3d5.(4F).4p           3G*  |     L18327,L7185
                      |        |   5 |   11 |        6.704815     |          0.000005    |           |  25             :    22  3d5.(4F).4p           3G*  |     L18327,L7185
                      |        |     |      |                     |                      |           |                                                     |                  
3d5.(6S).14p          | 7P*    |   4 |    9 |        6.672306     |          0.000025    |           |                                                     |           L18327
                      |        |   2 |    5 |        6.672306     |          0.000025    |           |                                                     |           L18327
                      |        |   3 |    7 |        6.672306     |          0.000025    |           |                                                     |           L18327
                      |        |     |      |                     |                      |           |                                                     |                  
3d5.(6S).15p          | 7P*    |   3 |    7 |        6.686217     |          0.000025    |           |                                                     |           L18327
                      |        |   2 |    5 |        6.686217     |          0.000025    |           |                                                     |           L18327
                      |        |   4 |    9 |        6.686217     |          0.000025    |           |                                                     |           L18327
                      |        |     |      |                     |                      |           |                                                     |                  
3d4.4s.5p             | s 5P*  |   1 |    3 |        6.69056      |          0.00005     |           |                                                     |           L18327
                      |        |   2 |    5 |        6.69920      |          0.00014     |           |                                                     |           L18327
                      |        |   3 |    7 |        6.711620     |          0.000003    |           |                                                     |           L18327
                      |        |     |      |                     |                      |           |                                                     |                  
3d5.(6S).16p          | 7P*    |   3 |    7 |        6.697266     |          0.000025    |           |                                                     |           L18327
                      |        |   2 |    5 |        6.697266     |          0.000025    |           |                                                     |           L18327
                      |        |   4 |    9 |        6.697266     |          0.000022    |           |                                                     |           L18327
                      |        |     |      |                     |                      |           |                                                     |                  
3d5.(6S).17p          | 7P*    |   2 |    5 |        6.70618      |          0.00006     |           |                                                     |           L18327
                      |        |   3 |    7 |        6.70618      |          0.00006     |           |                                                     |           L18327
