-------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
Spectrum  |       Observed        |    Unc.     |         Ritz          |    Unc.     |    Rel. |     Aki      | Acc. |             Ei           Ek             |             Lower level              |                Upper level                |  gi   gk  |Type|      TP  |          Line  |
          |      Wavelength       |     (nm)    |      Wavelength       |     (nm)    |    Int. |    (s^-1)    |      |            (eV)         (eV)            |--------------------------------------|-------------------------------------------|           |    |     Ref. |          Ref.  |
          |       Vac (nm)        |             |       Vac (nm)        |             |         |              |      |                                         | Conf.                | Term    | J   | Conf.                | Term     | J       |           |    |          |                |
Ag II     |          421.15277    |   0.00009   |          421.15267    |  0.00003    |      34 |              |      |     10.56354748    -      13.50664370   | 4d9.(2D<5/2>).5p     | 2[5/2]* | 2   | 4d8.5s2              | 3P       | 1       |   5 - 3   |    |          |    L11881c113  |
          |                       |             |                       |             |         |              |      |                                         |                      |         |     |                      |          |         |           |    |          |                |
Ag I      |          421.2814     |   0.0010    |          421.28077    |  0.00004    |      70 |              |      |      3.77812896    -       6.72033026   | 4d10.5p              | 2P*     | 3/2 | 4d10.6d              | 2D       | 3/2     |   4 - 4   |    |          |        L11755  |
Ag II     |          421.5734     |   0.0009    |          421.57290    |  0.00011    |      75 |              |      |     13.5301093     -      16.4702718    | 4d8.5s2              | 3P      | 0   | 4d9.(2D<5/2>).6p     | 2[3/2]*  | 1       |   1 - 3   |    |          |    L17886c114  |
Ag II     |          424.0685     |   0.0009    |          424.0698     |  0.0004     |      83 |              |      |     14.08486982    -      17.007721     | 4d8.5s2              | 1G      | 4   | 4d9.(2D<3/2>).6p     | 2[5/2]*  | 3       |   9 - 7   |    |          |    L17886c114  |
Ag II     |          424.1574     |   0.0009    |          424.15562    |  0.00013    |      51 |              |      |     13.73416591    -      16.6564259    | 4d8.5s2              | 1D      | 2   | 4d8.(3F).5s.5p.(3P*) | 5G*      | 3       |   5 - 7   |    |          |    L17886c114  |
Ag I      |          431.1074     |   0.0010    |          431.108      |  0.037      |      50 |              |      |      6.9708242     -       9.84596      | 4d9.5s.(3D).5p       | 4P*     | 5/2 | 4d9.5s.(3D).6s       | 4D       | 7/2     |   6 - 8   |    |          |         L3326  |
          |                       |             |                       |             |         |              |      |                                         |                      |         |     |                      |          |         |           |    |          |                |
Ag II     |          431.351      |   0.004     |          431.354      |  0.004      |     290 | 1.4e+07      | D+   |     16.9261858     -      19.79968      | 4d9.(2D<3/2>).6p     | 2[5/2]* | 2   | 4d9.(2D<3/2>).8s     | 2[3/2]   | 1       |   5 - 3   |    |    T9142 |      L647c114  |
Ag II     |          431.959      |   0.004     |          431.959      |  0.004      |     630 | 1.2e+07      | D+   |     16.3680948     -      19.23756      | 4d9.(2D<5/2>).6p     | 2[7/2]* | 3   | 4d9.(2D<5/2>).8s     | 2[5/2]   | 2       |   7 - 5   |    |    T9142 |      L647c114  |
Ag II     |          433.314      |   0.004     |          433.316      |  0.004      |     210 | 3.3e+06      | D+   |     16.3680948     -      19.22858      | 4d9.(2D<5/2>).6p     | 2[7/2]* | 3   | 4d9.(2D<5/2>).8s     | 2[5/2]   | 3       |   7 - 7   |    |    T9142 |      L647c114  |
Ag II     |          436.416      |   0.004     |          436.409      |  0.004      |     290 | 6.6e+06      | D+   |     16.9650712     -      19.80528      | 4d9.(2D<3/2>).6p     | 2[1/2]* | 1   | 4d9.(2D<3/2>).8s     | 2[3/2]   | 2       |   3 - 5   |    |    T9142 |      L647c114  |
Ag II     |          438.50519    |   0.00006   |          438.50517    |  0.00004    |      79 |              |      |     10.68000943    -      13.50664370   | 4d9.(2D<3/2>).5p     | 2[1/2]* | 0   | 4d8.5s2              | 3P       | 1       |   1 - 3   |    |          |    L11881c113  |
          |                       |             |                       |             |         |              |      |                                         |                      |         |     |                      |          |         |           |    |          |                |
Ag I      |          439.623      |   0.010     |          439.616      |  0.039      |      20 |              |      |      7.593071      -      10.41256      | 4d9.5s.(3D).5p       | 4F*     | 3/2 | 4d9.5s.(3D).6s       | 4D       | 1/2     |   4 - 2   |    |          |         L3326  |
Ag II     |          441.200      |   0.004     |          441.196      |  0.004      |     830 | 1.4e+07      | D+   |     16.4191862     -      19.22858      | 4d9.(2D<5/2>).6p     | 2[7/2]* | 4   | 4d9.(2D<5/2>).8s     | 2[5/2]   | 3       |   9 - 7   |    |    T9142 |      L647c114  |
Ag II     |          443.057      |   0.004     |          443.063      |  0.004      |     580 | 1.4e+07      | D+   |     17.007721      -      19.80528      | 4d9.(2D<3/2>).6p     | 2[5/2]* | 3   | 4d9.(2D<3/2>).8s     | 2[3/2]   | 2       |   7 - 5   |    |    T9142 |      L647c114  |
Ag II     |          444.919      |   0.004     |          444.917      |  0.004      |     290 | 1.0e+07      | D+   |     17.0137823     -      19.79968      | 4d9.(2D<3/2>).6p     | 2[3/2]* | 1   | 4d9.(2D<3/2>).8s     | 2[3/2]   | 1       |   3 - 3   |    |    T9142 |      L647c114  |
Ag I      |          447.6040     |   0.0010    |          447.604035   |  0.000020   |      80 |              |      |      3.663988150   -       6.43316376   | 4d10.5p              | 2P*     | 1/2 | 4d10.7s              | 2S       | 1/2     |   2 - 2   |    |          |        L11755  |
          |                       |             |                       |             |         |              |      |                                         |                      |         |     |                      |          |         |           |    |          |                |
Ag II     |          447.912      |   0.004     |          447.909      |  0.004      |     210 | 6.4e+06      | D+   |     16.4702718     -      19.23756      | 4d9.(2D<5/2>).6p     | 2[3/2]* | 1   | 4d9.(2D<5/2>).8s     | 2[5/2]   | 2       |   3 - 5   |    |    T9142 |      L647c114  |
Ag II     |          448.858      |   0.020     |          448.866      |  0.005      |    290d | 6.8e+06      | D+   |     17.0438914     -      19.80528      | 4d9.(2D<3/2>).6p     | 2[3/2]* | 2   | 4d9.(2D<3/2>).8s     | 2[3/2]   | 2       |   5 - 5   |    |    T9142 |      L647c114  |
Ag II     |          449.3424     |   0.0008    |          449.34135    |  0.00006    |     110 |              |      |     13.73416591    -      16.4926351    | 4d8.5s2              | 1D      | 2   | 4d9.(2D<5/2>).6p     | 2[5/2]*  | 3       |   5 - 7   |    |          |    L17886c114  |
Ag II     |          449.494      |   0.004     |          449.492      |  0.004      |     410 | 1.1e+07      | D+   |     16.4800217     -      19.23756      | 4d9.(2D<5/2>).6p     | 2[5/2]* | 2   | 4d9.(2D<5/2>).8s     | 2[5/2]   | 2       |   5 - 5   |    |    T9142 |      L647c114  |
Ag II     |          451.4053     |   0.0008    |          451.40548    |  0.00008    |      84 |              |      |     13.73416591    -      16.4800217    | 4d8.5s2              | 1D      | 2   | 4d9.(2D<5/2>).6p     | 2[5/2]*  | 2       |   5 - 5   |    |          |    L17886c114  |
          |                       |             |                       |             |         |              |      |                                         |                      |         |     |                      |          |         |           |    |          |                |
Ag II     |          451.552      |   0.004     |          451.558      |  0.004      |     210 | 4.1e+06      | D+   |     16.4926351     -      19.23756      | 4d9.(2D<5/2>).6p     | 2[5/2]* | 3   | 4d9.(2D<5/2>).8s     | 2[5/2]   | 2       |   7 - 5   |    |    T9142 |      L647c114  |
Ag II     |          453.0145     |   0.0008    |          453.01405    |  0.00010    |      62 |              |      |     13.73416591    -      16.4702718    | 4d8.5s2              | 1D      | 2   | 4d9.(2D<5/2>).6p     | 2[3/2]*  | 1       |   5 - 3   |    |          |    L17886c114  |
Ag II     |          453.039      |   0.004     |          453.041      |  0.004      |     410 | 7.4e+06      | D+   |     16.4926351     -      19.22858      | 4d9.(2D<5/2>).6p     | 2[5/2]* | 3   | 4d9.(2D<5/2>).8s     | 2[5/2]   | 3       |   7 - 7   |    |    T9142 |      L647c114  |
Ag II     |          453.3812     |   0.0008    |          453.38084    |  0.00004    |      23 |              |      |     10.77275131    -      13.50664370   | 4d9.(2D<3/2>).5p     | 2[5/2]* | 2   | 4d8.5s2              | 3P       | 1       |   5 - 3   |    |          |     L3313c114  |
Ag I      |          455.552      |   0.010     |          455.557      |  0.042      |     20w |              |      |      7.354916      -      10.07575      | 4d9.5s.(3D).5p       | 4F*     | 5/2 | 4d9.5s.(3D).6s       | 4D       | 3/2     |   6 - 4   |    |          |         L2489  |
          |                       |             |                       |             |         |              |      |                                         |                      |         |     |                      |          |         |           |    |          |                |
Ag I      |          461.569      |   0.010     |          461.564      |  0.043      |     30w |              |      |      7.2536442     -       9.93907      | 4d9.5s.(3D).5p       | 4P*     | 3/2 | 4d9.5s.(3D).6s       | 4D       | 5/2     |   4 - 6   |    |          |         L3326  |
Ag II     |          462.00358    |   0.00006   |          462.00355    |  0.00003    |     170 | 2.1e+05      | C    |     11.05129731    -      13.73416591   | 4d9.(2D<3/2>).5p     | 2[5/2]* | 3   | 4d8.5s2              | 1D       | 2       |   7 - 5   |    |    T3754 |    L11881c113  |
Ag II     |          462.04712    |   0.00006   |          462.04711    |  0.00003    |      85 |              |      |     10.36824241    -      13.05085806   | 4d9.(2D<5/2>).5p     | 2[3/2]* | 1   | 4d8.5s2              | 3P       | 2       |   3 - 5   |    |          |    L11881c113  |
Ag I      |          466.8477     |   0.0010    |          466.846993   |  0.000022   |     130 |              |      |      3.77812896    -       6.43316376   | 4d10.5p              | 2P*     | 3/2 | 4d10.7s              | 2S       | 1/2     |   4 - 2   |    |          |        L11755  |
Ag I      |          467.760      |   0.010     |          467.725      |  0.044      |    30w* |              |      |      7.2890160     -       9.93907      | 4d9.5s.(3D).5p       | 4F*     | 7/2 | 4d9.5s.(3D).6s       | 4D       | 5/2     |   8 - 6   |    |          |         L3326  |
          |                       |             |                       |             |         |              |      |                                         |                      |         |     |                      |          |         |           |    |          |                |
Ag I      |          467.760      |   0.010     |          467.794      |  0.044      |    30w* |              |      |      7.1962987     -       9.84596      | 4d10.6f              | 2F*     | 7/2 | 4d9.5s.(3D).6s       | 4D       | 7/2     |   8 - 8   |    |          |         L3326  |
Ag II     |          470.5873     |   0.0009    |          470.5879     |  0.0003     |      56 |              |      |     13.73416591    -      16.3680948    | 4d8.5s2              | 1D      | 2   | 4d9.(2D<5/2>).6p     | 2[7/2]*  | 3       |   5 - 7   |    |          |    L17886c114  |
Ag II     |          478.83966    |   0.00007   |          478.83966    |  0.00003    |     260 | 9.5e+05      | C+   |     11.14562618    -      13.73416591   | 4d9.(2D<3/2>).5p     | 2[3/2]* | 1   | 4d8.5s2              | 1D       | 2       |   3 - 5   |    |    T3754 |    L11881c113  |
Ag I      |          479.646      |   0.010     |          479.653      |  0.046      |     20w |              |      |      7.354916      -       9.93907      | 4d9.5s.(3D).5p       | 4F*     | 5/2 | 4d9.5s.(3D).6s       | 4D       | 5/2     |   6 - 6   |    |          |         L2489  |
Ag I      |          484.782      |   0.010     |          484.757      |  0.047      |     30w |              |      |      7.2890160     -       9.84596      | 4d9.5s.(3D).5p       | 4F*     | 7/2 | 4d9.5s.(3D).6s       | 4D       | 7/2     |   8 - 8   |    |          |         L3326  |
          |                       |             |                       |             |         |              |      |                                         |                      |         |     |                      |          |         |           |    |          |                |
Ag I      |          487.4100     |   0.0010    |          487.408      |  0.048      |     100 |              |      |      7.302923      -       9.84596      | 4d9.5s.(3D).5p       | 4F*     | 9/2 | 4d9.5s.(3D).6s       | 4D       | 7/2     |  10 - 8   |    |          |         L3326  |
Ag I      |          488.821      |   0.010     |          488.822      |  0.048      |      20 |              |      |      7.876884      -      10.41256      | 4d9.5s.(3D).5p       | 2D*     | 3/2 | 4d9.5s.(3D).6s       | 4D       | 1/2     |   4 - 2   |    |          |         L3326  |
Ag II     |          489.1335     |   0.0010    |          489.13259    |  0.00004    |      18 | 1.00e+05     | B    |     11.20009665    -      13.73416591   | 4d9.(2D<3/2>).5p     | 2[1/2]* | 1   | 4d8.5s2              | 1D       | 2       |   3 - 5   |    |    T3754 |     L3313c114  |
Ag I      |          491.748      |   0.010     |          491.735      |  0.048      |     10w |              |      |      7.96778       -      10.48844      | 4d9.5s.(3D).5p       | 2F*     | 5/2 | 4d9.5s.(3D).6s       | 2D       | 3/2     |   6 - 4   |    |          |         L2489  |
Ag I      |          493.575      |   0.010     |          493.572      |  0.049      |      10 |              |      |      8.303507      -      10.81478?     | 4d9.5s.(3D).5p       | 2D*     | 5/2 | 4d9.5s.(3D).5d       | 2F       | 7/2     |   6 - 8   |    |          |         L3326  |
          |                       |             |                       |             |         |              |      |                                         |                      |         |     |                      |          |         |           |    |          |                |
Ag II     |          498.32786    |   0.00012   |          498.32786    |  0.00004    |      17 |              |      |     10.56354748    -      13.05085806   | 4d9.(2D<5/2>).5p     | 2[5/2]* | 2   | 4d8.5s2              | 3P       | 2       |   5 - 5   |    |          |    L11881c113  |
Ag I      |          499.286      |   0.010     |          499.258      |  0.050      |     20w |              |      |      7.593071      -      10.07575      | 4d9.5s.(3D).5p       | 4F*     | 3/2 | 4d9.5s.(3D).6s       | 4D       | 3/2     |   4 - 4   |    |          |         L2489  |
Ag II     |          502.73430    |   0.00008   |          502.73432    |  0.00003    |     160 | 3.4e+05      | C+   |     11.26865627    -      13.73416591   | 4d9.(2D<3/2>).5p     | 2[3/2]* | 2   | 4d8.5s2              | 1D       | 2       |   5 - 5   |    |    T3754 |    L11881c113  |
Ag I      |          512.350      |   0.010     |          512.354      |  0.053      |     15w |              |      |      8.303507      -      10.72272      | 4d9.5s.(3D).5p       | 2D*     | 5/2 | 4d9.5s.(1D).6s       | 2D       | 5/2     |   6 - 6   |    |          |         L3326  |
Ag II     |          513.72470    |   0.00016   |          513.72469    |  0.00016    |     720 | 1.8e+07      | C    |     15.5692977     -      17.9820621    | 4d9.(2D<5/2>).5d     | 2[1/2]  | 1   | 4d8.(3F).5s.5p.(3P*) | 1D*      | 2       |   3 - 5   |    |    T9142 |    L11881c113  |
          |                       |             |                       |             |         |              |      |                                         |                      |         |     |                      |          |         |           |    |          |                |
Ag II     |          514.28156    |   0.00011   |          514.28157    |  0.00011    |    1700 | 1.3e+08      | C    |     15.5692977     -      17.9794495    | 4d9.(2D<5/2>).5d     | 2[1/2]  | 1   | 4d9.(2D<5/2>).4f     | 2[1/2]*  | 1       |   3 - 3   |    |    T9142 |    L11881c113  |
Ag II     |          519.8171     |   0.0008    |          519.81783    |  0.00008    |      27 |              |      |     11.14562618    -      13.5301093    | 4d9.(2D<3/2>).5p     | 2[3/2]* | 1   | 4d8.5s2              | 3P       | 0       |   3 - 1   |    |          |     L3313c114  |
Ag I      |          520.9078     |   0.0010    |          520.90780    |  0.00005    |    1000 | 7.5e+07      | D    |      3.663988150   -       6.04348192   | 4d10.5p              | 2P*     | 1/2 | 4d10.5d              | 2D       | 3/2     |   2 - 4   |    |    T4515 |        L11755  |
Ag II     |          531.24571    |   0.00017   |          531.24574    |  0.00008    |    1200 | 1.6e+07      | C    |     15.7062457     -      18.0394355    | 4d9.(2D<5/2>).5d     | 2[9/2]  | 4   | 4d9.(2D<5/2>).4f     | 2[9/2]*  | 4       |   9 - 9   |    |    T9142 |    L11881c113  |
Ag II     |          531.72122    |   0.00008   |          531.72120    |  0.00005    |      48 |              |      |     10.71975452    -      13.05085806   | 4d9.(2D<5/2>).5p     | 2[5/2]* | 3   | 4d8.5s2              | 3P       | 2       |   7 - 5   |    |          |    L11881c113  |
          |                       |             |                       |             |         |              |      |                                         |                      |         |     |                      |          |         |           |    |          |                |
Ag II     |          531.97018    |   0.00020   |          531.97015    |  0.00008    |      21 |              |      |     11.20009665    -      13.5301093    | 4d9.(2D<3/2>).5p     | 2[1/2]* | 1   | 4d8.5s2              | 3P       | 0       |   3 - 1   |    |          |    L11881c113  |
Ag II     |          533.25043    |   0.00014   |          533.25049    |  0.00009    |    1300 | 2.0e+07      | C    |     15.7062457     -      18.0306640    | 4d9.(2D<5/2>).5d     | 2[9/2]  | 4   | 4d9.(2D<5/2>).4f     | 2[7/2]*  | 4       |   9 - 9   |    |    T9142 |    L11881c113  |
Ag I      |          533.362      |   0.010     |          533.31732    |  0.00006    |     10w |              |      |      3.663988150   -       5.98811517   | 4d10.5p              | 2P*     | 1/2 | 4d10.6p              | 2P*      | 1/2     |   2 - 2   | M1 |          |         L3326  |
Ag II     |          534.00267    |   0.00011   |          534.00267    |  0.00009    |    2900 | 3.4e+07      | C    |     15.7048539     -      18.0259981    | 4d9.(2D<5/2>).5d     | 2[9/2]  | 5   | 4d9.(2D<5/2>).4f     | 2[9/2]*  | 5       |  11 - 11  |    |    T9142 |    L11881c113  |
Ag II     |          536.27877    |   0.00014   |          536.27883    |  0.00009    |    1600 | 2.2e+07      | C    |     15.71703894    -      18.0283315    | 4d9.(2D<5/2>).5d     | 2[3/2]  | 2   | 4d9.(2D<5/2>).4f     | 2[7/2]*  | 3       |   5 - 7   |    |    T9142 |    L11881c113  |
          |                       |             |                       |             |         |              |      |                                         |                      |         |     |                      |          |         |           |    |          |                |
Ag II     |          537.38212    |   0.00012   |          537.38219    |  0.00005    |      38 |              |      |     11.20009665    -      13.50664370   | 4d9.(2D<3/2>).5p     | 2[1/2]* | 1   | 4d8.5s2              | 3P       | 1       |   3 - 3   |    |          |    L11881c113  |
Ag II     |          539.24686    |   0.00017   |          539.24682    |  0.00017    |    1500 | 7.9e+07      | C    |     15.71751387    -      18.0160854    | 4d9.(2D<5/2>).5d     | 2[3/2]  | 1   | 4d9.(2D<5/2>).4f     | 2[5/2]*  | 2       |   3 - 5   |    |    T9142 |    L11881c113  |
Ag II     |          540.01037    |   0.00009   |          540.01037    |  0.00009    |   20000 | 1.8e+08      | C    |     15.7048539     -      18.0001753    | 4d9.(2D<5/2>).5d     | 2[9/2]  | 5   | 4d9.(2D<5/2>).4f     | 2[11/2]* | 6       |  11 - 13  |    |    T9142 |    L11881c113  |
Ag II     |          540.31323    |   0.00009   |          540.31323    |  0.00009    |   15000 | 1.8e+08      | C    |     15.7062457     -      18.0002806    | 4d9.(2D<5/2>).5d     | 2[9/2]  | 4   | 4d9.(2D<5/2>).4f     | 2[11/2]* | 5       |   9 - 11  |    |    T9142 |    L11881c113  |
Ag II     |          541.08114    |   0.00015   |          541.08117    |  0.00015    |    1800 | 3.6e+06      | D+   |     15.71703894    -      18.0078180    | 4d9.(2D<5/2>).5d     | 2[3/2]  | 2   | 4d9.(2D<5/2>).4f     | 2[3/2]*  | 1       |   5 - 3   |    |    T9142 |    L11881c113  |
          |                       |             |                       |             |         |              |      |                                         |                      |         |     |                      |          |         |           |    |          |                |
Ag II     |          541.1936     |   0.0003    |          541.19338    |  0.00015    |     740 | 8.9e+07      | C    |     15.71751387    -      18.0078180    | 4d9.(2D<5/2>).5d     | 2[3/2]  | 1   | 4d9.(2D<5/2>).4f     | 2[3/2]*  | 1       |   3 - 3   |    |    T9142 |    L11881c113  |
Ag II     |          542.40511    |   0.00015   |          542.40509    |  0.00012    |    2200 | 7.4e+07      | C    |     15.71703894    -      18.0022266    | 4d9.(2D<5/2>).5d     | 2[3/2]  | 2   | 4d9.(2D<5/2>).4f     | 2[3/2]*  | 2       |   5 - 5   |    |    T9142 |    L11881c113  |
Ag II     |          544.09099    |   0.00009   |          544.09104    |  0.00005    |      50 |              |      |     10.77275131    -      13.05085806   | 4d9.(2D<3/2>).5p     | 2[5/2]* | 2   | 4d8.5s2              | 3P       | 2       |   5 - 5   |    |          |    L11881c113  |
Ag I      |          546.5497     |   0.0010    |          546.54853    |  0.00006    |    1000 | 8.6e+07      | D    |      3.77812896    -       6.04599260   | 4d10.5p              | 2P*     | 3/2 | 4d10.5d              | 2D       | 5/2     |   4 - 6   |    |    T4515 |        L11755  |
Ag I      |          547.1555     |   0.0010    |          547.15428    |  0.00006    |      50 | 1.4e+07      | D    |      3.77812896    -       6.04348192   | 4d10.5p              | 2P*     | 3/2 | 4d10.5d              | 2D       | 3/2     |   4 - 4   |    |    T4515 |        L11755  |
          |                       |             |                       |             |         |              |      |                                         |                      |         |     |                      |          |         |           |    |          |                |
Ag I      |          547.5376     |   0.0010    |          547.537609   |  0.000012   |      20 |              |      |      3.7495671196  -       6.01333411   | 4d9.5s2              | 2D      | 5/2 | 4d10.6p              | 2P*      | 3/2     |   6 - 4   |    |          |        L11755  |
Ag II     |          547.86597    |   0.00021   |          547.86589    |  0.00012    |    1500 | 5.4e+07      | C    |     15.71703894    -      17.9794495    | 4d9.(2D<5/2>).5d     | 2[3/2]  | 2   | 4d9.(2D<5/2>).4f     | 2[1/2]*  | 1       |   5 - 3   |    |    T9142 |    L11881c113  |
Ag II     |          548.81567    |   0.00009   |          548.81562    |  0.00007    |    8300 | 7.8e+07      | C    |     15.77216857    -      18.0306640    | 4d9.(2D<5/2>).5d     | 2[5/2]  | 3   | 4d9.(2D<5/2>).4f     | 2[7/2]*  | 4       |   7 - 9   |    |    T9142 |    L11881c113  |
Ag II     |          549.38309    |   0.00018   |          549.38302    |  0.00009    |    2300 | 2.8e+07      | C    |     15.77216857    -      18.0283315    | 4d9.(2D<5/2>).5d     | 2[5/2]  | 3   | 4d9.(2D<5/2>).4f     | 2[7/2]*  | 3       |   7 - 7   |    |    T9142 |    L11881c113  |
Ag II     |          553.84490    |   0.00021   |          553.84481    |  0.00006    |      27 |              |      |     11.26865627    -      13.50664370   | 4d9.(2D<3/2>).5p     | 2[3/2]* | 2   | 4d8.5s2              | 3P       | 1       |   5 - 3   |    |          |    L11881c113  |
          |                       |             |                       |             |         |              |      |                                         |                      |         |     |                      |          |         |           |    |          |                |
Ag II     |          554.32124    |   0.00018   |          554.32121    |  0.00018    |    2700 | 2.1e+07      | C    |     15.81089683    -      18.0469609    | 4d9.(2D<5/2>).5d     | 2[5/2]  | 2   | 4d8.(3F).5s.5p.(3P*) | 1F*      | 3       |   5 - 7   |    |    T9142 |    L11881c113  |
Ag I      |          554.567      |   0.010     |          554.534216   |  0.000016   |     20w |              |      |      3.77812896    -       6.01333411   | 4d10.5p              | 2P*     | 3/2 | 4d10.6p              | 2P*      | 3/2     |   4 - 4   | M1 |          |         L3326  |
Ag II     |          555.19265    |   0.00009   |          555.19264    |  0.00009    |   12000 | 1.07e+08     | C    |     15.80688117    -      18.0394355    | 4d9.(2D<5/2>).5d     | 2[7/2]  | 3   | 4d9.(2D<5/2>).4f     | 2[9/2]*  | 4       |   7 - 9   |    |    T9142 |    L11881c113  |
Ag II     |          555.81401    |   0.00022   |          555.81412    |  0.00012    |    2300 | 1.9e+07      | C    |     15.77216857    -      18.0022266    | 4d9.(2D<5/2>).5d     | 2[5/2]  | 3   | 4d9.(2D<5/2>).4f     | 2[3/2]*  | 2       |   7 - 5   |    |    T9142 |    L11881c113  |
Ag I      |          555.954      |   0.010     |          555.953      |  0.062      |     10w |              |      |      7.709567      -       9.93907      | 4d9.5s.(3D).5p       | 4D*     | 5/2 | 4d9.5s.(3D).6s       | 4D       | 5/2     |   6 - 6   |    |          |         L2489  |
          |                       |             |                       |             |         |              |      |                                         |                      |         |     |                      |          |         |           |    |          |                |
Ag II     |          557.38261    |   0.00022   |          557.38257    |  0.00009    |    2300 | 3.2e+07      | C    |     15.80688117    -      18.0306640    | 4d9.(2D<5/2>).5d     | 2[7/2]  | 3   | 4d9.(2D<5/2>).4f     | 2[7/2]*  | 4       |   7 - 9   |    |    T9142 |    L11881c113  |
Ag II     |          557.96777    |   0.00022   |          557.96782    |  0.00009    |    2400 | 3.7e+07      | C    |     15.80688117    -      18.0283315    | 4d9.(2D<5/2>).5d     | 2[7/2]  | 3   | 4d9.(2D<5/2>).4f     | 2[7/2]*  | 3       |   7 - 7   |    |    T9142 |    L11881c113  |
Ag II     |          558.8417     |   0.0003    |          558.84183    |  0.00009    |    1700 | 1.6e+07      | C    |     15.8214594     -      18.0394355    | 4d9.(2D<5/2>).5d     | 2[7/2]  | 4   | 4d9.(2D<5/2>).4f     | 2[9/2]*  | 4       |   9 - 9   |    |    T9142 |    L11881c113  |
Ag II     |          558.97828    |   0.00016   |          558.97829    |  0.00009    |    4200 | 6.9e+07      | C    |     15.81089683    -      18.0283315    | 4d9.(2D<5/2>).5d     | 2[5/2]  | 2   | 4d9.(2D<5/2>).4f     | 2[7/2]*  | 3       |   5 - 7   |    |    T9142 |    L11881c113  |
Ag II     |          561.06066    |   0.00016   |          561.06070    |  0.00009    |   5400* | 4.0e+07      | C    |     15.8214594     -      18.0306640    | 4d9.(2D<5/2>).5d     | 2[7/2]  | 4   | 4d9.(2D<5/2>).4f     | 2[7/2]*  | 4       |   9 - 9   |    |    T9142 |    L11881c113  |
          |                       |             |                       |             |         |              |      |                                         |                      |         |     |                      |          |         |           |    |          |                |
Ag II     |          561.06066    |   0.00016   |          561.06081    |  0.00019    |   5400* |              |      |     15.80688117    -      18.0160854    | 4d9.(2D<5/2>).5d     | 2[7/2]  | 3   | 4d9.(2D<5/2>).4f     | 2[5/2]*  | 2       |   7 - 5   |    |          |    L11881c113  |
Ag II     |          562.0974     |   0.0003    |          562.09724    |  0.00019    |      43 |              |      |      9.94061414    -      12.1457449    | 4d9.(2D<5/2>).5p     | 2[3/2]* | 2   | 4d8.5s2              | 3F       | 3       |   5 - 7   |    |          |    L11881c113  |
Ag II     |          562.24822    |   0.00009   |          562.24820    |  0.00009    |   21000 | 1.4e+08      | C    |     15.8214594     -      18.0259981    | 4d9.(2D<5/2>).5d     | 2[7/2]  | 4   | 4d9.(2D<5/2>).4f     | 2[9/2]*  | 5       |   9 - 11  |    |    T9142 |    L11881c113  |
Ag I      |          566.734      |   0.010     |          566.740      |  0.064      |     100 |              |      |      7.658891      -       9.84596      | 4d9.5s.(3D).5p       | 4D*     | 7/2 | 4d9.5s.(3D).6s       | 4D       | 7/2     |   8 - 8   |    |          |         L3326  |
Ag II     |          573.4226     |   0.0003    |          573.42293    |  0.00020    |      36 |              |      |     10.18799633    -      12.3495739    | 4d9.(2D<5/2>).5p     | 2[7/2]* | 3   | 4d8.5s2              | 3F       | 2       |   7 - 5   |    |          |    L11881c113  |
          |                       |             |                       |             |         |              |      |                                         |                      |         |     |                      |          |         |           |    |          |                |
Ag I      |          608.378      |   0.010     |          608.350      |  0.074      |     10w |              |      |      8.138044      -      10.17552      | 4d9.5s.(3D).5p       | 2F*     | 7/2 | 4d9.5s.(3D).6s       | 2D       | 5/2     |   8 - 6   |    |          |         L3326  |
Ag II     |          625.5896     |   0.0012    |          625.58897    |  0.00023    |      38 |              |      |     10.36824241    -      12.3495739    | 4d9.(2D<5/2>).5p     | 2[3/2]* | 1   | 4d8.5s2              | 3F       | 2       |   3 - 5   |    |          |    L17886c114  |
Ag I      |          626.850      |   0.010     |          626.84723    |  0.00020    |     10w |              |      |      5.27628977    -       7.2536442    | 4d10.6s              | 2S      | 1/2 | 4d9.5s.(3D).5p       | 4P*      | 3/2     |   2 - 4   |    |          |         L3326  |
Ag II     |          627.9154     |   0.0012    |          627.9149     |  0.0006     |     110 |              |      |     14.99107881    -      16.9650712    | 4d9.(2D<5/2>).6s     | 2[5/2]  | 2   | 4d9.(2D<3/2>).6p     | 2[1/2]*  | 1       |   5 - 3   |    |          |    L17886c114  |
Ag II     |          633.1275     |   0.0012    |          633.12484    |  0.00024    |      67 |              |      |     10.18799633    -      12.1457449    | 4d9.(2D<5/2>).5p     | 2[7/2]* | 3   | 4d8.5s2              | 3F       | 3       |   7 - 7   |    |          |    L17886c114  |
          |                       |             |                       |             |         |              |      |                                         |                      |         |     |                      |          |         |           |    |          |                |
Ag II     |          640.36       |   0.12      |          640.5327     |  0.0007     |      60 |              |      |     14.99107881    -      16.9261858    | 4d9.(2D<5/2>).6s     | 2[5/2]  | 2   | 4d9.(2D<3/2>).6p     | 2[5/2]*  | 2       |   5 - 5   |    |          |      L647c114  |
Ag II     |          650.5747     |   0.0013    |          650.57672    |  0.00007    |      64 |              |      |     11.14562618    -      13.05085806   | 4d9.(2D<3/2>).5p     | 2[3/2]* | 1   | 4d8.5s2              | 3P       | 2       |   3 - 5   |    |          |    L17886c114  |
