-------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
Spectrum  |       Observed        |    Unc.     |         Ritz          |    Unc.     |    Rel. |     Aki      | Acc. |             Ei           Ek             |             Lower level              |                Upper level                |  gi   gk  |Type|      TP  |          Line  |
          |      Wavelength       |     (nm)    |      Wavelength       |     (nm)    |    Int. |    (s^-1)    |      |            (eV)         (eV)            |--------------------------------------|-------------------------------------------|           |    |     Ref. |          Ref.  |
          |       Vac (nm)        |             |       Vac (nm)        |             |         |              |      |                                         | Conf.                | Term    | J   | Conf.                | Term     | J       |           |    |          |                |
Ag II     |          158.877      |   0.003     |          158.87447    |  0.00023    |    3700 |              |      |     10.68000943    -      18.483919     | 4d9.(2D<3/2>).5p     | 2[1/2]* | 0   | 4d9.(2D<3/2>).7s     | 2[3/2]   | 1       |   1 - 3   |    |          |      L647c114  |
Ag III    |          158.928      |   0.010     |                       |             |     120 |              |      |                                         |                      |         |     |                      |          |         |           |    |          |         L3039  |
          |                       |             |                       |             |         |              |      |                                         |                      |         |     |                      |          |         |           |    |          |                |
Ag II     |          159.427      |   0.003     |          159.43489    |  0.00020    |    6300 |              |      |     10.71975452    -      18.496233     | 4d9.(2D<5/2>).5p     | 2[5/2]* | 3   | 4d9.(2D<3/2>).7s     | 2[3/2]   | 2       |   7 - 5   |    |          |      L647c114  |
Ag II     |          160.124      |   0.003     |          160.12188    |  0.00018    |    7200 | 6.3e+07      | D+   |     10.18799633    -      17.931111     | 4d9.(2D<5/2>).5p     | 2[7/2]* | 3   | 4d9.(2D<5/2>).7s     | 2[5/2]   | 2       |   7 - 5   |    |    T9142 |      L647c114  |
Ag II     |          160.496      |   0.003     |          160.49636    |  0.00023    |    3500 |              |      |     10.18799633    -      17.913044     | 4d9.(2D<5/2>).5p     | 2[7/2]* | 3   | 4d9.(2D<5/2>).7s     | 2[5/2]   | 3       |   7 - 7   |    |          |      L647c114  |
Ag II     |          160.524      |   0.003     |          160.52890    |  0.00021    |    5000 |              |      |     10.77275131    -      18.496233     | 4d9.(2D<3/2>).5p     | 2[5/2]* | 2   | 4d9.(2D<3/2>).7s     | 2[3/2]   | 2       |   5 - 5   |    |          |      L647c114  |
Ag II     |          160.788      |   0.003     |          160.78525    |  0.00023    |    3700 | 5.2e+07      | D+   |     10.77275131    -      18.483919     | 4d9.(2D<3/2>).5p     | 2[5/2]* | 2   | 4d9.(2D<3/2>).7s     | 2[3/2]   | 1       |   5 - 3   |    |    T9142 |      L647c114  |
          |                       |             |                       |             |         |              |      |                                         |                      |         |     |                      |          |         |           |    |          |                |
Ag III    |          161.379      |   0.010     |                       |             |     100 |              |      |                                         |                      |         |     |                      |          |         |           |    |          |          L926  |
Ag III    |          161.914      |   0.010     |                       |             |     130 |              |      |                                         |                      |         |     |                      |          |         |           |    |          |         L3039  |
Ag III    |          163.446      |   0.010     |                       |             |     100 |              |      |                                         |                      |         |     |                      |          |         |           |    |          |         L3039  |
Ag II     |          163.9382     |   0.0003    |          163.93807    |  0.00019    |    2400 |              |      |     10.36824241    -      17.931111     | 4d9.(2D<5/2>).5p     | 2[3/2]* | 1   | 4d9.(2D<5/2>).7s     | 2[5/2]   | 2       |   3 - 5   |    |          |    L11881c113  |
Ag II     |          164.4496     |   0.0003    |          164.44991    |  0.00024    |    7700 | 7.1e+07      | D+   |     10.37371438    -      17.913044     | 4d9.(2D<5/2>).5p     | 2[7/2]* | 4   | 4d9.(2D<5/2>).7s     | 2[5/2]   | 3       |   9 - 7   |    |    T9142 |    L11881c113  |
          |                       |             |                       |             |         |              |      |                                         |                      |         |     |                      |          |         |           |    |          |                |
Ag I      |          165.187      |   0.010     |          165.1870     |  0.0003     |     60w |              |      |      0.0000000000  -       7.505687     | 4d10.5s              | 2S      | 1/2 | 4d9.5s.(3D).5p       | 4P*      | 1/2     |   2 - 2   |    |          |         L2489  |
Ag III    |          165.224      |   0.010     |                       |             |     100 |              |      |                                         |                      |         |     |                      |          |         |           |    |          |          L926  |
Ag III    |          165.360      |   0.010     |                       |             |     130 |              |      |                                         |                      |         |     |                      |          |         |           |    |          |         L3039  |
Ag III    |          165.443      |   0.010     |                       |             |     300 |              |      |                                         |                      |         |     |                      |          |         |           |    |          |          L926  |
Ag III    |          165.618      |   0.010     |                       |             |     700 |              |      |                                         |                      |         |     |                      |          |         |           |    |          |          L926  |
          |                       |             |                       |             |         |              |      |                                         |                      |         |     |                      |          |         |           |    |          |                |
Ag III    |          165.710      |   0.010     |                       |             |     150 |              |      |                                         |                      |         |     |                      |          |         |           |    |          |         L3039  |
Ag III    |          166.154      |   0.010     |                       |             |     100 |              |      |                                         |                      |         |     |                      |          |         |           |    |          |          L926  |
Ag II     |          166.5351     |   0.0003    |          166.53495    |  0.00022    |   14000 | 7.1e+07      | D+   |     11.05129731    -      18.496233     | 4d9.(2D<3/2>).5p     | 2[5/2]* | 3   | 4d9.(2D<3/2>).7s     | 2[3/2]   | 2       |   7 - 5   |    |    T9142 |    L11881c113  |
Ag III    |          167.075      |   0.010     |                       |             |     130 |              |      |                                         |                      |         |     |                      |          |         |           |    |          |         L3039  |
Ag III    |          167.614      |   0.010     |                       |             |     150 |              |      |                                         |                      |         |     |                      |          |         |           |    |          |         L3039  |
          |                       |             |                       |             |         |              |      |                                         |                      |         |     |                      |          |         |           |    |          |                |
Ag III    |          168.107      |   0.010     |                       |             |     100 |              |      |                                         |                      |         |     |                      |          |         |           |    |          |          L650  |
Ag II     |          168.2835     |   0.0003    |          168.28386    |  0.00020    |    8000 | 3.8e+07      | D+   |     10.56354748    -      17.931111     | 4d9.(2D<5/2>).5p     | 2[5/2]* | 2   | 4d9.(2D<5/2>).7s     | 2[5/2]   | 2       |   5 - 5   |    |    T9142 |    L11881c113  |
Ag II     |          168.6718     |   0.0003    |          168.67206    |  0.00023    |    2200 |              |      |     11.14562618    -      18.496233     | 4d9.(2D<3/2>).5p     | 2[3/2]* | 1   | 4d9.(2D<3/2>).7s     | 2[3/2]   | 2       |   3 - 5   |    |          |    L11881c113  |
Ag III    |          169.351      |   0.010     |                       |             |     500 |              |      |                                         |                      |         |     |                      |          |         |           |    |          |          L650  |
Ag II     |          170.2185     |   0.0003    |          170.2186     |  0.0003     |    4000 |              |      |     11.20009665    -      18.483919     | 4d9.(2D<3/2>).5p     | 2[1/2]* | 1   | 4d9.(2D<3/2>).7s     | 2[3/2]   | 1       |   3 - 3   |    |          |    L11881c113  |
          |                       |             |                       |             |         |              |      |                                         |                      |         |     |                      |          |         |           |    |          |                |
Ag III    |          170.506      |   0.010     |                       |             |     200 |              |      |                                         |                      |         |     |                      |          |         |           |    |          |          L650  |
Ag I      |          170.811      |   0.010     |                       |             |      10 |              |      |                                         |                      |         |     |                      |          |         |           |    |          |         L3326  |
Ag III    |          170.886      |   0.010     |                       |             |     150 |              |      |                                         |                      |         |     |                      |          |         |           |    |          |          L650  |
Ag I      |          170.926      |   0.010     |          170.926771   |  0.000015   |      50 |              |      |      0.0000000000  -       7.2536442    | 4d10.5s              | 2S      | 1/2 | 4d9.5s.(3D).5p       | 4P*      | 3/2     |   2 - 4   |    |          |         L3326  |
Ag II     |          171.544      |   0.003     |          171.54325    |  0.00024    |    1500 | 3.4e+07      | D+   |     11.26865627    -      18.496233     | 4d9.(2D<3/2>).5p     | 2[3/2]* | 2   | 4d9.(2D<3/2>).7s     | 2[3/2]   | 2       |   5 - 5   |    |    T9142 |      L647c114  |
          |                       |             |                       |             |         |              |      |                                         |                      |         |     |                      |          |         |           |    |          |                |
Ag III    |          171.768      |   0.010     |                       |             |     130 |              |      |                                         |                      |         |     |                      |          |         |           |    |          |         L3039  |
Ag II     |          171.8360     |   0.0003    |          171.8360     |  0.0003     |     920 |              |      |     11.26865627    -      18.483919     | 4d9.(2D<3/2>).5p     | 2[3/2]* | 2   | 4d9.(2D<3/2>).7s     | 2[3/2]   | 1       |   5 - 3   |    |          |    L11881c113  |
Ag II     |          171.9295     |   0.0003    |          171.92910    |  0.00021    |    2200 |              |      |     10.71975452    -      17.931111     | 4d9.(2D<5/2>).5p     | 2[5/2]* | 3   | 4d9.(2D<5/2>).7s     | 2[5/2]   | 2       |   7 - 5   |    |          |    L11881c113  |
Ag III    |          172.227      |   0.010     |                       |             |     200 |              |      |                                         |                      |         |     |                      |          |         |           |    |          |          L650  |
Ag II     |          172.3612     |   0.0003    |          172.3609     |  0.0003     |    5800 | 3.6e+07      | D+   |     10.71975452    -      17.913044     | 4d9.(2D<5/2>).5p     | 2[5/2]* | 3   | 4d9.(2D<5/2>).7s     | 2[5/2]   | 3       |   7 - 7   |    |    T9142 |    L11881c113  |
          |                       |             |                       |             |         |              |      |                                         |                      |         |     |                      |          |         |           |    |          |                |
Ag III    |          172.676      |   0.010     |                       |             |     150 |              |      |                                         |                      |         |     |                      |          |         |           |    |          |         L3039  |
Ag III    |          172.814      |   0.010     |                       |             |     250 |              |      |                                         |                      |         |     |                      |          |         |           |    |          |          L650  |
Ag II     |          173.2017     |   0.0003    |          173.20198    |  0.00021    |    1900 |              |      |     10.77275131    -      17.931111     | 4d9.(2D<3/2>).5p     | 2[5/2]* | 2   | 4d9.(2D<5/2>).7s     | 2[5/2]   | 2       |   5 - 5   |    |          |    L11881c113  |
Ag III    |          174.734      |   0.010     |                       |             |     200 |              |      |                                         |                      |         |     |                      |          |         |           |    |          |          L650  |
Ag III    |          174.964      |   0.010     |                       |             |     120 |              |      |                                         |                      |         |     |                      |          |         |           |    |          |         L3039  |
          |                       |             |                       |             |         |              |      |                                         |                      |         |     |                      |          |         |           |    |          |                |
Ag III    |          175.089      |   0.010     |                       |             |     150 |              |      |                                         |                      |         |     |                      |          |         |           |    |          |         L3039  |
Ag III    |          175.103      |   0.010     |                       |             |     750 |              |      |                                         |                      |         |     |                      |          |         |           |    |          |          L650  |
Ag III    |          176.057      |   0.010     |                       |             |     100 |              |      |                                         |                      |         |     |                      |          |         |           |    |          |          L650  |
Ag III    |          176.262      |   0.010     |                       |             |     150 |              |      |                                         |                      |         |     |                      |          |         |           |    |          |         L3039  |
Ag I      |          176.620      |   0.010     |          176.613304   |  0.000009   |     10w |              |      |      0.0000000000  -       7.0200939    | 4d10.5s              | 2S      | 1/2 | 4d10.8p              | 2P*      | 1/2     |   2 - 2   |    |          |         L3326  |
          |                       |             |                       |             |         |              |      |                                         |                      |         |     |                      |          |         |           |    |          |                |
Ag III    |          176.870      |   0.010     |                       |             |     150 |              |      |                                         |                      |         |     |                      |          |         |           |    |          |          L650  |
Ag III    |          177.181      |   0.010     |                       |             |     100 |              |      |                                         |                      |         |     |                      |          |         |           |    |          |          L650  |
Ag III    |          178.385      |   0.010     |                       |             |     100 |              |      |                                         |                      |         |     |                      |          |         |           |    |          |         L3039  |
Ag III    |          179.170      |   0.010     |                       |             |     100 |              |      |                                         |                      |         |     |                      |          |         |           |    |          |         L3039  |
Ag III    |          179.269      |   0.010     |                       |             |     100 |              |      |                                         |                      |         |     |                      |          |         |           |    |          |         L3039  |
          |                       |             |                       |             |         |              |      |                                         |                      |         |     |                      |          |         |           |    |          |                |
Ag III    |          179.390      |   0.010     |                       |             |     150 |              |      |                                         |                      |         |     |                      |          |         |           |    |          |          L650  |
Ag II     |          180.219      |   0.003     |          180.21448    |  0.00023    |    1400 |              |      |     11.05129731    -      17.931111     | 4d9.(2D<3/2>).5p     | 2[5/2]* | 3   | 4d9.(2D<5/2>).7s     | 2[5/2]   | 2       |   7 - 5   |    |          |      L647c114  |
Ag III    |          180.224      |   0.010     |                       |             |     150 |              |      |                                         |                      |         |     |                      |          |         |           |    |          |          L650  |
Ag III    |          180.226      |   0.010     |                       |             |     150 |              |      |                                         |                      |         |     |                      |          |         |           |    |          |         L3039  |
Ag III    |          180.277      |   0.010     |                       |             |     100 |              |      |                                         |                      |         |     |                      |          |         |           |    |          |         L3039  |
          |                       |             |                       |             |         |              |      |                                         |                      |         |     |                      |          |         |           |    |          |                |
Ag II     |          180.687      |   0.003     |          180.6890     |  0.0003     |     780 |              |      |     11.05129731    -      17.913044     | 4d9.(2D<3/2>).5p     | 2[5/2]* | 3   | 4d9.(2D<5/2>).7s     | 2[5/2]   | 3       |   7 - 7   |    |          |      L647c114  |
Ag III    |          180.823      |   0.010     |                       |             |     300 |              |      |                                         |                      |         |     |                      |          |         |           |    |          |          L650  |
Ag III    |          181.683      |   0.010     |                       |             |     250 |              |      |                                         |                      |         |     |                      |          |         |           |    |          |          L650  |
Ag III    |          182.245      |   0.010     |                       |             |     150 |              |      |                                         |                      |         |     |                      |          |         |           |    |          |          L650  |
Ag II     |          182.718      |   0.003     |          182.71975    |  0.00023    |    1100 |              |      |     11.14562618    -      17.931111     | 4d9.(2D<3/2>).5p     | 2[3/2]* | 1   | 4d9.(2D<5/2>).7s     | 2[5/2]   | 2       |   3 - 5   |    |          |      L647c114  |
          |                       |             |                       |             |         |              |      |                                         |                      |         |     |                      |          |         |           |    |          |                |
Ag III    |          182.883      |   0.010     |                       |             |     350 |              |      |                                         |                      |         |     |                      |          |         |           |    |          |          L650  |
Ag III    |          183.233      |   0.010     |                       |             |     250 |              |      |                                         |                      |         |     |                      |          |         |           |    |          |          L650  |
Ag III    |          183.250      |   0.010     |                       |             |     120 |              |      |                                         |                      |         |     |                      |          |         |           |    |          |         L3039  |
Ag III    |          183.431      |   0.010     |                       |             |     100 |              |      |                                         |                      |         |     |                      |          |         |           |    |          |          L650  |
Ag III    |          183.610      |   0.010     |                       |             |     250 |              |      |                                         |                      |         |     |                      |          |         |           |    |          |          L650  |
          |                       |             |                       |             |         |              |      |                                         |                      |         |     |                      |          |         |           |    |          |                |
Ag III    |          183.864      |   0.010     |                       |             |     150 |              |      |                                         |                      |         |     |                      |          |         |           |    |          |          L650  |
Ag III    |          184.014      |   0.010     |                       |             |     400 |              |      |                                         |                      |         |     |                      |          |         |           |    |          |          L650  |
Ag II     |          184.199      |   0.003     |          184.19840    |  0.00024    |     210 |              |      |     11.20009665    -      17.931111     | 4d9.(2D<3/2>).5p     | 2[1/2]* | 1   | 4d9.(2D<5/2>).7s     | 2[5/2]   | 2       |   3 - 5   |    |          |      L647c114  |
Ag III    |          184.696      |   0.010     |                       |             |     100 |              |      |                                         |                      |         |     |                      |          |         |           |    |          |          L650  |
Ag I      |          184.773      |   0.010     |          184.770792   |  0.000007   |      20 |              |      |      0.0000000000  -       6.71016219   | 4d10.5s              | 2S      | 1/2 | 4d10.7p              | 2P*      | 3/2     |   2 - 4   |    |          |         L3326  |
          |                       |             |                       |             |         |              |      |                                         |                      |         |     |                      |          |         |           |    |          |                |
Ag III    |          184.993      |   0.010     |                       |             |     120 |              |      |                                         |                      |         |     |                      |          |         |           |    |          |          L650  |
Ag III    |          185.633      |   0.010     |                       |             |     150 |              |      |                                         |                      |         |     |                      |          |         |           |    |          |          L650  |
Ag III    |          185.891      |   0.010     |                       |             |     120 |              |      |                                         |                      |         |     |                      |          |         |           |    |          |          L650  |
Ag III    |          186.039      |   0.010     |                       |             |     100 |              |      |                                         |                      |         |     |                      |          |         |           |    |          |         L3039  |
Ag III    |          186.064      |   0.010     |                       |             |     100 |              |      |                                         |                      |         |     |                      |          |         |           |    |          |          L650  |
          |                       |             |                       |             |         |              |      |                                         |                      |         |     |                      |          |         |           |    |          |                |
Ag II     |          186.088      |   0.010     |          186.09388    |  0.00024    |      93 |              |      |     11.26865627    -      17.931111     | 4d9.(2D<3/2>).5p     | 2[3/2]* | 2   | 4d9.(2D<5/2>).7s     | 2[5/2]   | 2       |   5 - 5   |    |          |      L647c114  |
Ag II     |          186.598      |   0.003     |          186.5999     |  0.0003     |     180 |              |      |     11.26865627    -      17.913044     | 4d9.(2D<3/2>).5p     | 2[3/2]* | 2   | 4d9.(2D<5/2>).7s     | 2[5/2]   | 3       |   5 - 7   |    |          |      L647c114  |
Ag III    |          186.712      |   0.010     |                       |             |     350 |              |      |                                         |                      |         |     |                      |          |         |           |    |          |          L650  |
Ag III    |          186.810      |   0.010     |                       |             |     150 |              |      |                                         |                      |         |     |                      |          |         |           |    |          |          L650  |
Ag III    |          187.255      |   0.010     |                       |             |     100 |              |      |                                         |                      |         |     |                      |          |         |           |    |          |          L650  |
          |                       |             |                       |             |         |              |      |                                         |                      |         |     |                      |          |         |           |    |          |                |
Ag III    |          187.345      |   0.010     |                       |             |     400 |              |      |                                         |                      |         |     |                      |          |         |           |    |          |          L650  |
Ag III    |          188.036      |   0.010     |                       |             |     250 |              |      |                                         |                      |         |     |                      |          |         |           |    |          |          L650  |
Ag III    |          188.957      |   0.010     |                       |             |     300 |              |      |                                         |                      |         |     |                      |          |         |           |    |          |          L650  |
Ag III    |          191.692      |   0.010     |                       |             |     400 |              |      |                                         |                      |         |     |                      |          |         |           |    |          |          L650  |
Ag III    |          191.708      |   0.010     |                       |             |     600 |              |      |                                         |                      |         |     |                      |          |         |           |    |          |          L650  |
          |                       |             |                       |             |         |              |      |                                         |                      |         |     |                      |          |         |           |    |          |                |
Ag II     |          192.22672    |   0.00003   |          192.226783   |  0.000008   |    2200 |              |      |      9.94061414    -      16.3905061    | 4d9.(2D<5/2>).5p     | 2[3/2]* | 2   | 4d9.(2D<3/2>).5d     | 2[5/2]   | 3       |   5 - 7   |    |          |    L11881c113  |
Ag III    |          192.530      |   0.010     |                       |             |     200 |              |      |                                         |                      |         |     |                      |          |         |           |    |          |          L650  |
Ag II     |          193.349455   |   0.000011  |          193.349457   |  0.000006   |   22000 | 2.3e+07      | C+   |      4.85621528    -      11.26865627   | 4d9.(2D<5/2>).5s     | 2[5/2]  | 3   | 4d9.(2D<3/2>).5p     | 2[3/2]*  | 2       |   7 - 5   |    | T6475c86 |    L11881c113  |
Ag II     |          193.7455     |   0.0019    |          193.746408   |  0.000007   |     260 |              |      |      9.94061414    -      16.33991721   | 4d9.(2D<5/2>).5p     | 2[3/2]* | 2   | 4d9.(2D<3/2>).5d     | 2[3/2]   | 2       |   5 - 5   |    |          |      L647c114  |
Ag III    |          194.632      |   0.010     |                       |             |     150 |              |      |                                         |                      |         |     |                      |          |         |           |    |          |          L650  |
          |                       |             |                       |             |         |              |      |                                         |                      |         |     |                      |          |         |           |    |          |                |
Ag III    |          194.844      |   0.010     |                       |             |     100 |              |      |                                         |                      |         |     |                      |          |         |           |    |          |          L650  |
Ag III    |          195.762      |   0.010     |                       |             |     700 |              |      |                                         |                      |         |     |                      |          |         |           |    |          |          L650  |
Ag III    |          195.927      |   0.010     |                       |             |     120 |              |      |                                         |                      |         |     |                      |          |         |           |    |          |         L3039  |
Ag III    |          196.086      |   0.010     |                       |             |     100 |              |      |                                         |                      |         |     |                      |          |         |           |    |          |          L650  |
Ag III    |          196.689      |   0.010     |                       |             |     400 |              |      |                                         |                      |         |     |                      |          |         |           |    |          |          L650  |
          |                       |             |                       |             |         |              |      |                                         |                      |         |     |                      |          |         |           |    |          |                |
Ag II     |          196.732521   |   0.000012  |          196.732526   |  0.000008   |   24000 |              |      |     10.36824241    -      16.6704132    | 4d9.(2D<5/2>).5p     | 2[3/2]* | 1   | 4d9.(2D<3/2>).5d     | 2[1/2]   | 0       |   3 - 1   |    |          |    L11881c113  |
Ag III    |          197.592      |   0.010     |                       |             |     600 |              |      |                                         |                      |         |     |                      |          |         |           |    |          |          L650  |
Ag III    |          197.703      |   0.010     |                       |             |     500 |              |      |                                         |                      |         |     |                      |          |         |           |    |          |          L650  |
Ag III    |          198.187      |   0.010     |                       |             |     150 |              |      |                                         |                      |         |     |                      |          |         |           |    |          |          L650  |
Ag III    |          198.702      |   0.010     |                       |             |     200 |              |      |                                         |                      |         |     |                      |          |         |           |    |          |          L650  |
          |                       |             |                       |             |         |              |      |                                         |                      |         |     |                      |          |         |           |    |          |                |
Ag II     |          199.431719   |   0.000012  |          199.431719   |  0.000005   |  140000 | 4.08e+07     | B+   |      5.05178168    -      11.26865627   | 4d9.(2D<5/2>).5s     | 2[5/2]  | 2   | 4d9.(2D<3/2>).5p     | 2[3/2]*  | 2       |   5 - 5   |    | T6475c86 |    L11881c113  |
Ag III    |          199.516      |   0.010     |                       |             |     130 |              |      |                                         |                      |         |     |                      |          |         |           |    |          |         L3039  |
Ag II     |          199.89350    |   0.00008   |          199.893596   |  0.000008   |     730 |              |      |     10.18799633    -      16.3905061    | 4d9.(2D<5/2>).5p     | 2[7/2]* | 3   | 4d9.(2D<3/2>).5d     | 2[5/2]   | 3       |   7 - 7   |    |          |    L11881c113  |
          |                       |             |                       |             |         |              |      |                                         |                      |         |     |                      |          |         |           |    |          |                |
Ag III    |          199.959      |   0.010     |                       |             |     600 |              |      |                                         |                      |         |     |                      |          |         |           |    |          |          L650  |
Ag II     |          200.068462   |   0.000013  |          200.068449   |  0.000008   |   40000 | 1.75e+07     | B+   |      4.85621528    -      11.05129731   | 4d9.(2D<5/2>).5s     | 2[5/2]  | 3   | 4d9.(2D<3/2>).5p     | 2[5/2]*  | 3       |   7 - 7   |    | T6475c86 |    L11881c113  |
Ag III    |          200.730      |   0.010     |                       |             |     300 |              |      |                                         |                      |         |     |                      |          |         |           |    |          |          L926  |
Ag III    |          201.149      |   0.010     |                       |             |     200 |              |      |                                         |                      |         |     |                      |          |         |           |    |          |          L650  |
Ag III    |          201.365      |   0.010     |                       |             |     150 |              |      |                                         |                      |         |     |                      |          |         |           |    |          |          L650  |
          |                       |             |                       |             |         |              |      |                                         |                      |         |     |                      |          |         |           |    |          |                |
Ag II     |          201.590481   |   0.000013  |          201.590491   |  0.000007   |   34000 | 3.7e+07      | C+   |      5.05178168    -      11.20009665   | 4d9.(2D<5/2>).5s     | 2[5/2]  | 2   | 4d9.(2D<3/2>).5p     | 2[1/2]*  | 1       |   5 - 3   |    | T6475c87 |    L11881c113  |
Ag II     |          202.5858     |   0.0021    |          202.588091   |  0.000013   |     570 |              |      |     10.18799633    -      16.3060396    | 4d9.(2D<5/2>).5p     | 2[7/2]* | 3   | 4d9.(2D<3/2>).5d     | 2[7/2]   | 4       |   7 - 9   |    |          |      L647c114  |
Ag II     |          203.392680   |   0.000013  |          203.392686   |  0.000007   |   38000 | 2.4e+07      | B    |      5.05178168    -      11.14562618   | 4d9.(2D<5/2>).5s     | 2[5/2]  | 2   | 4d9.(2D<3/2>).5p     | 2[3/2]*  | 1       |   5 - 3   |    | T6475c87 |    L11881c113  |
Ag III    |          204.133      |   0.010     |                       |             |     150 |              |      |                                         |                      |         |     |                      |          |         |           |    |          |         L3039  |
Ag III    |          205.317      |   0.010     |                       |             |     150 |              |      |                                         |                      |         |     |                      |          |         |           |    |          |          L650  |
          |                       |             |                       |             |         |              |      |                                         |                      |         |     |                      |          |         |           |    |          |                |
Ag III    |          205.383      |   0.010     |                       |             |     150 |              |      |                                         |                      |         |     |                      |          |         |           |    |          |          L650  |
Ag III    |          205.699      |   0.010     |                       |             |     200 |              |      |                                         |                      |         |     |                      |          |         |           |    |          |          L650  |
Ag II     |          205.9939     |   0.0021    |          205.997746   |  0.000011   |     540 |              |      |     10.37371438    -      16.3905061    | 4d9.(2D<5/2>).5p     | 2[7/2]* | 4   | 4d9.(2D<3/2>).5d     | 2[5/2]   | 3       |   9 - 7   |    |          |      L647c114  |
Ag I      |          206.1162     |   0.0010    |          206.116209   |  0.000004   |     200 | 3.1e+06      | D    |      0.0000000000  -       6.01333411   | 4d10.5s              | 2S      | 1/2 | 4d10.6p              | 2P*      | 3/2     |   2 - 4   |    |    T4515 |        L11755  |
Ag II     |          206.591011   |   0.000014  |          206.591012   |  0.000007   |  120000 | 4.7e+07      | B+   |      5.05178168    -      11.05129731   | 4d9.(2D<5/2>).5s     | 2[5/2]  | 2   | 4d9.(2D<3/2>).5p     | 2[5/2]*  | 3       |   5 - 7   |    | T6475c86 |    L11881c113  |
          |                       |             |                       |             |         |              |      |                                         |                      |         |     |                      |          |         |           |    |          |                |
Ag I      |          206.9844     |   0.0010    |          206.984380   |  0.000013   |     100 | 1.5e+06      | D    |      0.0000000000  -       5.98811517   | 4d10.5s              | 2S      | 1/2 | 4d10.6p              | 2P*      | 1/2     |   2 - 2   |    |    T4515 |        L11755  |
Ag II     |          207.554292   |   0.000014  |          207.554294   |  0.000008   |   36000 | 1.2e+08      | D+   |     10.36824241    -      16.33991721   | 4d9.(2D<5/2>).5p     | 2[3/2]* | 1   | 4d9.(2D<3/2>).5d     | 2[3/2]   | 2       |   3 - 5   |    |    T9142 |    L11881c113  |
Ag III    |          208.104      |   0.010     |                       |             |     200 |              |      |                                         |                      |         |     |                      |          |         |           |    |          |          L650  |
Ag II     |          208.78208    |   0.00004   |          208.782083   |  0.000009   |    2300 |              |      |     10.36824241    -      16.30480387   | 4d9.(2D<5/2>).5p     | 2[3/2]* | 1   | 4d9.(2D<3/2>).5d     | 2[3/2]   | 1       |   3 - 3   |    |          |    L11881c113  |
Ag II     |          208.9318     |   0.0022    |          208.931191   |  0.000014   |     740 |              |      |     10.37371438    -      16.3060396    | 4d9.(2D<5/2>).5p     | 2[7/2]* | 4   | 4d9.(2D<3/2>).5d     | 2[7/2]   | 4       |   9 - 9   |    |          |      L647c114  |
          |                       |             |                       |             |         |              |      |                                         |                      |         |     |                      |          |         |           |    |          |                |
Ag II     |          209.489      |             |          209.488826   |  0.000008   |    800: | 4.8e+05      | D+   |      4.85621528    -      10.77275131   | 4d9.(2D<5/2>).5s     | 2[5/2]  | 3   | 4d9.(2D<3/2>).5p     | 2[5/2]*  | 2       |   7 - 5   |    | T6475c86 |        L18222  |
Ag II     |          210.075      |   0.009     |          210.093065   |  0.000014   |     140 |              |      |     10.37371438    -      16.2732362    | 4d9.(2D<5/2>).5p     | 2[7/2]* | 4   | 4d9.(2D<3/2>).5d     | 2[7/2]   | 3       |   9 - 7   |    |          |      L647c114  |
Ag II     |          211.140      |   0.003     |          211.139639   |  0.000008   |    4100 | 1.00e+07     | B    |      9.94061414    -      15.81089683   | 4d9.(2D<5/2>).5p     | 2[3/2]* | 2   | 4d9.(2D<5/2>).5d     | 2[5/2]   | 2       |   5 - 5   |    |    T3754 |     L3328c114  |
Ag II     |          211.382490   |   0.000013  |          211.382492   |  0.000008   |  530000 | 3.01e+08     | A    |      4.85621528    -      10.71975452   | 4d9.(2D<5/2>).5s     | 2[5/2]  | 3   | 4d9.(2D<5/2>).5p     | 2[5/2]*  | 3       |   7 - 7   |    | T6475c86 |    L11881c113  |
Ag II     |          212.044020   |   0.000013  |          212.044026   |  0.000007   |  220000 | 1.19e+08     | B+   |      5.42340791    -      11.26865627   | 4d9.(2D<3/2>).5s     | 2[3/2]  | 1   | 4d9.(2D<3/2>).5p     | 2[3/2]*  | 2       |   3 - 5   |    | T6475c86 |    L11881c113  |
