---------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
Spectrum  |      Observed      |        Ritz        |    Rel. |     Aki     | Acc. |        Ei           Ek        |             Lower level             |               Upper level                |  gi   gk  |Type|    TP  |       Line  |
          |     Wavelength     |     Wavelength     |    Int. |   (s^-1)    |      |       (eV)         (eV)       |-------------------------------------|------------------------------------------|           |    |   Ref. |       Ref.  |
          |      Air (nm)      |      Air (nm)      |         |             |      |                               | Conf.            | Term      | J    | Conf.                | Term       | J    |           |    |        |             |
W I       |         690.054    |         690.0494   |      12 |             |      |   4.116475    -    5.912723   | 5d5.(2G2).6s     | 3G        | 5    |                      | *          | 4    |  11 - 9   |    |        |  L153,L416  |
W I       |         690.380    |                    |      2w |             |      |                               |                  |           |      |                      |            |      |           |    |        |       L153  |
W I       |         690.420    |         690.4163   |       3 |             |      |   3.891750    -    5.687044   | 5d5.(4G).6s      | 3G        | 5    |                      | *          | 4    |  11 - 9   |    |        |       L153  |
          |                    |                    |         |             |      |                               |                  |           |      |                      |            |      |           |    |        |             |
W I       |         690.488    |                    |       3 |             |      |                               |                  |           |      |                      |            |      |           |    |        |       L153  |
W I       |         690.673    |                    |       3 |             |      |                               |                  |           |      |                      |            |      |           |    |        |       L153  |
W I       |         690.746    |         690.7369   |       5 |             |      |   3.520246    -    5.314707   | 5d5.(2I).6s      | 3I        | 6    |                      | *          | 5    |  13 - 11  |    |        |       L153  |
W I       |         690.829    |         690.8276   |      20 | 3.37e+04    | C    |   1.649870    -    3.444095   | 5d4.6s2          | 3P2       | 1    | 5d4.6s.(6D).6p       | 5D*        | 1    |   3 - 3   |    |  T4976 |       L153  |
W I       |         691.552    |         691.5463   |      10 |             |      |   2.833386    -    4.625746   | 5d4.6s2          | 1G2       | 4    |                      | *          | 5    |   9 - 11  |    |        |       L153  |
          |                    |                    |         |             |      |                               |                  |           |      |                      |            |      |           |    |        |             |
W I       |         691.719    |         691.7147   |      10 | 1.0e+04     | E    |   1.916797    -    3.708721   | 5d4.6s2          | 3D        | 3    | 5d4.6s.(6D).6p       | 5D*        | 3    |   7 - 7   |    |  T4976 |       L153  |
W I       |         692.097    |         692.0935   |      20 |             |      |   3.654970    -    5.445913   | 5d4.6s2          | 3F1       | 4    |                      | *          | 5    |   9 - 11  |    |        |       L153  |
W I       |         692.665    |                    |      1w |             |      |                               |                  |           |      |                      |            |      |           |    |        |       L153  |
W I       |         692.902    |         692.9032   |      1w |             |      |   4.014410    -    5.803260   | 5d5.(2D3).6s     | 3D        | 1    |                      | *          | 2    |   3 - 5   |    |        |       L153  |
W I       |         693.423    |         693.4237   |      30 | 1.5e+04     | D    |   1.856810    -    3.644317   | 5d4.6s2          | 3D        | 2    | 5d4.6s.(6D).6p       | 5P*        | 2    |   5 - 5   |    |  T4976 |       L153  |
          |                    |                    |         |             |      |                               |                  |           |      |                      |            |      |           |    |        |             |
W I       |         694.210    |         694.2086   |       3 |             |      |   2.458319    -    4.243805   | 5d5.(4P).6s      | 5P        | 3    |                      | *          | 3    |   7 - 7   |    |        |       L153  |
W I       |         694.256    |         694.2500   |       3 |             |      |   3.891750    -    5.677130   | 5d5.(4G).6s      | 3G        | 5    |                      | *          | 5    |  11 - 11  |    |        |       L153  |
W I       |         694.308    |                    |      3w |             |      |                               |                  |           |      |                      |            |      |           |    |        |       L153  |
W I       |         694.368    |         694.3648   |      12 |             |      |   2.786753    -    4.571838   | 5d5.(4D).6s      | 5D        | 4    |                      | *          | 3    |   9 - 7   |    |        |       L153  |
W I       |         694.400    |         694.3981   |       3 |             |      |   3.496875    -    5.281874   | 5d5.(4F).6s      | 5F        | 2    |                      | *          | 3    |   5 - 7   |    |        |       L153  |
          |                    |                    |         |             |      |                               |                  |           |      |                      |            |      |           |    |        |             |
W I       |         695.255    |                    |       2 |             |      |                               |                  |           |      |                      |            |      |           |    |        |       L153  |
W I       |         695.559    |         695.5552   |      15 |             |      |   2.973488    -    4.755518   | 5d5.(4D).6s      | 5D        | 2    |                      | *          | 1    |   5 - 3   |    |        |       L153  |
W I       |         695.632    |         695.6287   |       1 |             |      |   3.654970    -    5.436811   | 5d4.6s2          | 3F1       | 4    |                      | *          | 3    |   9 - 7   |    |        |       L153  |
W I       |         695.684    |         695.6815   |      10 |             |      |   3.984349    -    5.766055   | 5d5.(4G).6s      | 3G        | 4    |                      | *          | 5    |   9 - 11  |    |        |       L153  |
W I       |         695.739    |         695.7367   |       2 |             |      |   3.496875    -    5.278440   | 5d5.(4F).6s      | 5F        | 2    |                      | *          | 1    |   5 - 3   |    |        |       L153  |
          |                    |                    |         |             |      |                               |                  |           |      |                      |            |      |           |    |        |             |
W I       |         695.877    |                    |       8 |             |      |                               |                  |           |      |                      |            |      |           |    |        |       L153  |
W I       |         696.412    |         696.4089   |      25 | 2.28e+04    | C    |   1.649870    -    3.429715   | 5d4.6s2          | 3P2       | 1    | 5d4.6s.(6D).6p       | 5F*        | 2    |   3 - 5   |    |  T4976 |       L153  |
W I       |         696.496    |                    |       4 |             |      |                               |                  |           |      |                      |            |      |           |    |        |       L153  |
W I       |         696.943    |         696.9400   |       6 |             |      |   4.378075    -    6.156564   |                  | *         | 2    | 5d4.6s.(6D).7s       | 5D         | 3    |   5 - 7   |    |        |       L153  |
W I       |         697.164    |         697.1602   |      15 |             |      |   4.116475    -    5.894402   | 5d5.(2G2).6s     | 3G        | 5    |                      | *          | 6    |  11 - 13  |    |        |  L153,L416  |
          |                    |                    |         |             |      |                               |                  |           |      |                      |            |      |           |    |        |             |
W I       |         697.411    |         697.4078   |       3 |             |      |   4.487049    -    6.264345   |                  | *         | 1    |                      |            | 2    |   3 - 5   |    |        |       L153  |
W I       |         697.489    |         697.4885   |       4 |             |      |   3.792260    -    5.569350   | 5d4.6s.(6D).6p   | 5P*       | 3    | 5d4.6s.(6D).7s       | 7D         | 2    |   7 - 5   |    |        |       L153  |
W I       |         697.729    |         697.7154   |      5* |             |      |   2.601563    -    4.378075   | 5d5.(4P).6s      | 5P        | 2    |                      | *          | 2    |   5 - 5   |    |        |       L153  |
W I       |         697.729    |         697.7334   |      5* |             |      |   4.670991    -    6.447457   |                  | *         | 3    |                      |            | 3    |   7 - 7   |    |        |    L153c23  |
W I       |         697.784    |                    |       2 |             |      |                               |                  |           |      |                      |            |      |           |    |        |       L153  |
          |                    |                    |         |             |      |                               |                  |           |      |                      |            |      |           |    |        |             |
W I       |         697.847    |         697.8440   |       3 |             |      |   2.120999    -    3.897184   | 5d4.6s2          | 3F2       | 4    | 5d4.6s.(6D).6p       | 5F*        | 4    |   9 - 9   |    |        |       L153  |
W I       |         698.188    |         698.1832   |       6 |             |      |   2.908052    -    4.683374   | 5d5.(4D).6s      | 5D        | 1    |                      | *          | 1    |   3 - 3   |    |        |       L153  |
W I       |         698.427    |         698.4261   |      40 | 4.4e+04     | D    |   1.655010    -    3.429715   | 5d4.6s2          | 3G        | 3    | 5d4.6s.(6D).6p       | 5F*        | 2    |   7 - 5   |    |  T4976 |       L153  |
W I       |         698.580    |                    |       1 |             |      |                               |                  |           |      |                      |            |      |           |    |        |       L153  |
W I       |         698.927    |         698.9256   |      15 |             |      |   2.241985    -    4.015422   | 5d4.6s2          | 3D        | 1    |                      | *          | 0    |   3 - 1   |    |        |       L153  |
          |                    |                    |         |             |      |                               |                  |           |      |                      |            |      |           |    |        |             |
W I       |         699.150    |         699.1480   |      12 |             |      |   3.500500    -    5.273373   | 5d5.(4F).6s      | 5F        | 5    |                      | *          | 4    |  11 - 9   |    |        |       L153  |
W I       |         699.184    |                    |       1 |             |      |                               |                  |           |      |                      |            |      |           |    |        |       L153  |
W I       |         699.296    |         699.2937   |      10 |             |      |   3.853156    -    5.625659   |                  |           | 2    |                      | *          | 1    |   5 - 3   |    |        |  L153,L416  |
W I       |         699.327    |         699.3211   |      30 | 5.8e+04     | D    |   2.458116    -    4.230549   | 5d4.6s2          | 3G        | 5    |                      | *          | 4    |  11 - 9   |    |  T4976 |       L153  |
W I       |         699.365    |         699.3642   |       4 |             |      |   3.430702    -    5.203027   | 5d5.(4F).6s      | 5F        | 1    |                      | *          | 0    |   3 - 1   |    |        |       L153  |
          |                    |                    |         |             |      |                               |                  |           |      |                      |            |      |           |    |        |             |
W I       |         699.406    |         699.4013   |      15 | 5.2e+04     | D    |   2.458319    -    4.230549   | 5d5.(4P).6s      | 5P        | 3    |                      | *          | 4    |   7 - 9   |    |  T4976 |       L153  |
W I       |         700.156    |                    |       2 |             |      |                               |                  |           |      |                      |            |      |           |    |        |       L153  |
W I       |         700.270    |         700.2685   |      10 |             |      |   2.966952    -    4.736987   | 5d5.(4D).6s      | 5D        | 3    |                      | *          | 3    |   7 - 7   |    |        |       L153  |
W I       |         700.968    |         700.9682   |       8 |             |      |   3.654970    -    5.423239   | 5d4.6s2          | 3F1       | 4    |                      | *          | 5    |   9 - 11  |    |        |       L153  |
W I       |         701.140    |         701.1378   |       6 |             |      |   3.997005    -    5.764846   |                  | *         | 3    | 5d4.6s.(6D).7s       | 7D         | 3    |   7 - 7   |    |        |       L153  |
          |                    |                    |         |             |      |                               |                  |           |      |                      |            |      |           |    |        |             |
W I       |         701.338    |                    |       1 |             |      |                               |                  |           |      |                      |            |      |           |    |        |       L153  |
W I       |         701.452    |                    |      3w |             |      |                               |                  |           |      |                      |            |      |           |    |        |       L153  |
W I       |         701.576    |         701.5727   |       8 |             |      |   4.127657    -    5.894402   | 5d5.(2I).6s      | 1I        | 6    |                      | *          | 6    |  13 - 13  |    |        |       L153  |
W I       |         701.622    |         701.6210   |       8 |             |      |   4.571838    -    6.338461   |                  | *         | 3    | 5d4.6s.(6D).7s       | 5D         | 4    |   7 - 9   |    |        |       L153  |
W I       |         701.788    |         701.7875   |      20 |             |      |   3.496875    -    5.263080   | 5d5.(4F).6s      | 5F        | 2    |                      | *          | 2    |   5 - 5   |    |        |       L153  |
          |                    |                    |         |             |      |                               |                  |           |      |                      |            |      |           |    |        |             |
W I       |         702.026    |         702.0245   |       8 |             |      |   3.073526    -    4.839134   | 5d4.6s2          | 1D2       | 2    |                      | *          | 2    |   5 - 5   |    |        |       L153  |
W I       |         702.789    |                    |       5 |             |      |                               |                  |           |      |                      |            |      |           |    |        |       L153  |
W I       |         702.868    |         702.8641   |      12 |             |      |   2.973488    -    4.736987   | 5d5.(4D).6s      | 5D        | 2    |                      | *          | 3    |   5 - 7   |    |        |       L153  |
W I       |         703.050    |         703.0578   |      10 |             |      |   1.856810    -    3.619823   | 5d4.6s2          | 3D        | 2    | 5d4.6s.(6D).6p       | 5D*        | 2    |   5 - 5   |    |        |       L153  |
W I       |         703.156    |         703.1547   |       2 |             |      |   4.209617    -    5.972387   | 5d5.(4D).6s      | 3D        | 3    |                      | *          | 3    |   7 - 7   |    |        |  L153,L416  |
          |                    |                    |         |             |      |                               |                  |           |      |                      |            |      |           |    |        |             |
W I       |         703.199    |         703.1993   |       3 |             |      |   3.500500    -    5.263159   | 5d5.(4F).6s      | 5F        | 5    |                      | *          | 4    |  11 - 9   |    |        |       L153  |
W I       |         703.238    |                    |       4 |             |      |                               |                  |           |      |                      |            |      |           |    |        |       L153  |
W I       |         703.314    |         703.3120   |       2 |             |      |   4.376620    -    6.138996   |                  |           | 4    |                      | *          | 3    |   9 - 7   |    |        |  L153,L416  |
W I       |         703.332    |                    |       3 |             |      |                               |                  |           |      |                      |            |      |           |    |        |       L153  |
W I       |         703.480    |                    |       3 |             |      |                               |                  |           |      |                      |            |      |           |    |        |       L153  |
          |                    |                    |         |             |      |                               |                  |           |      |                      |            |      |           |    |        |             |
W I       |         704.394    |         704.3948   |      4w |             |      |   4.638758    -    6.398425   |                  |           | 3    |                      | *          | 2    |   7 - 5   |    |        |  L153,L416  |
W I       |         705.616    |         705.6094   |      12 |             |      |   2.501282    -    4.257920   | 5d4.6s2          | 1S2       | 0    |                      | *          | 1    |   1 - 3   |    |        |       L153  |
W I       |         705.659    |         705.6542   |       3 |             |      |   3.701382    -    5.457908   | 5d5.(4F).6s      | 5F        | 4    |                      | *          | 3    |   9 - 7   |    |        |       L153  |
W I       |         705.873    |         705.8735   |     10* |             |      |   1.856810    -    3.612790   | 5d4.6s2          | 3D        | 2    | 5d4.6s.(6D).6p       | 5F*        | 3    |   5 - 7   |    |        |       L153  |
W I       |         705.873    |         705.8764   |     10* |             |      |   4.683374    -    6.439347   |                  | *         | 1    |                      |            | 2    |   3 - 5   |    |        |       L153  |
          |                    |                    |         |             |      |                               |                  |           |      |                      |            |      |           |    |        |             |
W I       |         706.086    |         706.0908   |       5 |             |      |   4.116475    -    5.871915   | 5d5.(2G2).6s     | 3G        | 5    |                      | *          | 4    |  11 - 9   |    |        |  L153,L416  |
W I       |         706.104    |         706.1018   |      10 |             |      |   3.507746    -    5.263159   | 5d5.(2F1).6s     | 3F        | 3    |                      | *          | 4    |   7 - 9   |    |        |       L153  |
W I       |         706.136    |         706.1337   |      12 |             |      |   3.507746    -    5.263080   | 5d5.(2F1).6s     | 3F        | 3    |                      | *          | 2    |   7 - 5   |    |        |       L153  |
W I       |         706.176    |         706.1751   |       2 |             |      |   4.401334    -    6.156564   |                  | *         | 3    | 5d4.6s.(6D).7s       | 5D         | 3    |   7 - 7   |    |        |       L153  |
W I       |         706.688    |                    |      2w |             |      |                               |                  |           |      |                      |            |      |           |    |        |       L153  |
          |                    |                    |         |             |      |                               |                  |           |      |                      |            |      |           |    |        |             |
W I       |         706.749    |                    |      2w |             |      |                               |                  |           |      |                      |            |      |           |    |        |       L153  |
W I       |         707.044    |         707.0411   |       5 |             |      |   1.655010    -    3.408091   | 5d4.6s2          | 3G        | 3    | 5d5.(6S).6p          | 7P*        | 3    |   7 - 7   |    |        |       L153  |
W I       |         707.070    |                    |       2 |             |      |                               |                  |           |      |                      |            |      |           |    |        |       L153  |
W I       |         707.145    |         707.1407   |       3 |             |      |   3.051360    -    4.804194   | 5d4.6s2          | 1F        | 3    |                      | *          | 4    |   7 - 9   |    |        |       L153  |
W I       |         707.181    |                    |      2w |             |      |                               |                  |           |      |                      |            |      |           |    |        |       L153  |
          |                    |                    |         |             |      |                               |                  |           |      |                      |            |      |           |    |        |             |
W I       |         707.378    |                    |       1 |             |      |                               |                  |           |      |                      |            |      |           |    |        |       L153  |
W I       |         707.430    |         707.4314   |       4 |             |      |   3.701382    -    5.453496   | 5d5.(4F).6s      | 5F        | 4    |                      | *          | 4    |   9 - 9   |    |        |       L153  |
W I       |         707.501    |         707.5115   |      2w |             |      |   4.717977    -    6.469892   |                  | *         | 3    |                      |            | 2    |   7 - 5   |    |        |       L153  |
W I       |         707.585    |                    |       1 |             |      |                               |                  |           |      |                      |            |      |           |    |        |       L153  |
W I       |         707.675    |                    |       2 |             |      |                               |                  |           |      |                      |            |      |           |    |        |       L153  |
          |                    |                    |         |             |      |                               |                  |           |      |                      |            |      |           |    |        |             |
W I       |         707.874    |         707.8712   |       2 |             |      |   2.966952    -    4.717977   | 5d5.(4D).6s      | 5D        | 3    |                      | *          | 3    |   7 - 7   |    |        |       L153  |
W I       |         707.961    |         707.9609   |       1 |             |      |   2.246202    -    3.997005   | 5d5.(4G).6s      | 5G        | 2    |                      | *          | 3    |   5 - 7   |    |        |       L153  |
W I       |         708.121    |         708.1164   |       1 |             |      |   4.376620    -    6.127039   |                  |           | 4    |                      | *          | 3    |   9 - 7   |    |        |  L153,L416  |
W I       |         708.203    |         708.1981   |     8w* |             |      |   2.194667    -    3.944883   | 5d4.6s2          | 3F2       | 3    |                      | *          | 2    |   7 - 5   |    |        |       L153  |
W I       |         708.203    |         708.2017   |     8w* |             |      |   2.458319    -    4.208527   | 5d5.(4P).6s      | 5P        | 3    |                      | *          | 2    |   7 - 5   |    |        |       L153  |
          |                    |                    |         |             |      |                               |                  |           |      |                      |            |      |           |    |        |             |
W I       |         708.332    |         708.3311   |       6 |             |      |   2.387469    -    4.137358   | 5d5.(4G).6s      | 5G        | 4    | 5d4.6s.(6D).6p       | 5F*        | 5    |   9 - 11  |    |        |       L153  |
W I       |         708.381    |                    |       1 |             |      |                               |                  |           |      |                      |            |      |           |    |        |       L153  |
W I       |         708.899    |         708.8916   |       1 |             |      |   3.514654    -    5.263159   | 5d5.(4F).6s      | 5F        | 3    |                      | *          | 4    |   7 - 9   |    |        |       L153  |
W I       |         708.929    |         708.9238   |      10 |             |      |   3.514654    -    5.263080   | 5d5.(4F).6s      | 5F        | 3    |                      | *          | 2    |   7 - 5   |    |        |       L153  |
W I       |         709.196    |                    |       1 |             |      |                               |                  |           |      |                      |            |      |           |    |        |       L153  |
          |                    |                    |         |             |      |                               |                  |           |      |                      |            |      |           |    |        |             |
W I       |         709.221    |                    |       1 |             |      |                               |                  |           |      |                      |            |      |           |    |        |       L153  |
W I       |         709.822    |         709.8208   |      15 |             |      |   3.648917    -    5.395133   |                  |           | 3    |                      | *          | 2    |   7 - 5   |    |        |       L416  |
W I       |         710.052    |                    |       2 |             |      |                               |                  |           |      |                      |            |      |           |    |        |       L153  |
W I       |         710.448    |         710.4483   |       1 |             |      |   4.015422    -    5.760095   |                  | *         | 0    | 5d4.6s.(6D).7s       | 5D         | 1    |   1 - 3   |    |        |       L153  |
W I       |         710.486    |         710.4836   |       3 |             |      |   2.966952    -    4.711538   | 5d5.(4D).6s      | 5D        | 3    |                      | *          | 4    |   7 - 9   |    |        |       L153  |
          |                    |                    |         |             |      |                               |                  |           |      |                      |            |      |           |    |        |             |
W I       |         710.526    |         710.5235   |       4 |             |      |   2.973488    -    4.717977   | 5d5.(4D).6s      | 5D        | 2    |                      | *          | 3    |   5 - 7   |    |        |       L153  |
W I       |         710.857    |         710.8570   |       8 |             |      |   3.430702    -    5.174373   | 5d5.(4F).6s      | 5F        | 1    |                      | *          | 2    |   3 - 5   |    |        |       L153  |
W I       |         710.916    |         710.9116   |       1 |             |      |   3.891750    -    5.635286   | 5d5.(4G).6s      | 3G        | 5    |                      | *          | 5    |  11 - 11  |    |        |       L153  |
W I       |         710.934    |         710.9308   |       6 |             |      |   3.330419    -    5.073908   | 5d5.(2F1).6s     | 3F        | 2    |                      | *          | 3    |   5 - 7   |    |        |       L153  |
W I       |         711.118    |         711.1133   |      10 |             |      |   3.644317    -    5.387359   | 5d4.6s.(6D).6p   | 5P*       | 2    | 5d4.6s.(6D).7s       | 7D         | 1    |   5 - 3   |    |        |       L153  |
          |                    |                    |         |             |      |                               |                  |           |      |                      |            |      |           |    |        |             |
W I       |         711.685    |         711.6839   |       6 |             |      |   3.496875    -    5.238520   | 5d5.(4F).6s      | 5F        | 2    |                      | *          | 3    |   5 - 7   |    |        |       L153  |
W I       |         711.819    |                    |      2w |             |      |                               |                  |           |      |                      |            |      |           |    |        |       L153  |
W I       |         712.705    |         712.7021   |      10 |             |      |   1.507891    -    3.247047   | 5d4.6s2          | 3H        | 4    | 5d4.6s.(6D).6p       | 7D*        | 3    |   9 - 7   |    |        |       L153  |
W I       |         712.871    |         712.8714   |       2 |             |      |   4.162091    -    5.900834   |                  |           | 4    |                      | *          | 3    |   9 - 7   |    |        |  L153,L416  |
W I       |         712.964    |         712.9614   |       5 |             |      |   3.452935    -    5.191459   | 5d5.(2I).6s      | 3I        | 5    |                      | *          | 4    |  11 - 9   |    |        |       L153  |
          |                    |                    |         |             |      |                               |                  |           |      |                      |            |      |           |    |        |             |
W I       |         713.289    |         713.2854   |       1 |             |      |   4.209617    -    5.947351   | 5d5.(4D).6s      | 3D        | 3    |                      | *          | 4    |   7 - 9   |    |        |  L153,L416  |
W I       |         713.323    |                    |       3 |             |      |                               |                  |           |      |                      |            |      |           |    |        |       L153  |
W I       |         713.434    |                    |       1 |             |      |                               |                  |           |      |                      |            |      |           |    |        |       L153  |
W I       |         713.750    |         713.7442   |       8 |             |      |   3.330419    -    5.067036   | 5d5.(2F1).6s     | 3F        | 2    |                      | *          | 2    |   5 - 5   |    |        |       L153  |
W I       |         713.804    |         713.8023   |       3 |             |      |   3.500500    -    5.236976   | 5d5.(4F).6s      | 5F        | 5    |                      | *          | 6    |  11 - 13  |    |        |       L153  |
          |                    |                    |         |             |      |                               |                  |           |      |                      |            |      |           |    |        |             |
W I       |         714.052    |         714.0486   |      40 | 1.0e+05     | C    |   1.708218    -    3.444095   | 5d4.6s2          | 3F2       | 2    | 5d4.6s.(6D).6p       | 5D*        | 1    |   5 - 3   |    |  T4976 |       L153  |
W I       |         714.240    |         714.2327   |      2w |             |      |   3.701382    -    5.436811   | 5d5.(4F).6s      | 5F        | 4    |                      | *          | 3    |   9 - 7   |    |        |       L153  |
W I       |         714.700    |                    |      3w |             |      |                               |                  |           |      |                      |            |      |           |    |        |       L153  |
W I       |         714.892    |         714.8895   |      10 |             |      |   3.374084    -    5.107918   | 5d5.(2F1).6s     | 3F        | 4    |                      | *          | 4    |   9 - 9   |    |        |       L153  |
W I       |         714.955    |         714.9535   |       8 |             |      |   2.352539    -    4.086219   | 5d5.(4G).6s      | 5G        | 3    |                      | *          | 3    |   7 - 7   |    |        |       L153  |
          |                    |                    |         |             |      |                               |                  |           |      |                      |            |      |           |    |        |             |
W I       |         715.090    |                    |      1w |             |      |                               |                  |           |      |                      |            |      |           |    |        |       L153  |
W I       |         715.120    |         715.1197   |       1 |             |      |   4.069983    -    5.803260   |                  |           | 3    |                      | *          | 2    |   7 - 5   |    |        |  L153,L416  |
W I       |         715.146    |         715.1483   |       1 |             |      |   3.765921    -    5.499128   | 5d4.6s2          | 3F1       | 2    |                      | *          | 1    |   5 - 3   |    |        |       L153  |
W I       |         715.280    |         715.2732   |      1* |             |      |   4.736987    -    6.469892   |                  | *         | 3    |                      |            | 2    |   7 - 5   |    |        |       L153  |
W I       |         715.280    |         715.2752   |      1* |             |      |   4.605562    -    6.338461   |                  | *         | 4    | 5d4.6s.(6D).7s       | 5D         | 4    |   9 - 9   |    |        |       L153  |
          |                    |                    |         |             |      |                               |                  |           |      |                      |            |      |           |    |        |             |
W I       |         715.530    |                    |       1 |             |      |                               |                  |           |      |                      |            |      |           |    |        |       L153  |
W I       |         715.584    |                    |       1 |             |      |                               |                  |           |      |                      |            |      |           |    |        |       L153  |
W I       |         715.636    |                    |       1 |             |      |                               |                  |           |      |                      |            |      |           |    |        |       L153  |
W I       |         716.159    |         716.1540   |       5 |             |      |   3.507746    -    5.238520   | 5d5.(2F1).6s     | 3F        | 3    |                      | *          | 3    |   7 - 7   |    |        |       L153  |
W I       |         716.264    |         716.2612   |      50 |             |      |   2.266491    -    3.997005   | 5d5.(6S).6s      | 5S        | 2    |                      | *          | 3    |   5 - 7   |    |        |       L153  |
          |                    |                    |         |             |      |                               |                  |           |      |                      |            |      |           |    |        |             |
W I       |         716.353    |                    |       3 |             |      |                               |                  |           |      |                      |            |      |           |    |        |       L153  |
W I       |         716.690    |         716.6817   |     10* |             |      |   4.014410    -    5.743909   | 5d5.(2D3).6s     | 3D        | 1    |                      | *          | 2    |   3 - 5   |    |        |       L153  |
W I       |         716.690    |         716.6894   |     10* |             |      |   4.717977    -    6.447457   |                  | *         | 3    |                      |            | 3    |   7 - 7   |    |        |    L153c23  |
W I       |         717.338    |         717.3302   |      5w |             |      |   3.853156    -    5.581092   |                  |           | 2    |                      | *          | 3    |   5 - 7   |    |        |  L153,L416  |
W I       |         717.649    |                    |       4 |             |      |                               |                  |           |      |                      |            |      |           |    |        |       L153  |
          |                    |                    |         |             |      |                               |                  |           |      |                      |            |      |           |    |        |             |
W I       |         717.985    |         717.9824   |      10 |             |      |   4.430198    -    6.156564   |                  | *         | 2    | 5d4.6s.(6D).7s       | 5D         | 3    |   5 - 7   |    |        |       L153  |
W I       |         718.383    |                    |       4 |             |      |                               |                  |           |      |                      |            |      |           |    |        |       L153  |
W I       |         718.429    |                    |       5 |             |      |                               |                  |           |      |                      |            |      |           |    |        |       L153  |
W I       |         718.477    |         718.4716   |      12 |             |      |   2.532729    -    4.257920   | 5d5.(4P).6s      | 5P        | 1    |                      | *          | 1    |   3 - 3   |    |        |       L153  |
W I       |         718.570    |         718.5687   |      2w |             |      |   3.430702    -    5.155660   | 5d5.(4F).6s      | 5F        | 1    |                      | *          | 2    |   3 - 5   |    |        |       L153  |
          |                    |                    |         |             |      |                               |                  |           |      |                      |            |      |           |    |        |             |
W I       |         718.756    |         718.7536   |       6 |             |      |   3.330419    -    5.054932   | 5d5.(2F1).6s     | 3F        | 2    |                      | *          | 1    |   5 - 3   |    |        |       L153  |
W I       |         719.133    |         719.1362   |      20 |             |      |   3.883617    -    5.607213   |                  | *         | 1    | 5d4.6s.(6D).7s       | 5D         | 0    |   3 - 1   |    |        |       L153  |
W I       |         719.568    |                    |       4 |             |      |                               |                  |           |      |                      |            |      |           |    |        |       L153  |
W I       |         719.862    |         719.8570   |     20* |             |      |   2.387137    -    4.109007   | 5d4.6s2          | 3P2       | 2    |                      | *          | 2    |   5 - 5   |    |        |       L153  |
W I       |         719.862    |         719.8627   |     20* |             |      |   3.701382    -    5.423239   | 5d5.(4F).6s      | 5F        | 4    |                      | *          | 5    |   9 - 11  |    |        |       L153  |
          |                    |                    |         |             |      |                               |                  |           |      |                      |            |      |           |    |        |             |
W I       |         720.016    |         720.0131   |      40 | 4.2e+04     | C    |   1.708218    -    3.429715   | 5d4.6s2          | 3F2       | 2    | 5d4.6s.(6D).6p       | 5F*        | 2    |   5 - 5   |    |  T4976 |       L153  |
W I       |         720.294    |                    |       1 |             |      |                               |                  |           |      |                      |            |      |           |    |        |       L153  |
W I       |         720.436    |                    |       1 |             |      |                               |                  |           |      |                      |            |      |           |    |        |       L153  |
W I       |         720.602    |         720.6016   |       4 |             |      |   3.891750    -    5.611841   | 5d5.(4G).6s      | 3G        | 5    |                      | *          | 4    |  11 - 9   |    |        |       L153  |
W I       |         721.635    |         721.6346   |      20 |             |      |   2.352539    -    4.070168   | 5d5.(4G).6s      | 5G        | 3    | 5d4.6s.(6D).6p       | 5D*        | 4    |   7 - 9   |    |        |       L153  |
          |                    |                    |         |             |      |                               |                  |           |      |                      |            |      |           |    |        |             |
W I       |         721.822    |         721.8170   |      6w |             |      |   3.994512    -    5.711706   |                  |           | 3    |                      | *          | 3    |   7 - 7   |    |        |  L153,L416  |
W I       |         721.918    |         721.9202   |       2 |             |      |   4.376620    -    6.093569   |                  |           | 4    |                      | *          | 4    |   9 - 9   |    |        |  L153,L416  |
W I       |         722.018    |         722.0125   |       8 |             |      |   3.520246    -    5.236976   | 5d5.(2I).6s      | 3I        | 6    |                      | *          | 6    |  13 - 13  |    |        |       L153  |
W I       |         722.606    |         722.6038   |      20 | 2.8e+04     | D    |   2.422033    -    4.137358   | 5d5.(4G).6s      | 5G        | 5    | 5d4.6s.(6D).6p       | 5F*        | 5    |  11 - 11  |    |  T4976 |       L153  |
W I       |         723.038    |                    |       1 |             |      |                               |                  |           |      |                      |            |      |           |    |        |       L153  |
          |                    |                    |         |             |      |                               |                  |           |      |                      |            |      |           |    |        |             |
W I       |         723.166    |         723.1605   |       6 |             |      |   2.911742    -    4.625746   | 5d4.6s2          | 1I        | 6    |                      | *          | 5    |  13 - 11  |    |        |       L153  |
W I       |         723.712    |         723.7049   |      30 |             |      |   4.625746    -    6.338461   |                  | *         | 5    | 5d4.6s.(6D).7s       | 5D         | 4    |  11 - 9   |    |        |       L153  |
W I       |         724.057    |                    |       1 |             |      |                               |                  |           |      |                      |            |      |           |    |        |       L153  |
W I       |         724.220    |         724.2171   |       4 |             |      |   3.330419    -    5.041923   | 5d5.(2F1).6s     | 3F        | 2    |                      | *          | 3    |   5 - 7   |    |        |       L153  |
W I       |         724.521    |         724.5210   |      12 |             |      |   2.786753    -    4.497539   | 5d5.(4D).6s      | 5D        | 4    |                      | *          | 5    |   9 - 11  |    |        |       L153  |
