----------------------------------------------------------------------------------------------------
Configuration          | Term   |   J |    g |          Level (eV) |   Uncertainty (eV) | Reference
2s2.2p3.(2D*<3/2>).5d  | 1D*    |   2 |    5 |        16.3951      |                    |          
                       |        |     |      |                     |                    |           
2s2.2p3.(2D*<3/2>).5d  | 1F*    |   3 |    7 |        16.396       |                    |          
                       |        |     |      |                     |                    |           
2s2.2p3.(2D*<3/2>).5d  | 3P*    |   0 |    1 |                     |                    |          
                       |        |   2 |    5 |        16.40449     |                    |          
                       |        |   1 |    3 |        16.40512     |                    |          
                       |        |     |      |                     |                    |           
2s2.2p3.(2D*).7s       | 3D*    |   3 |    7 |        16.53575     |                    |          
                       |        |   2 |    5 |        16.53686     |                    |          
                       |        |   1 |    3 |        16.53828     |                    |          
                       |        |     |      |                     |                    |           
2s2.2p3.(2D*<3/2>).7s  | 1D*    |   2 |    5 |        16.5421      |                    |          
                       |        |     |      |                     |                    |           
2s2.2p3.(2D*<5/2>).6d  | 3D*    |   2 |    5 |        16.56017     |                    |          
                       |        |   3 |    7 |        16.56017     |                    |          
                       |        |   1 |    3 |        16.56017     |                    |          
                       |        |     |      |                     |                    |           
2s2.2p3.(2D*<5/2>).6d  | 1P*    |   1 |    3 |        16.5604      |                    |          
                       |        |     |      |                     |                    |           
2s2.2p3.(2D*<3/2>).6d  | 3S*    |   1 |    3 |        16.56155     |                    |          
                       |        |     |      |                     |                    |           
2s2.2p3.(2D*<3/2>).6d  | 1D*    |   2 |    5 |        16.5627      |                    |          
                       |        |     |      |                     |                    |           
2s2.2p3.(2D*<3/2>).6d  | 1F*    |   3 |    7 |        16.5632      |                    |          
                       |        |     |      |                     |                    |           
2s2.2p3.(2D*<3/2>).6d  | 3P*    |   0 |    1 |                     |                    |          
                       |        |   2 |    5 |        16.56702     |                    |          
                       |        |   1 |    3 |        16.56757     |                    |          
                       |        |     |      |                     |                    |           
2s2.2p3.(2D*).8s       | 3D*    |   3 |    7 |        16.64678     |                    |          
                       |        |   2 |    5 |        16.64778     |                    |          
                       |        |   1 |    3 |        16.64923     |                    |          
                       |        |     |      |                     |                    |           
2s2.2p3.(2D*<3/2>).8s  | 1D*    |   2 |    5 |        16.6517      |                    |          
                       |        |     |      |                     |                    |           
2s2.2p3.(2D*<5/2>).7d  | 3D*    |   3 |    7 |        16.66162     |                    |          
                       |        |   1 |    3 |        16.66162     |                    |          
                       |        |   2 |    5 |        16.66162     |                    |          
                       |        |     |      |                     |                    |           
2s2.2p3.(2D*<5/2>).7d  | 1P*    |   1 |    3 |        16.6619      |                    |          
                       |        |     |      |                     |                    |           
2s2.2p3.(2D*<3/2>).7d  | 3S*    |   1 |    3 |        16.66379     |                    |          
                       |        |     |      |                     |                    |           
2s2.2p3.(2D*<3/2>).7d  | 1D*    |   2 |    5 |        16.6646      |                    |          
                       |        |     |      |                     |                    |           
2s2.2p3.(2D*<3/2>).7d  | 1F*    |   3 |    7 |        16.6646      |                    |          
                       |        |     |      |                     |                    |           
2s2.2p3.(2D*<3/2>).7d  | 3P*    |   0 |    1 |                     |                    |          
                       |        |   2 |    5 |        16.66613     |                    |          
                       |        |   1 |    3 |        16.66676     |                    |          
                       |        |     |      |                     |                    |           
2s2.2p3.(2D*).9s       | 3D*    |   1 |    3 |                     |                    |          
                       |        |   3 |    7 |        16.71791     |                    |          
                       |        |   2 |    5 |        16.71849     |                    |          
                       |        |     |      |                     |                    |           
2s2.2p3.(2D*<3/2>).9s  | 1D*    |   2 |    5 |        16.7216      |                    |          
                       |        |     |      |                     |                    |           
2s2.2p3.(2D*<5/2>).8d  | 3D*    |   2 |    5 |        16.72785     |                    |          
                       |        |   3 |    7 |        16.72785     |                    |          
                       |        |   1 |    3 |        16.72785     |                    |          
                       |        |     |      |                     |                    |           
2s2.2p3.(2D*<3/2>).8d  | 3S*    |   1 |    3 |        16.72785     |                    |          
                       |        |     |      |                     |                    |           
2s2.2p3.(2D*<5/2>).8d  | 1P*    |   1 |    3 |        16.7281      |                    |          
                       |        |     |      |                     |                    |           
2s2.2p3.(2D*<3/2>).8d  | 1F*    |   3 |    7 |        16.730       |                    |          
                       |        |     |      |                     |                    |           
2s2.2p3.(2D*<3/2>).8d  | 1D*    |   2 |    5 |        16.730       |                    |          
                       |        |     |      |                     |                    |           
2s2.2p3.(2D*<3/2>).8d  | 3P*    |   0 |    1 |                     |                    |          
                       |        |   2 |    5 |        16.73090     |                    |          
                       |        |   1 |    3 |        16.73131     |                    |          
                       |        |     |      |                     |                    |           
2s2.2p3.(2D*).10s      | 3D*    |   1 |    3 |                     |                    |          
                       |        |   3 |    7 |        16.76597     |                    |          
                       |        |   2 |    5 |        16.76597     |                    |          
                       |        |     |      |                     |                    |           
2s2.2p3.(2D*<3/2>).10s | 1D*    |   2 |    5 |        16.7691      |                    |          
                       |        |     |      |                     |                    |           
2s2.2p3.(2D*<5/2>).9d  | 3D*    |   3 |    7 |        16.77304     |                    |          
                       |        |   1 |    3 |        16.77304     |                    |          
                       |        |   2 |    5 |        16.77304     |                    |          
                       |        |     |      |                     |                    |           
2s2.2p3.(2D*<3/2>).9d  | 3S*    |   1 |    3 |        16.77304     |                    |          
                       |        |     |      |                     |                    |           
2s2.2p3.(2D*<5/2>).9d  | 1P*    |   1 |    3 |        16.7732      |                    |          
                       |        |     |      |                     |                    |           
2s2.2p3.(2D*<3/2>).9d  | 3P*    |   0 |    1 |                     |                    |          
                       |        |   2 |    5 |        16.77550     |                    |          
                       |        |   1 |    3 |        16.77568     |                    |          
                       |        |     |      |                     |                    |           
2s2.2p3.(2D*<3/2>).9d  | 1F*    |   3 |    7 |        16.7756      |                    |          
                       |        |     |      |                     |                    |           
2s2.2p3.(2D*<3/2>).9d  | 1D*    |   2 |    5 |        16.7756      |                    |          
                       |        |     |      |                     |                    |           
2s2.2p3.(2D*).11s      | 3D*    |   1 |    3 |                     |                    |          
                       |        |   2 |    5 |                     |                    |          
                       |        |   3 |    7 |        16.80014     |                    |          
                       |        |     |      |                     |                    |           
2s2.2p3.(2D*<5/2>).10d | 3D*    |   1 |    3 |        16.80503     |                    |          
                       |        |   2 |    5 |        16.80503     |                    |          
                       |        |   3 |    7 |        16.80503     |                    |          
                       |        |     |      |                     |                    |           
2s2.2p3.(2D*<3/2>).10d | 3S*    |   1 |    3 |        16.80503     |                    |          
                       |        |     |      |                     |                    |           
2s2.2p3.(2D*<5/2>).10d | 1P*    |   1 |    3 |        16.8051      |                    |          
                       |        |     |      |                     |                    |           
2s2.2p3.(2D*<3/2>).10d | 3P*    |   2 |    5 |        16.80733     |                    |          
                       |        |   1 |    3 |        16.80757     |                    |          
                       |        |     |      |                     |                    |           
2s2.2p3.(2D*<3/2>).10d | 1F*    |   3 |    7 |        16.8079      |                    |          
                       |        |     |      |                     |                    |           
2s2.2p3.(2D*<3/2>).10d | 1D*    |   2 |    5 |        16.8079      |                    |          
                       |        |     |      |                     |                    |           
2s2.2p3.(2P*).4s       | 3P*    |   1 |    3 |       [16.82239]    |                    |          
                       |        |   2 |    5 |       [16.82239]    |                    |          
                       |        |   0 |    1 |       [16.82239]    |                    |          
                       |        |     |      |                     |                    |           
2s2.2p3.(2D*).12s      | 3D*    |   1 |    3 |                     |                    |          
                       |        |   2 |    5 |                     |                    |          
                       |        |   3 |    7 |        16.82488     |                    |          
                       |        |     |      |                     |                    |           
2s2.2p3.(2D*<3/2>).12s | 1D*    |   2 |    5 |        16.8275      |                    |          
                       |        |     |      |                     |                    |           
2s2.2p3.(2D*<5/2>).11d | 3D*    |   3 |    7 |        16.82867     |                    |          
                       |        |   1 |    3 |        16.82867     |                    |          
                       |        |   2 |    5 |        16.82867     |                    |          
                       |        |     |      |                     |                    |           
2s2.2p3.(2D*<3/2>).11d | 3S*    |   1 |    3 |        16.82867     |                    |          
                       |        |     |      |                     |                    |           
2s2.2p3.(2D*<5/2>).11d | 1P*    |   1 |    3 |        16.8291      |                    |          
                       |        |     |      |                     |                    |           
2s2.2p3.(2D*<3/2>).11d | 3P*    |   0 |    1 |                     |                    |          
                       |        |   1 |    3 |        16.83107     |                    |          
                       |        |   2 |    5 |        16.83121     |                    |          
                       |        |     |      |                     |                    |           
2s2.2p3.(2D*<3/2>).11d | 1F*    |   3 |    7 |        16.8315      |                    |          
                       |        |     |      |                     |                    |           
2s2.2p3.(2D*<3/2>).11d | 1D*    |   2 |    5 |        16.8315      |                    |          
                       |        |     |      |                     |                    |           
2s2.2p3.(2D*).13d      | 3D*    |   2 |    5 |                     |                    |          
                       |        |   1 |    3 |                     |                    |          
                       |        |   3 |    7 |        16.84358     |                    |          
                       |        |     |      |                     |                    |           
2s2.2p3.(2D*<5/2>).12d | 3D*    |   1 |    3 |        16.84653     |                    |          
                       |        |   2 |    5 |        16.84653     |                    |          
                       |        |   3 |    7 |        16.84653     |                    |          
                       |        |     |      |                     |                    |           
2s2.2p3.(2D*<3/2>).12d | 3S*    |   1 |    3 |        16.84653     |                    |          
                       |        |     |      |                     |                    |           
2s2.2p3.(2D*<5/2>).12d | 1P*    |   1 |    3 |        16.8478      |                    |          
                       |        |     |      |                     |                    |           
2s2.2p3.(2D*<3/2>).12d | 3P*    |   0 |    1 |                     |                    |          
                       |        |   1 |    3 |        16.84907     |                    |          
                       |        |   2 |    5 |        16.84934     |                    |          
                       |        |     |      |                     |                    |           
2s2.2p3.(2D*<3/2>).12d | 1D*    |   2 |    5 |        16.8497      |                    |          
                       |        |     |      |                     |                    |           
2s2.2p3.(2D*<3/2>).12d | 1F*    |   3 |    7 |        16.8497      |                    |          
                       |        |     |      |                     |                    |           
2s2.2p3.(2D*<5/2>).13d | 3D*    |   3 |    7 |        16.86016     |                    |          
                       |        |   1 |    3 |        16.86016     |                    |          
                       |        |   2 |    5 |        16.86016     |                    |          
                       |        |     |      |                     |                    |           
2s2.2p3.(2D*<3/2>).13d | 3S*    |   1 |    3 |        16.86016     |                    |          
                       |        |     |      |                     |                    |           
2s2.2p3.(2D*<3/2>).13d | 3P*    |   0 |    1 |                     |                    |          
                       |        |   2 |    5 |        16.86321     |                    |          
                       |        |   1 |    3 |        16.86330     |                    |          
                       |        |     |      |                     |                    |           
2s2.2p3.(2D*<3/2>).14d | 3S*    |   1 |    3 |        16.87069     |                    |          
                       |        |     |      |                     |                    |           
2s2.2p3.(2D*<5/2>).14d | 3D*    |   1 |    3 |        16.87069     |                    |          
                       |        |   2 |    5 |        16.87069     |                    |          
                       |        |   3 |    7 |        16.87069     |                    |          
                       |        |     |      |                     |                    |           
2s2.2p3.(2D*<5/2>).14d | 1P*    |   1 |    3 |        16.8724      |                    |          
                       |        |     |      |                     |                    |           
2s2.2p3.(2D*<3/2>).14d | 3P*    |   0 |    1 |                     |                    |          
                       |        |   1 |    3 |                     |                    |          
                       |        |   2 |    5 |        16.87426     |                    |          
                       |        |     |      |                     |                    |           
2s2.2p3.(2D*<3/2>).15d | 3S*    |   1 |    3 |        16.87907     |                    |          
                       |        |     |      |                     |                    |           
2s2.2p3.(2D*<5/2>).15d | 3D*    |   2 |    5 |        16.87907     |                    |          
                       |        |   3 |    7 |        16.87907     |                    |          
                       |        |   1 |    3 |        16.87907     |                    |          
                       |        |     |      |                     |                    |           
2s2.2p3.(2D*<3/2>).15d | 3P*    |   0 |    1 |                     |                    |          
                       |        |   1 |    3 |                     |                    |          
                       |        |   2 |    5 |        16.88311     |                    |          
                       |        |     |      |                     |                    |           
2s2.2p3.(2D*<5/2>).16d | 3D*    |   2 |    5 |        16.88595     |                    |          
                       |        |   3 |    7 |        16.88595     |                    |          
                       |        |   1 |    3 |        16.88595     |                    |          
                       |        |     |      |                     |                    |           
2s2.2p3.(2D*<3/2>).16d | 3S*    |   1 |    3 |        16.88595     |                    |          
                       |        |     |      |                     |                    |           
2s2.2p3.(2D*<3/2>).16d | 3P*    |   0 |    1 |                     |                    |          
                       |        |   1 |    3 |                     |                    |          
                       |        |   2 |    5 |        16.89188     |                    |          
                       |        |     |      |                     |                    |           
2s2.2p3.(2D*<3/2>).14s | 1D*    |   2 |    5 |        16.9         |                    |          
                       |        |     |      |                     |                    |           
2s2.2p3.(2D*<5/2>).13d | 1P*    |   1 |    3 |        16.9         |                    |          
                       |        |     |      |                     |                    |           
2s2.2p3.(2P*).4s       | 1P*    |   1 |    3 |        16.9056      |                    |          
-----------------------|--------|-----|------|---------------------|--------------------|-----------
-----------------------|--------|-----|------|---------------------|--------------------|-----------
O II (2p3 2D*<5/2>)    | Limit  | --- |      |        16.942152    |                    |          
-----------------------|--------|-----|------|---------------------|--------------------|-----------
-----------------------|--------|-----|------|---------------------|--------------------|-----------
O II (2p3 2D*<3/2>)    | Limit  | --- |      |        16.944605    |                    |          
                       |        |     |      |                     |                    |           
2s2.2p3.(2P*).3d       | 1D*    |   2 |    5 |        17.1009      |                    |          
                       |        |     |      |                     |                    |           
2s2.2p3.(2P*).3d       | 3P*    |   1 |    3 |        17.10319     |                    |          
                       |        |   2 |    5 |        17.10319     |                    |          
                       |        |   0 |    1 |        17.10319     |                    |          
                       |        |     |      |                     |                    |           
2s2.2p3.(2P*).3d       | 3D*    |   1 |    3 |        17.10517     |                    |          
                       |        |   2 |    5 |        17.10517     |                    |          
                       |        |   3 |    7 |        17.10517     |                    |          
                       |        |     |      |                     |                    |           
2s2.2p3.(2P*).3d       | 1P*    |   1 |    3 |        17.1075      |                    |          
                       |        |     |      |                     |                    |           
2s2.2p3.(2P*).5s       | 3P*    |   0 |    1 |        17.68641     |                    |          
                       |        |   1 |    3 |        17.68641     |                    |          
                       |        |   2 |    5 |        17.68641     |                    |          
                       |        |     |      |                     |                    |           
2s2.2p3.(2P*).5s       | 1P*    |   1 |    3 |        17.6979      |                    |          
                       |        |     |      |                     |                    |           
2s2.2p3.(2P*).4d       | 1D*    |   2 |    5 |        17.7743      |                    |          
                       |        |     |      |                     |                    |           
2s2.2p3.(2P*).4d       | 3D*    |   3 |    7 |        17.77480     |                    |          
                       |        |   1 |    3 |        17.77480     |                    |          
                       |        |   2 |    5 |        17.77480     |                    |          
                       |        |     |      |                     |                    |           
2s2.2p3.(2P*).4d       | 3P*    |   0 |    1 |        17.77480     |                    |          
                       |        |   1 |    3 |        17.77480     |                    |          
                       |        |   2 |    5 |        17.77480     |                    |          
                       |        |     |      |                     |                    |           
2s2.2p3.(2P*).4d       | 1P*    |   1 |    3 |        17.7774      |                    |          
                       |        |     |      |                     |                    |           
2s2.2p3.(2P*).6s       | 3P*    |   1 |    3 |        18.04175     |                    |          
                       |        |   2 |    5 |        18.04175     |                    |          
                       |        |   0 |    1 |        18.04175     |                    |          
                       |        |     |      |                     |                    |           
2s2.2p3.(2P*).6s       | 1P*    |   1 |    3 |        18.055       |                    |          
                       |        |     |      |                     |                    |           
2s2.2p3.(2P*).5d       | 1D*    |   2 |    5 |        18.0853      |                    |          
                       |        |     |      |                     |                    |           
2s2.2p3.(2P*).5d       | 3P*    |   1 |    3 |        18.08564     |                    |          
                       |        |   2 |    5 |        18.08564     |                    |          
                       |        |   0 |    1 |        18.08564     |                    |          
                       |        |     |      |                     |                    |           
2s2.2p3.(2P*).5d       | 3D*    |   2 |    5 |        18.08564     |                    |          
                       |        |   3 |    7 |        18.08564     |                    |          
                       |        |   1 |    3 |        18.08564     |                    |          
                       |        |     |      |                     |                    |           
2s2.2p3.(2P*).5d       | 1P*    |   1 |    3 |        18.0877      |                    |          
                       |        |     |      |                     |                    |           
2s2.2p3.(2P*).7s       | 3P*    |   0 |    1 |        18.22924     |                    |          
                       |        |   1 |    3 |        18.22924     |                    |          
                       |        |   2 |    5 |        18.22924     |                    |          
                       |        |     |      |                     |                    |           
2s2.2p3.(2P*).7s       | 1P*    |   1 |    3 |        18.2327      |                    |          
                       |        |     |      |                     |                    |           
2s2.2p3.(2P*).6d       | 1D*    |   2 |    5 |        18.2541      |                    |          
                       |        |     |      |                     |                    |           
2s2.2p3.(2P*).6d       | 3D*    |   3 |    7 |        18.25421     |                    |          
                       |        |   1 |    3 |        18.25421     |                    |          
                       |        |   2 |    5 |        18.25421     |                    |          
                       |        |     |      |                     |                    |           
2s2.2p3.(2P*).6d       | 3P*    |   0 |    1 |        18.25421     |                    |          
                       |        |   1 |    3 |        18.25421     |                    |          
                       |        |   2 |    5 |        18.25421     |                    |          
                       |        |     |      |                     |                    |           
2s2.2p3.(2P*).6d       | 1P*    |   1 |    3 |        18.255       |                    |          
                       |        |     |      |                     |                    |           
2s2.2p3.(2P*).8s       | 3P*    |   1 |    3 |        18.33988     |                    |          
                       |        |   2 |    5 |        18.33988     |                    |          
                       |        |   0 |    1 |        18.33988     |                    |          
                       |        |     |      |                     |                    |           
2s2.2p3.(2P*).8s       | 1P*    |   1 |    3 |        18.3425      |                    |          
                       |        |     |      |                     |                    |           
2s2.2p3.(2P*).7d       | 1D*    |   2 |    5 |        18.3552      |                    |          
                       |        |     |      |                     |                    |           
2s2.2p3.(2P*).7d       | 3P*    |   1 |    3 |        18.35558     |                    |          
                       |        |   2 |    5 |        18.35558     |                    |          
                       |        |   0 |    1 |        18.35558     |                    |          
                       |        |     |      |                     |                    |           
2s2.2p3.(2P*).7d       | 3D*    |   2 |    5 |        18.35558     |                    |          
                       |        |   3 |    7 |        18.35558     |                    |          
                       |        |   1 |    3 |        18.35558     |                    |          
                       |        |     |      |                     |                    |           
2s2.2p3.(2P*).7d       | 1P*    |   1 |    3 |        18.3569      |                    |          
                       |        |     |      |                     |                    |           
2s2.2p3.(2P*).9s       | 3P*    |   0 |    1 |        18.41110     |                    |          
                       |        |   1 |    3 |        18.41110     |                    |          
                       |        |   2 |    5 |        18.41110     |                    |          
                       |        |     |      |                     |                    |           
2s2.2p3.(2P*).9s       | 1P*    |   1 |    3 |        18.4123      |                    |          
                       |        |     |      |                     |                    |           
2s2.2p3.(2P*).8d       | 3D*    |   3 |    7 |        18.42119     |                    |          
                       |        |   1 |    3 |        18.42119     |                    |          
                       |        |   2 |    5 |        18.42119     |                    |          
                       |        |     |      |                     |                    |           
2s2.2p3.(2P*).8d       | 3P*    |   0 |    1 |        18.42119     |                    |          
                       |        |   1 |    3 |        18.42119     |                    |          
                       |        |   2 |    5 |        18.42119     |                    |          
                       |        |     |      |                     |                    |           
2s2.2p3.(2P*).8d       | 1D*    |   2 |    5 |        18.4213      |                    |          
                       |        |     |      |                     |                    |           
2s2.2p3.(2P*).8d       | 1P*    |   1 |    3 |        18.4218      |                    |          
                       |        |     |      |                     |                    |           
2s2.2p3.(2P*).10s      | 3P*    |   0 |    1 |        18.45913     |                    |          
                       |        |   1 |    3 |        18.45913     |                    |          
                       |        |   2 |    5 |        18.45913     |                    |          
                       |        |     |      |                     |                    |           
2s2.2p3.(2P*).10s      | 1P*    |   1 |    3 |        18.4601      |                    |          
                       |        |     |      |                     |                    |           
2s2.2p3.(2P*).9d       | 1D*    |   2 |    5 |        18.4663      |                    |          
                       |        |     |      |                     |                    |           
2s2.2p3.(2P*).9d       | 3P*    |   1 |    3 |        18.46688     |                    |          
                       |        |   2 |    5 |        18.46688     |                    |          
                       |        |   0 |    1 |        18.46688     |                    |          
                       |        |     |      |                     |                    |           
2s2.2p3.(2P*).9d       | 3D*    |   2 |    5 |        18.46688     |                    |          
                       |        |   3 |    7 |        18.46688     |                    |          
                       |        |   1 |    3 |        18.46688     |                    |          
                       |        |     |      |                     |                    |           
2s2.2p3.(2P*).9d       | 1P*    |   1 |    3 |        18.4670      |                    |          
                       |        |     |      |                     |                    |           
2s2.2p3.(2P*).11s      | 3P*    |   0 |    1 |        18.49337     |                    |          
                       |        |   1 |    3 |        18.49337     |                    |          
                       |        |   2 |    5 |        18.49337     |                    |          
                       |        |     |      |                     |                    |           
2s2.2p3.(2P*).11s      | 1P*    |   1 |    3 |        18.4945      |                    |          
                       |        |     |      |                     |                    |           
2s2.2p3.(2P*).10d      | 3P*    |   1 |    3 |        18.49852     |                    |          
                       |        |   2 |    5 |        18.49852     |                    |          
                       |        |   0 |    1 |        18.49852     |                    |          
                       |        |     |      |                     |                    |           
2s2.2p3.(2P*).10d      | 3D*    |   2 |    5 |        18.49852     |                    |          
                       |        |   3 |    7 |        18.49852     |                    |          
                       |        |   1 |    3 |        18.49852     |                    |          
                       |        |     |      |                     |                    |           
2s2.2p3.(2P*).10d      | 1D*    |   2 |    5 |        18.4988      |                    |          
                       |        |     |      |                     |                    |           
2s2.2p3.(2P*).12s      | 3P*    |   1 |    3 |        18.51821     |                    |          
                       |        |   2 |    5 |        18.51821     |                    |          
                       |        |   0 |    1 |        18.51821     |                    |          
                       |        |     |      |                     |                    |           
2s2.2p3.(2P*).11d      | 3D*    |   2 |    5 |        18.52207     |                    |          
                       |        |   3 |    7 |        18.52207     |                    |          
                       |        |   1 |    3 |        18.52207     |                    |          
                       |        |     |      |                     |                    |           
2s2.2p3.(2P*).11d      | 3P*    |   2 |    5 |        18.52207     |                    |          
                       |        |   0 |    1 |        18.52207     |                    |          
                       |        |   1 |    3 |        18.52207     |                    |          
                       |        |     |      |                     |                    |           
2s2.2p3.(2P*).11d      | 1D*    |   2 |    5 |        18.5222      |                    |          
                       |        |     |      |                     |                    |           
2s2.2p3.(2P*).13s      | 3P*    |   2 |    5 |        18.53742     |                    |          
                       |        |   0 |    1 |        18.53742     |                    |          
                       |        |   1 |    3 |        18.53742     |                    |          
                       |        |     |      |                     |                    |           
2s2.2p3.(2P*).12d      | 3P*    |   1 |    3 |        18.54052     |                    |          
                       |        |   2 |    5 |        18.54052     |                    |          
                       |        |   0 |    1 |        18.54052     |                    |          
                       |        |     |      |                     |                    |           
2s2.2p3.(2P*).12d      | 3D*    |   2 |    5 |        18.54052     |                    |          
                       |        |   3 |    7 |        18.54052     |                    |          
                       |        |   1 |    3 |        18.54052     |                    |          
                       |        |     |      |                     |                    |           
2s2.2p3.(2P*).14s      | 3P*    |   1 |    3 |        18.55198     |                    |          
                       |        |   2 |    5 |        18.55198     |                    |          
                       |        |   0 |    1 |        18.55198     |                    |          
                       |        |     |      |                     |                    |           
2s2.2p3.(2P*).13d      | 3P*    |   2 |    5 |        18.55451     |                    |          
                       |        |   0 |    1 |        18.55451     |                    |          
                       |        |   1 |    3 |        18.55451     |                    |          
                       |        |     |      |                     |                    |           
2s2.2p3.(2P*).13d      | 3D*    |   3 |    7 |        18.55451     |                    |          
                       |        |   1 |    3 |        18.55451     |                    |          
                       |        |   2 |    5 |        18.55451     |                    |          
                       |        |     |      |                     |                    |           
2s2.2p3.(2P*).14d      | 3P*    |   0 |    1 |        18.56600     |                    |          
                       |        |   1 |    3 |        18.56600     |                    |          
                       |        |   2 |    5 |        18.56600     |                    |          
                       |        |     |      |                     |                    |           
2s2.2p3.(2P*).14d      | 3D*    |   1 |    3 |        18.56600     |                    |          
                       |        |   2 |    5 |        18.56600     |                    |          
                       |        |   3 |    7 |        18.56600     |                    |          
                       |        |     |      |                     |                    |           
2s2.2p3.(2P*).15d      | 3P*    |   1 |    3 |        18.57477     |                    |          
                       |        |   2 |    5 |        18.57477     |                    |          
                       |        |   0 |    1 |        18.57477     |                    |          
                       |        |     |      |                     |                    |           
2s2.2p3.(2P*).15d      | 3D*    |   2 |    5 |        18.57477     |                    |          
                       |        |   3 |    7 |        18.57477     |                    |          
                       |        |   1 |    3 |        18.57477     |                    |          
                       |        |     |      |                     |                    |           
2s2.2p3.(2P*).17d      | 3P*    |   2 |    5 |        18.58817     |                    |          
                       |        |   0 |    1 |        18.58817     |                    |          
                       |        |   1 |    3 |        18.58817     |                    |          
                       |        |     |      |                     |                    |           
2s2.2p3.(2P*).17d      | 3D*    |   3 |    7 |        18.58817     |                    |          
                       |        |   1 |    3 |        18.58817     |                    |          
                       |        |   2 |    5 |        18.58817     |                    |          
                       |        |     |      |                     |                    |           
2s2.2p3.(2P*).18d      | 3D*    |   3 |    7 |        18.59286     |                    |          
                       |        |   1 |    3 |        18.59286     |                    |          
                       |        |   2 |    5 |        18.59286     |                    |          
                       |        |     |      |                     |                    |           
2s2.2p3.(2P*).18d      | 3P*    |   0 |    1 |        18.59286     |                    |          
                       |        |   1 |    3 |        18.59286     |                    |          
                       |        |   2 |    5 |        18.59286     |                    |          
                       |        |     |      |                     |                    |           
2s2.2p3.(2P*).19d      | 3D*    |   1 |    3 |        18.59773     |                    |          
                       |        |   2 |    5 |        18.59773     |                    |          
                       |        |   3 |    7 |        18.59773     |                    |          
                       |        |     |      |                     |                    |           
2s2.2p3.(2P*).19d      | 3P*    |   1 |    3 |        18.59773     |                    |          
                       |        |   2 |    5 |        18.59773     |                    |          
                       |        |   0 |    1 |        18.59773     |                    |          
-----------------------|--------|-----|------|---------------------|--------------------|-----------
-----------------------|--------|-----|------|---------------------|--------------------|-----------
O II (2p3 2P*)         | Limit  | --- |      |        18.63552     |                    |          
----------------------------------------------------------------------------------------------------
