-------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
Spectrum  |      Observed       |   Unc.    |        Ritz         |   Unc.    |      Rel. |     Aki     | Acc. |           Ei           Ek           |              Lower level              |                Upper level                |  gi   gk  |Type|         TP  |                       Line  |
          |     Wavelength      |    (nm)   |     Wavelength      |    (nm)   |      Int. |   (s^-1)    |      |          (eV)         (eV)          |---------------------------------------|-------------------------------------------|           |    |        Ref. |                       Ref.  |
          |      Air (nm)       |           |      Air (nm)       |           |           |             |      |                                     | Conf.                | Term     | J   | Conf.                | Term     | J       |           |    |             |                             |
Cu II     |          561.8016   |  0.0003   |          561.80200  |  0.00006  |        98 |             |      |     14.65037773  -      16.85666730 | 3d9.(2D<3/2>).4d     | 2[3/2]   | 2   | 3d9.(2D<5/2>).4f     | 2[3/2]*  | 1       |   5 - 3   |    |             |                   L869c171  |
Cu II     |          561.9885   |  0.0007   |          561.98874  |  0.00016  |       190 |             |      |     14.65037773  -      16.8559342  | 3d9.(2D<3/2>).4d     | 2[3/2]   | 2   | 3d8.(3P).4s.4p.(3P*) | 5S*      | 2       |   5 - 5   |    |             |                   L869c171  |
          |                     |           |                     |           |           |             |      |                                     |                      |          |     |                      |          |         |           |    |             |                             |
Cu II     |          562.07814  |  0.00023  |          562.07805  |  0.00005  |       850 |             |      |     14.69012052  -      16.89532653 | 3d9.(2D<3/2>).4d     | 2[5/2]   | 3   | 3d9.(2D<5/2>).4f     | 2[9/2]*  | 4       |   7 - 9   |    |             |                   L869c171  |
Cu II     |          562.17027  |  0.00024  |          562.17019  |  0.00009  |       530 |             |      |     14.45365319  -      16.6584978  | 3d9.(2D<5/2>).4d     | 2[1/2]   | 0   | 3d8.(3P).4s.4p.(3P*) | 3D*      | 1       |   1 - 3   |    |             |                   L869c171  |
Cu I      |          562.92     |  0.03     |          562.915    |  0.005    |        1h |             |      |      6.1227048   -       8.324631   | 3d10.5p              | 2P*      | 3/2 | 3d9.4s.(1D).5s       | 2D       | 5/2     |   4 - 6   |    |             |                       L772  |
Cu II     |          562.9240   |  0.0003   |          562.9218   |  0.0003   |      190? |             |      |     16.97583585  -      19.1777364  | 3d9.(2D<5/2>).5d     | 2[5/2]   | 3   | 3d9.(2D<5/2>).7f     | 2[7/2]*  | 3       |   7 - 7   |    |             |              L869c171,c153  |
Cu II     |          563.0589   |  0.0004   |          563.05900  |  0.00019  |        95 |             |      |     16.97583585  -      19.1772001  | 3d9.(2D<5/2>).5d     | 2[5/2]   | 3   | 3d9.(2D<5/2>).7f     | 2[9/2]*  | 4       |   7 - 9   |    |             |                   L869c171  |
          |                     |           |                     |           |           |             |      |                                     |                      |          |     |                      |          |         |           |    |             |                             |
Cu II     |          563.1153   |  0.0003   |          563.11561  |  0.00019  |       190 |             |      |     16.97583585  -      19.1769788  | 3d9.(2D<5/2>).5d     | 2[5/2]   | 3   | 3d9.(2D<5/2>).7f     | 2[7/2]*  | 4       |   7 - 9   |    |             |                   L869c171  |
Cu II     |          563.1358   |  0.0003   |          563.13600  |  0.00019  |        95 |             |      |     16.97583585  -      19.1768990  | 3d9.(2D<5/2>).5d     | 2[5/2]   | 3   | 3d9.(2D<5/2>).7f     | 2[5/2]*  | 3       |   7 - 7   |    |             |                   L869c171  |
Cu II     |          563.30442  |  0.00023  |          563.30461  |  0.00005  |      3400 |             |      |     14.65037773  -      16.85078209 | 3d9.(2D<3/2>).4d     | 2[3/2]   | 2   | 3d9.(2D<5/2>).4f     | 2[3/2]*  | 2       |   5 - 5   |    |             |                   L869c171  |
Cu II     |          563.3602   |  0.0003   |          563.36032  |  0.00013  |       950 |             |      |     14.39211337  -      16.5923001  | 3d9.(2D<5/2>).4d     | 2[5/2]   | 3   | 3d8.(3P).4s.4p.(3P*) | 3P*      | 2       |   7 - 5   |    |             |                   L869c171  |
Cu II     |          563.55118  |  0.00023  |          563.55130  |  0.00010  |      3000 |             |      |     14.42818740  -      16.6276286  | 3d9.(2D<5/2>).4d     | 2[7/2]   | 4   | 3d8.(3F).4s.4p.(1P*) | 3G*      | 5       |   9 - 11  |    |             |                   L869c171  |
          |                     |           |                     |           |           |             |      |                                     |                      |          |     |                      |          |         |           |    |             |                             |
Cu II     |          563.7162   |  0.0004   |          563.71546  |  0.00022  |       190 |             |      |     14.7530445   -      16.95184521 | 3d8.(3F).4s.4p.(3P*) | 1G*      | 4   | 3d9.(2D<5/2>).5d     | 2[9/2]   | 5       |   9 - 11  |    |             |                   L869c171  |
Cu II     |          563.7468   |  0.0003   |          563.74686  |  0.00010  |      1100 |             |      |     14.7590337   -      16.9577119  | 3d8.(3F).4s.4p.(3P*) | 3F*      | 2   | 3d9.(2D<5/2>).5d     | 2[3/2]   | 1       |   5 - 3   |    |             |                   L869c171  |
Cu II     |          564.12645  |  0.00023  |          564.12645  |  0.00019  |      2300 |             |      |     15.23365822  -      17.4308570  | 3d9.(2D<3/2>).5p     | 2[1/2]*  | 1   | 3d9.(2D<3/2>).5d     | 2[1/2]   | 0       |   3 - 1   |    |             |                   L869c171  |
Cu II     |          564.35338  |  0.00024  |          564.35346  |  0.00007  |       280 |             |      |     14.7590337   -      16.95534862 | 3d8.(3F).4s.4p.(3P*) | 3F*      | 2   | 3d9.(2D<5/2>).5d     | 2[3/2]   | 2       |   5 - 5   |    |             |                   L869c171  |
Cu I      |          564.65     |  0.03     |          564.6450   |  0.0045   |        2h |             |      |      5.688311    -       7.883492   | 3d9.(2D).4s.4p.(3P*) | 2P*      | 3/2 | 3d9.4s.(3D).5s       | 4D       | 3/2     |   4 - 4   |    |             |                       L772  |
          |                     |           |                     |           |           |             |      |                                     |                      |          |     |                      |          |         |           |    |             |                             |
Cu II     |          564.80170  |  0.00024  |          564.80161  |  0.00006  |       430 |             |      |     14.65037773  -      16.84495003 | 3d9.(2D<3/2>).4d     | 2[3/2]   | 2   | 3d9.(2D<5/2>).4f     | 2[1/2]*  | 1       |   5 - 3   |    |             |                   L869c171  |
Cu II     |          565.1708   |  0.0004   |          565.17093  |  0.00010  |       370 |             |      |     14.6389756   -      16.83211383 | 3d8.(3F).4s.4p.(3P*) | 3D*      | 1   | 3d9.(2D<3/2>).6s     | 2[3/2]   | 2       |   3 - 5   |    |             |                   L869c171  |
Cu II     |          565.6632   |  0.0003   |          565.66271  |  0.00010  |      7300 |             |      |     14.99211602  -      17.1833476  | 3d9.(2D<5/2>).5p     | 2[3/2]*  | 1   | 3d9.(2D<3/2>).5d     | 2[1/2]   | 1       |   3 - 3   |    |             |                   L869c171  |
Cu II     |          566.44833  |  0.00023  |          566.44829  |  0.00005  |      2900 |             |      |     14.69012052  -      16.87831320 | 3d9.(2D<3/2>).4d     | 2[5/2]   | 3   | 3d9.(2D<5/2>).4f     | 2[7/2]*  | 4       |   7 - 9   |    |             |                   L869c171  |
Cu II     |          566.7434   |  0.0003   |          566.74344  |  0.00019  |       180 | 5.8e+06     | D+   |     16.9901470   -      19.1772001  | 3d9.(2D<5/2>).5d     | 2[7/2]   | 3   | 3d9.(2D<5/2>).7f     | 2[9/2]*  | 4       |   7 - 9   |    |       T9697 |                   L869c171  |
          |                     |           |                     |           |           |             |      |                                     |                      |          |     |                      |          |         |           |    |             |                             |
Cu II     |          566.8007   |  0.0003   |          566.80080  |  0.00019  |       180 |             |      |     16.9901470   -      19.1769788  | 3d9.(2D<5/2>).5d     | 2[7/2]   | 3   | 3d9.(2D<5/2>).7f     | 2[7/2]*  | 4       |   7 - 9   |    |             |                   L869c171  |
Cu II     |          567.0329   |  0.0003   |          567.03245  |  0.00016  |       350 | 7.4e+06     | D+   |     16.99134796  -      19.1772864  | 3d9.(2D<5/2>).5d     | 2[7/2]   | 4   | 3d9.(2D<5/2>).7f     | 2[9/2]*  | 5       |   9 - 11  |    |       T9697 |                   L869c171  |
Cu II     |          567.4694   |  0.0004   |          567.46947  |  0.00007  |      180* |             |      |     14.6478588   -      16.83211383 | 3d8.(3F).4s.4p.(3P*) | 3F*      | 3   | 3d9.(2D<3/2>).6s     | 2[3/2]   | 2       |   7 - 5   |    |             |                   L869c171  |
Cu II     |          567.4694   |  0.0004   |          567.46968  |  0.00010  |      180* |             |      |     15.06716110  -      17.2514153  | 3d8.(3F).4s.4p.(3P*) | 1F*      | 3   | 3d9.(2D<3/2>).5d     | 2[5/2]   | 2       |   7 - 5   |    |             |              L869c171,c172  |
Cu II     |          567.6005   |  0.0003   |          567.60028  |  0.00010  |      1300 |             |      |     14.42818740  -      16.6119390  | 3d9.(2D<5/2>).4d     | 2[7/2]   | 4   | 3d8.(3P).4s.4p.(3P*) | 3D*      | 3       |   9 - 7   |    |             |                   L869c171  |
          |                     |           |                     |           |           |             |      |                                     |                      |          |     |                      |          |         |           |    |             |                             |
Cu II     |          567.8556   |  0.0003   |          567.8554   |  0.0003   |        87 |             |      |     16.9949660   -      19.1777364  | 3d9.(2D<5/2>).5d     | 2[5/2]   | 2   | 3d9.(2D<5/2>).7f     | 2[7/2]*  | 3       |   5 - 7   |    |             |                   L869c171  |
Cu II     |          568.1353   |  0.0003   |          568.13597  |  0.00010  |        87 |             |      |     14.43024639  -      16.6119390  | 3d9.(2D<5/2>).4d     | 2[5/2]   | 2   | 3d8.(3P).4s.4p.(3P*) | 3D*      | 3       |   5 - 7   |    |             |                   L869c171  |
Cu II     |          568.1998   |  0.0003   |          568.19923  |  0.00007  |       430 |             |      |     15.06716110  -      17.2486108  | 3d8.(3F).4s.4p.(3P*) | 1F*      | 3   | 3d9.(2D<3/2>).5d     | 2[5/2]   | 3       |   7 - 7   |    |             |                   L869c171  |
Cu II     |          568.2433   |  0.0003   |          568.24316  |  0.00010  |      2100 |             |      |     14.6389756   -      16.82025668 | 3d8.(3F).4s.4p.(3P*) | 3D*      | 1   | 3d9.(2D<3/2>).6s     | 2[3/2]   | 1       |   3 - 3   |    |             |                   L869c171  |
Cu II     |          568.983    |  0.004    |          568.98869  |  0.00010  |       170 |             |      |     14.65037773  -      16.8288007  | 3d9.(2D<3/2>).4d     | 2[3/2]   | 2   | 3d8.(3F).4s.4p.(1P*) | 3D*      | 3       |   5 - 7   |    |             |                 L14468c171  |
          |                     |           |                     |           |           |             |      |                                     |                      |          |     |                      |          |         |           |    |             |                             |
Cu II     |          569.4526   |  0.0003   |          569.45253  |  0.00013  |       170 |             |      |     14.62123567  -      16.7978843  | 3d9.(2D<3/2>).4d     | 2[3/2]   | 1   | 3d8.(3P).4s.4p.(3P*) | 3P*      | 0       |   3 - 1   |    |             |                   L869c171  |
Cu II     |          569.5931   |  0.0003   |          569.59321  |  0.00005  |       340 |             |      |     14.69012052  -      16.86623155 | 3d9.(2D<3/2>).4d     | 2[5/2]   | 3   | 3d9.(2D<5/2>).4f     | 2[5/2]*  | 3       |   7 - 7   |    |             |                   L869c171  |
Cu I      |          570.0240   |  0.0009   |          570.0240   |  0.0006   |      1500 | 2.4e+05     | C+   |      1.6422256   -       3.8166920  | 3d9.4s2              | 2D       | 3/2 | 3d10.4p              | 2P*      | 3/2     |   4 - 4   |    |       T1343 |                       L772  |
Cu III    |          570.212    |  0.010    |                     |           |        75 |             |      |                                     |                      |          |     |                      |          |         |           |    |             |                      L2987  |
Cu II     |          570.6012   |  0.0004   |          570.60055  |  0.00007  |       450 |             |      |      8.78322242  -      10.9554918  | 3d9.4p               | 1F*      | 3   | 3d8.4s2              | 3P       | 2       |   7 - 5   |    |             |                   L869c171  |
          |                     |           |                     |           |           |             |      |                                     |                      |          |     |                      |          |         |           |    |             |                             |
Cu II     |          571.07111  |  0.00024  |          571.07089  |  0.00005  |       250 |             |      |     14.69012052  -      16.86060079 | 3d9.(2D<3/2>).4d     | 2[5/2]   | 3   | 3d9.(2D<5/2>).4f     | 2[7/2]*  | 3       |   7 - 7   |    |             |                   L869c171  |
Cu II     |          571.1586   |  0.0004   |          571.15823  |  0.00005  |       250 |             |      |     14.69608321  -      16.86623155 | 3d9.(2D<3/2>).4d     | 2[5/2]   | 2   | 3d9.(2D<5/2>).4f     | 2[5/2]*  | 3       |   5 - 7   |    |             |                   L869c171  |
Cu II     |          572.17840  |  0.00024  |          572.17856  |  0.00007  |      4100 |             |      |      8.42057983  -      10.5868584  | 3d9.4p               | 3P*      | 1   | 3d8.4s2              | 1D       | 2       |   3 - 5   |    |             |                   L869c171  |
Cu II     |          572.6442   |  0.0003   |          572.64406  |  0.00006  |       160 |             |      |     14.69608321  -      16.86060079 | 3d9.(2D<3/2>).4d     | 2[5/2]   | 2   | 3d9.(2D<5/2>).4f     | 2[7/2]*  | 3       |   5 - 7   |    |             |                   L869c171  |
Cu I      |          572.796    |  0.006    |          572.7931   |  0.0039   |         5 |             |      |      7.205883    -       9.369838   | 3d9.(2D).4s.4p.(1P*) | 2F*      | 5/2 | 3d9.4s.(1D).4d       | 2F       | 7/2     |   6 - 8   |    |             |                       L772  |
          |                     |           |                     |           |           |             |      |                                     |                      |          |     |                      |          |         |           |    |             |                             |
Cu II     |          573.1004   |  0.0004   |          573.10007  |  0.00010  |       160 |             |      |     14.5348412   -      16.6976365  | 3d9.(2D<3/2>).4d     | 2[1/2]   | 1   | 3d8.(3P).4s.4p.(3P*) | 3D*      | 2       |   3 - 5   |    |             |                   L869c171  |
Cu I      |          573.2325   |  0.0009   |          573.2331   |  0.0010   |        75 |             |      |      5.574734    -       7.737027   | 3d9.(2D).4s.4p.(3P*) | 2F*      | 7/2 | 3d9.4s.(3D).5s       | 4D       | 7/2     |   8 - 8   |    |             |                       L772  |
Cu II     |          573.6659   |  0.0004   |          573.66603  |  0.00005  |       160 |             |      |     14.69012052  -      16.85078209 | 3d9.(2D<3/2>).4d     | 2[5/2]   | 3   | 3d9.(2D<5/2>).4f     | 2[3/2]*  | 2       |   7 - 5   |    |             |                   L869c171  |
Cu II     |          575.2536   |  0.0004   |          575.25355  |  0.00006  |       580 |             |      |     14.69608321  -      16.85078209 | 3d9.(2D<3/2>).4d     | 2[5/2]   | 2   | 3d9.(2D<5/2>).4f     | 2[3/2]*  | 2       |   5 - 5   |    |             |                   L869c171  |
Cu II     |          575.9015   |  0.0004   |          575.90170  |  0.00020  |       150 |             |      |     16.6276286   -      18.7799025  | 3d8.(3F).4s.4p.(1P*) | 3G*      | 5   | 3d9.(2D<5/2>).6g     | 2[11/2]  | 6       |  11 - 13  |    |             |                   L869c171  |
          |                     |           |                     |           |           |             |      |                                     |                      |          |     |                      |          |         |           |    |             |                             |
Cu II     |          575.94219  |  0.00024  |          575.94213  |  0.00007  |      6300 |             |      |     15.06716110  -      17.2192839  | 3d8.(3F).4s.4p.(3P*) | 1F*      | 3   | 3d9.(2D<3/2>).5d     | 2[7/2]   | 4       |   7 - 9   |    |             |                   L869c171  |
Cu II     |          576.1220   |  0.0003   |          576.12165  |  0.00010  |      2000 |             |      |     14.4287113   -      16.58016355 | 3d8.(3F).4s.4p.(3P*) | 3D*      | 3   | 3d9.(2D<5/2>).6s     | 2[5/2]   | 2       |   7 - 5   |    |             |                   L869c171  |
Cu II     |          576.18052  |  0.00024  |          576.18056  |  0.00007  |      2200 |             |      |     14.69012052  -      16.8413528  | 3d9.(2D<3/2>).4d     | 2[5/2]   | 3   | 3d8.(3F).4s.4p.(1P*) | 3G*      | 4       |   7 - 9   |    |             |                   L869c171  |
Cu II     |          576.8143   |  0.0004   |          576.81482  |  0.00007  |       150 |             |      |     14.69608321  -      16.84495003 | 3d9.(2D<3/2>).4d     | 2[5/2]   | 2   | 3d9.(2D<5/2>).4f     | 2[1/2]*  | 1       |   5 - 3   |    |             |                   L869c171  |
Cu III    |          576.856    |  0.010    |                     |           |       100 |             |      |                                     |                      |          |     |                      |          |         |           |    |             |                      L2987  |
          |                     |           |                     |           |           |             |      |                                     |                      |          |     |                      |          |         |           |    |             |                             |
Cu I      |          576.975    |  0.014    |          576.964    |  0.010    |        0h |             |      |      7.205883    -       9.354195   | 3d9.(2D).4s.4p.(1P*) | 2F*      | 5/2 | 3d9.4s.(1D).4d       | 2D       | 5/2     |   6 - 6   |    |             |                       L772  |
Cu II     |          577.9656   |  0.0004   |          577.96592  |  0.00008  |       360 |             |      |     14.7590337   -      16.9036208  | 3d8.(3F).4s.4p.(3P*) | 3F*      | 2   | 3d9.(2D<5/2>).5d     | 2[1/2]   | 1       |   5 - 3   |    |             |                   L869c171  |
Cu I      |          578.2132   |  0.0009   |          578.2126   |  0.0010   |      1500 | 1.65e+06    | C+   |      1.6422256   -       3.7858976  | 3d9.4s2              | 2D       | 3/2 | 3d10.4p              | 2P*      | 1/2     |   4 - 2   |    |       T1343 |                       L772  |
Cu II     |          578.3920   |  0.0004   |          578.39194  |  0.00020  |      6400 |             |      |     15.2878495   -      17.4308570  | 3d9.(2D<3/2>).5p     | 2[3/2]*  | 1   | 3d9.(2D<3/2>).5d     | 2[1/2]   | 0       |   3 - 1   |    |             |                   L869c171  |
Cu II     |          580.1130   |  0.0007   |          580.1116   |  0.0003   |       140 |             |      |     13.39213290  -      15.5287878  | 3d9.(2D<5/2>).5s     | 2[5/2]   | 3   | 3d8.(3P).4s.4p.(3P*) | 5P*      | 2       |   7 - 5   |    |             |                   L869c171  |
          |                     |           |                     |           |           |             |      |                                     |                      |          |     |                      |          |         |           |    |             |                             |
Cu II     |          580.5989   |  0.0003   |          580.59869  |  0.00010  |      4700 |             |      |     14.4287113   -      16.56357367 | 3d8.(3F).4s.4p.(3P*) | 3D*      | 3   | 3d9.(2D<5/2>).6s     | 2[5/2]   | 3       |   7 - 7   |    |             |                   L869c171  |
Cu II     |          582.5823   |  0.0002   |          582.58247  |  0.00010  |      9100 | 1.1e+07     | D+   |     15.12382234  -      17.2514153  | 3d8.(3F).4s.4p.(3P*) | 1D*      | 2   | 3d9.(2D<3/2>).5d     | 2[5/2]   | 2       |   5 - 5   |    |       T9697 |                   L869c171  |
Cu I      |          583.126    |  0.014    |          583.128    |  0.004    |        1h |             |      |      7.205883    -       9.331485   | 3d9.(2D).4s.4p.(1P*) | 2F*      | 5/2 | 3d9.4s.(1D).4d       | 2P       | 3/2     |   6 - 4   |    |             |                       L772  |
Cu II     |          583.35146  |  0.00024  |          583.35141  |  0.00007  |      6400 | 7.9e+06     | D+   |     15.12382234  -      17.2486108  | 3d8.(3F).4s.4p.(3P*) | 1D*      | 2   | 3d9.(2D<3/2>).5d     | 2[5/2]   | 3       |   5 - 7   |    |       T9697 |                   L869c171  |
Cu II     |          583.6619   |  0.0004   |          583.66234  |  0.00010  |       130 |             |      |     14.5348412   -      16.6584978  | 3d9.(2D<3/2>).4d     | 2[1/2]   | 1   | 3d8.(3P).4s.4p.(3P*) | 3D*      | 1       |   3 - 3   |    |             |                   L869c171  |
          |                     |           |                     |           |           |             |      |                                     |                      |          |     |                      |          |         |           |    |             |                             |
Cu II     |          584.2495   |  0.0003   |          584.24918  |  0.00007  |      1900 |             |      |      8.86410821  -      10.9856317  | 3d9.4p               | 1D*      | 2   | 3d8.4s2              | 3P       | 1       |   5 - 3   |    |             |                   L869c171  |
Cu III    |          585.072    |  0.010    |                     |           |       100 |             |      |                                     |                      |          |     |                      |          |         |           |    |             |                      L2987  |
Cu I      |          585.11     |  0.03     |          585.080    |  0.031    |        2h |             |      |      7.205883    -       9.32439    | 3d9.(2D).4s.4p.(1P*) | 2F*      | 5/2 | 3d9.4s.(1D).4d       | 2G       | 7/2     |   6 - 8   |    |             |                       L772  |
Cu II     |          585.1787   |  0.0004   |          585.17811  |  0.00014  |       930 |             |      |     14.4620078   -      16.58016355 | 3d8.(3F).4s.4p.(3P*) | 3G*      | 3   | 3d9.(2D<5/2>).6s     | 2[5/2]   | 2       |   7 - 5   |    |             |                   L869c171  |
Cu I      |          585.694    |  0.014    |          585.6971   |  0.0027   |        5h |             |      |      5.688311    -       7.804589   | 3d9.(2D).4s.4p.(3P*) | 2P*      | 3/2 | 3d9.4s.(3D).5s       | 4D       | 5/2     |   4 - 6   |    |             |                       L772  |
          |                     |           |                     |           |           |             |      |                                     |                      |          |     |                      |          |         |           |    |             |                             |
Cu II     |          585.854    |  0.010    |          585.8353   |  0.0005   |      9100 |             |      |     17.3218931   -      19.4376728  | 3d8.(3F).4s.4p.(1P*) | 3F*      | 2   | 3d9.(2D<3/2>).7g     | 2[7/2]   | 3       |   5 - 7   |    |             |       L14468c171,c172,c153  |
Cu XXVIII |                     |           |          588.1      |  1.0      |           |             |      | [10629.70]       -  [10631.81]      | 1s.5s                | 3S       | 1   | 1s.5p                | 3P*      | 1       |   3 - 3   |    |             |                     L11926  |
Cu II     |          589.0443   |  0.0004   |          589.04592  |  0.00010  |       120 |             |      |     14.65037773  -      16.7546253  | 3d9.(2D<3/2>).4d     | 2[3/2]   | 2   | 3d8.(3P).4s.4p.(3P*) | 3P*      | 1       |   5 - 3   |    |             |              L869c171,c153  |
Cu II     |          589.7971   |  0.0003   |          589.79758  |  0.00010  |     23000 |             |      |     14.4620078   -      16.56357367 | 3d8.(3F).4s.4p.(3P*) | 3G*      | 3   | 3d9.(2D<5/2>).6s     | 2[5/2]   | 3       |   7 - 7   |    |             |                   L869c171  |
Cu II     |          590.1188   |  0.0003   |          590.11910  |  0.00008  |      1700 |             |      |      8.48643747  -      10.5868584  | 3d9.4p               | 3F*      | 3   | 3d8.4s2              | 1D       | 2       |   7 - 5   |    |             |                   L869c171  |
          |                     |           |                     |           |           |             |      |                                     |                      |          |     |                      |          |         |           |    |             |                             |
Cu II     |          590.9753   |  0.0003   |          590.97579  |  0.00010  |      1500 |             |      |     15.12382234  -      17.2211985  | 3d8.(3F).4s.4p.(3P*) | 1D*      | 2   | 3d9.(2D<3/2>).5d     | 2[3/2]   | 1       |   5 - 3   |    |             |                   L869c171  |
Cu II     |          591.0813   |  0.0004   |          591.08150  |  0.00021  |        57 |             |      |     16.7059857   -      18.8029867  | 3d8.(3F).4s.4p.(1P*) | 3F*      | 4   | 3d9.(2D<5/2>).7d     | 2[9/2]   | 5       |   9 - 11  |    |             |                   L869c171  |
Cu II     |          592.6691   |  0.0003   |          592.66916  |  0.00006  |      1300 |             |      |      8.86410821  -      10.9554918  | 3d9.4p               | 1D*      | 2   | 3d8.4s2              | 3P       | 2       |   5 - 5   |    |             |                   L869c171  |
Cu II     |          592.9634   |  0.0003   |          592.96380  |  0.00011  |       110 |             |      |     14.61564135  -      16.7059857  | 3d9.(2D<3/2>).4d     | 2[7/2]   | 4   | 3d8.(3F).4s.4p.(1P*) | 3F*      | 4       |   9 - 9   |    |             |                   L869c171  |
Cu I      |          593.475    |  0.014    |          593.474    |  0.005    |        1h |             |      |      7.276745    -       9.365294   | 3d9.(2D).4s.4p.(1P*) | 2D*      | 3/2 | 3d9.4s.(1D).4d       | 2F       | 5/2     |   4 - 6   |    |             |                       L772  |
          |                     |           |                     |           |           |             |      |                                     |                      |          |     |                      |          |         |           |    |             |                             |
Cu II     |          593.7576   |  0.0002   |          593.75815  |  0.00007  |      2000 | 1.0e+07     | D+   |     15.12382234  -      17.2113702  | 3d8.(3F).4s.4p.(3P*) | 1D*      | 2   | 3d9.(2D<3/2>).5d     | 2[7/2]   | 3       |   5 - 7   |    |       T9697 |                   L869c171  |
Cu II     |          593.9775   |  0.0007   |          593.97773  |  0.00021  |        54 |             |      |     16.9478894   -      19.0346656  | 3d8.(1G).4s.4p.(3P*) | 3H*      | 4   | 3d9.(2D<3/2>).6g     | 2[11/2]  | 5       |   9 - 11  |    |             |                   L869c171  |
Cu II     |          594.11951  |  0.00004  |          594.11951  |  0.00003  |     31000 | 3.6e+07     | D+   |     14.88955769  -      16.97583585 | 3d9.(2D<5/2>).5p     | 2[3/2]*  | 2   | 3d9.(2D<5/2>).5d     | 2[5/2]   | 3       |   5 - 7   |    |       T9697 |                 L19804c168  |
Cu II     |          594.1826   |  0.0004   |          594.18291  |  0.00018  |      1600 |             |      |     15.1776442   -      17.2636997  | 3d9.(2D<3/2>).4d     | 2[1/2]   | 0   | 3d9.(2D<5/2>).6p     | 2[3/2]*  | 1       |   1 - 3   |    |             |                   L869c171  |
Cu III    |          596.525    |  0.010    |                     |           |       200 |             |      |                                     |                      |          |     |                      |          |         |           |    |             |                      L2987  |
          |                     |           |                     |           |           |             |      |                                     |                      |          |     |                      |          |         |           |    |             |                             |
Cu I      |          596.659    |  0.014    |          596.644    |  0.014    |        3h |             |      |      7.276745    -       9.354195   | 3d9.(2D).4s.4p.(1P*) | 2D*      | 3/2 | 3d9.4s.(1D).4d       | 2D       | 5/2     |   4 - 6   |    |             |                       L772  |
Cu II     |          597.9015   |  0.0003   |          597.90193  |  0.00008  |      2800 |             |      |     14.7590337   -      16.83211383 | 3d8.(3F).4s.4p.(3P*) | 3F*      | 2   | 3d9.(2D<3/2>).6s     | 2[3/2]   | 2       |   5 - 5   |    |             |                   L869c171  |
Cu II     |          598.83141  |  0.00017  |          598.83135  |  0.00014  |      7600 | 9.e+07      | D+   |     14.99211602  -      17.0619787  | 3d9.(2D<5/2>).5p     | 2[3/2]*  | 1   | 3d9.(2D<5/2>).5d     | 2[1/2]   | 0       |   3 - 1   |    |       T9697 |                 L19804c168  |
Cu II     |          599.3259   |  0.0003   |          599.32605  |  0.00008  |      3200 |             |      |     14.88955769  -      16.9577119  | 3d9.(2D<5/2>).5p     | 2[3/2]*  | 2   | 3d9.(2D<5/2>).5d     | 2[3/2]   | 1       |   5 - 3   |    |             |                   L869c171  |
Cu II     |          599.55902  |  0.00019  |          599.55876  |  0.00011  |      4600 | 3.0e+07     | D+   |     15.1538470   -      17.2211985  | 3d9.(2D<3/2>).5p     | 2[1/2]*  | 0   | 3d9.(2D<3/2>).5d     | 2[3/2]   | 1       |   1 - 3   |    |       T9697 |                 L19804c168  |
          |                     |           |                     |           |           |             |      |                                     |                      |          |     |                      |          |         |           |    |             |                             |
Cu II     |          600.01169  |  0.00008  |          600.01168  |  0.00006  |     38000 | 7.5e+07     | D+   |     14.88955769  -      16.95534862 | 3d9.(2D<5/2>).5p     | 2[3/2]*  | 2   | 3d9.(2D<5/2>).5d     | 2[3/2]   | 2       |   5 - 5   |    |       T9697 |                 L19804c168  |
Cu II     |          600.2304   |  0.0004   |          600.2305   |  0.0003   |        98 |             |      |     16.56357367  -      18.6286116  | 3d9.(2D<5/2>).6s     | 2[5/2]   | 3   | 3d8.(1D).4s.4p.(1P*) | 1D*      | 2       |   7 - 5   |    |             |                   L869c171  |
Cu II     |          601.3411   |  0.0003   |          601.34138  |  0.00008  |      3200 |             |      |     14.7590337   -      16.82025668 | 3d8.(3F).4s.4p.(3P*) | 3F*      | 2   | 3d9.(2D<3/2>).6s     | 2[3/2]   | 1       |   5 - 3   |    |             |                   L869c171  |
Cu II     |          601.8369   |  0.0005   |          601.83711  |  0.00011  |       480 |             |      |     15.12382234  -      17.1833476  | 3d8.(3F).4s.4p.(3P*) | 1D*      | 2   | 3d9.(2D<3/2>).5d     | 2[1/2]   | 1       |   5 - 3   |    |             |                   L869c171  |
Cu II     |          602.3263   |  0.0003   |          602.32636  |  0.00007  |      3900 |             |      |     14.5223112   -      16.58016355 | 3d8.(3F).4s.4p.(3P*) | 3D*      | 2   | 3d9.(2D<5/2>).6s     | 2[5/2]   | 2       |   5 - 5   |    |             |                   L869c171  |
          |                     |           |                     |           |           |             |      |                                     |                      |          |     |                      |          |         |           |    |             |                             |
Cu I      |          603.233    |  0.014    |          603.239    |  0.008    |        2h |             |      |      7.276745    -       9.331485   | 3d9.(2D).4s.4p.(1P*) | 2D*      | 3/2 | 3d9.4s.(1D).4d       | 2P       | 3/2     |   4 - 4   |    |             |                       L772  |
