-----------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
Spectrum  |      Observed       |   Unc.    |        Ritz         |   Unc.    |            Rel. |     Aki     | Acc. |           Ei           Ek         |         Lower level          |              Upper level               |  gi   gk  |Type|                   TP  |             Line  |
          |     Wavelength      |    (nm)   |     Wavelength      |    (nm)   |            Int. |   (s^-1)    |      |          (eV)         (eV)        |------------------------------|----------------------------------------|           |    |                  Ref. |             Ref.  |
          |      Air (nm)       |           |      Air (nm)       |           |                 |             |      |                                   | Conf.           | Term | J   | Conf.                 | Term    | J    |           |    |                       |                   |
C II      |                     |           |          588.928    |  0.010    |                 | 3.50e+06    | B    |   18.045809      -    20.150478   | 2s2.3d          | 2D   | 3/2 | 2s2.4p                | 2P*     | 3/2  |   4 - 4   |    |               T5109LS |                   |
C I       |          588.9515   |  0.0014   |          588.9519   |  0.0005   |            2500 | 2.8e+05     | D    |    8.77113462    -    10.8757181  | 2s2.2p.3p       | 3S   | 1   | 2s2.2p.7s             | 3P*     | 1    |   3 - 3   |    |               T5520LS |           L17684  |
C II      |          588.977    |  0.010    |          588.978    |  0.010    |             570 | 3.15e+07    | B    |   18.045987      -    20.150478   | 2s2.3d          | 2D   | 5/2 | 2s2.4p                | 2P*     | 3/2  |   6 - 4   |    |               T5109LS |            L1113  |
C II      |          589.159    |  0.010    |          589.160    |  0.010    |             350 | 3.49e+07    | B    |   18.045809      -    20.149650   | 2s2.3d          | 2D   | 3/2 | 2s2.4p                | 2P*     | 1/2  |   4 - 2   |    |               T5109LS |            L1113  |
C I       |          589.2000   |  0.0014   |          589.2016   |  0.0008   |            1700 | 2.8e+05     | D    |    8.77113462    -    10.874826   | 2s2.2p.3p       | 3S   | 1   | 2s2.2p.7s             | 3P*     | 0    |   3 - 1   |    |               T5520LS |           L17684  |
          |                     |           |                     |           |                 |             |      |                                   |                 |      |     |                       |         |      |           |    |                       |                   |
C III     |                     |           |          589.407    |  0.010    |                 | 1.11e+07    | B    |   40.064294      -    42.167254   | 1s2.2p.(2P*).3p | 3D   | 3   | 1s2.2p.(2P*).3d       | 3P*     | 2    |   7 - 5   |    |               T5633LS |                   |
C III     |                     |           |          589.445    |  0.010    |                 | 1.86e+05    | C    |   40.577334      -    42.680156   | 1s2.2p.(2P*).3p | 3S   | 1   | 1s2.2s.5p             | 3P*     | 0    |   3 - 1   |    |               T5633LS |                   |
C III     |                     |           |          589.528    |  0.010    |                 | 1.86e+05    | C+   |   40.577334      -    42.679860   | 1s2.2p.(2P*).3p | 3S   | 1   | 1s2.2s.5p             | 3P*     | 1    |   3 - 3   |    |               T5633LS |                   |
C III     |                     |           |          589.643    |  0.010    |                 | 1.86e+05    | C+   |   40.577334      -    42.679450   | 1s2.2p.(2P*).3p | 3S   | 1   | 1s2.2s.5p             | 3P*     | 2    |   3 - 5   |    |               T5633LS |                   |
C I       |          591.2577   |  0.0014   |          591.2577   |  0.0014   |             870 |             |      |    9.00258374    -    11.098960   | 2s2.2p.3p       | 1D   | 2   | 2s2.2p.(2P*<3/2>).9d  | 2[7/2]* | 3    |   5 - 7   |    |                       |           L17684  |
          |                     |           |                     |           |                 |             |      |                                   |                 |      |     |                       |         |      |           |    |                       |                   |
C I       |          594.0100   |  0.0014   |          594.0121   |  0.0005   |            1100 |             |      |    8.64039597    -    10.7270515  | 2s2.2p.3p       | 3D   | 1   | 2s2.2p.5d             | 3P*     | 1    |   3 - 3   |    |                       |           L17684  |
C I       |          594.3389   |  0.0014   |          594.3390   |  0.0014   |             880 |             |      |    9.00258374    -    11.088092   | 2s2.2p.3p       | 1D   | 2   | 2s2.2p.(2P*<1/2>).9d  | 2[5/2]* | 2    |   5 - 5   |    |                       |           L17684  |
C I       |          594.7607   |  0.0014   |          594.7610   |  0.0005   |            1900 |             |      |    8.64302361    -    10.7270515  | 2s2.2p.3p       | 3D   | 2   | 2s2.2p.5d             | 3P*     | 1    |   5 - 3   |    |                       |           L17684  |
C I       |          595.0040   |  0.0014   |          595.0043   |  0.0005   |            2000 |             |      |    8.64039597    -    10.7235719  | 2s2.2p.3p       | 3D   | 1   | 2s2.2p.5d             | 1P*     | 1    |   3 - 3   |    |                       |           L17684  |
C I       |          595.2133   |  0.0014   |          595.21402  |  0.00007  |            5300 |             |      |    8.64302361    -    10.7254655  | 2s2.2p.3p       | 3D   | 2   | 2s2.2p.5d             | 3P*     | 2    |   5 - 5   |    |                       |           L17684  |
          |                     |           |                     |           |                 |             |      |                                   |                 |      |     |                       |         |      |           |    |                       |                   |
C I       |          596.3989   |  0.0014   |          596.39876  |  0.00007  |            7200 |             |      |    8.64716033    -    10.7254655  | 2s2.2p.3p       | 3D   | 3   | 2s2.2p.5d             | 3P*     | 2    |   7 - 5   |    |                       |           L17684  |
C I       |          596.9326   |  0.0014   |          596.933151 |  0.000006 |           18000 | 2.5e+04     | C    |    7.94577149    -    10.02221609 | 2s.2p3          | 3D*  | 3   | 2s2.2p.4p             | 3D      | 3    |   7 - 7   |    |                 T6070 |           L17684  |
C I       |          597.0726   |  0.0014   |          597.076610 |  0.000011 |            3000 |             |      |    7.94627039    -    10.02221609 | 2s.2p3          | 3D*  | 2   | 2s2.2p.4p             | 3D      | 3    |   5 - 7   |    |                       |           L17684  |
C I       |          597.2588   |  0.0014   |          597.2589   |  0.0008   |            1400 |             |      |    8.64302361    -    10.718336   | 2s2.2p.3p       | 3D   | 2   | 2s2.2p.5d             | 1F*     | 3    |   5 - 7   |    |                       |           L17684  |
C I       |          598.1221   |  0.0014   |          598.123721 |  0.000007 |            5700 |             |      |    7.94577149    -    10.01808295 | 2s.2p3          | 3D*  | 3   | 2s2.2p.4p             | 3D      | 2    |   7 - 5   |    |                       |           L17684  |
          |                     |           |                     |           |                 |             |      |                                   |                 |      |     |                       |         |      |           |    |                       |                   |
C I       |          598.2275   |  0.0014   |          598.228569 |  0.000018 |            3000 |             |      |    7.94613469    -    10.01808295 | 2s.2p3          | 3D*  | 1   | 2s2.2p.4p             | 3D      | 2    |   3 - 5   |    |                       |           L17684  |
C I       |          598.2671   |  0.0014   |          598.267752 |  0.000011 |            6800 |             |      |    7.94627039    -    10.01808295 | 2s.2p3          | 3D*  | 2   | 2s2.2p.4p             | 3D      | 2    |   5 - 5   |    |                       |           L17684  |
C I       |          598.4260   |  0.0014   |          598.4256   |  0.0006   |            6000 |             |      |    8.64302361    -    10.7142897  | 2s2.2p.3p       | 3D   | 2   | 2s2.2p.6s             | 1P*     | 1    |   5 - 3   |    |                       |           L17684  |
C I       |                     |           |          598.6391   |  0.0006   |                 | 3.1e+04     | D    |    8.64039597    -    10.710924   | 2s2.2p.3p       | 3D   | 1   | 2s2.2p.5d             | 3D*     | 2    |   3 - 5   |    |               T5520LS |                   |
C I       |          598.9014   |  0.0014   |          598.903753 |  0.000018 |           10000 |             |      |    7.94613469    -    10.01574712 | 2s.2p3          | 3D*  | 1   | 2s2.2p.4p             | 3D      | 1    |   3 - 3   |    |                       |           L17684  |
          |                     |           |                     |           |                 |             |      |                                   |                 |      |     |                       |         |      |           |    |                       |                   |
C I       |          598.9401   |  0.0014   |          598.943026 |  0.000011 |            4600 |             |      |    7.94627039    -    10.01574712 | 2s.2p3          | 3D*  | 2   | 2s2.2p.4p             | 3D      | 1    |   5 - 3   |    |                       |           L17684  |
C I       |                     |           |          599.0978   |  0.0014   |                 | 2.3e+04     | D    |    8.64302361    -    10.711966   | 2s2.2p.3p       | 3D   | 2   | 2s2.2p.5d             | 3D*     | 3    |   5 - 7   |    |               T5520LS |                   |
C I       |                     |           |          599.3498   |  0.0006   |                 | 2.2e+04     | D    |    8.64039597    -    10.708468   | 2s2.2p.3p       | 3D   | 1   | 2s2.2p.6s             | 3P*     | 2    |   3 - 5   |    |               T5520LS |                   |
C I       |                     |           |          599.3997   |  0.0006   |                 | 1.4e+05     | D    |    8.64302361    -    10.710924   | 2s2.2p.3p       | 3D   | 2   | 2s2.2p.5d             | 3D*     | 2    |   5 - 5   |    |               T5520LS |                   |
C I       |          599.6057   |  0.0014   |          599.6044   |  0.0011   |            1700 | 1.5e+05     | D    |    8.64039597    -    10.707590   | 2s2.2p.3p       | 3D   | 1   | 2s2.2p.5d             | 3D*     | 1    |   3 - 3   |    |               T5520LS |           L17684  |
          |                     |           |                     |           |                 |             |      |                                   |                 |      |     |                       |         |      |           |    |                       |                   |
C I       |          600.1126   |  0.0014   |          600.1123   |  0.0006   |           35000 | 3.2e+05     | D    |    8.64302361    -    10.708468   | 2s2.2p.3p       | 3D   | 2   | 2s2.2p.6s             | 3P*     | 2    |   5 - 5   |    |               T5520LS |           L17684  |
C I       |          600.2982   |  0.0014   |          600.2981   |  0.0014   |            6300 | 1.8e+05     | D    |    8.64716033    -    10.711966   | 2s2.2p.3p       | 3D   | 3   | 2s2.2p.5d             | 3D*     | 3    |   7 - 7   |    |               T5520LS |           L17684  |
C I       |          600.3666   |  0.0014   |          600.3675   |  0.0011   |            2100 | 5.e+04      | D    |    8.64302361    -    10.707590   | 2s2.2p.3p       | 3D   | 2   | 2s2.2p.5d             | 3D*     | 1    |   5 - 3   |    |               T5520LS |           L17684  |
C I       |          600.6028   |  0.0014   |          600.6012   |  0.0006   |           23000 | 3.1e+04     | D    |    8.64716033    -    10.710924   | 2s2.2p.3p       | 3D   | 3   | 2s2.2p.5d             | 3D*     | 2    |   7 - 5   |    |               T5520LS |           L17684  |
C I       |          600.7178   |  0.0014   |          600.7173   |  0.0004   |            9600 | 5.e+05      | D    |    8.64039597    -    10.7037605  | 2s2.2p.3p       | 3D   | 1   | 2s2.2p.6s             | 3P*     | 1    |   3 - 3   |    |               T5520LS |           L17684  |
          |                     |           |                     |           |                 |             |      |                                   |                 |      |     |                       |         |      |           |    |                       |                   |
C I       |          601.0679   |  0.0014   |          601.0669   |  0.0007   |           12000 | 2.1e+06     | D    |    8.64039597    -    10.702560   | 2s2.2p.3p       | 3D   | 1   | 2s2.2p.6s             | 3P*     | 0    |   3 - 1   |    |               T5520LS |           L17684  |
C I       |          601.2236   |  0.0014   |          601.2216   |  0.0011   |            6400 | 3.7e+05     | D    |    8.64039597    -    10.702030   | 2s2.2p.3p       | 3D   | 1   | 2s2.2p.5d             | 3F*     | 2    |   3 - 5   |    |               T5520LS |           L17684  |
C I       |          601.322    |  0.003    |          601.3166   |  0.0006   |          79000* | 1.8e+06     | D    |    8.64716033    -    10.708468   | 2s2.2p.3p       | 3D   | 3   | 2s2.2p.6s             | 3P*     | 2    |   7 - 5   |    |               T5520LS |           L17684  |
C I       |          601.322    |  0.003    |          601.32518  |  0.00018  |          79000* | 4.4e+05     | D    |    8.64716033    -    10.7084389  | 2s2.2p.3p       | 3D   | 3   | 2s2.2p.5d             | 3F*     | 4    |   7 - 9   |    |               T5520LS |           L17684  |
C I       |          601.4845   |  0.0014   |          601.4833   |  0.0004   |           14000 | 1.6e+06     | D    |    8.64302361    -    10.7037605  | 2s2.2p.3p       | 3D   | 2   | 2s2.2p.6s             | 3P*     | 1    |   5 - 3   |    |               T5520LS |           L17684  |
          |                     |           |                     |           |                 |             |      |                                   |                 |      |     |                       |         |      |           |    |                       |                   |
C I       |          601.6449   |  0.0014   |          601.64487  |  0.00005  |           16000 | 3.9e+05     | D    |    8.64302361    -    10.70320691 | 2s2.2p.3p       | 3D   | 2   | 2s2.2p.5d             | 3F*     | 3    |   5 - 7   |    |               T5520LS |           L17684  |
C I       |          601.9866   |  0.0014   |          601.9889   |  0.0011   |            1700 | 7.e+04      | D    |    8.64302361    -    10.702030   | 2s2.2p.3p       | 3D   | 2   | 2s2.2p.5d             | 3F*     | 2    |   5 - 5   |    |               T5520LS |           L17684  |
C I       |                     |           |          602.85537  |  0.00005  |                 | 5.e+04      | D    |    8.64716033    -    10.70320691 | 2s2.2p.3p       | 3D   | 3   | 2s2.2p.5d             | 3F*     | 3    |   7 - 7   |    |               T5520LS |                   |
C I       |                     |           |          603.2008   |  0.0011   |                 | 1.9e+03     | D    |    8.64716033    -    10.702030   | 2s2.2p.3p       | 3D   | 3   | 2s2.2p.5d             | 3F*     | 2    |   7 - 5   |    |               T5520LS |                   |
C I       |          603.9171   |  0.0014   |          603.9162   |  0.0011   |            1400 |             |      |    9.00258374    -    11.055019   | 2s2.2p.3p       | 1D   | 2   | 2s2.2p.(2P*<3/2>).8d  | 2[3/2]* | 1    |   5 - 3   |    |                       |           L17684  |
          |                     |           |                     |           |                 |             |      |                                   |                 |      |     |                       |         |      |           |    |                       |                   |
C I       |          604.2457   |  0.0014   |          604.2458   |  0.0015   |            1400 |             |      |    9.00258374    -    11.053899   | 2s2.2p.3p       | 1D   | 2   | 2s2.2p.(2P*<3/2>).8d  | 2[7/2]* | 3    |   5 - 7   |    |                       |           L17684  |
C I       |          604.4793   |  0.0014   |          604.4782   |  0.0011   |             930 |             |      |    9.00258374    -    11.053111   | 2s2.2p.3p       | 1D   | 2   | 2s2.2p.(2P*<3/2>).9s  | 2[3/2]* | 1    |   5 - 3   |    |                       |           L17684  |
C I       |          606.2089   |  0.0014   |          606.2093   |  0.0011   |            1100 | 9.e+04      | D    |    8.84658783    -    10.891259   | 2s2.2p.3p       | 3P   | 0   | 2s2.2p.6d             | 3P*     | 1    |   1 - 3   |    |               T5520LS |           L17684  |
C I       |                     |           |          606.62     |  0.06     |                 | 2.6e+05     | D    |    8.84812431    -    10.89140    | 2s2.2p.3p       | 3P   | 1   | 2s2.2p.6d             | 3P*     | 0    |   3 - 1   |    |               T5520LS |                   |
C I       |                     |           |          606.6652   |  0.0011   |                 | 6.e+04      | D    |    8.84812431    -    10.891259   | 2s2.2p.3p       | 3P   | 1   | 2s2.2p.6d             | 3P*     | 1    |   3 - 3   |    |               T5520LS |                   |
          |                     |           |                     |           |                 |             |      |                                   |                 |      |     |                       |         |      |           |    |                       |                   |
C I       |          606.8267   |  0.0014   |          606.82899  |  0.00003  |            1700 |             |      |    8.64302361    -    10.68560697 | 2s2.2p.3p       | 3D   | 2   | 2s2.2p.5d             | 1D*     | 2    |   5 - 5   |    |                       |           L17684  |
C I       |          607.0833   |  0.0014   |          607.0838   |  0.0007   |            2200 | 6.e+04      | D    |    8.84812431    -    10.889850   | 2s2.2p.3p       | 3P   | 1   | 2s2.2p.6d             | 3P*     | 2    |   3 - 5   |    |               T5520LS |           L17684  |
C I       |                     |           |          607.4199   |  0.0011   |                 | 1.1e+05     | D    |    8.85066275    -    10.891259   | 2s2.2p.3p       | 3P   | 2   | 2s2.2p.6d             | 3P*     | 1    |   5 - 3   |    |               T5520LS |                   |
C I       |          607.8395   |  0.0014   |          607.8395   |  0.0007   |            3800 | 1.9e+05     | D    |    8.85066275    -    10.889850   | 2s2.2p.3p       | 3P   | 2   | 2s2.2p.6d             | 3P*     | 2    |   5 - 5   |    |               T5520LS |           L17684  |
C I       |          607.9771   |  0.0014   |          607.9771   |  0.0015   |            1400 |             |      |    9.00258374    -    11.041310   | 2s2.2p.3p       | 1D   | 2   | 2s2.2p.(2P*<1/2>).8d  | 2[5/2]* | 2    |   5 - 5   |    |                       |           L17684  |
          |                     |           |                     |           |                 |             |      |                                   |                 |      |     |                       |         |      |           |    |                       |                   |
C I       |          608.6686   |  0.0014   |          608.6703   |  0.0006   |            1100 |             |      |    8.84812431    -    10.884529   | 2s2.2p.3p       | 3P   | 1   | 2s2.2p.7s             | 1P*     | 1    |   3 - 3   |    |                       |           L17684  |
C I       |          609.2837   |  0.0014   |          609.2836   |  0.0007   |            2200 |             |      |    8.84812431    -    10.882479   | 2s2.2p.3p       | 3P   | 1   | 2s2.2p.6d             | 3D*     | 2    |   3 - 5   |    |                       |           L17684  |
C I       |          609.4298   |  0.0014   |          609.4299   |  0.0006   |            1300 |             |      |    8.85066275    -    10.884529   | 2s2.2p.3p       | 3P   | 2   | 2s2.2p.7s             | 1P*     | 1    |   5 - 3   |    |                       |           L17684  |
C II      |                     |           |          609.529    |  0.010    |                 | 4.20e+07    | B    |   22.568082      -    24.601618   | 2s.2p.(3P*).3p  | 2P   | 1/2 | 2s.2p.(3P*).3d        | 2D*     | 3/2  |   2 - 4   |    |               T5109LS |                   |
C II      |                     |           |          609.851    |  0.010    |                 | 5.03e+07    | B    |   22.570506      -    24.602967   | 2s.2p.(3P*).3p  | 2P   | 3/2 | 2s.2p.(3P*).3d        | 2D*     | 5/2  |   4 - 6   |    |               T5109LS |                   |
          |                     |           |                     |           |                 |             |      |                                   |                 |      |     |                       |         |      |           |    |                       |                   |
C I       |          609.8923   |  0.0014   |          609.8934   |  0.0011   |            1600 |             |      |    8.85066275    -    10.882983   | 2s2.2p.3p       | 3P   | 2   | 2s2.2p.6d             | 3D*     | 3    |   5 - 7   |    |                       |           L17684  |
C I       |          610.0028   |  0.0014   |          610.0029   |  0.0007   |            2600 | 1.4e+05     | D    |    8.84812431    -    10.880080   | 2s2.2p.3p       | 3P   | 1   | 2s2.2p.7s             | 3P*     | 2    |   3 - 5   |    |               T5520LS |           L17684  |
C I       |          610.0459   |  0.0014   |          610.0448   |  0.0007   |            7600 |             |      |    8.85066275    -    10.882479   | 2s2.2p.3p       | 3P   | 2   | 2s2.2p.6d             | 3D*     | 2    |   5 - 5   |    |                       |           L17684  |
C II      |                     |           |          610.256    |  0.010    |                 | 8.37e+06    | B    |   22.570506      -    24.601618   | 2s.2p.(3P*).3p  | 2P   | 3/2 | 2s.2p.(3P*).3d        | 2D*     | 3/2  |   4 - 4   |    |               T5109LS |                   |
C I       |          610.7653   |  0.0014   |          610.7659   |  0.0007   |            2200 | 4.2e+05     | D    |    8.85066275    -    10.880080   | 2s2.2p.3p       | 3P   | 2   | 2s2.2p.7s             | 3P*     | 2    |   5 - 5   |    |               T5520LS |           L17684  |
          |                     |           |                     |           |                 |             |      |                                   |                 |      |     |                       |         |      |           |    |                       |                   |
C I       |          610.8526   |  0.0014   |          610.8523   |  0.0006   |            3300 | 1.9e+05     | D    |    8.84658783    -    10.8757181  | 2s2.2p.3p       | 3P   | 0   | 2s2.2p.7s             | 3P*     | 1    |   1 - 3   |    |               T5520LS |           L17684  |
C I       |          611.3150   |  0.0014   |          611.3152   |  0.0006   |            1700 | 1.4e+05     | D    |    8.84812431    -    10.8757181  | 2s2.2p.3p       | 3P   | 1   | 2s2.2p.7s             | 3P*     | 1    |   3 - 3   |    |               T5520LS |           L17684  |
C I       |          611.5850   |  0.0014   |          611.5842   |  0.0009   |            3900 | 6.e+05      | D    |    8.84812431    -    10.874826   | 2s2.2p.3p       | 3P   | 1   | 2s2.2p.7s             | 3P*     | 0    |   3 - 1   |    |               T5520LS |           L17684  |
C I       |          612.0818   |  0.0014   |          612.0815   |  0.0006   |            3900 | 2.3e+05     | D    |    8.85066275    -    10.8757181  | 2s2.2p.3p       | 3P   | 2   | 2s2.2p.7s             | 3P*     | 1    |   5 - 3   |    |               T5520LS |           L17684  |
C III     |                     |           |          614.787    |  0.010    |                 | 1.64e+05    | B    |   39.851836      -    41.867981   | 1s2.2s.4d       | 3D   | 2   | 1s2.2p.(2P*).3d       | 3D*     | 3    |   5 - 7   |    |               T5633LS |                   |
          |                     |           |                     |           |                 |             |      |                                   |                 |      |     |                       |         |      |           |    |                       |                   |
C III     |                     |           |          614.928    |  0.010    |                 | 2.21e+05    | B    |   39.849923      -    41.865606   | 1s2.2s.4d       | 3D   | 1   | 1s2.2p.(2P*).3d       | 3D*     | 2    |   3 - 5   |    |               T5633LS |                   |
C III     |                     |           |          615.416    |  0.010    |                 | 1.10e+06    | B    |   39.849923      -    41.864006   | 1s2.2s.4d       | 3D   | 1   | 1s2.2p.(2P*).3d       | 3D*     | 1    |   3 - 3   |    |               T5633LS |                   |
C III     |                     |           |          615.512    |  0.010    |                 | 1.02e+06    | B    |   39.851836      -    41.865606   | 1s2.2s.4d       | 3D   | 2   | 1s2.2p.(2P*).3d       | 3D*     | 2    |   5 - 5   |    |               T5633LS |                   |
C III     |                     |           |          615.669    |  0.010    |                 | 1.31e+06    | B    |   39.854726      -    41.867981   | 1s2.2s.4d       | 3D   | 3   | 1s2.2p.(2P*).3d       | 3D*     | 3    |   7 - 7   |    |               T5633LS |                   |
C III     |                     |           |          616.001    |  0.010    |                 | 3.67e+05    | B    |   39.851836      -    41.864006   | 1s2.2s.4d       | 3D   | 2   | 1s2.2p.(2P*).3d       | 3D*     | 1    |   5 - 3   |    |               T5633LS |                   |
          |                     |           |                     |           |                 |             |      |                                   |                 |      |     |                       |         |      |           |    |                       |                   |
C III     |                     |           |          616.396    |  0.010    |                 | 2.28e+05    | B    |   39.854726      -    41.865606   | 1s2.2s.4d       | 3D   | 3   | 1s2.2p.(2P*).3d       | 3D*     | 2    |   7 - 5   |    |               T5633LS |                   |
C III     |                     |           |          616.755    |  0.010    |                 | 1.17e+06    | B    |   45.2413        -    47.25105    | 1s2.2s.7p       | 1P*  | 1   | 1s2.2p.(2P*).4p       | 1P      | 1    |   3 - 3   |    |                 T5633 |                   |
C III     |                     |           |          620.556    |  0.010    |                 | 1.03e+05    | D    |   39.973026      -    41.970428   | 1s2.2s.4p       | 1P*  | 1   | 1s2.2s.5s             | 1S      | 0    |   3 - 1   |    |                 T5633 |                   |
C I       |          623.7265   |  0.0014   |          623.7257   |  0.0012   |            1500 |             |      |    9.00258374    -    10.989834   | 2s2.2p.3p       | 1D   | 2   | 2s2.2p.(2P*<3/2>).7d  | 2[3/2]* | 1    |   5 - 3   |    |                       |           L17684  |
C I       |          624.2699   |  0.0014   |          624.2698   |  0.0016   |            2300 |             |      |    9.00258374    -    10.988102   | 2s2.2p.3p       | 1D   | 2   | 2s2.2p.(2P*<3/2>).7d  | 2[7/2]* | 3    |   5 - 7   |    |                       |           L17684  |
          |                     |           |                     |           |                 |             |      |                                   |                 |      |     |                       |         |      |           |    |                       |                   |
C I       |                     |           |          624.6599   |  0.0016   |         m(Ne I) |             |      |    9.00258374    -    10.986862   | 2s2.2p.3p       | 1D   | 2   | 2s2.2p.(2P*<3/2>).8s  | 2[3/2]* | 1    |   5 - 3   |    |                       |           L17684  |
C II      |                     |           |          625.718    |  0.010    |                 | 2.93e+06    | B    |   20.149650      -    22.130573   | 2s2.4p          | 2P*  | 1/2 | 2s2.5d                | 2D      | 3/2  |   2 - 4   |    |               T5109LS |                   |
C II      |                     |           |          625.956    |  0.010    |                 | 3.51e+06    | B    |   20.150478      -    22.130647   | 2s2.4p          | 2P*  | 3/2 | 2s2.5d                | 2D      | 5/2  |   4 - 6   |    |               T5109LS |                   |
C II      |                     |           |          625.980    |  0.010    |                 | 5.85e+05    | B    |   20.150478      -    22.130573   | 2s2.4p          | 2P*  | 3/2 | 2s2.5d                | 2D      | 3/2  |   4 - 4   |    |               T5109LS |                   |
C I       |          629.2366   |  0.0014   |          629.2360   |  0.0012   |            3400 | 2.1e+05     | D    |    9.00258374    -    10.972432   | 2s2.2p.3p       | 1D   | 2   | 2s2.2p.(2P*<1/2>).7d  | 2[5/2]* | 2    |   5 - 5   |    |                 T5520 |           L17684  |
          |                     |           |                     |           |                 |             |      |                                   |                 |      |     |                       |         |      |           |    |                       |                   |
C I       |          633.5704   |  0.0014   |          633.5698   |  0.0010   |            1400 |             |      |    8.77113462    -    10.727508   | 2s2.2p.3p       | 3S   | 1   | 2s2.2p.5d             | 3P*     | 0    |   3 - 1   |    |                       |           L17684  |
C I       |          633.7196   |  0.0014   |          633.7177   |  0.0006   |            2100 |             |      |    8.77113462    -    10.7270515  | 2s2.2p.3p       | 3S   | 1   | 2s2.2p.5d             | 3P*     | 1    |   3 - 3   |    |                       |           L17684  |
C I       |          634.2315   |  0.0014   |          634.23204  |  0.00008  |            5000 |             |      |    8.77113462    -    10.7254655  | 2s2.2p.3p       | 3S   | 1   | 2s2.2p.5d             | 3P*     | 2    |   3 - 5   |    |                       |           L17684  |
C III     |                     |           |          635.077    |  0.010    |                 | 3.10e+06    | B    |   41.301394      -    43.253126   | 1s2.2p.(2P*).3p | 1D   | 2   | 1s2.2s.5f             | 1F*     | 3    |   5 - 7   |    |                 T5633 |                   |
C I       |          637.8791   |  0.0014   |          637.8798   |  0.0007   |            1700 |             |      |    8.77113462    -    10.7142897  | 2s2.2p.3p       | 3S   | 1   | 2s2.2p.6s             | 1P*     | 1    |   3 - 3   |    |                       |           L17684  |
          |                     |           |                     |           |                 |             |      |                                   |                 |      |     |                       |         |      |           |    |                       |                   |
C I       |          638.9871   |  0.0014   |          638.9867   |  0.0007   |            5200 |             |      |    8.77113462    -    10.710924   | 2s2.2p.3p       | 3S   | 1   | 2s2.2p.5d             | 3D*     | 2    |   3 - 5   |    |                       |           L17684  |
C I       |          639.7979   |  0.0014   |          639.7965   |  0.0007   |           11000 | 5.e+05      | D    |    8.77113462    -    10.708468   | 2s2.2p.3p       | 3S   | 1   | 2s2.2p.6s             | 3P*     | 2    |   3 - 5   |    |               T5520LS |           L17684  |
C IV      |                     |           |          640.450    |  0.010    |                 | 4.70e+06    | B    |   59.84792       -   [61.78327]   | 1s2.7s          | 2S   | 1/2 | 1s2.9p                | 2P*     | 3/2  |   2 - 4   |    |               T3225LS |                   |
C IV      |                     |           |          640.495    |  0.010    |                 | 4.70e+06    | B    |   59.84792       -   [61.78314]   | 1s2.7s          | 2S   | 1/2 | 1s2.9p                | 2P*     | 1/2  |   2 - 2   |    |               T3225LS |                   |
C I       |          641.3553   |  0.0014   |          641.3551   |  0.0005   |            6400 | 5.e+05      | D    |    8.77113462    -    10.7037605  | 2s2.2p.3p       | 3S   | 1   | 2s2.2p.6s             | 3P*     | 1    |   3 - 3   |    |               T5520LS |           L17684  |
          |                     |           |                     |           |                 |             |      |                                   |                 |      |     |                       |         |      |           |    |                       |                   |
C I       |          641.7544   |  0.0014   |          641.7536   |  0.0008   |            3300 | 5.e+05      | D    |    8.77113462    -    10.702560   | 2s2.2p.3p       | 3S   | 1   | 2s2.2p.6s             | 3P*     | 0    |   3 - 1   |    |               T5520LS |           L17684  |
C I       |          642.924    |  0.016    |          642.9243   |  0.0021   |    2000w,bl(Fe) |             |      |    9.17184604    -    11.099755   | 2s2.2p.3p       | 1S   | 0   | 2s2.2p.(2P*<3/2>).9d  | 2[3/2]* | 1    |   1 - 3   |    |                       |            L2138  |
C III     |                     |           |          646.029    |  0.010    |                 | 1.32e+07    | B    |   42.558571      -    44.477214   | 1s2.2s.5p       | 1P*  | 1   | 1s2.2s.6d             | 1D      | 2    |   3 - 5   |    |                 T5633 |                   |
C II      |                     |           |          651.496    |  0.010    |                 | 6.81e+05    | B    |   20.919795      -    22.822340   | 2p3             | 2P*  | 1/2 | 2s2.6d                | 2D      | 3/2  |   2 - 4   |    |               T5109LS |                   |
C II      |                     |           |          652.264    |  0.010    |                 | 8.15e+05    | B    |   20.922123      -    22.822426   | 2p3             | 2P*  | 3/2 | 2s2.6d                | 2D      | 5/2  |   4 - 6   |    |               T5109LS |                   |
          |                     |           |                     |           |                 |             |      |                                   |                 |      |     |                       |         |      |           |    |                       |                   |
C II      |                     |           |          652.293    |  0.010    |                 | 1.36e+05    | B    |   20.922123      -    22.822340   | 2p3             | 2P*  | 3/2 | 2s2.6d                | 2D      | 3/2  |   4 - 4   |    |               T5109LS |                   |
C I       |          656.8708   |  0.0014   |          656.8727   |  0.0008   |            4100 | 3.5e+05     | D    |    9.00258374    -    10.889554   | 2s2.2p.3p       | 1D   | 2   | 2s2.2p.6d             | 1P*     | 1    |   5 - 3   |    |                 T5520 |           L17684  |
C II      |          657.805    |  0.010    |          657.805    |  0.010    |             800 | 3.67e+07    | A    |   14.448827      -    16.333123   | 2s2.3s          | 2S   | 1/2 | 2s2.3p                | 2P*     | 3/2  |   2 - 4   |    |                 T7194 |            L1113  |
