-----------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
Spectrum  |      Observed       |   Unc.    |        Ritz         |   Unc.    |            Rel. |     Aki     | Acc. |           Ei           Ek         |         Lower level          |              Upper level               |  gi   gk  |Type|                   TP  |             Line  |
          |     Wavelength      |    (nm)   |     Wavelength      |    (nm)   |            Int. |   (s^-1)    |      |          (eV)         (eV)        |------------------------------|----------------------------------------|           |    |                  Ref. |             Ref.  |
          |      Air (nm)       |           |      Air (nm)       |           |                 |             |      |                                   | Conf.           | Term | J   | Conf.                 | Term    | J    |           |    |                       |                   |
C I       |          371.2035   |  0.0005   |          371.2035   |  0.0006   |            3300 |             |      |    7.68476771    -    11.023878   | 2s2.2p.3s       | 1P*  | 1   | 2s2.2p.(2P*<3/2>).8p  | 2[5/2]  | 2    |   3 - 5   |    |                       |           L17684  |
C I       |          372.9026   |  0.0005   |          372.9026   |  0.0006   |            4200 |             |      |    7.68476771    -    11.008664   | 2s2.2p.3s       | 1P*  | 1   | 2s2.2p.(2P*<1/2>).8p  | 2[1/2]  | 1    |   3 - 3   |    |                       |           L17684  |
          |                     |           |                     |           |                 |             |      |                                   |                 |      |     |                       |         |      |           |    |                       |                   |
C I       |          373.2349   |  0.0005   |          373.2344   |  0.0004   |            5000 |             |      |    7.68476771    -    11.005709   | 2s2.2p.3s       | 1P*  | 1   | 2s2.2p.(2P*<1/2>).8p  | 2[3/2]  | 1    |   3 - 3   |    |                       |           L17684  |
C I       |          373.4509   |  0.0005   |          373.45067  |  0.00020  |            2800 |             |      |    7.48039408    -    10.7994122  | 2s2.2p.3s       | 3P*  | 0   | 2s2.2p.6p             | 3P      | 1    |   1 - 3   |    |                       |           L17684  |
C I       |          373.5776   |  0.0005   |          373.57775  |  0.00017  |            5600 |             |      |    7.48277591    -    10.800665   | 2s2.2p.3s       | 3P*  | 1   | 2s2.2p.6p             | 3P      | 2    |   3 - 5   |    |                       |           L17684  |
C I       |          373.7186   |  0.0005   |          373.71887  |  0.00020  |            2800 |             |      |    7.48277591    -    10.7994122  | 2s2.2p.3s       | 3P*  | 1   | 2s2.2p.6p             | 3P      | 1    |   3 - 3   |    |                       |           L17684  |
C I       |          374.0789   |  0.0005   |          374.0787   |  0.0003   |            2800 |             |      |    7.48277591    -    10.796222   | 2s2.2p.3s       | 3P*  | 1   | 2s2.2p.6p             | 3P      | 0    |   3 - 1   |    |                       |           L17684  |
          |                     |           |                     |           |                 |             |      |                                   |                 |      |     |                       |         |      |           |    |                       |                   |
C I       |          374.1443   |  0.0005   |          374.14415  |  0.00017  |            6300 |             |      |    7.48779862    -    10.800665   | 2s2.2p.3s       | 3P*  | 2   | 2s2.2p.6p             | 3P      | 2    |   5 - 5   |    |                       |           L17684  |
C I       |          374.2851   |  0.0005   |          374.28570  |  0.00020  |            4200 |             |      |    7.48779862    -    10.7994122  | 2s2.2p.3s       | 3P*  | 2   | 2s2.2p.6p             | 3P      | 1    |   5 - 3   |    |                       |           L17684  |
C I       |          375.5121   |  0.0005   |          375.5122   |  0.0003   |            5600 |             |      |    7.48039408    -    10.781192   | 2s2.2p.3s       | 3P*  | 0   | 2s2.2p.6p             | 3D      | 1    |   1 - 3   |    |                       |           L17684  |
C I       |          375.6522   |  0.0005   |          375.65177  |  0.00021  |            6800 |             |      |    7.48277591    -    10.782347   | 2s2.2p.3s       | 3P*  | 1   | 2s2.2p.6p             | 3D      | 2    |   3 - 5   |    |                       |           L17684  |
C I       |          375.7048   |  0.0005   |          375.70394  |  0.00025  |            9600 |             |      |    7.48779862    -    10.786912   | 2s2.2p.3s       | 3P*  | 2   | 2s2.2p.6p             | 3D      | 3    |   5 - 7   |    |                       |           L17684  |
          |                     |           |                     |           |                 |             |      |                                   |                 |      |     |                       |         |      |           |    |                       |                   |
C I       |          375.7836   |  0.0005   |          375.7833   |  0.0003   |            4200 |             |      |    7.48277591    -    10.781192   | 2s2.2p.3s       | 3P*  | 1   | 2s2.2p.6p             | 3D      | 1    |   3 - 3   |    |                       |           L17684  |
C I       |          376.2251   |  0.0005   |          376.22449  |  0.00021  |            6800 |             |      |    7.48779862    -    10.782347   | 2s2.2p.3s       | 3P*  | 2   | 2s2.2p.6p             | 3D      | 2    |   5 - 5   |    |                       |           L17684  |
C I       |          376.3956   |  0.0005   |          376.3958   |  0.0003   |            2800 |             |      |    7.48277591    -    10.775825   | 2s2.2p.3s       | 3P*  | 1   | 2s2.2p.6p             | 1P      | 1    |   3 - 3   |    |                       |           L17684  |
C III     |                     |           |          378.943    |  0.010    |                 | 5.32e+06    | B    |   41.970428      -    45.2413     | 1s2.2s.5s       | 1S   | 0   | 1s2.2s.7p             | 1P*     | 1    |   1 - 3   |    |                 T5633 |                   |
C I       |          379.3678   |  0.0005   |          379.3678   |  0.0004   |            5100 |             |      |    7.68476771    -    10.952019   | 2s2.2p.3s       | 1P*  | 1   | 2s2.2p.7p             | 1S      | 0    |   3 - 1   |    |                       |           L17684  |
          |                     |           |                     |           |                 |             |      |                                   |                 |      |     |                       |         |      |           |    |                       |                   |
C I       |          380.4305   |  0.0005   |          380.4305   |  0.0004   |            5100 |             |      |    7.68476771    -    10.942892   | 2s2.2p.3s       | 1P*  | 1   | 2s2.2p.7p             | 1D      | 2    |   3 - 5   |    |                       |           L17684  |
C III     |                     |           |          380.612    |  0.010    |                 | 1.22e+07    | B    |   42.679450      -    45.9360     | 1s2.2s.5p       | 3P*  | 2   | 1s2.2s.8d             | 3D      | 3    |   5 - 7   |    |               T5633LS |                   |
C III     |                     |           |          380.612    |  0.010    |                 | 3.06e+06    | B    |   42.679450      -    45.9360     | 1s2.2s.5p       | 3P*  | 2   | 1s2.2s.8d             | 3D      | 2    |   5 - 5   |    |               T5633LS |                   |
C III     |                     |           |          380.612    |  0.010    |                 | 3.40e+05    | B    |   42.679450      -    45.9360     | 1s2.2s.5p       | 3P*  | 2   | 1s2.2s.8d             | 3D      | 1    |   5 - 3   |    |               T5633LS |                   |
C III     |                     |           |          380.660    |  0.010    |                 | 9.17e+06    | B    |   42.679860      -    45.9360     | 1s2.2s.5p       | 3P*  | 1   | 1s2.2s.8d             | 3D      | 2    |   3 - 5   |    |               T5633LS |                   |
          |                     |           |                     |           |                 |             |      |                                   |                 |      |     |                       |         |      |           |    |                       |                   |
C III     |                     |           |          380.660    |  0.010    |                 | 5.09e+06    | B    |   42.679860      -    45.9360     | 1s2.2s.5p       | 3P*  | 1   | 1s2.2s.8d             | 3D      | 1    |   3 - 3   |    |               T5633LS |                   |
C III     |                     |           |          380.695    |  0.010    |                 | 6.79e+06    | B    |   42.680156      -    45.9360     | 1s2.2s.5p       | 3P*  | 0   | 1s2.2s.8d             | 3D      | 1    |   1 - 3   |    |               T5633LS |                   |
C I       |          382.8849   |  0.0005   |          382.8839   |  0.0003   |            4200 |             |      |    7.68476771    -    10.922016   | 2s2.2p.3s       | 1P*  | 1   | 2s2.2p.7p             | 3D      | 1    |   3 - 3   |    |                       |           L17684  |
C II      |                     |           |          383.1726   |  0.0010   |                 | 2.04e+07    | B    |   20.150478      -    23.385288   | 2s2.4p          | 2P*  | 3/2 | 2s.2p.(3P*).3p        | 2D      | 5/2  |   4 - 6   |    |               T5109LS |                   |
C I       |          383.3347   |  0.0005   |          383.3341   |  0.0004   |            7300 |             |      |    7.68476771    -    10.918215   | 2s2.2p.3s       | 1P*  | 1   | 2s2.2p.7p             | 1P      | 1    |   3 - 3   |    |                       |           L17684  |
          |                     |           |                     |           |                 |             |      |                                   |                 |      |     |                       |         |      |           |    |                       |                   |
C II      |                     |           |          383.5716   |  0.0010   |                 | 1.69e+07    | B    |   20.149650      -    23.381095   | 2s2.4p          | 2P*  | 1/2 | 2s.2p.(3P*).3p        | 2D      | 3/2  |   2 - 4   |    |               T5109LS |                   |
C II      |                     |           |          383.6699   |  0.0010   |                 | 3.39e+06    | B    |   20.150478      -    23.381095   | 2s2.4p          | 2P*  | 3/2 | 2s.2p.(3P*).3p        | 2D      | 3/2  |   4 - 4   |    |               T5109LS |                   |
C III     |                     |           |          383.8913   |  0.0010   |                 | 7.16e+04    | C    |   41.248461      -    44.477214   | 1s2.2p.(2P*).3d | 1D*  | 2   | 1s2.2s.6d             | 1D      | 2    |   5 - 5   |    |                 T5633 |                   |
C III     |                     |           |          384.4510   |  0.0010   |                 | 4.76e+06    | B    |   41.301394      -    44.525447   | 1s2.2p.(2P*).3p | 1D   | 2   | 1s2.2s.6f             | 1F*     | 3    |   5 - 7   |    |                 T5633 |                   |
C II      |          387.619    |  0.010    |                     |           |             350 |             |      |                                   |                 |      |     |                       |         |      |           |    |                       |            L1113  |
          |                     |           |                     |           |                 |             |      |                                   |                 |      |     |                       |         |      |           |    |                       |                   |
C II      |          387.641    |  0.010    |                     |           |             350 |             |      |                                   |                 |      |     |                       |         |      |           |    |                       |            L1113  |
C II      |          387.666    |  0.010    |                     |           |             350 |             |      |                                   |                 |      |     |                       |         |      |           |    |                       |            L1113  |
C III     |                     |           |          388.3816   |  0.0010   |                 | 9.57e+07    | C+   |   39.849923      -    43.041348   | 1s2.2s.4d       | 3D   | 1   | 1s2.2s.5f             | 3F*     | 2    |   3 - 5   |    |               T5633LS |                   |
C III     |                     |           |          388.5938   |  0.0010   |                 | 1.01e+08    | C+   |   39.851836      -    43.041518   | 1s2.2s.4d       | 3D   | 2   | 1s2.2s.5f             | 3F*     | 3    |   5 - 7   |    |               T5633LS |                   |
C III     |                     |           |          388.6145   |  0.0010   |                 | 1.77e+07    | C+   |   39.851836      -    43.041348   | 1s2.2s.4d       | 3D   | 2   | 1s2.2s.5f             | 3F*     | 2    |   5 - 5   |    |               T5633LS |                   |
          |                     |           |                     |           |                 |             |      |                                   |                 |      |     |                       |         |      |           |    |                       |                   |
C III     |                     |           |          388.9137   |  0.0010   |                 | 1.13e+08    | C+   |   39.854726      -    43.041785   | 1s2.2s.4d       | 3D   | 3   | 1s2.2s.5f             | 3F*     | 4    |   7 - 9   |    |               T5633LS |                   |
C III     |                     |           |          388.9463   |  0.0010   |                 | 1.26e+07    | C+   |   39.854726      -    43.041518   | 1s2.2s.4d       | 3D   | 3   | 1s2.2s.5f             | 3F*     | 3    |   7 - 7   |    |               T5633LS |                   |
C III     |                     |           |          388.9670   |  0.0010   |                 | 4.99e+05    | C+   |   39.854726      -    43.041348   | 1s2.2s.4d       | 3D   | 3   | 1s2.2s.5f             | 3F*     | 2    |   7 - 5   |    |               T5633LS |                   |
C III     |                     |           |          391.491    |  0.010    |                 | 7.06e+04    | C+   |   42.167254      -    45.3333     | 1s2.2p.(2P*).3d | 3P*  | 2   | 1s2.2s.7d             | 3D      | 1    |   5 - 3   |    |               T5633LS |                   |
C III     |                     |           |          391.491    |  0.010    |                 | 2.54e+06    | B    |   42.167254      -    45.3333     | 1s2.2p.(2P*).3d | 3P*  | 2   | 1s2.2s.7d             | 3D      | 3    |   5 - 7   |    |               T5633LS |                   |
          |                     |           |                     |           |                 |             |      |                                   |                 |      |     |                       |         |      |           |    |                       |                   |
C III     |                     |           |          391.491    |  0.010    |                 | 6.35e+05    | B    |   42.167254      -    45.3333     | 1s2.2p.(2P*).3d | 3P*  | 2   | 1s2.2s.7d             | 3D      | 2    |   5 - 5   |    |               T5633LS |                   |
C III     |                     |           |          391.885    |  0.010    |                 | 1.90e+06    | B    |   42.170439      -    45.3333     | 1s2.2p.(2P*).3d | 3P*  | 1   | 1s2.2s.7d             | 3D      | 2    |   3 - 5   |    |               T5633LS |                   |
C III     |                     |           |          391.885    |  0.010    |                 | 1.06e+06    | B    |   42.170439      -    45.3333     | 1s2.2p.(2P*).3d | 3P*  | 1   | 1s2.2s.7d             | 3D      | 1    |   3 - 3   |    |               T5633LS |                   |
C II      |          391.898    |  0.010    |          391.8968   |  0.0010   |             570 | 6.36e+07    | B    |   16.331740      -    19.494540   | 2s2.3p          | 2P*  | 1/2 | 2s2.4s                | 2S      | 1/2  |   2 - 2   |    |               T5109LS |            L1113  |
C II      |          392.069    |  0.010    |          392.0681   |  0.0010   |             800 | 1.27e+08    | B    |   16.333123      -    19.494540   | 2s2.3p          | 2P*  | 3/2 | 2s2.4s                | 2S      | 1/2  |   4 - 2   |    |               T5109LS |            L1113  |
          |                     |           |                     |           |                 |             |      |                                   |                 |      |     |                       |         |      |           |    |                       |                   |
C III     |                     |           |          392.105    |  0.010    |                 | 1.41e+06    | B    |   42.172212      -    45.3333     | 1s2.2p.(2P*).3d | 3P*  | 0   | 1s2.2s.7d             | 3D      | 1    |   1 - 3   |    |               T5633LS |                   |
C II      |                     |           |          392.208    |  0.010    |                 | 1.44e+01    | B    |   14.448827      -    17.60912    | 2s2.3s          | 2S   | 1/2 | 2p3                   | 4S*     | 3/2  |   2 - 4   |    |                 T7194 |                   |
C IV      |                     |           |          393.428    |  0.010    |                 | 3.30e+07    | A    |   55.21866       -    58.36914    | 1s2.5s          | 2S   | 1/2 | 1s2.6p                | 2P*     | 3/2  |   2 - 4   |    |               T5118LS |                   |
C IV      |                     |           |          393.489    |  0.010    |                 | 3.30e+07    | A    |   55.21866       -    58.36866    | 1s2.5s          | 2S   | 1/2 | 1s2.6p                | 2P*     | 1/2  |   2 - 2   |    |               T5118LS |                   |
C I       |          394.2223   |  0.0005   |          394.2223   |  0.0005   |            7900 |             |      |    7.68476771    -    10.828910   | 2s2.2p.3s       | 1P*  | 1   | 2s2.2p.6p             | 1S      | 0    |   3 - 1   |    |                       |           L17684  |
          |                     |           |                     |           |                 |             |      |                                   |                 |      |     |                       |         |      |           |    |                       |                   |
C I       |          396.1403   |  0.0005   |          396.14027  |  0.00009  |            7900 |             |      |    7.68476771    -    10.8136878  | 2s2.2p.3s       | 1P*  | 1   | 2s2.2p.6p             | 1D      | 2    |   3 - 5   |    |                       |           L17684  |
C I       |          398.6879   |  0.0010   |          398.6880   |  0.0014   |           2600* |             |      |    7.94577149    -    11.054698   | 2s.2p3          | 3D*  | 3   | 2s2.2p.(2P*<3/2>).8f  | 2[7/2]  | 4    |   7 - 9   |    |                       |           L17684  |
C I       |          398.6879   |  0.0010   |          398.6880   |  0.0014   |           2600* |             |      |    7.94577149    -    11.054698   | 2s.2p3          | 3D*  | 3   | 2s2.2p.(2P*<3/2>).8f  | 2[7/2]  | 3    |   7 - 7   |    |                       |           L17684  |
C I       |          399.6488   |  0.0010   |          399.6487   |  0.0014   |           1700* |             |      |    7.94577149    -    11.047224   | 2s.2p3          | 3D*  | 3   | 2s2.2p.(2P*<1/2>).8f  | 2[7/2]  | 3    |   7 - 7   |    |                       |           L17684  |
C I       |          399.6488   |  0.0010   |          399.6487   |  0.0014   |           1700* |             |      |    7.94577149    -    11.047224   | 2s.2p3          | 3D*  | 3   | 2s2.2p.(2P*<1/2>).8f  | 2[7/2]  | 4    |   7 - 9   |    |                       |           L17684  |
          |                     |           |                     |           |                 |             |      |                                   |                 |      |     |                       |         |      |           |    |                       |                   |
C I       |          399.6966   |  0.0005   |          399.6965   |  0.0005   |            1700 |             |      |    7.94613469    -    11.047216   | 2s.2p3          | 3D*  | 1   | 2s2.2p.(2P*<1/2>).8f  | 2[5/2]  | 2    |   3 - 5   |    |                       |           L17684  |
C I       |          399.7136   |  0.0010   |          399.7137   |  0.0014   |           1700* |             |      |    7.94627039    -    11.047219   | 2s.2p3          | 3D*  | 2   | 2s2.2p.(2P*<1/2>).8f  | 2[5/2]  | 3    |   5 - 7   |    |                       |           L17684  |
C I       |          399.7136   |  0.0010   |          399.7140   |  0.0005   |           1700* |             |      |    7.94627039    -    11.047216   | 2s.2p3          | 3D*  | 2   | 2s2.2p.(2P*<1/2>).8f  | 2[5/2]  | 2    |   5 - 5   |    |                       |           L17684  |
C I       |          400.2976   |  0.0005   |          400.2977   |  0.0003   |            5300 |             |      |    7.68476771    -    10.781192   | 2s2.2p.3s       | 1P*  | 1   | 2s2.2p.6p             | 3D      | 1    |   3 - 3   |    |                       |           L17684  |
C II      |                     |           |          400.9882   |  0.0010   |                 | 9.66e+06    | B    |   22.898763      -    25.989855   | 2s.2p.(3P*).3p  | 4S   | 3/2 | 2s.2p.(3P*).4s        | 4P*     | 5/2  |   4 - 6   |    |               T5109LS |                   |
          |                     |           |                     |           |                 |             |      |                                   |                 |      |     |                       |         |      |           |    |                       |                   |
C I       |          400.9930   |  0.0005   |          400.9928   |  0.0004   |           13000 |             |      |    7.68476771    -    10.775825   | 2s2.2p.3s       | 1P*  | 1   | 2s2.2p.6p             | 1P      | 1    |   3 - 3   |    |                       |           L17684  |
C II      |                     |           |          401.7272   |  0.0010   |                 | 9.61e+06    | B    |   22.898763      -    25.984169   | 2s.2p.(3P*).3p  | 4S   | 3/2 | 2s.2p.(3P*).4s        | 4P*     | 3/2  |   4 - 4   |    |               T5109LS |                   |
C II      |                     |           |          402.1166   |  0.0010   |                 | 9.58e+06    | B    |   22.898763      -    25.981181   | 2s.2p.(3P*).3p  | 4S   | 3/2 | 2s.2p.(3P*).4s        | 4P*     | 1/2  |   4 - 2   |    |               T5109LS |                   |
C I       |          402.2115   |  0.0005   |          402.211452 |  0.000010 |            6700 |             |      |    7.48039408    -    10.56208570 | 2s2.2p.3s       | 3P*  | 0   | 2s2.2p.5p             | 3P      | 1    |   1 - 3   |    |                       |           L17684  |
C I       |          402.2841   |  0.0005   |          402.284321 |  0.000007 |            9700 |             |      |    7.48277591    -    10.56390933 | 2s2.2p.3s       | 3P*  | 1   | 2s2.2p.5p             | 3P      | 2    |   3 - 5   |    |                       |           L17684  |
          |                     |           |                     |           |                 |             |      |                                   |                 |      |     |                       |         |      |           |    |                       |                   |
C I       |          402.5221   |  0.0005   |          402.522568 |  0.000008 |            4500 |             |      |    7.48277591    -    10.56208570 | 2s2.2p.3s       | 3P*  | 1   | 2s2.2p.5p             | 3P      | 1    |   3 - 3   |    |                       |           L17684  |
C III     |                     |           |          402.616    |  0.010    |                 | 9.09e+05    | B    |   42.786380      -    45.8650     | 1s2.2p.(2P*).3p | 1S   | 0   | 1s2.2s.8p             | 1P*     | 1    |   1 - 3   |    |                 T5633 |                   |
C I       |          402.8355   |  0.0005   |          402.8357   |  0.0005   |            6700 |             |      |    7.48277591    -    10.559692   | 2s2.2p.3s       | 3P*  | 1   | 2s2.2p.5p             | 3P      | 0    |   3 - 1   |    |                       |           L17684  |
C I       |          402.9413   |  0.0005   |          402.941190 |  0.000007 |           16000 |             |      |    7.48779862    -    10.56390933 | 2s2.2p.3s       | 3P*  | 2   | 2s2.2p.5p             | 3P      | 2    |   5 - 5   |    |                       |           L17684  |
C I       |          403.1795   |  0.0005   |          403.180216 |  0.000008 |           10000 |             |      |    7.48779862    -    10.56208570 | 2s2.2p.3s       | 3P*  | 2   | 2s2.2p.5p             | 3P      | 1    |   5 - 3   |    |                       |           L17684  |
          |                     |           |                     |           |                 |             |      |                                   |                 |      |     |                       |         |      |           |    |                       |                   |
C I       |          403.3228   |  0.0005   |          403.3228   |  0.0005   |            1800 |             |      |    7.94577149    -    11.018972   | 2s.2p3          | 3D*  | 3   | 2s2.2p.(2P*<3/2>).8p  | 2[3/2]  | 2    |   7 - 5   |    |                       |           L17684  |
C III     |                     |           |          405.449    |  0.010    |                 | 1.46e+05    | B    |   42.324602      -    45.3817     | 1s2.2p.(2P*).3d | 1F*  | 3   | 1s2.2s.7d             | 1D      | 2    |   7 - 5   |    |                 T5633 |                   |
C III     |          405.606    |  0.010    |          405.6061   |  0.0010   |             150 | 1.07e+08    | B    |   40.197225      -    43.253126   | 1s2.2s.4d       | 1D   | 2   | 1s2.2s.5f             | 1F*     | 3    |   5 - 7   |    |                 T5633 |            L4827  |
C I       |          406.3577   |  0.0005   |          406.3577   |  0.0003   |            6800 |             |      |    7.48039408    -    10.5306427  | 2s2.2p.3s       | 3P*  | 0   | 2s2.2p.5p             | 3D      | 1    |   1 - 3   |    |                       |           L17684  |
C I       |          406.4271   |  0.0005   |          406.4264   |  0.0003   |           11000 |             |      |    7.48277591    -    10.532508   | 2s2.2p.3s       | 3P*  | 1   | 2s2.2p.5p             | 3D      | 2    |   3 - 5   |    |                       |           L17684  |
          |                     |           |                     |           |                 |             |      |                                   |                 |      |     |                       |         |      |           |    |                       |                   |
C I       |          406.5246   |  0.0005   |          406.52425  |  0.00003  |           14000 |             |      |    7.48779862    -    10.5367974  | 2s2.2p.3s       | 3P*  | 2   | 2s2.2p.5p             | 3D      | 3    |   5 - 7   |    |                       |           L17684  |
C I       |          406.6752   |  0.0005   |          406.6752   |  0.0003   |            6800 |             |      |    7.48277591    -    10.5306427  | 2s2.2p.3s       | 3P*  | 1   | 2s2.2p.5p             | 3D      | 1    |   3 - 3   |    |                       |           L17684  |
C III     |          406.794    |  0.010    |          406.7940   |  0.0010   |             200 | 3.02e+08    | C+   |   39.923368      -    42.970345   | 1s2.2s.4f       | 3F*  | 2   | 1s2.2s.5g             | 3G      | 3    |   5 - 7   |    |              T5600c20 |            L1113  |
C III     |          406.891    |  0.010    |          406.8916   |  0.0010   |            250* | 2.63e+07    | C+   |   39.924099      -    42.970345   | 1s2.2s.4f       | 3F*  | 3   | 1s2.2s.5g             | 3G      | 3    |   7 - 7   |    |         T5600c20,n,LS |            L1113  |
C III     |          406.891    |  0.010    |          406.8916   |  0.0010   |            250* | 3.08e+08    | C+   |   39.924099      -    42.970345   | 1s2.2s.4f       | 3F*  | 3   | 1s2.2s.5g             | 3G      | 4    |   7 - 9   |    |              T5600c20 |            L1113  |
          |                     |           |                     |           |                 |             |      |                                   |                 |      |     |                       |         |      |           |    |                       |                   |
C III     |          407.026    |  0.010    |          407.0260   |  0.0010   |             250 | 3.28e+08    | C+   |   39.925140      -    42.970380   | 1s2.2s.4f       | 3F*  | 4   | 1s2.2s.5g             | 3G      | 5    |   9 - 11  |    |              T5600c20 |            L1113  |
C III     |                     |           |          407.0306   |  0.0010   |                 | 4.01e+05    | C+   |   39.925140      -    42.970345   | 1s2.2s.4f       | 3F*  | 4   | 1s2.2s.5g             | 3G      | 3    |   9 - 7   |    |         T5600c20,n,LS |                   |
C III     |                     |           |          407.0306   |  0.0010   |                 | 2.05e+07    | C+   |   39.925140      -    42.970345   | 1s2.2s.4f       | 3F*  | 4   | 1s2.2s.5g             | 3G      | 4    |   9 - 9   |    |         T5600c20,n,LS |                   |
C I       |          407.0970   |  0.0005   |          407.0969   |  0.0003   |            6700 |             |      |    7.48779862    -    10.532508   | 2s2.2p.3s       | 3P*  | 2   | 2s2.2p.5p             | 3D      | 2    |   5 - 5   |    |                       |           L17684  |
C I       |          407.2643   |  0.0010   |          407.2643   |  0.0015   |           6100* |             |      |    7.94577149    -    10.989230   | 2s.2p3          | 3D*  | 3   | 2s2.2p.(2P*<3/2>).7f  | 2[7/2]  | 4    |   7 - 9   |    |                       |           L17684  |
          |                     |           |                     |           |                 |             |      |                                   |                 |      |     |                       |         |      |           |    |                       |                   |
C I       |          407.2643   |  0.0010   |          407.2658   |  0.0005   |           6100* |             |      |    7.94577149    -    10.989219   | 2s.2p3          | 3D*  | 3   | 2s2.2p.(2P*<3/2>).7f  | 2[7/2]  | 3    |   7 - 7   |    |                       |           L17684  |
C I       |          407.3327   |  0.0005   |          407.3325   |  0.0005   |            2400 |             |      |    7.94627039    -    10.989219   | 2s.2p3          | 3D*  | 2   | 2s2.2p.(2P*<3/2>).7f  | 2[7/2]  | 3    |   5 - 7   |    |                       |           L17684  |
C II      |          407.452    |  0.010    |                     |           |             250 |             |      |                                   |                 |      |     |                       |         |      |           |    |                       |            L1113  |
C II      |          407.585    |  0.010    |                     |           |            350l |             |      |                                   |                 |      |     |                       |         |      |           |    |                       |            L1113  |
C I       |          408.2415   |  0.0010   |          408.2415   |  0.0013   |   3300p(Ar II)* |             |      |    7.94577149    -    10.981945   | 2s.2p3          | 3D*  | 3   | 2s2.2p.(2P*<1/2>).7f  | 2[7/2]  | 3    |   7 - 7   |    |                       |           L17684  |
          |                     |           |                     |           |                 |             |      |                                   |                 |      |     |                       |         |      |           |    |                       |                   |
C I       |          408.2415   |  0.0010   |          408.2415   |  0.0013   |   3300p(Ar II)* |             |      |    7.94577149    -    10.981945   | 2s.2p3          | 3D*  | 3   | 2s2.2p.(2P*<1/2>).7f  | 2[7/2]  | 4    |   7 - 9   |    |                       |           L17684  |
C I       |          408.2981   |  0.0005   |          408.2980   |  0.0005   |            2700 |             |      |    7.94613469    -    10.981888   | 2s.2p3          | 3D*  | 1   | 2s2.2p.(2P*<1/2>).7f  | 2[5/2]  | 2    |   3 - 5   |    |                       |           L17684  |
C I       |          408.3161   |  0.0010   |          408.3163   |  0.0005   |           2700* |             |      |    7.94627039    -    10.981888   | 2s.2p3          | 3D*  | 2   | 2s2.2p.(2P*<1/2>).7f  | 2[5/2]  | 2    |   5 - 5   |    |                       |           L17684  |
C I       |          408.3161   |  0.0010   |          408.3165   |  0.0008   |           2700* |             |      |    7.94627039    -    10.981887   | 2s.2p3          | 3D*  | 2   | 2s2.2p.(2P*<1/2>).7f  | 2[5/2]  | 3    |   5 - 7   |    |                       |           L17684  |
C III     |                     |           |          412.1845   |  0.0010   |                 | 8.53e+07    | B    |   39.973026      -    42.980156   | 1s2.2s.4p       | 1P*  | 1   | 1s2.2s.5d             | 1D      | 2    |   3 - 5   |    |              T5600c20 |                   |
          |                     |           |                     |           |                 |             |      |                                   |                 |      |     |                       |         |      |           |    |                       |                   |
C I       |          414.6264   |  0.0005   |          414.6276   |  0.0003   |            4000 |             |      |    7.94577149    -    10.935183   | 2s.2p3          | 3D*  | 3   | 2s2.2p.7p             | 3P      | 2    |   7 - 5   |    |                       |           L17684  |
C I       |          414.6971   |  0.0005   |          414.6968   |  0.0003   |            1900 |             |      |    7.94627039    -    10.935183   | 2s.2p3          | 3D*  | 2   | 2s2.2p.7p             | 3P      | 2    |   5 - 5   |    |                       |           L17684  |
C I       |          414.7976   |  0.0005   |          414.7976   |  0.0005   |            2700 |             |      |    7.94627039    -    10.934456   | 2s.2p3          | 3D*  | 2   | 2s2.2p.7p             | 3P      | 1    |   5 - 3   |    |                       |           L17684  |
C III     |                     |           |          415.2514   |  0.0010   |                 | 5.98e+07    | C+   |   40.056428      -    43.041348   | 1s2.2p.(2P*).3p | 3D   | 1   | 1s2.2s.5f             | 3F*     | 2    |   3 - 5   |    |               T5633LS |                   |
C I       |          415.3374   |  0.0005   |          415.3373   |  0.0005   |            2300 |             |      |    7.94613469    -    10.930438   | 2s.2p3          | 3D*  | 1   | 2s2.2p.7p             | 3P      | 0    |   3 - 1   |    |                       |           L17684  |
          |                     |           |                     |           |                 |             |      |                                   |                 |      |     |                       |         |      |           |    |                       |                   |
C III     |                     |           |          415.6504   |  0.0010   |                 | 6.31e+07    | C+   |   40.059463      -    43.041518   | 1s2.2p.(2P*).3p | 3D   | 2   | 1s2.2s.5f             | 3F*     | 3    |   5 - 7   |    |               T5633LS |                   |
C III     |                     |           |          415.6741   |  0.0010   |                 | 1.11e+07    | C+   |   40.059463      -    43.041348   | 1s2.2p.(2P*).3p | 3D   | 2   | 1s2.2s.5f             | 3F*     | 2    |   5 - 5   |    |               T5633LS |                   |
C I       |          415.834    |  0.020    |          415.7723   |  0.0007   |   2000bl(Fe II) |             |      |    7.94627039    -    10.927451   | 2s.2p3          | 3D*  | 2   | 2s2.2p.7p             | 3D      | 3    |   5 - 7   |    |                       |        L2138c153  |
C III     |          416.286    |  0.010    |          416.2877   |  0.0010   |             150 | 7.06e+07    | C+   |   40.064294      -    43.041785   | 1s2.2p.(2P*).3p | 3D   | 3   | 1s2.2s.5f             | 3F*     | 4    |   7 - 9   |    |               T5633LS |            L4827  |
